"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BELLEVUE SCHOOL DISTRICT","Washington","5300390","KING COUNTY","53033","53","31","12111 NE 1ST ST","BELLEVUE","WA ","98005","3183","PO BOX 90010","BELLEVUE","WA ","98005","3183","4254564040","1-Local school district","47.611300","-122.180700","17405","Prekindergarten","12th Grade","Washington","19153"
"BELLINGHAM SCHOOL DISTRICT","Washington","5300420","WHATCOM COUNTY","53073","53","24","1306 DUPONT ST","BELLINGHAM","WA ","98225","3118","1306 DUPONT ST","BELLINGHAM","WA ","98225","3118","3606766400","1-Local school district","48.759200","-122.487500","37501","Prekindergarten","12th Grade","Washington","11152"
"BENGE SCHOOL DISTRICT","Washington","5300450","ADAMS COUNTY","53001","53","1","2978 EAST BENGE WINONA RD","BENGE","WA ","99105","9705","2978 E BENGE WINONA RD","BENGE","WA ","99105","9705","5098872370","1-Local school district","46.910100","-118.100400","01122","Kindergarten","6th Grade","Washington","12"
"BETHEL SCHOOL DISTRICT","Washington","5300480","PIERCE COUNTY","53053","53","38","516 176TH ST EAST","SPANAWAY","WA ","98387","8399","516 176TH ST E","SPANAWAY","WA ","98387","8399","2536836000","1-Local school district","47.097100","-122.425200","27403","Prekindergarten","12th Grade","Washington","18234"
"BICKLETON SCHOOL DISTRICT","Washington","5300510","KLICKITAT COUNTY","53039","53","1","100 MARKET ST","BICKLETON","WA ","99322","0010","PO BOX 10","BICKLETON","WA ","99322","0010","5098965473","1-Local school district","45.997800","-120.304900","20203","Kindergarten","12th Grade","Washington","93"
"BLAINE SCHOOL DISTRICT","Washington","5300570","WHATCOM COUNTY","53073","53","6","765 H ST","BLAINE","WA ","98230","9149","765 H STREET","BLAINE","WA ","98230","9149","3603325881","1-Local school district","48.993700","-122.742200","37503","Kindergarten","12th Grade","Washington","2162"
"BOISTFORT SCHOOL DISTRICT","Washington","5300630","LEWIS COUNTY","53041","53","1","983 BOISTFORT RD","CURTIS","WA ","98538","9734","983 BOISTFORT RD","CURTIS","WA ","98538","9734","3602453343","1-Local school district","46.550500","-123.131500","21234","Prekindergarten","8th Grade","Washington","95"
"BREMERTON SCHOOL DISTRICT","Washington","5300660","KITSAP COUNTY","53035","53","13","134 MARION AVE NORTH","BREMERTON","WA ","98312","3542","134 MARION AVE N","BREMERTON","WA ","98312","3542","3604731000","1-Local school district","47.564900","-122.662000","18100","Prekindergarten","12th Grade","Washington","5045"
"BREWSTER SCHOOL DISTRICT","Washington","5300690","OKANOGAN COUNTY","53047","53","4","503 SOUTH 7TH ST","BREWSTER","WA ","98812","0097","P.O. BOX 97","BREWSTER","WA ","98812","0097","5096893418","1-Local school district","48.094600","-119.786900","24111","Prekindergarten","12th Grade","Washington","936"
"BRIDGEPORT SCHOOL DISTRICT","Washington","5300720","DOUGLAS COUNTY","53017","53","4","1300 DOUGLAS AVE","BRIDGEPORT","WA ","98813","1060","PO BOX 1060","BRIDGEPORT","WA ","98813","1060","5096865656","1-Local school district","48.007400","-119.674500","09075","Prekindergarten","12th Grade","Washington","825"
"BRINNON SCHOOL DISTRICT","Washington","5300750","JEFFERSON COUNTY","53031","53","1","46 SCHOOLHOUSE RD","BRINNON","WA ","98320","9651","46 SCHOOLHOUSE RD","BRINNON","WA ","98320","9651","3607964646","1-Local school district","47.697000","-122.902800","16046","Kindergarten","8th Grade","Washington","29"
"BURLINGTON-EDISON SCHOOL DISTRICT","Washington","5300780","SKAGIT COUNTY","53057","53","8","927 EAST FAIRHAVEN AVE","BURLINGTON","WA ","98233","1900","927 E FAIRHAVEN AVE","BURLINGTON","WA ","98233","1900","3607573311","1-Local school district","48.475500","-122.322800","29100","Prekindergarten","12th Grade","Washington","3829"
"CAMAS SCHOOL DISTRICT","Washington","5300810","CLARK COUNTY","53011","53","11","841 NE 22ND AVE","CAMAS","WA ","98607","1148","841 NE 22ND AVE","CAMAS","WA ","98607","1148","3603353000","1-Local school district","45.595100","-122.402300","06117","Prekindergarten","12th Grade","Washington","6418"
"CAPE FLATTERY SCHOOL DISTRICT","Washington","5300840","CLALLAM COUNTY","53009","53","4","13193 HWY 112","SEKIU","WA ","98381","9747","PO BOX 109","SEKIU","WA ","98381","9747","3609632329","1-Local school district","48.266000","-124.332800","05401","Prekindergarten","12th Grade","Washington","450"
"CARBONADO SCHOOL DISTRICT","Washington","5300870","PIERCE COUNTY","53053","53","1","427 4TH ST","CARBONADO","WA ","98323","0131","PO BOX 131","CARBONADO","WA ","98323","0131","3608290121","1-Local school district","47.081000","-122.054100","27019","Kindergarten","8th Grade","Washington","182"
"CASCADE SCHOOL DISTRICT","Washington","5300950","CHELAN COUNTY","53007","53","6","330 EVANS ST","LEAVENWORTH","WA ","98826","1244","330 EVANS ST","LEAVENWORTH","WA ","98826","1244","5095485885","1-Local school district","47.597000","-120.664600","04228","Prekindergarten","12th Grade","Washington","1294"
"CASHMERE SCHOOL DISTRICT","Washington","5300960","CHELAN COUNTY","53007","53","3","210 SOUTH DIVISION ST","CASHMERE","WA ","98815","1133","210 S DIVISION ST","CASHMERE","WA ","98815","1133","5097823355","1-Local school district","47.517000","-120.469800","04222","Prekindergarten","12th Grade","Washington","1516"
"CASTLE ROCK SCHOOL DISTRICT","Washington","5300990","COWLITZ COUNTY","53015","53","3","600 HUNTINGTON AVE SOUTH","CASTLE ROCK","WA ","98611","8901","600 HUNTINGTON AVE S","CASTLE ROCK","WA ","98611","8901","3605012965","1-Local school district","46.271800","-122.906600","08401","Prekindergarten","12th Grade","Washington","1287"
"CENTERVILLE SCHOOL DISTRICT","Washington","5301050","KLICKITAT COUNTY","53039","53","1","2315 CENTERVILLE HWY","CENTERVILLE","WA ","98613","3021","2315 CENTERVILLE HWY","CENTERVILLE","WA ","98613","3021","5097734893","1-Local school district","45.752000","-120.903200","20215","Kindergarten","8th Grade","Washington","76"
"CENTRAL KITSAP SCHOOL DISTRICT","Washington","5301080","KITSAP COUNTY","53035","53","23","9210 SILVERDALE WAY NW","SILVERDALE","WA ","98383","9197","PO BOX 8","SILVERDALE","WA ","98383","9197","3606623100","1-Local school district","47.646900","-122.697900","18401","Prekindergarten","12th Grade","Washington","11089"
"CENTRAL VALLEY SCHOOL DISTRICT","Washington","5301110","SPOKANE COUNTY","53063","53","28","19307 EAST CATALDO AVE","GREENACRES","WA ","99016","9404","19307 E CATALDO AVE","GREENACRES","WA ","99016","9404","5092285400","1-Local school district","47.666000","-117.144500","32356","Prekindergarten","12th Grade","Washington","12996"
"CENTRAL WASHINGTON UNIVERSITY","Washington","5300315","KITTITAS COUNTY","53037","53","0","400 EAST UNIVERSITY WAY","ELLENSBURG","WA ","98926","","400 E UNIVERSITY WAY","ELLENSBURG","WA ","98926","","5099631111","8-Other education agency","46.999700","-120.542700","19901","9th Grade","12th Grade","Washington","†"
"CENTRALIA COLLEGE","Washington","5300016","LEWIS COUNTY","53041","53","1","600 CENTRALIA COLLEGE BLVD","CENTRALIA","WA ","98531","4099","600 CENTRALIA COLLEGE BLVD","CENTRALIA","WA ","98531","4099","3607369391","8-Other education agency","46.715300","-122.960700","21926","8th Grade","12th Grade","Washington","0"
"CENTRALIA SCHOOL DISTRICT","Washington","5301140","LEWIS COUNTY","53041","53","7","2320 BORST AVE","CENTRALIA","WA ","98531","0610","PO BOX 610","CENTRALIA","WA ","98531","0610","3603307600","1-Local school district","46.727100","-122.981300","21401","Kindergarten","12th Grade","Washington","3605"
"CHEHALIS SCHOOL DISTRICT","Washington","5301170","LEWIS COUNTY","53041","53","8","310 SW 16TH ST","CHEHALIS","WA ","98532","3809","310 SW 16TH ST","CHEHALIS","WA ","98532","3809","3608077200","1-Local school district","46.651000","-122.950800","21302","Prekindergarten","12th Grade","Washington","2963"
"CHENEY SCHOOL DISTRICT","Washington","5301230","SPOKANE COUNTY","53063","53","11","12414 SOUTH ANDRUS RD","CHENEY","WA ","99004","1695","12414 S ANDRUS RD","CHENEY","WA ","99004","1695","5095594555","1-Local school district","47.543200","-117.547600","32360","Prekindergarten","12th Grade","Washington","4283"
"CHEWELAH SCHOOL DISTRICT","Washington","5301260","STEVENS COUNTY","53065","53","4","210 NORTH PARK ST","CHEWELAH","WA ","99109","8970","PO BOX 47","CHEWELAH","WA ","99109","8970","5099358671","1-Local school district","48.277400","-117.715500","33036","Kindergarten","12th Grade","Washington","844"
"CHIMACUM SCHOOL DISTRICT","Washington","5301290","JEFFERSON COUNTY","53031","53","5","91 WEST VALLEY RD","CHIMACUM","WA ","98325","0278","PO BOX 278","CHIMACUM","WA ","98325","0278","3607324090","1-Local school district","48.013600","-122.778300","16049","Kindergarten","12th Grade","Washington","1100"
"CLARKSTON SCHOOL DISTRICT","Washington","5301320","ASOTIN COUNTY","53003","53","9","1294 CHESTNUT AVE","CLARKSTON","WA ","99403","2557","PO BOX 70","CLARKSTON","WA ","99403","2557","5097582531","1-Local school district","46.410900","-117.058300","02250","Prekindergarten","12th Grade","Washington","2714"
"CLE ELUM-ROSLYN SCHOOL DISTRICT","Washington","5301350","KITTITAS COUNTY","53037","53","4","2690 STATE ROUTE 903","CLE ELUM","WA ","98922","8704","2690 STATE ROUTE 903","CLE ELUM","WA ","98922","8704","5096494850","1-Local school district","47.207200","-120.979400","19404","Prekindergarten","12th Grade","Washington","891"
"CLOVER PARK SCHOOL DISTRICT","Washington","5301410","PIERCE COUNTY","53053","53","33","10903 GRAVELLY LAKE DR SW","LAKEWOOD","WA ","98499","1341","10903 GRAVELLY LAKE DR SW","LAKEWOOD","WA ","98499","1341","2535835190","1-Local school district","47.158100","-122.520600","27400","Prekindergarten","12th Grade","Washington","12739"
"CLOVER PARK TECHNICAL COLLEGE","Washington","5300017","PIERCE COUNTY","53053","53","1","4500 STEILACOOM BLVD SW","LAKEWOOD","WA ","98499","4098","4500 STEILACOOM BLVD SW","LAKEWOOD","WA ","98499","4098","2535895800","8-Other education agency","47.176500","-122.496800","27932","9th Grade","12th Grade","Washington","0"
"COLFAX SCHOOL DISTRICT","Washington","5301440","WHITMAN COUNTY","53075","53","2","1110 NORTH MORTON ST","COLFAX","WA ","99111","2198","1110 N MORTON ST","COLFAX","WA ","99111","2198","5093973042","1-Local school district","46.891900","-117.361600","38300","Kindergarten","12th Grade","Washington","644"
"COLLEGE PLACE SCHOOL DISTRICT","Washington","5301470","WALLA WALLA COUNTY","53071","53","2","1755 SOUTH COLLEGE AVE","COLLEGE PLACE","WA ","99324","1175","1755 S COLLEGE AVE","COLLEGE PLACE","WA ","99324","1175","5095254827","1-Local school district","46.030700","-118.386600","36250","Prekindergarten","8th Grade","Washington","848"
"COLTON SCHOOL DISTRICT","Washington","5301500","WHITMAN COUNTY","53075","53","1","706 UNION","COLTON","WA ","99113","0109","706 UNION","COLTON","WA ","99113","0109","5092293385","1-Local school district","46.566800","-117.130000","38306","Prekindergarten","12th Grade","Washington","171"
"COLUMBIA (STEVENS) SCHOOL DISTRICT","Washington","5301560","STEVENS COUNTY","53065","53","2","HILLTOP DR 1","HUNTERS","WA ","99137","0007","PO BOX 7","HUNTERS","WA ","99137","0007","5097223311","1-Local school district","48.125700","-118.175000","33206","Prekindergarten","12th Grade","Washington","154"
"COLUMBIA (WALLA WALLA) SCHOOL DISTRICT","Washington","5301590","WALLA WALLA COUNTY","53071","53","3","755 MAPLE ST","BURBANK","WA ","99323","0548","755 MAPLE ST","BURBANK","WA ","99323","0548","5095472136","1-Local school district","46.200800","-119.008000","36400","Kindergarten","12th Grade","Washington","860"
"COLVILLE SCHOOL DISTRICT","Washington","5301630","STEVENS COUNTY","53065","53","5","217 SOUTH HOFSTETTER ST","COLVILLE","WA ","99114","3239","217 S HOFSTETTER ST","COLVILLE","WA ","99114","3239","5096847850","1-Local school district","48.543100","-117.897200","33115","Prekindergarten","12th Grade","Washington","1858"
"COMMUNITY COLLEGES OF SPOKANE","Washington","5300322","SPOKANE COUNTY","53063","53","1","501 NORTH RIVERPOINT BLVD MS 1","SPOKANE","WA ","99217","6000","PO BOX 6000","SPOKANE","WA ","99217","6000","5094345162","1-Local school district","47.662200","-117.408100","32931","9th Grade","12th Grade","Washington","0"
"CONCRETE SCHOOL DISTRICT","Washington","5301660","SKAGIT COUNTY","53057","53","5","45389 AIRPORT WAY RM 103","CONCRETE","WA ","98237","9355","45389 AIRPORT WAY RM 103","CONCRETE","WA ","98237","9355","3608538141","1-Local school district","48.531700","-121.751100","29011","Prekindergarten","12th Grade","Washington","547"
"CONWAY SCHOOL DISTRICT","Washington","5301680","SKAGIT COUNTY","53057","53","1","19710 STATE ROUTE 534","MOUNT VERNON","WA ","98274","8026","19710 STATE ROUTE 534","MOUNT VERNON","WA ","98274","8026","3604455785","1-Local school district","48.340200","-122.319500","29317","Kindergarten","8th Grade","Washington","432"
"COSMOPOLIS SCHOOL DISTRICT","Washington","5301710","GRAYS HARBOR COUNTY","53027","53","1","1439 FOURTH ST","COSMOPOLIS","WA ","98537","0479","PO BOX 479","COSMOPOLIS","WA ","98537","0479","3605327181","1-Local school district","46.952300","-123.771900","14099","Kindergarten","6th Grade","Washington","142"
"COULEE-HARTLINE SCHOOL DISTRICT","Washington","5303440","GRANT COUNTY","53025","53","3","410 WEST LOCUST ST","COULEE CITY","WA ","99115","0428","PO BOX 428","COULEE CITY","WA ","99115","0428","5096325231","1-Local school district","47.613300","-119.293700","13151","Kindergarten","12th Grade","Washington","186"
"COUPEVILLE SCHOOL DISTRICT","Washington","5301800","ISLAND COUNTY","53029","53","6","501 SOUTH MAIN ST","COUPEVILLE","WA ","98239","3518","501 S MAIN ST","COUPEVILLE","WA ","98239","3518","3606784522","1-Local school district","48.207400","-122.686100","15204","Prekindergarten","12th Grade","Washington","946"
"CRESCENT SCHOOL DISTRICT","Washington","5301830","CLALLAM COUNTY","53009","53","2","50350 HWY 112","JOYCE","WA ","98343","0020","PO BOX 20","JOYCE","WA ","98343","0020","3609283311","1-Local school district","48.136200","-123.746500","05313","Kindergarten","12th Grade","Washington","296"
"CRESTON SCHOOL DISTRICT","Washington","5301860","LINCOLN COUNTY","53043","53","2","485 SE EAST ST","CRESTON","WA ","99117","0017","PO BOX 17","CRESTON","WA ","99117","0017","5096362721","1-Local school district","47.754500","-118.519200","22073","Kindergarten","12th Grade","Washington","107"
"CURLEW SCHOOL DISTRICT","Washington","5301890","FERRY COUNTY","53019","53","2","47 CURLEW SCHOOL RD","CURLEW","WA ","99118","9748","PO BOX 370","CURLEW","WA ","99118","9748","5097794931","1-Local school district","48.877500","-118.603300","10050","Kindergarten","12th Grade","Washington","206"
"CUSICK SCHOOL DISTRICT","Washington","5301920","PEND OREILLE COUNTY","53051","53","2","305 MONUMENTAL WAY","CUSICK","WA ","99119","9761","305 MONUMENTAL WAY","CUSICK","WA ","99119","9761","5094451125","1-Local school district","48.337600","-117.299100","26059","Kindergarten","12th Grade","Washington","273"
"DAMMAN SCHOOL DISTRICT","Washington","5301950","KITTITAS COUNTY","53037","53","1","3600 UMPTANUM RD","ELLENSBURG","WA ","98926","8747","3600 UMPTANUM RD","ELLENSBURG","WA ","98926","8747","5099629079","1-Local school district","46.962000","-120.569900","19007","Kindergarten","6th Grade","Washington","47"
"DARRINGTON SCHOOL DISTRICT","Washington","5301980","SNOHOMISH COUNTY","53061","53","2","1065 FIR ST","DARRINGTON","WA ","98241","0027","PO BOX 27","DARRINGTON","WA ","98241","0027","3604361323","1-Local school district","48.247800","-121.601200","31330","Prekindergarten","12th Grade","Washington","451"
"DAVENPORT SCHOOL DISTRICT","Washington","5302010","LINCOLN COUNTY","53043","53","2","801 7TH ST","DAVENPORT","WA ","99122","9548","801 7TH STREET","DAVENPORT","WA ","99122","9548","5097251481","1-Local school district","47.648800","-118.150600","22207","Prekindergarten","12th Grade","Washington","555"
"DAYTON SCHOOL DISTRICT","Washington","5302040","COLUMBIA COUNTY","53013","53","3","609 SOUTH 2ND ST","DAYTON","WA ","99328","1572","609 S 2ND ST","DAYTON","WA ","99328","1572","5093822543","1-Local school district","46.316300","-117.975300","07002","Prekindergarten","12th Grade","Washington","438"
"DEER PARK SCHOOL DISTRICT","Washington","5302070","SPOKANE COUNTY","53063","53","7","N. 428 MAIN","DEER PARK","WA ","99006","0490","P.O. BOX 490","DEER PARK","WA ","99006","0490","5094645500","1-Local school district","47.950200","-117.477000","32414","Prekindergarten","12th Grade","Washington","2506"
"DIERINGER SCHOOL DISTRICT","Washington","5302130","PIERCE COUNTY","53053","53","3","1320 178TH AVE EAST","LAKE TAPPS","WA ","98391","6411","1320 178TH AVE E","LAKE TAPPS","WA ","98391","6411","2538622537","1-Local school district","47.245900","-122.193700","27343","Kindergarten","8th Grade","Washington","1528"
"DIXIE SCHOOL DISTRICT","Washington","5302160","WALLA WALLA COUNTY","53071","53","1","HWY 12 AND BISCUIT RIDGE RD","DIXIE","WA ","99329","0040","PO BOX 40","DIXIE","WA ","99329","0040","5095255339","1-Local school district","46.140100","-118.155000","36101","Prekindergarten","6th Grade","Washington","27"
"EAST VALLEY SCHOOL DISTRICT (SPOKANE)","Washington","5302280","SPOKANE COUNTY","53063","53","9","12325 EAST GRACE AVE","SPOKANE","WA ","99216","3716","12325 E GRACE AVE","SPOKANE","WA ","99216","3716","5099241830","1-Local school district","47.684700","-117.238300","32361","Prekindergarten","12th Grade","Washington","4517"
"EAST VALLEY SCHOOL DISTRICT (YAKIMA)","Washington","5305370","YAKIMA COUNTY","53077","53","6","2002 BEAUDRY RD","YAKIMA","WA ","98901","8012","2002 BEAUDRY RD","YAKIMA","WA ","98901","8012","5095737300","1-Local school district","46.573500","-120.404000","39090","Prekindergarten","12th Grade","Washington","3058"
"EASTERN WASHINGTON UNIVERSITY","Washington","5300316","SPOKANE COUNTY","53063","53","0","526 5TH ST","CHENEY","WA ","99004","2431","526 5TH ST","CHENEY","WA ","99004","2431","5093596200","8-Other education agency","47.489700","-117.578300","32902","9th Grade","12th Grade","Washington","†"
"EASTMONT SCHOOL DISTRICT","Washington","5302310","DOUGLAS COUNTY","53017","53","12","460 9TH ST NE","EAST WENATCHEE","WA ","98802","4443","460 9TH ST NE","EAST WENATCHEE","WA ","98802","4443","5098847169","1-Local school district","47.418400","-120.283900","09206","Prekindergarten","12th Grade","Washington","5718"
"EASTON SCHOOL DISTRICT","Washington","5302340","KITTITAS COUNTY","53037","53","2","1893 RAILROAD ST","EASTON","WA ","98925","0008","PO BOX 8","EASTON","WA ","98925","0008","5096562317","1-Local school district","47.236800","-121.177900","19028","Kindergarten","12th Grade","Washington","103"
"EATONVILLE SCHOOL DISTRICT","Washington","5302370","PIERCE COUNTY","53053","53","8","200 LYNCH ST WEST","EATONVILLE","WA ","98328","0698","PO BOX 698","EATONVILLE","WA ","98328","0698","3608791000","1-Local school district","46.870400","-122.267800","27404","Prekindergarten","12th Grade","Washington","1819"
"EDMONDS SCHOOL DISTRICT","Washington","5302400","SNOHOMISH COUNTY","53061","53","40","20420 68TH AVE WEST","LYNNWOOD","WA ","98036","7400","20420 68TH AVE W","LYNNWOOD","WA ","98036","7400","4254317000","1-Local school district","47.813600","-122.326300","31015","Prekindergarten","12th Grade","Washington","20817"
"EDUCATIONAL SERVICE DISTRICT 101","Washington","5300010","SPOKANE COUNTY","53063","53","3","4202 SOUTH REGAL ST","SPOKANE","WA ","99223","7738","4202 S REGAL STREET","SPOKANE","WA ","99223","7738","5097893800","4-Regional education services agency","47.615700","-117.368600","32801","6th Grade","12th Grade","Washington","83"
"EDUCATIONAL SERVICE DISTRICT 105","Washington","5300013","YAKIMA COUNTY","53077","53","0","33 SOUTH 2ND AVE","YAKIMA","WA ","98902","3486","33 S 2ND AVE","YAKIMA","WA ","98902","3486","5095752885","4-Regional education services agency","46.600200","-120.510600","39801","†","†","Washington","†"
"EDUCATIONAL SERVICE DISTRICT 112","Washington","5300005","CLARK COUNTY","53011","53","1","2500 NE 65TH AVE","VANCOUVER","WA ","98661","6812","2500 NE 65TH AVE","VANCOUVER","WA ","98661","6812","3607507500","4-Regional education services agency","45.639100","-122.605800","06801","3rd Grade","12th Grade","Washington","26"
"EDUCATIONAL SERVICE DISTRICT 113","Washington","5300011","THURSTON COUNTY","53067","53","1","6005 TYEE DR SW","TUMWATER","WA ","98512","5080","6005 TYEE DR SW","TUMWATER","WA ","98512","5080","3604646700","4-Regional education services agency","46.994400","-122.917200","34801","11th Grade","12th Grade","Washington","224"
"EDUCATIONAL SERVICE DISTRICT 123","Washington","5300012","FRANKLIN COUNTY","53021","53","1","3918 WEST COURT ST","PASCO","WA ","99301","2775","3918 W COURT ST","PASCO","WA ","99301","2775","5095478441","4-Regional education services agency","46.241500","-119.142500","11801","8th Grade","12th Grade","Washington","0"
"ELLENSBURG SCHOOL DISTRICT","Washington","5302460","KITTITAS COUNTY","53037","53","8","1300 EAST 3RD AVE","ELLENSBURG","WA ","98926","3576","1300 E 3RD AVE","ELLENSBURG","WA ","98926","3576","5099258000","1-Local school district","46.994900","-120.528200","19401","Prekindergarten","12th Grade","Washington","3109"
"ELMA SCHOOL DISTRICT","Washington","5302490","GRAYS HARBOR COUNTY","53027","53","4","1235 MONTE ELMA RD","ELMA","WA ","98541","9038","1235 MONTE ELMA RD","ELMA","WA ","98541","9038","3604822822","1-Local school district","47.004100","-123.433900","14068","Prekindergarten","12th Grade","Washington","1559"
"ENDICOTT SCHOOL DISTRICT","Washington","5302520","WHITMAN COUNTY","53075","53","1","308 SCHOOL DR","ENDICOTT","WA ","99125","8734","308 SCHOOL DR","ENDICOTT","WA ","99125","8734","5096573523","1-Local school district","46.933300","-117.688400","38308","Kindergarten","8th Grade","Washington","97"
"ENTIAT SCHOOL DISTRICT","Washington","5302550","CHELAN COUNTY","53007","53","2","2650 ENTIAT WAY","ENTIAT","WA ","98822","9710","2650 ENTIAT WAY","ENTIAT","WA ","98822","9710","5097841800","1-Local school district","47.664400","-120.225400","04127","Prekindergarten","12th Grade","Washington","369"
"ENUMCLAW SCHOOL DISTRICT","Washington","5300001","KING COUNTY","53033","53","9","2929 MCDOUGALL AVE","ENUMCLAW","WA ","98022","7499","2929 MCDOUGALL AVE","ENUMCLAW","WA ","98022","7499","3608027100","1-Local school district","47.188600","-122.008800","17216","Prekindergarten","12th Grade","Washington","4059"
"EPHRATA SCHOOL DISTRICT","Washington","5302610","GRANT COUNTY","53025","53","8","499 C ST NW","EPHRATA","WA ","98823","1690","499 C ST NW","EPHRATA","WA ","98823","1690","5097542474","1-Local school district","47.326200","-119.550400","13165","Prekindergarten","12th Grade","Washington","2355"
"EVALINE SCHOOL DISTRICT","Washington","5302640","LEWIS COUNTY","53041","53","1","111 SCHOOLHOUSE RD","WINLOCK","WA ","98596","9718","111 SCHOOLHOUSE RD","WINLOCK","WA ","98596","9718","3607853460","1-Local school district","46.539400","-122.938500","21036","Kindergarten","6th Grade","Washington","51"
"EVERETT COMMUNITY COLLEGE","Washington","5300314","SNOHOMISH COUNTY","53061","53","1","2000 TOWER ST","EVERETT","WA ","98201","","2000 TOWER STREET","EVERETT","WA ","98201","","4253889100","8-Other education agency","48.006200","-122.202500","31933","9th Grade","12th Grade","Washington","0"
