"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ACCELERATED LEARNING CHARTER SCHOOL  INC.","Arizona","0400338","YAVAPAI COUNTY","04025","04","1","320 SOUTH MAIN ST","COTTONWOOD","AZ ","86326","","320 S. MAIN ST.","COTTONWOOD","AZ ","86326","","9286340650","7-Charter school agency","34.733600","-112.010200","78830","Kindergarten","8th Grade","Arizona","79"
"ACCLAIM CHARTER SCHOOL","Arizona","0400122","MARICOPA COUNTY","04013","04","1","7624 WEST INDIAN SCHOOL RD","PHOENIX","AZ ","85033","","7624 W. INDIAN SCHOOL RD.","PHOENIX","AZ ","85033","","6236910919","7-Charter school agency","33.495600","-112.224700","4325","Kindergarten","8th Grade","Arizona","420"
"ACORN MONTESSORI CHARTER SCHOOL","Arizona","0400320","YAVAPAI COUNTY","04025","04","2","8556 EAST LOOS DR","PRESCOTT VALLEY","AZ ","86314","","8556 EAST LOOS DRIVE","PRESCOTT VALLEY","AZ ","86314","","9287725778","7-Charter school agency","34.604500","-112.315900","79437","Kindergarten","8th Grade","Arizona","408"
"AGUA FRIA UNION HIGH SCHOOL DISTRICT","Arizona","0400450","MARICOPA COUNTY","04013","04","4","1481 NORTH ELISEO FELIX JR. WA","AVONDALE","AZ ","85323","2154","1481 N. ELISEO FELIX JR. WAY","AVONDALE","AZ ","85323","2154","6239327000","1-Local school district","33.450600","-112.336700","4289","9th Grade","12th Grade","Arizona","7244"
"AGUILA ELEMENTARY DISTRICT","Arizona","0400480","MARICOPA COUNTY","04013","04","1","50023 NORTH 514TH AVE","AGUILA","AZ ","85320","0218","P O BOX 218","AGUILA","AZ ","85320","0218","9286852222","1-Local school district","33.938300","-113.173200","4249","Kindergarten","12th Grade","Arizona","219"
"AHWATUKEE FOOTHILLS PREP  INC.","Arizona","0400418","MARICOPA COUNTY","04013","04","2","10210 SOUTH 50TH PLACE","PHOENIX","AZ ","85044","","10210 SOUTH 50TH PLACE","PHOENIX","AZ ","85044","","4807635101","7-Charter school agency","33.354200","-111.975400","85875","Kindergarten","9th Grade","Arizona","302"
"AHWATUKEE FOOTHILLS PREP EARLY COLLEGE HIGH SCHOOL  INC.","Arizona","0400827","MARICOPA COUNTY","04013","04","1","10210 SOUTH 50TH PLACE","PHOENIX","AZ ","85044","","10210 S. 50TH PLACE","PHOENIX","AZ ","85044","","4807635101","7-Charter school agency","33.354200","-111.975400","90758","9th Grade","12th Grade","Arizona","28"
"AIBT NON-PROFIT CHARTER HIGH SCHOOL - PHOENIX","Arizona","0400274","MARICOPA COUNTY","04013","04","1","6049 NORTH 43RD AVE","PHOENIX","AZ ","85019","","5242 W. CAMELBACK","GLENDAL","AZ ","85301","","6029736018","7-Charter school agency","33.525400","-112.151500","79053","7th Grade","12th Grade","Arizona","410"
"AJO UNIFIED DISTRICT","Arizona","0400520","PIMA COUNTY","04019","04","2","111 WELL RD","AJO","AZ ","85321","0031","P O BOX 68","AJO","AZ ","85321","0031","5203875618","1-Local school district","32.374400","-112.860800","4409","Prekindergarten","12th Grade","Arizona","422"
"AKIMEL O OTHAM PEE POSH CHARTER SCHOOL  INC.","Arizona","0400403","PINAL COUNTY","04021","04","0","3652 EAST BLACKWATER SCHOOL RD","COOLIDGE","AZ ","85128","","3652 E. BLACKWATER SCHOOL ROAD","COOLIDGE","AZ ","85128","","5202155859","7-Charter school agency","33.031300","-111.566300","5978","Kindergarten","2nd Grade","Arizona","12"
"AKIMEL O'OTHAM PEE POSH CHARTER SCHOOL  INC.","Arizona","0400404","PINAL COUNTY","04021","04","1","3652 EAST BLACKWATER SCHOOL RD","COOLIDGE","AZ ","85128","","3652 E. BLACKWATER SCHOOL ROAD","COOLIDGE","AZ ","85128","","5202155859","7-Charter school agency","33.031300","-111.566300","78966","3rd Grade","5th Grade","Arizona","139"
"ALHAMBRA ELEMENTARY DISTRICT","Arizona","0400600","MARICOPA COUNTY","04013","04","15","4510 NORTH 37TH AVE","PHOENIX","AZ ","85019","","4510 N 37TH AVE","PHOENIX","AZ ","85019","","6023362920","1-Local school district","33.502500","-112.138600","4280","Prekindergarten","8th Grade","Arizona","14193"
"ALL ABOARD CHARTER SCHOOL","Arizona","0400396","MARICOPA COUNTY","04013","04","1","5827 NORTH 35TH AVE","PHOENIX","AZ ","85017","","5827 NORTH 35TH AVENUE","PHOENIX","AZ ","85017","","6024330500","7-Charter school agency","33.523200","-112.133500","79969","Kindergarten","5th Grade","Arizona","113"
"ALLEN-COCHRAN ENTERPRISES  INC.","Arizona","0400111","MARICOPA COUNTY","04013","04","1","1700 EAST ELLIOT","TEMPE","AZ ","85284","","1691 WEST GRAND CANYON DRIVE","CHANDLER","AZ ","85248","","4806321940","7-Charter school agency","33.349200","-111.913300","4347","Kindergarten","8th Grade","Arizona","341"
"ALLSPORT ACADEMY","Arizona","0400634","PIMA COUNTY","04019","04","1","6211 EAST SPEEDWAY BLVD","TUCSON","AZ ","85712","","6211 EAST SPEEDWAY BLVD.","TUCSON","AZ ","85712","","5207312150","7-Charter school agency","32.236600","-110.860000","81031","5th Grade","9th Grade","Arizona","40"
"ALPINE ELEMENTARY DISTRICT","Arizona","0400630","APACHE COUNTY","04001","04","1","COUNTY RD 2052 11","ALPINE","AZ ","85920","0170","P O BOX 170","ALPINE","AZ ","85920","0170","9283394570","1-Local school district","33.848200","-109.141300","4161","Prekindergarten","11th Grade","Arizona","68"
"ALTAR VALLEY ELEMENTARY DISTRICT","Arizona","0404770","PIMA COUNTY","04019","04","2","10105 SOUTH SASABE RD","TUCSON","AZ ","85736","9725","HCR 1 BOX 130","TUCSON","AZ ","85736","9725","5208221484","1-Local school district","32.066700","-111.317300","4418","Prekindergarten","12th Grade","Arizona","893"
"AMBASSADOR ACADEMY","Arizona","0400753","MARICOPA COUNTY","04013","04","1","3820 EAST RAY RD","PHOENIX","AZ ","85044","","3820 E. RAY RD.","PHOENIX","AZ ","85044","","4809612214","7-Charter school agency","33.317500","-112.003100","89550","Kindergarten","5th Grade","Arizona","46"
"AMERICAN BASIC SCHOOLS LLC","Arizona","0400218","MARICOPA COUNTY","04013","04","1","827 EAST 6TH AVE","MESA","AZ ","85204","","827 E. 6TH AVE","MESA","AZ ","85204","","4809644602","7-Charter school agency","33.404200","-111.813300","79215","Kindergarten","6th Grade","Arizona","887"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ALTA VISTA HIGH S","Arizona","0400619","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","80995","9th Grade","12th Grade","Arizona","457"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. APACHE TRAIL HIGH","Arizona","0400357","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79883","9th Grade","12th Grade","Arizona","187"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. CRESTVIEW COLLEGE","Arizona","0400385","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79874","7th Grade","12th Grade","Arizona","245"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. DESERT HILLS HIGH","Arizona","0400384","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79872","9th Grade","12th Grade","Arizona","284"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. ESTRELLA HIGH SCH","Arizona","0400352","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79873","9th Grade","12th Grade","Arizona","353"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. PEORIA ACCELERATE","Arizona","0400353","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79875","9th Grade","12th Grade","Arizona","516"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH POINTE HIGH","Arizona","0400618","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","80989","9th Grade","12th Grade","Arizona","447"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SOUTH RIDGE HIGH","Arizona","0400447","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","88334","9th Grade","12th Grade","Arizona","453"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. SUN VALLEY HIGH S","Arizona","0400354","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79877","9th Grade","12th Grade","Arizona","610"
"AMERICAN CHARTER SCHOOLS FOUNDATION D.B.A. WEST PHOENIX HIGH","Arizona","0400355","MARICOPA COUNTY","04013","04","1","7878 NORTH 16TH ST","PHOENIX","AZ ","85020","","7878 N. 16TH ST.","PHOENIX","AZ ","85020","","6029532933","7-Charter school agency","33.552600","-112.049600","79879","9th Grade","12th Grade","Arizona","542"
"AMERICAN HERITAGE ACADEMY","Arizona","0400130","YAVAPAI COUNTY","04025","04","2","2030 EAST CHERRY ST","COTTONWOOD","AZ ","86326","","2030 E. CHERRY ST.","COTTONWOOD","AZ ","86326","","9286342144","7-Charter school agency","34.732400","-112.004400","6365","Kindergarten","12th Grade","Arizona","449"
"AMERICAN LEADERSHIP ACADEMY  INC.","Arizona","0400112","MARICOPA COUNTY","04013","04","5","2350 EAST GERMANN RD","CHANDLER","AZ ","85286","","2350 E GERMANN RD","CHANDLER","AZ ","85286","","4804202101","7-Charter school agency","33.279400","-111.801600","4348","Kindergarten","12th Grade","Arizona","3111"
"AMPHITHEATER UNIFIED DISTRICT","Arizona","0400680","PIMA COUNTY","04019","04","22","701 WEST WETMORE","TUCSON","AZ ","85705","1547","701 W  WETMORE","TUCSON","AZ ","85705","1547","5206965000","1-Local school district","32.286500","-110.982500","4406","Prekindergarten","12th Grade","Arizona","14191"
"ANTELOPE UNION HIGH SCHOOL DISTRICT","Arizona","0400720","YUMA COUNTY","04027","04","1","9168 SOUTH AVE 36 EAST","WELLTON","AZ ","85356","9705","9168 S AVE 36 E","WELLTON","AZ ","85356","9705","9287854041","1-Local school district","32.691400","-114.024400","4506","9th Grade","12th Grade","Arizona","292"
"ANTHEM PREPARATORY ACADEMY","Arizona","0400819","MARICOPA COUNTY","04013","04","1","444 NORTH 44TH ST","PHOENIX","AZ ","85008","","42101 N 41ST DRIVE","PHOENIX","AZ ","85086","","6024387045","7-Charter school agency","33.453900","-111.989700","90532","Kindergarten","12th Grade","Arizona","709"
"APACHE COUNTY SHERIFFS OFFICE","Arizona","0400837","APACHE COUNTY","04001","04","0","370 SOUTH WASHINGTON","ST JOHNS","AZ ","85936","","P O BOX 518","ST JOHNS","AZ ","85936","","9283374321","8-Other education agency","34.501800","-109.364400","79547","†","†","Arizona","†"
"APACHE ELEMENTARY DISTRICT","Arizona","0400750","COCHISE COUNTY","04003","04","1","10488 SKELETON CANYON RD","DOUGLAS","AZ ","85608","","DRAWER 111 9","DOUGLAS","AZ ","85608","0435","5205582364","1-Local school district","31.344500","-109.552700","4178","Prekindergarten","8th Grade","Arizona","8"
"APACHE JUNCTION UNIFIED DISTRICT","Arizona","0400790","PINAL COUNTY","04021","04","7","801 WEST SOUTHERN","APACHE JUNCTION","AZ ","85120","","1575 W SOUTHERN AVE","APACHE JUNCTION","AZ ","85120","","4809821110","1-Local school district","33.393300","-111.560500","4443","Prekindergarten","12th Grade","Arizona","4654"
"APRENDER TUCSON","Arizona","0400318","PIMA COUNTY","04019","04","1","2701 SOUTH CAMPBELL AVE","TUCSON","AZ ","85713","","2701 SOUTH CAMPBELL AVENUE","TUCSON","AZ ","85713","","5206237102","7-Charter school agency","32.191600","-110.942700","79426","Kindergarten","9th Grade","Arizona","221"
"ARCHWAY CLASSICAL ACADEMY CENTRAL SCOTTSDALE","Arizona","0400886","MARICOPA COUNTY","04013","04","0","3102 NORTH 56TH ST","PHOENIX","AZ ","85018","","3102 N. 56TH ST.","PHOENIX","AZ ","85018","","6024387045","7-Charter school agency","33.484400","-111.963100","92314","Kindergarten","7th Grade","Arizona","†"
"ARCHWAY CLASSICAL ACADEMY CHANDLER","Arizona","0400834","MARICOPA COUNTY","04013","04","1","1951 NORTH ALMA SCHOOL RD","CHANDLER","AZ ","85224","","444 N. 44TH ST.","CHANDLER","AZ ","85008","","4808556474","7-Charter school agency","33.334000","-111.857600","90917","Kindergarten","12th Grade","Arizona","514"
"ARCHWAY CLASSICAL ACADEMY GLENDALE","Arizona","0400866","MARICOPA COUNTY","04013","04","1","3102 NORTH 56TH ST","PHOENIX","AZ ","85018","","3102 N. 56TH ST.","PHOENIX","AZ ","85018","","6024387045","7-Charter school agency","33.484400","-111.963100","91878","Kindergarten","5th Grade","Arizona","536"
"ARCHWAY CLASSICAL ACADEMY MESA","Arizona","0400888","MARICOPA COUNTY","04013","04","0","3102 NORTH 56TH ST","PHOENIX","AZ ","85018","","3102 N. 56TH ST.","PHOENIX","AZ ","85018","","6024387045","7-Charter school agency","33.484400","-111.963100","92312","Kindergarten","5th Grade","Arizona","†"
"ARCHWAY CLASSICAL ACADEMY NORTH PHOENIX","Arizona","0400873","MARICOPA COUNTY","04013","04","1","13613 NORTH CAVE CREEK RD","PHOENIX","AZ ","85022","","3102 N 56TH STREET","PHOENIX","AZ ","85018","","6029964355","7-Charter school agency","33.608600","-112.033200","91758","Kindergarten","5th Grade","Arizona","484"
"ARCHWAY CLASSICAL ACADEMY SCOTTSDALE","Arizona","0400841","MARICOPA COUNTY","04013","04","1","7496 EAST TIERRA BUENA LN","SCOTTSDALE","AZ ","85260","","3102 N. 56TH ST","PHOENIX","AZ ","85018","","6024387045","7-Charter school agency","33.629900","-111.918000","90857","Kindergarten","12th Grade","Arizona","424"
"ARCHWAY CLASSICAL ACADEMY TRIVIUM","Arizona","0400832","MARICOPA COUNTY","04013","04","1","14130 WEST MCDOWELL RD","GOODYEAR","AZ ","85338","","3102 N. 56TH ST.","PHOENIX","AZ ","85018","","6234144833","7-Charter school agency","33.465200","-112.363100","90915","Kindergarten","12th Grade","Arizona","540"
"ARCHWAY CLASSICAL ACADEMY VERITAS","Arizona","0400833","MARICOPA COUNTY","04013","04","1","3102 NORTH 56TH ST","PHOENIX","AZ ","85018","","3102 N. 56TH ST.","PHOENIX","AZ ","85018","","6024897341","7-Charter school agency","33.484400","-111.963100","90916","Kindergarten","12th Grade","Arizona","528"
"ARIZONA ACADEMY OF SCIENCE AND TECHNOLOGY  INC.","Arizona","0400164","MARICOPA COUNTY","04013","04","1","1875 NORTH CENTRAL","PHOENIX","AZ ","85004","","P.O. BOX 13606","PHOENIX","AZ ","85002","","6022531199","7-Charter school agency","33.468600","-112.073700","6378","Kindergarten","8th Grade","Arizona","130"
"ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.","Arizona","0400106","MARICOPA COUNTY","04013","04","1","3636 NORTH CENTRAL","PHOENIX","AZ ","85012","","P.O. BOX 84108","PHOENIX","AZ ","85071","","6022978500","7-Charter school agency","33.490500","-112.073900","4331","9th Grade","12th Grade","Arizona","347"
"ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.","Arizona","0400417","MARICOPA COUNTY","04013","04","1","3636 NORTH CENTRAL","PHOENIX","AZ ","85012","","P.O. BOX 84108","PHOENIX","AZ ","85071","","6022978500","7-Charter school agency","33.490500","-112.073900","85816","9th Grade","12th Grade","Arizona","371"
"ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.","Arizona","0400426","MARICOPA COUNTY","04013","04","1","3636 NORTH CENTRAL","PHOENIX","AZ ","85012","","P.O. BOX 84108","PHOENIX","AZ ","85071","","6022978500","7-Charter school agency","33.490500","-112.073900","87403","9th Grade","12th Grade","Arizona","204"
"ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.","Arizona","0400828","MARICOPA COUNTY","04013","04","1","3636 NORTH CENTRAL AVE","PHOENIX","AZ ","85012","","3636 N CENTRAL AVE","PHOENIX","AZ ","85012","","6022978500","7-Charter school agency","33.490500","-112.073900","90779","9th Grade","12th Grade","Arizona","386"
"ARIZONA AGRIBUSINESS & EQUINE CENTER  INC.","Arizona","0400838","MARICOPA COUNTY","04013","04","1","3636 NORTH CENTRAL AVE","PHOENIX","AZ ","85012","","PO BIX 84108","PHOENIX","AZ ","85071","","6022978500","7-Charter school agency","33.490500","-112.073900","91131","9th Grade","12th Grade","Arizona","189"
"ARIZONA CALL-A-TEEN YOUTH RESOURCES  INC.","Arizona","0400057","MARICOPA COUNTY","04013","04","1","649 NORTH 6TH AVE","PHOENIX","AZ ","85003","1530","649 N 6TH AVE","PHOENIX","AZ ","85003","1530","6022526721","7-Charter school agency","33.456400","-112.081100","4346","9th Grade","12th Grade","Arizona","102"
"ARIZONA COMMUNITY DEVELOPMENT CORPORATION","Arizona","0400361","PIMA COUNTY","04019","04","3","5704 EAST GRANT RD","TUCSON","AZ ","85712","","5704 EAST GRANT ROAD","TUCSON","AZ ","85712","","5207214205","7-Charter school agency","32.250200","-110.870700","79947","Kindergarten","8th Grade","Arizona","1957"
"ARIZONA CONNECTIONS ACADEMY CHARTER SCHOOL  INC.","Arizona","0400427","MARICOPA COUNTY","04013","04","1","1017SOUTH GILBERT RD","MESA","AZ ","85204","","1000 LANCASTER STREET","BALTIMORE","MD ","21202","","4807825842","7-Charter school agency","33.398700","-111.789400","87407","Kindergarten","12th Grade","Arizona","1875"
"ARIZONA DEPARTMENT OF CORRECTIONS","Arizona","0400120","MARICOPA COUNTY","04013","04","13","1601 WEST JEFFERSON","PHOENIX","AZ ","85007","3002","1601 W. JEFFERSON","PHOENIX","AZ ","85007","3002","6025425620","8-Other education agency","33.447000","-112.093800","8336","9th Grade","12th Grade","Arizona","385"
"ARIZONA MONTESSORI CHARTER SCHOOL AT ANTHEM","Arizona","0400415","MARICOPA COUNTY","04013","04","1","2045 WEST NORTHERN AVE","PHOENIX","AZ ","85021","","2045 WEST NORTHERN AVE.","PHOENIX","AZ ","85021","","6028647731","7-Charter school agency","33.553100","-112.102700","85749","Kindergarten","8th Grade","Arizona","278"
"ARIZONA SCHOOL FOR THE ARTS","Arizona","0400056","MARICOPA COUNTY","04013","04","1","1410 NORTH THIRD ST","PHOENIX","AZ ","85004","1718","1410 N THIRD STREET","PHOENIX","AZ ","85004","1718","6022571444","7-Charter school agency","33.464500","-112.069400","4345","5th Grade","12th Grade","Arizona","823"
"ARIZONA STATE HOSPITAL","Arizona","0400455","MARICOPA COUNTY","04013","04","1","2500 EAST VAN BUREN ST","PHOENIX","AZ ","85008","","2500 E. VAN BUREN ST.","PHOENIX","AZ ","85008","","6022206124","5-State-operated institution","33.453600","-112.025900","6415","Prekindergarten","12th Grade","Arizona","†"
"ARIZONA STATE SCHOOL FOR THE DEAF AND BLIND","Arizona","0400463","PIMA COUNTY","04019","04","12","1200 WEST SPEEDWAY","TUCSON","AZ ","85745","","P.O. BOX 88510","TUCSON","AZ ","85754","","5207703828","5-State-operated institution","32.236000","-110.991200","6393","Prekindergarten","12th Grade","Arizona","949"
"ARIZONA SUPREME COURT","Arizona","0400836","MARICOPA COUNTY","04013","04","0","1501 WEST WASHINGTON ST","PHOENIX","AZ ","85007","","1501 W. WASHINGTON ST.","PHOENIX","AZ ","85007","","6024523573","8-Other education agency","33.448000","-112.092700","9576","3rd Grade","12th Grade","Arizona","†"
"ARIZONA UPGRADE ACADEMY  INC.","Arizona","0400410","YAVAPAI COUNTY","04025","04","0","327 SOUTH 15TH ST","COTTONWOOD","AZ ","86326","","327 SOUTH 15TH STREET","COTTONWOOD","AZ ","86326","","9286343722","7-Charter school agency","34.733200","-112.010700","85456","5th Grade","8th Grade","Arizona","†"
"ARLINGTON ELEMENTARY DISTRICT","Arizona","0400840","MARICOPA COUNTY","04013","04","1","9410 SOUTH 355TH AVE","ARLINGTON","AZ ","85322","9702","9410 S 355TH AVE","ARLINGTON","AZ ","85322","9702","6233862031","1-Local school district","33.361200","-112.818000","4274","Prekindergarten","8th Grade","Arizona","253"
"ASCENDING ROOTS SCHOLASTIC & ATHLETIC PREMISE  INC.","Arizona","0400362","MARICOPA COUNTY","04013","04","0","7310 NORTH 27TH AVE","PHOENIX","AZ ","85051","","7310 N. 27TH AVE.","PHOENIX","AZ ","85051","","6024241830","7-Charter school agency","33.544500","-112.118100","79948","Kindergarten","8th Grade","Arizona","†"
"ASH CREEK ELEMENTARY DISTRICT","Arizona","0400870","COCHISE COUNTY","04003","04","1","6460 EAST HWY 181","PEARCE","AZ ","85625","9725","6460 EAST HIGHWAY 181","PEARCE","AZ ","85625","9725","5208243340","1-Local school district","31.876800","-109.636500","4187","Prekindergarten","8th Grade","Arizona","19"
"ASH FORK JOINT UNIFIED DISTRICT","Arizona","0400910","YAVAPAI COUNTY","04025","04","3","46999 NORTH . 5TH ST","ASH FORK","AZ ","86320","0247","P O BOX 247","ASH FORK","AZ ","86320","0247","9286372561","1-Local school district","35.221900","-112.486600","4471","Prekindergarten","12th Grade","Arizona","246"
