"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"CLAY","Florida","1200300","CLAY COUNTY","12019","12","46","900 WALNUT ST","GREEN COVE SPRINGS","FL ","32043","3129","900 WALNUT ST","GREEN COVE SPRINGS","FL ","32043","3129","9042846500","1-Local school district","29.992200","-81.683800","10","Prekindergarten","12th Grade","Florida","35523"
"COLLIER","Florida","1200330","COLLIER COUNTY","12021","12","71","5775 OSCEOLA TRL","NAPLES","FL ","34109","0919","5775 OSCEOLA TRL","NAPLES","FL ","34109","0919","2393770212","1-Local school district","26.220700","-81.758300","11","Prekindergarten","12th Grade","Florida","44418"
"COLUMBIA","Florida","1200360","COLUMBIA COUNTY","12023","12","21","372 WEST DUVAL ST","LAKE CITY","FL ","32055","3990","372 W DUVAL ST","LAKE CITY","FL ","32055","3990","3867558003","1-Local school district","30.188900","-82.641700","12","Prekindergarten","12th Grade","Florida","10137"
"CSUSA DONNAN","Indiana","1800127","BROWARD COUNTY","12011","18","1","6245 NORTH FEDERAL HWY 5TH FLO","FORT LAUDERDALE","FL ","33308","1998","6245 N FEDERAL HWY 5TH FLOOR","FORT LAUDERDALE","FL ","33308","1998","2398347379","1-Local school district","26.204900","-80.109000","8825","7th Grade","8th Grade","Indiana","322"
"CSUSA HOWE","Indiana","1800126","BROWARD COUNTY","12011","18","1","6245 NORTH FEDERAL HWY 5TH FLO","FORT LAUDERDALE","FL ","33308","1998","6245 N FEDERAL HWY - 5TH FLOOR","FORT LAUDERDALE","FL ","33308","1998","9542023500","1-Local school district","26.204900","-80.109000","8810","7th Grade","12th Grade","Indiana","643"
"CSUSA MANUAL","Indiana","1800112","BROWARD COUNTY","12011","18","1","6245 NORTH FEDERAL HWY 5TH FLO","FORT LAUDERDALE","FL ","33308","1998","6245 N FEDERAL HWY 5TH FLOOR","FORT LAUDERDALE","FL ","33308","1998","2398347379","1-Local school district","26.204900","-80.109000","8815","9th Grade","12th Grade","Indiana","555"
"DADE","Florida","1200390","MIAMI-DADE COUNTY","12086","12","534","1450 NE 2ND AVE 912","MIAMI","FL ","33132","1308","1450 NE 2ND AVE # 912","MIAMI","FL ","33132","1308","3059952940","1-Local school district","25.788900","-80.190700","13","Prekindergarten","12th Grade","Florida","356233"
"DEAF/BLIND","Florida","1202016","ST. JOHNS COUNTY","12109","12","8","207 SAN MARCO AVE","ST AUGUSTINE","FL ","32084","2762","207 SAN MARCO AVE","ST AUGUSTINE","FL ","32084","2762","9048272210","5-State-operated institution","29.913500","-81.320600","68","Prekindergarten","12th Grade","Florida","594"
"DESOTO","Florida","1200420","DESOTO COUNTY","12027","12","13","530 LASOLONA AVE","ARCADIA","FL ","34266","4911","PO BOX 2000","ARCADIA","FL ","34265","2000","8634944222","1-Local school district","27.221300","-81.849300","14","Prekindergarten","12th Grade","Florida","4700"
"DIXIE","Florida","1200450","DIXIE COUNTY","12029","12","8","16077 NE 19 HWY","CROSS CITY","FL ","32628","3557","16077 NE 19 HIGHWAY","CROSS CITY","FL ","32628","3557","3524986131","1-Local school district","29.631300","-83.119500","15","Prekindergarten","12th Grade","Florida","2085"
"DUVAL","Florida","1200480","DUVAL COUNTY","12031","12","205","1701 PRUDENTIAL DR","JACKSONVILLE","FL ","32207","8152","1701 PRUDENTIAL DR","JACKSONVILLE","FL ","32207","8152","9043902115","1-Local school district","30.316700","-81.650500","16","Prekindergarten","12th Grade","Florida","127653"
"ESCAMBIA","Florida","1200510","ESCAMBIA COUNTY","12033","12","73","75 NORTH PACE BLVD","PENSACOLA","FL ","32505","7965","75 N PACE BLVD","PENSACOLA","FL ","32505","7965","8504696130","1-Local school district","30.413000","-87.241700","17","Prekindergarten","12th Grade","Florida","40753"
"FAMU LAB SCH","Florida","1202014","LEON COUNTY","12073","12","1","400 WEST ORANGE AVE","TALLAHASSEE","FL ","32305","6233","400 W ORANGE AVE","TALLAHASSEE","FL ","32305","6233","8504125930","8-Other education agency","30.416600","-84.286200","74","Kindergarten","12th Grade","Florida","488"
"FAU LAB SCH","Florida","1202012","PALM BEACH COUNTY","12099","12","2","777 GLADES RD BLDG 47","BOCA RATON","FL ","33431","6424","777 GLADES RD BLDG 47","BOCA RATON","FL ","33431","6424","5612973357","8-Other education agency","26.365600","-80.105200","72","Prekindergarten","12th Grade","Florida","2342"
"FL VIRTUAL","Florida","1200002","ORANGE COUNTY","12095","12","4","2145 METROCENTER BLVD","ORLANDO","FL ","32835","7642","2145 METROCENTER BLVD STE 200","ORLANDO","FL ","32835","7642","4075133313","8-Other education agency","28.519300","-81.467800","71","Kindergarten","12th Grade","Florida","5735"
"FLAGLER","Florida","1200540","FLAGLER COUNTY","12035","12","16","1769 EAST MOODY BLVD BLDG 2","BUNNELL","FL ","32110","5991","PO BOX 755","BUNNELL","FL ","32110","0755","3864377526","1-Local school district","29.474500","-81.247900","18","Prekindergarten","12th Grade","Florida","12754"
"FRANKLIN","Florida","1200570","FRANKLIN COUNTY","12037","12","5","85 SCHOOL RD","EASTPOINT","FL ","32328","3465","85 SCHOOL RD STE 1","EASTPOINT","FL ","32328","3465","8506702810","1-Local school district","29.743300","-84.875600","19","Prekindergarten","12th Grade","Florida","1285"
"FSU LAB SCH","Florida","1202013","LEON COUNTY","12073","12","3","3000 SCHOOL HOUSE RD","TALLAHASSEE","FL ","32311","7855","3000 SCHOOL HOUSE RD","TALLAHASSEE","FL ","32311","7855","8502453700","8-Other education agency","30.384000","-84.222700","73","Kindergarten","12th Grade","Florida","2370"
"GADSDEN","Florida","1200600","GADSDEN COUNTY","12039","12","23","35 MARTIN LUTHER KING JR BLVD","QUINCY","FL ","32351","4411","35 MARTIN LUTHER KING JR BLVD","QUINCY","FL ","32351","4411","8506279651","1-Local school district","30.565000","-84.619400","20","Prekindergarten","12th Grade","Florida","6012"
"GILCHRIST","Florida","1200630","GILCHRIST COUNTY","12041","12","6","310 NW 11TH AVE","TRENTON","FL ","32693","3804","310 NW 11TH AVE","TRENTON","FL ","32693","3804","3524633200","1-Local school district","29.618800","-82.821200","21","Prekindergarten","12th Grade","Florida","2606"
"GLADES","Florida","1200660","GLADES COUNTY","12043","12","10","400 10TH ST SW","MOORE HAVEN","FL ","33471","0459","PO BOX 459","MOORE HAVEN","FL ","33471","0459","8639462083","1-Local school district","26.839200","-81.104100","22","Prekindergarten","12th Grade","Florida","1531"
"GULF","Florida","1200690","GULF COUNTY","12045","12","6","150 MIDDLE SCHOOL RD","PORT ST JOE","FL ","32456","2261","150 MIDDLE SCHOOL RD","PORT ST JOE","FL ","32456","2261","8502298256","1-Local school district","29.787100","-85.291300","23","Prekindergarten","12th Grade","Florida","1863"
"HAMILTON","Florida","1200720","HAMILTON COUNTY","12047","12","10","4280 SW COUNTY RD 152","JASPER","FL ","32052","3774","4280 SW COUNTY ROAD 152","JASPER","FL ","32052","3774","3867921228","1-Local school district","30.513500","-82.959800","24","Prekindergarten","12th Grade","Florida","1687"
"HARDEE","Florida","1200750","HARDEE COUNTY","12049","12","11","1009 NORTH 6TH AVE","WAUCHULA","FL ","33873","2008","PO BOX 1678","WAUCHULA","FL ","33873","1678","8637739058","1-Local school district","27.558000","-81.813400","25","Prekindergarten","12th Grade","Florida","5150"
"HENDRY","Florida","1200780","HENDRY COUNTY","12051","12","16","25 EAST HICKPOCHEE AVE","LABELLE","FL ","33935","5015","PO BOX 1980","LABELLE","FL ","33975","1980","8636744642","1-Local school district","26.761400","-81.437900","26","Prekindergarten","12th Grade","Florida","6907"
"HERNANDO","Florida","1200810","HERNANDO COUNTY","12053","12","37","919 NORTH BROAD ST","BROOKSVILLE","FL ","34601","2397","919 N BROAD ST","BROOKSVILLE","FL ","34601","2397","3527977001","1-Local school district","28.566000","-82.377300","27","Prekindergarten","12th Grade","Florida","22069"
"HIGHLANDS","Florida","1200840","HIGHLANDS COUNTY","12055","12","23","426 SCHOOL ST","SEBRING","FL ","33870","4048","426 SCHOOL ST","SEBRING","FL ","33870","4048","8634715564","1-Local school district","27.502200","-81.418900","28","Prekindergarten","12th Grade","Florida","12200"
"HILLSBOROUGH","Florida","1200870","HILLSBOROUGH COUNTY","12057","12","310","901 EAST KENNEDY BLVD","TAMPA","FL ","33602","3502","PO BOX 3408","TAMPA","FL ","33601","3408","8132724050","1-Local school district","27.949300","-82.452100","29","Prekindergarten","12th Grade","Florida","203439"
"HOLMES","Florida","1200900","HOLMES COUNTY","12059","12","11","701 EAST PENNSYLVANIA AVE","BONIFAY","FL ","32425","2349","701 E PENNSYLVANIA AVE","BONIFAY","FL ","32425","2349","8505479341","1-Local school district","30.791900","-85.672200","30","Prekindergarten","12th Grade","Florida","3341"
"INDIAN RIVER","Florida","1200930","INDIAN RIVER COUNTY","12061","12","29","1990 25TH ST","VERO BEACH","FL ","32960","3367","1990 25TH ST","VERO BEACH","FL ","32960","3367","7725643150","1-Local school district","27.644500","-80.405200","31","Prekindergarten","12th Grade","Florida","18060"
"JACKSON","Florida","1200960","JACKSON COUNTY","12063","12","21","2903 JEFFERSON ST","MARIANNA","FL ","32446","3445","PO BOX 5958","MARIANNA","FL ","32447","5958","8504821200","1-Local school district","30.776400","-85.227200","32","Prekindergarten","12th Grade","Florida","6848"
"JEFFERSON","Florida","1200990","JEFFERSON COUNTY","12065","12","6","575 SOUTH WATER ST","MONTICELLO","FL ","32344","1373","575 S WATER ST","MONTICELLO","FL ","32344","1373","8503420100","1-Local school district","30.541900","-83.872800","33","Prekindergarten","12th Grade","Florida","963"
"LAFAYETTE","Florida","1201020","LAFAYETTE COUNTY","12067","12","7","363 NE CRAWFORD ST","MAYO","FL ","32066","5612","363 NE CRAWFORD ST","MAYO","FL ","32066","5612","3862944107","1-Local school district","30.054500","-83.170900","34","Prekindergarten","12th Grade","Florida","1235"
"LAKE","Florida","1201050","LAKE COUNTY","12069","12","61","201 WEST BURLEIGH BLVD","TAVARES","FL ","32778","2407","201 W BURLEIGH BLVD","TAVARES","FL ","32778","2407","3522536500","1-Local school district","28.811500","-81.729200","35","Prekindergarten","12th Grade","Florida","41794"
"LAKE WALES CHARTER SCHOOLS","Florida","1200080","POLK COUNTY","12105","12","0","151 CENTRAL AVE EAST","LAKE WALES","FL ","33853","","130 EAST CENTRAL AVENUE","LAKE WALES","FL ","33850","","8636796560","7-Charter school agency","27.901300","-81.592900","53D","Prekindergarten","12th Grade","Florida","†"
"LEE","Florida","1201080","LEE COUNTY","12071","12","120","2855 COLONIAL BLVD","FORT MYERS","FL ","33966","1012","2855 COLONIAL BLVD","FORT MYERS","FL ","33966","1012","2393378301","1-Local school district","26.599900","-81.853500","36","Prekindergarten","12th Grade","Florida","87425"
"LEON","Florida","1201110","LEON COUNTY","12073","12","60","2757 WEST PENSACOLA ST","TALLAHASSEE","FL ","32304","2907","2757 W PENSACOLA ST","TALLAHASSEE","FL ","32304","2907","8504877147","1-Local school district","30.440500","-84.334300","37","Prekindergarten","12th Grade","Florida","33747"
"LEVY","Florida","1201140","LEVY COUNTY","12075","12","17","480 MARSHBURN DR","BRONSON","FL ","32621","6221","480 MARSHBURN DR","BRONSON","FL ","32621","6221","3524865231","1-Local school district","29.458000","-82.634800","38","Prekindergarten","12th Grade","Florida","5506"
"LIBERTY","Florida","1201170","LIBERTY COUNTY","12077","12","11","12926 NW COUNTY RD 12","BRISTOL","FL ","32321","3279","PO BOX 429","BRISTOL","FL ","32321","0429","8506432275","1-Local school district","30.426100","-84.981900","39","Prekindergarten","12th Grade","Florida","1437"
"MADISON","Florida","1201200","MADISON COUNTY","12079","12","14","210 NE DUVAL AVE","MADISON","FL ","32340","2541","210 NE DUVAL AVE","MADISON","FL ","32340","2541","8509735022","1-Local school district","30.471200","-83.409400","40","Prekindergarten","12th Grade","Florida","2532"
"MANATEE","Florida","1201230","MANATEE COUNTY","12081","12","81","215 MANATEE AVE WEST","BRADENTON","FL ","34205","8840","PO BOX 9069","BRADENTON","FL ","34206","9069","9417088770","1-Local school district","27.494600","-82.564800","41","Prekindergarten","12th Grade","Florida","46705"
"MARION","Florida","1201260","MARION COUNTY","12083","12","67","512 SE 3RD ST","OCALA","FL ","34471","2212","PO BOX 670","OCALA","FL ","34478","0670","3526717702","1-Local school district","29.184000","-82.132300","42","Prekindergarten","12th Grade","Florida","42107"
"MARTIN","Florida","1201290","MARTIN COUNTY","12085","12","38","500 SE OCEAN BLVD","STUART","FL ","34994","2572","500 SE OCEAN BLVD","STUART","FL ","34994","2572","7722191200","1-Local school district","27.195800","-80.245500","43","Prekindergarten","12th Grade","Florida","18792"
"MONROE","Florida","1201320","MONROE COUNTY","12087","12","24","241 TRUMBO RD","KEY WEST","FL ","33040","6684","241 TRUMBO RD","KEY WEST","FL ","33040","6684","3052931400","1-Local school district","24.563800","-81.798000","44","Prekindergarten","12th Grade","Florida","8489"
"NASSAU","Florida","1201350","NASSAU COUNTY","12089","12","21","1201 ATLANTIC AVE","FERNANDINA BEACH","FL ","32034","3403","1201 ATLANTIC AVE","FERNANDINA BEACH","FL ","32034","3403","9044919901","1-Local school district","30.671600","-81.454300","45","Prekindergarten","12th Grade","Florida","11155"
"OKALOOSA","Florida","1201380","OKALOOSA COUNTY","12091","12","52","120 LOWERY PLACESE","FORT WALTON BEACH","FL ","32548","5547","120 LOWERY PL SE","FORT WALTON BEACH","FL ","32548","5547","8508333110","1-Local school district","30.406000","-86.607300","46","Prekindergarten","12th Grade","Florida","30223"
"OKEECHOBEE","Florida","1201410","OKEECHOBEE COUNTY","12093","12","15","700 SW 2ND AVE","OKEECHOBEE","FL ","34974","5117","700 SW 2ND AVE","OKEECHOBEE","FL ","34974","5117","8634625000","1-Local school district","27.236900","-80.831100","47","Prekindergarten","12th Grade","Florida","6401"
"ORANGE","Florida","1201440","ORANGE COUNTY","12095","12","249","445 WEST AMELIA ST","ORLANDO","FL ","32801","1129","PO BOX 271","ORLANDO","FL ","32802","0271","4073173209","1-Local school district","28.550200","-81.384300","48","Prekindergarten","12th Grade","Florida","187092"
"OSCEOLA","Florida","1201470","OSCEOLA COUNTY","12097","12","69","817 BILL BECK BLVD","KISSIMMEE","FL ","34744","4492","817 BILL BECK BLVD","KISSIMMEE","FL ","34744","4492","4078704008","1-Local school district","28.298800","-81.361400","49","Prekindergarten","12th Grade","Florida","58204"
"PALM BEACH","Florida","1201500","PALM BEACH COUNTY","12099","12","269","3300 FOREST HILL BLVD C316","WEST PALM BEACH","FL ","33406","5869","3300 FOREST HILL BLVD # C-316","WEST PALM BEACH","FL ","33406","5869","5616496833","1-Local school district","26.650900","-80.093400","50","Prekindergarten","12th Grade","Florida","182895"
"PASCO","Florida","1201530","PASCO COUNTY","12101","12","110","7227 LAND O LAKES BLVD","LAND O LAKES","FL ","34638","2826","7227 LAND O LAKES BLVD","LAND O LAKES","FL ","34638","2826","8137942651","1-Local school district","28.262600","-82.476400","51","Prekindergarten","12th Grade","Florida","68109"
"PINELLAS","Florida","1201560","PINELLAS COUNTY","12103","12","170","301 4TH ST SW","LARGO","FL ","33770","3536","301 4TH ST SW","LARGO","FL ","33770","3536","7275886011","1-Local school district","27.912800","-82.791600","52","Prekindergarten","12th Grade","Florida","103411"
"POLK","Florida","1201590","POLK COUNTY","12105","12","162","1915 SOUTH FLORAL AVE","BARTOW","FL ","33830","7124","PO BOX 391","BARTOW","FL ","33831","0391","8635340521","1-Local school district","27.875500","-81.846300","53","Prekindergarten","12th Grade","Florida","97953"
"PUTNAM","Florida","1201620","PUTNAM COUNTY","12107","12","24","200 SOUTH 7TH ST","PALATKA","FL ","32177","4612","200 S 7TH ST","PALATKA","FL ","32177","4612","3863290602","1-Local school district","29.646100","-81.636500","54","Prekindergarten","12th Grade","Florida","11111"
"SANTA ROSA","Florida","1201650","SANTA ROSA COUNTY","12113","12","39","5086 CANAL ST","MILTON","FL ","32570","2257","5086 CANAL ST","MILTON","FL ","32570","2257","8509835010","1-Local school district","30.619600","-87.039000","57","Prekindergarten","12th Grade","Florida","25893"
"SARASOTA","Florida","1201680","SARASOTA COUNTY","12115","12","59","1960 LANDINGS BLVD","SARASOTA","FL ","34231","3300","1960 LANDINGS BLVD","SARASOTA","FL ","34231","3300","9419279000","1-Local school district","27.280400","-82.531200","58","Prekindergarten","12th Grade","Florida","41395"
"SEMINOLE","Florida","1201710","SEMINOLE COUNTY","12117","12","76","400 EAST LAKE MARY BLVD","SANFORD","FL ","32773","7125","400 E LAKE MARY BLVD","SANFORD","FL ","32773","7125","4073200006","1-Local school district","28.757800","-81.284000","59","Prekindergarten","12th Grade","Florida","64851"
"ST. JOHNS","Florida","1201740","ST. JOHNS COUNTY","12109","12","48","40 ORANGE ST","ST AUGUSTINE","FL ","32084","3633","40 ORANGE ST","ST AUGUSTINE","FL ","32084","3633","9045477502","1-Local school district","29.897600","-81.316900","55","Prekindergarten","12th Grade","Florida","33583"
"ST. LUCIE","Florida","1201770","ST. LUCIE COUNTY","12111","12","49","4204 OKEECHOBEE RD","FORT PIERCE","FL ","34947","5414","4204 OKEECHOBEE RD","FORT PIERCE","FL ","34947","5414","7724293925","1-Local school district","27.425900","-80.371300","56","Prekindergarten","12th Grade","Florida","39477"
"SUMTER","Florida","1201800","SUMTER COUNTY","12119","12","13","2680 WC 476","BUSHNELL","FL ","33513","3574","2680 WC 476","BUSHNELL","FL ","33513","3574","3527932315","1-Local school district","28.659200","-82.147700","60","Prekindergarten","12th Grade","Florida","8282"
"SUWANNEE","Florida","1201830","SUWANNEE COUNTY","12121","12","13","702 2ND ST NW","LIVE OAK","FL ","32064","1608","702 2ND ST NW","LIVE OAK","FL ","32064","1608","3866474600","1-Local school district","30.301700","-82.989400","61","Prekindergarten","12th Grade","Florida","5979"
"TAYLOR","Florida","1201860","TAYLOR COUNTY","12123","12","10","318 NORTH CLARK ST","PERRY","FL ","32347","2930","318 N CLARK ST","PERRY","FL ","32347","2930","8508382500","1-Local school district","30.120900","-83.568900","62","Prekindergarten","12th Grade","Florida","3026"
"UF LAB SCH","Florida","1202015","ALACHUA COUNTY","12001","12","2","1080 SW 11TH ST","GAINESVILLE","FL ","32601","7845","PO BOX 118530","GAINESVILLE","FL ","32611","8530","3523921554","8-Other education agency","29.640700","-82.337300","75","Kindergarten","12th Grade","Florida","1144"
"UNION","Florida","1201890","UNION COUNTY","12125","12","8","55 SW 6TH ST","LAKE BUTLER","FL ","32054","2519","55 SW 6TH ST","LAKE BUTLER","FL ","32054","2519","3864962045","1-Local school district","30.018300","-82.338700","63","Prekindergarten","12th Grade","Florida","2365"
"VOLUSIA","Florida","1201920","VOLUSIA COUNTY","12127","12","90","200 NORTH CLARA AVE","DELAND","FL ","32720","4207","PO BOX 2118","DELAND","FL ","32721","2118","3867347190","1-Local school district","29.030700","-81.309000","64","Prekindergarten","12th Grade","Florida","61238"
"WAKULLA","Florida","1201950","WAKULLA COUNTY","12129","12","15","69 ARRAN RD","CRAWFORDVILLE","FL ","32327","2021","PO BOX 100","CRAWFORDVILLE","FL ","32326","0100","8509260065","1-Local school district","30.176300","-84.379200","65","Prekindergarten","12th Grade","Florida","5072"
"WALTON","Florida","1201980","WALTON COUNTY","12131","12","22","145 SOUTH PARK ST","DEFUNIAK SPRINGS","FL ","32435","2909","145 S PARK ST STE 2","DEFUNIAK SPRINGS","FL ","32435","2909","8508921100","1-Local school district","30.720700","-86.098600","66","Prekindergarten","12th Grade","Florida","8067"
"WASH SPECIAL","Florida","1202011","WASHINGTON COUNTY","12133","12","1","652 3RD ST","CHIPLEY","FL ","32428","1442","652 3RD ST","CHIPLEY","FL ","32428","1442","8506386222","5-State-operated institution","30.782300","-85.542500","69","6th Grade","12th Grade","Florida","49"
"WASHINGTON","Florida","1202010","WASHINGTON COUNTY","12133","12","10","652 3RD ST","CHIPLEY","FL ","32428","1442","652 3RD ST","CHIPLEY","FL ","32428","1442","8506386222","1-Local school district","30.782300","-85.542700","67","Prekindergarten","12th Grade","Florida","3310"
