"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"FAST FORWARD HIGH","Utah","4900019","CACHE COUNTY","49005","49","1","875 WEST 1400 NORTH","LOGAN","UT ","84321","","875 W 1400 N","LOGAN","UT ","84321","","4357134255","7-Charter school agency","41.758300","-111.855500","98","9th Grade","12th Grade","Utah","238"
"FREEDOM ACADEMY","Utah","4900062","UTAH COUNTY","49049","49","1","1190 WEST 900 NORTH","PROVO","UT ","84604","","1190 W 900 N","PROVO","UT ","84604","","8014373100","7-Charter school agency","40.246200","-111.679100","82","Kindergarten","10th Grade","Utah","951"
"GARFIELD DISTRICT","Utah","4900300","GARFIELD COUNTY","49017","49","9","145 EAST CENTER","PANGUITCH","UT ","84759","0398","P O BOX 398","PANGUITCH","UT ","84759","0398","4356768821","1-Local school district","37.822800","-112.432800","10","Prekindergarten","12th Grade","Utah","991"
"GATEWAY PREPARATORY ACADEMY","Utah","4900122","IRON COUNTY","49021","49","1","201 EAST THOROUGHBRED WAY","ENOCH","UT ","84721","","201 E THOROUGHBRED WAY","ENOCH","UT ","84721","","4358675558","7-Charter school agency","37.746800","-113.057700","7E","Kindergarten","8th Grade","Utah","629"
"GEORGE WASHINGTON ACADEMY","Utah","4900046","WASHINGTON COUNTY","49053","49","1","2277 SOUTH 3000 EAST","ST GEORGE","UT ","84790","","2277 S 3000 E","ST GEORGE","UT ","84790","","4356732232","7-Charter school agency","37.069200","-113.521000","5D","Kindergarten","8th Grade","Utah","1024"
"GOOD FOUNDATION ACADEMY","Utah","4900147","WEBER COUNTY","49057","49","1","5101 SOUTH 1050 WEST","RIVERDALE","UT ","84405","","5101 S 1050 W","RIVERDALE","UT ","84405","","8013932950","7-Charter school agency","41.169900","-112.007300","8G","Kindergarten","6th Grade","Utah","468"
"GRAND DISTRICT","Utah","4900330","GRAND COUNTY","49019","49","4","264 SOUTH 400 EAST","MOAB","UT ","84532","2630","264 S 400 E","MOAB","UT ","84532","2630","4352595317","1-Local school district","38.569300","-109.543000","11","Prekindergarten","12th Grade","Utah","1480"
"GRANITE DISTRICT","Utah","4900360","SALT LAKE COUNTY","49035","49","92","2500 SOUTH STATE ST","SALT LAKE CITY","UT ","84115","4697","2500 S STATE STREET","SALT LAKE CITY","UT ","84115","4697","3856465000","1-Local school district","40.715700","-111.889700","12","Prekindergarten","12th Grade","Utah","70407"
"GUADALUPE SCHOOL","Utah","4900072","SALT LAKE COUNTY","49035","49","1","340 SOUTH GOSHEN ST","SALT LAKE CITY","UT ","84104","","340 S GOSHEN ST","SALT LAKE CITY","UT ","84104","","8015316100","7-Charter school agency","40.761700","-111.921300","1E","Kindergarten","5th Grade","Utah","135"
"HAWTHORN ACADEMY","Utah","4900137","SALT LAKE COUNTY","49035","49","1","9062 SOUTH 2200 WEST","WEST JORDAN","UT ","84088","","9062 S 2200 W","WEST JORDAN","UT ","84088","","8012829066","7-Charter school agency","40.586500","-111.949700","8F","Kindergarten","9th Grade","Utah","811"
"HIGHMARK CHARTER SCHOOL","Utah","4900156","DAVIS COUNTY","49011","49","1","2467 EAST SOUTH WEBER DR","SOUTH WEBER","UT ","84405","","2467 EAST SOUTH WEBER DRIVE","SOUTH WEBER","UT ","84405","","8014764676","7-Charter school agency","41.126900","-111.915700","5H","Kindergarten","9th Grade","Utah","675"
"INTECH COLLEGIATE HIGH SCHOOL","Utah","4900039","CACHE COUNTY","49005","49","1","1787 NORTH RESEARCH PARKWAY","NORTH LOGAN","UT ","84341","","1787 N RESEARCH PARKWAY","NORTH LOGAN","UT ","84341","","4357537377","7-Charter school agency","41.764500","-111.821700","2C","9th Grade","12th Grade","Utah","184"
"IRON DISTRICT","Utah","4900390","IRON COUNTY","49021","49","17","2077 WEST ROYAL HUNTE DR","CEDAR CITY","UT ","84720","0120","2077 W ROYAL HUNTE DRIVE","CEDAR CITY","UT ","84720","0120","4355862804","1-Local school district","37.659800","-113.088300","13","Prekindergarten","12th Grade","Utah","8892"
"ITINERIS EARLY COLLEGE HIGH","Utah","4900067","SALT LAKE COUNTY","49035","49","1","9301 SOUTH WIGHTS FORT RD","WEST JORDAN","UT ","84088","","9301 S WIGHTS FORT RD","WEST JORDAN","UT ","84088","","8012565970","7-Charter school agency","40.587800","-111.972100","A5","10th Grade","12th Grade","Utah","297"
"JEFFERSON ACADEMY","Utah","4900139","DAVIS COUNTY","49011","49","1","1425 SOUTH ANGEL ST","KAYSVILLE","UT ","84037","","1425 S ANGEL ST","KAYSVILLE","UT ","84037","","8015938200","7-Charter school agency","41.011600","-111.958200","1G","Kindergarten","9th Grade","Utah","762"
"JOHN HANCOCK CHARTER SCHOOL","Utah","4900014","UTAH COUNTY","49049","49","1","125 NORTH 100 EAST","PLEASANT GROVE","UT ","84062","","125 N 100 E","PLEASANT GROVE","UT ","84062","","8017965646","7-Charter school agency","40.365700","-111.739300","93","Kindergarten","8th Grade","Utah","185"
"JORDAN DISTRICT","Utah","4900420","SALT LAKE COUNTY","49035","49","55","7387 SOUTH CAMPUS VIEW DR","WEST JORDAN","UT ","84084","2998","7387 S CAMPUS VIEW DRIVE","WEST JORDAN","UT ","84084","2998","8015678100","1-Local school district","40.617300","-111.984600","14","Prekindergarten","12th Grade","Utah","53355"
"JUAB DISTRICT","Utah","4900450","JUAB COUNTY","49023","49","5","346 EAST 600 NORTH","NEPHI","UT ","84648","1531","346 E 600 N","NEPHI","UT ","84648","1531","4356231940","1-Local school district","39.717200","-111.829500","15","Prekindergarten","12th Grade","Utah","2299"
"KAIROS ACADEMY","Utah","4900173","SALT LAKE COUNTY","49035","49","0","4505 SOUTH WASATCH BLVD","SALT LAKE CITY","UT ","84124","","4505 SOUTH WASATCH BLVD STE. 3","SALT LAKE CITY","UT ","84124","","8012013139","7-Charter school agency","40.673500","-111.801200","4J","†","†","Utah","†"
"KANE DISTRICT","Utah","4900480","KANE COUNTY","49025","49","10","746 SOUTH 175 EAST","KANAB","UT ","84741","3946","746 S 175 E","KANAB","UT ","84741","3946","4356442555","1-Local school district","37.035800","-112.524800","16","Prekindergarten","12th Grade","Utah","1241"
"KARL G MAESER PREPARATORY ACADEMY","Utah","4900056","UTAH COUNTY","49049","49","1","320 WEST 600 SOUTH","LINDON","UT ","84042","","320 W 600 S","LINDON","UT ","84042","","8012359000","7-Charter school agency","40.349400","-111.722600","2E","7th Grade","12th Grade","Utah","633"
"LAKEVIEW ACADEMY","Utah","4900043","UTAH COUNTY","49049","49","1","527 WEST 400 NORTH","SARATOGA SPRINGS","UT ","84045","","527 W 400 N","SARATOGA SPRINGS","UT ","84045","","8013316788","7-Charter school agency","40.369300","-111.928600","4C","Kindergarten","9th Grade","Utah","931"
"LEADERSHIP LEARNING ACADEMY","Utah","4900162","DAVIS COUNTY","49011","49","1","100 WEST 2675 NORTH","LAYTON","UT ","84041","","PO BOX 160435","CLEARFIELD","UT ","84016","","8016680781","7-Charter school agency","41.099100","-111.971400","3I","Kindergarten","6th Grade","Utah","448"
"LEGACY PREPARATORY ACADEMY","Utah","4900045","DAVIS COUNTY","49011","49","1","1375 WEST CENTER ST","NORTH SALT LAKE","UT ","84054","","1375 W CENTER STREET","NORTH SALT LAKE","UT ","84054","","8019360555","7-Charter school agency","40.841900","-111.949000","5C","Kindergarten","12th Grade","Utah","1072"
"LIBERTY ACADEMY","Utah","4900047","UTAH COUNTY","49049","49","1","1195 SOUTH ELK RIDGE DR","SALEM","UT ","84653","","1195 S ELK RIDGE DRIVE","SALEM","UT ","84653","","8014654434","7-Charter school agency","40.048500","-111.691700","6C","Kindergarten","10th Grade","Utah","381"
"LINCOLN ACADEMY","Utah","4900022","UTAH COUNTY","49049","49","1","1582 WEST 3300 NORTH","PLEASANT GROVE","UT ","84062","","1582 W 3300 N","PLEASANT GROVE","UT ","84062","","8017562039","7-Charter school agency","40.400200","-111.763600","2B","Kindergarten","9th Grade","Utah","683"
"LOGAN CITY DISTRICT","Utah","4900510","CACHE COUNTY","49005","49","9","101 WEST CENTER","LOGAN","UT ","84321","4563","101 W CENTER","LOGAN","UT ","84321","4563","4357552300","1-Local school district","41.731500","-111.837700","39","Prekindergarten","12th Grade","Utah","6093"
"MANA ACADEMY CHARTER SCHOOL","Utah","4900165","SALT LAKE COUNTY","49035","49","1","6792 BRIDLE FARMS RD","WEST VALLEY CITY","UT ","84128","","6792 BRIDLE FARMS ROAD","WEST VALLEY CITY","UT ","84128","","8019726262","7-Charter school agency","40.686600","-112.053300","4I","Kindergarten","12th Grade","Utah","611"
"MARIA MONTESSORI ACADEMY","Utah","4900144","WEBER COUNTY","49057","49","1","2505 NORTH 200 EAST","OGDEN","UT ","84414","","2505 N 200 E","OGDEN","UT ","84414","","8018270150","7-Charter school agency","41.304200","-111.976600","4G","Kindergarten","7th Grade","Utah","543"
"MERIT COLLEGE PREPARATORY ACADEMY","Utah","4900131","UTAH COUNTY","49049","49","1","1440 WEST CENTER ST","SPRINGVILLE","UT ","84663","","1440 W CENTER STREET","SPRINGVILLE","UT ","84663","","8014917600","7-Charter school agency","40.167800","-111.636000","8E","7th Grade","12th Grade","Utah","282"
"MILLARD DISTRICT","Utah","4900540","MILLARD COUNTY","49027","49","10","285 EAST 450 NORTH","DELTA","UT ","84624","0666","285 E 450 N","DELTA","UT ","84624","0666","4358641000","1-Local school district","39.359800","-112.568400","17","Prekindergarten","12th Grade","Utah","2987"
"MOAB CHARTER SCHOOL","Utah","4900035","GRAND COUNTY","49019","49","1","358 EAST 300 SOUTH","MOAB","UT ","84532","","358 E 300 S","MOAB","UT ","84532","","4352592277","7-Charter school agency","38.568200","-109.543700","A7","Kindergarten","8th Grade","Utah","116"
"MONTICELLO ACADEMY","Utah","4900049","SALT LAKE COUNTY","49035","49","1","2782 SOUTH CORPORATE PARK DR","WEST VALLEY CITY","UT ","84120","","2782 S CORPORATE PARK DRIVE","WEST VALLEY CITY","UT ","84120","","8014178040","7-Charter school agency","40.709300","-112.008000","7C","Kindergarten","9th Grade","Utah","749"
"MORGAN DISTRICT","Utah","4900570","MORGAN COUNTY","49029","49","5","240 EAST YOUNG ST","MORGAN","UT ","84050","0530","P O BOX 530","MORGAN","UT ","84050","0530","8018293411","1-Local school district","41.037200","-111.673800","18","Prekindergarten","12th Grade","Utah","2687"
"MOUNTAIN HEIGHTS ACADEMY","Utah","4900138","SALT LAKE COUNTY","49035","49","1","9067 SOUTH 1300 WEST","WEST JORDAN","UT ","84088","","9067 S 1300 W SUITE 303","WEST JORDAN","UT ","84088","","8017216329","7-Charter school agency","40.586500","-111.928000","9F","7th Grade","12th Grade","Utah","360"
"MOUNTAIN WEST MONTESSORI ACADEMY","Utah","4900175","SALT LAKE COUNTY","49035","49","0","2869 CHALK CREEK WAY","SOUTH JORDAN","UT ","84095","","2869 CHALK CREEK WAY","SOUTH JORDAN","UT ","84095","","8015804972","7-Charter school agency","40.537400","-111.961900","5J","†","†","Utah","†"
"MOUNTAINVILLE ACADEMY","Utah","4900051","UTAH COUNTY","49049","49","1","195 SOUTH MAIN","ALPINE","UT ","84004","","195 S MAIN","ALPINE","UT ","84004","","8017569805","7-Charter school agency","40.450500","-111.776500","8C","Kindergarten","9th Grade","Utah","748"
"MURRAY DISTRICT","Utah","4900600","SALT LAKE COUNTY","49035","49","12","147 EAST 5065 SOUTH","MURRAY","UT ","84107","4898","147 E 5065 S","MURRAY","UT ","84107","4898","8012647400","1-Local school district","40.661600","-111.886700","40","Prekindergarten","12th Grade","Utah","6469"
"NAVIGATOR POINTE ACADEMY","Utah","4900034","SALT LAKE COUNTY","49035","49","1","6844 SOUTH NAVIGATOR RD","WEST JORDAN","UT ","84084","","6844 S NAVIGATOR RD","WEST JORDAN","UT ","84084","","8018401210","7-Charter school agency","40.626400","-112.002500","9B","Kindergarten","9th Grade","Utah","518"
"NEBO DISTRICT","Utah","4900630","UTAH COUNTY","49049","49","43","350 SOUTH MAIN","SPANISH FORK","UT ","84660","2499","350 S MAIN","SPANISH FORK","UT ","84660","2499","8013547400","1-Local school district","40.105100","-111.655300","19","Prekindergarten","12th Grade","Utah","31905"
"NO UT ACAD FOR MATH ENGINEERING & SCIENCE (NUAMES)","Utah","4900063","DAVIS COUNTY","49011","49","1","2750 NORTH UNIVERSITY PARK BLV","LAYTON","UT ","84041","","2750 N UNIVERSITY PARK BLVD","LAYTON","UT ","84041","","8014025920","7-Charter school agency","41.099500","-111.987600","A1","9th Grade","12th Grade","Utah","546"
"NOAH WEBSTER ACADEMY","Utah","4900048","UTAH COUNTY","49049","49","1","205 EAST 400 SOUTH","OREM","UT ","84058","6311","205 E 400 S","OREM","UT ","84058","6311","8014266624","7-Charter school agency","40.290300","-111.690600","6D","Kindergarten","8th Grade","Utah","536"
"NORTH DAVIS PREPARATORY ACADEMY","Utah","4900068","DAVIS COUNTY","49011","49","1","1765 WEST HILLFIELD RD","LAYTON","UT ","84041","","1765 W HILLFIELD RD","LAYTON","UT ","84041","","8015471809","7-Charter school agency","41.067600","-111.998500","A6","Kindergarten","9th Grade","Utah","1006"
"NORTH SANPETE DISTRICT","Utah","4900660","SANPETE COUNTY","49039","49","8","220 EAST 700 SOUTH","MT. PLEASANT","UT ","84647","1327","220 E 700 S","MT PLEASANT","UT ","84647","1327","4354622485","1-Local school district","39.536600","-111.451000","20","Prekindergarten","12th Grade","Utah","2440"
"NORTH STAR ACADEMY","Utah","4900025","SALT LAKE COUNTY","49035","49","1","2920 WEST 14010 SOUTH","BLUFFDALE","UT ","84065","","2920 W 14010 S","BLUFFDALE","UT ","84065","","8013029579","7-Charter school agency","40.497300","-111.961200","5B","Kindergarten","9th Grade","Utah","527"
"NORTH SUMMIT DISTRICT","Utah","4900690","SUMMIT COUNTY","49043","49","4","65 SOUTH MAIN","COALVILLE","UT ","84017","0497","BOX 497","COALVILLE","UT ","84017","0497","4353365654","1-Local school district","40.915200","-111.396900","21","Prekindergarten","12th Grade","Utah","1013"
"NORTHEASTERN UTAH ED SERV","Utah","4900028","WASATCH COUNTY","49051","49","0","3111 COLLEGE WAY WC131","HEBER CITY","UT ","84032","","3111 COLLEGE WAY #WC131","HEBER CITY","UT ","84032","","4356541921","4-Regional education services agency","40.544500","-111.417200","76","Prekindergarten","12th Grade","Utah","†"
"ODYSSEY CHARTER SCHOOL","Utah","4900021","UTAH COUNTY","49049","49","1","738 EAST QUALITY DR","AMERICAN FORK","UT ","84003","","738 E QUALITY DR","AMERICAN FORK","UT ","84003","","8014928105","7-Charter school agency","40.361400","-111.779600","1C","Kindergarten","6th Grade","Utah","536"
"OGDEN CITY DISTRICT","Utah","4900720","WEBER COUNTY","49057","49","23","1950 MONROE BLVD","OGDEN","UT ","84401","0619","1950 MONROE BLVD","OGDEN","UT ","84401","0619","8017377300","1-Local school district","41.232100","-111.959000","37","Prekindergarten","12th Grade","Utah","12620"
"OGDEN PREPARATORY ACADEMY","Utah","4900058","WEBER COUNTY","49057","49","1","1415 LINCOLN AVE","OGDEN","UT ","84404","","1415 LINCOLN AVE.","OGDEN","UT ","84404","","8016272066","7-Charter school agency","41.241100","-111.975600","68","Kindergarten","10th Grade","Utah","1040"
"OPEN CLASSROOM","Utah","4900118","SALT LAKE COUNTY","49035","49","1","134 D ST","SALT LAKE CITY","UT ","84103","","134 D STREET","SALT LAKE CITY","UT ","84103","","8015788144","7-Charter school agency","40.772300","-111.878300","8D","Prekindergarten","8th Grade","Utah","412"
"PACIFIC HERITAGE ACADEMY","Utah","4900159","SALT LAKE COUNTY","49035","49","1","1755 WEST 1100 NORTH","SALT LAKE CITY","UT ","84116","","1755 W 1100 N","SALT LAKE CITY","UT ","84116","","8017874021","7-Charter school agency","40.793400","-111.941100","7H","Kindergarten","8th Grade","Utah","391"
