"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ARMOREL SCHOOL DISTRICT","Arkansas","0502550","MISSISSIPPI COUNTY","05093","05","2","4555 NORTH STATE HWY 137","ARMOREL","AR ","72310","0099","P O BOX 99","ARMOREL","AR ","72310","0099","8707636639","1-Local school district","35.920200","-89.798400","4701000","Prekindergarten","12th Grade","Arkansas","443"
"ASHDOWN SCHOOL DISTRICT","Arkansas","0502580","LITTLE RIVER COUNTY","05081","05","5","511 NORTH SECOND","ASHDOWN","AR ","71822","2706","511 N SECOND","ASHDOWN","AR ","71822","2706","8708983208","1-Local school district","33.674300","-94.134100","4101000","Kindergarten","12th Grade","Arkansas","1449"
"ASU AREA CENTER","Arkansas","0500056","WHITE COUNTY","05145","05","1","1800 EAST MOORE","SEARCY","AR ","72145","","P O BOX 909","SEARCY","AR ","72145","","5017243614","8-Other education agency","35.253100","-91.716400","7322000","9th Grade","12th Grade","Arkansas","0"
"ATKINS SCHOOL DISTRICT","Arkansas","0502610","POPE COUNTY","05115","05","3","307 NORTH CHURCH","ATKINS","AR ","72823","4199","307 N CHURCH STREET","ATKINS","AR ","72823","4199","4796417871","1-Local school district","35.244200","-92.937500","5801000","Prekindergarten","12th Grade","Arkansas","1059"
"AUGUSTA SCHOOL DISTRICT","Arkansas","0502670","WOODRUFF COUNTY","05147","05","3","320 SYCAMORE","AUGUSTA","AR ","72006","2650","320 SYCAMORE","AUGUSTA","AR ","72006","2650","8703472241","1-Local school district","35.279900","-91.365400","7401000","Prekindergarten","12th Grade","Arkansas","505"
"BALD KNOB SCHOOL DISTRICT","Arkansas","0502700","WHITE COUNTY","05145","05","3","103 WEST PARK ST","BALD KNOB","AR ","72010","3162","103 W PARK ST","BALD KNOB","AR ","72010","3162","5017243273","1-Local school district","35.313000","-91.570700","7301000","Prekindergarten","12th Grade","Arkansas","1286"
"BARTON-LEXA SCHOOL DISTRICT","Arkansas","0502730","PHILLIPS COUNTY","05107","05","2","9546 HWY 85 SOUTH","LEXA","AR ","72355","","BOX 97","BARTON","AR ","72312","","8705727294","1-Local school district","34.552400","-90.768100","5401000","Prekindergarten","12th Grade","Arkansas","851"
"BATESVILLE SCHOOL DISTRICT","Arkansas","0500019","INDEPENDENCE COUNTY","05063","05","6","955 WATER ST","BATESVILLE","AR ","72501","5624","955 WATER STREET","BATESVILLE","AR ","72501","5624","8707936831","1-Local school district","35.775800","-91.646100","3201000","Prekindergarten","12th Grade","Arkansas","3230"
"BAUXITE SCHOOL DISTRICT","Arkansas","0502790","SALINE COUNTY","05125","05","4","800 SCHOOL ST","BAUXITE","AR ","72011","9143","800 SCHOOL STREET","BAUXITE","AR ","72011","9143","5015575453","1-Local school district","34.553100","-92.511600","6301000","Prekindergarten","12th Grade","Arkansas","1609"
"BAY SCHOOL DISTRICT","Arkansas","0502820","CRAIGHEAD COUNTY","05031","05","2","700 SCHOOL ST","BAY","AR ","72411","0039","P O BOX 39","BAY","AR ","72411","0039","8707813711","1-Local school district","35.747300","-90.564600","1601000","Kindergarten","12th Grade","Arkansas","594"
"BEARDEN SCHOOL DISTRICT","Arkansas","0500032","OUACHITA COUNTY","05103","05","2","100 OAK AVE","BEARDEN","AR ","71720","0195","P O BOX 195","BEARDEN","AR ","71720","0195","8706872236","1-Local school district","33.726900","-92.621000","5201000","Kindergarten","12th Grade","Arkansas","561"
"BEEBE SCHOOL DISTRICT","Arkansas","0502880","WHITE COUNTY","05145","05","7","1201 WEST CENTER ST","BEEBE","AR ","72012","3103","1201 W CENTER ST","BEEBE","AR ","72012","3103","5018825463","1-Local school district","35.068400","-91.896900","7302000","Prekindergarten","12th Grade","Arkansas","3341"
"BENTON COUNTY SCHOOL OF ARTS","Arkansas","0500055","BENTON COUNTY","05007","05","2","2005S 12TH ST","ROGERS","AR ","72758","","2005S 12TH ST","ROGERS","AR ","72758","","4796362272","7-Charter school agency","36.308000","-94.133200","0440700","Kindergarten","12th Grade","Arkansas","791"
"BENTON SCHOOL DISTRICT","Arkansas","0502960","SALINE COUNTY","05125","05","7","500 RIVER ST","BENTON","AR ","72015","","P O BOX 939","BENTON","AR ","72018","","5017784861","1-Local school district","34.560900","-92.591400","6302000","Prekindergarten","12th Grade","Arkansas","5009"
"BENTONVILLE SCHOOL DISTRICT","Arkansas","0503060","BENTON COUNTY","05007","05","18","500 TIGER BLVD","BENTONVILLE","AR ","72712","5238","500 TIGER BLVD","BENTONVILLE","AR ","72712","5238","4792545000","1-Local school district","36.386200","-94.214600","0401000","Kindergarten","12th Grade","Arkansas","15081"
"BERGMAN SCHOOL DISTRICT","Arkansas","0503090","BOONE COUNTY","05009","05","3","8949 HWY 7 NORTH","HARRISON","AR ","72601","","P O BOX 1","BERGMAN","AR ","72615","9999","8707415213","1-Local school district","36.313700","-93.014600","0502000","Prekindergarten","12th Grade","Arkansas","1132"
"BERRYVILLE SCHOOL DISTRICT","Arkansas","0503150","CARROLL COUNTY","05015","05","4","902 WEST TRIMBLE","BERRYVILLE","AR ","72616","0408","902 WEST TRIMBLE","BERRYVILLE","AR ","72616","0408","8704237065","1-Local school district","36.375000","-93.582100","0801000","Prekindergarten","12th Grade","Arkansas","2055"
"BISMARCK SCHOOL DISTRICT","Arkansas","0503240","HOT SPRING COUNTY","05059","05","3","11636 HWY 84","BISMARCK","AR ","71929","8170","11636 HWY 84","BISMARCK","AR ","71929","8170","5018654888","1-Local school district","34.314400","-93.175900","3001000","Prekindergarten","12th Grade","Arkansas","1011"
"BLEVINS SCHOOL DISTRICT","Arkansas","0503300","HEMPSTEAD COUNTY","05057","05","2","5954 HWY 29 NORTH","BLEVINS","AR ","71825","0098","P O BOX 98","BLEVINS","AR ","71825","0098","8708742801","1-Local school district","33.872800","-93.576600","2901000","Prekindergarten","12th Grade","Arkansas","521"
"BLYTHEVILLE SCHOOL DISTRICT","Arkansas","0503320","MISSISSIPPI COUNTY","05093","05","4","405W PARK ST","BLYTHEVILLE","AR ","72315","","P O BOX 1169","BLYTHEVILLE","AR ","72316","1169","8707622053","1-Local school district","35.932300","-89.906900","4702000","Prekindergarten","12th Grade","Arkansas","2575"
"BOONEVILLE SCHOOL DISTRICT","Arkansas","0503450","LOGAN COUNTY","05083","05","3","381 WEST SEVENTH ST","BOONEVILLE","AR ","72927","3101","381 W SEVENTH ST","BOONEVILLE","AR ","72927","3101","4796753504","1-Local school district","35.144600","-93.926300","4201000","Prekindergarten","12th Grade","Arkansas","1341"
"BRADFORD SCHOOL DISTRICT","Arkansas","0503480","WHITE COUNTY","05145","05","2","504 WEST MAIN","BRADFORD","AR ","72020","0060","P O BOX 60","BRADFORD","AR ","72020","0060","5013442707","1-Local school district","35.425600","-91.460300","7303000","Prekindergarten","12th Grade","Arkansas","505"
"BRADLEY SCHOOL DISTRICT","Arkansas","0503510","LAFAYETTE COUNTY","05073","05","0","521 SCHOOL ST","BRADLEY","AR ","71826","0380","521 SCHOOL STREET","BRADLEY","AR ","71826","0380","8708943313","1-Local school district","33.101100","-93.659800","3701000","Prekindergarten","12th Grade","Arkansas","†"
"BRINKLEY SCHOOL DISTRICT","Arkansas","0503630","MONROE COUNTY","05095","05","2","200 TIGER DR","BRINKLEY","AR ","72021","3512","200 TIGER DRIVE","BRINKLEY","AR ","72021","3512","8707345000","1-Local school district","34.877000","-91.196100","4801000","Prekindergarten","12th Grade","Arkansas","570"
"BROOKLAND SCHOOL DISTRICT","Arkansas","0503640","CRAIGHEAD COUNTY","05031","05","4","200 WEST SCHOOL ST","BROOKLAND","AR ","72417","0035","200 W SCHOOL ST","BROOKLAND","AR ","72417","0035","8709322080","1-Local school district","35.907800","-90.582400","1603000","Prekindergarten","12th Grade","Arkansas","2067"
"BRYANT SCHOOL DISTRICT","Arkansas","0503690","SALINE COUNTY","05125","05","11","200 NORTHWEST FOURTH ST","BRYANT","AR ","72022","3424","200 NW FOURTH ST","BRYANT","AR ","72022","3424","5018475600","1-Local school district","34.598000","-92.490300","6303000","Prekindergarten","12th Grade","Arkansas","8941"
"BUFFALO IS. CENTRAL SCH. DIST.","Arkansas","0503710","CRAIGHEAD COUNTY","05031","05","4","801 WEST DREW","MONETTE","AR ","72447","0730","P O BOX 730","MONETTE","AR ","72447","0730","8704865411","1-Local school district","35.890600","-90.349300","1605000","Prekindergarten","12th Grade","Arkansas","832"
"CABOT SCHOOL DISTRICT","Arkansas","0503750","LONOKE COUNTY","05085","05","17","602 NO LINCOLN","CABOT","AR ","72023","2540","602 NO LINCOLN","CABOT","AR ","72023","2540","5018433363","1-Local school district","34.974800","-92.008000","4304000","Prekindergarten","12th Grade","Arkansas","10426"
"CADDO HILLS SCHOOL DISTRICT","Arkansas","0503770","MONTGOMERY COUNTY","05097","05","2","2268 HWY 8 EAST","NORMAN","AR ","71960","","2268 HWY 8 EAST","NORMAN","AR ","71960","","8703564495","1-Local school district","34.434400","-93.636500","4901000","Prekindergarten","12th Grade","Arkansas","616"
"CALICO ROCK SCHOOL DISTRICT","Arkansas","0503840","IZARD COUNTY","05065","05","2","301 COLLEGE ST","CALICO ROCK","AR ","72519","0220","P O BOX 220","CALICO ROCK","AR ","72519","0220","8702978339","1-Local school district","36.118500","-92.135700","3301000","Kindergarten","12th Grade","Arkansas","404"
"CAMDEN FAIRVIEW SCHOOL DIST.","Arkansas","0506060","OUACHITA COUNTY","05103","05","5","625 CLIFTON ST","CAMDEN","AR ","71701","3327","625 CLIFTON STREET","CAMDEN","AR ","71701","3327","8708364193","1-Local school district","33.587200","-92.838700","5204000","Prekindergarten","12th Grade","Arkansas","2537"
"CARLISLE SCHOOL DISTRICT","Arkansas","0503960","LONOKE COUNTY","05085","05","2","EAST 6TH ST","CARLISLE","AR ","72024","1515","520 CENTER","CARLISLE","AR ","72024","1515","8705523931","1-Local school district","34.786700","-91.738700","4303000","Prekindergarten","12th Grade","Arkansas","766"
"CAVE CITY SCHOOL DISTRICT","Arkansas","0504050","SHARP COUNTY","05135","05","5","711 NORTH MAIN ST","CAVE CITY","AR ","72521","0600","P O BOX 600","CAVE CITY","AR ","72521","0600","8702835391","1-Local school district","35.951200","-91.548400","6802000","Prekindergarten","12th Grade","Arkansas","1343"
"CEDAR RIDGE SCHOOL DISTRICT","Arkansas","0500070","INDEPENDENCE COUNTY","05063","05","3","1502 NORTH HILL ST","NEWARK","AR ","72562","","1502 N HILL STREET","NEWARK","AR ","72562","","8707998691","1-Local school district","35.723100","-91.446100","3212000","Kindergarten","12th Grade","Arkansas","810"
"CEDARVILLE SCHOOL DISTRICT","Arkansas","0504080","CRAWFORD COUNTY","05033","05","3","9500 PIRATES POINT","CEDARVILLE","AR ","72932","0097","9500 PIRATES POINT","CEDARVILLE","AR ","72932","0097","4794747220","1-Local school district","35.576200","-94.368700","1702000","Kindergarten","12th Grade","Arkansas","860"
"CENTERPOINT SCHOOL DISTRICT","Arkansas","0506690","PIKE COUNTY","05109","05","3","755 HWY 8 EAST","AMITY","AR ","71921","8562","755 HWY 8 EAST","AMITY","AR ","71921","8562","8703562912","1-Local school district","34.287100","-93.509600","5502000","Prekindergarten","12th Grade","Arkansas","995"
"CHARLESTON SCHOOL DISTRICT","Arkansas","0504200","FRANKLIN COUNTY","05047","05","2","125 WEST MAIN","CHARLESTON","AR ","72933","0188","P O BOX 188","CHARLESTON","AR ","72933","0188","4799657160","1-Local school district","35.296700","-94.044400","2402000","Prekindergarten","12th Grade","Arkansas","907"
"CLARENDON SCHOOL DISTRICT","Arkansas","0504350","MONROE COUNTY","05095","05","2","316 NORTH SIXTH ST","CLARENDON","AR ","72029","0248","316 N 6TH STREET","CLARENDON","AR ","72029","0248","8707473351","1-Local school district","34.695400","-91.307600","4802000","Prekindergarten","12th Grade","Arkansas","618"
"CLARKSVILLE SCHOOL DISTRICT","Arkansas","0504380","JOHNSON COUNTY","05071","05","5","1701 CLARK RD","CLARKSVILLE","AR ","72830","3915","1701 CLARK ROAD","CLARKSVILLE","AR ","72830","3915","4797053200","1-Local school district","35.461700","-93.484300","3601000","Kindergarten","12th Grade","Arkansas","2600"
"CLEVELAND COUNTY SCHOOL DIST.","Arkansas","0500067","CLEVELAND COUNTY","05025","05","3","700 MAIN ST","RISON","AR ","71665","","P O BOX 600","RISON","AR ","71665","","8703256344","1-Local school district","33.955600","-92.188600","1305000","Prekindergarten","12th Grade","Arkansas","953"
"CLINTON SCHOOL DISTRICT","Arkansas","0504410","VAN BUREN COUNTY","05141","05","4","683 POPLAR ST","CLINTON","AR ","72031","9021","683 POPLAR STREET","CLINTON","AR ","72031","9021","5017456000","1-Local school district","35.587800","-92.462000","7102000","Prekindergarten","12th Grade","Arkansas","1378"
"CONCORD SCHOOL DISTRICT","Arkansas","0504560","CLEBURNE COUNTY","05023","05","2","10920 NORTH HEBER SPRINGS RD","CONCORD","AR ","72523","0010","P O BOX 10","CONCORD","AR ","72523","0010","8706683844","1-Local school district","35.664000","-91.847400","1201000","Prekindergarten","12th Grade","Arkansas","526"
"CONWAY SCHOOL DISTRICT","Arkansas","0504590","FAULKNER COUNTY","05045","05","19","2220 PRINCE ST","CONWAY","AR ","72034","","2220 PRINCE STREET","CONWAY","AR ","72034","","5014504800","1-Local school district","35.092100","-92.457200","2301000","Prekindergarten","12th Grade","Arkansas","9993"
"CORNING SCHOOL DISTRICT","Arkansas","0500009","CLAY COUNTY","05021","05","3","479 BOBCAT LN","CORNING","AR ","72422","0479","P O BOX 479","CORNING","AR ","72422","0479","8708576818","1-Local school district","36.417800","-90.579300","1101000","Prekindergarten","12th Grade","Arkansas","1008"
"COSSATOT RIVER SCHOOL DISTRICT","Arkansas","0500405","POLK COUNTY","05113","05","5","130 SCHOOL DR","WICKES","AR ","71973","","130 SCHOOL DR","WICKES","AR ","71973","","8703857101","1-Local school district","34.298400","-94.336000","5707000","Prekindergarten","12th Grade","Arkansas","1130"
"COTTER SCHOOL DISTRICT","Arkansas","0504680","BAXTER COUNTY","05005","05","2","MABLE AND LITHIA STREETS","COTTER","AR ","72626","0070","P O BOX 70","COTTER","AR ","72626","0070","8704356171","1-Local school district","36.279300","-92.520900","0302000","Prekindergarten","12th Grade","Arkansas","691"
"COUNTY LINE SCHOOL DISTRICT","Arkansas","0504740","LOGAN COUNTY","05083","05","2","12092 WEST STATE HWY 22","BRANCH","AR ","72928","","12092 W STATE HWY 22","BRANCH","AR ","72928","","4796352222","1-Local school district","35.307400","-93.917400","2403000","Prekindergarten","12th Grade","Arkansas","462"
"COVENANT KEEPERS MIDDLE CHARTER","Arkansas","0500397","PULASKI COUNTY","05119","05","1","8300 GEYER SPRINGS RD","LITTLE ROCK","AR ","72209","","8300 GEYER SPRINGS ROAD","LITTLE ROCK","AR ","72209","","5015657619","7-Charter school agency","34.674300","-92.344700","6044700","6th Grade","10th Grade","Arkansas","192"
"CROSS COUNTY SCHOOL DISTRICT","Arkansas","0507740","CROSS COUNTY","05037","05","2","21 COUNTY RD 215","CHERRY VALLEY","AR ","72324","0180","P O BOX 180","CHERRY VALLEY","AR ","72324","0180","8705883338","7-Charter school agency","35.404300","-90.807700","1901000","Prekindergarten","12th Grade","Arkansas","698"
"CROSSETT SCHOOL DISTRICT","Arkansas","0504800","ASHLEY COUNTY","05003","05","3","219 MAIN","CROSSETT","AR ","71635","3323","219 MAIN","CROSSETT","AR ","71635","3323","8703643112","1-Local school district","33.132700","-91.961500","0201000","Prekindergarten","12th Grade","Arkansas","1881"
"CROWLEY'S RIDGE EDUCATION COOP","Arkansas","0500034","POINSETT COUNTY","05111","05","0","1606 PINE GROVE LN","HARRISBURG","AR ","72432","0377","1606 PINE GROVE LANE","HARRISBURG","AR ","72432","0377","8705785426","4-Regional education services agency","35.579800","-90.718100","5620000","†","†","Arkansas","†"
"CUTTER-MORNING STAR SCH. DIST.","Arkansas","0504860","GARLAND COUNTY","05051","05","2","2801 SPRING ST","HOT SPRINGS","AR ","71901","9100","2801 SPRING STREET","HOT SPRINGS","AR ","71901","9100","5012622414","1-Local school district","34.502900","-92.990000","2601000","Prekindergarten","12th Grade","Arkansas","631"
"DANVILLE SCHOOL DISTRICT","Arkansas","0504890","YELL COUNTY","05149","05","3","EAST 11TH AND BOSTON","DANVILLE","AR ","72833","0939","P O BOX 939","DANVILLE","AR ","72833","0939","4794954800","1-Local school district","35.051300","-93.391000","7503000","Prekindergarten","12th Grade","Arkansas","920"
"DARDANELLE SCHOOL DISTRICT","Arkansas","0504930","YELL COUNTY","05149","05","4","209 CEDAR","DARDANELLE","AR ","72834","3215","209 CEDAR STREET","DARDANELLE","AR ","72834","3215","4792294111","1-Local school district","35.228000","-93.159800","7504000","Kindergarten","12th Grade","Arkansas","2051"
"DAWSON EDUCATION SERVICE COOP","Arkansas","0500008","CLARK COUNTY","05019","05","0","711 CLINTON","ARKADELPHIA","AR ","71923","4910","711 CLINTON","ARKADELPHIA","AR ","71923","4910","8702463077","4-Regional education services agency","34.120300","-93.055200","1020000","†","†","Arkansas","†"
"DECATUR SCHOOL DISTRICT","Arkansas","0504980","BENTON COUNTY","05007","05","2","1498 STADIUM AVE","DECATUR","AR ","72722","0097","1498 STADIUM AVE","DECATUR","AR ","72722","0097","4797523986","1-Local school district","36.332800","-94.447200","0402000","Prekindergarten","12th Grade","Arkansas","580"
"DEER/MT. JUDEA SCHOOL DISTRICT","Arkansas","0500072","NEWTON COUNTY","05101","05","4","HWY 16","DEER","AR ","72628","","P O BOX 56","DEER","AR ","72628","","8704285433","1-Local school district","35.817000","-93.512000","5106000","Prekindergarten","12th Grade","Arkansas","389"
"DEQUEEN SCHOOL DISTRICT","Arkansas","0500049","SEVIER COUNTY","05133","05","6","101 NORTH NINTH ST","DE QUEEN","AR ","71832","0950","P O BOX 950","DE QUEEN","AR ","71832","0950","8705844312","1-Local school district","34.036800","-94.347400","6701000","Kindergarten","12th Grade","Arkansas","2426"
"DEQUEEN/MENA EDUC. COOP","Arkansas","0500037","SEVIER COUNTY","05133","05","1","305S HORNBERG AVE","GILLHAM","AR ","71841","0110","P O BOX 110","GILLHAM","AR ","71841","0110","8703862251","4-Regional education services agency","34.171100","-94.314800","6720000","9th Grade","12th Grade","Arkansas","†"
"DERMOTT SCHOOL DISTRICT","Arkansas","0505170","CHICOT COUNTY","05017","05","2","525 EAST SPEEDWAY HWY 35 EAST","DERMOTT","AR ","71638","0380","525 E SPEEDWAY HWY 35","DERMOTT","AR ","71638","0380","8705381000","1-Local school district","33.524200","-91.428400","0901000","Prekindergarten","12th Grade","Arkansas","441"
"DES ARC SCHOOL DISTRICT","Arkansas","0505190","PRAIRIE COUNTY","05117","05","2","600 MAIN ST","DES ARC","AR ","72040","9502","600 MAIN STREET","DES ARC","AR ","72040","9502","8702564164","1-Local school district","34.977000","-91.498900","5901000","Prekindergarten","12th Grade","Arkansas","573"
"DEWITT SCHOOL DISTRICT","Arkansas","0500001","ARKANSAS COUNTY","05001","05","4","422 WEST FIRST","DEWITT","AR ","72042","1826","422 W FIRST","DEWITT","AR ","72042","1826","8709463576","1-Local school district","34.294300","-91.339500","0101000","Prekindergarten","12th Grade","Arkansas","1281"
"DHS DIVISION OF DEVELOPMENTAL DISABILITIES SERVICES","Arkansas","0500389","PULASKI COUNTY","05119","05","0","701 MAIN ST","LITTLE ROCK","AR ","72201","","P O BOX 1437 SLOT N504","LITTLE ROCK","AR ","72201","","5016288668","5-State-operated institution","34.760200","-92.267600","6095000","Kindergarten","12th Grade","Arkansas","0"
"DIERKS SCHOOL DISTRICT","Arkansas","0505340","HOWARD COUNTY","05061","05","2","900 OLD HWY 70 WEST","DIERKS","AR ","71833","0124","P O BOX 124","DIERKS","AR ","71833","0124","8702862191","1-Local school district","34.118900","-94.030500","3102000","Prekindergarten","12th Grade","Arkansas","608"
"DOLLARWAY SCHOOL DISTRICT","Arkansas","0505410","JEFFERSON COUNTY","05069","05","4","4900 DOLLARWAY RD","PINE BLUFF","AR ","71602","4006","4900 DOLLARWAY ROAD","PINE BLUFF","AR ","71602","4006","8705347003","1-Local school district","34.241000","-92.055500","3502000","Prekindergarten","12th Grade","Arkansas","1440"
"DOVER SCHOOL DISTRICT","Arkansas","0505430","POPE COUNTY","05115","05","3","9371 MARKET ST","DOVER","AR ","72837","0325","P O BOX 325","DOVER","AR ","72837","0325","4793312916","1-Local school district","35.397100","-93.114300","5802000","Kindergarten","12th Grade","Arkansas","1411"
"DREW CENTRAL SCHOOL DISTRICT","Arkansas","0505470","DREW COUNTY","05043","05","3","250 UNIVERSITY DR","MONTICELLO","AR ","71655","9765","250 UNIVERSITY DR","MONTICELLO","AR ","71655","9765","8703675369","1-Local school district","33.590800","-91.807300","2202000","Prekindergarten","12th Grade","Arkansas","970"
"DUMAS SCHOOL DISTRICT","Arkansas","0505500","DESHA COUNTY","05041","05","4","213 ADAMS ST","DUMAS","AR ","71639","","213 ADAMS STREET","DUMAS","AR ","71639","","8703824571","1-Local school district","33.896600","-91.530500","2104000","Prekindergarten","12th Grade","Arkansas","1518"
"EARLE SCHOOL DISTRICT","Arkansas","0505550","CRITTENDEN COUNTY","05035","05","2","1401 THIRD ST","EARLE","AR ","72331","0637","P O BOX 637","EARLE","AR ","72331","0637","8707928486","1-Local school district","35.271700","-90.470600","1802000","Prekindergarten","12th Grade","Arkansas","632"
"EAST ARKANSAS CAREER CENTER","Arkansas","0500075","ST. FRANCIS COUNTY","05123","05","1","1700 NEW CASTLE RD","FORRECT CITY","AR ","72335","9598","1700 NEW CASTLE ROAD","FORREST CITY","AR ","72335","9598","8706334480","8-Other education agency","35.041800","-90.769700","6222000","9th Grade","12th Grade","Arkansas","0"
"EAST END SCHOOL DISTRICT","Arkansas","0505580","PERRY COUNTY","05105","05","2","114 PANTHER DR","BIGELOW","AR ","72016","0360","P O BOX 360","BIGELOW","AR ","72016","0360","5017592808","1-Local school district","34.999100","-92.633000","5301000","Prekindergarten","12th Grade","Arkansas","653"
"EAST POINSETT CO. SCHOOL DIST.","Arkansas","0500048","POINSETT COUNTY","05111","05","3","502 MCCLELLAN ST","LEPANTO","AR ","72354","2424","502 MCCLELLAN ST","LEPANTO","AR ","72354","2424","8704752472","1-Local school district","35.609500","-90.340300","5608000","Prekindergarten","12th Grade","Arkansas","799"
