"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BELLEVILLE PUBLIC SCHOOLS","New Jersey","3401350","ESSEX COUNTY","34013","34","9","102 PASSAIC AVE","BELLEVILLE","NJ ","07109","3127","102 PASSAIC AVE","BELLEVILLE","NJ ","07109","3127","9734503500","1-Local school district","40.804000","-74.162600","130250","Prekindergarten","12th Grade","New Jersey","4446"
"BELLMAWR PUBLIC SCHOOLS","New Jersey","3401380","CAMDEN COUNTY","34007","34","3","256 ANDERSON AVE","BELLMAWR","NJ ","08031","1100","256 ANDERSON AVE","BELLMAWR","NJ ","08031","1100","8569316298","1-Local school district","39.870400","-75.090800","070260","Prekindergarten","8th Grade","New Jersey","1132"
"BELMAR BOARD OF EDUCATION","New Jersey","3401410","MONMOUTH COUNTY","34025","34","1","1101 MAIN ST","BELMAR","NJ ","07719","2727","1101 MAIN ST","BELMAR","NJ ","07719","2727","7326812388","1-Local school district","40.178100","-74.026900","250270","Prekindergarten","12th Grade","New Jersey","561"
"BELOVED COMMUNITY CHARTER SCHOOL","New Jersey","3400759","HUDSON COUNTY","34017","34","1","508 GRAND ST","JERSEY CITY","NJ ","07302","","508 GRAND STREET","JERSEY CITY","NJ ","07302","","2017449775","7-Charter school agency","40.717600","-74.057600","806082","Kindergarten","3rd Grade","New Jersey","479"
"BELVIDERE SCHOOL DISTRICT","New Jersey","3401440","WARREN COUNTY","34041","34","3","809 OXFORD ST","BELVIDERE","NJ ","07823","1701","809 OXFORD STREET","BELVIDERE","NJ ","07823","1701","9084756600","1-Local school district","40.823900","-75.065700","410280","Prekindergarten","12th Grade","New Jersey","738"
"BENJAMIN BANNEKER PREPARATORY CHARTER SCHOOL","New Jersey","3400744","BURLINGTON COUNTY","34005","34","1","110 BUCKINGHAM DR","WILLINGBORO","NJ ","08046","","PO BOX 128","WILLINGBORO","NJ ","08046","","6095310158","7-Charter school agency","40.042100","-74.880300","806076","6th Grade","8th Grade","New Jersey","149"
"BERGEN ARTS AND SCIENCES CHARTER SCHOOL","New Jersey","3400715","BERGEN COUNTY","34003","34","1","200 MACARTHUR AVE","GARFIELD","NJ ","07026","","465 BOULEVARD","ELMWOOD PARK","NJ ","07407","","2017739140","7-Charter school agency","40.874100","-74.098500","806013","Kindergarten","11th Grade","New Jersey","877"
"BERGEN COUNTY SPECIAL SERVICES","New Jersey","3401450","BERGEN COUNTY","34003","34","7","327 EAST RIDGEWOOD AVE","PARAMUS","NJ ","07652","2915","327 EAST RIDGEWOOD AVENUE","PARAMUS","NJ ","07652","2915","2013436000","1-Local school district","40.956600","-74.058000","030285","Prekindergarten","12th Grade","New Jersey","709"
"BERGEN COUNTY VOCATIONAL TECHNICAL SCHOOLS","New Jersey","3401470","BERGEN COUNTY","34003","34","4","327 EAST RIDGEWOOD AVE","PARAMUS","NJ ","07652","2915","327 E RIDGEWOOD AVENUE","PARAMUS","NJ ","07652","2915","2013436000","1-Local school district","40.956600","-74.058000","030290","9th Grade","12th Grade","New Jersey","2022"
"BERGENFIELD BOROUGH SCHOOL DISTRICT","New Jersey","3401500","BERGEN COUNTY","34003","34","7","225 WEST CLINTON AVE","BERGENFIELD","NJ ","07621","1958","225 W. CLINTON AVENUE","BERGENFIELD","NJ ","07621","1958","2013858801","1-Local school district","40.924900","-74.009500","030300","Prekindergarten","12th Grade","New Jersey","3516"
"BERKELEY HEIGHTS PUBLIC SCHOOLS","New Jersey","3401530","UNION COUNTY","34039","34","6","345 PLAINFIELD AVE","BERKELEY HEIGHTS","NJ ","07922","1436","345 PLAINFIELD AVENUE","BERKELEY HEIGHTS","NJ ","07922","1436","9084641718","1-Local school district","40.676000","-74.441800","390310","Prekindergarten","12th Grade","New Jersey","2699"
"BERKELEY TOWNSHIP","New Jersey","3401560","OCEAN COUNTY","34029","34","4","53 CENTRAL PARKWAY","BAYVILLE","NJ ","08721","2414","53 CENTRAL PARKWAY","BAYVILLE","NJ ","08721","2414","7322692321","1-Local school district","39.891600","-74.165400","290320","Prekindergarten","6th Grade","New Jersey","2107"
"BERLIN BOROUGH SCHOOL DISTRICT","New Jersey","3401590","CAMDEN COUNTY","34007","34","1","215 SOUTH FRANKLIN AVE","BERLIN","NJ ","08009","9220","215 SOUTH FRANKLIN AVENUE","BERLIN","NJ ","08009","9220","8567670129","1-Local school district","39.796800","-74.947500","070330","Prekindergarten","8th Grade","New Jersey","861"
"BERLIN TOWNSHIP SCHOOL DISTRICT","New Jersey","3401620","CAMDEN COUNTY","34007","34","2","225 GROVE AVE","WEST BERLIN","NJ ","08091","","225 GROVE AVENUE","WEST BERLIN","NJ ","08091","","8567679480","1-Local school district","39.813400","-74.932200","070340","Prekindergarten","12th Grade","New Jersey","631"
"BERNARDS TOWNSHIP PUBLIC SCHOOLS","New Jersey","3401650","SOMERSET COUNTY","34035","34","6","101 PEACHTREE RD","BASKING RIDGE","NJ ","07920","","101 PEACHTREE ROAD","BASKING RIDGE","NJ ","07920","","9082042600","1-Local school district","40.691600","-74.544300","350350","Prekindergarten","12th Grade","New Jersey","5761"
"BETHLEHEM TOWNSHIP SCHOOLS","New Jersey","3401710","HUNTERDON COUNTY","34019","34","2","940 IRON BRIDGE RD","ASBURY","NJ ","08802","1128","940 IRON BRIDGE ROAD","ASBURY","NJ ","08802","1128","9085374044","1-Local school district","40.682100","-74.993300","190370","Prekindergarten","8th Grade","New Jersey","449"
"BEVERLY CITY SCHOOL","New Jersey","3401740","BURLINGTON COUNTY","34005","34","1","601 BENTLEY AVE","BEVERLY","NJ ","08010","","601 BENTLEY AVE.","BEVERLY","NJ ","08010","","6093872200","1-Local school district","40.060500","-74.923000","050380","Prekindergarten","12th Grade","New Jersey","295"
"BLACK HORSE PIKE REGIONAL SCHOOL DISTRICT","New Jersey","3401770","CAMDEN COUNTY","34007","34","3","580 ERIAL RD","BLACKWOOD","NJ ","08012","","580 ERIAL ROAD","BLACKWOOD","NJ ","08012","","8562274106","1-Local school district","39.799800","-75.047600","070390","9th Grade","12th Grade","New Jersey","3887"
"BLAIRSTOWN ELEMENTARY TOWNSHIP SCHOOL DISTRICT","New Jersey","3401800","WARREN COUNTY","34041","34","1","1 SUNSET HILL RD","BLAIRSTOWN","NJ ","07825","","1 SUNSET HILL ROAD","BLAIRSTOWN","NJ ","07825","","9083626111","1-Local school district","40.982400","-74.954100","410400","Prekindergarten","6th Grade","New Jersey","529"
"BLOOMFIELD BOARD OF EDUCATION","New Jersey","3401830","ESSEX COUNTY","34013","34","11","155 BROAD ST","BLOOMFIELD","NJ ","07003","2629","155 BROAD STREET","BLOOMFIELD","NJ ","07003","2629","9736808500","1-Local school district","40.799600","-74.196800","130410","Prekindergarten","12th Grade","New Jersey","6173"
"BLOOMINGDALE SCHOOL DISTRICT","New Jersey","3401860","PASSAIC COUNTY","34031","34","3","225 GLENWILD AVE","BLOOMINGDALE","NJ ","07403","1683","225 GLENWILD AVENUE","BLOOMINGDALE","NJ ","07403","1683","9738383282","1-Local school district","41.020900","-74.337000","310420","Prekindergarten","12th Grade","New Jersey","536"
"BLOOMSBURY SCHOOL DISTRICT","New Jersey","3401890","HUNTERDON COUNTY","34019","34","1","20 MAIN ST","BLOOMSBURY","NJ ","08804","9538","20 MAIN STREET","BLOOMSBURY","NJ ","08804","9538","9084794414","1-Local school district","40.654600","-75.086600","190430","Prekindergarten","12th Grade","New Jersey","134"
"BOGOTA PUBLIC SCHOOLS","New Jersey","3401920","BERGEN COUNTY","34003","34","3","1 HENRY C. LUTHIN PLACE","BOGOTA","NJ ","07603","1126","1 HENRY C. LUTHIN PLACE","BOGOTA","NJ ","07603","1126","2014414800","1-Local school district","40.878100","-74.024000","030440","Kindergarten","12th Grade","New Jersey","1098"
"BOONTON TOWN SCHOOL DISTRICT","New Jersey","3401950","MORRIS COUNTY","34027","34","3","434 LATHROP AVE","BOONTON","NJ ","07005","2222","434 LATHROP AVENUE","BOONTON","NJ ","07005","2222","9733353994","1-Local school district","40.901600","-74.401800","270450","Prekindergarten","12th Grade","New Jersey","1204"
"BOONTON TOWNSHIP PUBLIC SCHOOL","New Jersey","3401980","MORRIS COUNTY","34027","34","1","11 VALLEY RD","BOONTON TOWNSHIP","NJ ","07005","9130","11 VALLEY ROAD","BOONTON TOWNSHIP","NJ ","07005","9130","9733344162","1-Local school district","40.924400","-74.430600","270460","Prekindergarten","12th Grade","New Jersey","472"
"BORDENTOWN REGIONAL","New Jersey","3402030","BURLINGTON COUNTY","34005","34","5","318 WARD AVE","BORDENTOWN","NJ ","08505","1768","318 WARD AVENUE","BORDENTOWN","NJ ","08505","1768","6092980025","1-Local school district","40.154400","-74.686900","050475","Prekindergarten","12th Grade","New Jersey","2560"
"BOUND BROOK SCHOOL DISTRICT","New Jersey","3402100","SOMERSET COUNTY","34035","34","2","337 WEST SECOND ST","BOUND BROOK","NJ ","08805","1330","337 WEST SECOND STREET","BOUND BROOK","NJ ","08805","1330","7323562500","1-Local school district","40.563000","-74.541400","350490","Prekindergarten","12th Grade","New Jersey","1729"
"BRADLEY BEACH ELEMENTARY SCHOOL","New Jersey","3402130","MONMOUTH COUNTY","34025","34","1","515 BRINLEY AVE","BRADLEY BEACH","NJ ","07720","1311","515 BRINLEY AVENUE","BRADLEY BEACH","NJ ","07720","1311","7327754413","1-Local school district","40.202200","-74.015600","250500","Prekindergarten","12th Grade","New Jersey","295"
"BRANCHBURG TOWNSHIP","New Jersey","3402160","SOMERSET COUNTY","34035","34","3","240 BAIRD RD","BRANCHBURG","NJ ","08876","4200","240 BAIRD ROAD","BRANCHBURG","NJ ","08876","4200","9087223335","1-Local school district","40.574700","-74.713200","350510","Prekindergarten","12th Grade","New Jersey","1636"
"BRICK TOWNSHIP PUBLIC SCHOOLS","New Jersey","3402220","OCEAN COUNTY","34029","34","12","101 HENDRICKSON AVE","BRICK","NJ ","08724","2599","101 HENDRICKSON AVENUE","BRICK","NJ ","08724","2599","7327853000","1-Local school district","40.085300","-74.117900","290530","Prekindergarten","12th Grade","New Jersey","9456"
"BRIDGETON PUBLIC SCHOOLS","New Jersey","3402250","CUMBERLAND COUNTY","34011","34","8","41 BANK ST","BRIDGETON","NJ ","08302","0482","41 BANK STREET","BRIDGETON","NJ ","08302","0482","8564558030","1-Local school district","39.429700","-75.230300","110540","Prekindergarten","12th Grade","New Jersey","5553"
"BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT","New Jersey","3402280","SOMERSET COUNTY","34035","34","11","836 NEWMANS LN","BRIDGEWATER","NJ ","08807","0030","836 NEWMANS LANE","BRIDGEWATER","NJ ","08807","0030","9086852777","1-Local school district","40.602900","-74.568500","350555","Prekindergarten","12th Grade","New Jersey","8617"
"BRIELLE BORO","New Jersey","3402310","MONMOUTH COUNTY","34025","34","1","605 UNION LN","BRIELLE","NJ ","08730","1439","605 UNION LANE","BRIELLE","NJ ","08730","1439","7325286400","1-Local school district","40.111500","-74.060700","250560","Prekindergarten","12th Grade","New Jersey","566"
"BRIGANTINE PUBLIC SCHOOLS","New Jersey","3402340","ATLANTIC COUNTY","34001","34","2","301 EAST EVANS BLVD","BRIGANTINE","NJ ","08203","3424","PO BOX 947","BRIGANTINE","NJ ","08203","3424","6092667671","1-Local school district","39.409600","-74.367000","010570","Prekindergarten","12th Grade","New Jersey","718"
"BROOKLAWN PUBLIC SCHOOL DISTRICT","New Jersey","3402370","CAMDEN COUNTY","34007","34","1","301 HAAKON RD","BROOKLAWN","NJ ","08030","","301 HAAKON ROAD","BROOKLAWN","NJ ","08030","","8564564039","1-Local school district","39.878300","-75.118500","070580","Prekindergarten","12th Grade","New Jersey","342"
"BUENA REGIONAL SCHOOL DISTRICT","New Jersey","3402400","ATLANTIC COUNTY","34001","34","5","914 MAIN AVE","RICHLAND","NJ ","08350","9701","PO BOX 309","BUENA","NJ ","08310","9701","8566970800","1-Local school district","39.493000","-74.869300","010590","Prekindergarten","12th Grade","New Jersey","2042"
"BURCH CHARTER SCHOOL OF EXCELLENCE","New Jersey","3400724","ESSEX COUNTY","34013","34","1","100 LINDEN AVE","IRVINGTON","NJ ","07111","","100 LINDEN AVENUE","IRVINGTON","NJ ","07111","","9733733223","7-Charter school agency","40.730100","-74.227100","806022","Kindergarten","5th Grade","New Jersey","342"
"BURLINGTON CITY  PUBLIC SCHOOLS","New Jersey","3402430","BURLINGTON COUNTY","34005","34","5","518 LOCUST AVE","BURLINGTON","NJ ","08016","4512","518 LOCUST AVENUE","BURLINGTON","NJ ","08016","4512","6093875874","1-Local school district","40.074800","-74.858500","050600","Prekindergarten","12th Grade","New Jersey","1735"
"BURLINGTON COUNTY INSTITUTE OF TECHNOLOGY","New Jersey","3402490","BURLINGTON COUNTY","34005","34","2","695 WOODLANE RD","WESTAMPTON","NJ ","08060","9614","695 WOODLANE ROAD","WESTAMPTON","NJ ","08060","9614","6092674226","1-Local school district","40.017800","-74.822100","050610","9th Grade","12th Grade","New Jersey","2061"
"BURLINGTON COUNTY SPECIAL SERVICES SCHOOL DISTRICT","New Jersey","3402440","BURLINGTON COUNTY","34005","34","3","20 PIONEER BLVD","WESTAMPTON","NJ ","08060","3824","20 PIONEER BLVD.","WESTAMPTON","NJ ","08060","3824","6092615600","1-Local school district","40.014800","-74.818500","050605","Prekindergarten","12th Grade","New Jersey","586"
"BURLINGTON TOWNSHIP BOARD OF EDUCATION","New Jersey","3402460","BURLINGTON COUNTY","34005","34","4","700 JACKSONVILLE RD","BURLINGTON","NJ ","08016","0428","P.O. BOX 428","BURLINGTON","NJ ","08016","0428","6093873955","1-Local school district","40.070500","-74.847500","050620","Prekindergarten","12th Grade","New Jersey","4042"
"BUTLER PUBLIC SCHOOLS","New Jersey","3402520","MORRIS COUNTY","34027","34","3","38 BARTHOLDI AVE","BUTLER","NJ ","07405","","38 BARTHOLDI AVE","BUTLER","NJ ","07405","","9734922000","1-Local school district","40.997800","-74.339400","270630","Prekindergarten","12th Grade","New Jersey","1130"
"BYRAM TOWNSHIP BOARD OF EDUCATION","New Jersey","3402550","SUSSEX COUNTY","34037","34","2","12 MANSFIELD DR","STANHOPE","NJ ","07874","3123","12 MANSFIELD DRIVE","STANHOPE","NJ ","07874","3123","9733471047","1-Local school district","40.937000","-74.706400","370640","Prekindergarten","8th Grade","New Jersey","884"
"CALDWELL-WEST CALDWELL PUBLIC SCHOOLS","New Jersey","3402580","ESSEX COUNTY","34013","34","6","104 GRAY ST","WEST CALDWELL","NJ ","07006","7696","104 GRAY STREET","WEST CALDWELL","NJ ","07006","7696","9732286979","1-Local school district","40.848900","-74.287500","130660","Prekindergarten","12th Grade","New Jersey","2637"
"CALIFON SCHOOL DISTRICT","New Jersey","3402610","HUNTERDON COUNTY","34019","34","1","6 SCHOOL ST","CALIFON","NJ ","07830","9044","6 SCHOOL ST","CALIFON","NJ ","07830","9044","9088322828","1-Local school district","40.724700","-74.839400","190670","Prekindergarten","8th Grade","New Jersey","110"
"CAMDEN ACADEMY CHARTER HIGH SCHOOL","New Jersey","3400071","CAMDEN COUNTY","34007","34","1","879 BEIDEMAN AVE","CAMDEN","NJ ","08105","","879 BEIDEMAN AVE","CAMDEN","NJ ","08105","","8563651000","7-Charter school agency","39.957200","-75.085500","806212","9th Grade","12th Grade","New Jersey","442"
"CAMDEN CITY PUBLIC SCHOOLS","New Jersey","3402640","CAMDEN COUNTY","34007","34","26","201 NORTH FRONT ST","CAMDEN","NJ ","08102","1935","201 NORTH FRONT STREET","CAMDEN","NJ ","08102","1935","8569662000","1-Local school district","39.948000","-75.126100","070680","Prekindergarten","12th Grade","New Jersey","11660"
"CAMDEN CO  EDUCATIONAL SE","New Jersey","3480340","CAMDEN COUNTY","34007","34","0","225 WHITE HORSE RD","CLEMENTON","NJ ","08021","","225 WHITE HORSE ROAD","CLEMENTON","NJ ","08021","","8567842100","1-Local school district","39.810800","-74.988500","070695","†","†","New Jersey","†"
"CAMDEN COMMUNITY CHARTER SCHOOL","New Jersey","3400768","CAMDEN COUNTY","34007","34","1","9TH AND LINDEN STREETS","CAMDEN","NJ ","08102","","9TH & LINDEN STREETS","CAMDEN","NJ ","08102","","8566350310","7-Charter school agency","39.947800","-75.113900","806063","Kindergarten","5th Grade","New Jersey","149"
