"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"EMERADO 127","North Dakota","3806360","GRAND FORKS COUNTY","38035","38","1","501 MAIN","EMERADO","ND ","58228","0069","PO BOX 69","EMERADO","ND ","58228","0069","7015945125","1-Local school district","47.914900","-97.370200","18127","Prekindergarten","12th Grade","North Dakota","86"
"EMMONS CO SPECIAL ED UNIT","North Dakota","3880400","EMMONS COUNTY","38029","38","1","101 NE 3RD ST","LINTON","ND ","58552","0970","PO BOX 970","LINTON","ND ","58552","0970","7012544221","4-Regional education services agency","46.267000","-100.228500","15722","†","†","North Dakota","†"
"ENDERLIN AREA 24","North Dakota","3800061","RANSOM COUNTY","38073","38","2","410 BLUFF ST","ENDERLIN","ND ","58027","1358","410 BLUFF ST","ENDERLIN","ND ","58027","1358","7014372240","1-Local school district","46.622200","-97.603300","37024","Prekindergarten","12th Grade","North Dakota","323"
"FAIRMOUNT 18","North Dakota","3806690","RICHLAND COUNTY","38077","38","2","400 EAST MAIN","FAIRMOUNT","ND ","58030","0228","PO BOX 228","FAIRMOUNT","ND ","58030","0228","7014745469","1-Local school district","46.055700","-96.599900","39018","Prekindergarten","12th Grade","North Dakota","110"
"FARGO 1","North Dakota","3806780","CASS COUNTY","38017","38","20","415 4TH ST NORTH","FARGO","ND ","58102","4514","415 4TH ST N","FARGO","ND ","58102","4514","7014461000","1-Local school district","46.880800","-96.784700","09001","Prekindergarten","12th Grade","North Dakota","11101"
"FARGO SPECIAL ED UNIT","North Dakota","3880410","CASS COUNTY","38017","38","1","415 4TH ST NORTH","FARGO","ND ","58102","4514","415 4TH ST N","FARGO","ND ","58102","4514","7014461012","4-Regional education services agency","46.880800","-96.783900","09730","†","†","North Dakota","†"
"FESSENDEN-BOWDON 25","North Dakota","3800049","WELLS COUNTY","38103","38","2","500 2ND ST NORTH","FESSENDEN","ND ","58438","0067","PO BOX 67","FESSENDEN","ND ","58438","0067","7015473296","1-Local school district","47.651500","-99.627300","52025","Prekindergarten","12th Grade","North Dakota","141"
"FINLEY-SHARON 19","North Dakota","3806910","STEELE COUNTY","38091","38","2","201 3RD ST EAST","FINLEY","ND ","58230","0448","PO BOX 448","FINLEY","ND ","58230","0448","7015242420","1-Local school district","47.513700","-97.834500","46019","Kindergarten","12th Grade","North Dakota","107"
"FLASHER 39","North Dakota","3806930","MORTON COUNTY","38059","38","2","206 3RD AVE EAST","FLASHER","ND ","58535","0267","PO BOX 267","FLASHER","ND ","58535","0267","7015973355","1-Local school district","46.455900","-101.227900","30039","Kindergarten","12th Grade","North Dakota","222"
"FORDVILLE-LANKIN 5","North Dakota","3800056","WALSH COUNTY","38099","38","2","102 4TH AVE WEST","FORDVILLE","ND ","58231","0127","PO BOX 127","FORDVILLE","ND ","58231","0127","7012293297","1-Local school district","48.220100","-97.791300","50005","Prekindergarten","12th Grade","North Dakota","45"
"FT RANSOM 6","North Dakota","3800033","RANSOM COUNTY","38073","38","1","135 MILL RD","FORT RANSOM","ND ","58033","0593","PO BOX 593","LISBON","ND ","58054","0593","7019732591","1-Local school district","46.521500","-97.931100","37006","Kindergarten","12th Grade","North Dakota","23"
"FT TOTTEN 30","North Dakota","3807170","BENSON COUNTY","38005","38","2","7268 HWY 57 WEST","FORT TOTTEN","ND ","58335","0239","PO BOX 239","FORT TOTTEN","ND ","58335","0239","7017661400","1-Local school district","47.978200","-99.035000","03030","9th Grade","12th Grade","North Dakota","174"
"FT TOTTEN SPECIAL ED UNIT","North Dakota","3880430","BENSON COUNTY","38005","38","1","HWY 57 SOUTH","FORT TOTTEN","ND ","58335","0239","PO BOX 239","FORT TOTTEN","ND ","58335","0239","7017661433","4-Regional education services agency","47.983900","-99.003800","03736","†","†","North Dakota","†"
"FT YATES 4","North Dakota","3807200","SIOUX COUNTY","38085","38","1","9189 HWY 24","FORT YATES","ND ","58538","9723","9189 HWY 24","FORT YATES","ND ","58538","9723","7018542142","1-Local school district","46.091200","-100.671600","43004","6th Grade","8th Grade","North Dakota","167"
"GACKLE-STREETER 56","North Dakota","3800043","LOGAN COUNTY","38047","38","2","2ND AVE EAST","GACKLE","ND ","58442","0375","PO BOX 375","GACKLE","ND ","58442","0375","7014853692","1-Local school district","46.627400","-99.138100","24056","Prekindergarten","12th Grade","North Dakota","106"
"GARRISON 51","North Dakota","3807590","MCLEAN COUNTY","38055","38","2","51 5TH AVE NE","GARRISON","ND ","58540","0249","PO BOX 249","GARRISON","ND ","58540","0249","7014632818","1-Local school district","47.656500","-101.416500","28051","Prekindergarten","12th Grade","North Dakota","410"
"GLEN ULLIN 48","North Dakota","3807830","MORTON COUNTY","38059","38","2","400 PINE AVE EAST","GLEN ULLIN","ND ","58631","0548","PO BOX 548","GLEN ULLIN","ND ","58631","0548","7013483590","1-Local school district","46.810700","-101.825200","30048","Prekindergarten","12th Grade","North Dakota","174"
"GLENBURN 26","North Dakota","3807850","RENVILLE COUNTY","38075","38","2","102 RAYMOND ST","GLENBURN","ND ","58740","0138","PO BOX 138","GLENBURN","ND ","58740","0138","7013627426","1-Local school district","48.515100","-101.223500","38026","Kindergarten","12th Grade","North Dakota","267"
"GOODRICH 16","North Dakota","3807950","SHERIDAN COUNTY","38083","38","2","211 4TH ST","GOODRICH","ND ","58444","0159","PO BOX 159","GOODRICH","ND ","58444","0159","7018842469","1-Local school district","47.473700","-100.127700","42016","Kindergarten","12th Grade","North Dakota","17"
"GRAFTON 3","North Dakota","3808060","WALSH COUNTY","38099","38","3","1548 SCHOOL RD","GRAFTON","ND ","58237","1715","1548 SCHOOL RD","GRAFTON","ND ","58237","1715","7013521930","1-Local school district","48.407300","-97.426600","50003","Prekindergarten","12th Grade","North Dakota","916"
"GRAND FORKS 1","North Dakota","3808130","GRAND FORKS COUNTY","38035","38","19","2400 47TH AVE SOUTH","GRAND FORKS","ND ","58201","6000","PO BOX 6000","GRAND FORKS","ND ","58206","6000","7017462200","1-Local school district","47.874900","-97.063300","18001","Prekindergarten","12th Grade","North Dakota","7245"
"GRAND FORKS AFB 140","North Dakota","3800051","GRAND FORKS COUNTY","38035","38","0","2400 47TH AVE SOUTH","GRAND FORKS","ND ","58201","6000","PO BOX 6000","GRAND FORKS","ND ","58206","6000","7017462200","1-Local school district","47.874900","-97.063300","18140","†","†","North Dakota","†"
"GRAND FORKS AREA CAREER & TECHNICAL CENTER","North Dakota","3800400","GRAND FORKS COUNTY","38035","38","1","2400 47TH AVE SOUTH","GRAND FORKS","ND ","58201","6000","PO BOX 6000","GRAND FORKS","ND ","58206","6000","7017874872","4-Regional education services agency","47.875800","-97.063300","18502","†","†","North Dakota","†"
"GRAND FORKS SPECIAL ED UNIT","North Dakota","3880470","GRAND FORKS COUNTY","38035","38","1","2400 47TH AVE SOUTH","GRAND FORKS","ND ","58201","6000","PO BOX 6000","GRAND FORKS","ND ","58206","6000","7017462230","4-Regional education services agency","47.875800","-97.063300","18733","†","†","North Dakota","†"
"GRENORA 99","North Dakota","3808460","WILLIAMS COUNTY","38105","38","2","402 ROBINSON ST","GRENORA","ND ","58845","0038","PO BOX 38","GRENORA","ND ","58845","0038","7016942711","1-Local school district","48.621000","-103.933300","53099","Kindergarten","12th Grade","North Dakota","168"
"GRIGGS COUNTY CENTRAL 18","North Dakota","3804560","GRIGGS COUNTY","38039","38","2","1207 FOSTER AVE NE","COOPERSTOWN","ND ","58425","7037","1207 FOSTER AVE NE","COOPERSTOWN","ND ","58425","7037","7017973114","1-Local school district","47.447800","-98.119900","20018","Prekindergarten","12th Grade","North Dakota","240"
"GST SPECIAL ED UNIT","North Dakota","3880420","TRAILL COUNTY","38097","38","1","600 ARNOLD AVE","PORTLAND","ND ","58274","0308","PO BOX 308","PORTLAND","ND ","58274","0308","7017882004","4-Regional education services agency","47.500400","-97.371000","49723","†","†","North Dakota","†"
"HALLIDAY 19","North Dakota","3808610","DUNN COUNTY","38025","38","2","188 4TH ST SOUTH","HALLIDAY","ND ","58636","0188","PO BOX 188","HALLIDAY","ND ","58636","0188","7019384391","1-Local school district","47.350000","-102.339800","13019","Prekindergarten","12th Grade","North Dakota","52"
"HANKINSON 8","North Dakota","3808710","RICHLAND COUNTY","38077","38","2","415 1ST AVE SE","HANKINSON","ND ","58041","0220","PO BOX 220","HANKINSON","ND ","58041","0220","7012427516","1-Local school district","46.068200","-96.900500","39008","Prekindergarten","12th Grade","North Dakota","271"
"HARVEY 38","North Dakota","3808890","WELLS COUNTY","38103","38","2","811 BURKE AVE","HARVEY","ND ","58341","1644","811 BURKE AVE","HARVEY","ND ","58341","1644","7013242265","1-Local school district","47.769300","-99.932300","52038","Kindergarten","12th Grade","North Dakota","412"
"HATTON EIELSON 7","North Dakota","3809000","TRAILL COUNTY","38097","38","2","503 4TH ST","HATTON","ND ","58240","0200","PO BOX 200","HATTON","ND ","58240","0200","7015433456","1-Local school district","47.640600","-97.460800","49007","Prekindergarten","12th Grade","North Dakota","174"
"HAZELTON-MOFFIT-BRADDOCK 6","North Dakota","3809130","EMMONS COUNTY","38029","38","2","211 HAZEL AVE","HAZELTON","ND ","58544","0209","PO BOX 209","HAZELTON","ND ","58544","0209","7017826231","1-Local school district","46.486600","-100.281100","15006","Prekindergarten","12th Grade","North Dakota","108"
"HAZEN 3","North Dakota","3800031","MERCER COUNTY","38057","38","3","520 1ST AVE NE","HAZEN","ND ","58545","0487","PO BOX 487","HAZEN","ND ","58545","0487","7017482345","1-Local school district","47.299600","-101.620900","29003","Prekindergarten","12th Grade","North Dakota","619"
"HEBRON 13","North Dakota","3809180","MORTON COUNTY","38059","38","2","400 CHURCH AVE","HEBRON","ND ","58638","0447","PO BOX Q","HEBRON","ND ","58638","0447","7018784442","1-Local school district","46.903100","-102.049800","30013","Prekindergarten","12th Grade","North Dakota","189"
"HETTINGER 13","North Dakota","3809410","ADAMS COUNTY","38001","38","2","209 8TH ST SOUTH","HETTINGER","ND ","58639","1188","PO BOX 1188","HETTINGER","ND ","58639","1188","7015675315","1-Local school district","46.000000","-102.632500","01013","Prekindergarten","12th Grade","North Dakota","313"
"HILLSBORO 9","North Dakota","3809570","TRAILL COUNTY","38097","38","2","12 4TH ST NE","HILLSBORO","ND ","58045","0579","PO BOX 579","HILLSBORO","ND ","58045","0579","7016364360","1-Local school district","47.404000","-97.055200","49009","Prekindergarten","12th Grade","North Dakota","438"
"HOPE 10","North Dakota","3809710","STEELE COUNTY","38091","38","1","100 BATES AVE","HOPE","ND ","58046","0100","PO BOX 100","HOPE","ND ","58046","0100","7019452473","1-Local school district","47.318900","-97.714700","46010","7th Grade","12th Grade","North Dakota","84"
"HORSE CREEK 32","North Dakota","3809810","MCKENZIE COUNTY","38053","38","1","1812 HORSE CREEK RD","CARTWRIGHT","ND ","58838","9753","1812 HORSE CREEK RD","CARTWRIGHT","ND ","58838","9753","7014811373","1-Local school district","47.685200","-103.905100","27032","Kindergarten","8th Grade","North Dakota","3"
"JAMES RIVER SPECIAL ED COOPERATIVE","North Dakota","3800396","STUTSMAN COUNTY","38093","38","1","207 2ND AVE SE","JAMESTOWN","ND ","58401","1896","PO BOX 1896","JAMESTOWN","ND ","58402","1896","7012523376","4-Regional education services agency","46.907100","-98.706300","47702","†","†","North Dakota","†"
"JAMES VALLEY AREA CAREER & TECHNICAL CENTER","North Dakota","3880680","STUTSMAN COUNTY","38093","38","1","910 12TH AVE NE","JAMESTOWN","ND ","58401","6513","910 12TH AVE NE","JAMESTOWN","ND ","58401","6513","7012528841","4-Regional education services agency","46.917500","-98.691000","47528","†","†","North Dakota","†"
"JAMESTOWN 1","North Dakota","3800021","STUTSMAN COUNTY","38093","38","7","207 2ND AVE SE","JAMESTOWN","ND ","58401","0269","PO BOX 269","JAMESTOWN","ND ","58402","0269","7012521950","1-Local school district","46.907100","-98.706300","47001","Prekindergarten","12th Grade","North Dakota","2118"
"JAMESTOWN SPECIAL ED UNIT","North Dakota","3800394","STUTSMAN COUNTY","38093","38","1","207 2ND AVE SE","JAMESTOWN","ND ","58401","0269","PO BOX 269","JAMESTOWN","ND ","58402","0269","7012521950","4-Regional education services agency","46.907100","-98.706300","47701","†","†","North Dakota","†"
"KENMARE 28","North Dakota","3810180","WARD COUNTY","38101","38","2","300 7TH AVE NE","KENMARE","ND ","58746","0667","PO BOX 667","KENMARE","ND ","58746","0667","7013854996","1-Local school district","48.673700","-102.071600","51028","Prekindergarten","12th Grade","North Dakota","306"
"KENSAL 19","North Dakota","3810260","STUTSMAN COUNTY","38093","38","2","803 1ST AVE","KENSAL","ND ","58455","4030","803 1ST AVE","KENSAL","ND ","58455","4030","7014352484","1-Local school district","47.304600","-98.734500","47019","Prekindergarten","12th Grade","North Dakota","43"
"KIDDER COUNTY 1","North Dakota","3800389","KIDDER COUNTY","38043","38","4","101 4TH ST SE","STEELE","ND ","58482","0380","PO BOX 380","STEELE","ND ","58482","0380","7014752243","1-Local school district","46.855900","-99.921800","22001","Prekindergarten","12th Grade","North Dakota","391"
"KILLDEER 16","North Dakota","3810270","DUNN COUNTY","38025","38","2","101 HIGH ST NW","KILLDEER","ND ","58640","0579","PO BOX 579","KILLDEER","ND ","58640","0579","7017645877","1-Local school district","47.372200","-102.756200","13016","Prekindergarten","12th Grade","North Dakota","432"
"KINDRED 2","North Dakota","3800025","CASS COUNTY","38017","38","2","255 DAKOTA ST","KINDRED","ND ","58051","4225","255 DAKOTA ST","KINDRED","ND ","58051","4225","7014283177","1-Local school district","46.651700","-97.014400","09002","Prekindergarten","12th Grade","North Dakota","672"
"KULM 7","North Dakota","3810500","LAMOURE COUNTY","38045","38","2","217 2ND AVE SE","KULM","ND ","58456","0197","PO BOX G","KULM","ND ","58456","0197","7016472303","1-Local school district","46.299600","-98.946400","23007","Prekindergarten","12th Grade","North Dakota","134"
"LAKE AREA CAREER & TECHNICAL CENTER","North Dakota","3880640","RAMSEY COUNTY","38071","38","1","205 16TH ST NW","DEVILS LAKE","ND ","58301","1597","205 16TH ST NW","DEVILS LAKE","ND ","58301","1597","7016627650","4-Regional education services agency","48.124700","-98.867300","36502","†","†","North Dakota","†"
"LAKE REGION SPECIAL ED UNIT","North Dakota","3880280","RAMSEY COUNTY","38071","38","1","801 5TH AVE SE","DEVILS LAKE","ND ","58301","3649","801 5TH AVE SE","DEVILS LAKE","ND ","58301","3649","7016627690","4-Regional education services agency","48.116200","-98.858800","36714","†","†","North Dakota","†"
