"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BLAINE COUNTY DISTRICT","Idaho","1600300","BLAINE COUNTY","16013","16","9","118 WEST BULLION ST","HAILEY","ID ","83333","8425","118 W BULLION STREET","HAILEY","ID ","83333","8425","2085785000","1-Local school district","43.518800","-114.317400","061","Prekindergarten","12th Grade","Idaho","3442"
"BLISS JOINT DISTRICT","Idaho","1600330","GOODING COUNTY","16047","16","1","601 EAST US HWY 30","BLISS","ID ","83314","0115","PO BOX 115","BLISS","ID ","83314","0115","2083524447","1-Local school district","42.923600","-114.942100","234","Prekindergarten","12th Grade","Idaho","132"
"BOISE INDEPENDENT DISTRICT","Idaho","1600360","ADA COUNTY","16001","16","49","8169 WEST VICTORY RD","BOISE","ID ","83709","4164","8169 W VICTORY ROAD","BOISE","ID ","83709","4164","2088544000","1-Local school district","43.575600","-116.283100","001","Prekindergarten","12th Grade","Idaho","27275"
"BONNEVILLE JOINT DISTRICT","Idaho","1600930","BONNEVILLE COUNTY","16019","16","23","3497 NORTH AMMON RD","IDAHO FALLS","ID ","83401","1301","3497 N AMMON ROAD","IDAHO FALLS","ID ","83401","1301","2085254400","1-Local school district","43.527600","-111.964100","093","Prekindergarten","12th Grade","Idaho","11008"
"BOUNDARY COUNTY DISTRICT","Idaho","1600420","BOUNDARY COUNTY","16021","16","5","7188 OAK ST","BONNERS FERRY","ID ","83805","8786","7188 OAK STREET","BONNERS FERRY","ID ","83805","8786","2082673146","1-Local school district","48.696000","-116.307000","101","Prekindergarten","12th Grade","Idaho","1492"
"BRUNEAU-GRAND VIEW JOINT DIST","Idaho","1600450","OWYHEE COUNTY","16073","16","3","660 BOISE AVE","GRAND VIEW","ID ","83624","0310","PO BOX 310","GRAND VIEW","ID ","83624","0310","2088342253","1-Local school district","42.987000","-116.094900","365","Prekindergarten","12th Grade","Idaho","335"
"BUHL JOINT DISTRICT","Idaho","1600480","TWIN FALLS COUNTY","16083","16","3","920 MAIN ST","BUHL","ID ","83316","1238","920 MAIN STREET","BUHL","ID ","83316","1238","2085436436","1-Local school district","42.599600","-114.759000","412","Prekindergarten","12th Grade","Idaho","1271"
"BUTTE COUNTY JOINT DISTRICT","Idaho","1600490","BUTTE COUNTY","16023","16","4","246 SUNSET DR","ARCO","ID ","83213","0089","PO BOX 89","ARCO","ID ","83213","0089","2085278235","1-Local school district","43.638300","-113.305500","111","Prekindergarten","12th Grade","Idaho","449"
"CALDWELL DISTRICT","Idaho","1600510","CANYON COUNTY","16027","16","10","1502 FILLMORE ST","CALDWELL","ID ","83605","4254","1502 FILLMORE STREET","CALDWELL","ID ","83605","4254","2084553300","1-Local school district","43.656500","-116.685100","132","Prekindergarten","12th Grade","Idaho","6572"
"CAMAS COUNTY DISTRICT","Idaho","1600540","CAMAS COUNTY","16025","16","2","610 SOLDIER RD","FAIRFIELD","ID ","83327","0370","PO BOX 370","FAIRFIELD","ID ","83327","0370","2087642625","1-Local school district","43.347100","-114.791100","121","Prekindergarten","12th Grade","Idaho","155"
"CAMBRIDGE JOINT DISTRICT","Idaho","1600570","WASHINGTON COUNTY","16087","16","2","40 NORTH FOURTH ST","CAMBRIDGE","ID ","83610","0039","PO BOX 39","CAMBRIDGE","ID ","83610","0039","2082573321","1-Local school district","44.575700","-116.679500","432","Prekindergarten","12th Grade","Idaho","132"
"CANYON-OWYHEE SCHOOL SERVICE AGENCY","Idaho","1600152","CANYON COUNTY","16027","16","1","109 PENNY LN","WILDER","ID ","83676","9199","109 PENNY LANE","WILDER","ID ","83676","9199","2084826074","4-Regional education services agency","43.681500","-116.906900","555","7th Grade","12th Grade","Idaho","136"
"CASCADE DISTRICT","Idaho","1600630","VALLEY COUNTY","16085","16","2","209 NORTH SCHOOL ST","CASCADE","ID ","83611","0291","PO BOX 291","CASCADE","ID ","83611","0291","2083824227","1-Local school district","44.515800","-116.046100","422","Prekindergarten","12th Grade","Idaho","270"
"CASSIA COUNTY JOINT DISTRICT","Idaho","1600660","CASSIA COUNTY","16031","16","17","3650 OVERLAND AVE","BURLEY","ID ","83318","2444","3650 OVERLAND AVENUE","BURLEY","ID ","83318","2444","2088786600","1-Local school district","42.506600","-113.793900","151","Prekindergarten","12th Grade","Idaho","5453"
"CASTLEFORD DISTRICT","Idaho","1600690","TWIN FALLS COUNTY","16083","16","1","500 MAIN ST","CASTLEFORD","ID ","83321","9998","500 MAIN STREET","CASTLEFORD","ID ","83321","9998","2085376511","1-Local school district","42.520600","-114.874800","417","Prekindergarten","12th Grade","Idaho","329"
"CHALLIS JOINT DISTRICT","Idaho","1600720","CUSTER COUNTY","16037","16","5","721 EAST MAIN AVE","CHALLIS","ID ","83226","0304","PO BOX 304","CHALLIS","ID ","83226","0304","2088794231","1-Local school district","44.505100","-114.232100","181","Prekindergarten","12th Grade","Idaho","429"
"CHIEF TAHGEE ELEMENTARY ACADEMY DISTRICT","Idaho","1600163","BINGHAM COUNTY","16011","16","1","800 WEST RIVERTON RD","FORT HALL","ID ","83203","6352","P.O. BOX 216","FORT HALL","ID ","83203","0217","2084784024","7-Charter school agency","43.149800","-112.453400","483","Kindergarten","6th Grade","Idaho","84"
"CLARK COUNTY DISTRICT","Idaho","1600750","CLARK COUNTY","16033","16","2","43 WEST SECOND SOUTH","DUBOIS","ID ","83423","0237","PO BOX 237","DUBOIS","ID ","83423","0237","2083745215","1-Local school district","44.173200","-112.230300","161","Prekindergarten","12th Grade","Idaho","161"
"COEUR D'ALENE DISTRICT","Idaho","1600780","KOOTENAI COUNTY","16055","16","18","1400 NORTH NORTHWOOD CENTER CT","COEUR D'ALENE","ID ","83814","4280","1400 N NORTHWOOD CENTER CT","COEUR D'ALENE","ID ","83814","4280","2086648241","1-Local school district","47.697900","-116.805700","271","Prekindergarten","12th Grade","Idaho","11577"
"COMPASS CHARTER SCHOOL","Idaho","1600007","ADA COUNTY","16001","16","1","2511 WEST CHERRY LN","MERIDIAN","ID ","83642","1135","2511 W CHERRY LANE","MERIDIAN","ID ","83642","1135","2088552802","7-Charter school agency","43.618500","-116.424400","455","Prekindergarten","12th Grade","Idaho","568"
"COTTONWOOD JOINT DISTRICT","Idaho","1600810","IDAHO COUNTY","16049","16","3","1916 EAST ST","COTTONWOOD","ID ","83522","0580","PO BOX 158","COTTONWOOD","ID ","83522","0580","2089623971","1-Local school district","46.060100","-116.347700","242","Prekindergarten","12th Grade","Idaho","393"
"COUNCIL DISTRICT","Idaho","1600840","ADAMS COUNTY","16003","16","2","101 EAST BLEEKER AVE","COUNCIL","ID ","83612","0468","PO BOX 468","COUNCIL","ID ","83612","0468","2082534217","1-Local school district","44.727600","-116.442800","013","Prekindergarten","12th Grade","Idaho","248"
"CULDESAC JOINT DISTRICT","Idaho","1600870","NEZ PERCE COUNTY","16069","16","1","600 CULDESAC AVE","CULDESAC","ID ","83524","8700","600 CULDESAC AVENUE","CULDESAC","ID ","83524","8700","2088435413","1-Local school district","46.375300","-116.671700","342","Prekindergarten","12th Grade","Idaho","89"
"DAVINCI CHARTER SCHOOL DISRICT","Idaho","1600013","ADA COUNTY","16001","16","0","5655 NORTH GLENWOOD ST","GARDEN CITY","ID ","83714","1902","5655 N GLENWOOD ST","GARDEN CITY","ID ","83714","1902","2083770011","7-Charter school agency","43.656300","-116.279800","459","Prekindergarten","8th Grade","Idaho","†"
"DIETRICH DISTRICT","Idaho","1600900","LINCOLN COUNTY","16063","16","1","406 NORTH PARK ST","DIETRICH","ID ","83324","5069","406 N PARK STREET","DIETRICH","ID ","83324","5069","2085442158","1-Local school district","42.916100","-114.264300","314","Prekindergarten","12th Grade","Idaho","258"
"EMMETT INDEPENDENT DIST","Idaho","1601020","GEM COUNTY","16045","16","9","400 SOUTH PINE ST 1","EMMETT","ID ","83617","3111","400 S PINE STREET #1","EMMETT","ID ","83617","3111","2083656301","1-Local school district","43.872800","-116.483200","221","Prekindergarten","12th Grade","Idaho","2539"
"FALCON RIDGE CHARTER SCHOOL","Idaho","1600008","ADA COUNTY","16001","16","1","278 SOUTH TEN MILE RD","KUNA","ID ","83634","1768","278 S TEN MILE ROAD","KUNA","ID ","83634","1768","2089229228","7-Charter school agency","43.486900","-116.433600","456","Prekindergarten","8th Grade","Idaho","281"
"FILER DISTRICT","Idaho","1601050","TWIN FALLS COUNTY","16083","16","5","700 B STEVENS AVE","FILER","ID ","83328","5356","700 B STEVENS AVENUE","FILER","ID ","83328","5356","2083265981","1-Local school district","42.566900","-114.614000","413","Prekindergarten","12th Grade","Idaho","1528"
"FIRTH DISTRICT","Idaho","1601080","BINGHAM COUNTY","16011","16","3","319 LINCOLN ST","FIRTH","ID ","83236","0069","319 LINCOLN STREET","FIRTH","ID ","83236","0069","2083466815","1-Local school district","43.307500","-112.187400","059","Prekindergarten","12th Grade","Idaho","751"
"FORREST M. BIRD CHARTER DISTRICT","Idaho","1600165","BONNER COUNTY","16017","16","0","614 SOUTH MADISON AVE","SANDPOINT","ID ","83864","8724","614 S. MADISON AVE.","SANDPOINT","ID ","83864","8724","2082557771","7-Charter school agency","48.264200","-116.571100","487","†","†","Idaho","†"
"FREMONT COUNTY JOINT DISTRICT","Idaho","1601110","FREMONT COUNTY","16043","16","7","945 WEST FIRST NORTH","ST. ANTHONY","ID ","83445","1422","945 W FIRST N","ST. ANTHONY","ID ","83445","1422","2086247542","1-Local school district","43.965500","-111.695100","215","Prekindergarten","12th Grade","Idaho","2307"
"FRUITLAND DISTRICT","Idaho","1601140","PAYETTE COUNTY","16075","16","4","401 IOWA AVE","FRUITLAND","ID ","83619","9000","PO BOX A","FRUITLAND","ID ","83619","9000","2084523595","1-Local school district","44.007800","-116.916600","373","Prekindergarten","12th Grade","Idaho","1778"
"GARDEN VALLEY DISTRICT","Idaho","1601170","BOISE COUNTY","16015","16","2","1053 BANKS LOWMAN RD","GARDEN VALLEY","ID ","83622","0710","PO BOX 710","GARDEN VALLEY","ID ","83622","0710","2084623756","1-Local school district","44.091200","-115.952400","071","Prekindergarten","12th Grade","Idaho","232"
"GENESEE JOINT DISTRICT","Idaho","1601200","LATAH COUNTY","16057","16","1","330 WEST ASH ST","GENESEE","ID ","83832","0098","PO BOX 98","GENESEE","ID ","83832","0098","2082851161","1-Local school district","46.551700","-116.928900","282","Prekindergarten","12th Grade","Idaho","308"
"GLENNS FERRY JOINT DISTRICT","Idaho","1601230","ELMORE COUNTY","16039","16","3","800 OLD HWY 30","GLENNS FERRY","ID ","83623","2896","800 OLD HIGHWAY 30","GLENNS FERRY","ID ","83623","2896","2083667436","1-Local school district","42.949700","-115.385100","192","Prekindergarten","12th Grade","Idaho","451"
"GOODING JOINT DISTRICT","Idaho","1601260","GOODING COUNTY","16047","16","3","507 IDAHO ST","GOODING","ID ","83330","1275","507 IDAHO STREET","GOODING","ID ","83330","1275","2089344321","1-Local school district","42.940600","-114.714200","231","Prekindergarten","12th Grade","Idaho","1286"
"GRACE JOINT DISTRICT","Idaho","1601290","CARIBOU COUNTY","16029","16","3","117 WEST FOURTH SOUTH","GRACE","ID ","83241","0347","PO BOX 347","GRACE","ID ","83241","0347","2084253984","1-Local school district","42.572900","-111.732700","148","Prekindergarten","12th Grade","Idaho","488"
"HAGERMAN JOINT DISTRICT","Idaho","1601380","GOODING COUNTY","16047","16","1","324 NORTH SECOND AVE","HAGERMAN","ID ","83332","5057","324 N SECOND AVENUE","HAGERMAN","ID ","83332","5057","2088376344","1-Local school district","42.818600","-114.900400","233","Prekindergarten","12th Grade","Idaho","381"
"HANSEN DISTRICT","Idaho","1601410","TWIN FALLS COUNTY","16083","16","2","550 MAIN ST","HANSEN","ID ","83334","0250","550 MAIN STREET","HANSEN","ID ","83334","0250","2084236387","1-Local school district","42.528100","-114.301100","415","Prekindergarten","12th Grade","Idaho","365"
"HERITAGE ACADEMY DISTRICT","Idaho","1600159","JEROME COUNTY","16053","16","1","500 SOUTH LINCOLN","JEROME","ID ","83338","3027","500 S LINCOLN","JEROME","ID ","83338","3027","2085951617","7-Charter school agency","42.720200","-114.518400","479","Prekindergarten","9th Grade","Idaho","184"
"HERITAGE COMMUNITY CHARTER DISTRICT","Idaho","1600161","CANYON COUNTY","16027","16","1","1803 EAST USTICK AVE","CALDWELL","ID ","83605","6607","1803 E USTICK AVENUE","CALDWELL","ID ","83605","6607","2084538070","7-Charter school agency","43.634900","-116.676900","481","Kindergarten","8th Grade","Idaho","509"
"HIGHLAND JOINT DISTRICT","Idaho","1601440","LEWIS COUNTY","16061","16","1","112 BLVD","CRAIGMONT","ID ","83523","0130","PO BOX 130","CRAIGMONT","ID ","83523","0130","2089245211","1-Local school district","46.243400","-116.473000","305","Prekindergarten","12th Grade","Idaho","191"
"HOMEDALE JOINT DISTRICT","Idaho","1601470","OWYHEE COUNTY","16073","16","3","116 EAST OWYHEE AVE","HOMEDALE","ID ","83628","3227","116 E OWYHEE AVENUE","HOMEDALE","ID ","83628","3227","2083374611","1-Local school district","43.618400","-116.931600","370","Prekindergarten","12th Grade","Idaho","1209"
"HORSESHOE BEND SCHOOL DISTRICT","Idaho","1601500","BOISE COUNTY","16015","16","2","398 SCHOOL DR","HORSESHOE BEND","ID ","83629","8099","398 SCHOOL DRIVE","HORSESHOE BEND","ID ","83629","8099","2087932225","1-Local school district","43.907000","-116.201800","073","Prekindergarten","12th Grade","Idaho","280"
"IDAHO CONNECTS ONLINE SCHOOL","Idaho","1600148","ADA COUNTY","16001","16","2","12639 WEST EXPLORER DR","BOISE","ID ","83713","1889","12639 W. EXPLORER DRIVE","BOISE","ID ","83713","1889","2085155796","7-Charter school agency","43.662300","-116.339300","469","6th Grade","12th Grade","Idaho","323"
"IDAHO DEPT CORRECTION","Idaho","1600017","ADA COUNTY","16001","16","1","954 WEST JEFFERSON","BOISE","ID ","83720","0285","954 W. JEFFERSON","BOISE","ID ","83720","0285","2085775423","5-State-operated institution","43.618900","-116.203200","671","†","†","Idaho","†"
"IDAHO DEPT JUVENILE CORRECTION","Idaho","1600016","CANYON COUNTY","16027","16","2","1650 11TH AVE NORTH","NAMPA","ID ","83687","5000","1650 11TH AVENUE N","NAMPA","ID ","83687","5000","2084658443","5-State-operated institution","43.600000","-116.534700","709","†","†","Idaho","†"
"IDAHO FALLS DISTRICT","Idaho","1601530","BONNEVILLE COUNTY","16019","16","19","690 JOHN ADAMS PARKWAY","IDAHO FALLS","ID ","83401","4073","690 JOHN ADAMS PKWY","IDAHO FALLS","ID ","83401","4073","2085257500","1-Local school district","43.493700","-112.019200","091","Prekindergarten","12th Grade","Idaho","10742"
"IDAHO SCHOOL FOR THE DEAF AND BLIND","Idaho","1603511","GOODING COUNTY","16047","16","1","1450 MAIN ST","GOODING","ID ","83330","1839","1450 MAIN STREET","GOODING","ID ","83330","1839","2089344457","5-State-operated institution","42.930800","-114.712800","596","Prekindergarten","12th Grade","Idaho","80"
"IDAHO SCIENCE & TECHNOLOGY CHARTER","Idaho","1600145","BINGHAM COUNTY","16011","16","1","21 NORTH 550 WEST BLACKFOOT","BLACKFOOT","ID ","83221","0291","21 N 550 W, BLACKFOOT","BLACKFOOT","ID ","83221","0291","2087857827","7-Charter school agency","43.199700","-112.405400","468","6th Grade","8th Grade","Idaho","228"
"IDAHO STEM ACADEMY DBA BINGHAM ACADEMY","Idaho","1600169","BINGHAM COUNTY","16011","16","0","1350 PARKEAY DR 19","BLACKFOOT","ID ","83221","","17 N 55 W","BLACKFOOT","ID ","83221","","2086810083","7-Charter school agency","43.195100","-112.367700","485","†","†","Idaho","†"
"IDAHO VIRTUAL ACADEMY","Idaho","1600004","ADA COUNTY","16001","16","2","1965 SOUTH EAGLE RD","MERIDIAN","ID ","83642","9246","1965 S EAGLE ROAD","MERIDIAN","ID ","83642","9246","2083223559","7-Charter school agency","43.587000","-116.355600","452","Prekindergarten","12th Grade","Idaho","3438"
"INSPIRE VIRTUAL CHARTER","Idaho","1600011","ADA COUNTY","16001","16","1","600 NORTH STEELHEAD WAY","BOISE","ID ","83702","5000","600 N STEELHEAD WAY","BOISE","ID ","83702","5000","2083224002","7-Charter school agency","43.610400","-116.289100","457","Prekindergarten","12th Grade","Idaho","860"
"ISUCCEED VIRTUAL HIGH SCHOOL","Idaho","1600144","ADA COUNTY","16001","16","1","6148 NORTH DISCOVERY WAY","BOISE","ID ","83713","0202","6148 N DISCOVERY WAY","BOISE","ID ","83713","0202","2083753116","7-Charter school agency","43.660700","-116.340800","466","9th Grade","12th Grade","Idaho","580"
"JEFFERSON COUNTY JT DISTRICT","Idaho","1601570","JEFFERSON COUNTY","16051","16","9","3850 EAST 300 NORTH","RIGBY","ID ","83442","1413","PO BOX 150","RIGBY","ID ","83442","1413","2087456693","1-Local school district","43.669400","-111.934300","251","Prekindergarten","12th Grade","Idaho","3176"
"JEROME JOINT DISTRICT","Idaho","1601590","JEROME COUNTY","16053","16","6","125 FOURTH AVE WEST","JEROME","ID ","83338","2321","125 FOURTH AVENUE W","JEROME","ID ","83338","2321","2083242392","1-Local school district","42.727400","-114.519900","261","Prekindergarten","12th Grade","Idaho","3814"
"KAMIAH JOINT DISTRICT","Idaho","1601620","LEWIS COUNTY","16061","16","3","1102 HILL ST","KAMIAH","ID ","83536","5272","1102 HILL STREET","KAMIAH","ID ","83536","5272","2089352991","1-Local school district","46.221600","-116.029400","304","Prekindergarten","12th Grade","Idaho","501"
"KELLOGG JOINT DISTRICT","Idaho","1601650","SHOSHONE COUNTY","16079","16","5","800 BUNKER AVE","KELLOGG","ID ","83837","2209","800 BUNKER AVENUE","KELLOGG","ID ","83837","2209","2087841348","1-Local school district","47.544200","-116.135300","391","Prekindergarten","12th Grade","Idaho","1282"
"KENDRICK JOINT DISTRICT","Idaho","1601680","LATAH COUNTY","16057","16","2","305 FOURTH ST","KENDRICK","ID ","83537","0283","PO BOX 283","KENDRICK","ID ","83537","0283","2082894211","1-Local school district","46.579000","-116.708400","283","Prekindergarten","12th Grade","Idaho","267"
"KIMBERLY DISTRICT","Idaho","1601710","TWIN FALLS COUNTY","16083","16","3","141 CENTER ST WEST","KIMBERLY","ID ","83341","1753","141 CENTER STREET W","KIMBERLY","ID ","83341","1753","2084234170","1-Local school district","42.533700","-114.365600","414","Prekindergarten","12th Grade","Idaho","1753"
"KOOTENAI BRIDGE ACADEMY","Idaho","1600149","KOOTENAI COUNTY","16055","16","1","637 NORTH PARK DR","COEUR D ALENE","ID ","83814","2243","637 N PARK DR","COEUR D ALENE","ID ","83814","2243","2089304515","7-Charter school agency","47.678500","-116.791900","470","9th Grade","12th Grade","Idaho","‡"
"KOOTENAI DISTRICT","Idaho","1601740","KOOTENAI COUNTY","16055","16","2","13030 EAST O'GARA RD","HARRISON","ID ","83833","7641","13030 E O'GARA RD.","HARRISON","ID ","83833","7641","2086893631","1-Local school district","47.398500","-116.670400","274","Kindergarten","12th Grade","Idaho","183"
"KTEC","Idaho","1600167","KOOTENAI COUNTY","16055","16","0","6838 WEST LANCASTER RD","RATHDRUM","ID ","83858","","6838 W. LANCASTER RD","RATHDRUM","ID ","83858","","2086613921","4-Regional education services agency","47.788100","-116.879100","641","†","†","Idaho","†"
"KUNA JOINT DISTRICT","Idaho","1601770","ADA COUNTY","16001","16","11","711 EAST PORTER RD","KUNA","ID ","83634","1484","711 E PORTER ROAD","KUNA","ID ","83634","1484","2089221000","1-Local school district","43.498000","-116.405000","003","Prekindergarten","12th Grade","Idaho","5245"
"LAKE PEND OREILLE DISTRICT","Idaho","1600002","BONNER COUNTY","16017","16","12","901 NORTH TRIANGLE DR","PONDERAY","ID ","83852","9747","901 N TRIANGLE DRIVE","PONDERAY","ID ","83852","9747","2082632184","1-Local school district","48.303400","-116.540700","084","Prekindergarten","12th Grade","Idaho","4242"
"LAKELAND DISTRICT","Idaho","1601800","KOOTENAI COUNTY","16055","16","11","15506 NORTH WASHINGTON ST","RATHDRUM","ID ","83858","0039","PO BOX 39","RATHDRUM","ID ","83858","0039","2086870431","1-Local school district","47.813600","-116.888200","272","Prekindergarten","12th Grade","Idaho","4225"
"LAPWAI DISTRICT","Idaho","1601830","NEZ PERCE COUNTY","16069","16","2","271 B ST","LAPWAI","ID ","83540","0247","PO BOX 247","LAPWAI","ID ","83540","0247","2088432622","1-Local school district","46.395800","-116.802100","341","Prekindergarten","12th Grade","Idaho","546"
"LEGACY CHARTER SCHOOL DISTRICT","Idaho","1600158","CANYON COUNTY","16027","16","1","4015 SOUTH LEGACY WAY","NAMPA","ID ","83686","5801","4015 S LEGACY WAY","NAMPA","ID ","83686","5801","2084670947","7-Charter school agency","43.557200","-116.570000","478","Kindergarten","8th Grade","Idaho","289"
"LEWISTON INDEPENDENT DISTRICT","Idaho","1601860","NEZ PERCE COUNTY","16069","16","11","3317 12TH ST","LEWISTON","ID ","83501","5308","3317 12TH STREET","LEWISTON","ID ","83501","5308","2087483000","1-Local school district","46.383000","-116.969600","340","Prekindergarten","12th Grade","Idaho","5107"
"LIBERTY CHARTER","Idaho","1600012","CANYON COUNTY","16027","16","1","9955 KRIS JENSEN LN","NAMPA","ID ","83686","8843","9955 KRIS JENSEN LANE","NAMPA","ID ","83686","8843","2084667952","7-Charter school agency","43.516300","-116.559100","458","Prekindergarten","12th Grade","Idaho","437"
"MACKAY JOINT DISTRICT","Idaho","1601900","CUSTER COUNTY","16037","16","2","400 EAST SPRUCE ST","MACKAY","ID ","83251","0390","PO BOX 390","MACKAY","ID ","83251","0390","2085882896","1-Local school district","43.908700","-113.608000","182","Prekindergarten","12th Grade","Idaho","179"
"MADISON DISTRICT","Idaho","1601920","MADISON COUNTY","16065","16","10","60 WEST MAIN","REXBURG","ID ","83440","0830","PO BOX 830","REXBURG","ID ","83440","0830","2083593300","1-Local school district","43.826300","-111.785800","321","Prekindergarten","12th Grade","Idaho","5398"
"MARSH VALLEY JOINT DISTRICT","Idaho","1601950","BANNOCK COUNTY","16005","16","6","40 SCHOOL ST","ARIMO","ID ","83214","0180","PO BOX 180","ARIMO","ID ","83214","0180","2082543306","1-Local school district","42.560000","-112.172700","021","Prekindergarten","12th Grade","Idaho","1297"
"MARSING JOINT DISTRICT","Idaho","1601980","OWYHEE COUNTY","16073","16","3","209 EIGHTH AVE WEST","MARSING","ID ","83639","0340","PO BOX 340","MARSING","ID ","83639","0340","2088964111","1-Local school district","43.543100","-116.812200","363","Prekindergarten","12th Grade","Idaho","883"
"MC CALL-DONNELLY DISTRICT","Idaho","1602030","VALLEY COUNTY","16085","16","4","120 IDAHO ST","MCCALL","ID ","83638","3826","120 IDAHO STREET","MCCALL","ID ","83638","3826","2086342161","1-Local school district","44.906500","-116.103900","421","Prekindergarten","12th Grade","Idaho","1039"
"MEADOWS VALLEY DISTRICT","Idaho","1602060","ADAMS COUNTY","16003","16","1","550 NORTH MILLER AVE","NEW MEADOWS","ID ","83654","0905","PO DRAWER F","NEW MEADOWS","ID ","83654","0905","2083472118","1-Local school district","44.967200","-116.285500","011","Prekindergarten","12th Grade","Idaho","170"
