"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ANTIGO UNIFIED SCHOOL DISTRICT","Wisconsin","5500360","LANGLADE COUNTY","55067","55","9","120 SOUTH DORR ST","ANTIGO","WI ","54409","1220","120 S DORR ST","ANTIGO","WI ","54409","1220","7156274355","1-Local school district","45.132200","-89.159700","0140","Prekindergarten","12th Grade","Wisconsin","2470"
"APPLETON AREA SCHOOL DISTRICT","Wisconsin","5500390","OUTAGAMIE COUNTY","55087","55","39","122 EAST COLLEGE AVE","APPLETON","WI ","54911","2019","PO BOX 2019","APPLETON","WI ","54912","2019","9208326161","1-Local school district","44.261800","-88.406000","0147","Prekindergarten","12th Grade","Wisconsin","16224"
"ARCADIA SCHOOL DISTRICT","Wisconsin","5500420","TREMPEALEAU COUNTY","55121","55","2","756 RAIDER DR","ARCADIA","WI ","54612","9025","756 RAIDER DR","ARCADIA","WI ","54612","9025","6083233315","1-Local school district","44.241900","-91.487400","0154","Prekindergarten","12th Grade","Wisconsin","1176"
"ARGYLE SCHOOL DISTRICT","Wisconsin","5500450","LAFAYETTE COUNTY","55065","55","2","14665 STATE RD 78","ARGYLE","WI ","53504","0256","PO BOX 256","ARGYLE","WI ","53504","0256","6085433318","1-Local school district","42.707400","-89.868100","0161","Prekindergarten","12th Grade","Wisconsin","314"
"ARROWHEAD UHS SCHOOL DISTRICT","Wisconsin","5506180","WAUKESHA COUNTY","55133","55","1","700 NORTH AVE","HARTLAND","WI ","53029","1143","700 NORTH AVE","HARTLAND","WI ","53029","1143","2623693611","1-Local school district","43.112300","-88.344200","2450","9th Grade","12th Grade","Wisconsin","2257"
"ASHLAND SCHOOL DISTRICT","Wisconsin","5500510","ASHLAND COUNTY","55003","55","6","2000 BEASER AVE","ASHLAND","WI ","54806","1512","2000 BEASER AVE","ASHLAND","WI ","54806","1512","7156827080","1-Local school district","46.569600","-90.885600","0170","Prekindergarten","12th Grade","Wisconsin","2204"
"ASHWAUBENON SCHOOL DISTRICT","Wisconsin","5500540","BROWN COUNTY","55009","55","5","1055 GRIFFITHS LN","GREEN BAY","WI ","54304","5599","1055 GRIFFITHS LN","GREEN BAY","WI ","54304","5599","9204922900","1-Local school district","44.475700","-88.084100","0182","Prekindergarten","12th Grade","Wisconsin","3311"
"ATHENS SCHOOL DISTRICT","Wisconsin","5500570","MARATHON COUNTY","55073","55","3","601W LIMITS RD","ATHENS","WI ","54411","0906","PO BOX F","ATHENS","WI ","54411","0906","7152577511","1-Local school district","45.030100","-90.085900","0196","Prekindergarten","12th Grade","Wisconsin","442"
"AUBURNDALE SCHOOL DISTRICT","Wisconsin","5500600","WOOD COUNTY","55141","55","2","10564 SCHOOL AVE","AUBURNDALE","WI ","54412","0139","PO BOX 139","AUBURNDALE","WI ","54412","0139","7156522117","1-Local school district","44.629300","-90.011500","0203","Prekindergarten","12th Grade","Wisconsin","912"
"AUGUSTA SCHOOL DISTRICT","Wisconsin","5500630","EAU CLAIRE COUNTY","55035","55","4","E19320 BARTIG RD","AUGUSTA","WI ","54722","7501","E19320 BARTIG RD","AUGUSTA","WI ","54722","7501","7152863302","1-Local school district","44.683900","-91.138000","0217","Prekindergarten","12th Grade","Wisconsin","674"
"BALDWIN-WOODVILLE AREA SCHOOL DISTRICT","Wisconsin","5500720","ST. CROIX COUNTY","55109","55","3","550 HWY 12","BALDWIN","WI ","54002","","550 HIGHWAY 12","BALDWIN","WI ","54002","","7156843411","1-Local school district","44.968200","-92.368700","0231","Prekindergarten","12th Grade","Wisconsin","1651"
"BANGOR SCHOOL DISTRICT","Wisconsin","5500780","LA CROSSE COUNTY","55063","55","2","700 10TH AVE SOUTH","BANGOR","WI ","54614","0099","PO BOX 99","BANGOR","WI ","54614","0099","6084862331","1-Local school district","43.889000","-90.982900","0245","Prekindergarten","12th Grade","Wisconsin","571"
"BARABOO SCHOOL DISTRICT","Wisconsin","5500810","SAUK COUNTY","55111","55","9","101 2ND AVE","BARABOO","WI ","53913","2494","101 2ND AVE","BARABOO","WI ","53913","2494","6083553950","1-Local school district","43.468900","-89.742900","0280","Prekindergarten","12th Grade","Wisconsin","3110"
"BARNEVELD SCHOOL DISTRICT","Wisconsin","5500840","IOWA COUNTY","55049","55","2","105 SOUTH DOUGLAS ST","BARNEVELD","WI ","53507","0098","105 S DOUGLAS ST","BARNEVELD","WI ","53507","0098","6089244711","1-Local school district","43.011800","-89.895000","0287","Prekindergarten","12th Grade","Wisconsin","465"
"BARRON AREA SCHOOL DISTRICT","Wisconsin","5500870","BARRON COUNTY","55005","55","8","100 WEST RIVER AVE","BARRON","WI ","54812","1052","100 W RIVER AVE","BARRON","WI ","54812","1052","7155375612","1-Local school district","45.404400","-91.860200","0308","Prekindergarten","12th Grade","Wisconsin","1349"
"BAYFIELD SCHOOL DISTRICT","Wisconsin","5500900","BAYFIELD COUNTY","55007","55","4","300 NORTH 4TH ST","BAYFIELD","WI ","54814","5001","300 N 4TH ST","BAYFIELD","WI ","54814","5001","7157793201","1-Local school district","46.814900","-90.819600","0315","Prekindergarten","12th Grade","Wisconsin","396"
"BEAVER DAM UNIFIED SCHOOL DISTRICT","Wisconsin","5500960","DODGE COUNTY","55027","55","9","705 MCKINLEY ST","BEAVER DAM","WI ","53916","1941","705 MCKINLEY ST","BEAVER DAM","WI ","53916","1941","9208857300","1-Local school district","43.465300","-88.821600","0336","Prekindergarten","12th Grade","Wisconsin","3642"
"BEECHER-DUNBAR-PEMBINE SCHOOL DISTRICT","Wisconsin","5511550","MARINETTE COUNTY","55075","55","2","N18775 SAULD ST","PEMBINE","WI ","54156","0247","PO BOX 247","PEMBINE","WI ","54156","0247","7153245314","1-Local school district","45.636200","-87.995400","4263","Prekindergarten","12th Grade","Wisconsin","263"
"BELLEVILLE SCHOOL DISTRICT","Wisconsin","5500990","DANE COUNTY","55025","55","4","625 WEST CHURCH ST","BELLEVILLE","WI ","53508","9361","625 W CHURCH ST","BELLEVILLE","WI ","53508","9361","6084243315","1-Local school district","42.858900","-89.543800","0350","Prekindergarten","12th Grade","Wisconsin","955"
"BELMONT COMMUNITY SCHOOL DISTRICT","Wisconsin","5501020","LAFAYETTE COUNTY","55065","55","2","646 EAST LIBERTY ST","BELMONT","WI ","53510","9667","PO BOX 348","BELMONT","WI ","53510","0348","6087625131","1-Local school district","42.741900","-90.326600","0364","Prekindergarten","12th Grade","Wisconsin","366"
"BELOIT SCHOOL DISTRICT","Wisconsin","5501050","ROCK COUNTY","55105","55","18","1633 KEELER AVE","BELOIT","WI ","53511","4799","1633 KEELER AVE","BELOIT","WI ","53511","4799","6083614016","1-Local school district","42.513000","-89.015500","0413","Prekindergarten","12th Grade","Wisconsin","7116"
"BELOIT TURNER SCHOOL DISTRICT","Wisconsin","5501080","ROCK COUNTY","55105","55","4","1237 INMAN PARKWAY","BELOIT","WI ","53511","1723","1237 INMAN PKWY","BELOIT","WI ","53511","1723","6083646372","1-Local school district","42.555400","-89.017200","0422","Prekindergarten","12th Grade","Wisconsin","1451"
"BENTON SCHOOL DISTRICT","Wisconsin","5501110","LAFAYETTE COUNTY","55065","55","2","41 ALMA ST","BENTON","WI ","53803","0007","PO BOX 7","BENTON","WI ","53803","0007","6087594002","1-Local school district","42.568000","-90.384000","0427","Prekindergarten","12th Grade","Wisconsin","250"
"BERLIN AREA SCHOOL DISTRICT","Wisconsin","5501140","GREEN LAKE COUNTY","55047","55","3","295 EAST MARQUETTE ST","BERLIN","WI ","54923","1272","295 E MARQUETTE ST","BERLIN","WI ","54923","1272","9203612004","1-Local school district","43.973900","-88.939400","0434","Prekindergarten","12th Grade","Wisconsin","1669"
"BIG FOOT UHS SCHOOL DISTRICT","Wisconsin","5515480","WALWORTH COUNTY","55127","55","1","401 DEVILS LN","WALWORTH","WI ","53184","0099","PO BOX 99","WALWORTH","WI ","53184","0099","2622752116","1-Local school district","42.527500","-88.593800","6013","9th Grade","12th Grade","Wisconsin","535"
"BIRCHWOOD SCHOOL DISTRICT","Wisconsin","5501170","WASHBURN COUNTY","55129","55","5","300 SOUTH WILSON ST","BIRCHWOOD","WI ","54817","8841","300 S WILSON ST","BIRCHWOOD","WI ","54817","8841","7153543471","1-Local school district","45.654000","-91.553600","0441","Prekindergarten","12th Grade","Wisconsin","328"
"BLACK HAWK SCHOOL DISTRICT","Wisconsin","5505730","LAFAYETTE COUNTY","55065","55","3","202 EAST CENTER ST","SOUTH WAYNE","WI ","53587","9509","PO BOX 303","SOUTH WAYNE","WI ","53587","0303","6084395400","1-Local school district","42.569500","-89.876000","2240","Prekindergarten","12th Grade","Wisconsin","368"
"BLACK RIVER FALLS SCHOOL DISTRICT","Wisconsin","5501260","JACKSON COUNTY","55053","55","6","301 NORTH 4TH ST","BLACK RIVER FALLS","WI ","54615","1227","301 N 4TH ST","BLACK RIVER FALLS","WI ","54615","1227","7152844357","1-Local school district","44.297400","-90.852100","0476","Prekindergarten","12th Grade","Wisconsin","1831"
"BLAIR-TAYLOR SCHOOL DISTRICT","Wisconsin","5500016","TREMPEALEAU COUNTY","55121","55","3","219 SOUTH MAIN ST","BLAIR","WI ","54616","9787","219 S MAIN ST","BLAIR","WI ","54616","9787","6089892881","1-Local school district","44.292700","-91.228800","0485","Prekindergarten","12th Grade","Wisconsin","610"
"BLOOMER SCHOOL DISTRICT","Wisconsin","5501350","CHIPPEWA COUNTY","55017","55","3","1310 17TH AVE","BLOOMER","WI ","54724","1573","1310 17TH AVE","BLOOMER","WI ","54724","1573","7155682800","1-Local school district","45.099700","-91.489700","0497","Prekindergarten","12th Grade","Wisconsin","1189"
"BONDUEL SCHOOL DISTRICT","Wisconsin","5501470","SHAWANO COUNTY","55115","55","3","400 WEST GREEN BAY ST","BONDUEL","WI ","54107","9268","PO BOX 310","BONDUEL","WI ","54107","9268","7157584860","1-Local school district","44.741400","-88.450800","0602","Prekindergarten","12th Grade","Wisconsin","840"
"BOSCOBEL AREA SCHOOL DISTRICT","Wisconsin","5501500","GRANT COUNTY","55043","55","3","1110 PARK ST","BOSCOBEL","WI ","53805","1749","1110 PARK ST","BOSCOBEL","WI ","53805","1749","6083754164","1-Local school district","43.134200","-90.702500","0609","Prekindergarten","12th Grade","Wisconsin","840"
"BOWLER SCHOOL DISTRICT","Wisconsin","5501560","SHAWANO COUNTY","55115","55","2","500 SOUTH ALMON RD","BOWLER","WI ","54416","0008","PO BOX 8","BOWLER","WI ","54416","0008","7157934101","1-Local school district","44.858900","-88.982800","0623","Prekindergarten","12th Grade","Wisconsin","376"
"BOYCEVILLE COMMUNITY SCHOOL DISTRICT","Wisconsin","5501590","DUNN COUNTY","55033","55","3","1003 TIFFANY ST","BOYCEVILLE","WI ","54725","9407","1003 TIFFANY ST","BOYCEVILLE","WI ","54725","9407","7156433647","1-Local school district","45.045500","-92.038200","0637","Prekindergarten","12th Grade","Wisconsin","766"
"BRIGHTON #1 SCHOOL DISTRICT","Wisconsin","5501650","KENOSHA COUNTY","55059","55","1","1200 248TH AVE","KANSASVILLE","WI ","53139","9601","1200 248TH AVE","KANSASVILLE","WI ","53139","9601","2628782191","1-Local school district","42.640700","-88.112100","0657","Prekindergarten","8th Grade","Wisconsin","209"
"BRILLION SCHOOL DISTRICT","Wisconsin","5501680","CALUMET COUNTY","55015","55","3","315 SOUTH MAIN ST","BRILLION","WI ","54110","1294","315S MAIN ST","BRILLION","WI ","54110","1294","9207562368","1-Local school district","44.174200","-88.064400","0658","Prekindergarten","12th Grade","Wisconsin","957"
"BRISTOL #1 SCHOOL DISTRICT","Wisconsin","5501710","KENOSHA COUNTY","55059","55","1","20121 83RD ST","BRISTOL","WI ","53104","9779","20121 83RD ST","BRISTOL","WI ","53104","9779","2628572334","1-Local school district","42.557300","-88.052900","0665","Prekindergarten","8th Grade","Wisconsin","718"
"BRODHEAD SCHOOL DISTRICT","Wisconsin","5501740","GREEN COUNTY","55045","55","3","2501 WEST 5TH AVE","BRODHEAD","WI ","53520","2010","2501 W 5TH AVE","BRODHEAD","WI ","53520","2010","6088972141","1-Local school district","42.605800","-89.382000","0700","Prekindergarten","12th Grade","Wisconsin","1046"
"BROWN CO CDEB","Wisconsin","5500018","BROWN COUNTY","55009","55","1","755 SCHEURING RD","DE PERE","WI ","54115","1701","755 SCHEURING RD","DE PERE","WI ","54115","1701","9203365754","4-Regional education services agency","44.429800","-88.080800","6905","†","†","Wisconsin","†"
"BROWN DEER SCHOOL DISTRICT","Wisconsin","5501800","MILWAUKEE COUNTY","55079","55","2","8200 NORTH 60TH ST","BROWN DEER","WI ","53223","3598","8200 N 60TH ST","BROWN DEER","WI ","53223","3598","4143716750","1-Local school district","43.166100","-87.984700","0721","Prekindergarten","12th Grade","Wisconsin","1618"
"BRUCE GUADALUPE AGENCY","Wisconsin","5500059","MILWAUKEE COUNTY","55079","55","1","1028 SOUTH 9TH ST","MILWAUKEE","WI ","53204","1335","1028 S 9TH ST","MILWAUKEE","WI ","53204","1335","4146436441","7-Charter school agency","43.020600","-87.921800","8123","Prekindergarten","8th Grade","Wisconsin","1027"
"BRUCE SCHOOL DISTRICT","Wisconsin","5501830","RUSK COUNTY","55107","55","3","104 WEST WASHINGTON AVE","BRUCE","WI ","54819","9641","104 W WASHINGTON AVE","BRUCE","WI ","54819","9641","7158682533","1-Local school district","45.459000","-91.273700","0735","Prekindergarten","12th Grade","Wisconsin","509"
"BURLINGTON AREA SCHOOL DISTRICT","Wisconsin","5501890","RACINE COUNTY","55101","55","7","100 NORTH KANE ST","BURLINGTON","WI ","53105","1896","100 N KANE ST","BURLINGTON","WI ","53105","1896","2627630210","1-Local school district","42.676300","-88.276600","0777","Prekindergarten","12th Grade","Wisconsin","3163"
"BUTTERNUT SCHOOL DISTRICT","Wisconsin","5501920","ASHLAND COUNTY","55003","55","3","312 WEST WISCONSIN ST","BUTTERNUT","WI ","54514","0247","PO BOX 247","BUTTERNUT","WI ","54514","0247","7157693434","1-Local school district","46.016000","-90.496300","0840","Prekindergarten","12th Grade","Wisconsin","198"
"CADOTT COMMUNITY SCHOOL DISTRICT","Wisconsin","5502040","CHIPPEWA COUNTY","55017","55","3","426 MYRTLE ST","CADOTT","WI ","54727","0310","426 MYRTLE ST","CADOTT","WI ","54727","0310","7152893795","1-Local school district","44.949200","-91.148200","0870","Prekindergarten","12th Grade","Wisconsin","856"
"CALUMET CO CDEB","Wisconsin","5500049","CALUMET COUNTY","55015","55","0","530 WEST MAIN ST","CHILTON","WI ","53014","1369","530 W MAIN ST","CHILTON","WI ","53014","1369","9208499384","4-Regional education services agency","44.023000","-88.173900","6908","†","†","Wisconsin","†"
"CAMBRIA-FRIESLAND SCHOOL DISTRICT","Wisconsin","5502070","COLUMBIA COUNTY","55021","55","2","410 EAST EDGEWATER ST","CAMBRIA","WI ","53923","1000","410 E EDGEWATER ST","CAMBRIA","WI ","53923","1000","9203485548","1-Local school district","43.541400","-89.102600","0882","Prekindergarten","12th Grade","Wisconsin","401"
"CAMBRIDGE SCHOOL DISTRICT","Wisconsin","5502100","JEFFERSON COUNTY","55055","55","3","403 BLUE JAY WAY","CAMBRIDGE","WI ","53523","9547","403 BLUE JAY WAY","CAMBRIDGE","WI ","53523","9547","6084234345","1-Local school district","43.006500","-89.010000","0896","Prekindergarten","12th Grade","Wisconsin","915"
"CAMERON SCHOOL DISTRICT","Wisconsin","5502130","BARRON COUNTY","55005","55","4","700 SOUTH 1ST ST","CAMERON","WI ","54822","0378","PO BOX 378","CAMERON","WI ","54822","0378","7154584560","1-Local school district","45.402500","-91.738300","0903","Prekindergarten","12th Grade","Wisconsin","1116"
"CAMPBELLSPORT SCHOOL DISTRICT","Wisconsin","5502160","FOND DU LAC COUNTY","55039","55","4","114 WEST SHEBOYGAN ST","CAMPBELLSPORT","WI ","53010","2791","114 W SHEBOYGAN ST","CAMPBELLSPORT","WI ","53010","2791","9205338381","1-Local school district","43.601200","-88.287100","0910","Prekindergarten","12th Grade","Wisconsin","1395"
"CAPITOL WEST ACADEMY AGENCY","Wisconsin","5500114","MILWAUKEE COUNTY","55079","55","1","3939 NORTH 88TH ST","MILWAUKEE","WI ","53222","2748","3939 N 88TH ST","MILWAUKEE","WI ","53222","2748","4144651355","7-Charter school agency","43.088700","-88.022700","8114","Prekindergarten","8th Grade","Wisconsin","296"
"CASHTON SCHOOL DISTRICT","Wisconsin","5502340","MONROE COUNTY","55081","55","2","540 COE ST","CASHTON","WI ","54619","0129","PO BOX 129","CASHTON","WI ","54619","0129","6086545131","1-Local school district","43.740800","-90.780100","0980","Prekindergarten","12th Grade","Wisconsin","563"
"CASSVILLE SCHOOL DISTRICT","Wisconsin","5502400","GRANT COUNTY","55043","55","2","715 EAST AMELIA ST","CASSVILLE","WI ","53806","9685","715 E AMELIA ST","CASSVILLE","WI ","53806","9685","6087255116","1-Local school district","42.710800","-90.983900","0994","Prekindergarten","12th Grade","Wisconsin","197"
"CEDAR GROVE-BELGIUM AREA SCHOOL DISTRICT","Wisconsin","5502430","SHEBOYGAN COUNTY","55117","55","3","321 NORTH 2ND ST","CEDAR GROVE","WI ","53013","1641","321 N 2ND ST","CEDAR GROVE","WI ","53013","1641","9206688686","1-Local school district","43.575300","-87.825600","1029","Prekindergarten","12th Grade","Wisconsin","1122"
"CEDARBURG SCHOOL DISTRICT","Wisconsin","5502460","OZAUKEE COUNTY","55089","55","6","W68N611 EVERGREEN BLVD","CEDARBURG","WI ","53012","1899","W68N611 EVERGREEN BLVD","CEDARBURG","WI ","53012","1899","2623766100","1-Local school district","43.298200","-87.994700","1015","Prekindergarten","12th Grade","Wisconsin","3014"
"CENTRAL CITY CYBERSCHOOL AGENCY","Wisconsin","5500041","MILWAUKEE COUNTY","55079","55","1","4301 NORTH 44TH ST","MILWAUKEE","WI ","53216","","4301 N 44TH ST","MILWAUKEE","WI ","53216","","4144442330","7-Charter school agency","43.095500","-87.969100","8105","Prekindergarten","8th Grade","Wisconsin","422"
"CENTRAL/WESTOSHA UHS SCHOOL DISTRICT","Wisconsin","5513290","KENOSHA COUNTY","55059","55","1","24617 75TH ST","SALEM","WI ","53168","0038","PO BOX 38","SALEM","WI ","53168","0038","2628432321","1-Local school district","42.564500","-88.111700","5054","9th Grade","12th Grade","Wisconsin","1173"
"CHEQUAMEGON SCHOOL DISTRICT","Wisconsin","5500058","PRICE COUNTY","55099","55","5","420 9TH ST NORTH","PARK FALLS","WI ","54552","1384","420 9TH ST N","PARK FALLS","WI ","54552","1384","7157622474","1-Local school district","45.945900","-90.454400","1071","Prekindergarten","12th Grade","Wisconsin","755"
"CHETEK-WEYERHAEUSER AREA SCHOOL DISTRICT","Wisconsin","5500061","BARRON COUNTY","55005","55","5","1001 KNAPP ST","CHETEK","WI ","54728","9107","PO BOX 6","CHETEK","WI ","54728","0006","7159242226","1-Local school district","45.312600","-91.661600","1080","Prekindergarten","12th Grade","Wisconsin","959"
"CHILTON SCHOOL DISTRICT","Wisconsin","5502520","CALUMET COUNTY","55015","55","3","530 WEST MAIN ST","CHILTON","WI ","53014","1369","530 W MAIN ST","CHILTON","WI ","53014","1369","9208498109","1-Local school district","44.023600","-88.173100","1085","Prekindergarten","12th Grade","Wisconsin","1170"
"CHIPPEWA FALLS AREA UNIFIED SCHOOL DISTRICT","Wisconsin","5502550","CHIPPEWA COUNTY","55017","55","9","1130 MILES ST","CHIPPEWA FALLS","WI ","54729","1923","1130 MILES ST","CHIPPEWA FALLS","WI ","54729","1923","7157262417","1-Local school district","44.932500","-91.408500","1092","Prekindergarten","12th Grade","Wisconsin","5081"
"CLAYTON SCHOOL DISTRICT","Wisconsin","5502580","POLK COUNTY","55095","55","3","236 POLK AVE WEST","CLAYTON","WI ","54004","0130","PO BOX 130","CLAYTON","WI ","54004","0130","7159482163","1-Local school district","45.329300","-92.176000","1120","Prekindergarten","12th Grade","Wisconsin","421"
"CLEAR LAKE SCHOOL DISTRICT","Wisconsin","5502610","POLK COUNTY","55095","55","3","1101 3RD ST SW","CLEAR LAKE","WI ","54005","8511","1101 3RD ST SW","CLEAR LAKE","WI ","54005","8511","7152632114","1-Local school district","45.240800","-92.270500","1127","Prekindergarten","12th Grade","Wisconsin","612"
"CLINTON COMMUNITY SCHOOL DISTRICT","Wisconsin","5502640","ROCK COUNTY","55105","55","3","112 MILWAUKEE RD","CLINTON","WI ","53525","0566","112 MILWAUKEE RD","CLINTON","WI ","53525","0566","6086765482","1-Local school district","42.559000","-88.856700","1134","Prekindergarten","12th Grade","Wisconsin","1187"
"CLINTONVILLE SCHOOL DISTRICT","Wisconsin","5502670","WAUPACA COUNTY","55135","55","4","45 WEST GREEN TREE RD","CLINTONVILLE","WI ","54929","1595","45 W GREEN TREE RD","CLINTONVILLE","WI ","54929","1595","7158237215","1-Local school district","44.634200","-88.757400","1141","Prekindergarten","12th Grade","Wisconsin","1381"
"COCHRANE-FOUNTAIN CITY SCHOOL DISTRICT","Wisconsin","5502700","BUFFALO COUNTY","55011","55","2","S2770 STATE HWY 35","FOUNTAIN CITY","WI ","54629","0517","S2770 STATE HWY 35","FOUNTAIN CITY","WI ","54629","0517","6086877771","1-Local school district","44.190900","-91.780500","1155","Prekindergarten","12th Grade","Wisconsin","701"
"COLBY SCHOOL DISTRICT","Wisconsin","5502730","CLARK COUNTY","55019","55","4","505 WEST SPENCE ST","COLBY","WI ","54421","0139","PO BOX 139","COLBY","WI ","54421","0139","7152232301","1-Local school district","44.909500","-90.320800","1162","Prekindergarten","12th Grade","Wisconsin","939"
"COLEMAN SCHOOL DISTRICT","Wisconsin","5502760","MARINETTE COUNTY","55075","55","3","347 BUSINESS 141 NORTH","COLEMAN","WI ","54112","0259","347 BUSINESS 141 N","COLEMAN","WI ","54112","0259","9208974011","1-Local school district","45.070400","-88.035800","1169","Prekindergarten","12th Grade","Wisconsin","715"
"COLFAX SCHOOL DISTRICT","Wisconsin","5502790","DUNN COUNTY","55033","55","2","601 UNIVERSITY AVE","COLFAX","WI ","54730","9773","601 UNIVERSITY AVE","COLFAX","WI ","54730","9773","7159623773","1-Local school district","45.001400","-91.724100","1176","Prekindergarten","12th Grade","Wisconsin","871"
"COLUMBUS SCHOOL DISTRICT","Wisconsin","5502820","COLUMBIA COUNTY","55021","55","4","200 WEST SCHOOL ST","COLUMBUS","WI ","53925","1453","200 W SCHOOL ST","COLUMBUS","WI ","53925","1453","9206235950","1-Local school district","43.336900","-89.019100","1183","Prekindergarten","12th Grade","Wisconsin","1256"
"COOPERATIVE ED SERV AGCY 01","Wisconsin","5500022","WAUKESHA COUNTY","55133","55","0","N25W23131 PAUL RD","PEWAUKEE","WI ","53072","5734","N25W23131 PAUL RD STE 100","PEWAUKEE","WI ","53072","5734","2627879500","4-Regional education services agency","43.065400","-88.208000","9901","†","†","Wisconsin","†"
"COOPERATIVE ED SERV AGCY 02","Wisconsin","5500023","WALWORTH COUNTY","55127","55","0","1221 INNOVATION DR","WHITEWATER","WI ","53190","1502","1221 INNOVATION DR","WHITEWATER","WI ","53190","1502","2624731473","4-Regional education services agency","42.839000","-88.704200","9902","†","†","Wisconsin","†"
