"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ARTS BASED SCHOOL","North Carolina","3700126","FORSYTH COUNTY","37067","37","1","1380 MARTIN LUTHER KING JR DR","WINSTON-SALEM","NC ","27101","","1380 MARTIN LUTHER KING JR DR","WINSTON-SALEM","NC ","27101","","3367484116","7-Charter school agency","36.104400","-80.243300","34G","Kindergarten","7th Grade","North Carolina","446"
"ARTSPACE CHARTER","North Carolina","3700117","BUNCOMBE COUNTY","37021","37","1","2030 US HWY 70","SWANNANOA","NC ","28778","","2030 US HWY 70","SWANNANOA","NC ","28778","","8282982787","7-Charter school agency","35.594700","-82.428700","11B","Kindergarten","8th Grade","North Carolina","383"
"ASHE COUNTY SCHOOLS","North Carolina","3700210","ASHE COUNTY","37009","37","5","320 SOUTH ST","JEFFERSON","NC ","28640","0604","PO BOX 604","JEFFERSON","NC ","28640","0604","3362467175","1-Local school district","36.419900","-81.470100","050","Prekindergarten","12th Grade","North Carolina","3174"
"ASHE COUNTY TRAC","North Carolina","3700168","ASHE COUNTY","37009","37","0","134 GOVERNMENT CIRCLE","JEFFERSON","NC ","28640","","134 GOVERNMENT CIRCLE","JEFFERSON","NC ","28640","","3362192650","8-Other education agency","36.419300","-81.459100","704","†","†","North Carolina","†"
"ASHEBORO CITY SCHOOLS","North Carolina","3700240","RANDOLPH COUNTY","37151","37","8","1126 SOUTH PARK ST","ASHEBORO","NC ","27203","1103","PO BOX 1103","ASHEBORO","NC ","27204","1103","3366255104","1-Local school district","35.691400","-79.820300","761","Prekindergarten","12th Grade","North Carolina","4724"
"ASHEVILLE CITY SCHOOLS","North Carolina","3700270","BUNCOMBE COUNTY","37021","37","8","85 MOUNTAIN ST","ASHEVILLE","NC ","28801","7347","PO BOX 7347","ASHEVILLE","NC ","28802","7347","8283507000","1-Local school district","35.597500","-82.542300","111","Kindergarten","12th Grade","North Carolina","4230"
"AVERY COUNTY SCHOOLS","North Carolina","3700300","AVERY COUNTY","37011","37","11","775 CRANBERRY ST","NEWLAND","NC ","28657","1360","775 CRANBERRY STREET","NEWLAND","NC ","28657","1360","8287336006","1-Local school district","36.095700","-81.929500","060","Prekindergarten","12th Grade","North Carolina","2155"
"BEAR GRASS CHARTER SCHOOL","North Carolina","3700322","MARTIN COUNTY","37117","37","1","6344 EAST BEAR GRASS RD","WILLIAMSTON","NC ","27982","","6344 E BEAR GRASS RD","WILLIAMSTON","NC ","27982","","2527891010","7-Charter school agency","35.767600","-77.127400","58B","6th Grade","12th Grade","North Carolina","296"
"BEAUFORT COUNTY SCHOOLS","North Carolina","3700330","BEAUFORT COUNTY","37013","37","14","321 SMAW RD","WASHINGTON","NC ","27889","3937","321 SMAW ROAD","WASHINGTON","NC ","27889","3937","2529466593","1-Local school district","35.542000","-77.021500","070","Prekindergarten","12th Grade","North Carolina","7003"
"BERTIE COUNTY SCHOOLS","North Carolina","3700360","BERTIE COUNTY","37015","37","9","222 COUNTY FARM RD","WINDSOR","NC ","27983","0010","PO BOX 10","WINDSOR","NC ","27983","0010","2527946025","1-Local school district","35.978100","-76.947500","080","Prekindergarten","12th Grade","North Carolina","2625"
"BETHANY COMMUNITY MIDDLE","North Carolina","3700110","ROCKINGHAM COUNTY","37157","37","1","181 BETHANY RD","REIDSVILLE","NC ","27320","","181 BETHANY ROAD","REIDSVILLE","NC ","27320","","3369512500","7-Charter school agency","36.310000","-79.858600","79A","6th Grade","8th Grade","North Carolina","252"
"BETHEL HILL CHARTER","North Carolina","3700109","PERSON COUNTY","37145","37","1","401 BETHEL HILL SCHOOL RD","ROXBORO","NC ","27574","7503","401 BETHEL HILL SCHOOL ROAD","ROXBORO","NC ","27574","7503","3365992823","7-Charter school agency","36.504300","-78.916800","73A","Kindergarten","6th Grade","North Carolina","394"
"BLADEN COUNTY SCHOOLS","North Carolina","3700390","BLADEN COUNTY","37017","37","13","1489 US HWY 701 SOUTH","ELIZABETHTOWN","NC ","28337","0037","PO BOX 37","ELIZABETHTOWN","NC ","28337","0037","9108624136","1-Local school district","34.612500","-78.614200","090","Prekindergarten","12th Grade","North Carolina","4725"
"BOLD KIDS AFTER SCHOOL PROG","North Carolina","3700156","MECKLENBURG COUNTY","37119","37","0","2425C WESTINGHOUSE RD","CHARLOTTE","NC ","28273","","2425C WESTINGHOUSE ROAD","CHARLOTTE","NC ","28273","","7045873980","8-Other education agency","35.130700","-80.945600","724","†","†","North Carolina","†"
"BRADFORD PREPARATORY SCHOOL","North Carolina","3700356","CABARRUS COUNTY","37025","37","0","TBD","TBD","NC ","28075","","5179 ROCKY RIVER CROSSING ROAD","HARRISBURG","NC ","28075","","7047018132","7-Charter school agency","35.309500","-80.647800","60S","†","†","North Carolina","†"
"BREVARD ACADEMY","North Carolina","3700068","TRANSYLVANIA COUNTY","37175","37","1","299 ANDANTE LN","BREVARD","NC ","28712","","299 ANDANTE LANE","BREVARD","NC ","28712","","8288852665","7-Charter school agency","35.242500","-82.751200","88A","Kindergarten","8th Grade","North Carolina","227"
"BRIDGES CHARTER SCHOOL","North Carolina","3700041","WILKES COUNTY","37193","37","1","2587 PLEASANT RIDGE RD","STATE ROAD","NC ","28676","","2587 PLEASANT RIDGE ROAD","STATE ROAD","NC ","28676","","3368742721","7-Charter school agency","36.315200","-80.884800","97D","Kindergarten","8th Grade","North Carolina","147"
"BRUNSWICK COUNTY SCHOOLS","North Carolina","3700420","BRUNSWICK COUNTY","37019","37","19","35 REFERENDUM DR","BOLIVIA","NC ","28422","0189","35 REFERENDUM DRIVE","BOLIVIA","NC ","28422","0189","9102532900","1-Local school district","34.056200","-78.165000","100","Prekindergarten","12th Grade","North Carolina","12415"
"BUNCOMBE COUNTY SCHOOLS","North Carolina","3700450","BUNCOMBE COUNTY","37021","37","42","175 BINGHAM RD","ASHEVILLE","NC ","28806","3800","175 BINGHAM ROAD","ASHEVILLE","NC ","28806","3800","8282324160","1-Local school district","35.606800","-82.583700","110","Kindergarten","12th Grade","North Carolina","25495"
"BURKE COUNTY SCHOOLS","North Carolina","3700480","BURKE COUNTY","37023","37","27","700 EAST PARKER RD","MORGANTON","NC ","28655","0989","PO DRAWER 989","MORGANTON","NC ","28680","0989","8284394311","1-Local school district","35.724800","-81.645300","120","Prekindergarten","12th Grade","North Carolina","12810"
"CABARRUS CHARTER ACADEMY","North Carolina","3700347","CABARRUS COUNTY","37025","37","1","355 POPLAR CROSSING DR NW","CONCORD","NC ","28077","","355 POPLAR CROSSING DRIVE NW","CONCORD","NC ","28077","","7042782500","7-Charter school agency","35.410400","-80.669100","13B","Kindergarten","6th Grade","North Carolina","646"
"CABARRUS COUNTY SCHOOLS","North Carolina","3700530","CABARRUS COUNTY","37025","37","38","4401 OLD AIRPORT RD","CONCORD","NC ","28025","7188","PO BOX 388","CONCORD","NC ","28026","0388","7042626123","1-Local school district","35.388300","-80.506300","130","Prekindergarten","12th Grade","North Carolina","30088"
"CALDWELL COUNTY SCHOOLS","North Carolina","3700580","CALDWELL COUNTY","37027","37","26","1914 HICKORY BLVD SW","LENOIR","NC ","28645","6404","1914 HICKORY BOULEVARD SW","LENOIR","NC ","28645","6404","8287288407","1-Local school district","35.880900","-81.513600","140","Prekindergarten","12th Grade","North Carolina","12103"
"CAMDEN COUNTY SCHOOLS","North Carolina","3700600","CAMDEN COUNTY","37029","37","5","174 NC HWY 343 NORTH","CAMDEN","NC ","27921","9614","174 NC HWY 343 N","CAMDEN","NC ","27921","9614","2523350831","1-Local school district","36.334600","-76.182000","150","Kindergarten","12th Grade","North Carolina","1903"
"CAPE FEAR CENTER FOR INQUIRY","North Carolina","3700108","NEW HANOVER COUNTY","37129","37","1","2525 WONDER WAY","WILMINGTON","NC ","28401","","2525 WONDER WAY","WILMINGTON","NC ","28401","","9103620000","7-Charter school agency","34.234100","-77.941700","65A","Kindergarten","8th Grade","North Carolina","368"
"CARDINAL CHARTER","North Carolina","3700358","WAKE COUNTY","37183","37","0","TBD","TBD","NC ","27615","","7917 BLUFFRIDGE DRIVE","RALEIGH","NC ","27615","","9197572343","7-Charter school agency","35.891100","-78.635800","92W","†","†","North Carolina","†"
"CAROLINA INTERNATIONAL SCHOOL","North Carolina","3700133","CABARRUS COUNTY","37025","37","1","8810 HICKORY RIDGE RD","HARRISBURG","NC ","28075","","8810 HICKORY RIDGE ROAD","HARRISBURG","NC ","28075","","7044553847","7-Charter school agency","35.294900","-80.624800","13A","Kindergarten","10th Grade","North Carolina","589"
"CAROLINA STEM ACADEMY","North Carolina","3700376","MECKLENBURG COUNTY","37119","37","0","TBD","TBD","NC ","28269","","5129 CHESTNUT KNOLL LANE, SUIT","CHARLOTTE","NC ","28269","","7047788595","7-Charter school agency","35.331700","-80.801500","60T","†","†","North Carolina","†"
"CARTER COMMUNITY CHARTER","North Carolina","3700054","DURHAM COUNTY","37063","37","1","4100 NORTH ROXBORO ST","DURHAM","NC ","27704","","4100 N ROXBORO ST","DURHAM","NC ","27704","","9197972340","7-Charter school agency","36.047600","-78.900300","32C","Kindergarten","8th Grade","North Carolina","273"
"CARTER G WOODSON SCHOOL","North Carolina","3700027","FORSYTH COUNTY","37067","37","1","437 GOLDFLOSS ST","WINSTON-SALEM","NC ","27127","3100","437 GOLDFLOSS STREET","WINSTON-SALEM","NC ","27127","3100","3367236838","7-Charter school agency","36.067300","-80.229800","34D","Kindergarten","12th Grade","North Carolina","452"
"CARTERET COUNTY PUBLIC SCHOOLS","North Carolina","3700630","CARTERET COUNTY","37031","37","17","107 SAFRIT DR","BEAUFORT","NC ","28516","9017","107 SAFRIT DRIVE","BEAUFORT","NC ","28516","9017","2527284583","1-Local school district","34.717700","-76.649600","160","Prekindergarten","12th Grade","North Carolina","8428"
"CASA ESPERANZA MONTESSORI","North Carolina","3700131","WAKE COUNTY","37183","37","1","2600 SUMNER BLVD 130","RALEIGH","NC ","27616","","2600 SUMNER BLVD #130","RALEIGH","NC ","27616","","9198559811","7-Charter school agency","35.872600","-78.590900","92R","Kindergarten","8th Grade","North Carolina","392"
"CASWELL COUNTY SCHOOLS","North Carolina","3700660","CASWELL COUNTY","37033","37","6","353 COUNTY HOME RD","YANCEYVILLE","NC ","27379","0160","PO BOX 160","YANCEYVILLE","NC ","27379","0160","3366944116","1-Local school district","36.420600","-79.343300","170","Prekindergarten","12th Grade","North Carolina","2748"
"CATAWBA COUNTY SCHOOLS","North Carolina","3700690","CATAWBA COUNTY","37035","37","28","2285 NORTH ANDERSON AVE","NEWTON","NC ","28658","1000","PO BOX 1010","NEWTON","NC ","28658","1000","8284648333","1-Local school district","35.686300","-81.217300","180","Prekindergarten","12th Grade","North Carolina","16876"
"CENTRAL PARK SCHOOL FOR CHILDREN","North Carolina","3700130","DURHAM COUNTY","37063","37","1","724 FOSTER ST","DURHAM","NC ","27701","","724 FOSTER STREET","DURHAM","NC ","27701","","9196821200","7-Charter school agency","36.004700","-78.901000","32K","Kindergarten","5th Grade","North Carolina","317"
"CHAPEL HILL-CARRBORO CITY SCHOOLS","North Carolina","3700720","ORANGE COUNTY","37135","37","20","750 SOUTH MERRITT MILL RD","CHAPEL HILL","NC ","27516","2878","750 S MERRITT MILL RD","CHAPEL HILL","NC ","27516","2878","9199678211","1-Local school district","35.903400","-79.067900","681","Prekindergarten","12th Grade","North Carolina","12166"
"CHARLOTTE CHOICE CHARTER","North Carolina","3700339","MECKLENBURG COUNTY","37119","37","1","1000 ANDERSON ST","CHARLOTTE","NC ","28205","","P  BOX 44065","CHARLOTTE","NC ","28205","","9802728308","7-Charter school agency","35.244100","-80.794900","60P","Kindergarten","5th Grade","North Carolina","197"
"CHARLOTTE LEARNING ACADEMY","North Carolina","3700357","MECKLENBURG COUNTY","37119","37","0","TBD","TBD","NC ","28277","","11205 SEDGEMOOR LANE","CHARLOTTE","NC ","28277","","7046617134","7-Charter school agency","35.057000","-80.817500","60V","†","†","North Carolina","†"
"CHARLOTTE SECONDARY SCHOOL","North Carolina","3700143","MECKLENBURG COUNTY","37119","37","1","8310 MCALPINE PARK DR","CHARLOTTE","NC ","28211","","8310 MCALPINE PARK DR","CHARLOTTE","NC ","28211","","7042950137","7-Charter school agency","35.157000","-80.752100","60K","6th Grade","10th Grade","North Carolina","330"
"CHARLOTTE-MECKLENBURG SCHOOLS","North Carolina","3702970","MECKLENBURG COUNTY","37119","37","160","CHARLOTTEMECKLENBURG GOV CENT","CHARLOTTE","NC ","28202","2825","PO BOX 30035","CHARLOTTE","NC ","28230","0035","9803436270","1-Local school district","35.218500","-80.841300","600","Prekindergarten","12th Grade","North Carolina","142991"
"CHARTER DAY SCHOOL","North Carolina","3700102","BRUNSWICK COUNTY","37019","37","1","7055 BACON'S WAY","LELAND","NC ","28451","","7055 BACON'S WAY","LELAND","NC ","28451","","9106551214","7-Charter school agency","34.283100","-78.137100","10A","Kindergarten","8th Grade","North Carolina","925"
"CHATHAM CHARTER","North Carolina","3700020","CHATHAM COUNTY","37037","37","1","2200 HAMP STONE RD","SILER CITY","NC ","27344","0245","PO BOX 245","SILER CITY","NC ","27344","0245","9197424550","7-Charter school agency","35.742900","-79.481000","19A","Kindergarten","10th Grade","North Carolina","439"
"CHATHAM COUNTY SCHOOLS","North Carolina","3700750","CHATHAM COUNTY","37037","37","17","369 WEST ST","PITTSBORO","NC ","27312","0128","PO BOX 128","PITTSBORO","NC ","27312","0128","9195423626","1-Local school district","35.720500","-79.184600","190","Prekindergarten","12th Grade","North Carolina","8229"
"CHEROKEE CENTRAL SCHOOLS","North Carolina","3700153","SWAIN COUNTY","37173","37","0","738 ACQUONI RD","CHEROKEE","NC ","28719","0134","PO BOX 134","CHEROKEE","NC ","28719","0134","8284976370","6-Federally operated institution","35.483400","-83.314600","209","Kindergarten","12th Grade","North Carolina","0"
"CHEROKEE COUNTY SCHOOLS","North Carolina","3700780","CHEROKEE COUNTY","37039","37","14","911 ANDREWS RD","MURPHY","NC ","28906","3501","911 ANDREWS ROAD","MURPHY","NC ","28906","3501","8288372722","1-Local school district","35.101700","-84.019600","200","Prekindergarten","12th Grade","North Carolina","3326"
"CHILDREN'S VILLAGE ACADEMY","North Carolina","3700031","LENOIR COUNTY","37107","37","1","701 NORTH ADKIN ST","KINSTON","NC ","28501","2206","PO BOX 2206","KINSTON","NC ","28501","2206","2529391958","7-Charter school agency","35.266300","-77.567700","54A","Kindergarten","8th Grade","North Carolina","241"
"CIS ACADEMY","North Carolina","3700040","ROBESON COUNTY","37155","37","1","818 WEST 3RD ST","PEMBROKE","NC ","28372","","PO BOX 706","LUMBERTON","NC ","28359","0706","9105211669","7-Charter school agency","34.685000","-79.203400","78A","6th Grade","8th Grade","North Carolina","109"
"CLAY COUNTY SCHOOLS","North Carolina","3700870","CLAY COUNTY","37043","37","3","154 YELLOW JACKET DR","HAYESVILLE","NC ","28904","0178","PO BOX 178","HAYESVILLE","NC ","28904","0178","8283898513","1-Local school district","35.040500","-83.815900","220","Prekindergarten","12th Grade","North Carolina","1319"
"CLEVELAND COUNTY COMMUNITY IN-SCHOOLS","North Carolina","3700174","CLEVELAND COUNTY","37045","37","0","502 SOUTH LAFAYETTE ST","SHELBY","NC ","28150","","502 S LAFAYETTE ST","SHELBY","NC ","28150","","7044805569","8-Other education agency","35.286000","-81.540700","706","†","†","North Carolina","†"
"CLEVELAND COUNTY SCHOOLS","North Carolina","3700900","CLEVELAND COUNTY","37045","37","29","400 WEST MARION ST","SHELBY","NC ","28150","6297","400 WEST MARION STREET","SHELBY","NC ","28150","6297","7044768000","1-Local school district","35.292900","-81.545600","230","Prekindergarten","12th Grade","North Carolina","15118"
"CLINTON CITY SCHOOLS","North Carolina","3700930","SAMPSON COUNTY","37163","37","5","300 WESTOVER RD","CLINTON","NC ","28328","4118","300 WESTOVER ROAD","CLINTON","NC ","28328","4118","9105923132","1-Local school district","34.991700","-78.334100","821","Prekindergarten","12th Grade","North Carolina","3055"
"CLOVER GARDEN","North Carolina","3700116","ALAMANCE COUNTY","37001","37","1","2454 ALTAMHAW UNION RIDGE RD","BURLINGTON","NC ","27217","","2454 ALTAMHAW UNION RIDGE ROAD","BURLINGTON","NC ","27217","","3365869440","7-Charter school agency","36.187900","-79.471400","01C","Kindergarten","12th Grade","North Carolina","555"
"COASTAL ACADEMY FOR TECHNOLOGY & SCIENCE","North Carolina","3700051","CARTERET COUNTY","37031","37","1","1108 BRIDGES ST","MOREHEAD CITY","NC ","28557","","1108 BRIDGES STREET","MOREHEAD CITY","NC ","28557","","2527261601","7-Charter school agency","34.722600","-76.717000","16A","9th Grade","12th Grade","North Carolina","43"
"COLUMBUS CHARTER SCHOOL","North Carolina","3700140","COLUMBUS COUNTY","37047","37","1","35 BACON'S WAY","WHITEVILLE","NC ","28472","","35 BACON'S WAY","WHITEVILLE","NC ","28472","","9106414042","7-Charter school agency","34.404300","-78.772600","24N","Kindergarten","8th Grade","North Carolina","834"
"COLUMBUS COUNTY SCHOOLS","North Carolina","3700960","COLUMBUS COUNTY","37047","37","18","817 WASHINGTON ST","WHITEVILLE","NC ","28472","0729","PO BOX 729","WHITEVILLE","NC ","28472","0729","9106425168","1-Local school district","34.337500","-78.719800","240","Prekindergarten","12th Grade","North Carolina","6102"
"COMMONWEALTH HIGH SCHOOL","North Carolina","3700382","MECKLENBURG COUNTY","37119","37","0","TBD","TBD","NC ","28202","","2017 E. 7TH STREET","CHARLOTTE","NC ","28204","","9807214350","7-Charter school agency","35.227500","-80.843400","60U","†","†","North Carolina","†"
"COMMUNITIES IN-SCHOOLS OF BRUNSWICK COUNTY","North Carolina","3700171","BRUNSWICK COUNTY","37019","37","0","–","SOUTHPORT","NC ","28461","","PO BOX 10087","SOUTHPORT","NC ","28461","","9104573494","8-Other education agency","34.056300","-78.164700","705","†","†","North Carolina","†"
"COMMUNITY CHARTER SCHOOL","North Carolina","3700032","MECKLENBURG COUNTY","37119","37","1","510 SOUTH TORRENCE ST","CHARLOTTE","NC ","28204","2204","510 SOUTH TORRENCE STREET","CHARLOTTE","NC ","28204","2204","7043773180","7-Charter school agency","35.210300","-80.833400","60A","Kindergarten","5th Grade","North Carolina","150"
"COMMUNITY SCHOOL OF DAVIDSON","North Carolina","3700135","MECKLENBURG COUNTY","37119","37","1","565 GRIFFITH ST","DAVIDSON","NC ","28036","","565 GRIFFITH STREET","DAVIDSON","NC ","28036","","7048966262","7-Charter school agency","35.501800","-80.859300","60I","Kindergarten","12th Grade","North Carolina","1297"
"CONCRETE ROSES STEM ACADEMY","North Carolina","3700373","MECKLENBURG COUNTY","37119","37","0","8801 EAST HARRIS BLVD","CHARLOTTE","NC ","28277","","10001 TUFTS DR.","MINT HILL","NC ","28227","","5139675280","7-Charter school agency","35.356200","-80.868900","60W","†","†","North Carolina","†"
"CORNERSTONE CHARTER ACADEMY","North Carolina","3700328","GUILFORD COUNTY","37081","37","1","2535 NEW GARDEN EAST","GREENSBORO","NC ","27455","","2535 NEW GARDEN EAST","GREENSBORO","NC ","27455","","3364823855","7-Charter school agency","36.134300","-79.827000","41G","Kindergarten","7th Grade","North Carolina","645"
"CORVIAN COMMUNITY SCHOOL","North Carolina","3700327","MECKLENBURG COUNTY","37119","37","1","9501 DAVID TAYLOR DR","CHARLOTTE","NC ","28262","","9501 DAVID TAYLOR DR","CHARLOTTE","NC ","28262","","7047177550","7-Charter school agency","35.323000","-80.756400","60M","Kindergarten","4th Grade","North Carolina","439"
"CRAVEN COUNTY SCHOOLS","North Carolina","3703310","CRAVEN COUNTY","37049","37","25","3600 TRENT RD","NEW BERN","NC ","28562","2224","3600 TRENT ROAD","NEW BERN","NC ","28562","2224","2525146300","1-Local school district","35.093700","-77.098100","250","Prekindergarten","12th Grade","North Carolina","14417"
"CROSSCREEK CHARTER SCHOOL","North Carolina","3700119","FRANKLIN COUNTY","37069","37","1","306 SANDALWOOD AVE","LOUISBURG","NC ","27549","","306 SANDALWOOD AVE","LOUISBURG","NC ","27549","","9194973198","7-Charter school agency","36.095800","-78.293700","35A","Kindergarten","8th Grade","North Carolina","180"
"CROSSNORE ACADEMY","North Carolina","3700077","AVERY COUNTY","37011","37","1","129 ALLEN CIRCLE","CROSSNORE","NC ","28616","0309","PO BOX 309","CROSSNORE","NC ","28616","0309","8287335241","7-Charter school agency","36.021600","-81.929700","06B","Kindergarten","12th Grade","North Carolina","91"
"CROSSROADS CHARTER HIGH","North Carolina","3700122","MECKLENBURG COUNTY","37119","37","1","5500 NORTH TRYON STEET","CHARLOTTE","NC ","28213","7120","5500 N TRYON STEET","CHARLOTTE","NC ","28213","7120","7045975100","7-Charter school agency","35.261600","-80.774000","60H","9th Grade","12th Grade","North Carolina","202"
"CUMBERLAND COUNTY SCHOOLS","North Carolina","3700011","CUMBERLAND COUNTY","37051","37","87","2465 GILLESPIE ST","FAYETTEVILLE","NC ","28306","2357","PO BOX 2357","FAYETTEVILLE","NC ","28302","2357","9106782300","1-Local school district","35.014400","-78.896700","260","Prekindergarten","12th Grade","North Carolina","51471"
"CURRITUCK COUNTY SCHOOLS","North Carolina","3701080","CURRITUCK COUNTY","37053","37","10","2958 CARATOKE HWY","CURRITUCK","NC ","27929","0040","2958 CARATOKE HWY","CURRITUCK","NC ","27929","0040","2522322223","1-Local school district","36.445200","-76.013600","270","Prekindergarten","12th Grade","North Carolina","3898"
"DARE COUNTY SCHOOLS","North Carolina","3701110","DARE COUNTY","37055","37","11","3020 SOUTH WRIGHTSVILLE AVE","NAGS HEAD","NC ","27959","1508","PO BOX 1508","NAGS HEAD","NC ","27959","1508","2524808888","1-Local school district","35.978000","-75.638500","280","Prekindergarten","12th Grade","North Carolina","5023"
"DAVIDSON COUNTY SCHOOLS","North Carolina","3701140","DAVIDSON COUNTY","37057","37","35","250 COUNTY SCHOOL RD","LEXINGTON","NC ","27292","2057","PO BOX 2057","LEXINGTON","NC ","27293","2057","3362498181","1-Local school district","35.817400","-80.199400","290","Prekindergarten","12th Grade","North Carolina","19897"
"DAVIE COUNTY SCHOOLS","North Carolina","3701170","DAVIE COUNTY","37059","37","12","220 CHERRY ST","MOCKSVILLE","NC ","27028","2206","220 CHERRY STREET","MOCKSVILLE","NC ","27028","2206","3367515921","1-Local school district","35.897500","-80.556800","300","Kindergarten","12th Grade","North Carolina","6398"
"DEAF AND BLIND SCHOOLS","North Carolina","3700320","WAKE COUNTY","37183","37","3","301 ASHE AVE","RALEIGH","NC ","27606","2303","2303 MAIL SERVICE CENTER","RALEIGH","NC ","27699","2303","9197336382","5-State-operated institution","35.780900","-78.660000","298","Prekindergarten","12th Grade","North Carolina","181"
"DILLARD ACADEMY","North Carolina","3700074","WAYNE COUNTY","37191","37","1","504 WEST ELM ST","GOLDSBORO","NC ","27530","1188","PO BOX 1188","GOLDSBORO","NC ","27533","1188","9195810166","7-Charter school agency","35.378700","-78.005700","96C","Kindergarten","4th Grade","North Carolina","199"
