"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BRADFORD INCORPORATED SCHOOL DISTRICT","Vermont","5002340","ORANGE COUNTY","50017","50","1","143 FAIRGROUND RD","BRADFORD","VT ","05033","0328","143 FAIRGROUND ROAD","BRADFORD","VT ","05033","0328","8022224077","2-Local school district component of supervisory union","44.002800","-72.122600","T023","Prekindergarten","6th Grade","Vermont","219"
"BRAINTREE SCHOOL DISTRICT","Vermont","5002370","ORANGE COUNTY","50017","50","1","66 BENT HILL RD","BRAINTREE","VT ","05060","9411","66 BENT HILL ROAD","BRAINTREE","VT ","05060","9411","8027289373","2-Local school district component of supervisory union","43.955600","-72.722500","T024","Prekindergarten","6th Grade","Vermont","85"
"BRANDON SCHOOL DISTRICT","Vermont","5002480","RUTLAND COUNTY","50021","50","1","17 NESHOBE CIRCLE","BRANDON","VT ","05733","9312","17 NESHOBE CIRCLE","BRANDON","VT ","05733","9312","8022473721","2-Local school district component of supervisory union","43.826300","-73.054600","T026","Prekindergarten","6th Grade","Vermont","388"
"BRATTLEBORO SCHOOL DISTRICT","Vermont","5002490","WINDHAM COUNTY","50025","50","3","164 GREEN ST","BRATTLEBORO","VT ","05301","3053","164 GREEN STREET","BRATTLEBORO","VT ","05301","3053","8022543737","2-Local school district component of supervisory union","42.851700","-72.565000","T027","Prekindergarten","6th Grade","Vermont","880"
"BRATTLEBORO UHSD #6","Vermont","5002520","WINDHAM COUNTY","50025","50","3","131 FAIRGROUND RD","BRATTLEBORO","VT ","05301","3698","131 FAIRGROUND ROAD","BRATTLEBORO","VT ","05301","3698","8022577335","2-Local school district component of supervisory union","42.836100","-72.560300","U006","7th Grade","12th Grade","Vermont","1052"
"BRIDGEWATER SCHOOL DISTRICT","Vermont","5002580","WINDSOR COUNTY","50027","50","1","7313 U.S. ROUTE 4","BRIDGEWATER","VT ","05034","0014","P.O. BOX 31","BRIDGEWATER","VT ","05034","0014","8026723464","2-Local school district component of supervisory union","43.587700","-72.624400","T028","Prekindergarten","6th Grade","Vermont","36"
"BRIDPORT SCHOOL DISTRICT","Vermont","5002550","ADDISON COUNTY","50001","50","1","3442 VT ROUTE 22A","BRIDPORT","VT ","05734","0035","3442 VT ROUTE 22A","BRIDPORT","VT ","05734","0035","8027582331","2-Local school district component of supervisory union","43.981000","-73.315600","T029","Prekindergarten","6th Grade","Vermont","93"
"BRIGHTON SCHOOL DISTRICT","Vermont","5002610","ESSEX COUNTY","50009","50","1","825 RAILROAD ST","ISLAND POND","VT ","05846","0419","P.O. BOX 419","ISLAND POND","VT ","05846","0419","8027234373","2-Local school district component of supervisory union","44.821400","-71.894000","T030","Prekindergarten","8th Grade","Vermont","91"
"BRISTOL SCHOOL DISTRICT","Vermont","5002640","ADDISON COUNTY","50001","50","1","57 MOUNTAIN ST","BRISTOL","VT ","05443","1113","57 MOUNTAIN STREET","BRISTOL","VT ","05443","1113","8024533227","2-Local school district component of supervisory union","44.138200","-73.077100","T031","Prekindergarten","6th Grade","Vermont","297"
"BROOKFIELD SCHOOL DISTRICT","Vermont","5002670","ORANGE COUNTY","50017","50","1","1728 RIDGE RD","BROOKFIELD","VT ","05036","9707","1728 RIDGE ROAD","BROOKFIELD","VT ","05036","9707","8022763153","2-Local school district component of supervisory union","44.016400","-72.606700","T032","Prekindergarten","6th Grade","Vermont","58"
"BROOKLINE SCHOOL DISTRICT","Vermont","5002700","WINDHAM COUNTY","50025","50","0","624 GRASSY BROOK RD","BROOKLINE","VT ","05345","9728","624 GRASSY BROOK ROAD","BROOKLINE","VT ","05345","9728","8023657552","2-Local school district component of supervisory union","43.014400","-72.608000","T033","Prekindergarten","6th Grade","Vermont","49"
"BROOKLINE/NEWFANE JOINT SCHOOL CONTRACT","Vermont","5000374","WINDHAM COUNTY","50025","50","1","14 SCHOOL RD","NEWFANE","VT ","05345","9700","14 SCHOOL ROAD","NEWFANE","VT ","05345","9700","8023657536","2-Local school district component of supervisory union","42.959900","-72.650100","J033","Prekindergarten","6th Grade","Vermont","0"
"BROWNINGTON SCHOOL DISTRICT","Vermont","5002730","ORLEANS COUNTY","50019","50","1","103 CHASE RD","BROWNINGTON","VT ","05860","9765","103 CHASE ROAD","BROWNINGTON","VT ","05860","9765","8027548467","2-Local school district component of supervisory union","44.819900","-72.137700","T034","Prekindergarten","8th Grade","Vermont","115"
"BRUNSWICK SCHOOL DISTRICT","Vermont","5002760","ESSEX COUNTY","50009","50","0","318 CHRISTIAN HILL RD","CANAAN","VT ","05903","9502","P.O. BOX 100","CANAAN","VT ","05903","9502","8022663330","2-Local school district component of supervisory union","44.999300","-71.533600","T035","Prekindergarten","12th Grade","Vermont","12"
"BUELS GORE SCHOOL DISTRICT","Vermont","5000011","CHITTENDEN COUNTY","50007","50","0","211 BRIDGE ST","RICHMOND","VT ","05477","","P.O. BOX 282","RICHMOND","VT ","05477","","8024342128","2-Local school district component of supervisory union","44.402800","-72.995500","T255","Prekindergarten","12th Grade","Vermont","5"
"BURKE SCHOOL DISTRICT","Vermont","5002790","CALEDONIA COUNTY","50005","50","1","3293 BURKE HOLLOW RD","WEST BURKE","VT ","05871","8913","3293 BURKE HOLLOW ROAD","WEST BURKE","VT ","05871","8913","8024673385","2-Local school district component of supervisory union","44.624600","-71.960700","T036","Prekindergarten","12th Grade","Vermont","284"
"BURLINGTON SCHOOL DISTRICT","Vermont","5002820","CHITTENDEN COUNTY","50007","50","10","52 INSTITUTE RD","BURLINGTON","VT ","05401","2721","52 INSTITUTE ROAD","BURLINGTON","VT ","05401","2721","8028648426","2-Local school district component of supervisory union","44.497000","-73.235900","T037","Prekindergarten","12th Grade","Vermont","3990"
"BURLINGTON SUPERVISORY DISTRICT","Vermont","5099915","CHITTENDEN COUNTY","50007","50","0","150 COLCHESTER AVE","BURLINGTON","VT ","05401","1422","150 COLCHESTER AVENUE","BURLINGTON","VT ","05401","1422","8028648462","3-Supervisory union administrative center","44.481500","-73.194400","SU015","†","†","Vermont","†"
"CABOT SCHOOL DISTRICT","Vermont","5002850","WASHINGTON COUNTY","50023","50","1","25 COMMON RD","CABOT","VT ","05647","0098","P.O. BOX 98","CABOT","VT ","05647","0098","8025632289","2-Local school district component of supervisory union","44.403500","-72.309500","T038","Prekindergarten","12th Grade","Vermont","175"
"CALAIS SCHOOL DISTRICT","Vermont","5002880","WASHINGTON COUNTY","50023","50","1","321 LIGHTENING RIDGE RD","PLAINFIELD","VT ","05667","9802","321 LIGHTENING RIDGE ROAD","PLAINFIELD","VT ","05667","9802","8024547777","2-Local school district component of supervisory union","44.319700","-72.451800","T039","Prekindergarten","6th Grade","Vermont","132"
"CALEDONIA CENTRAL SUPERVISORY UNION","Vermont","5099909","CALEDONIA COUNTY","50005","50","0","US ROUTE 2 WEST","DANVILLE","VT ","05828","0216","P.O. BOX 216","DANVILLE","VT ","05828","0216","8026843801","3-Supervisory union administrative center","44.419200","-72.122300","SU009","†","†","Vermont","†"
"CALEDONIA NORTH SUPERVISORY UNION","Vermont","5099908","CALEDONIA COUNTY","50005","50","0","119 PARK AVE","LYNDONVILLE","VT ","05851","0107","P.O. BOX 107","LYNDONVILLE","VT ","05851","0107","8026266100","3-Supervisory union administrative center","44.535800","-72.006400","SU008","†","†","Vermont","†"
"CAMBRIDGE SCHOOL DISTRICT","Vermont","5002910","LAMOILLE COUNTY","50015","50","1","186 SCHOOL ST","JEFFERSONVILLE","VT ","05464","0160","P.O. BOX 160","JEFFERSONVILLE","VT ","05464","0160","8026448821","2-Local school district component of supervisory union","44.644500","-72.826700","T040","Prekindergarten","6th Grade","Vermont","378"
"CANAAN SCHOOL DISTRICT","Vermont","5002940","ESSEX COUNTY","50009","50","1","99 SCHOOL ST","CANAAN","VT ","05903","4401","99 SCHOOL STREET","CANAAN","VT ","05903","4401","8022668910","2-Local school district component of supervisory union","44.995400","-71.537700","T041","Prekindergarten","12th Grade","Vermont","138"
"CASTLETON SCHOOL DISTRICT","Vermont","5002970","RUTLAND COUNTY","50021","50","0","49 NORTH MAIN ST","FAIR HAVEN","VT ","05743","0115","3 NORTH PARK PLACE","FAIR HAVEN","VT ","05743","0115","8022654905","2-Local school district component of supervisory union","43.592700","-73.264900","T042","†","†","Vermont","†"
"CASTLETON-HUBBARDTON USD #42","Vermont","5000001","RUTLAND COUNTY","50021","50","1","263 ELEMENTARY SCHOOL RD","CASTLETON","VT ","05735","0068","P.O. BOX 68","CASTLETON","VT ","05735","0068","8024685624","2-Local school district component of supervisory union","43.619100","-73.211900","U042","Prekindergarten","8th Grade","Vermont","393"
"CAVENDISH SCHOOL DISTRICT","Vermont","5003010","WINDSOR COUNTY","50027","50","1","573 MAIN ST","PROCTORSVILLE","VT ","05153","0236","P.O. BOX 236","PROCTORSVILLE","VT ","05153","0236","8022267758","2-Local school district component of supervisory union","43.383900","-72.637200","T043","Prekindergarten","6th Grade","Vermont","107"
"CHAMPLAIN VALLEY UHSD #15","Vermont","5003030","CHITTENDEN COUNTY","50007","50","1","369 CVU RD","HINESBURG","VT ","05461","9502","369 CVU ROAD","HINESBURG","VT ","05461","9502","8024827100","2-Local school district component of supervisory union","44.343200","-73.109800","U015","9th Grade","12th Grade","Vermont","1199"
"CHARLESTON SCHOOL DISTRICT","Vermont","5003060","ORLEANS COUNTY","50019","50","1","255 CENTER SCHOOL RD","WEST CHARLESTON","VT ","05872","9702","255 CENTER SCHOOL ROAD","WEST CHARLESTON","VT ","05872","9702","8028952915","2-Local school district component of supervisory union","44.843100","-72.019800","T044","Prekindergarten","8th Grade","Vermont","129"
"CHARLOTTE SCHOOL DISTRICT","Vermont","5003090","CHITTENDEN COUNTY","50007","50","1","408 HINESBURG RD","CHARLOTTE","VT ","05445","9380","408 HINESBURG ROAD","CHARLOTTE","VT ","05445","9380","8024252771","2-Local school district component of supervisory union","44.315200","-73.226400","T045","Prekindergarten","8th Grade","Vermont","460"
"CHELSEA SCHOOL DISTRICT","Vermont","5003120","ORANGE COUNTY","50017","50","1","6 SCHOOL ST","CHELSEA","VT ","05038","9746","6 SCHOOL STREET","CHELSEA","VT ","05038","9746","8026854551","2-Local school district component of supervisory union","43.987300","-72.446600","T046","Prekindergarten","12th Grade","Vermont","167"
"CHESTER SCHOOL DISTRICT","Vermont","5003150","WINDSOR COUNTY","50027","50","0","89 VT ROUTE 103 SOUTH","CHESTER","VT ","05143","","89 VT ROUTE 103 SOUTH","CHESTER","VT ","05143","","8028753365","2-Local school district component of supervisory union","43.258500","-72.588400","T047","Prekindergarten","Prekindergarten","Vermont","36"
"CHESTER-ANDOVER USD #29","Vermont","5008245","WINDSOR COUNTY","50027","50","1","72 MAIN ST","CHESTER","VT ","05143","","72 MAIN STREET","CHESTER","VT ","05143","","8028752108","2-Local school district component of supervisory union","43.264700","-72.595500","U029","Prekindergarten","6th Grade","Vermont","203"
"CHITTENDEN CENTRAL SUPERVISORY UNION","Vermont","5099913","CHITTENDEN COUNTY","50007","50","0","21 NEW ENGLAND DR","ESSEX JUNCTION","VT ","05452","3166","51 PARK STREET","ESSEX JUNCTION","VT ","05452","3166","8028577000","3-Supervisory union administrative center","44.514800","-73.137300","SU013","†","†","Vermont","†"
"CHITTENDEN EAST SUPERVISORY UNION","Vermont","5099912","CHITTENDEN COUNTY","50007","50","0","BRIDGE ST","RICHMOND","VT ","05477","0282","P.O. BOX 282","RICHMOND","VT ","05477","0282","8024342128","3-Supervisory union administrative center","44.402000","-72.996400","SU012","†","†","Vermont","†"
"CHITTENDEN SCHOOL DISTRICT","Vermont","5002060","RUTLAND COUNTY","50021","50","0","49 COURT DR","BRANDON","VT ","05733","","2 UNION STREET","BRANDON","VT ","05733","","8022475757","2-Local school district component of supervisory union","43.813500","-73.104900","T048","Prekindergarten","12th Grade","Vermont","206"
"CHITTENDEN SOUTH SUPERVISORY UNION","Vermont","5099914","CHITTENDEN COUNTY","50007","50","0","5420 SHELBURNE RD","SHELBURNE","VT ","05482","9418","5420 SHELBURNE ROAD","SHELBURNE","VT ","05482","9418","8023831234","3-Supervisory union administrative center","44.378600","-73.229000","SU014","†","†","Vermont","†"
"CLARENDON SCHOOL DISTRICT","Vermont","5003210","RUTLAND COUNTY","50021","50","1","84 GRANGE HALL RD","NORTH CLARENDON","VT ","05759","0007","P.O. BOX 7","NORTH CLARENDON","VT ","05759","0007","8027755379","2-Local school district component of supervisory union","43.563300","-72.967900","T049","Prekindergarten","6th Grade","Vermont","189"
"COLCHESTER SCHOOL DISTRICT","Vermont","5003240","CHITTENDEN COUNTY","50007","50","5","253 MAIN ST","COLCHESTER","VT ","05446","0160","P.O. BOX 48","COLCHESTER","VT ","05446","0160","8028782117","2-Local school district component of supervisory union","44.549000","-73.160200","T050","Prekindergarten","12th Grade","Vermont","2134"
"COLCHESTER SUPERVISORY DISTRICT","Vermont","5099907","CHITTENDEN COUNTY","50007","50","0","125 LAKER LN","COLCHESTER","VT ","05446","0027","P.O. BOX 27","COLCHESTER","VT ","05446","0027","8022645999","3-Supervisory union administrative center","44.541000","-73.214800","SU007","†","†","Vermont","†"
"CONCORD SCHOOL DISTRICT","Vermont","5003270","ESSEX COUNTY","50009","50","1","173 SCHOOL ST","CONCORD","VT ","05824","9801","173 SCHOOL STREET","CONCORD","VT ","05824","9801","8026952550","2-Local school district component of supervisory union","44.426500","-71.890700","T051","Prekindergarten","12th Grade","Vermont","206"
"CORWALL SCHOOL DISTRICT","Vermont","5003330","ADDISON COUNTY","50001","50","1","112 SCHOOL RD","CORNWALL","VT ","05753","8504","112 SCHOOL ROAD","CORNWALL","VT ","05753","8504","8024622463","2-Local school district component of supervisory union","43.963900","-73.206400","T053","Prekindergarten","6th Grade","Vermont","91"
"COVENTRY SCHOOL DISTRICT","Vermont","5003360","ORLEANS COUNTY","50019","50","1","348 ROUTE 5","COVENTRY","VT ","05825","0092","P.O. BOX 92","COVENTRY","VT ","05825","0092","8027546464","2-Local school district component of supervisory union","44.862700","-72.264900","T054","Prekindergarten","12th Grade","Vermont","150"
"CRAFTSBURY SCHOOL DISTRICT","Vermont","5003390","ORLEANS COUNTY","50019","50","1","1422 NORTH CRAFTSBURY RD","CRAFTSBURY COMMON","VT ","05827","0055","P.O. BOX 73","CRAFTSBURY COMMON","VT ","05827","0055","8025862541","2-Local school district component of supervisory union","44.654200","-72.382000","T055","Prekindergarten","12th Grade","Vermont","144"
