"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BAKER K-12 SCHOOLS","Montana","3002730","FALLON COUNTY","30025","30","4","1015 SOUTH 3RD WEST","BAKER","MT ","59313","","BOX 659","BAKER","MT ","59313","","4067782577","1-Local school district","46.356600","-104.280400","0244","Prekindergarten","12th Grade","Montana","457"
"BASIN ELEM","Montana","3002820","JEFFERSON COUNTY","30043","30","1","30 NORTH QUARTZ","BASIN","MT ","59631","","PO BOX 128","BASIN","MT ","59631","","4062253211","1-Local school district","46.273200","-112.265500","0455","Prekindergarten","6th Grade","Montana","23"
"BEAR PAW COOPERATIVE","Montana","3000012","BLAINE COUNTY","30005","30","0","431 OHIO ST","CHINOOK","MT ","59523","","PO BOX 1449","CHINOOK","MT ","59523","","4063572269","4-Regional education services agency","48.591200","-109.229500","9689","†","†","Montana","–"
"BEAR PAW ELEM","Montana","3003000","BLAINE COUNTY","30005","30","1","29815 CLEAR CREEK RD","CHINOOK","MT ","59523","","29815 CLEAR CREEK ROAD","CHINOOK","MT ","59523","","4063954436","1-Local school district","48.569700","-109.269600","0048","Prekindergarten","8th Grade","Montana","4"
"BEAVERHEAD","Montana","3000009","BEAVERHEAD COUNTY","30001","30","0","2 SOUTH PACIFIC CL 7","DILLON","MT ","59725","2799","2 SOUTH PACIFIC STE # 7","DILLON","MT ","59725","4000","4066833737","3-Supervisory union administrative center","45.215900","-112.634700","9600","†","†","Montana","†"
"BEAVERHEAD COUNTY H S","Montana","3003090","BEAVERHEAD COUNTY","30001","30","1","104 NORTH PACIFIC ST","DILLON","MT ","59725","","104 NORTH PACIFIC STREET","DILLON","MT ","59725","","4066832361","1-Local school district","45.216600","-112.633800","0006","9th Grade","12th Grade","Montana","349"
"BELFRY K-12 SCHOOLS","Montana","3003270","CARBON COUNTY","30009","30","3","200 WISCONSIN ST","BELFRY","MT ","59008","","PO BOX 210","BELFRY","MT ","59008","","4066643319","1-Local school district","45.142400","-109.005800","0076","Prekindergarten","12th Grade","Montana","34"
"BELGRADE ELEM","Montana","3003290","GALLATIN COUNTY","30031","30","4","312 NORTH WEAVER","BELGRADE","MT ","59714","","PO BOX 166","BELGRADE","MT ","59714","","4069242006","1-Local school district","45.780100","-111.174800","0368","Prekindergarten","8th Grade","Montana","2321"
"BELGRADE H S","Montana","3003330","GALLATIN COUNTY","30031","30","1","312 NORTH WEAVER","BELGRADE","MT ","59714","","PO BOX 166","BELGRADE","MT ","59714","","4069242567","1-Local school district","45.780100","-111.174800","0369","9th Grade","12th Grade","Montana","854"
"BELT ELEM","Montana","3003420","CASCADE COUNTY","30013","30","3","1 CHURCH ST","BELT","MT ","59412","","PO BOX 197","BELT","MT ","59412","","4062773351","1-Local school district","47.389200","-110.926800","0112","Prekindergarten","8th Grade","Montana","244"
"BELT H S","Montana","3003450","CASCADE COUNTY","30013","30","1","1 CHURCH ST","BELT","MT ","59412","","PO BOX 197","BELT","MT ","59412","","4062773351","1-Local school district","47.389200","-110.926800","0113","9th Grade","12th Grade","Montana","92"
"BENTON LAKE ELEM","Montana","3003480","CHOUTEAU COUNTY","30015","30","1","17557 BOOTLEGGER TRAIL","FLOWEREE","MT ","59440","","17557 BOOTLEGGER TRAIL","FLOWEREE","MT ","59440","","4066272388","1-Local school district","47.755100","-111.323600","0171","Prekindergarten","8th Grade","Montana","6"
"BIDDLE ELEM","Montana","3003600","POWDER RIVER COUNTY","30075","30","1","HWY 59 NORTH IN BIDDLE","BIDDLE","MT ","59314","0397","BOX 397","BIDDLE","MT ","59314","0397","4067675778","1-Local school district","45.092200","-105.342500","0692","Prekindergarten","8th Grade","Montana","6"
"BIG COUNTRY COOP","Montana","3000020","CUSTER COUNTY","30017","30","0","NO ADDRESS","MILES CITY","MT ","59301","","PO BOX 668","MILES CITY","MT ","59301","","4062341957","4-Regional education services agency","46.408400","-105.835000","9692","†","†","Montana","–"
"BIG DRY CREEK ELEM","Montana","3011910","GARFIELD COUNTY","30033","30","0","1715 HWY 200 NORTH","JORDAN","MT ","59337","","C/O A MURRAY 489 S SAND CRK RD","JORDAN","MT ","59337","","4065576216","1-Local school district","47.318400","-106.910000","0380","Prekindergarten","8th Grade","Montana","†"
"BIG HORN","Montana","3000010","BIG HORN COUNTY","30003","30","0","NO ADDRESS","HARDIN","MT ","59034","","PO BOX 908","HARDIN","MT ","59034","","4066659820","3-Supervisory union administrative center","45.731500","-107.608500","9601","†","†","Montana","†"
"BIG SANDY ELEM","Montana","3003760","CHOUTEAU COUNTY","30015","30","2","398 FIRST AVE","BIG SANDY","MT ","59520","","PO BOX 570","BIG SANDY","MT ","59520","","4063782502","1-Local school district","48.180100","-110.116000","0137","Prekindergarten","8th Grade","Montana","127"
"BIG SANDY H S","Montana","3003750","CHOUTEAU COUNTY","30015","30","1","398 FIRST AVE","BIG SANDY","MT ","59520","","PO BOX 570","BIG SANDY","MT ","59520","","4063782502","1-Local school district","48.180100","-110.116000","0138","9th Grade","12th Grade","Montana","49"
"BIG SKY SCHOOL K-12","Montana","3000654","GALLATIN COUNTY","30031","30","3","45465 GALLATIN RD30 MILES SOUT","GALLATIN GATEWAY","MT ","59730","","PO BOX 161280","BIG SKY","MT ","59716","","4069954281","1-Local school district","45.229700","-111.250900","1239","Prekindergarten","12th Grade","Montana","278"
"BIG SKY SE COOP","Montana","3000060","PONDERA COUNTY","30073","30","0","215 SOUTH MARYLAND","CONRAD","MT ","59425","","215 SOUTH MARYLAND","CONRAD","MT ","59425","","4062717558","4-Regional education services agency","48.172100","-111.948400","9755","†","†","Montana","–"
"BIG TIMBER ELEM","Montana","3003800","SWEET GRASS COUNTY","30097","30","2","5TH AND ANDERSON","BIG TIMBER","MT ","59011","","PO BOX 887","BIG TIMBER","MT ","59011","","4069325939","1-Local school district","45.832500","-109.949900","0865","Prekindergarten","8th Grade","Montana","306"
"BIGFORK ELEM","Montana","3003820","FLATHEAD COUNTY","30029","30","2","600 COMMERCE ST","BIGFORK","MT ","59911","","PO BOX 188","BIGFORK","MT ","59911","","4068377400","1-Local school district","48.064600","-114.078700","0330","Prekindergarten","8th Grade","Montana","541"
"BIGFORK H S","Montana","3003840","FLATHEAD COUNTY","30029","30","1","600 COMMERCE ST","BIGFORK","MT ","59911","","PO BOX 188","BIGFORK","MT ","59911","","4068377400","1-Local school district","48.064600","-114.078700","0331","9th Grade","12th Grade","Montana","280"
"BILLINGS ELEM","Montana","3003870","YELLOWSTONE COUNTY","30111","30","26","415 NORTH 30TH ST","BILLINGS","MT ","59101","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062815000","1-Local school district","45.783900","-108.511100","0965","Prekindergarten","8th Grade","Montana","11244"
"BILLINGS H S","Montana","3003900","YELLOWSTONE COUNTY","30111","30","3","415 NORTH 30TH ST","BILLINGS","MT ","59101","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062815119","1-Local school district","45.783900","-108.511100","0966","9th Grade","12th Grade","Montana","5144"
"BIRNEY ELEM","Montana","3003990","ROSEBUD COUNTY","30087","30","1","205 COMMERCIAL ST","BIRNEY","MT ","59012","","PO BOX 521","BIRNEY","MT ","59012","","4069846247","1-Local school district","45.293900","-106.492600","0789","Prekindergarten","8th Grade","Montana","9"
"BITTERROOT VALLEY COOP","Montana","3000068","RAVALLI COUNTY","30081","30","0","NO ADDRESS","STEVENSVILLE","MT ","59870","","PO BOX 187","STEVENSVILLE","MT ","59870","","4067772494","4-Regional education services agency","46.506300","-114.085300","9690","†","†","Montana","–"
"BLAINE","Montana","3000011","BLAINE COUNTY","30005","30","0","420 OHIO ST","CHINOOK","MT ","59523","","PO BOX 819","CHINOOK","MT ","59523","","4063573270","3-Supervisory union administrative center","48.591200","-109.229400","9602","†","†","Montana","†"
"BLOOMFIELD ELEM","Montana","3004200","DAWSON COUNTY","30021","30","1","2285 FAS 470","BLOOMFIELD","MT ","59315","","207 WEST BELL","GLENDIVE","MT ","59330","","4063777724","1-Local school district","47.413400","-104.920100","0215","Prekindergarten","8th Grade","Montana","4"
"BLUE CREEK ELEM","Montana","3004230","YELLOWSTONE COUNTY","30111","30","1","3652 BLUE CREEK RD","BILLINGS","MT ","59101","","3652 BLUE CREEK ROAD","BILLINGS","MT ","59101","","4062590653","1-Local school district","45.701500","-108.506400","0968","Prekindergarten","6th Grade","Montana","199"
"BONNER ELEM","Montana","3004260","MISSOULA COUNTY","30063","30","2","9045 HWY 200 EAST","BONNER","MT ","59823","","PO BOX 1004","BONNER","MT ","59823","","4062586151","1-Local school district","46.869300","-113.872500","0590","Prekindergarten","8th Grade","Montana","365"
"BOULDER ELEM","Montana","3004380","JEFFERSON COUNTY","30043","30","2","205 SOUTH WASHINGTON","BOULDER","MT ","59632","","PO BOX 1346","BOULDER","MT ","59632","","4062254206","1-Local school district","46.235200","-112.122100","0456","Prekindergarten","8th Grade","Montana","197"
"BOX ELDER ELEM","Montana","3004440","HILL COUNTY","30041","30","2","205 MAIN ST","BOX ELDER","MT ","59521","","BOX 205","BOX ELDER","MT ","59521","","4063523222","1-Local school district","48.316300","-110.008800","0425","Prekindergarten","8th Grade","Montana","287"
"BOX ELDER H S","Montana","3004500","HILL COUNTY","30041","30","1","205 MAIN ST","BOX ELDER","MT ","59521","","BOX 205","BOX ELDER","MT ","59521","","4063524195","1-Local school district","48.316300","-110.008800","0426","9th Grade","12th Grade","Montana","101"
"BOZEMAN ELEM","Montana","3004560","GALLATIN COUNTY","30031","30","10","404 WEST MAIN","BOZEMAN","MT ","59715","","PO BOX 520","BOZEMAN","MT ","59771","","4065226042","1-Local school district","45.679300","-111.043700","0350","Prekindergarten","8th Grade","Montana","4254"
"BOZEMAN H S","Montana","3004590","GALLATIN COUNTY","30031","30","1","404 WEST MAIN","BOZEMAN","MT ","59715","","PO BOX 520","BOZEMAN","MT ","59771","","4065226042","1-Local school district","45.679300","-111.043700","0351","9th Grade","12th Grade","Montana","1951"
"BRIDGER K-12 SCHOOLS","Montana","3004800","CARBON COUNTY","30009","30","3","106 NORTH 4TH ST","BRIDGER","MT ","59014","0467","429 W. PARK AVE","BRIDGER","MT ","59014","0467","4066623533","1-Local school district","45.295400","-108.918800","0059","Prekindergarten","12th Grade","Montana","220"
"BROADUS ELEM","Montana","3000006","POWDER RIVER COUNTY","30075","30","2","500 NORTH TRAUTMAN","BROADUS","MT ","59317","","BOX 500","BROADUS","MT ","59317","","4064362658","1-Local school district","45.448200","-105.405100","0705","Prekindergarten","8th Grade","Montana","137"
"BROADVIEW ELEM","Montana","3004890","YELLOWSTONE COUNTY","30111","30","2","13935 1ST ST","BROADVIEW","MT ","59015","","PO BOX 147","BROADVIEW","MT ","59015","","4066672337","1-Local school district","46.102400","-108.876600","0978","Prekindergarten","8th Grade","Montana","103"
"BROADVIEW H S","Montana","3004920","YELLOWSTONE COUNTY","30111","30","1","13935 1ST ST","BROADVIEW","MT ","59015","","PO BOX 147","BROADVIEW","MT ","59015","","4066672337","1-Local school district","46.102400","-108.876600","0979","9th Grade","12th Grade","Montana","53"
"BROADWATER","Montana","3000013","BROADWATER COUNTY","30007","30","0","515 BROADWAY","TOWNSEND","MT ","59644","","515 BROADWAY","TOWNSEND","MT ","59644","","4062669218","3-Supervisory union administrative center","46.321300","-111.514900","9603","†","†","Montana","†"
"BROCKTON ELEM","Montana","3005010","ROOSEVELT COUNTY","30085","30","2","529 5TH ST","BROCKTON","MT ","59213","","PO BOX 198","BROCKTON","MT ","59213","","4067863318","1-Local school district","48.151200","-104.915400","0782","Prekindergarten","8th Grade","Montana","106"
"BROCKTON H S","Montana","3005040","ROOSEVELT COUNTY","30085","30","1","529 5TH ST","BROCKTON","MT ","59213","","PO BOX 198","BROCKTON","MT ","59213","","4067863311","1-Local school district","48.151200","-104.915400","0783","9th Grade","12th Grade","Montana","20"
"BRORSON ELEM","Montana","3005130","RICHLAND COUNTY","30083","30","1","12917 CR344","SIDNEY","MT ","59270","","PO BOX 145","SIDNEY","MT ","59270","","4067983361","1-Local school district","47.779300","-104.293000","0749","Prekindergarten","6th Grade","Montana","11"
"BROWNING ELEM","Montana","3005140","GLACIER COUNTY","30035","30","8","129 1ST AVE SE","BROWNING","MT ","59417","","PO BOX 610","BROWNING","MT ","59417","","4063382715","1-Local school district","48.555200","-113.015200","0400","Prekindergarten","8th Grade","Montana","1475"
"BROWNING H S","Montana","3005190","GLACIER COUNTY","30035","30","1","129 1ST AVE SE","BROWNING","MT ","59417","","PO BOX 610","BROWNING","MT ","59417","","4063382715","1-Local school district","48.556200","-113.015900","0401","9th Grade","12th Grade","Montana","543"
"BUTTE ELEM","Montana","3005280","SILVER BOW COUNTY","30093","30","7","111 NORTH MONTANA","BUTTE","MT ","59701","","111 NORTH MONTANA","BUTTE","MT ","59701","","4065332500","1-Local school district","46.013500","-112.539400","0840","Prekindergarten","8th Grade","Montana","3000"
"BUTTE H S","Montana","3005310","SILVER BOW COUNTY","30093","30","1","111 NORTH MONTANA","BUTTE","MT ","59701","","111 NORTH MONTANA","BUTTE","MT ","59701","","4065332220","1-Local school district","46.013500","-112.539400","1212","9th Grade","12th Grade","Montana","1296"
"BYNUM ELEM","Montana","3005330","TETON COUNTY","30099","30","1","210 CENTRAL AVE","BYNUM","MT ","59419","","PO BOX 766","BYNUM","MT ","59419","","4064692373","1-Local school district","47.977300","-112.315500","0889","Prekindergarten","8th Grade","Montana","29"
"CANYON CREEK ELEM","Montana","3005460","YELLOWSTONE COUNTY","30111","30","2","3139 DUCK CREEK RD","BILLINGS","MT ","59101","","3139 DUCK CREEK ROAD","BILLINGS","MT ","59101","","4066564471","1-Local school district","45.713700","-108.637900","0969","Prekindergarten","8th Grade","Montana","235"
"CARBON","Montana","3000014","CARBON COUNTY","30009","30","0","NO ADDRESS","RED LODGE","MT ","59068","","BOX 116","RED LODGE","MT ","59068","","4064461301","3-Supervisory union administrative center","45.182700","-109.249200","9031","†","†","Montana","†"
"CARDWELL ELEM","Montana","3005550","JEFFERSON COUNTY","30043","30","1","80 HWY 359","CARDWELL","MT ","59721","","80 HIGHWAY 359","CARDWELL","MT ","59721","","4062873321","1-Local school district","45.857300","-111.952000","0458","Prekindergarten","8th Grade","Montana","46"
"CARTER","Montana","3000015","CARTER COUNTY","30011","30","0","NO ADDRESS","EKALAKA","MT ","59324","0352","PO BOX 352","EKALAKA","MT ","59324","0352","4067758721","3-Supervisory union administrative center","45.827000","-104.439000","9604","†","†","Montana","†"
"CARTER COUNTY H S","Montana","3005610","CARTER COUNTY","30011","30","1","111 WEST SPEELMON ST","EKALAKA","MT ","59324","","BOX 458","EKALAKA","MT ","59324","","4067758767","1-Local school district","45.890600","-104.551800","0097","9th Grade","12th Grade","Montana","34"
"CARTER ELEM","Montana","3005760","CHOUTEAU COUNTY","30015","30","1","438 SECOND AVE","CARTER","MT ","59420","","BOX 159","CARTER","MT ","59420","","4067345387","1-Local school district","47.782700","-110.958400","0159","Prekindergarten","8th Grade","Montana","8"
"CASCADE","Montana","3000016","CASCADE COUNTY","30013","30","0","325 SECOND AVE NORTH","GREAT FALLS","MT ","59401","","121 4TH ST N SUITE1A","GREAT FALLS","MT ","59401","","4064546776","3-Supervisory union administrative center","47.507600","-111.302100","9605","†","†","Montana","†"
"CASCADE ELEM","Montana","3005880","CASCADE COUNTY","30013","30","2","321 CENTRAL AVE WEST","CASCADE","MT ","59421","","PO BOX 529","CASCADE","MT ","59421","","4064682671","1-Local school district","47.271500","-111.703800","0101","Prekindergarten","8th Grade","Montana","192"
"CASCADE H S","Montana","3005910","CASCADE COUNTY","30013","30","1","321 CENTRAL AVE WEST","CASCADE","MT ","59421","","PO BOX 529","CASCADE","MT ","59421","","4064682267","1-Local school district","47.271500","-111.703800","0102","9th Grade","12th Grade","Montana","95"
"CAYUSE PRAIRIE ELEM","Montana","3005990","FLATHEAD COUNTY","30029","30","2","897 LAKE BLAINE RD","KALISPELL","MT ","59901","","897 LAKE BLAINE ROAD","KALISPELL","MT ","59901","","4067564560","1-Local school district","48.226200","-114.122100","0317","Prekindergarten","8th Grade","Montana","212"
"CENTERVILLE ELEM","Montana","3025130","CASCADE COUNTY","30013","30","3","693 STOCKETT RD","SAND COULEE","MT ","59472","","693 STOCKETT RD BOX 100","SAND COULEE","MT ","59472","","4067365167","1-Local school district","47.391600","-111.143200","0104","Prekindergarten","8th Grade","Montana","185"
"CENTERVILLE H S","Montana","3025140","CASCADE COUNTY","30013","30","1","693 STOCKETT RD","SAND COULEE","MT ","59472","","693 STOCKETT RD BOX 100","SAND COULEE","MT ","59472","","4067365167","1-Local school district","47.391600","-111.143200","0105","9th Grade","12th Grade","Montana","82"
"CENTRAL MT LEARN RES CTR","Montana","3000029","FERGUS COUNTY","30027","30","0","215 7TH AVE SOUTH","LEWISTOWN","MT ","59457","","215 7TH AVENUE SOUTH","LEWISTOWN","MT ","59457","","4065357454","4-Regional education services agency","47.061700","-109.428900","9691","†","†","Montana","–"
"CHARLO ELEM","Montana","3006112","LAKE COUNTY","30047","30","2","404 1ST AVE WEST","CHARLO","MT ","59824","","PO BOX 10","CHARLO","MT ","59824","","4066442206","1-Local school district","47.439800","-114.173900","1205","Prekindergarten","8th Grade","Montana","198"
"CHARLO H S","Montana","3006115","LAKE COUNTY","30047","30","1","404 1ST AVE WEST","CHARLO","MT ","59824","","PO BOX 10","CHARLO","MT ","59824","","4066442206","1-Local school district","47.439800","-114.173900","1206","9th Grade","12th Grade","Montana","95"
"CHESTER-JOPLIN-INVERNESS EL","Montana","3000098","LIBERTY COUNTY","30051","30","4","SCHOOL AND MAIN","CHESTER","MT ","59522","","BOX 550","CHESTER","MT ","59522","","4067595108","1-Local school district","48.509100","-110.964000","1236","Prekindergarten","8th Grade","Montana","162"
"CHESTER-JOPLIN-INVERNESS HS","Montana","3000101","LIBERTY COUNTY","30051","30","1","SCHOOL AND MAIN","CHESTER","MT ","59522","","BOX 550","CHESTER","MT ","59522","","4067595108","1-Local school district","48.509100","-110.964000","1237","9th Grade","12th Grade","Montana","71"
"CHINOOK ELEM","Montana","3006260","BLAINE COUNTY","30005","30","3","528 OHIO ST","CHINOOK","MT ","59523","","BOX 1059","CHINOOK","MT ","59523","","4063572236","1-Local school district","48.590300","-109.229600","0028","Prekindergarten","8th Grade","Montana","251"
"CHINOOK H S","Montana","3006270","BLAINE COUNTY","30005","30","1","528 OHIO ST","CHINOOK","MT ","59523","","BOX 1059","CHINOOK","MT ","59523","","4063572236","1-Local school district","48.590300","-109.229600","0029","9th Grade","12th Grade","Montana","142"
"CHOTEAU ELEM","Montana","3006320","TETON COUNTY","30099","30","2","204 7TH AVE NW","CHOTEAU","MT ","59422","","204 7TH AVE NW","CHOTEAU","MT ","59422","","4064665364","1-Local school district","47.811100","-112.190800","0883","Prekindergarten","8th Grade","Montana","217"
"CHOTEAU H S","Montana","3006330","TETON COUNTY","30099","30","1","204 7TH AVE NW","CHOTEAU","MT ","59422","","204 7TH AVE NW","CHOTEAU","MT ","59422","","4064665303","1-Local school district","47.811100","-112.190800","0884","9th Grade","12th Grade","Montana","138"
"CHOUTEAU","Montana","3000018","CHOUTEAU COUNTY","30015","30","0","1308 FRANKLIN","FORT BENTON","MT ","59442","","BOX 459","FORT BENTON","MT ","59442","","4066223242","3-Supervisory union administrative center","47.817600","-110.671600","9027","†","†","Montana","†"
"CHOUTEAU CO JOINT SERVICE","Montana","3000001","CHOUTEAU COUNTY","30015","30","0","1820 WASHINGTON ST","FORT BENTON","MT ","59442","","PO BOX 399","FORT BENTON","MT ","59442","","4066225691","4-Regional education services agency","47.822000","-110.667700","9871","†","†","Montana","–"
"CIRCLE ELEM","Montana","3006790","MCCONE COUNTY","30055","30","3","1105 F AVE","CIRCLE","MT ","59215","","BOX 99","CIRCLE","MT ","59215","","4064853600","1-Local school district","47.416500","-105.592100","0547","Prekindergarten","8th Grade","Montana","153"
"CIRCLE H S","Montana","3006810","MCCONE COUNTY","30055","30","1","1105 F AVE","CIRCLE","MT ","59215","","BOX 99","CIRCLE","MT ","59215","","4064853600","1-Local school district","47.416500","-105.592100","0548","9th Grade","12th Grade","Montana","85"
"CLANCY ELEM","Montana","3006840","JEFFERSON COUNTY","30043","30","2","18 CLANCY CREEK RD","CLANCY","MT ","59634","","BOX 209","CLANCY","MT ","59634","","4069335575","1-Local school district","46.464800","-111.991000","0452","Prekindergarten","8th Grade","Montana","245"
"CLEVELAND ELEM","Montana","3004050","BLAINE COUNTY","30005","30","1","22820 CLEVELAND RD","CHINOOK","MT ","59523","","22820 CLEVELAND ROAD","CHINOOK","MT ","59523","","4063572018","1-Local school district","48.423900","-109.196900","0032","Prekindergarten","8th Grade","Montana","3"
"CLINTON ELEM","Montana","3006870","MISSOULA COUNTY","30063","30","2","20397 EAST MULLAN RD","CLINTON","MT ","59825","","PO BOX 250","CLINTON","MT ","59825","","4068253113","1-Local school district","46.771700","-113.714400","0595","Prekindergarten","8th Grade","Montana","203"
