"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ALTENBURG 48","Missouri","2903040","PERRY COUNTY","29157","29","1","8432 MAIN ST","ALTENBURG","MO ","63732","0127","PO BOX 127","ALTENBURG","MO ","63732","0127","5738245857","1-Local school district","37.628300","-89.601100","079078","Prekindergarten","8th Grade","Missouri","105"
"ALTON R-IV","Missouri","2903060","OREGON COUNTY","29149","29","2","SCHOOL ST","ALTON","MO ","65606","9677","ROUTE 2 BOX 2180","ALTON","MO ","65606","9677","4177787216","1-Local school district","36.690800","-91.399600","075087","Kindergarten","12th Grade","Missouri","710"
"APPLETON CITY R-II","Missouri","2903120","ST. CLAIR COUNTY","29185","29","2","408 WEST 4TH","APPLETON CITY","MO ","64724","0126","408 W 4TH","APPLETON CITY","MO ","64724","0126","6604762161","1-Local school district","38.190700","-94.035100","093120","Kindergarten","12th Grade","Missouri","325"
"ARCADIA VALLEY R-II","Missouri","2903150","IRON COUNTY","29093","29","4","750 PARK DR","IRONTON","MO ","63650","1414","750 PARK DR","IRONTON","MO ","63650","1414","5735469700","1-Local school district","37.594300","-90.631100","047062","Prekindergarten","12th Grade","Missouri","1017"
"ARCHIE R-V","Missouri","2903200","CASS COUNTY","29037","29","2","302 WEST STATE RTE A","ARCHIE","MO ","64725","8217","302 W STATE RTE A","ARCHIE","MO ","64725","8217","8162935312","1-Local school district","38.483300","-94.351000","019139","Prekindergarten","12th Grade","Missouri","567"
"ASH GROVE R-IV","Missouri","2903270","GREENE COUNTY","29077","29","3","100 NORTH MAPLE LN","ASH GROVE","MO ","65604","9113","100 N MAPLE LN","ASH GROVE","MO ","65604","9113","4177512534","1-Local school district","37.313800","-93.578300","039135","Prekindergarten","12th Grade","Missouri","708"
"ATLANTA C-3","Missouri","2903480","MACON COUNTY","29121","29","2","600 SOUTH ATTERBERRY","ATLANTA","MO ","63530","0367","PO BOX 367","ATLANTA","MO ","63530","0367","6602394212","1-Local school district","39.894400","-92.478300","061150","Kindergarten","12th Grade","Missouri","190"
"AURORA R-VIII","Missouri","2904020","LAWRENCE COUNTY","29109","29","5","409 WEST LOCUST ST","AURORA","MO ","65605","1422","409 W LOCUST ST","AURORA","MO ","65605","1422","4176783373","1-Local school district","36.974500","-93.726500","055110","Prekindergarten","12th Grade","Missouri","2095"
"AVA R-I","Missouri","2904050","DOUGLAS COUNTY","29067","29","3","507 NE 3RD ST","AVA","MO ","65608","0338","PO BOX 338","AVA","MO ","65608","0338","4176834717","1-Local school district","36.949000","-92.658800","034124","Prekindergarten","12th Grade","Missouri","1357"
"AVENUE CITY R-IX","Missouri","2904080","ANDREW COUNTY","29003","29","1","18069 HWY 169","COSBY","MO ","64436","8115","18069 HWY 169","COSBY","MO ","64436","8115","8166622305","1-Local school district","39.861300","-94.761200","002090","Prekindergarten","8th Grade","Missouri","177"
"AVILLA R-XIII","Missouri","2904110","JASPER COUNTY","29097","29","1","400 SARCOXIE ST","AVILLA","MO ","64833","0007","PO BOX 7","AVILLA","MO ","64833","0007","4172465330","1-Local school district","37.192100","-94.129800","049135","Kindergarten","8th Grade","Missouri","169"
"B. BANNEKER ACADEMY","Missouri","2900011","JACKSON COUNTY","29095","29","1","6401 ROCKHILL RD","KANSAS CITY","MO ","64131","2254","6401 ROCKHILL ROAD","KANSAS CITY","MO ","64131","2254","8169260426","7-Charter school agency","39.011200","-94.577000","048911","Prekindergarten","8th Grade","Missouri","398"
"BAKERSFIELD R-IV","Missouri","2904140","OZARK COUNTY","29153","29","2","357 STATE HWY O","BAKERSFIELD","MO ","65609","0038","PO BOX 38","BAKERSFIELD","MO ","65609","0038","4172847333","1-Local school district","36.525600","-92.154500","077101","Prekindergarten","12th Grade","Missouri","382"
"BALLARD R-II","Missouri","2904170","BATES COUNTY","29013","29","2","MO 18 AND MO HWY BB","BUTLER","MO ","64730","9732","RTE 1 BOX 497","BUTLER","MO ","64730","9732","8162972656","1-Local school district","38.365500","-94.143200","007122","Kindergarten","12th Grade","Missouri","147"
"BAYLESS","Missouri","2904500","ST. LOUIS COUNTY","29189","29","3","4530 WEBER RD","ST LOUIS","MO ","63123","5722","4530 WEBER ROAD","ST LOUIS","MO ","63123","5722","3142568600","1-Local school district","38.552300","-90.300000","096099","Prekindergarten","12th Grade","Missouri","1649"
"BELL CITY R-II","Missouri","2904530","STODDARD COUNTY","29207","29","2","25254 WALNUT ST","BELL CITY","MO ","63735","1000","25254 WALNUT ST","BELL CITY","MO ","63735","1000","5737334444","1-Local school district","37.025300","-89.816300","103128","Kindergarten","12th Grade","Missouri","214"
"BELLEVIEW R-III","Missouri","2904590","IRON COUNTY","29093","29","1","27431 HWY 32","BELLEVIEW","MO ","63623","9711","27431 HWY 32","BELLEVIEW","MO ","63623","9711","5736975702","1-Local school district","37.681200","-90.932900","047064","Prekindergarten","8th Grade","Missouri","133"
"BELTON 124","Missouri","2904620","CASS COUNTY","29037","29","11","110 WEST WALNUT","BELTON","MO ","64012","4808","110  W WALNUT","BELTON","MO ","64012","4808","8164897000","1-Local school district","38.809200","-94.536100","019152","Prekindergarten","12th Grade","Missouri","5022"
"BERNIE R-XIII","Missouri","2904950","STODDARD COUNTY","29207","29","2","516 WEST MAIN","BERNIE","MO ","63822","9575","516 W MAIN","BERNIE","MO ","63822","9575","5732935333","1-Local school district","36.669300","-89.973700","103135","Prekindergarten","12th Grade","Missouri","538"
"BETTER LEARNING COMM ACADEMY","Missouri","2900599","ST. LOUIS CITY","29510","29","1","2153 SALISBURY ST","ST. LOUIS","MO ","63107","3141","2153 SALISBURY ST. STE. C","ST. LOUIS","MO ","63107","3141","3144362603","7-Charter school agency","38.659400","-90.206100","115922","Kindergarten","4th Grade","Missouri","154"
"BEVIER C-4","Missouri","2904980","MACON COUNTY","29121","29","2","400 BLOOMINGTON ST","BEVIER","MO ","63532","1299","400 BLOOMINGTON ST","BEVIER","MO ","63532","1299","6607736611","1-Local school district","39.750500","-92.562500","061151","Kindergarten","12th Grade","Missouri","207"
"BILLINGS R-IV","Missouri","2905070","CHRISTIAN COUNTY","29043","29","2","118 WEST MT VERNON","BILLINGS","MO ","65610","9713","118 W MT VERNON","BILLINGS","MO ","65610","9713","4177442623","1-Local school district","37.060300","-93.557400","022091","Prekindergarten","12th Grade","Missouri","408"
"BISMARCK R-V","Missouri","2905130","ST. FRANCOIS COUNTY","29187","29","2","101 DENNIS DR","BISMARCK","MO ","63624","0257","PO BOX 257","BISMARCK","MO ","63624","0257","5737346111","1-Local school district","37.771200","-90.620100","094076","Prekindergarten","12th Grade","Missouri","524"
"BLACKWATER R-II","Missouri","2905190","COOPER COUNTY","29053","29","1","300 DODDRIDGE","BLACKWATER","MO ","65322","0117","PO BOX 117","BLACKWATER","MO ","65322","0117","6608462461","1-Local school district","38.981600","-92.993800","027055","Prekindergarten","8th Grade","Missouri","112"
"BLAIR OAKS R-II","Missouri","2909930","COLE COUNTY","29051","29","3","6124 FALCON LN","JEFFERSON CITY","MO ","65101","9751","6124 FALCON LN","JEFFERSON CITY","MO ","65101","9751","5736362020","1-Local school district","38.492500","-92.174700","026002","Kindergarten","12th Grade","Missouri","1155"
"BLOOMFIELD R-XIV","Missouri","2905250","STODDARD COUNTY","29207","29","4","505 COURT ST","BLOOMFIELD","MO ","63825","0650","505 COURT ST","BLOOMFIELD","MO ","63825","0650","5735684564","1-Local school district","36.884900","-89.932800","103131","Prekindergarten","12th Grade","Missouri","728"
"BLUE EYE R-V","Missouri","2905280","STONE COUNTY","29209","29","4","658 STATE HWY EE","BLUE EYE","MO ","65611","0105","PO BOX 105","BLUE EYE","MO ","65611","0105","4177795332","1-Local school district","36.502900","-93.386000","104045","Prekindergarten","12th Grade","Missouri","661"
"BLUE SPRINGS R-IV","Missouri","2905310","JACKSON COUNTY","29095","29","22","1801 NW VESPER","BLUE SPRINGS","MO ","64015","3219","1801 NW VESPER","BLUE SPRINGS","MO ","64015","3219","8162241300","1-Local school district","39.020600","-94.285400","048068","Prekindergarten","12th Grade","Missouri","14382"
"BOLIVAR R-I","Missouri","2905370","POLK COUNTY","29167","29","4","524 WEST MADISON","BOLIVAR","MO ","65613","1945","524 W MADISON","BOLIVAR","MO ","65613","1945","4173265291","1-Local school district","37.611400","-93.415500","084001","Prekindergarten","12th Grade","Missouri","2767"
"BONCL R-X","Missouri","2905400","PIKE COUNTY","29163","29","1","23526 PK 9247","LOUISIANA","MO ","63353","4103","23526 PIKE 9247","LOUISIANA","MO ","63353","4103","5737545412","1-Local school district","39.379300","-91.035600","082105","Prekindergarten","8th Grade","Missouri","47"
"BOONVILLE R-I","Missouri","2905580","COOPER COUNTY","29053","29","5","736 MAIN ST","BOONVILLE","MO ","65233","1656","736 MAIN ST","BOONVILLE","MO ","65233","1656","6608827474","1-Local school district","38.970900","-92.742400","027061","Prekindergarten","12th Grade","Missouri","1554"
"BOSWORTH R-V","Missouri","2905610","CARROLL COUNTY","29033","29","2","102 EAST ELDRIDGE ST","BOSWORTH","MO ","64623","8267","102 E ELDRIDGE ST","BOSWORTH","MO ","64623","8267","6605347311","1-Local school district","39.467900","-93.332400","017124","Prekindergarten","12th Grade","Missouri","87"
"BOWLING GREEN R-I","Missouri","2905660","PIKE COUNTY","29163","29","4","700 WEST ADAMS","BOWLING GREEN","MO ","63334","0005","700 W ADAMS","BOWLING GREEN","MO ","63334","0005","5733245441","1-Local school district","39.336600","-91.201000","082100","Prekindergarten","12th Grade","Missouri","1298"
"BRADLEYVILLE R-I","Missouri","2905700","TANEY COUNTY","29213","29","2","16474 NORTH STATE HWY 125","BRADLEYVILLE","MO ","65614","0020","PO BOX 20","BRADLEYVILLE","MO ","65614","0020","4177962288","1-Local school district","36.786000","-92.907500","106001","Prekindergarten","12th Grade","Missouri","231"
"BRANSON R-IV","Missouri","2905760","TANEY COUNTY","29213","29","7","1756 BEE CREEK RD","BRANSON","MO ","65616","8142","1756 BEE CREEK ROAD","BRANSON","MO ","65616","8142","4173346541","1-Local school district","36.687700","-93.215700","106004","Prekindergarten","12th Grade","Missouri","4633"
"BRAYMER C-4","Missouri","2905820","CALDWELL COUNTY","29025","29","2","400 BOBCAT AVE","BRAYMER","MO ","64624","9750","400 BOBCAT AVE","BRAYMER","MO ","64624","9750","6606452284","1-Local school district","39.590800","-93.802400","013061","Prekindergarten","12th Grade","Missouri","307"
"BRECKENRIDGE R-I","Missouri","2905850","CALDWELL COUNTY","29025","29","2","400 WEST COLFAX ST","BRECKENRIDGE","MO ","64625","9608","400 W COLFAX ST","BRECKENRIDGE","MO ","64625","9608","6606445715","1-Local school district","39.757800","-93.805500","013054","Prekindergarten","12th Grade","Missouri","75"
"BRENTWOOD","Missouri","2905880","ST. LOUIS COUNTY","29189","29","5","1201 HANLEY INDUSTRIAL COURT","BRENTWOOD","MO ","63144","1631","1201 HANLEY INDUSTRIAL COURT","BRENTWOOD","MO ","63144","1631","3149624507","1-Local school district","38.623700","-90.339100","096101","Prekindergarten","12th Grade","Missouri","810"
"BRONAUGH R-VII","Missouri","2905910","VERNON COUNTY","29217","29","2","527 EAST 6TH ST","BRONAUGH","MO ","64728","9505","527 E 6TH ST","BRONAUGH","MO ","64728","9505","4179223211","1-Local school district","37.694700","-94.462800","108143","Prekindergarten","12th Grade","Missouri","208"
"BROOKFIELD R-III","Missouri","2905940","LINN COUNTY","29115","29","4","124A PERSHING RD","BROOKFIELD","MO ","64628","2731","124A PERSHING RD","BROOKFIELD","MO ","64628","2731","6602587443","1-Local school district","39.784700","-93.098700","058112","Prekindergarten","12th Grade","Missouri","1074"
"BROOKSIDE CHARTER SCH.","Missouri","2900024","JACKSON COUNTY","29095","29","2","1815 EAST 63 ST","KANSAS CITY","MO ","64130","3436","1815 EAST 63 STREET","KANSAS CITY","MO ","64130","3436","8165312192","7-Charter school agency","39.012300","-94.563900","048916","Prekindergarten","8th Grade","Missouri","561"
"BRUNSWICK R-II","Missouri","2906030","CHARITON COUNTY","29041","29","2","1008 COUNTY RD","BRUNSWICK","MO ","65236","1445","1008 COUNTY RD","BRUNSWICK","MO ","65236","1445","6605483550","1-Local school district","39.425900","-93.115200","021149","Prekindergarten","12th Grade","Missouri","291"
"BUCHANAN CO. R-IV","Missouri","2910590","BUCHANAN COUNTY","29021","29","2","702 MAIN ST","DEKALB","MO ","64440","9634","702 MAIN ST","DEKALB","MO ","64440","9634","8166853160","1-Local school district","39.586800","-94.929800","011079","Prekindergarten","12th Grade","Missouri","336"
"BUCKLIN R-II","Missouri","2906090","LINN COUNTY","29115","29","2","26832 HWY 129","BUCKLIN","MO ","64631","9230","26832 HWY 129","BUCKLIN","MO ","64631","9230","6606953555","1-Local school district","39.795100","-92.879700","058107","Prekindergarten","12th Grade","Missouri","146"
"BUNKER R-III","Missouri","2906170","REYNOLDS COUNTY","29179","29","2","HWY 72 EAGLE PRIDE DR","BUNKER","MO ","63629","0365","PO BOX 365","BUNKER","MO ","63629","0365","5736892507","1-Local school district","37.457800","-91.210800","090077","Prekindergarten","12th Grade","Missouri","257"
"BUTLER R-V","Missouri","2906360","BATES COUNTY","29013","29","2","420 SOUTH FULTON ST","BUTLER","MO ","64730","2058","420 S FULTON ST","BUTLER","MO ","64730","2058","6606790653","1-Local school district","38.252100","-94.336000","007129","Prekindergarten","12th Grade","Missouri","1019"
"CABOOL R-IV","Missouri","2906430","TEXAS COUNTY","29215","29","3","1025 ROGERS AVE","CABOOL","MO ","65689","0613","PO BOX 613","CABOOL","MO ","65689","0613","4179623153","1-Local school district","37.126000","-92.109900","107155","Prekindergarten","12th Grade","Missouri","735"
"CAINSVILLE R-I","Missouri","2906450","HARRISON COUNTY","29081","29","2","1308 DEPOT ST","CAINSVILLE","MO ","64632","0108","PO BOX 108","CAINSVILLE","MO ","64632","0108","6608935213","1-Local school district","40.437500","-93.774000","041001","Prekindergarten","12th Grade","Missouri","104"
"CALHOUN R-VIII","Missouri","2906480","HENRY COUNTY","29083","29","2","409 SOUTH COLLEGE","CALHOUN","MO ","65323","1309","409 S COLLEGE","CALHOUN","MO ","65323","1309","6606943422","1-Local school district","38.461400","-93.625500","042117","Prekindergarten","12th Grade","Missouri","160"
"CALLAO C-8","Missouri","2906540","MACON COUNTY","29121","29","1","403 PINE ST","CALLAO","MO ","63534","0205","PO BOX A","CALLAO","MO ","63534","0205","6607685541","1-Local school district","39.763800","-92.625500","061157","Kindergarten","8th Grade","Missouri","65"
"CAMDENTON R-III","Missouri","2906990","CAMDEN COUNTY","29029","29","9","119 SERVICE RD","CAMDENTON","MO ","65020","1409","PO BOX 1409","CAMDENTON","MO ","65020","1409","5733469213","1-Local school district","38.006400","-92.734700","015002","Prekindergarten","12th Grade","Missouri","4277"
"CAMERON R-I","Missouri","2907020","CLINTON COUNTY","29049","29","4","423 NORTH CHESTNUT ST","CAMERON","MO ","64429","1738","423 N CHESTNUT ST","CAMERON","MO ","64429","1738","8166322170","1-Local school district","39.736100","-94.237900","025001","Prekindergarten","12th Grade","Missouri","1826"
"CAMPBELL R-II","Missouri","2907050","DUNKLIN COUNTY","29069","29","2","801 SOUTH STATE RTE 53","CAMPBELL","MO ","63933","1399","801 S STATE RTE 53","CAMPBELL","MO ","63933","1399","5732462133","1-Local school district","36.492400","-90.065000","035093","Prekindergarten","12th Grade","Missouri","657"
"CANTON R-V","Missouri","2907080","LEWIS COUNTY","29111","29","2","200 SOUTH FOURTH ST","CANTON","MO ","63435","1510","200 S FOURTH ST","CANTON","MO ","63435","1510","5732885216","1-Local school district","40.129300","-91.518600","056015","Prekindergarten","12th Grade","Missouri","545"
"CAPE GIRARDEAU 63","Missouri","2907120","CAPE GIRARDEAU COUNTY","29031","29","9","301 NORTH CLARK ST","CAPE GIRARDEAU","MO ","63701","5101","301 N CLARK ST","CAPE GIRARDEAU","MO ","63701","5101","5733351867","1-Local school district","37.311000","-89.547700","016096","Prekindergarten","12th Grade","Missouri","4255"
"CARL JUNCTION R-I","Missouri","2907350","JASPER COUNTY","29097","29","6","206 SOUTH RONEY","CARL JUNCTION","MO ","64834","9402","206 S RONEY","CARL JUNCTION","MO ","64834","9402","4176497026","1-Local school district","37.176300","-94.568300","049132","Prekindergarten","12th Grade","Missouri","3431"
"CARONDELET LEADERSHIP ACADEMY","Missouri","2900594","ST. LOUIS CITY","29510","29","1","7604 MICHIGAN AVE","ST LOUIS","MO ","63111","3332","7604 MICHIGAN AVENUE","ST LOUIS","MO ","63111","3332","3148028744","7-Charter school agency","38.548700","-90.261500","115915","Kindergarten","8th Grade","Missouri","395"
"CARROLLTON R-VII","Missouri","2907380","CARROLL COUNTY","29033","29","5","300 EAST NINTH ST","CARROLLTON","MO ","64633","2341","300 E NINTH ST","CARROLLTON","MO ","64633","2341","6605422769","1-Local school district","39.368200","-93.491700","017125","Prekindergarten","12th Grade","Missouri","868"
"CARTHAGE R-IX","Missouri","2907460","JASPER COUNTY","29097","29","9","710 LYON ST","CARTHAGE","MO ","64836","1700","710 LYON ST","CARTHAGE","MO ","64836","1700","4173597000","1-Local school district","37.173900","-94.311900","049142","Prekindergarten","12th Grade","Missouri","4646"
"CARUTHERSVILLE 18","Missouri","2907470","PEMISCOT COUNTY","29155","29","3","1711 WARD AVE","CARUTHERSVILLE","MO ","63830","2555","1711 WARD AVENUE","CARUTHERSVILLE","MO ","63830","2555","5733336100","1-Local school district","36.179900","-89.663900","078012","Prekindergarten","12th Grade","Missouri","1173"
"CASSVILLE R-IV","Missouri","2908170","BARRY COUNTY","29009","29","4","1501 MAIN","CASSVILLE","MO ","65625","1154","1501 MAIN","CASSVILLE","MO ","65625","1154","4178472221","1-Local school district","36.684800","-93.865100","005123","Prekindergarten","12th Grade","Missouri","1894"
"CENTER 58","Missouri","2908250","JACKSON COUNTY","29095","29","8","8701 HOLMES RD","KANSAS CITY","MO ","64131","2802","8701 HOLMES RD","KANSAS CITY","MO ","64131","2802","8163493300","1-Local school district","38.967800","-94.581400","048080","Prekindergarten","12th Grade","Missouri","2565"
"CENTERVILLE R-I","Missouri","2908340","REYNOLDS COUNTY","29179","29","1","2354 SOUTH GREEN ST","CENTERVILLE","MO ","63633","0099","PO BOX 99","CENTERVILLE","MO ","63633","0099","5736482285","1-Local school district","37.433800","-90.958600","090075","Kindergarten","8th Grade","Missouri","53"
"CENTRAL R-III","Missouri","2929170","ST. FRANCOIS COUNTY","29187","29","4","200 HIGH ST","PARK HILLS","MO ","63601","2524","200 HIGH ST","PARK HILLS","MO ","63601","2524","5734312616","1-Local school district","37.847700","-90.521900","094086","Prekindergarten","12th Grade","Missouri","2059"
"CENTRALIA R-VI","Missouri","2908400","BOONE COUNTY","29019","29","4","635 SOUTH JEFFERSON","CENTRALIA","MO ","65240","1624","635 S JEFFERSON","CENTRALIA","MO ","65240","1624","5736823561","1-Local school district","39.203100","-92.134400","010091","Prekindergarten","12th Grade","Missouri","1422"
"CHADWICK R-I","Missouri","2908430","CHRISTIAN COUNTY","29043","29","2","7090 STATE HWY 125 SOUTH","CHADWICK","MO ","65629","3340","PO BOX 274","CHADWICK","MO ","65629","3340","4176343588","1-Local school district","36.923600","-93.057400","022088","Prekindergarten","12th Grade","Missouri","196"
"CHAFFEE R-II","Missouri","2908460","SCOTT COUNTY","29201","29","2","517 WEST YOAKUM AVE","CHAFFEE","MO ","63740","1825","517 W YOAKUM AVE","CHAFFEE","MO ","63740","1825","5738873532","1-Local school district","37.183100","-89.664300","100060","Kindergarten","12th Grade","Missouri","623"
"CHARLESTON R-I","Missouri","2908670","MISSISSIPPI COUNTY","29133","29","3","1014 SOUTH MAIN","CHARLESTON","MO ","63834","2236","PO BOX 39","CHARLESTON","MO ","63834","2236","5736833776","1-Local school district","36.914500","-89.350000","067061","Prekindergarten","12th Grade","Missouri","1042"
"CHILHOWEE R-IV","Missouri","2908730","JOHNSON COUNTY","29101","29","2","101 HWY 2","CHILHOWEE","MO ","64733","9142","101 HWY 2","CHILHOWEE","MO ","64733","9142","6606782511","1-Local school district","38.592100","-93.855500","051153","Prekindergarten","12th Grade","Missouri","145"
"CHILLICOTHE R-II","Missouri","2908760","LIVINGSTON COUNTY","29117","29","7","1020 OLD HWY 36 WEST","CHILLICOTHE","MO ","64601","0530","PO BOX 530","CHILLICOTHE","MO ","64601","0530","6606464566","1-Local school district","39.774700","-93.558300","059117","Prekindergarten","12th Grade","Missouri","1886"
"CITY GARDEN MONTESSORI","Missouri","2900585","ST. LOUIS CITY","29510","29","1","1618 TOWER GROVE AVE","ST LOUIS","MO ","63110","3715","1618 TOWER GROVE AVE","ST LOUIS","MO ","63110","3715","3146647646","7-Charter school agency","38.620100","-90.255200","115911","Kindergarten","8th Grade","Missouri","197"
"CLARK CO. R-I","Missouri","2916380","CLARK COUNTY","29045","29","4","427 WEST CHESTNUT","KAHOKA","MO ","63445","1399","427 W CHESTNUT","KAHOKA","MO ","63445","1399","6607272377","1-Local school district","40.422500","-91.724400","023101","Prekindergarten","12th Grade","Missouri","1058"
"CLARKSBURG C-2","Missouri","2909090","MONITEAU COUNTY","29135","29","1","401 SOUTH HWY H","CLARKSBURG","MO ","65025","9801","401 S HWY H","CLARKSBURG","MO ","65025","9801","5737873511","1-Local school district","38.656800","-92.668700","068075","Kindergarten","8th Grade","Missouri","72"
"CLARKTON C-4","Missouri","2909120","DUNKLIN COUNTY","29069","29","2","HWY 162","CLARKTON","MO ","63837","0637","PO BOX 637","CLARKTON","MO ","63837","0637","5734483712","1-Local school district","36.455900","-89.966700","035097","Prekindergarten","12th Grade","Missouri","341"
"CLAYTON","Missouri","2909720","ST. LOUIS COUNTY","29189","29","6","2 MARK TWAIN CIRCLE","CLAYTON","MO ","63105","1613","2 MARK TWAIN CIR","CLAYTON","MO ","63105","1613","3148546000","1-Local school district","38.649600","-90.344600","096102","Prekindergarten","12th Grade","Missouri","2587"
"CLEARWATER R-I","Missouri","2909750","WAYNE COUNTY","29223","29","3","CANYON RD AND PIEDMONT AVE","PIEDMONT","MO ","63957","9700","RTE 4 BOX 1004","PIEDMONT","MO ","63957","9700","5732237426","1-Local school district","37.167300","-90.680700","111087","Prekindergarten","12th Grade","Missouri","1041"
"CLEVER R-V","Missouri","2909780","CHRISTIAN COUNTY","29043","29","2","103 SOUTH PUBLIC AVE","CLEVER","MO ","65631","9103","103 S PUBLIC AVE","CLEVER","MO ","65631","9103","4177434800","1-Local school district","37.029200","-93.475400","022092","Prekindergarten","12th Grade","Missouri","1167"
"CLIMAX SPRINGS R-IV","Missouri","2909810","CAMDEN COUNTY","29029","29","2","119 NORT DR","CLIMAX SPRINGS","MO ","65324","2535","119 NORT DR","CLIMAX SPRINGS","MO ","65324","2535","5733473905","1-Local school district","38.105200","-93.049800","015003","Kindergarten","12th Grade","Missouri","235"
"CLINTON","Missouri","2909860","HENRY COUNTY","29083","29","5","701 SOUTH 8TH ST","CLINTON","MO ","64735","2901","701 S 8TH ST","CLINTON","MO ","64735","2901","6608852237","1-Local school district","38.362900","-93.763300","042124","Prekindergarten","12th Grade","Missouri","1827"
"CLINTON CO. R-III","Missouri","2925290","CLINTON COUNTY","29049","29","3","800 WEST FROST","PLATTSBURG","MO ","64477","0287","800 W FROST","PLATTSBURG","MO ","64477","0287","8165392183","1-Local school district","39.561700","-94.457000","025003","Prekindergarten","12th Grade","Missouri","714"
