"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"CHESTERFIELD SCHOOL DISTRICT","New Hampshire","3302280","CHESHIRE COUNTY","33005","33","1","193 MAPLE AVE","KEENE","NH ","03431","3392","193 MAPLE AVENUE","KEENE","NH ","03431","3392","6033579002","2-Local school district component of supervisory union","42.957700","-72.312900","095","Prekindergarten","12th Grade","New Hampshire","447"
"CHICHESTER SCHOOL DISTRICT","New Hampshire","3302310","MERRIMACK COUNTY","33013","33","1","267 PEMBROKE ST","PEMBROKE","NH ","03275","1343","PEMBROKE ACADEMY","PEMBROKE","NH ","03275","1343","6034855188","2-Local school district component of supervisory union","43.145100","-71.456000","099","Kindergarten","12th Grade","New Hampshire","351"
"CLAREMONT SAU OFFICE","New Hampshire","3399906","SULLIVAN COUNTY","33019","33","0","165 BROAD ST","CLAREMONT","NH ","03743","2624","165 BROAD ST.","CLAREMONT","NH ","03743","2624","6035434200","3-Supervisory union administrative center","43.369700","-72.336700","06","Prekindergarten","12th Grade","New Hampshire","†"
"CLAREMONT SCHOOL DISTRICT","New Hampshire","3302340","SULLIVAN COUNTY","33019","33","5","165 BROAD ST","CLAREMONT","NH ","03743","2624","165 BROAD ST.","CLAREMONT","NH ","03743","2624","6035434200","2-Local school district component of supervisory union","43.369700","-72.336700","101","Prekindergarten","12th Grade","New Hampshire","1820"
"CLARKSVILLE SCHOOL DISTRICT","New Hampshire","3302370","COOS COUNTY","33007","33","0","3 ACADEMY ST","Colebrook","NH ","03576","1101","21 ACADEMY ST.","COLEBROOK","NH ","03576","1101","6032375571","2-Local school district component of supervisory union","44.894200","-71.495100","103","2nd Grade","12th Grade","New Hampshire","30"
"COCHECO ARTS AND TECHNOLOGY ACADEMY","New Hampshire","3300036","STRAFFORD COUNTY","33017","33","1","1 WASHINGTON CENTER","DOVER","NH ","03820","3851","1 WASHINGTON CENTER","DOVER","NH ","03820","3851","6037420700","7-Charter school agency","43.194600","-70.871400","707","9th Grade","12th Grade","New Hampshire","0"
"COE BROWN ACADEMY SCHOOL DISTRICT","New Hampshire","3307330","ROCKINGHAM COUNTY","33015","33","1","907 FIRST NH TPKE.","NORTHWOOD","NH ","03261","3201","907 FIRST NH TPKE.","NORTHWOOD","NH ","03261","3201","6039425531","2-Local school district component of supervisory union","43.217300","-71.210300","998","9th Grade","12th Grade","New Hampshire","0"
"COLEBROOK SAU OFFICE","New Hampshire","3399907","COOS COUNTY","33007","33","0","21 ACADEMY ST","COLEBROOK","NH ","03576","1101","21 ACADEMY ST.","COLEBROOK","NH ","03576","1101","6032375571","3-Supervisory union administrative center","44.894400","-71.495100","07","Prekindergarten","12th Grade","New Hampshire","†"
"COLEBROOK SCHOOL DISTRICT","New Hampshire","3302400","COOS COUNTY","33007","33","2","21 ACADEMY ST","COLEBROOK","NH ","03576","1101","21 ACADEMY ST.","COLEBROOK","NH ","03576","1101","6032375571","2-Local school district component of supervisory union","44.894400","-71.495100","105","Prekindergarten","12th Grade","New Hampshire","289"
"COLUMBIA SCHOOL DISTRICT","New Hampshire","3302430","COOS COUNTY","33007","33","0","3 ACADEMY ST","Colebrook","NH ","03576","1101","21 ACADEMY ST.","COLEBROOK","NH ","03576","1101","6032375571","2-Local school district component of supervisory union","44.894200","-71.495100","107","Kindergarten","12th Grade","New Hampshire","84"
"CONCORD SAU OFFICE","New Hampshire","3399908","MERRIMACK COUNTY","33013","33","0","38 LIBERTY ST","CONCORD","NH ","03301","2934","38 LIBERTY ST.","CONCORD","NH ","03301","2934","6032250811","3-Supervisory union administrative center","43.203700","-71.548300","08","Prekindergarten","12th Grade","New Hampshire","†"
"CONCORD SCHOOL DISTRICT","New Hampshire","3302460","MERRIMACK COUNTY","33013","33","7","38 LIBERTY ST","CONCORD","NH ","03301","2934","38 LIBERTY ST.","CONCORD","NH ","03301","2934","6032250811","2-Local school district component of supervisory union","43.203700","-71.548300","111","Prekindergarten","12th Grade","New Hampshire","4666"
"CONTOOCOOK VALLEY SAU OFFICE","New Hampshire","3399947","HILLSBOROUGH COUNTY","33011","33","0","106 HANCOCK RD","PETERBOROUGH","NH ","03458","1197","106 HANCOCK RD.","PETERBOROUGH","NH ","03458","1197","6039243336","3-Supervisory union administrative center","42.907400","-71.937400","01","Prekindergarten","12th Grade","New Hampshire","†"
"CONTOOCOOK VALLEY SCHOOL DISTRICT","New Hampshire","3302480","HILLSBOROUGH COUNTY","33011","33","11","106 HANCOCK RD","PETERBOROUGH","NH ","03458","1197","106 HANCOCK RD.","PETERBOROUGH","NH ","03458","1197","6039243336","2-Local school district component of supervisory union","42.907400","-71.937400","112","Prekindergarten","12th Grade","New Hampshire","2343"
"CONWAY SAU OFFICE","New Hampshire","3399909","CARROLL COUNTY","33003","33","0","176A MAIN ST","CONWAY","NH ","03818","6164","176A MAIN ST.","CONWAY","NH ","03818","6164","6034478368","3-Supervisory union administrative center","43.978700","-71.125300","09","Kindergarten","12th Grade","New Hampshire","†"
"CONWAY SCHOOL DISTRICT","New Hampshire","3302490","CARROLL COUNTY","33003","33","5","176A MAIN ST","CONWAY","NH ","03818","6164","176A MAIN ST.","CONWAY","NH ","03818","6164","6034478368","2-Local school district component of supervisory union","43.978700","-71.125300","113","Kindergarten","12th Grade","New Hampshire","1318"
"COOS COUNTY","New Hampshire","3300034","COOS COUNTY","33007","33","0","COUNTY FARM RD","W. STEWARTSTOWN","NH ","03597","9999","COUNTY FARM ROAD","W. STEWARTSTOWN","NH ","03597","9999","6032463321","3-Supervisory union administrative center","44.984900","-71.532700","98","†","†","New Hampshire","†"
"COOS COUNTY SCHOOL DISTRICT","New Hampshire","3302510","COOS COUNTY","33007","33","0","COUNTY FARM RD","W. STEWARTSTOWN","NH ","03597","9999","COUNTY FARM ROAD","W. STEWARTSTOWN","NH ","03597","9999","6032463321","2-Local school district component of supervisory union","44.984900","-71.532700","114","Kindergarten","12th Grade","New Hampshire","6"
"CORNISH SCHOOL DISTRICT","New Hampshire","3302520","SULLIVAN COUNTY","33019","33","1","165 BROAD ST","CLAREMONT","NH ","03743","2624","165 BROAD ST.","CLAREMONT","NH ","03743","2624","6035434200","2-Local school district component of supervisory union","43.369700","-72.336700","115","Kindergarten","12th Grade","New Hampshire","188"
"CROYDON SCHOOL DISTRICT","New Hampshire","3302550","SULLIVAN COUNTY","33019","33","1","9 DEPOT ST","NEWPORT","NH ","03773","1533","9 DEPOT ST. SUITE 2","NEWPORT","NH ","03773","1533","6038633540","2-Local school district component of supervisory union","43.364600","-72.174400","117","Kindergarten","12th Grade","New Hampshire","80"
"CSI CHARTER SCHOOL","New Hampshire","3300041","MERRIMACK COUNTY","33013","33","1","26 WASHINGTON ST","PENACOOK","NH ","03303","1519","26 WASHINGTON ST.","PENACOOK","NH ","03303","1519","6037530194","7-Charter school agency","43.278500","-71.601500","723","10th Grade","12th Grade","New Hampshire","0"
"DEERFIELD SCHOOL DISTRICT","New Hampshire","3302580","MERRIMACK COUNTY","33013","33","1","267 PEMBROKE ST","PEMBROKE","NH ","03275","1343","PEMBROKE ACADEMY","PEMBROKE","NH ","03275","1343","6034855188","2-Local school district component of supervisory union","43.145100","-71.456000","127","Prekindergarten","12th Grade","New Hampshire","656"
"DERRY COOPERATIVE SAU OFFICE","New Hampshire","3399910","ROCKINGHAM COUNTY","33015","33","0","18 SOUTH MAIN ST","DERRY","NH ","03038","2197","18 SOUTH MAIN ST.","DERRY","NH ","03038","2197","6034321210","3-Supervisory union administrative center","42.888600","-71.309100","10","Prekindergarten","8th Grade","New Hampshire","†"
"DERRY SCHOOL DISTRICT","New Hampshire","3302610","ROCKINGHAM COUNTY","33015","33","7","18 SOUTH MAIN ST","DERRY","NH ","03038","2197","18 SOUTH MAIN ST.","DERRY","NH ","03038","2197","6034321210","2-Local school district component of supervisory union","42.888700","-71.308500","131","Prekindergarten","12th Grade","New Hampshire","5458"
"DOVER SAU OFFICE","New Hampshire","3399911","STRAFFORD COUNTY","33017","33","0","MCCONNELL CENTER 61 LOCUST ST","DOVER","NH ","03820","4132","MCCONNELL CENTER, 61 LOCUST ST","DOVER","NH ","03820","4132","6035166800","3-Supervisory union administrative center","43.193300","-70.875500","11","Prekindergarten","12th Grade","New Hampshire","†"
"DOVER SCHOOL DISTRICT","New Hampshire","3302640","STRAFFORD COUNTY","33017","33","5","MCCONNELL CENTER 61 LOCUST ST","DOVER","NH ","03820","4132","MCCONNELL CENTER, 61 LOCUST ST","DOVER","NH ","03820","4132","6035166800","2-Local school district component of supervisory union","43.193600","-70.875600","141","Prekindergarten","12th Grade","New Hampshire","3753"
"DRESDEN SCHOOL DISTRICT","New Hampshire","3302670","GRAFTON COUNTY","33009","33","2","41 LEBANON ST","HANOVER","NH ","03755","1222","41 LEBANON ST.","HANOVER","NH ","03755","1222","6036436050","2-Local school district component of supervisory union","43.697200","-72.284800","142","6th Grade","12th Grade","New Hampshire","918"
"DUMMER SCHOOL DISTRICT","New Hampshire","3302730","COOS COUNTY","33007","33","0","123 MAIN ST","GORHAM","NH ","03581","1686","123 MAIN ST.","GORHAM","NH ","03581","1686","6034663632","2-Local school district component of supervisory union","44.389400","-71.178600","147","Prekindergarten","12th Grade","New Hampshire","31"
"DUNBARTON SCHOOL DISTRICT","New Hampshire","3302760","HILLSBOROUGH COUNTY","33011","33","1","11 SCHOOL ST","GOFFSTOWN","NH ","03045","1908","11 SCHOOL ST.","GOFFSTOWN","NH ","03045","1908","6034974818","2-Local school district component of supervisory union","43.019500","-71.599000","149","Kindergarten","12th Grade","New Hampshire","384"
"EAST KINGSTON SCHOOL DISTRICT","New Hampshire","3302790","ROCKINGHAM COUNTY","33015","33","1","30 LINDEN ST","EXETER","NH ","03833","2522","30 LINDEN ST.","EXETER","NH ","03833","2522","6037758653","2-Local school district component of supervisory union","42.975500","-70.957200","153","Kindergarten","5th Grade","New Hampshire","175"
"EATON SCHOOL DISTRICT","New Hampshire","3302850","CARROLL COUNTY","33003","33","0","176A MAIN ST","CONWAY","NH ","03818","6164","176A MAIN ST.","CONWAY","NH ","03818","6164","6034478368","2-Local school district component of supervisory union","43.978700","-71.125300","159","Kindergarten","12th Grade","New Hampshire","20"
"ELLSWORTH SCHOOL DISTRICT","New Hampshire","3302870","GRAFTON COUNTY","33009","33","0","47 OLD WARD BRIDGE RD","PLYMOUTH","NH ","03264","1296","47 OLD WARD BRIDGE RD.","PLYMOUTH","NH ","03264","1296","6035361254","2-Local school district component of supervisory union","43.764100","-71.704500","162","2nd Grade","10th Grade","New Hampshire","5"
"EPPING SAU OFFICE","New Hampshire","3399914","ROCKINGHAM COUNTY","33015","33","0","213 MAIN ST","EPPING","NH ","03042","2442","213 MAIN ST.","EPPING","NH ","03042","2442","6036795402","3-Supervisory union administrative center","43.043200","-71.073500","14","Prekindergarten","12th Grade","New Hampshire","†"
"EPPING SCHOOL DISTRICT","New Hampshire","3302880","ROCKINGHAM COUNTY","33015","33","3","213 MAIN ST","EPPING","NH ","03042","2442","213 MAIN ST.","EPPING","NH ","03042","2442","6036795402","2-Local school district component of supervisory union","43.043200","-71.073500","165","Prekindergarten","12th Grade","New Hampshire","997"
"EPSOM SCHOOL DISTRICT","New Hampshire","3302910","MERRIMACK COUNTY","33013","33","1","267 PEMBROKE ST","PEMBROKE","NH ","03275","1343","PEMBROKE ACADEMY","PEMBROKE","NH ","03275","1343","6034855188","2-Local school district component of supervisory union","43.145100","-71.456000","167","Kindergarten","12th Grade","New Hampshire","645"
"ERROL SCHOOL DISTRICT","New Hampshire","3302940","COOS COUNTY","33007","33","1","123 MAIN ST","GORHAM","NH ","03581","1686","123 MAIN ST.","GORHAM","NH ","03581","1686","6034663632","2-Local school district component of supervisory union","44.389400","-71.178600","171","Kindergarten","9th Grade","New Hampshire","12"
"EXETER REGION COOP SCHOOL DISTRICT","New Hampshire","3300017","ROCKINGHAM COUNTY","33015","33","2","30 LINDEN ST","EXETER","NH ","03833","2522","30 LINDEN ST.","EXETER","NH ","03833","2522","6037758653","2-Local school district component of supervisory union","42.975500","-70.957200","172","6th Grade","12th Grade","New Hampshire","3153"
"EXETER SAU OFFICE","New Hampshire","3399916","ROCKINGHAM COUNTY","33015","33","0","30 LINDEN ST","EXETER","NH ","03833","2522","30 LINDEN ST.","EXETER","NH ","03833","2522","6037758653","3-Supervisory union administrative center","42.975500","-70.957200","16","Prekindergarten","12th Grade","New Hampshire","†"
"EXETER SCHOOL DISTRICT","New Hampshire","3302970","ROCKINGHAM COUNTY","33015","33","2","30 LINDEN ST","EXETER","NH ","03833","2522","30 LINDEN ST.","EXETER","NH ","03833","2522","6037758653","2-Local school district component of supervisory union","42.975500","-70.957200","173","Prekindergarten","5th Grade","New Hampshire","1049"
"FALL MOUNTAIN REGIONAL SAU OFFICE","New Hampshire","3399960","SULLIVAN COUNTY","33019","33","0","EAST ST","CHARLESTOWN","NH ","03603","0600","PO BOX 600","CHARLESTOWN","NH ","03603","0600","6038267756","3-Supervisory union administrative center","43.235800","-72.420900","60","Prekindergarten","12th Grade","New Hampshire","†"
"FALL MOUNTAIN REGIONAL SCHOOL DISTRICT","New Hampshire","3302990","SULLIVAN COUNTY","33019","33","12","EAST ST","CHARLESTOWN","NH ","03603","0600","PO BOX 600","CHARLESTOWN","NH ","03603","0600","6038267756","2-Local school district component of supervisory union","43.228600","-72.420400","174","Prekindergarten","12th Grade","New Hampshire","1565"
"FARMINGTON SAU OFFICE","New Hampshire","3300009","STRAFFORD COUNTY","33017","33","0","60 CHARLES ST","FARMINGTON","NH ","03835","1535","60 CHARLES STREET","FARMINGTON","NH ","03835","1535","6037552627","3-Supervisory union administrative center","43.398100","-71.064900","61","Prekindergarten","12th Grade","New Hampshire","†"
"FARMINGTON SCHOOL DISTRICT","New Hampshire","3303000","STRAFFORD COUNTY","33017","33","3","60 CHARLES ST","FARMINGTON","NH ","03835","1535","60 CHARLES STREET","FARMINGTON","NH ","03835","1535","6037552627","2-Local school district component of supervisory union","43.398100","-71.064900","175","Prekindergarten","12th Grade","New Hampshire","961"
"FOUNDERS ACADEMY CHARTER SCHOOL DISTRICT","New Hampshire","3303298","MERRIMACK COUNTY","33013","33","0","101 PLEASANT ST","CONCORD","NH ","03301","3852","101 PLEASANT ST.","CONCORD","NH ","03301","3852","6032712079","7-Charter school agency","43.197400","-71.542700","741","†","†","New Hampshire","†"
"FRANKLIN SAU OFFICE","New Hampshire","3399918","MERRIMACK COUNTY","33013","33","0","119 CENTRAL ST","FRANKLIN","NH ","03235","1136","119 CENTRAL ST.","FRANKLIN","NH ","03235","1136","6039343108","3-Supervisory union administrative center","43.441300","-71.653700","18","Prekindergarten","12th Grade","New Hampshire","†"
"FRANKLIN SCHOOL DISTRICT","New Hampshire","3303090","MERRIMACK COUNTY","33013","33","4","119 CENTRAL ST","FRANKLIN","NH ","03235","1136","119 CENTRAL ST.","FRANKLIN","NH ","03235","1136","6039343108","2-Local school district component of supervisory union","43.441300","-71.653700","185","Prekindergarten","12th Grade","New Hampshire","1160"
"FREEDOM SCHOOL DISTRICT","New Hampshire","3303120","CARROLL COUNTY","33003","33","1","881A TAMWORTH RD","TAMWORTH","NH ","03886","8700","881A TAMWORTH ROAD","TAMWORTH","NH ","03886","8700","6033235088","2-Local school district component of supervisory union","43.836400","-71.265600","187","Prekindergarten","12th Grade","New Hampshire","128"
"FREMONT SAU OFFICE","New Hampshire","3300045","ROCKINGHAM COUNTY","33015","33","0","BLACKROCKS VILLAGE 5 HALL RD","FREMONT","NH ","03044","3356","BLACKROCKS VILLAGE 5 HALL RD.","FREMONT","NH ","03044","3356","6038956903","3-Supervisory union administrative center","42.991400","-71.143500","83","Prekindergarten","8th Grade","New Hampshire","†"
