"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"ESTANCIA MUNICIPAL SCHOOLS","New Mexico","3500930","TORRANCE COUNTY","35057","35","6","9TH AND JOSEPH","ESTANCIA","NM ","87016","","P.O. BOX 68","ESTANCIA","NM ","87016","0068","5053842001","1-Local school district","34.760800","-106.061400","080","Prekindergarten","12th Grade","New Mexico","790"
"ESTANCIA VALLEY CLASSICAL ACADEMY","New Mexico","3500152","SANTA FE COUNTY","35049","35","1","16 DUNKIN RD","EDGEWOOD","NM ","87015","","16 DUNKIN RD","EDGEWOOD","NM ","87015","","5058322223","7-Charter school agency","35.070800","-106.161600","550","Kindergarten","11th Grade","New Mexico","343"
"EUNICE MUNICIPAL SCHOOLS","New Mexico","3500960","LEA COUNTY","35025","35","3","1720 AVE K","EUNICE","NM ","88231","","P.O. BOX 129","EUNICE","NM ","88231","0129","5053942524","1-Local school district","32.440100","-103.163600","032","Prekindergarten","12th Grade","New Mexico","728"
"FARMINGTON MUNICIPAL SCHOOLS","New Mexico","3500990","SAN JUAN COUNTY","35045","35","20","2001 NORTH DUSTIN AVE","FARMINGTON","NM ","87401","","P.O. BOX 5850","FARMINGTON","NM ","87499","5850","5053249840","1-Local school district","36.748500","-108.202300","065","Prekindergarten","12th Grade","New Mexico","11651"
"FLOYD MUNICIPAL SCHOOLS","New Mexico","3501020","ROOSEVELT COUNTY","35041","35","3","1564 NM 267","FLOYD","NM ","88118","","P.O. BOX 65","FLOYD","NM ","88118","0075","5754782211","1-Local school district","34.214500","-103.575700","059","Prekindergarten","12th Grade","New Mexico","221"
"FORT SUMNER MUNICIPAL SCHOOLS","New Mexico","3501050","DE BACA COUNTY","35011","35","3","1001 EAST SUMNER AVE","FORT SUMNER","NM ","88119","","P.O. BOX 387","FORT SUMNER","NM ","88119","0387","5753557734","1-Local school district","34.469200","-104.237800","016","Prekindergarten","12th Grade","New Mexico","272"
"GADSDEN INDEPENDENT SCHOOLS","New Mexico","3501080","DO̱A ANA COUNTY","35013","35","21","4950 MCNUTT RD","SUNLAND PARK","NM ","88063","","P.O. DRAWER 70","ANTHONY","NM ","88021","0070","5758826200","1-Local school district","31.838300","-106.619100","019","Prekindergarten","12th Grade","New Mexico","13883"
"GALLUP-MCKINLEY CTY SCHOOLS","New Mexico","3501110","MCKINLEY COUNTY","35031","35","37","640 SOUTH BOARDMAN","GALLUP","NM ","87305","","P.O. BOX 1318","GALLUP","NM ","87305","1318","5057211000","1-Local school district","35.518100","-108.708500","043","Prekindergarten","12th Grade","New Mexico","11947"
"GILBERT L SENA CHARTER HS","New Mexico","3500111","BERNALILLO COUNTY","35001","35","1","69 HOTEL CIRCLE NE","ALBUQUERQUE","NM ","87123","","NO STREET ADDRESS","ALBUQUERQUE","NM ","87181","","5052372374","7-Charter school agency","35.083700","-106.527000","514","9th Grade","12th Grade","New Mexico","177"
"GRADY MUNICIPAL SCHOOLS","New Mexico","3501140","CURRY COUNTY","35009","35","3","100 FRANKLIN ST","GRADY","NM ","88120","","P.O. BOX 71","GRADY","NM ","88120","0071","5753572192","1-Local school district","34.822500","-103.315600","015","Prekindergarten","12th Grade","New Mexico","100"
"GRANTS-CIBOLA COUNTY SCHOOLS","New Mexico","3501170","CIBOLA COUNTY","35006","35","11","401 NORTH SECOND ST","GRANTS","NM ","87020","","P.O. BOX 8","GRANTS","NM ","87020","0008","5052852600","1-Local school district","35.154300","-107.847400","088","Prekindergarten","12th Grade","New Mexico","3680"
"HAGERMAN MUNICIPAL SCHOOLS","New Mexico","3501200","CHAVES COUNTY","35005","35","3","406 NORTH CAMBRIDGE AVE","HAGERMAN","NM ","88232","","P.O. DRAWER B","HAGERMAN","NM ","88232","7501","5757523254","1-Local school district","33.117800","-104.326200","005","Prekindergarten","12th Grade","New Mexico","411"
"HATCH VALLEY PUBLIC SCHOOLS","New Mexico","3501230","DO̱A ANA COUNTY","35013","35","5","400 MAIN AND REED","HATCH","NM ","87937","0790","P.O. BOX 790","HATCH","NM ","87937","0790","5752678210","1-Local school district","32.668400","-107.151600","018","Prekindergarten","12th Grade","New Mexico","1296"
"HEALTH LEADERSHIP HIGH SCHOOL","New Mexico","3500162","BERNALILLO COUNTY","35001","35","1","5201 CENTRAL AVE NW","ALBUQUERQUE","NM ","87105","","5201 CENTRAL AVENUE NW","ALBUQUERQUE","NM ","87105","","5057504547","7-Charter school agency","35.083800","-106.696200","553","9th Grade","9th Grade","New Mexico","72"
"HOBBS MUNICIPAL SCHOOLS","New Mexico","3501260","LEA COUNTY","35025","35","18","1515 EAST SANGER","HOBBS","NM ","88241","","P.O. BOX 1030","HOBBS","NM ","88240","","5054330100","1-Local school district","32.711200","-103.117400","033","Prekindergarten","12th Grade","New Mexico","9401"
"HONDO VALLEY PUBLIC SCHOOLS","New Mexico","3501290","LINCOLN COUNTY","35027","35","2","111 DON PABLO LN","HONDO","NM ","88336","","P.O. BOX 55","HONDO","NM ","88336","0055","5756534411","1-Local school district","33.380400","-105.257600","039","Prekindergarten","12th Grade","New Mexico","137"
"HORIZON ACADEMY WEST","New Mexico","3500107","BERNALILLO COUNTY","35001","35","1","1900 ATRISCO RD NW","ALBUQUERQUE","NM ","87120","","1900 ATRISCO AVE NW","ALBUQUERQUE","NM ","87105","1146","5059980459","7-Charter school agency","35.109200","-106.701100","503","Kindergarten","6th Grade","New Mexico","417"
"HOUSE MUNICIPAL SCHOOLS","New Mexico","3501320","QUAY COUNTY","35037","35","3","309 APPLE ST","HOUSE","NM ","88121","0673","P.O. BOX 673","HOUSE","NM ","88121","0673","5052797353","1-Local school district","34.647700","-103.905800","050","Prekindergarten","12th Grade","New Mexico","79"
"INTERNATIONAL SCHOOL AT MESA DEL SOL","New Mexico","3500113","BERNALILLO COUNTY","35001","35","1","2660 EASTMAN CROSSING SE","ALBUQUERQUE","NM ","87106","","PO BOX 4584","ALBUQUERQUE","NM ","87196","","5055083295","7-Charter school agency","34.996500","-106.620900","508","Kindergarten","8th Grade","New Mexico","310"
"J PAUL TAYLOR ACADEMY","New Mexico","3500141","DO̱A ANA COUNTY","35013","35","1","1875 STANTON AVE","LAS CRUCES","NM ","88001","","1875 STANTON AVE","LAS CRUCES","NM ","88001","","5756524006","7-Charter school agency","32.323200","-106.756300","535","Kindergarten","8th Grade","New Mexico","186"
"JAL PUBLIC SCHOOLS","New Mexico","3501350","LEA COUNTY","35025","35","3","200 EAST PANTHER AVE","JAL","NM ","88252","","P.O. BOX 1386","JAL","NM ","88252","1386","5753952101","1-Local school district","32.110900","-103.192500","034","Prekindergarten","12th Grade","New Mexico","460"
"JEMEZ MOUNTAIN PUBLIC SCHOOLS","New Mexico","3501380","RIO ARRIBA COUNTY","35039","35","5","HWY 96","GALLINA","NM ","87017","","P.O. BOX 230","GALLINA","NM ","87017","0230","5756385491","1-Local school district","36.215200","-106.780400","056","Prekindergarten","12th Grade","New Mexico","263"
"JEMEZ VALLEY PUBLIC SCHOOLS","New Mexico","3501410","SANDOVAL COUNTY","35043","35","4","8501 HWY 4","JEMEZ PUEBLO","NM ","87024","","8501 HIGHWAY 4","JEMEZ PUEBLO","NM ","87024","9609","5758347391","1-Local school district","35.656100","-106.737200","063","Prekindergarten","12th Grade","New Mexico","444"
"JUVENILE JUSTICE","New Mexico","3500011","SANTA FE COUNTY","35049","35","3","1120 PASEO DE PERALTA","SANTA FE","NM ","87501","","NO STREET ADDRESS","CITY","NM ","87501","","5058277629","5-State-operated institution","35.681400","-105.936300","099","6th Grade","12th Grade","New Mexico","145"
"LA JICARITA COMMUNITY SCHOOL","New Mexico","3500159","TAOS COUNTY","35055","35","1","54 CAMINO DE ABAJO","VADITO","NM ","87579","","54 CAMINO DE ABAJO","VADITO","NM ","87579","","5056923200","7-Charter school agency","36.126700","-105.651700","551","Kindergarten","6th Grade","New Mexico","37"
"LA PROMESA EARLY LEARNING","New Mexico","3500134","BERNALILLO COUNTY","35001","35","1","5201 CENTRAL AVE NW","ALBUQUERQUE","NM ","87105","","5201 CENTRAL AVE NW","ALBUQUERQUE","NM ","87105","","5052683274","7-Charter school agency","35.083800","-106.696200","528","Kindergarten","8th Grade","New Mexico","375"
"LA RESOLANA LEADERSHIP","New Mexico","3500145","BERNALILLO COUNTY","35001","35","1","1718 YALE BLVD SE","ALBUQUERQUE","NM ","87106","","NO STREET ADDRESS","CITY","NM ","87501","","5052438114","7-Charter school agency","35.062700","-106.621200","540","6th Grade","8th Grade","New Mexico","74"
"LA TIERRA MONTESSORI SCHOOL OF THE ARTS AND SCIENCES","New Mexico","3500155","SANTA FE COUNTY","35049","35","1","8 SARMA LN","SANTA FE","NM ","87506","","8 SARMA LANE","SANTA FE","NM ","87506","","5058520200","7-Charter school agency","35.897200","-106.000900","546","Kindergarten","7th Grade","New Mexico","74"
"LAKE ARTHUR MUNICIPAL SCHOOLS","New Mexico","3501470","CHAVES COUNTY","35005","35","3","700 BROADWAY","LAKE ARTHUR","NM ","88253","0098","P.O. BOX 98","LAKE ARTHUR","NM ","88253","0098","5053652000","1-Local school district","32.997700","-104.361500","007","Prekindergarten","12th Grade","New Mexico","125"
"LAS CRUCES PUBLIC SCHOOLS","New Mexico","3501500","DO̱A ANA COUNTY","35013","35","41","505 SOUTH MAIN","LAS CRUCES","NM ","88001","1243","505 SOUTH MAIN  SUITE 249","LAS CRUCES","NM ","88001","1243","5755275800","1-Local school district","32.305600","-106.777400","017","Prekindergarten","12th Grade","New Mexico","25130"
"LAS VEGAS CITY PUBLIC SCHOOLS","New Mexico","3501530","SAN MIGUEL COUNTY","35047","35","8","901 DOUGLAS AVE","LAS VEGAS","NM ","87701","3999","901 DOUGLAS AVENUE","LAS VEGAS","NM ","87701","3928","5054255277","1-Local school district","35.593700","-105.218800","069","Prekindergarten","12th Grade","New Mexico","1775"
"LOGAN MUNICIPAL SCHOOLS","New Mexico","3501590","QUAY COUNTY","35037","35","3","301 2ND ST","LOGAN","NM ","88426","","P.O. BOX 67","LOGAN","NM ","88426","0067","5054872252","1-Local school district","35.367700","-103.413300","051","Prekindergarten","12th Grade","New Mexico","272"
"LORDSBURG MUNICIPAL SCHOOLS","New Mexico","3501620","HIDALGO COUNTY","35023","35","5","501 WEST FOURTH ST","LORDSBURG","NM ","88045","","P.O. BOX 430","LORDSBURG","NM ","88045","0430","5055429361","1-Local school district","32.349400","-108.714500","029","Prekindergarten","12th Grade","New Mexico","503"
"LOS ALAMOS PUBLIC SCHOOLS","New Mexico","3501650","LOS ALAMOS COUNTY","35028","35","7","751 TRINITY DR","LOS ALAMOS","NM ","87544","","P.O. BOX 90","LOS ALAMOS","NM ","87544","0090","5056632222","1-Local school district","35.879700","-106.293700","041","Prekindergarten","12th Grade","New Mexico","3525"
"LOS LUNAS PUBLIC SCHOOLS","New Mexico","3501680","VALENCIA COUNTY","35061","35","16","660 MAIN ST","LOS LUNAS","NM ","87031","","P.O. DRAWER 1300","LOS LUNAS","NM ","87031","1300","5058393840","1-Local school district","34.814400","-106.740400","086","Prekindergarten","12th Grade","New Mexico","8485"
"LOVING MUNICIPAL SCHOOLS","New Mexico","3501710","EDDY COUNTY","35015","35","3","602 SOUTH 6TH ST","LOVING","NM ","88256","","P.O. BOX 98","LOVING","NM ","88256","0098","5057452010","1-Local school district","32.277900","-104.098700","021","Prekindergarten","12th Grade","New Mexico","622"
"LOVINGTON MUNICIPAL SCHOOLS","New Mexico","3501740","LEA COUNTY","35025","35","10","18 WEST WASHINGTON","LOVINGTON","NM ","88260","","P.O. BOX 1537","LOVINGTON","NM ","88260","1537","5757392200","1-Local school district","32.949100","-103.349500","031","Prekindergarten","12th Grade","New Mexico","3712"
"MAGDALENA MUNICIPAL SCHOOLS","New Mexico","3501770","SOCORRO COUNTY","35053","35","3","201 DUGGINS","MAGDALENA","NM ","87825","","P.O. BOX 24","MAGDALENA","NM ","87825","0024","5758542241","1-Local school district","34.118000","-107.237000","075","Prekindergarten","12th Grade","New Mexico","356"
"MAXWELL MUNICIPAL SCHOOLS","New Mexico","3501800","COLFAX COUNTY","35007","35","3","4TH AND PARQUE","MAXWELL","NM ","87728","","P.O. BOX 275","MAXWELL","NM ","87728","0275","5053752371","1-Local school district","36.539000","-104.543300","011","Kindergarten","12th Grade","New Mexico","111"
"MCCURDY CHARTER SCHOOL","New Mexico","3500153","SANTA FE COUNTY","35049","35","1","25 PLACITA RD","ESPANOLA","NM ","87532","","25 PLACITA ROAD","ESPANOLA","NM ","87532","","5056926090","7-Charter school agency","35.983800","-106.001400","547","Kindergarten","12th Grade","New Mexico","543"
