"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"CHOCTAW CO SCHOOL DIST","Mississippi","2800990","CHOCTAW COUNTY","28019","28","5","19 EAST MAIN ST","ACKERMAN","MS ","39735","9768","POST OFFICE DRAWER 398","ACKERMAN","MS ","39735","9768","6622854022","1-Local school district","33.310500","-89.172700","1000","Prekindergarten","12th Grade","Mississippi","1425"
"CLAIBORNE CO SCHOOL DIST","Mississippi","2801020","CLAIBORNE COUNTY","28021","28","4","404 MARKET ST","PORT GIBSON","MS ","39150","","404 MARKET ST.","PORT GIBSON","MS ","39150","","6014374232","1-Local school district","31.962400","-90.983700","1100","Prekindergarten","12th Grade","Mississippi","1619"
"CLARKSDALE MUNICIPAL SCHOOL DIST","Mississippi","2801050","COAHOMA COUNTY","28027","28","11","101 MCGUIRE RD","CLARKSDALE","MS ","38614","2733","PO BOX 1088","CLARKSDALE","MS ","38614","2733","6626278500","1-Local school district","34.208600","-90.575700","1420","Prekindergarten","12th Grade","Mississippi","3115"
"CLAY CO SCHOOL DIST","Mississippi","2801080","CLAY COUNTY","28025","28","1","205 COURT ST","WEST POINT","MS ","39773","2981","P.O. BOX 759","WEST POINT","MS ","39773","2981","6624942915","1-Local school district","33.605800","-88.649100","1300","Prekindergarten","6th Grade","Mississippi","165"
"CLEVELAND SCHOOL DIST","Mississippi","2800750","BOLIVAR COUNTY","28011","28","12","305 MERRITT DR","CLEVELAND","MS ","38732","2247","305 MERRITT DRIVE","CLEVELAND","MS ","38732","2247","6018433529","1-Local school district","33.755600","-90.723500","0614","Prekindergarten","12th Grade","Mississippi","3821"
"CLINTON PUBLIC SCHOOL DIST","Mississippi","2801090","HINDS COUNTY","28049","28","9","203 EASTHAVEN DR","CLINTON","MS ","39056","0300","P. O. BOX 300","CLINTON","MS ","39060","0300","6019247533","1-Local school district","32.332100","-90.300900","2521","Kindergarten","12th Grade","Mississippi","4903"
"COAHOMA CO AHS","Mississippi","2801100","COAHOMA COUNTY","28027","28","1","3240 FRIARS POINT RD","CLARKSDALE","MS ","38614","9359","3240 FRIARS POINT ROAD","CLARKSDALE","MS ","38614","9359","6626249424","1-Local school district","34.231500","-90.571000","1402","9th Grade","12th Grade","Mississippi","244"
"COAHOMA COUNTY SCHOOL DISTRICT","Mississippi","2801110","COAHOMA COUNTY","28027","28","5","1555 LEE DR","CLARKSDALE","MS ","38614","2915","PO BOX 820","CLARKSDALE","MS ","38614","2915","6626245448","1-Local school district","34.209500","-90.606700","1400","Kindergarten","12th Grade","Mississippi","1526"
"COFFEEVILLE SCHOOL DIST","Mississippi","2801140","YALOBUSHA COUNTY","28161","28","2","96 MISSISSIPPI ST","COFFEEVILLE","MS ","38922","2593","96 MISSISSIPPI STREET","COFFEEVILLE","MS ","38922","9801","6626758941","1-Local school district","33.983900","-89.672300","8111","Prekindergarten","12th Grade","Mississippi","601"
"COLUMBIA SCHOOL DISTRICT","Mississippi","2801170","MARION COUNTY","28091","28","4","613 BRYAN AVE","COLUMBIA","MS ","39429","3135","613 BRYAN AVE","COLUMBIA","MS ","39429","3135","6017362366","1-Local school district","31.250900","-89.820200","4620","Kindergarten","12th Grade","Mississippi","1814"
"COLUMBUS MUNICIPAL SCHOOL DIST","Mississippi","2801200","LOWNDES COUNTY","28087","28","9","2630 MCARTHUR DR","COLUMBUS","MS ","39705","1308","P.O. BOX 1308","COLUMBUS","MS ","39703","1308","6622417400","1-Local school district","33.528300","-88.434800","4420","Prekindergarten","12th Grade","Mississippi","4516"
"COPIAH CO SCHOOL DIST","Mississippi","2801220","COPIAH COUNTY","28029","28","4","254 WEST GALLATIN ST","HAZLEHURST","MS ","39083","3026","254 WEST GALLATIN STREET","HAZLEHURST","MS ","39083","3026","6018941341","1-Local school district","31.860500","-90.397500","1500","Prekindergarten","12th Grade","Mississippi","2797"
"CORINTH SCHOOL DIST","Mississippi","2801260","ALCORN COUNTY","28003","28","3","1204 NORTH HARPER RD","CORINTH","MS ","38834","4500","1204 NORTH HARPER ROAD","CORINTH","MS ","38834","4500","6622872425","1-Local school district","34.935300","-88.496600","0220","Prekindergarten","12th Grade","Mississippi","2618"
"COVINGTON CO SCHOOLS","Mississippi","2801290","COVINGTON COUNTY","28031","28","10","1211 SOUTH DOGWOOD ST","COLLINS","MS ","39428","1269","P.O.BOX 1269","COLLINS","MS ","39428","1269","6017652104","1-Local school district","31.640400","-89.551000","1600","Kindergarten","12th Grade","Mississippi","2957"
"DESOTO CO SCHOOL DIST","Mississippi","2801320","DESOTO COUNTY","28033","28","41","FIVE EAST SOUTH ST","HERNANDO","MS ","38632","2348","FIVE EAST SOUTH STREET","HERNANDO","MS ","38632","2348","6624295271","1-Local school district","34.823900","-89.982000","1700","Prekindergarten","12th Grade","Mississippi","33054"
"DURANT PUBLIC SCHOOL DIST","Mississippi","2801360","HOLMES COUNTY","28051","28","1","65 WEST MADISON ST","DURANT","MS ","39063","0669","P O BOX 669","DURANT","MS ","39063","0669","6626533175","1-Local school district","33.076300","-89.854900","2620","Kindergarten","12th Grade","Mississippi","554"
"EAST JASPER CONSOLIDATED SCH DIST","Mississippi","2801380","JASPER COUNTY","28061","28","3","714 NORTH PINE AVE","HEIDELBERG","MS ","39439","1005","P O DRAWER E","HEIDELBERG","MS ","39439","1005","6017873281","1-Local school district","31.898500","-89.003400","3111","Prekindergarten","12th Grade","Mississippi","958"
"EAST TALLAHATCHIE CONSOL SCH DIST","Mississippi","2801410","TALLAHATCHIE COUNTY","28135","28","4","411 EAST CHESTNUT ST","CHARLESTON","MS ","38921","","411 E. CHESTNUT STREET","CHARLESTON","MS ","38921","","6626475524","1-Local school district","34.009100","-90.053000","6811","Kindergarten","12th Grade","Mississippi","1234"
"ELLISVILLE STATE SCHOOL ADM","Mississippi","2801192","JONES COUNTY","28067","28","1","HWY 11 SOUTH","ELLISVILLE","MS ","39437","4444","HIGHWAY 11 SOUTH","ELLISVILLE","MS ","39437","4444","6014775801","5-State-operated institution","31.573800","-89.232800","3475","Ungraded","Ungraded","Mississippi","0"
"ENTERPRISE SCHOOL DIST","Mississippi","2801440","CLARKE COUNTY","28023","28","3","503 RIVER RD","ENTERPRISE","MS ","39330","1001","503 RIVER ROAD","ENTERPRISE","MS ","39330","1001","6016597965","1-Local school district","32.171900","-88.820600","1211","Prekindergarten","12th Grade","Mississippi","1009"
"FOREST MUNICIPAL SCHOOL DIST","Mississippi","2801470","SCOTT COUNTY","28123","28","3","325 CLEVELAND ST","FOREST","MS ","39074","3215","325 CLEVELAND STREET","FOREST","MS ","39074","3215","6014693250","1-Local school district","32.369400","-89.484900","6220","Prekindergarten","12th Grade","Mississippi","1616"
"FORREST COUNTY AG HIGH SCHOOL","Mississippi","2801510","FORREST COUNTY","28035","28","1","215 OLD HWY 49 EAST","BROOKLYN","MS ","39425","0399","215 OLD HIGHWAY 49 E.","BROOKLYN","MS ","39425","0399","6015824102","1-Local school district","31.072000","-89.188800","1802","9th Grade","12th Grade","Mississippi","588"
"FORREST COUNTY SCHOOL DISTRICT","Mississippi","2801490","FORREST COUNTY","28035","28","6","400 FORREST ST","HATTIESBURG","MS ","39403","1977","400 FORREST ST.","HATTIESBURG","MS ","39401","1977","6015456055","1-Local school district","31.327100","-89.292900","1800","Kindergarten","12th Grade","Mississippi","2417"
"FRANKLIN CO SCHOOL DIST","Mississippi","2801530","FRANKLIN COUNTY","28037","28","5","41 FIRST ST","MEADVILLE","MS ","39653","0605","P. O. BOX  605","MEADVILLE","MS ","39653","0605","6013842340","1-Local school district","31.463600","-90.841800","1900","Prekindergarten","12th Grade","Mississippi","1451"
"GEORGE CO SCHOOL DIST","Mississippi","2801560","GEORGE COUNTY","28039","28","8","5152 MAIN ST","LUCEDALE","MS ","39452","6533","5152 MAIN STREET","LUCEDALE","MS ","39452","6533","6019476993","1-Local school district","30.924900","-88.587800","2000","Kindergarten","12th Grade","Mississippi","4126"
"GREENE COUNTY SCHOOL DISTRICT","Mississippi","2801590","GREENE COUNTY","28041","28","6","528 OAK ST","LEAKESVILLE","MS ","39451","1329","P. O. BOX 1329","LEAKESVILLE","MS ","39451","1329","6013942364","1-Local school district","31.156300","-88.553700","2100","Prekindergarten","12th Grade","Mississippi","2109"
"GREENVILLE PUBLIC SCHOOLS","Mississippi","2801620","WASHINGTON COUNTY","28151","28","13","412 SOUTH MAIN ST","GREENVILLE","MS ","38701","4747","P.O. BOX 1619","GREENVILLE","MS ","38702","1619","6623347105","1-Local school district","33.402800","-91.053300","7620","Prekindergarten","12th Grade","Mississippi","5855"
"GREENWOOD PUBLIC SCHOOL DISTRICT","Mississippi","2801650","LEFLORE COUNTY","28083","28","8","401 HOWARD ST","GREENWOOD","MS ","38935","1497","P.O. BOX 1497","GREENWOOD","MS ","38935","1497","6624534231","1-Local school district","33.518500","-90.182000","4220","Prekindergarten","12th Grade","Mississippi","2916"
"GRENADA SCHOOL DIST","Mississippi","2801680","GRENADA COUNTY","28043","28","6","253 SOUTH MAIN ST","GRENADA","MS ","38901","1940","P.O. BOX 1940","GRENADA","MS ","38902","1940","6622261606","1-Local school district","33.782400","-89.803600","2220","Kindergarten","12th Grade","Mississippi","4310"
"GULFPORT SCHOOL DIST","Mississippi","2801710","HARRISON COUNTY","28047","28","12","2001 PASS RD","GULFPORT","MS ","39501","0220","P.O. BOX 220","GULFPORT","MS ","39502","0220","2288654600","1-Local school district","30.380300","-89.086700","2421","Kindergarten","12th Grade","Mississippi","6335"
"HANCOCK CO SCHOOL DIST","Mississippi","2801740","HANCOCK COUNTY","28045","28","7","17304 HWY 603","KILN","MS ","39556","8210","17304 HIGHWAY 603","KILN","MS ","39556","8210","2282550376","1-Local school district","30.422500","-89.433800","2300","Prekindergarten","12th Grade","Mississippi","4544"
"HARRISON CO SCHOOL DIST","Mississippi","2801770","HARRISON COUNTY","28047","28","22","11072 HWY 49","GULFPORT","MS ","39503","2983","11072 HIGHWAY 49","GULFPORT","MS ","39503","2983","2285396500","1-Local school district","30.444100","-89.097200","2400","Kindergarten","12th Grade","Mississippi","14168"
"HATTIESBURG PUBLIC SCHOOL DIST","Mississippi","2801800","FORREST COUNTY","28035","28","9","301 MAMIE ST","HATTIESBURG","MS ","39401","1569","P O BOX 1569","HATTIESBURG","MS ","39403","1569","6015825078","1-Local school district","31.322900","-89.301900","1820","Prekindergarten","12th Grade","Mississippi","4552"
"HAZLEHURST CITY SCHOOL DISTRICT","Mississippi","2801830","COPIAH COUNTY","28029","28","2","119 ROBERT MCDANIEL DR","HAZLEHURST","MS ","39083","3544","119 ROBERT MCDANIEL DRIVE","HAZLEHURST","MS ","39083","3544","6018941152","1-Local school district","31.859100","-90.393700","1520","Prekindergarten","12th Grade","Mississippi","1561"
"HINDS CO AHS","Mississippi","2801840","COPIAH COUNTY","28029","28","1","34175 HWY 18","UTICA","MS ","39175","9638","P.O. BOX 1100","RAYMOND","MS ","39154","9638","6018573230","1-Local school district","32.048300","-90.627000","2502","9th Grade","12th Grade","Mississippi","163"
"HINDS CO SCHOOL DIST","Mississippi","2801860","HINDS COUNTY","28049","28","11","13192 HWY 18","RAYMOND","MS ","39154","0100","13192 HWY 18","RAYMOND","MS ","39154","0100","6018575222","1-Local school district","32.251700","-90.408900","2500","Prekindergarten","12th Grade","Mississippi","6264"
"HOLLANDALE SCHOOL DIST","Mississippi","2801890","WASHINGTON COUNTY","28151","28","3","101 WEST WASHINGTON AVE","HOLLANDALE","MS ","38748","0128","POST OFFICE BOX 128","HOLLANDALE","MS ","38748","0128","6628272276","1-Local school district","33.168800","-90.854100","7611","Prekindergarten","12th Grade","Mississippi","640"
"HOLLY SPRINGS SCHOOL DIST","Mississippi","2801950","MARSHALL COUNTY","28093","28","5","840 HWY 178 EAST","HOLLY SPRINGS","MS ","38635","2633","840 HIGHWAY 178 EAST","HOLLY SPRINGS","MS ","38635","2633","6622522183","1-Local school district","34.764500","-89.431600","4720","Prekindergarten","12th Grade","Mississippi","1446"
"HOLMES CO SCHOOL DIST","Mississippi","2801980","HOLMES COUNTY","28051","28","11","313 OLIVE ST","LEXINGTON","MS ","39095","0630","P. O. BOX 630","LEXINGTON","MS ","39095","0630","6628342175","1-Local school district","33.117100","-90.040900","2600","Prekindergarten","12th Grade","Mississippi","2974"
"HOUSTON  SCHOOL DIST","Mississippi","2802010","CHICKASAW COUNTY","28017","28","5","636 STARKVILLE RD","HOUSTON","MS ","38851","9303","P.O. DRAWER 351","HOUSTON","MS ","38851","9303","6014563332","1-Local school district","33.888300","-88.991200","0920","Kindergarten","12th Grade","Mississippi","1838"
"HUDSPETH CENTER ADMINISTRATION","Mississippi","2801196","RANKIN COUNTY","28121","28","1","HWY 475 SOUTH","WHITFIELD","MS ","39193","1032","P O BOX 127B","WHITFIELD","MS ","39193","1032","6016646310","5-State-operated institution","32.249000","-90.079800","6177","Ungraded","Ungraded","Mississippi","0"
"HUMPHREYS CO SCHOOL DIST","Mississippi","2802040","HUMPHREYS COUNTY","28053","28","5","401 FOURTH ST","BELZONI","MS ","39038","0678","P O BOX 678","BELZONI","MS ","39038","0678","6622476000","1-Local school district","33.188300","-90.485600","2700","Kindergarten","12th Grade","Mississippi","1759"
"INDIANOLA SCHOOL DIST","Mississippi","2802070","SUNFLOWER COUNTY","28133","28","6","702 HWY 82 EAST","INDIANOLA","MS ","38751","2397","702 HIGHWAY 82 EAST","INDIANOLA","MS ","38751","2397","6628841200","1-Local school district","33.458000","-90.640900","6721","Kindergarten","12th Grade","Mississippi","2186"
"ITAWAMBA CO SCHOOL DIST","Mississippi","2802100","ITAWAMBA COUNTY","28057","28","8","605 SOUTH SOUTH CUMMINGS ST","FULTON","MS ","38843","1846","605 S. CUMMINGS ST.","FULTON","MS ","38843","1846","6628622159","1-Local school district","34.272600","-88.406200","2900","Kindergarten","12th Grade","Mississippi","3529"
"JACKSON CO SCHOOL DIST","Mississippi","2802160","JACKSON COUNTY","28059","28","14","4700 COLONEL VICKREY RD","VANCLEAVE","MS ","39565","5069","PO BOX 5069","VANCLEAVE","MS ","39565","5069","2288261757","1-Local school district","30.520300","-88.686400","3000","Prekindergarten","12th Grade","Mississippi","9411"
"JACKSON PUBLIC SCHOOL DIST","Mississippi","2802190","HINDS COUNTY","28049","28","63","662 SOUTH PRESIDENT ST","JACKSON","MS ","39225","2338","662 S. PRESIDENT STREET","JACKSON","MS ","39225","2338","6019608700","1-Local school district","32.291500","-90.183200","2520","Prekindergarten","12th Grade","Mississippi","29488"
"JEFFERSON CO SCHOOL DIST","Mississippi","2802220","JEFFERSON COUNTY","28063","28","6","942 MAIN ST","FAYETTE","MS ","39069","","PO BOX 157","FAYETTE","MS ","39069","","6017863721","1-Local school district","31.705900","-91.067100","3200","Prekindergarten","12th Grade","Mississippi","1325"
"JEFFERSON DAVIS CO SCHOOL DIST","Mississippi","2802250","JEFFERSON DAVIS COUNTY","28065","28","5","1025 3RD ST","PRENTISS","MS ","39474","1197","P O BOX 1197","PRENTISS","MS ","39474","1197","6017924267","1-Local school district","31.600900","-89.865200","3300","Kindergarten","12th Grade","Mississippi","1569"
"JONES CO SCHOOL DIST","Mississippi","2802280","JONES COUNTY","28067","28","11","5204 HWY 11 NORTH","ELLISVILLE","MS ","39437","5049","5204 HIGHWAY 11 NORTH","ELLISVILLE","MS ","39437","5049","6016495201","1-Local school district","31.631300","-89.181000","3400","Kindergarten","12th Grade","Mississippi","8562"
"KEMPER CO SCHOOL DIST","Mississippi","2802310","KEMPER COUNTY","28069","28","4","159 MAIN AVE","DEKALB","MS ","39328","","P. O. BOX 219","DEKALB","MS ","39328","","6017432657","1-Local school district","32.766300","-88.651000","3500","Prekindergarten","12th Grade","Mississippi","1161"
"KOSCIUSKO SCHOOL DISTRICT","Mississippi","2802340","ATTALA COUNTY","28007","28","6","229 WEST WASHINGTON ST","KOSCIUSKO","MS ","39090","3718","229 WEST WASHINGTON ST.","KOSCIUSKO","MS ","39090","3718","6622894771","1-Local school district","33.058600","-89.591700","0420","Kindergarten","12th Grade","Mississippi","2340"
"LAFAYETTE CO SCHOOL DIST","Mississippi","2802370","LAFAYETTE COUNTY","28071","28","5","100 COMMODORE DR","OXFORD","MS ","38655","0110","100 COMMODORE DR.","OXFORD","MS ","38655","0110","6622343271","1-Local school district","34.349300","-89.497200","3600","Prekindergarten","12th Grade","Mississippi","2683"
"LAMAR COUNTY SCHOOL DISTRICT","Mississippi","2802400","LAMAR COUNTY","28073","28","16","424 MARTIN LUTHER KING DR","PURVIS","MS ","39475","0609","P. O. BOX  609","PURVIS","MS ","39475","0609","6017941030","1-Local school district","31.135000","-89.409600","3700","Prekindergarten","12th Grade","Mississippi","9569"
"LAUDERDALE CO SCHOOL DIST","Mississippi","2802430","LAUDERDALE COUNTY","28075","28","12","410 CONSTITUTION AVE","MERIDIAN","MS ","39302","5498","P O BOX 5498","MERIDIAN","MS ","39302","5498","6016931683","1-Local school district","32.364300","-88.698500","3800","Prekindergarten","12th Grade","Mississippi","6787"
"LAUREL SCHOOL DISTRICT","Mississippi","2802460","JONES COUNTY","28067","28","8","303 WEST 8TH ST","LAUREL","MS ","39440","0288","P. O.  DRAWER  288","LAUREL","MS ","39441","0288","6016496391","1-Local school district","31.698600","-89.126400","3420","Prekindergarten","12th Grade","Mississippi","3082"
"LAWRENCE CO SCHOOL DIST","Mississippi","2802490","LAWRENCE COUNTY","28077","28","6","346 THOMAS EAST JOLLY DR","MONTICELLO","MS ","39654","9301","346 THOMAS E. JOLLY DRIVE","MONTICELLO","MS ","39654","9301","6015872506","1-Local school district","31.549300","-90.106600","3900","Kindergarten","12th Grade","Mississippi","2199"
"LEAKE CO SCHOOL DIST","Mississippi","2802520","LEAKE COUNTY","28079","28","6","123 MAIN ST","CARTHAGE","MS ","39051","0478","P. O. DRAWER 478","CARTHAGE","MS ","39051","0478","6012674579","1-Local school district","32.736700","-89.534200","4000","Prekindergarten","12th Grade","Mississippi","2948"
"LEE COUNTY SCHOOL DISTRICT","Mississippi","2802550","LEE COUNTY","28081","28","14","1280 COLLEGE VIEW DR","TUPELO","MS ","38804","","P. O. BOX 832","TUPELO","MS ","38802","0832","6628419144","1-Local school district","34.240300","-88.678500","4100","Prekindergarten","12th Grade","Mississippi","7236"
"LEFLORE CO SCHOOL DIST","Mississippi","2802580","LEFLORE COUNTY","28083","28","7","1901 HWY 82 WEST","GREENWOOD","MS ","38930","2722","1901 HWY 82 WEST","GREENWOOD","MS ","38930","2722","6624538566","1-Local school district","33.526900","-90.216200","4200","Prekindergarten","12th Grade","Mississippi","2721"
"LELAND SCHOOL DIST","Mississippi","2802610","WASHINGTON COUNTY","28151","28","4","408 EAST FOURTH ST","LELAND","MS ","38756","2729","408 E FOURTH STREET","LELAND","MS ","38756","2729","6626865000","1-Local school district","33.404100","-90.894300","7612","Prekindergarten","12th Grade","Mississippi","926"
"LINCOLN CO SCHOOL DIST","Mississippi","2802640","LINCOLN COUNTY","28085","28","4","233 EAST MONTICELLO ST","BROOKHAVEN","MS ","39602","0826","PO BOX 826","BROOKHAVEN","MS ","39602","0826","6018350011","1-Local school district","31.579000","-90.440200","4300","Prekindergarten","12th Grade","Mississippi","3142"
"LONG BEACH SCHOOL DIST","Mississippi","2802670","HARRISON COUNTY","28047","28","5","19148 COMMISSION RD","LONG BEACH","MS ","39560","2618","19148 COMMISSION ROAD","LONG BEACH","MS ","39560","2618","2288641146","1-Local school district","30.369100","-89.165000","2422","Kindergarten","12th Grade","Mississippi","3118"
"LOUISVILLE MUNICIPAL SCHOOL DIST","Mississippi","2802700","WINSTON COUNTY","28159","28","7","112 SOUTH COLUMBUS AVE","LOUISVILLE","MS ","39339","0909","P.O.BOX 909","LOUISVILLE","MS ","39339","0909","6627733411","1-Local school district","33.123300","-89.053200","8020","Prekindergarten","12th Grade","Mississippi","2892"
"LOWNDES CO SCHOOL DIST","Mississippi","2802730","LOWNDES COUNTY","28087","28","9","1053 HWY 45 SOUTH","COLUMBUS","MS ","39701","8480","1053 HWY 45 SOUTH","COLUMBUS","MS ","39701","8480","6622445000","1-Local school district","33.470400","-88.493700","4400","Prekindergarten","12th Grade","Mississippi","5096"
"LUMBERTON PUBLIC SCHOOL DISTRICT","Mississippi","2802760","LAMAR COUNTY","28073","28","2","107 WEST TENTH AVE","LUMBERTON","MS ","39455","2513","107 WEST TENTH AVENUE","LUMBERTON","MS ","39455","2513","6017962441","1-Local school district","30.998300","-89.450800","3711","Prekindergarten","12th Grade","Mississippi","636"
"MADISON CO SCHOOL DIST","Mississippi","2802790","MADISON COUNTY","28089","28","22","117 FOURTH ST","FLORA","MS ","39071","9761","P.O. BOX 159","FLORA","MS ","39071","9761","6018793000","1-Local school district","32.546400","-90.317700","4500","Prekindergarten","12th Grade","Mississippi","12548"
"MAGNOLIA GROVE SCHOOL","Mississippi","2800003","LAUDERDALE COUNTY","28075","28","1","1401 COLLEGE DR","MERIDIAN","MS ","39304","4128","1401 COLLEGE DRIVE","MERIDIAN","MS ","39304","4128","6015818067","5-State-operated institution","32.370800","-88.732500","3871","5th Grade","12th Grade","Mississippi","0"
