"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"CLAY COUNTY","Alabama","0100750","CLAY COUNTY","01027","01","6","62 COURT SQUARE","ASHLAND","AL ","36251","4108","P O BOX 278","ASHLAND","AL ","36251","4108","2563545414","1-Local school district","33.274500","-85.835300","014","Prekindergarten","12th Grade","Alabama","2013"
"CLEBURNE COUNTY","Alabama","0100780","CLEBURNE COUNTY","01029","01","8","93 EDUCATION ST","HEFLIN","AL ","36264","2207","93 EDUCATION ST","HEFLIN","AL ","36264","2207","2564635624","1-Local school district","33.645800","-85.575300","015","Prekindergarten","12th Grade","Alabama","2664"
"COFFEE COUNTY","Alabama","0100810","COFFEE COUNTY","01031","01","4","400 REDDOCH HILL RD","ELBA","AL ","36323","1661","400 REDDOCH HILL RD","ELBA","AL ","36323","1661","3348975016","1-Local school district","31.410900","-86.056300","016","Prekindergarten","12th Grade","Alabama","2017"
"COLBERT COUNTY","Alabama","0100840","COLBERT COUNTY","01033","01","9","1101 HWY 72 EAST","TUSCUMBIA","AL ","35674","2412","1101 HIGHWAY 72 E","TUSCUMBIA","AL ","35674","2412","2563868565","1-Local school district","34.716200","-87.687800","017","Prekindergarten","12th Grade","Alabama","2739"
"COMPASS ACADEMY","Alabama","0100173","CONECUH COUNTY","01035","01","1","101 PERRYMAN ST","EVERGREEN","AL ","36401","","101 PERRYMAN STREET","EVERGREEN","AL ","36401","","2515780017","5-State-operated institution","31.434300","-86.954500","708","†","†","Alabama","†"
"COMPASS SCHOOL","Alabama","0100181","ESCAMBIA COUNTY","01053","01","1","100 MARTIN LUTHER KING AVE","ATMORE","AL ","36502","","100 MARTIN LUTHER KING AVENUE","ATMORE","AL ","36502","","3342429700","5-State-operated institution","31.031100","-87.479600","711","†","†","Alabama","†"
"CONECUH COUNTY","Alabama","0100870","CONECUH COUNTY","01035","01","6","100 JACKSON ST","EVERGREEN","AL ","36401","2843","100 JACKSON ST","EVERGREEN","AL ","36401","2843","2515781752","1-Local school district","31.434600","-86.954800","018","Prekindergarten","12th Grade","Alabama","1559"
"COOSA COUNTY","Alabama","0100900","COOSA COUNTY","01037","01","4","2001 NIXBURG RD","ROCKFORD","AL ","35136","0037","P O BOX 37","ROCKFORD","AL ","35136","0037","2563774913","1-Local school district","32.865900","-86.185300","019","Kindergarten","12th Grade","Alabama","1110"
"COVINGTON COUNTY","Alabama","0100930","COVINGTON COUNTY","01039","01","9","807 CC BAKER AVE","ANDALUSIA","AL ","36420","2199","P O BOX 460","ANDALUSIA","AL ","36420","2199","3342227571","1-Local school district","31.321500","-86.481400","020","Prekindergarten","12th Grade","Alabama","3142"
"CRENSHAW COUNTY","Alabama","0100960","CRENSHAW COUNTY","01041","01","4","183 VOTEC DR","LUVERNE","AL ","36049","0072","183 VOTEC DRIVE","LUVERNE","AL ","36049","0072","3343356519","1-Local school district","31.705700","-86.268100","021","Prekindergarten","12th Grade","Alabama","2239"
"CULLMAN CITY","Alabama","0100990","CULLMAN COUNTY","01043","01","7","301 1ST ST NORTH EAST","CULLMAN","AL ","35055","3514","301 1ST ST N E SUITE 100","CULLMAN","AL ","35055","3514","2567342233","1-Local school district","34.179200","-86.840700","125","Kindergarten","12th Grade","Alabama","3071"
"CULLMAN COUNTY","Alabama","0101020","CULLMAN COUNTY","01043","01","29","402 ARNOLD ST NE","CULLMAN","AL ","35055","1964","P O BOX 1590","CULLMAN","AL ","35056","1590","2567342933","1-Local school district","34.181000","-86.841000","022","Prekindergarten","12th Grade","Alabama","9656"
"DALE COUNTY","Alabama","0101050","DALE COUNTY","01045","01","7","113 WEST REYNOLDS ST","OZARK","AL ","36360","1438","P O BOX 948","OZARK","AL ","36361","0948","3347742355","1-Local school district","31.458100","-85.641200","023","Prekindergarten","12th Grade","Alabama","3026"
"DALEVILLE CITY","Alabama","0101080","DALE COUNTY","01045","01","2","626 NORTH DALEVILLE AVE","DALEVILLE","AL ","36322","2006","626 N DALEVILLE AVE","DALEVILLE","AL ","36322","2006","3345982456","1-Local school district","31.315600","-85.711200","126","Kindergarten","12th Grade","Alabama","1143"
"DALLAS COUNTY","Alabama","0101110","DALLAS COUNTY","01047","01","14","429 LAUDERDALE ST","SELMA","AL ","36701","4581","P O BOX 1056","SELMA","AL ","36702","1056","3348764498","1-Local school district","32.411800","-87.023600","024","Prekindergarten","12th Grade","Alabama","3519"
"DECATUR CITY","Alabama","0101170","MORGAN COUNTY","01103","01","20","302 4TH AVE NE","DECATUR","AL ","35601","1972","302 4TH AVE NE","DECATUR","AL ","35601","1972","2565523000","1-Local school district","34.606000","-86.982500","127","Prekindergarten","12th Grade","Alabama","8606"
"DEKALB COUNTY","Alabama","0101140","DEKALB COUNTY","01049","01","15","500 GRAND AVE SW","FORT PAYNE","AL ","35967","1668","P O BOX 1668","RAINSVILLE","AL ","35986","1668","2566386921","1-Local school district","34.438400","-85.726400","025","Kindergarten","12th Grade","Alabama","8784"
"DEMOPOLIS CITY","Alabama","0101200","MARENGO COUNTY","01091","01","4","P O DRAWER 759","DEMOPOLIS","AL ","36732","0759","P O DRAWER 759","DEMOPOLIS","AL ","36732","0759","3342891670","1-Local school district","32.493400","-87.861700","128","Prekindergarten","12th Grade","Alabama","2246"
"DEVELOPING ALABAMA YOUTH PROG","Alabama","0100041","SHELBY COUNTY","01117","01","1","1299 HILLSBORO PARKWAY","ALABASTER","AL ","35007","","P O BOX 1811","ALABASTER","AL ","35007","","2056641600","5-State-operated institution","33.234700","-86.822300","683","7th Grade","11th Grade","Alabama","†"
"DOTHAN CITY","Alabama","0101230","HOUSTON COUNTY","01069","01","20","500 DUSY ST","DOTHAN","AL ","36301","2506","500 DUSY ST","DOTHAN","AL ","36301","2506","3347941407","1-Local school district","31.218100","-85.394500","130","Prekindergarten","12th Grade","Alabama","9351"
"ELBA CITY","Alabama","0101260","COFFEE COUNTY","01031","01","3","131 TIGER DR","ELBA","AL ","36323","4019","131 TIGER DR","ELBA","AL ","36323","4019","3348972801","1-Local school district","31.428500","-86.101600","131","Kindergarten","12th Grade","Alabama","720"
"ELMORE COUNTY","Alabama","0101290","ELMORE COUNTY","01051","01","15","100 H. H. ROBISON DR","WETUMPKA","AL ","36092","2722","100 H. H. ROBISON DRIVE","WETUMPKA","AL ","36092","2722","3345671200","1-Local school district","32.550300","-86.219500","026","Prekindergarten","12th Grade","Alabama","11234"
"ENTERPRISE CITY","Alabama","0101320","COFFEE COUNTY","01031","01","11","220 HUTCHINSON ST","ENTERPRISE","AL ","36330","1899","P O BOX 311790","ENTERPRISE","AL ","36331","1790","3343479531","1-Local school district","31.323200","-85.851100","132","Prekindergarten","12th Grade","Alabama","6690"
"ESCAMBIA COUNTY","Alabama","0101350","ESCAMBIA COUNTY","01053","01","14","301 BELLEVILLE AVE","BREWTON","AL ","36426","2042","P O BOX 307","BREWTON","AL ","36427","0307","2518676251","1-Local school district","31.106100","-87.071600","027","Prekindergarten","12th Grade","Alabama","4530"
"ETOWAH ACADEMY","Alabama","0100174","ETOWAH COUNTY","01055","01","1","715 RALEY ST","EAST GADSDEN","AL ","35903","","715 RALEY STREET","EAST GADSDEN","AL ","35903","","2564949356","5-State-operated institution","33.999900","-85.970300","701","†","†","Alabama","†"
"ETOWAH COUNTY","Alabama","0101380","ETOWAH COUNTY","01055","01","23","3200 WEST MEIGHAN BLVD","GADSDEN","AL ","35904","1732","3200 W MEIGHAN BLVD","GADSDEN","AL ","35904","1732","2565497578","1-Local school district","34.022300","-86.054400","028","Prekindergarten","12th Grade","Alabama","8981"
"EUFAULA CITY","Alabama","0101410","BARBOUR COUNTY","01005","01","6","420 SANFORD AVE","EUFAULA","AL ","36027","1450","420 SANFORD AVE","EUFAULA","AL ","36027","1450","3346871100","1-Local school district","31.897400","-85.150800","133","Prekindergarten","12th Grade","Alabama","2852"
"EVERGREEN SCHOOL","Alabama","0100191","CONECUH COUNTY","01035","01","0","100 JACKSON ST","EVERGREEN","AL ","36401","","UA BOX 870317","TUSCALOOSA","AL ","35487","","2053432865","5-State-operated institution","31.434600","-86.954800","717","6th Grade","12th Grade","Alabama","†"
"EXCEL INSTITUTE","Alabama","0100184","ETOWAH COUNTY","01055","01","1","1147 WALNUT ST","GADSDEN","AL ","35901","","1147 WALNUT ST","GADSDEN","AL ","35901","","2565466324","5-State-operated institution","34.011600","-86.019900","702","†","†","Alabama","†"
"FAIRFIELD CITY","Alabama","0101440","JEFFERSON COUNTY","01073","01","7","6405 AVE D","FAIRFIELD","AL ","35064","0110","6405 AVE D","FAIRFIELD","AL ","35064","0110","2057836850","1-Local school district","33.474800","-86.913700","137","Kindergarten","12th Grade","Alabama","1798"
"FATHER PURCELL CENTER","Alabama","0100186","MONTGOMERY COUNTY","01101","01","0","2048 WEST FAIRVIEW AVE","MONTGOMERY","AL ","36108","","2048 WEST FAIRVIEW AVE","MONTGOMERY","AL ","36108","","3348345590","5-State-operated institution","32.351400","-86.327000","639","†","†","Alabama","†"
"FATHER WALTERS CTR","Alabama","0100187","MONTGOMERY COUNTY","01101","01","0","2815 FORBES DR","MONTGOMERY","AL ","36110","","2815 FORBES DR","MONTGOMERY","AL ","36110","","3342691770","5-State-operated institution","32.424200","-86.287100","637","†","†","Alabama","†"
"FAYETTE COUNTY","Alabama","0101470","FAYETTE COUNTY","01057","01","6","103 1ST AVE NW","FAYETTE","AL ","35555","0599","P O BOX 686","FAYETTE","AL ","35555","0599","2059324611","1-Local school district","33.685900","-87.831200","029","Kindergarten","12th Grade","Alabama","2429"
"FLORENCE CITY","Alabama","0101530","LAUDERDALE COUNTY","01077","01","9","541 RIVERVIEW DR","FLORENCE","AL ","35630","6024","541 RIVERVIEW DR","FLORENCE","AL ","35630","6024","2567683016","1-Local school district","34.794200","-87.680100","141","Prekindergarten","12th Grade","Alabama","4454"
"FORT PAYNE CITY","Alabama","0101560","DEKALB COUNTY","01049","01","4","205 45TH ST NE","FORT PAYNE","AL ","35967","4011","P O BOX 681029","FORT PAYNE","AL ","35968","1611","2568450915","1-Local school district","34.484600","-85.672800","143","Prekindergarten","12th Grade","Alabama","3070"
"FRANKLIN COUNTY","Alabama","0101590","FRANKLIN COUNTY","01059","01","9","500 COFFEE AVE NE","RUSSELLVILLE","AL ","35653","0610","P O BOX 610","RUSSELLVILLE","AL ","35653","0610","2563321360","1-Local school district","34.507700","-87.727600","030","Prekindergarten","12th Grade","Alabama","3217"
"GADSDEN CITY","Alabama","0101620","ETOWAH COUNTY","01055","01","16","1026 CHESTNUT ST","GADSDEN","AL ","35901","","P O BOX 184","GADSDEN","AL ","35902","0184","2565492903","1-Local school district","34.014000","-86.016900","144","Prekindergarten","12th Grade","Alabama","5345"
"GENEVA CITY","Alabama","0101640","GENEVA COUNTY","01061","01","3","511 PANTHER DR","GENEVA","AL ","36340","1407","511 PANTHER DR","GENEVA","AL ","36340","1407","3346841090","1-Local school district","31.042600","-85.879300","146","Kindergarten","12th Grade","Alabama","1255"
"GENEVA COUNTY","Alabama","0101660","GENEVA COUNTY","01061","01","9","200 NORTH COMMERCE ST","GENEVA","AL ","36340","0250","P O BOX 250","GENEVA","AL ","36340","0250","3346845690","1-Local school district","31.040100","-85.866200","031","Kindergarten","12th Grade","Alabama","2772"
"GLENWOOD MENTAL HEALTH SERVICE","Alabama","0100033","JEFFERSON COUNTY","01073","01","4","150 GLENWOOD LN","BIRMINGHAM","AL ","35242","","150 GLENWOOD LANE","BIRMINGHAM","AL ","35242","","2059692880","5-State-operated institution","33.478200","-86.660400","648","†","†","Alabama","†"
"GREENE COUNTY","Alabama","0101680","GREENE COUNTY","01063","01","6","220 MAIN ST","EUTAW","AL ","35462","0569","220 MAIN ST","EUTAW","AL ","35462","0569","2053724900","1-Local school district","32.841000","-87.889200","032","Kindergarten","12th Grade","Alabama","1208"
"GUNTERSVILLE CITY","Alabama","0101690","MARSHALL COUNTY","01095","01","4","2208 RINGOLD ST","GUNTERSVILLE","AL ","35976","0129","P O BOX 129","GUNTERSVILLE","AL ","35976","0129","2565823159","1-Local school district","34.357100","-86.296200","154","Kindergarten","12th Grade","Alabama","1984"
"HALE COUNTY","Alabama","0101710","HALE COUNTY","01065","01","8","1115 POWERS ST","GREENSBORO","AL ","36744","0360","1115 POWERS ST","GREENSBORO","AL ","36744","0360","3346248836","1-Local school district","32.707300","-87.593800","033","Prekindergarten","12th Grade","Alabama","2819"
"HALEYVILLE CITY","Alabama","0101720","WINSTON COUNTY","01133","01","4","2011 20TH ST","HALEYVILLE","AL ","35565","1959","2011 20TH ST","HALEYVILLE","AL ","35565","1959","2054869231","1-Local school district","34.226400","-87.616200","155","Prekindergarten","12th Grade","Alabama","1707"
"HARTSELLE CITY","Alabama","0101730","MORGAN COUNTY","01103","01","6","305 COLLEGE ST NE","HARTSELLE","AL ","35640","2357","305 COLLEGE ST NE","HARTSELLE","AL ","35640","2357","2567735419","1-Local school district","34.446500","-86.931000","156","Prekindergarten","12th Grade","Alabama","3076"
"HENRY COUNTY","Alabama","0101740","HENRY COUNTY","01067","01","8","300 NORTH TRAWICK ST","ABBEVILLE","AL ","36310","0635","300 N. TRAWICK ST","ABBEVILLE","AL ","36310","0635","3345852206","1-Local school district","31.567400","-85.251900","034","Prekindergarten","12th Grade","Alabama","2621"
"HIGDON HILL SCHOOL","Alabama","0100178","JEFFERSON COUNTY","01073","01","1","6869 5TH AVE SOUTH","BIRMINGHAM","AL ","35212","","6869 5TH AVE S","BIRMINGHAM","AL ","35212","","2565466324","5-State-operated institution","33.548700","-86.730100","703","†","†","Alabama","†"
"HOMEWOOD CITY","Alabama","0101760","JEFFERSON COUNTY","01073","01","5","7 HOLLYWOOD BLVD","HOMEWOOD","AL ","35209","","P O BOX 59366","HOMEWOOD","AL ","35259","9366","2058704203","1-Local school district","33.479000","-86.786500","157","Prekindergarten","12th Grade","Alabama","3907"
"HOOVER CITY","Alabama","0100007","JEFFERSON COUNTY","01073","01","17","2810 METROPOLITAN WAY","HOOVER","AL ","35243","5500","2810 METROPOLITAN WAY","HOOVER","AL ","35243","5500","2054391015","1-Local school district","33.406200","-86.766900","158","Kindergarten","12th Grade","Alabama","13943"
"HOUSTON COUNTY","Alabama","0101770","HOUSTON COUNTY","01069","01","11","404 WEST WASHINGTON ST","DOTHAN","AL ","36301","2520","P O BOX 1688","DOTHAN","AL ","36302","1688","3347928331","1-Local school district","31.220700","-85.397200","035","Prekindergarten","12th Grade","Alabama","6298"
"HUNTSVILLE CITY","Alabama","0101800","MADISON COUNTY","01089","01","50","200 WHITE ST","HUNTSVILLE","AL ","35801","4152","P O BOX 1256","HUNTSVILLE","AL ","35807","4801","2564286810","1-Local school district","34.734200","-86.577800","159","Prekindergarten","12th Grade","Alabama","23656"
"JACKSON COUNTY","Alabama","0101830","JACKSON COUNTY","01071","01","19","16003 ALABAMA HWY 35","SCOTTSBORO","AL ","35768","0490","P O BOX 490","SCOTTSBORO","AL ","35768","0490","2562599500","1-Local school district","34.675800","-86.061800","036","Prekindergarten","12th Grade","Alabama","5712"
"JACKSONVILLE CITY","Alabama","0101860","CALHOUN COUNTY","01015","01","2","123 COLLEGE ST SW","JACKSONVILLE","AL ","36265","2154","123 COLLEGE ST SW","JACKSONVILLE","AL ","36265","2154","2567825682","1-Local school district","33.815400","-85.761500","162","Kindergarten","12th Grade","Alabama","1539"
