"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BETHEL SCHOOL DISTRICT","Connecticut","0900270","FAIRFIELD COUNTY","09001","09","5","1 SCHOOL ST","BETHEL","CT ","06801","0253","P.O. BOX 253","BETHEL","CT ","06801","0253","2037948601","1-Local school district","41.372200","-73.413100","009","Prekindergarten","12th Grade","Connecticut","2989"
"BLOOMFIELD SCHOOL DISTRICT","Connecticut","0900330","HARTFORD COUNTY","09003","09","8","11 TURKEY HILL RD","BLOOMFIELD","CT ","06002","3099","11 TURKEY HILL ROAD","BLOOMFIELD","CT ","06002","3099","8607694211","1-Local school district","41.824100","-72.735200","011","Prekindergarten","12th Grade","Connecticut","2087"
"BOLTON SCHOOL DISTRICT","Connecticut","0900360","TOLLAND COUNTY","09013","09","2","NOTCH RD","BOLTON","CT ","06043","7498","NOTCH ROAD","BOLTON","CT ","06043","7498","8606431569","1-Local school district","41.780500","-72.445200","012","Prekindergarten","12th Grade","Connecticut","862"
"BOZRAH SCHOOL DISTRICT","Connecticut","0900390","NEW LONDON COUNTY","09011","09","1","8 BOZRAH ST","BOZRAH","CT ","06334","1304","P.O. BOX 185","BOZRAH","CT ","06334","1304","8608874873","1-Local school district","41.558100","-72.163300","013","Prekindergarten","8th Grade","Connecticut","243"
"BRANFORD SCHOOL DISTRICT","Connecticut","0900420","NEW HAVEN COUNTY","09009","09","6","1111 MAIN ST","BRANFORD","CT ","06405","3717","1111 MAIN STREET","BRANFORD","CT ","06405","3717","2033157800","1-Local school district","41.283100","-72.810300","014","Prekindergarten","12th Grade","Connecticut","3222"
"BRASS CITY CHARTER SCHOOL DIS","Connecticut","0900215","NEW HAVEN COUNTY","09009","09","1","33 WOLCOTT ST","WATERBURY","CT ","06702","","33 WOLCOTT STREET","WATERBURY","CT ","06702","","2035275942","7-Charter school agency","41.553300","-73.026500","290","Prekindergarten","1st Grade","Connecticut","115"
"BRIDGEPORT ACHIEVEMENT FIRST","Connecticut","0900208","FAIRFIELD COUNTY","09001","09","1","365 EAST WASHINGTON AVE","BRIDGEPORT","CT ","06608","","365 EAST WASHINGTON AVENUE","BRIDGEPORT","CT ","06608","","2033339128","7-Charter school agency","41.186000","-73.186300","285","Kindergarten","11th Grade","Connecticut","835"
"BRIDGEPORT SCHOOL DISTRICT","Connecticut","0900450","FAIRFIELD COUNTY","09001","09","39","45 LYON TERRACE","BRIDGEPORT","CT ","06604","4023","45 LYON TERRACE","BRIDGEPORT","CT ","06604","4023","2035767302","1-Local school district","41.180400","-73.192600","015","Prekindergarten","12th Grade","Connecticut","20753"
"BRISTOL SCHOOL DISTRICT","Connecticut","0900510","HARTFORD COUNTY","09003","09","14","129 CHURCH ST","BRISTOL","CT ","06011","0450","P.O. BOX 450","BRISTOL","CT ","06011","0450","8605847002","1-Local school district","41.669500","-72.945400","017","Prekindergarten","12th Grade","Connecticut","8195"
"BROOKFIELD SCHOOL DISTRICT","Connecticut","0900540","FAIRFIELD COUNTY","09001","09","4","100 POCONO RD","BROOKFIELD","CT ","06804","3331","100 POCONO ROAD","BROOKFIELD","CT ","06804","3331","2037757620","1-Local school district","41.466800","-73.398100","018","Prekindergarten","12th Grade","Connecticut","2764"
"BROOKLYN SCHOOL DISTRICT","Connecticut","0900570","WINDHAM COUNTY","09015","09","2","119 GORMAN RD","BROOKLYN","CT ","06234","1805","119 GORMAN ROAD","BROOKLYN","CT ","06234","1805","8607749153","1-Local school district","41.785300","-71.935100","019","Prekindergarten","8th Grade","Connecticut","919"
"CANAAN SCHOOL DISTRICT","Connecticut","0900630","LITCHFIELD COUNTY","09005","09","1","47 MAIN ST","FALLS VILLAGE","CT ","06031","0237","47 MAIN STREET","FALLS VILLAGE","CT ","06031","0237","8608247791","1-Local school district","41.955800","-73.359500","021","Kindergarten","8th Grade","Connecticut","77"
"CANTERBURY SCHOOL DISTRICT","Connecticut","0900660","WINDHAM COUNTY","09015","09","2","45 WESTMINSTER RD","CANTERBURY","CT ","06331","1538","45 WESTMINSTER ROAD","CANTERBURY","CT ","06331","1538","8605466950","1-Local school district","41.697700","-71.977100","022","Prekindergarten","8th Grade","Connecticut","458"
"CANTON SCHOOL DISTRICT","Connecticut","0900690","HARTFORD COUNTY","09003","09","4","39 DYER AVE","CANTON","CT ","06019","1008","39 DYER AVENUE","CANTON","CT ","06019","1008","8606937704","1-Local school district","41.822100","-72.919700","023","Prekindergarten","12th Grade","Connecticut","1688"
"CAPITOL REGION EDUCATION COUN","Connecticut","0900700","HARTFORD COUNTY","09003","09","24","111 CHARTER OAK AVE","HARTFORD","CT ","06106","3567","111 CHARTER OAK AVENUE","HARTFORD","CT ","06106","3567","8605244063","4-Regional education services agency","41.758400","-72.668300","241","Prekindergarten","12th Grade","Connecticut","7178"
"CHAPLIN SCHOOL DISTRICT","Connecticut","0900720","WINDHAM COUNTY","09015","09","1","304 PARISH HILL RD","CHAPLIN","CT ","06235","0295","P.O. BOX 277","CHAPLIN","CT ","06235","0295","8604559306","1-Local school district","41.749900","-72.107700","024","Prekindergarten","6th Grade","Connecticut","183"
"CHARTER SCHOOL FOR YOUNG CHIL","Connecticut","0900213","HARTFORD COUNTY","09003","09","0","1265 ASYLUM AVE","HARTFORD","CT ","06106","","1265 ASYLUM AVENUE","HARTFORD","CT ","06106","","8602443111","7-Charter school agency","41.774000","-72.706200","287","†","†","Connecticut","†"
"CHESHIRE SCHOOL DISTRICT","Connecticut","0900750","NEW HAVEN COUNTY","09009","09","8","29 MAIN ST","CHESHIRE","CT ","06410","2495","29 MAIN STREET","CHESHIRE","CT ","06410","2495","2032502400","1-Local school district","41.501000","-72.901200","025","Prekindergarten","12th Grade","Connecticut","4594"
"CHESTER SCHOOL DISTRICT","Connecticut","0900780","MIDDLESEX COUNTY","09007","09","1","1 WINTHROP RD","DEEP RIVER","CT ","06417","","P.O. BOX 187","DEEP RIVER","CT ","06417","0187","8605262417","1-Local school district","41.368700","-72.457400","026","Kindergarten","6th Grade","Connecticut","228"
"CLINTON SCHOOL DISTRICT","Connecticut","0900810","MIDDLESEX COUNTY","09007","09","4","137B GLENWOOD CIRCLE","CLINTON","CT ","06413","1493","137 B GLENWOOD CIRCLE","CLINTON","CT ","06413","1493","8606646500","1-Local school district","41.304400","-72.524600","027","Prekindergarten","12th Grade","Connecticut","1954"
"COLCHESTER SCHOOL DISTRICT","Connecticut","0900840","NEW LONDON COUNTY","09011","09","4","127 NORWICH AVE","COLCHESTER","CT ","06415","1260","127 NORWICH AVENUE","COLCHESTER","CT ","06415","1260","8605377267","1-Local school district","41.574700","-72.327600","028","Prekindergarten","12th Grade","Connecticut","2733"
"COLEBROOK SCHOOL DISTRICT","Connecticut","0900870","LITCHFIELD COUNTY","09005","09","1","452 SMITH HILL RD","COLEBROOK","CT ","06021","0009","452 SMITH HILL ROAD","COLEBROOK","CT ","06021","0009","8603792179","1-Local school district","41.985900","-73.089800","029","Prekindergarten","6th Grade","Connecticut","99"
"COLUMBIA SCHOOL DISTRICT","Connecticut","0900900","TOLLAND COUNTY","09013","09","1","3 SCHOOLHOUSE RD","COLUMBIA","CT ","06237","0166","P.O. BOX 166","COLUMBIA","CT ","06237","0166","8602289493","1-Local school district","41.703300","-72.299900","030","Prekindergarten","8th Grade","Connecticut","467"
"COMMON GROUND HIGH SCHOOL DIS","Connecticut","0900014","NEW HAVEN COUNTY","09009","09","1","358 SPRINGSIDE AVE","NEW HAVEN","CT ","06515","0069","358 SPRINGSIDE AVENUE","NEW HAVEN","CT ","06515","0069","2033894333","7-Charter school agency","41.338200","-72.959600","268","9th Grade","12th Grade","Connecticut","180"
"CONNECTICUT TECHNICAL HIGH SC","Connecticut","0900002","MIDDLESEX COUNTY","09007","09","16","25 INDUSTRIAL PARK RD","MIDDLETOWN","CT ","06457","1543","25 INDUSTRIAL PARK ROA","MIDDLETOWN","CT ","06457","1543","8608072200","5-State-operated institution","41.584700","-72.716300","900","9th Grade","12th Grade","Connecticut","10699"
"COOPERATIVE EDUCATIONAL SERVI","Connecticut","0900910","FAIRFIELD COUNTY","09001","09","6","40 LINDEMAN DR","TRUMBULL","CT ","06611","4723","40 LINDEMAN DRIVE","TRUMBULL","CT ","06611","4723","2033658803","4-Regional education services agency","41.232200","-73.199800","243","Prekindergarten","12th Grade","Connecticut","822"
"CORNWALL SCHOOL DISTRICT","Connecticut","0900930","LITCHFIELD COUNTY","09005","09","1","246 WARREN TURNPIKE RD","FALLS VILLAGE","CT ","06031","1600","246 WARREN TURNPIKE RO","FALLS VILLAGE","CT ","06031","1600","8606726617","1-Local school district","41.938700","-73.361600","031","Kindergarten","8th Grade","Connecticut","105"
"COVENTRY SCHOOL DISTRICT","Connecticut","0900960","TOLLAND COUNTY","09013","09","5","1700 MAIN ST","COVENTRY","CT ","06238","1654","1700 MAIN STREET","COVENTRY","CT ","06238","1654","8607427317","1-Local school district","41.781400","-72.314800","032","Prekindergarten","12th Grade","Connecticut","1685"
"CROMWELL SCHOOL DISTRICT","Connecticut","0900990","MIDDLESEX COUNTY","09007","09","4","9 MANN MEMORIAL DR","CROMWELL","CT ","06416","1398","9 MANN MEMORIAL DRIVE","CROMWELL","CT ","06416","1398","8606324830","1-Local school district","41.627500","-72.656300","033","Prekindergarten","12th Grade","Connecticut","1948"
"DANBURY SCHOOL DISTRICT","Connecticut","0901020","FAIRFIELD COUNTY","09001","09","18","63 BEAVER BROOK RD","DANBURY","CT ","06810","6211","63 BEAVER BROOK ROAD","DANBURY","CT ","06810","6211","2037974701","1-Local school district","41.407600","-73.426400","034","Prekindergarten","12th Grade","Connecticut","10774"
"DARIEN SCHOOL DISTRICT","Connecticut","0901050","FAIRFIELD COUNTY","09001","09","7","2 RENSHAW RD","DARIEN","CT ","06820","1167","P.O. BOX 1167","DARIEN","CT ","06820","1167","2036567400","1-Local school district","41.065900","-73.484100","035","Prekindergarten","12th Grade","Connecticut","4903"
"DEEP RIVER SCHOOL DISTRICT","Connecticut","0901080","MIDDLESEX COUNTY","09007","09","1","1 WINTHROP RD","DEEP RIVER","CT ","06417","","P.O. BOX 187","DEEP RIVER","CT ","06417","0187","8605262417","1-Local school district","41.368700","-72.457400","036","Kindergarten","6th Grade","Connecticut","330"
"DEPARTMENT OF MENTAL HEALTH A","Connecticut","0900027","HARTFORD COUNTY","09003","09","6","410 CAPITOL AVE","HARTFORD","CT ","06134","","410 CAPITOL AVENUE","HARTFORD","CT ","06134","","8604186691","5-State-operated institution","41.763700","-72.689600","337","10th Grade","12th Grade","Connecticut","4"
"DEPARTMENT OF SOCIAL SERVICES","Connecticut","0900026","HARTFORD COUNTY","09003","09","0","25 SIGOURNEY ST","HARTFORD","CT ","06106","5033","25 SIGOURNEY STREET","HARTFORD","CT ","06106","5033","8604245129","5-State-operated institution","41.763100","-72.693600","332","†","†","Connecticut","†"
"DERBY SCHOOL DISTRICT","Connecticut","0901110","NEW HAVEN COUNTY","09009","09","4","1 ELIZABETH ST","DERBY","CT ","06418","0373","P.O. BOX 373","DERBY","CT ","06418","0373","2037365027","1-Local school district","41.319600","-73.089100","037","Prekindergarten","12th Grade","Connecticut","1499"
"EAST GRANBY SCHOOL DISTRICT","Connecticut","0901170","HARTFORD COUNTY","09003","09","4","33 TURKEY HILLS RD","EAST GRANBY","CT ","06026","0158","P.O. BOX 674","EAST GRANBY","CT ","06026","0158","8606536486","1-Local school district","41.943300","-72.732300","040","Prekindergarten","12th Grade","Connecticut","868"
"EAST HADDAM SCHOOL DISTRICT","Connecticut","0901200","MIDDLESEX COUNTY","09007","09","3","26 PLAINS RD","MOODUS","CT ","06469","0401","P.O. BOX 401","MOODUS","CT ","06469","0401","8608735090","1-Local school district","41.500100","-72.449700","041","Prekindergarten","12th Grade","Connecticut","1186"
"EAST HAMPTON SCHOOL DISTRICT","Connecticut","0901230","MIDDLESEX COUNTY","09007","09","5","94 MAIN ST","EAST HAMPTON","CT ","06424","1119","94 MAIN STREET","EAST HAMPTON","CT ","06424","1119","8603654000","1-Local school district","41.574000","-72.501900","042","Prekindergarten","12th Grade","Connecticut","1871"
"EAST HARTFORD SCHOOL DISTRICT","Connecticut","0901260","HARTFORD COUNTY","09003","09","16","31 SCHOOL ST","EAST HARTFORD","CT ","06108","2681","31 SCHOOL STREET","EAST HARTFORD","CT ","06108","2681","8606225107","1-Local school district","41.782000","-72.612100","043","Prekindergarten","12th Grade","Connecticut","7131"
"EAST HAVEN SCHOOL DISTRICT","Connecticut","0901290","NEW HAVEN COUNTY","09009","09","10","35 WHEELBARROW LN","EAST HAVEN","CT ","06513","1597","35 WHEELBARROW LANE","EAST HAVEN","CT ","06513","1597","2034683261","1-Local school district","41.327800","-72.832500","044","Prekindergarten","12th Grade","Connecticut","3054"
"EAST LYME SCHOOL DISTRICT","Connecticut","0901320","NEW LONDON COUNTY","09011","09","6","BOSTON POST RD","EAST LYME","CT ","06333","0176","P.O. BOX 176","EST LYME","CT ","06333","0176","8607393966","1-Local school district","41.366100","-72.231600","045","Prekindergarten","12th Grade","Connecticut","2863"
"EAST WINDSOR SCHOOL DISTRICT","Connecticut","0901350","HARTFORD COUNTY","09003","09","3","47 RYE ST","EAST WINDSOR","CT ","06016","9552","14 RYE STREET","EAST WINDSOR","CT ","06016","9552","8606233346","1-Local school district","41.906900","-72.549600","047","Prekindergarten","12th Grade","Connecticut","1198"
"EASTERN CONNECTICUT REGIONAL","Connecticut","0901360","WINDHAM COUNTY","09015","09","4","376 HARTFORD TURNPIKE","HAMPTON","CT ","06247","1612","376 HARTFORD TURNPIKE","HAMPTON","CT ","06247","1612","8604550707","4-Regional education services agency","41.773200","-72.082700","253","Kindergarten","12th Grade","Connecticut","367"
"EASTFORD SCHOOL DISTRICT","Connecticut","0901380","WINDHAM COUNTY","09015","09","1","12 WESTFORD RD","EASTFORD","CT ","06242","0158","P.O. BOX 158","EASTFORD","CT ","06242","0158","8609741130","1-Local school district","41.904200","-72.081500","039","Prekindergarten","8th Grade","Connecticut","152"
"EASTON SCHOOL DISTRICT","Connecticut","0901410","FAIRFIELD COUNTY","09001","09","2","605 MAIN ST","MONROE","CT ","06468","2853","605 MAIN STREET","MONROE","CT ","06468","2853","2032612513","1-Local school district","41.333300","-73.265100","046","Prekindergarten","8th Grade","Connecticut","961"
"EDUCATION CONNECTION","Connecticut","0903512","FAIRFIELD COUNTY","09001","09","2","345 MAIN ST","DANBURY","CT ","06810","","345 MAIN STREET","DANBURY","CT ","06810","","8605670863","4-Regional education services agency","41.398300","-73.456500","242","3rd Grade","12th Grade","Connecticut","228"
"ELLINGTON SCHOOL DISTRICT","Connecticut","0901440","TOLLAND COUNTY","09013","09","6","47 MAIN ST","ELLINGTON","CT ","06029","3341","P.O. BOX 157","ELLINGTON","CT ","06029","3341","8608962300","1-Local school district","41.903300","-72.465700","048","Prekindergarten","12th Grade","Connecticut","2657"
"ELM CITY COLLEGE PREPARATORY","Connecticut","0900214","NEW HAVEN COUNTY","09009","09","1","234 GREEN ST","NEW HAVEN","CT ","06513","","234 GREEN STREET","NEW HAVEN","CT ","06513","","2037730390","7-Charter school agency","41.305300","-72.915900","289","Kindergarten","12th Grade","Connecticut","624"
"ENFIELD SCHOOL DISTRICT","Connecticut","0901470","HARTFORD COUNTY","09003","09","12","27 SHAKER RD","ENFIELD","CT ","06082","3199","27 SHAKER ROAD","ENFIELD","CT ","06082","3199","8602536500","1-Local school district","42.002600","-72.562900","049","Prekindergarten","12th Grade","Connecticut","5206"
"ESSEX SCHOOL DISTRICT","Connecticut","0901500","MIDDLESEX COUNTY","09007","09","1","1 WINTHROP RD","DEEP RIVER","CT ","06417","","P.O. BOX 187","DEEP RIVER","CT ","06417","0187","8605262417","1-Local school district","41.368700","-72.457400","050","Prekindergarten","6th Grade","Connecticut","508"
"EXPLORATIONS DISTRICT","Connecticut","0900018","LITCHFIELD COUNTY","09005","09","1","286 MAIN ST","WINSTED","CT ","06098","1641","286 MAIN STREET","WINSTED","CT ","06098","1641","8607389070","7-Charter school agency","41.921300","-73.067200","272","9th Grade","12th Grade","Connecticut","83"
"FAIRFIELD SCHOOL DISTRICT","Connecticut","0901530","FAIRFIELD COUNTY","09001","09","17","785 UNQUOWA RD","FAIRFIELD","CT ","06825","","P.O. BOX 222","FAIRFIELD","CT ","06430","0222","2032558371","1-Local school district","41.149100","-73.263300","051","Prekindergarten","12th Grade","Connecticut","10257"
"FARMINGTON SCHOOL DISTRICT","Connecticut","0901560","HARTFORD COUNTY","09003","09","8","1 MONTEITH DR","FARMINGTON","CT ","06032","1041","ONE MONTEITH DRIVE","FARMINGTON","CT ","06032","1041","8606738270","1-Local school district","41.748200","-72.867000","052","Prekindergarten","12th Grade","Connecticut","4009"
"FRANKLIN SCHOOL DISTRICT","Connecticut","0901590","NEW LONDON COUNTY","09011","09","1","206 POND RD","NORTH FRANKLIN","CT ","06254","1219","206 POND ROAD","NORTH FRANKLIN","CT ","06254","1219","8606427063","1-Local school district","41.629700","-72.126400","053","Prekindergarten","8th Grade","Connecticut","181"
"GLASTONBURY SCHOOL DISTRICT","Connecticut","0901620","HARTFORD COUNTY","09003","09","9","232 WILLIAMS ST","GLASTONBURY","CT ","06033","2354","232 WILLIAMS STREET","GLASTONBURY","CT ","06033","2354","8606527961","1-Local school district","41.704300","-72.599000","054","Prekindergarten","12th Grade","Connecticut","6395"
"GRANBY SCHOOL DISTRICT","Connecticut","0901680","HARTFORD COUNTY","09003","09","5","15B NORTH GRANBY RD","GRANBY","CT ","06035","9449","15_B NORTH GRANBY ROAD","GRANBY","CT ","06035","9449","8608445250","1-Local school district","41.955500","-72.792100","056","Prekindergarten","12th Grade","Connecticut","2051"
"GREENWICH SCHOOL DISTRICT","Connecticut","0901710","FAIRFIELD COUNTY","09001","09","15","HAVEMEYER BUILDING","GREENWICH","CT ","06830","6521","HAVEMEYER BUILDING","GREENWICH","CT ","06830","6521","2036257400","1-Local school district","41.023100","-73.625300","057","Prekindergarten","12th Grade","Connecticut","8766"
"GRISWOLD SCHOOL DISTRICT","Connecticut","0901740","NEW LONDON COUNTY","09011","09","3","267 SLATER AVE","GRISWOLD","CT ","06351","2540","267 SLATER AVENUE","GRISWOLD","CT ","06351","2540","8603767600","1-Local school district","41.596500","-71.978200","058","Prekindergarten","12th Grade","Connecticut","1965"
"GROTON SCHOOL DISTRICT","Connecticut","0901770","NEW LONDON COUNTY","09011","09","10","1300 FLANDERS RD","MYSTIC","CT ","06355","1042","1300 FLANDERS ROAD","MYSTIC","CT ","06355","1042","8605722120","1-Local school district","41.386200","-72.006200","059","Prekindergarten","12th Grade","Connecticut","4669"
"GUILFORD SCHOOL DISTRICT","Connecticut","0901800","NEW HAVEN COUNTY","09009","09","7","701 NEW ENGLAND RD","GUILFORD","CT ","06437","1838","P.O. BOX 367","GUILFORD","CT ","06437","1838","2034538200","1-Local school district","41.313900","-72.708200","060","Prekindergarten","12th Grade","Connecticut","3510"
"HAMDEN SCHOOL DISTRICT","Connecticut","0901860","NEW HAVEN COUNTY","09009","09","11","60 PUTNAM AVE","HAMDEN","CT ","06517","2825","60 PUTNAM AVENUE","HAMDEN","CT ","06517","2825","2034072000","1-Local school district","41.345700","-72.914300","062","Prekindergarten","12th Grade","Connecticut","5765"
"HAMPTON SCHOOL DISTRICT","Connecticut","0901890","WINDHAM COUNTY","09015","09","1","304 PARISH HILL RD","CHAPLIN","CT ","06235","0277","P.O. BOX 277","CHAPLIN","CT ","06235","0277","8604559306","1-Local school district","41.749900","-72.107700","063","Prekindergarten","6th Grade","Connecticut","112"
"HARTFORD SCHOOL DISTRICT","Connecticut","0901920","HARTFORD COUNTY","09003","09","49","153 MARKET ST","HARTFORD","CT ","06103","1009","153 MARKET STREET","HARTFORD","CT ","06103","1009","8606958000","1-Local school district","41.768400","-72.671000","064","Prekindergarten","12th Grade","Connecticut","21286"
"HARTLAND SCHOOL DISTRICT","Connecticut","0901950","HARTFORD COUNTY","09003","09","1","30 SOUTH RD","EAST HARTLAND","CT ","06027","9710","30 SOUTH ROAD","EAST HARTLAND","CT ","06027","9710","8606537207","1-Local school district","41.997000","-72.907800","065","Prekindergarten","8th Grade","Connecticut","204"
"HEBRON SCHOOL DISTRICT","Connecticut","0902010","TOLLAND COUNTY","09013","09","2","580 GILEAD ST","HEBRON","CT ","06248","1525","33 PENDLETON DRIVE","HEBRON","CT ","06248","1525","8602282577","1-Local school district","41.676400","-72.408000","067","Prekindergarten","6th Grade","Connecticut","867"
"HIGHVILLE MUSTARD SEED CHARTE","Connecticut","0900207","NEW HAVEN COUNTY","09009","09","1","130 LEEDERHILL DR","HAMDEN","CT ","06517","","130 LEEDERHILL DRIVE","HAMDEN","CT ","06517","","2032870528","7-Charter school agency","41.346700","-72.923800","286","Prekindergarten","9th Grade","Connecticut","361"
"INTEGRATED DAY CHARTER SCHOOL","Connecticut","0900010","NEW LONDON COUNTY","09011","09","1","68 THERMOS AVE","NORWICH","CT ","06360","6943","68 THERMOS ROAD","NORWICH","CT ","06360","6943","8608921900","7-Charter school agency","41.509300","-72.077300","264","Prekindergarten","8th Grade","Connecticut","330"
"INTRDIST SCH FOR ARTS AND COM","Connecticut","0900011","NEW LONDON COUNTY","09011","09","1","3 GARVIN ST","NEW LONDON","CT ","06320","5613","3 GAVIN STREET","NEW LONDON","CT ","06320","5613","8604471003","7-Charter school agency","41.354900","-72.102300","265","6th Grade","8th Grade","Connecticut","246"
"JUMOKE ACADEMY DISTRICT","Connecticut","0900007","HARTFORD COUNTY","09003","09","1","250 BLUE HILLS AVE","HARTFORD","CT ","06112","1836","250 BLUE HILLS AVENUE","HARTFORD","CT ","06112","1836","8605270575","7-Charter school agency","41.791200","-72.697400","261","Prekindergarten","10th Grade","Connecticut","704"
"KENT SCHOOL DISTRICT","Connecticut","0902040","LITCHFIELD COUNTY","09005","09","1","246 WARREN TURNPIKE RD","FALLS VILLAGE","CT ","06031","1600","246 WARREN TURNPIKE RO","FALLS VILLAGE","CT ","06031","1600","8609273537","1-Local school district","41.938700","-73.361600","068","Prekindergarten","8th Grade","Connecticut","272"
"KILLINGLY SCHOOL DISTRICT","Connecticut","0902070","WINDHAM COUNTY","09015","09","5","369 MAIN ST","DANIELSON","CT ","06239","0210","P.O. BOX 210","DANIELSON","CT ","06239","0210","8607796600","1-Local school district","41.810500","-71.878200","069","Prekindergarten","12th Grade","Connecticut","2641"
"LEARN","Connecticut","0903450","NEW LONDON COUNTY","09011","09","8","44 HATCHETTS HILL RD","OLD LYME","CT ","06371","0220","44 HATCHETTS HILL ROAD","OLD LYME","CT ","06371","0220","8604344800","4-Regional education services agency","41.318200","-72.266200","245","Prekindergarten","12th Grade","Connecticut","2137"
"LEBANON SCHOOL DISTRICT","Connecticut","0902130","NEW LONDON COUNTY","09011","09","3","891 EXETER RD","LEBANON","CT ","06249","1742","P.O. BOX 166","LEBANON","CT ","06249","1742","8606427795","1-Local school district","41.624400","-72.234500","071","Prekindergarten","12th Grade","Connecticut","1146"
