"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BLOUNT COUNTY","Tennessee","4700300","BLOUNT COUNTY","47009","47","20","831 GRANDVIEW DR","MARYVILLE","TN ","37803","5312","831  GRANDVIEW  DR","MARYVILLE","TN ","37803","5312","8659841212","1-Local school district","35.751300","-83.936000","050","Prekindergarten","12th Grade","Tennessee","11215"
"BRADFORD","Tennessee","4701390","GIBSON COUNTY","47053","47","2","106 WEST FRONT ST","BRADFORD","TN ","38316","0220","P. O. BOX 220","BRADFORD","TN ","38316","0220","7317423180","1-Local school district","36.076200","-88.810500","274","Prekindergarten","12th Grade","Tennessee","541"
"BRADLEY COUNTY","Tennessee","4700330","BRADLEY COUNTY","47011","47","18","800 SOUTH LEE HW","CLEVELAND","TN ","37311","5853","800  SOUTH  LEE HW","CLEVELAND","TN ","37311","5853","4234760620","1-Local school district","35.156900","-84.887500","060","Prekindergarten","12th Grade","Tennessee","10455"
"BRISTOL","Tennessee","4700360","SULLIVAN COUNTY","47163","47","8","615 MARTIN LUTHER KING JR BL","BRISTOL","TN ","37620","2397","615 MARTIN LUTHER KING JR BL","BRISTOL","TN ","37620","2397","4236529451","1-Local school district","36.588700","-82.182000","821","Prekindergarten","12th Grade","Tennessee","4081"
"CAMPBELL COUNTY","Tennessee","4700420","CAMPBELL COUNTY","47013","47","13","172 VALLEY ST","JACKSBORO","TN ","37757","0445","P. O. BOX 445","JACKSBORO","TN ","37757","0445","4235628377","1-Local school district","36.332000","-84.182400","070","Prekindergarten","12th Grade","Tennessee","5919"
"CANNON COUNTY","Tennessee","4700450","CANNON COUNTY","47015","47","7","301 WEST MAIN ST","WOODBURY","TN ","37190","1100","301 WEST MAIN ST","WOODBURY","TN ","37190","1100","6155635752","1-Local school district","35.827700","-86.071600","080","Prekindergarten","12th Grade","Tennessee","2099"
"CARROLL COUNTY","Tennessee","4700480","CARROLL COUNTY","47017","47","2","14155 PARIS ST","HUNTINGDON","TN ","38344","0510","P. O. BOX 799","HUNTINGDON","TN ","38344","0510","7319864482","1-Local school district","36.018200","-88.439200","090","10th Grade","12th Grade","Tennessee","5"
"CARTER COUNTY","Tennessee","4700510","CARTER COUNTY","47019","47","15","305 ACADEMY ST","ELIZABETHTON","TN ","37643","2208","305  ACADEMY  ST","ELIZABETHTON","TN ","37643","","4235474000","1-Local school district","36.349900","-82.212200","100","Prekindergarten","12th Grade","Tennessee","5567"
"CHEATHAM COUNTY","Tennessee","4700570","CHEATHAM COUNTY","47021","47","13","102 ELIZABETH ST","ASHLAND CITY","TN ","37015","1101","102  ELIZABETH  ST","ASHLAND CITY","TN ","37015","1101","6157925664","1-Local school district","36.271500","-87.063600","110","Prekindergarten","12th Grade","Tennessee","6620"
"CHESTER COUNTY","Tennessee","4700600","CHESTER COUNTY","47023","47","6","970 EAST MAIN","HENDERSON","TN ","38340","0327","P. O. BOX 327","HENDERSON","TN ","38340","0327","7319895134","1-Local school district","35.443800","-88.615400","120","Prekindergarten","12th Grade","Tennessee","2800"
"CLAIBORNE COUNTY","Tennessee","4700630","CLAIBORNE COUNTY","47025","47","13","1403 TAZEWELL RD","TAZEWELL","TN ","37879","0179","P. O.  BOX 179","TAZEWELL","TN ","37879","0179","4236263543","1-Local school district","36.448800","-83.579300","130","Prekindergarten","12th Grade","Tennessee","4625"
"CLAY COUNTY","Tennessee","4700660","CLAY COUNTY","47027","47","4","520 SOUTH BROWN ST","CELINA","TN ","38551","0469","520 SOUTH BROWN ST","CELINA","TN ","38551","0469","9312433141","1-Local school district","36.547400","-85.505500","140","Prekindergarten","12th Grade","Tennessee","1073"
"CLEVELAND","Tennessee","4700690","BRADLEY COUNTY","47011","47","8","4300 MOUSE CREEK NW RD","CLEVELAND","TN ","37312","3303","4300  MOUSE  CREEK NW RD","CLEVELAND","TN ","37312","3303","4234729571","1-Local school district","35.209200","-84.858700","061","Prekindergarten","12th Grade","Tennessee","5440"
"CLINTON","Tennessee","4700720","ANDERSON COUNTY","47001","47","3","212 NORTH HICKS ST","CLINTON","TN ","37716","2920","212  N  HICKS ST","CLINTON","TN ","37716","2920","8654570159","1-Local school district","36.097900","-84.136200","011","Prekindergarten","6th Grade","Tennessee","951"
"COCKE COUNTY","Tennessee","4700750","COCKE COUNTY","47029","47","12","305 HEDRICK DR","NEWPORT","TN ","37821","9998","305 HEDRICK DR","NEWPORT","TN ","37821","9998","4236237821","1-Local school district","35.963200","-83.199500","150","Prekindergarten","12th Grade","Tennessee","4790"
"COFFEE COUNTY","Tennessee","4700780","COFFEE COUNTY","47031","47","9","1343 MCARTHUR ST","MANCHESTER","TN ","37355","1785","1343  MCARTHUR  ST","MANCHESTER","TN ","37355","1785","9317235150","1-Local school district","35.461300","-86.089400","160","Prekindergarten","12th Grade","Tennessee","4587"
"CROCKETT COUNTY","Tennessee","4700850","CROCKETT COUNTY","47033","47","5","102 NORTH CAVALIER DR","ALAMO","TN ","38001","9699","102 NORTH CAVALIER DR","ALAMO","TN ","38001","9699","7316962604","1-Local school district","35.793100","-89.144200","170","Prekindergarten","12th Grade","Tennessee","1972"
"CUMBERLAND COUNTY","Tennessee","4700900","CUMBERLAND COUNTY","47035","47","12","368 4TH ST","CROSSVILLE","TN ","38555","4790","368 4TH ST","CROSSVILLE","TN ","38555","4790","9314848091","1-Local school district","35.946300","-85.032200","180","Prekindergarten","12th Grade","Tennessee","7505"
"DAVIDSON COUNTY","Tennessee","4703180","DAVIDSON COUNTY","47037","47","158","2601 BRANSFORD AV","NASHVILLE","TN ","37204","2811","2601 BRANSFORD AV","NASHVILLE","TN ","37204","2811","6152594636","1-Local school district","36.122500","-86.765400","190","Prekindergarten","12th Grade","Tennessee","82806"
"DAYTON","Tennessee","4700930","RHEA COUNTY","47143","47","1","520 CHERRY ST","DAYTON","TN ","37321","1482","520  CHERRY  ST","DAYTON","TN ","37321","1482","4237758412","1-Local school district","35.487300","-85.016300","721","Prekindergarten","8th Grade","Tennessee","855"
"DECATUR COUNTY","Tennessee","4700960","DECATUR COUNTY","47039","47","4","59 WEST MAIN ST","DECATURVILLE","TN ","38329","0369","P. O. BOX 369","DECATURVILLE","TN ","38329","0369","7318522391","1-Local school district","35.584100","-88.120700","200","Prekindergarten","12th Grade","Tennessee","1660"
"DEKALB COUNTY","Tennessee","4700990","DEKALB COUNTY","47041","47","6","110 SOUTH PUBLIC SQUARE","SMITHVILLE","TN ","37166","1728","110 SOUTH PUBLIC SQUARE","SMITHVILLE","TN ","37166","1728","6155974084","1-Local school district","35.960700","-85.813300","210","Prekindergarten","12th Grade","Tennessee","2989"
"DICKSON COUNTY","Tennessee","4701020","DICKSON COUNTY","47043","47","16","817 NORTH CHARLOTTE ST","DICKSON","TN ","37055","1008","817  N  CHARLOTTE ST","DICKSON","TN ","37055","1008","6154467571","1-Local school district","36.084900","-87.381400","220","Prekindergarten","12th Grade","Tennessee","8384"
"DYER COUNTY","Tennessee","4701050","DYER COUNTY","47045","47","8","159 EVERETT AV","DYERSBURG","TN ","38024","5119","159 EVERETT AV","DYERSBURG","TN ","38024","5119","7312856712","1-Local school district","36.028900","-89.360900","230","Prekindergarten","12th Grade","Tennessee","3893"
"DYERSBURG","Tennessee","4701080","DYER COUNTY","47045","47","4","307 COLLEGE ST","DYERSBURG","TN ","38024","1507","307 COLLEGE ST","DYERSBURG","TN ","38024","1507","7312863600","1-Local school district","36.035200","-89.382500","231","Prekindergarten","12th Grade","Tennessee","2767"
"ELIZABETHTON","Tennessee","4701110","CARTER COUNTY","47019","47","5","804 SOUTH WATAUGA AV","ELIZABETHTON","TN ","37643","4207","804 S  WATAUGA AV","ELIZABETHTON","TN ","37643","4207","4235478000","1-Local school district","36.337800","-82.221900","101","Prekindergarten","12th Grade","Tennessee","2521"
"ETOWAH","Tennessee","4701140","MCMINN COUNTY","47107","47","1","858 8TH ST","ETOWAH","TN ","37331","1110","858  8TH  ST","ETOWAH","TN ","37331","1110","4232635483","1-Local school district","35.326600","-84.535000","542","Prekindergarten","8th Grade","Tennessee","362"
"FAYETTE COUNTY","Tennessee","4701170","FAYETTE COUNTY","47047","47","10","126 WEST MARKET ST","SOMERVILLE","TN ","38068","0009","P O BOX 9","SOMERVILLE","TN ","38068","0009","9014655260","1-Local school district","35.244400","-89.350700","240","Prekindergarten","12th Grade","Tennessee","3689"
"FAYETTEVILLE","Tennessee","4701200","LINCOLN COUNTY","47103","47","3","110A SOUTH ELK AV","FAYETTEVILLE","TN ","37334","3050","110A SOUTH ELK AV","FAYETTEVILLE","TN ","37334","3050","9314335542","1-Local school district","35.152300","-86.569200","521","Prekindergarten","12th Grade","Tennessee","1470"
"FENTRESS COUNTY","Tennessee","4701230","FENTRESS COUNTY","47049","47","6","1011 OLD HWY 127","JAMESTOWN","TN ","38556","0963","P. O. BOX 963","JAMESTOWN","TN ","38556","0963","9318799218","1-Local school district","36.405900","-84.937400","250","Prekindergarten","12th Grade","Tennessee","2354"
"FRANKLIN COUNTY","Tennessee","4701290","FRANKLIN COUNTY","47051","47","11","215 SOUTH COLLEGE ST","WINCHESTER","TN ","37398","1519","215 SOUTH COLLEGE ST","WINCHESTER","TN ","37398","1519","9319670626","1-Local school district","35.185500","-86.109500","260","Prekindergarten","12th Grade","Tennessee","5800"
"FRANKLIN SSD","Tennessee","4701260","WILLIAMSON COUNTY","47187","47","8","507 HWY 96 WEST","FRANKLIN","TN ","37064","2470","507  HIGHWAY  96 WEST","FRANKLIN","TN ","37064","2470","6157946624","1-Local school district","35.924900","-86.882200","941","Prekindergarten","8th Grade","Tennessee","3801"
"GIBSON CO SP DIST","Tennessee","4701400","GIBSON COUNTY","47053","47","9","130 TRENTON HWY","DYER","TN ","38330","","130 HWY  45 W BOX 60","DYER","TN ","38330","","7316923803","1-Local school district","36.025200","-88.966500","275","Prekindergarten","12th Grade","Tennessee","4008"
"GILES COUNTY","Tennessee","4701410","GILES COUNTY","47055","47","8","270 RICHLAND DR","PULASKI","TN ","38478","2609","270  RICHLAND  DR","PULASKI","TN ","38478","2609","9313634558","1-Local school district","35.202900","-87.038800","280","Prekindergarten","12th Grade","Tennessee","4030"
"GRAINGER COUNTY","Tennessee","4701440","GRAINGER COUNTY","47057","47","9","7850 RUTLEDGE PK","RUTLEDGE","TN ","37861","0038","P. O.  BOX 38","RUTLEDGE","TN ","37861","0038","8658283611","1-Local school district","36.279400","-83.521600","290","Prekindergarten","12th Grade","Tennessee","3651"
"GREENE COUNTY","Tennessee","4701470","GREENE COUNTY","47059","47","18","910 SUMMER ST","GREENEVILLE","TN ","37743","3016","910 SUMMER ST","GREENEVILLE","TN ","37743","3016","4236394194","1-Local school district","36.167100","-82.847300","300","Prekindergarten","12th Grade","Tennessee","7290"
"GREENEVILLE","Tennessee","4701500","GREENE COUNTY","47059","47","7","129 WEST DEPOT ST","GREENEVILLE","TN ","37744","1420","P O  BOX 1420","GREENEVILLE","TN ","37744","1420","4237878000","1-Local school district","36.163800","-82.832600","301","Prekindergarten","12th Grade","Tennessee","2823"
"GRUNDY COUNTY","Tennessee","4701530","GRUNDY COUNTY","47061","47","8","1376 MAIN ST","ALTAMONT","TN ","37301","0097","P. O. BOX 97","ALTAMONT","TN ","37301","0097","9316923467","1-Local school district","35.426700","-85.721900","310","Prekindergarten","12th Grade","Tennessee","2254"
"HAMBLEN COUNTY","Tennessee","4700001","HAMBLEN COUNTY","47063","47","18","210 EAST MORRIS BL","MORRISTOWN","TN ","37813","2341","210 EAST  MORRIS BL","MORRISTOWN","TN ","37813","2341","4235867700","1-Local school district","36.212800","-83.289600","320","Prekindergarten","12th Grade","Tennessee","10212"
"HAMILTON COUNTY","Tennessee","4701590","HAMILTON COUNTY","47065","47","78","3074 HICKORY VALLEY RD","CHATTANOOGA","TN ","37421","1255","3074 HICKORY VALLEY RD","CHATTANOOGA","TN ","37421","1255","4232098538","1-Local school district","35.073700","-85.155800","330","Prekindergarten","12th Grade","Tennessee","43540"
"HANCOCK COUNTY","Tennessee","4701620","HANCOCK COUNTY","47067","47","3","418 HARRISON ST","SNEEDVILLE","TN ","37869","0629","P. O. BOX 629","SNEEDVILLE","TN ","37869","0629","4237332591","1-Local school district","36.525400","-83.215400","340","Prekindergarten","12th Grade","Tennessee","965"
"HARDEMAN COUNTY","Tennessee","4701650","HARDEMAN COUNTY","47069","47","9","10815 OLD HWY 64","BOLIVAR","TN ","38008","0112","P O BOX 112","BOLIVAR","TN ","38008","0112","7316582510","1-Local school district","35.277800","-89.028500","350","Prekindergarten","12th Grade","Tennessee","4048"
"HARDIN COUNTY","Tennessee","4701680","HARDIN COUNTY","47071","47","7","155 GUINN ST","SAVANNAH","TN ","38372","2026","155 GUINN ST","SAVANNAH","TN ","38372","2026","7319253943","1-Local school district","35.224800","-88.249000","360","Prekindergarten","12th Grade","Tennessee","3682"
"HAWKINS COUNTY","Tennessee","4701740","HAWKINS COUNTY","47073","47","18","200 NORTH DEPOT ST","ROGERSVILLE","TN ","37857","2699","200 N  DEPOT ST","ROGERSVILLE","TN ","37857","2699","4232727629","1-Local school district","36.408000","-83.007100","370","Prekindergarten","12th Grade","Tennessee","7266"
"HAYWOOD COUNTY","Tennessee","4701770","HAYWOOD COUNTY","47075","47","5","900 EAST MAIN ST","BROWNSVILLE","TN ","38012","2647","900 EAST MAIN ST","BROWNSVILLE","TN ","38012","2647","7317729613","1-Local school district","35.593600","-89.253200","380","Prekindergarten","12th Grade","Tennessee","3347"
"HENDERSON COUNTY","Tennessee","4701800","HENDERSON COUNTY","47077","47","9","35 EAST WILSON ST","LEXINGTON","TN ","38351","0189","35 EAST WILSON ST","LEXINGTON","TN ","38351","0189","7319683661","1-Local school district","35.648700","-88.389300","390","Prekindergarten","12th Grade","Tennessee","3970"
"HENRY COUNTY","Tennessee","4701830","HENRY COUNTY","47079","47","6","217 GROVE BL","PARIS","TN ","38242","4711","217  GROVE  BL","PARIS","TN ","38242","4711","7316429733","1-Local school district","36.292900","-88.327100","400","Prekindergarten","12th Grade","Tennessee","3133"
"HICKMAN COUNTY","Tennessee","4701860","HICKMAN COUNTY","47081","47","8","115 MURPHREE AV","CENTERVILLE","TN ","37033","1430","115  MURPHREE  AV","CENTERVILLE","TN ","37033","1430","9317293391","1-Local school district","35.779600","-87.463500","410","Prekindergarten","12th Grade","Tennessee","3619"
"HOLLOW ROCK - BRUCETON","Tennessee","4701890","CARROLL COUNTY","47017","47","2","29590 BROAD ST","BRUCETON","TN ","38317","0135","P. O. BOX 135","BRUCETON","TN ","38317","0135","7314184180","1-Local school district","36.032500","-88.262300","092","Prekindergarten","12th Grade","Tennessee","651"
"HOUSTON COUNTY","Tennessee","4701920","HOUSTON COUNTY","47083","47","5","6460 HWY 13 SOUTH","ERIN","TN ","37061","0209","P O BOX 209","ERIN","TN ","37061","0209","9312894148","1-Local school district","36.312000","-87.675900","420","Prekindergarten","12th Grade","Tennessee","1392"
"HUMBOLDT","Tennessee","4701950","GIBSON COUNTY","47053","47","4","2602 VIKING DR","HUMBOLDT","TN ","38343","2869","2602 VIKING DR","HUMBOLDT","TN ","38343","2869","7317842652","1-Local school district","35.840000","-88.908000","271","Prekindergarten","12th Grade","Tennessee","1181"
"HUMPHREYS COUNTY","Tennessee","4701980","HUMPHREYS COUNTY","47085","47","7","2443 HWY 70 EAST","WAVERLY","TN ","37185","2223","2443 HWY  70 E","WAVERLY","TN ","37185","2223","9312962568","1-Local school district","36.086200","-87.752400","430","Prekindergarten","12th Grade","Tennessee","3044"
"HUNTINGDON","Tennessee","4702010","CARROLL COUNTY","47017","47","4","585 HIGH ST","HUNTINGDON","TN ","38344","0648","585 HIGH ST","HUNTINGDON","TN ","38344","0648","7319862222","1-Local school district","36.020900","-88.409400","093","Prekindergarten","12th Grade","Tennessee","1238"
"JACKSON COUNTY","Tennessee","4702070","JACKSON COUNTY","47087","47","4","711 SCHOOL DR","GAINESBORO","TN ","38562","9576","711 SCHOOL DR","GAINESBORO","TN ","38562","9576","9312680268","1-Local school district","36.347900","-85.656700","440","Prekindergarten","12th Grade","Tennessee","1586"
"JEFFERSON COUNTY","Tennessee","4702100","JEFFERSON COUNTY","47089","47","13","1221 GAY ST","DANDRIDGE","TN ","37725","0190","P. O. BOX 190","DANDRIDGE","TN ","37725","0190","8653973194","1-Local school district","36.015800","-83.415300","450","Prekindergarten","12th Grade","Tennessee","7483"
"JOHNSON CITY","Tennessee","4702130","WASHINGTON COUNTY","47179","47","12","100 EAST MAPLE","JOHNSON CITY","TN ","37605","1517","P. O. BOX 1517","JOHNSON CITY","TN ","37605","1517","4234345200","1-Local school district","36.314200","-82.348000","901","Prekindergarten","12th Grade","Tennessee","7844"
"JOHNSON COUNTY","Tennessee","4702160","JOHNSON COUNTY","47091","47","7","211 NORTH CHURCH ST","MOUNTAIN CITY","TN ","37683","1326","211 N  CHURCH ST","MOUNTAIN CITY","TN ","37683","1326","4237272640","1-Local school district","36.476100","-81.803500","460","Prekindergarten","12th Grade","Tennessee","2258"
"KINGSPORT","Tennessee","4702190","SULLIVAN COUNTY","47163","47","13","400 CLINCHFIELD ST","KINGSPORT","TN ","37660","2608","400 CLINCHFIELD ST","KINGSPORT","TN ","37660","2608","4233782100","1-Local school district","36.552300","-82.564100","822","Prekindergarten","12th Grade","Tennessee","7256"
"KNOX COUNTY","Tennessee","4702220","KNOX COUNTY","47093","47","89","912 SOUTH GAY ST","KNOXVILLE","TN ","37901","2188","P O BOX 2188","KNOXVILLE","TN ","37901","2188","8655941620","1-Local school district","35.961200","-83.915900","470","Prekindergarten","12th Grade","Tennessee","59236"
"LAKE COUNTY","Tennessee","4702280","LAKE COUNTY","47095","47","3","819 MCBRIDE","TIPTONVILLE","TN ","38079","0397","P. O. BOX 397","TIPTONVILLE","TN ","38079","0397","7312536601","1-Local school district","36.381800","-89.475100","480","Prekindergarten","12th Grade","Tennessee","944"
"LAUDERDALE COUNTY","Tennessee","4702310","LAUDERDALE COUNTY","47097","47","8","402 SOUTH WASHINGTON ST","RIPLEY","TN ","38063","0350","P O BOX 350","RIPLEY","TN ","38063","0350","7316352941","1-Local school district","35.733500","-89.542100","490","Prekindergarten","12th Grade","Tennessee","4618"
"LAWRENCE COUNTY","Tennessee","4702340","LAWRENCE COUNTY","47099","47","13","700 MAHR AV","LAWRENCEBURG","TN ","38464","2621","700 MAHR AV","LAWRENCEBURG","TN ","38464","2621","9317623581","1-Local school district","35.249500","-87.334400","500","Prekindergarten","12th Grade","Tennessee","6908"
"LEBANON","Tennessee","4702370","WILSON COUNTY","47189","47","6","701 COLES FERRY PK","LEBANON","TN ","37087","5631","701  COLES  FERRY PK","LEBANON","TN ","37087","5631","6154496060","1-Local school district","36.219200","-86.298200","951","Prekindergarten","8th Grade","Tennessee","3772"
"LENOIR CITY","Tennessee","4702400","LOUDON COUNTY","47105","47","3","2145 HARRISON AV","LENOIR CITY","TN ","37771","6623","2145  HARRISON  AV","LENOIR CITY","TN ","37771","6623","8659868058","1-Local school district","35.811200","-84.282300","531","Prekindergarten","12th Grade","Tennessee","2372"
"LEWIS COUNTY","Tennessee","4702430","LEWIS COUNTY","47101","47","4","206 SOUTH COURT ST","HOHENWALD","TN ","38462","1736","206  S  COURT ST","HOHENWALD","TN ","38462","1736","9317963264","1-Local school district","35.545300","-87.553800","510","Prekindergarten","12th Grade","Tennessee","1914"
"LEXINGTON","Tennessee","4702460","HENDERSON COUNTY","47077","47","2","99 MONROE AV","LEXINGTON","TN ","38351","2165","99 MONROE AV","LEXINGTON","TN ","38351","2165","7319675591","1-Local school district","35.648100","-88.394800","391","Prekindergarten","8th Grade","Tennessee","963"
"LINCOLN COUNTY","Tennessee","4702490","LINCOLN COUNTY","47103","47","8","206 EAST DAVIDSON DR","FAYETTEVILLE","TN ","37334","3581","206 E  DAVIDSON DR","FAYETTEVILLE","TN ","37334","3581","9314333565","1-Local school district","35.142400","-86.573200","520","Prekindergarten","12th Grade","Tennessee","4066"
"LOUDON COUNTY","Tennessee","4702520","LOUDON COUNTY","47105","47","9","100 RIVER RD","LOUDON","TN ","37774","1042","100  RIVER  RD","LOUDON","TN ","37774","1042","8654585411","1-Local school district","35.739600","-84.343500","530","Prekindergarten","12th Grade","Tennessee","4948"
"MACON COUNTY","Tennessee","4702550","MACON COUNTY","47111","47","8","501 COLLEGE ST","LAFAYETTE","TN ","37083","1706","501 COLLEGE ST","LAFAYETTE","TN ","37083","1706","6156662125","1-Local school district","36.519900","-86.032700","560","Prekindergarten","12th Grade","Tennessee","3788"
"MADISON COUNTY","Tennessee","4702580","MADISON COUNTY","47113","47","27","310 NORTH PW","JACKSON","TN ","38305","2712","310  NORTH  PW","JACKSON","TN ","38305","2712","7316642500","1-Local school district","35.645000","-88.853000","570","Prekindergarten","12th Grade","Tennessee","13093"
"MANCHESTER","Tennessee","4702610","COFFEE COUNTY","47031","47","3","215 EAST FORT ST","MANCHESTER","TN ","37355","1556","215  EAST  FORT ST","MANCHESTER","TN ","37355","1556","9317282316","1-Local school district","35.483400","-86.085200","161","Prekindergarten","8th Grade","Tennessee","1348"
"MARION COUNTY","Tennessee","4702640","MARION COUNTY","47115","47","10","204 BETSY PACK DR","JASPER","TN ","37347","3024","204  BETSY  PACK DR","JASPER","TN ","37347","3024","4239423434","1-Local school district","35.075900","-85.625700","580","Prekindergarten","12th Grade","Tennessee","4330"
"MARSHALL COUNTY","Tennessee","4702670","MARSHALL COUNTY","47117","47","9","700 JONES CR","LEWISBURG","TN ","37091","2427","700  JONES  CR","LEWISBURG","TN ","37091","2427","9313591581","1-Local school district","35.457900","-86.783700","590","Prekindergarten","12th Grade","Tennessee","5366"
"MARYVILLE","Tennessee","4702700","BLOUNT COUNTY","47009","47","7","833 LAWRENCE AV","MARYVILLE","TN ","37803","","833  LAWRENCE  AV","MARYVILLE","TN ","37803","","8659827121","1-Local school district","35.747600","-83.977800","052","Prekindergarten","12th Grade","Tennessee","5137"
"MAURY COUNTY","Tennessee","4702760","MAURY COUNTY","47119","47","21","501 WEST 8TH ST","COLUMBIA","TN ","38401","3191","501 WEST 8TH ST","COLUMBIA","TN ","38401","3191","9313888403","1-Local school district","35.614100","-87.040900","600","Prekindergarten","12th Grade","Tennessee","12014"
"MCKENZIE","Tennessee","4702790","CARROLL COUNTY","47017","47","3","114 WEST BELL AV","MCKENZIE","TN ","38201","1503","114  W  BELL AV","MCKENZIE","TN ","38201","1503","7313522246","1-Local school district","36.141400","-88.521900","094","Prekindergarten","12th Grade","Tennessee","1413"
"MCMINN COUNTY","Tennessee","4702820","MCMINN COUNTY","47107","47","9","216 NORTH JACKSON","ATHENS","TN ","37303","3640","216  N  JACKSON","ATHENS","TN ","37303","3640","4237451612","1-Local school district","35.444400","-84.593800","540","Prekindergarten","12th Grade","Tennessee","5926"
"MCNAIRY COUNTY","Tennessee","4702880","MCNAIRY COUNTY","47109","47","8","170 WEST COURT AVE","SELMER","TN ","38375","","170 WEST COURT AVENUE","SELMER","TN ","38375","","7316453267","1-Local school district","35.170900","-88.593300","550","Prekindergarten","12th Grade","Tennessee","4394"
