"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BREMEN CITY","Georgia","1300510","HARALSON COUNTY","13143","13","4","504 LAUREL ST","BREMEN","GA ","30110","0110","504 LAUREL STREET","BREMEN","GA ","30110","0110","7705375508","1-Local school district","33.718000","-85.139900","763","Prekindergarten","12th Grade","Georgia","2143"
"BROOKS COUNTY","Georgia","1300540","BROOKS COUNTY","13027","13","4","704 NORTH TALLOKAS RD","QUITMAN","GA ","31643","1643","704 N. TALLOKAS ROAD","QUITMAN","GA ","31643","1643","2292637531","1-Local school district","30.864200","-83.629300","614","Prekindergarten","12th Grade","Georgia","2197"
"BRYAN COUNTY","Georgia","1300570","BRYAN COUNTY","13029","13","11","8810 HWY 280 EAST","BLACK CREEK","GA ","31308","1321","8810 HIGHWAY 280 EAST","BLACK CREEK","GA ","31308","1321","9128514000","1-Local school district","32.165000","-81.492600","615","Prekindergarten","12th Grade","Georgia","8253"
"BUFORD CITY","Georgia","1300600","GWINNETT COUNTY","13135","13","4","2625 SAWNEE AVE","BUFORD","GA ","30518","0518","2625 SAWNEE AVE","BUFORD","GA ","30518","0518","7709455035","1-Local school district","34.133100","-83.991400","764","Prekindergarten","12th Grade","Georgia","3986"
"BULLOCH COUNTY","Georgia","1300630","BULLOCH COUNTY","13031","13","15","150 WILLIAMS RD","STATESBORO","GA ","30458","0458","150 WILLIAMS RD.","STATESBORO","GA ","30458","0458","9122128500","1-Local school district","32.460200","-81.793900","616","Prekindergarten","12th Grade","Georgia","9991"
"BURKE COUNTY","Georgia","1300660","BURKE COUNTY","13033","13","6","789 BURK VETERANS PARKWAY","WAYNESBORO","GA ","30830","0830","789 BURK VETERANS PARKWAY","WAYNESBORO","GA ","30830","0830","7065545101","1-Local school district","33.081100","-81.986700","617","Prekindergarten","12th Grade","Georgia","4405"
"BUTTS COUNTY","Georgia","1300690","BUTTS COUNTY","13035","13","5","181 NORTH MULBERRY ST","JACKSON","GA ","30233","0233","181 N. MULBERRY ST.","JACKSON","GA ","30233","0233","7705042300","1-Local school district","33.296300","-83.966500","618","Prekindergarten","12th Grade","Georgia","3445"
"CALHOUN CITY","Georgia","1300720","GORDON COUNTY","13129","13","4","380 BARRETT RD","CALHOUN","GA ","30701","0701","380 BARRETT RD.","CALHOUN","GA ","30701","0701","7066292900","1-Local school district","34.511800","-84.934800","765","Prekindergarten","12th Grade","Georgia","3862"
"CALHOUN COUNTY","Georgia","1300750","CALHOUN COUNTY","13037","13","3","10877 DICKEY ST","MORGAN","GA ","39866","1766","10877 DICKEY STREET","MORGAN","GA ","39866","1766","2298492765","1-Local school district","31.537100","-84.599300","619","Prekindergarten","12th Grade","Georgia","661"
"CAMDEN COUNTY","Georgia","1300780","CAMDEN COUNTY","13039","13","12","311 SOUTH EAST ST","KINGSLAND","GA ","31548","1548","311 SOUTH EAST STREET","KINGSLAND","GA ","31548","1548","9127295687","1-Local school district","30.798200","-81.685600","620","Prekindergarten","12th Grade","Georgia","9179"
"CANDLER COUNTY","Georgia","1300810","CANDLER COUNTY","13043","13","4","210 SOUTH COLLEGE ST","METTER","GA ","30439","0439","210 SOUTH COLLEGE STREET","METTER","GA ","30439","0439","9126855713","1-Local school district","32.394900","-82.064700","621","Prekindergarten","12th Grade","Georgia","2180"
"CARROLL COUNTY","Georgia","1300840","CARROLL COUNTY","13045","13","26","164 INDEPENDENCE DR","CARROLLTON","GA ","30116","0116","164 INDEPENDENCE DR.","CARROLLTON","GA ","30116","0116","7708323568","1-Local school district","33.569000","-85.044600","622","Prekindergarten","12th Grade","Georgia","14645"
"CARROLLTON CITY","Georgia","1300870","CARROLL COUNTY","13045","13","4","106 TROJAN DR","CARROLLTON","GA ","30117","0117","106 TROJAN DRIVE","CARROLLTON","GA ","30117","0117","7708329633","1-Local school district","33.567700","-85.078700","766","Prekindergarten","12th Grade","Georgia","4807"
"CARTERSVILLE CITY","Georgia","1300900","BARTOW COUNTY","13015","13","4","15 NELSON ST","CARTERSVILLE","GA ","30120","0120","15 NELSON STREET","CARTERSVILLE","GA ","30120","0120","7703825880","1-Local school district","34.172300","-84.792200","767","Prekindergarten","12th Grade","Georgia","4202"
"CATOOSA COUNTY","Georgia","1300930","CATOOSA COUNTY","13047","13","16","307 CLEVELAND ST","RINGGOLD","GA ","30736","0736","307 CLEVELAND STREET","RINGGOLD","GA ","30736","0736","7069652297","1-Local school district","34.918600","-85.111200","623","Prekindergarten","12th Grade","Georgia","10852"
"CENTRAL SAVANNAH RIVER RESA","Georgia","1300015","MCDUFFIE COUNTY","13189","13","0","HWY 78","DEARING","GA ","30808","","HIGHWAY 78","DEARING","GA ","30808","","7065566225","4-Regional education services agency","33.419700","-82.408000","868","†","†","Georgia","†"
"CHARLTON COUNTY","Georgia","1300990","CHARLTON COUNTY","13049","13","4","500 SOUTH THIRD ST","FOLKSTON","GA ","31537","1537","500 SOUTH THIRD STREET","FOLKSTON","GA ","31537","1537","9124962596","1-Local school district","30.818300","-81.998000","624","Prekindergarten","12th Grade","Georgia","1665"
"CHATHAM COUNTY","Georgia","1301020","CHATHAM COUNTY","13051","13","58","208 BULL ST","SAVANNAH","GA ","31401","1401","208 BULL ST","SAVANNAH","GA ","31401","1401","9123955600","1-Local school district","32.076400","-81.092800","625","Prekindergarten","12th Grade","Georgia","37445"
"CHATTAHOOCHEE COUNTY","Georgia","1301050","CHATTAHOOCHEE COUNTY","13053","13","3","326 BROAD ST","CUSSETA","GA ","31805","1805","326 BROAD STREET","CUSSETA","GA ","31805","1805","7069893774","1-Local school district","32.307300","-84.781400","626","Prekindergarten","12th Grade","Georgia","945"
"CHATTAHOOCHEE-FLINT RESA","Georgia","1300016","SCHLEY COUNTY","13249","13","0","203 EAST COLLEGE ST","ELLAVILLE","GA ","31806","","203 EAST COLLEGE STREET","ELLAVILLE","GA ","31806","","2299375341","4-Regional education services agency","32.239600","-84.306700","872","†","†","Georgia","†"
"CHATTOOGA COUNTY","Georgia","1301080","CHATTOOGA COUNTY","13055","13","6","33 MIDDLE SCHOOL RD","SUMMERVILLE","GA ","30747","0747","33 MIDDLE SCHOOL ROAD","SUMMERVILLE","GA ","30747","0747","7068573447","1-Local school district","34.459900","-85.356900","627","Prekindergarten","12th Grade","Georgia","2821"
"CHEROKEE COUNTY","Georgia","1301110","CHEROKEE COUNTY","13057","13","40","221 WEST MAIN ST","CANTON","GA ","30114","","221 W. MAIN ST.","CANTON","GA ","30114","","7704791871","1-Local school district","34.236700","-84.489600","628","Prekindergarten","12th Grade","Georgia","39760"
"CHICKAMAUGA CITY","Georgia","1301140","WALKER COUNTY","13295","13","3","402 COVE RD","CHICKAMAUGA","GA ","30707","0707","402 COVE ROAD","CHICKAMAUGA","GA ","30707","0707","7063823100","1-Local school district","34.868900","-85.294100","769","Prekindergarten","12th Grade","Georgia","1384"
"CLARKE COUNTY","Georgia","1301170","CLARKE COUNTY","13059","13","21","240 MITCHELL BRIDGE RD","ATHENS","GA ","30606","","240 MITCHELL BRIDGE ROAD","ATHENS","GA ","30606","","7065467721","1-Local school district","33.962600","-83.432700","629","Prekindergarten","12th Grade","Georgia","12826"
"CLAY COUNTY","Georgia","1301200","CLAY COUNTY","13061","13","3","111 COMMERCE ST","FORT GAINES","GA ","39851","1751","111 COMMERCE ST","FORT GAINES","GA ","39851","1751","2297682232","1-Local school district","31.606500","-85.051700","630","Prekindergarten","9th Grade","Georgia","352"
"CLAYTON COUNTY","Georgia","1301230","CLAYTON COUNTY","13063","13","63","1058 FIFTH AVE","JONESBORO","GA ","30236","0236","1058 FIFTH AVENUE","JONESBORO","GA ","30236","0236","7704732772","1-Local school district","33.535900","-84.356700","631","Prekindergarten","12th Grade","Georgia","52296"
"CLINCH COUNTY","Georgia","1301260","CLINCH COUNTY","13065","13","5","46 SOUTH COLLEGE","HOMERVILLE","GA ","31634","1634","46 S. COLLEGE","HOMERVILLE","GA ","31634","1634","9124875321","1-Local school district","31.035300","-82.750800","632","Prekindergarten","12th Grade","Georgia","1405"
"COASTAL PLAINS RESA","Georgia","1300020","COOK COUNTY","13075","13","0","414 NORTH ROBINSON","LENOX","GA ","31637","","414 NORTH ROBINSON","LENOX","GA ","31637","","2295464094","4-Regional education services agency","31.274800","-83.465900","886","†","†","Georgia","†"
"COBB COUNTY","Georgia","1301290","COBB COUNTY","13067","13","114","514 GLOVER ST","MARIETTA","GA ","30061","0061","514 GLOVER STREET","MARIETTA","GA ","30061","0061","7704263300","1-Local school district","33.938300","-84.537700","633","Prekindergarten","12th Grade","Georgia","110001"
"COFFEE COUNTY","Georgia","1301350","COFFEE COUNTY","13069","13","13","1311 SOUTH PETERSON AVE","DOUGLAS","GA ","31533","5105","1311 S. PETERSON AVE.","DOUGLAS","GA ","31533","5105","9123842086","1-Local school district","31.491200","-82.851100","634","Prekindergarten","12th Grade","Georgia","7815"
"COLQUITT COUNTY","Georgia","1301380","COLQUITT COUNTY","13071","13","14","710 28TH AVE SE","MOULTRIE","GA ","31768","","710 28TH AVE SE","MOULTRIE","GA ","31768","","2298906200","1-Local school district","31.134800","-83.777100","635","Prekindergarten","12th Grade","Georgia","9668"
"COLUMBIA COUNTY","Georgia","1301410","COLUMBIA COUNTY","13073","13","30","4781 HEREFORD FARM RD","EVANS","GA ","30809","0802","4781 HEREFORD FARM ROAD","EVANS","GA ","30809","0802","7065410650","1-Local school district","33.532000","-82.155100","636","Prekindergarten","12th Grade","Georgia","24907"
"COMMERCE CITY","Georgia","1301440","JACKSON COUNTY","13157","13","4","270 LAKEVIEW DR","COMMERCE","GA ","30529","0529","270 LAKEVIEW DRIVE","COMMERCE","GA ","30529","0529","7063355500","1-Local school district","34.199200","-83.465200","771","Prekindergarten","12th Grade","Georgia","1511"
"COMMISSION CHARTER SCHOOLS- ATLANTA HEIGHTS CHARTER SCHOOL","Georgia","1300221","FULTON COUNTY","13121","13","1","3670 MARTIN LUTHER KING JR DR","ATLANTA","GA ","30331","","3670 MARTIN LUTHER KING JR DR","ATLANTA","GA ","30331","","4049999999","7-Charter school agency","33.763000","-84.514200","7830410","Kindergarten","8th Grade","Georgia","690"
"COMMISSION CHARTER SCHOOLS- CCAT SCHOOL","Georgia","1300005","BULLOCH COUNTY","13031","13","1","149 NORHTSIDE DR EAST","STATEBORO","GA ","30458","","149 NORHTSIDE DRIVE EAST","STATEBORO","GA ","30458","","9127645888","7-Charter school agency","32.453700","-81.774100","7830103","6th Grade","12th Grade","Georgia","156"
"COMMISSION CHARTER SCHOOLS- COWETA CHARTER ACADEMY","Georgia","1300222","COWETA COUNTY","13077","13","1","6675 HWY 16","SENOIA","GA ","30276","","6675 HIGHWAY 16","SENOIA","GA ","30276","","7709999999","7-Charter school agency","33.297200","-84.588200","7830610","Kindergarten","6th Grade","Georgia","572"
"COMMISSION CHARTER SCHOOLS- FULTON LEADERSHIP ACADEMY","Georgia","1300217","FULTON COUNTY","13121","13","1","4141 OLD FAIRBURN RD","ATLANTA","GA ","30349","","4141 OLD FAIRBURN RD","ATLANTA","GA ","30349","","4044723529","7-Charter school agency","33.645500","-84.544200","7830310","6th Grade","9th Grade","Georgia","264"
"COMMISSION CHARTER SCHOOLS- IVY PREPARATORY ACADEMY SCHOOL","Georgia","1300215","GWINNETT COUNTY","13135","13","1","5575 PEACHTREE PARKWAY","NORCROSS","GA ","30092","","5575 PEACHTREE PKWY","NORCROSS","GA ","30092","","4049999999","7-Charter school agency","33.968200","-84.223500","7830110","6th Grade","11th Grade","Georgia","359"
"COMMISSION CHARTER SCHOOLS- PATAULA CHARTER ACADEMY","Georgia","1300218","CALHOUN COUNTY","13037","13","1","18637 HARTFORD ST","EDISON","GA ","39846","","18637 HARTFORD ST","EDISON","GA ","39846","","2298353322","7-Charter school agency","31.560800","-84.724800","7830210","Kindergarten","9th Grade","Georgia","418"
"COOK COUNTY","Georgia","1301470","COOK COUNTY","13075","13","4","1109 NORTH PARRISH AVE","ADEL","GA ","31620","1620","1109 N PARRISH AVENUE","ADEL","GA ","31620","1620","2298962294","1-Local school district","31.147500","-83.426100","637","Prekindergarten","12th Grade","Georgia","3335"
"COWETA COUNTY","Georgia","1301500","COWETA COUNTY","13077","13","29","237 JACKSON ST","NEWNAN","GA ","30264","","237 JACKSON STREET","NEWNAN","GA ","30264","","7702542801","1-Local school district","33.394400","-84.800200","638","Prekindergarten","12th Grade","Georgia","22526"
"CRAWFORD COUNTY","Georgia","1301530","CRAWFORD COUNTY","13079","13","4","190 CRUSSELLE ST","ROBERTA","GA ","31078","1078","190 CRUSSELLE STREET","ROBERTA","GA ","31078","1078","4788363131","1-Local school district","32.721400","-84.015900","639","Prekindergarten","12th Grade","Georgia","1829"
"CRISP COUNTY","Georgia","1301560","CRISP COUNTY","13081","13","6","201 7TH ST SOUTH","CORDELE","GA ","31015","","201 7TH STREET SOUTH","CORDELE","GA ","31015","","2292763400","1-Local school district","31.967900","-83.782600","640","Prekindergarten","12th Grade","Georgia","4298"
"DADE COUNTY","Georgia","1301590","DADE COUNTY","13083","13","4","52 TRADITION LN","TRENTON","GA ","30752","0752","52 TRADITION LANE","TRENTON","GA ","30752","0752","7066574361","1-Local school district","34.863300","-85.506100","641","Prekindergarten","12th Grade","Georgia","2231"
"DALTON CITY","Georgia","1301620","WHITFIELD COUNTY","13313","13","9","100 SOUTH HAMILTON ST","DALTON","GA ","30720","","100 SOUTH HAMILTON STREET","DALTON","GA ","30720","","7062788766","1-Local school district","34.771300","-84.967900","772","Prekindergarten","12th Grade","Georgia","7703"
"DAWSON COUNTY","Georgia","1301650","DAWSON COUNTY","13085","13","7","517 ALLEN ST","DAWSONVILLE","GA ","30534","0534","517 ALLEN STREET","DAWSONVILLE","GA ","30534","0534","7062653246","1-Local school district","34.419300","-84.105500","642","Prekindergarten","12th Grade","Georgia","3530"
"DECATUR CITY","Georgia","1301680","DEKALB COUNTY","13089","13","7","758 SCOTT BLVD","DECATUR","GA ","30030","0030","758 SCOTT BOULEVARD","DECATUR","GA ","30030","0030","4043704400","1-Local school district","33.783300","-84.305600","773","Prekindergarten","12th Grade","Georgia","4167"
"DECATUR COUNTY","Georgia","1301710","DECATUR COUNTY","13087","13","8","100 SOUTH WEST ST","BAINBRIDGE","GA ","39817","","100 SOUTH WEST STREET","BAINBRIDGE","GA ","39817","","2292482200","1-Local school district","30.905800","-84.576500","643","Prekindergarten","12th Grade","Georgia","5450"
"DEKALB COUNTY","Georgia","1301740","DEKALB COUNTY","13089","13","135","1701 MOUNTAIN INDUSTRIAL BLVD","STONE MOUNTAIN","GA ","30083","0032","1701 MOUNTAIN INDUSTRIAL BLVD","STONE MOUNTAIN","GA ","30083","0032","6786761200","1-Local school district","33.832200","-84.195500","644","Prekindergarten","12th Grade","Georgia","99388"
"DEPARTMENT OF CORRECTIONS","Georgia","1300025","FULTON COUNTY","13121","13","1","STE 852. 205 JESSIE HILL JR.","ATLANTA","GA ","30334","","SUITE 852. 205 JESSIE HILL JR.","ATLANTA","GA ","30334","","4046566020","5-State-operated institution","33.749700","-84.385700","890","2nd Grade","12th Grade","Georgia","29"
"DEPARTMENT OF HUMAN RESOURCES","Georgia","1300027","FULTON COUNTY","13121","13","1","2 PEACHTREE STREET.","ATLANTA","GA ","30303","","2 PEACHTREE STREET. SUITE 23","ATLANTA","GA ","30303","","4044636867","5-State-operated institution","33.753800","-84.390200","892","12th Grade","12th Grade","Georgia","80"
"DEPARTMENT OF JUVENILE JUSTICE","Georgia","1300026","DEKALB COUNTY","13089","13","29","3408 COVINGTON HWY","DECATUR","GA ","30032","","3408 COVINGTON HIGHWAY","DECATUR","GA ","30032","","4045086500","5-State-operated institution","33.770500","-84.252100","891","6th Grade","12th Grade","Georgia","361"
"DEPARTMENT OF LABOR","Georgia","1300028","FULTON COUNTY","13121","13","1","148 ANDREW YOUNG INTERNATIONAL","ATLANTA","GA ","30303","","148 ANDREW YOUNG INTERNATIONAL","ATLANTA","GA ","30303","","4042323540","5-State-operated institution","33.759700","-84.392500","896","†","†","Georgia","†"
"DODGE COUNTY","Georgia","1301770","DODGE COUNTY","13091","13","5","720 COLLEGE ST","EASTMAN","GA ","31023","1023","720 COLLEGE STREET","EASTMAN","GA ","31023","1023","4783743783","1-Local school district","32.190000","-83.173300","645","Prekindergarten","12th Grade","Georgia","3308"
"DOOLY COUNTY","Georgia","1301800","DOOLY COUNTY","13093","13","3","202 COTTON ST","VIENNA","GA ","31092","1092","202 COTTON STREET","VIENNA","GA ","31092","1092","2292684761","1-Local school district","32.090300","-83.794100","646","Prekindergarten","12th Grade","Georgia","1430"
"DOUGHERTY COUNTY","Georgia","1301830","DOUGHERTY COUNTY","13095","13","24","200 PINE AVE","ALBANY","GA ","31701","","200 PINE AVENUE","ALBANY","GA ","31701","","2294311285","1-Local school district","31.578400","-84.151700","647","Prekindergarten","12th Grade","Georgia","15663"
"DOUGLAS COUNTY","Georgia","1301860","DOUGLAS COUNTY","13097","13","36","9030 HWY 5","DOUGLASVILLE","GA ","30134","0134","9030 HIGHWAY 5","DOUGLASVILLE","GA ","30134","0134","7706512000","1-Local school district","33.737600","-84.769000","648","Prekindergarten","12th Grade","Georgia","25577"
"DUBLIN CITY","Georgia","1301870","LAURENS COUNTY","13175","13","7","207 SHAMROCK DR","DUBLIN","GA ","31021","1021","207 SHAMROCK DR.","DUBLIN","GA ","31021","1021","4782723440","1-Local school district","32.547900","-82.952500","774","Prekindergarten","12th Grade","Georgia","2638"
"EARLY COUNTY","Georgia","1301920","EARLY COUNTY","13099","13","3","11927 COLUMBIA ST","BLAKELY","GA ","39823","1706","11927 COLUMBIA STREET","BLAKELY","GA ","39823","1706","2297234337","1-Local school district","31.375100","-84.943400","649","Prekindergarten","12th Grade","Georgia","2193"
"ECHOLS COUNTY","Georgia","1301950","ECHOLS COUNTY","13101","13","2","216 HWY 129 NORTH","STATENVILLE","GA ","31648","1648","216 HWY 129 NORTH","STATENVILLE","GA ","31648","1648","2295595734","1-Local school district","30.707500","-83.027900","650","Prekindergarten","12th Grade","Georgia","823"
"EFFINGHAM COUNTY","Georgia","1301980","EFFINGHAM COUNTY","13103","13","13","405 NORTH ASH ST","SPRINGFIELD","GA ","31329","1329","405 NORTH ASH STREET","SPRINGFIELD","GA ","31329","1329","9127546491","1-Local school district","32.373900","-81.310000","651","Prekindergarten","12th Grade","Georgia","11533"
"ELBERT COUNTY","Georgia","1302010","ELBERT COUNTY","13105","13","6","50 LAUREL DR","ELBERTON","GA ","30635","0635","50 LAUREL DRIVE","ELBERTON","GA ","30635","0635","7062134000","1-Local school district","34.114300","-82.874500","652","Prekindergarten","12th Grade","Georgia","3096"
"EMANUEL COUNTY","Georgia","1302040","EMANUEL COUNTY","13107","13","9","201 NORTH MAIN ST","SWAINSBORO","GA ","30401","0401","201 NORTH MAIN STREET","SWAINSBORO","GA ","30401","0401","4782376674","1-Local school district","32.598200","-82.334800","653","Prekindergarten","12th Grade","Georgia","4375"
"EVANS COUNTY","Georgia","1302070","EVANS COUNTY","13109","13","3","613 WEST MAIN ST","CLAXTON","GA ","30417","0417","613 WEST MAIN STREET","CLAXTON","GA ","30417","0417","9127393544","1-Local school district","32.161500","-81.915300","654","Prekindergarten","12th Grade","Georgia","1863"
"FANNIN COUNTY","Georgia","1302100","FANNIN COUNTY","13111","13","5","2290 EAST FIRST ST","BLUE RIDGE","GA ","30513","0513","2290 EAST FIRST STREET","BLUE RIDGE","GA ","30513","0513","7066323771","1-Local school district","34.852800","-84.331300","655","Prekindergarten","12th Grade","Georgia","2959"
"FAYETTE COUNTY","Georgia","1302130","FAYETTE COUNTY","13113","13","24","210 STONEWALL AVE WEST","FAYETTEVILLE","GA ","30214","0214","210 STONEWALL AVENUE WEST","FAYETTEVILLE","GA ","30214","0214","7704603535","1-Local school district","33.447700","-84.458000","656","Prekindergarten","12th Grade","Georgia","20159"
"FIRST DISTRICT RESA","Georgia","1300018","BULLOCH COUNTY","13031","13","2","201 WEST LEE ST","BROOKLET","GA ","30415","","201 WEST LEE STREET","BROOKLET","GA ","30415","","9128425000","4-Regional education services agency","32.379000","-81.661800","880","†","†","Georgia","†"
"FLOYD COUNTY","Georgia","1302190","FLOYD COUNTY","13115","13","20","600 RIVERSIDE PARKWAY NE","ROME","GA ","30161","0161","600 RIVERSIDE PARKWAY NE","ROME","GA ","30161","0161","7062341031","1-Local school district","34.281000","-85.168600","657","Prekindergarten","12th Grade","Georgia","10292"
"FORSYTH COUNTY","Georgia","1302220","FORSYTH COUNTY","13117","13","36","1120 DAHLONEGA HWY","CUMMING","GA ","30040","0040","1120 DAHLONEGA HIGHWAY","CUMMING","GA ","30040","0040","7708872461","1-Local school district","34.232500","-84.120800","658","Prekindergarten","12th Grade","Georgia","40691"
"FRANKLIN COUNTY","Georgia","1302250","FRANKLIN COUNTY","13119","13","6","280 BUSHA RD","CARNESVILLE","GA ","30521","0521","280 BUSHA ROAD","CARNESVILLE","GA ","30521","0521","7063844554","1-Local school district","34.377200","-83.222800","659","Prekindergarten","12th Grade","Georgia","3661"
"FULTON COUNTY","Georgia","1302280","FULTON COUNTY","13121","13","104","786 CLEVELAND AVE SW","ATLANTA","GA ","30315","0315","786 CLEVELAND AVENUE SW","ATLANTA","GA ","30315","0315","4047636890","1-Local school district","33.681300","-84.415000","660","Prekindergarten","12th Grade","Georgia","95232"
"GAINESVILLE CITY","Georgia","1302310","HALL COUNTY","13139","13","8","508 OAK ST NW","GAINESVILLE","GA ","30501","3506","508 OAK STREET NW","GAINESVILLE","GA ","30501","3506","7705365275","1-Local school district","34.300700","-83.832900","776","Prekindergarten","12th Grade","Georgia","7686"
"GILMER COUNTY","Georgia","1302340","GILMER COUNTY","13123","13","7","497 BOBCAT TRAIL","ELLIJAY","GA ","30540","5212","497 BOBCAT TRAIL","ELLIJAY","GA ","30540","5212","7062765000","1-Local school district","34.676800","-84.495200","661","Prekindergarten","12th Grade","Georgia","4303"
