"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"BRISTOL CITY PBLC SCHS","Virginia","5100450","BRISTOL CITY","51520","51","7","220 LEE ST","BRISTOL","VA ","24201","4198","220 LEE STREET","BRISTOL","VA ","24201","4198","2768215600","1-Local school district","36.597000","-82.181500","102","Prekindergarten","12th Grade","Virginia","2329"
"BRUNSWICK CO PBLC SCHS","Virginia","5100480","BRUNSWICK COUNTY","51025","51","5","1718 FARMER'S FIELD RD","LAWRENCEVILLE","VA ","23868","0309","1718 FARMER'S FIELD ROAD","LAWRENCEVILLE","VA ","23868","0309","4348483138","1-Local school district","36.810600","-77.773600","013","Prekindergarten","12th Grade","Virginia","1921"
"BUCHANAN CO PBLC SCHS","Virginia","5100510","BUCHANAN COUNTY","51027","51","11","1176 BOOTH BRANCH RD","GRUNDY","VA ","24614","0833","P.O. BOX 833","GRUNDY","VA ","24614","0833","2769354551","1-Local school district","37.282500","-82.059900","014","Prekindergarten","12th Grade","Virginia","3201"
"BUCKINGHAM CO PBLC SCHS","Virginia","5100540","BUCKINGHAM COUNTY","51029","51","5","15595 WEST JAMES ANDERSON RD","BUCKINGHAM","VA ","23921","0024","15595 WEST JAMES ANDERSON RD.","BUCKINGHAM","VA ","23921","0024","4349696100","1-Local school district","37.541900","-78.513400","015","Prekindergarten","12th Grade","Virginia","2160"
"BUENA VISTA CITY PBLC SCHS","Virginia","5100560","BUENA VISTA CITY","51530","51","4","2329 CHESTNUT AVE","BUENA VISTA","VA ","24416","2621","2329 CHESTNUT AVE., SUITE A","BUENA VISTA","VA ","24416","2621","5402612129","1-Local school district","37.736600","-79.350900","103","Prekindergarten","12th Grade","Virginia","1069"
"CAMPBELL CO PBLC SCHS","Virginia","5100600","CAMPBELL COUNTY","51031","51","15","684 VILLAGE HWY","RUSTBURG","VA ","24588","0099","P.O. BOX 99","RUSTBURG","VA ","24588","0099","4343323458","1-Local school district","37.276600","-79.102900","016","Prekindergarten","12th Grade","Virginia","8338"
"CAROLINE CO PBLC SCHS","Virginia","5100660","CAROLINE COUNTY","51033","51","5","16221 RICHMOND TURNPIKE","BOWLING GREEN","VA ","22427","2203","16221 RICHMOND TURNPIKE","BOWLING GREEN","VA ","22427","2203","8046335088","1-Local school district","38.038700","-77.343100","017","Prekindergarten","12th Grade","Virginia","4386"
"CARROLL CO PBLC SCHS","Virginia","5100690","CARROLL COUNTY","51035","51","10","6059 PINE ST","HILLSVILLE","VA ","24343","1453","605-9  PINE ST","HILLSVILLE","VA ","24343","1453","2767283191","1-Local school district","36.767200","-80.735900","018","Prekindergarten","12th Grade","Virginia","4016"
"CARROLL-GALAX REG ALT ED PRGM/THE RAE CENTER","Virginia","5100100","CARROLL COUNTY","51035","51","1","C/O CARROL CO PUBLIC SCHLS","HILLSVILLE","VA ","24343","","C/O CARROLL CO PUBLIC SCHLS","HILLSVILLE","VA ","24343","","5407283191","4-Regional education services agency","36.767800","-80.735000","424","†","†","Virginia","†"
"CENT VA TRAIN CT","Virginia","5100050","AMHERST COUNTY","51009","51","1","EAST ROUTE 210","MADISON HEIGHTS","VA ","24572","1098","PO BOX 1098","LYNCHBURG","VA ","24505","1098","8049476250","5-State-operated institution","37.421700","-79.122000","941","Prekindergarten","12th Grade","Virginia","0"
"CENTRAL ST HOSP","Virginia","5100045","DINWIDDIE COUNTY","51053","51","1","WEST WASHINGTON ST EXTENDED","PETERSBURG","VA ","23803","","PO BOX 4030","PETERSBURG","VA ","23803","","8045247100","5-State-operated institution","37.216900","-77.450500","920","Prekindergarten","12th Grade","Virginia","0"
"CENTRAL VIRGINIA GOV SCH FOR SCI/TECH","Virginia","5102173","LYNCHBURG CITY","51680","51","1","3020 WARDS FERRY RD","LYNCHBURG","VA ","24502","2451","3020 WARDS FERRY RD","LYNCHBURG","VA ","24502","2451","4345821104","4-Regional education services agency","37.360000","-79.205400","260","†","†","Virginia","†"
"CHARLES CITY CO PBLC SCHS","Virginia","5100720","CHARLES CITY COUNTY","51036","51","3","10910 COURTHOUSE RD","CHARLES CITY","VA ","23030","3426","10910 COURTHOUSE RD","CHARLES CITY","VA ","23030","3426","8046524612","1-Local school district","37.341200","-77.074300","019","Prekindergarten","12th Grade","Virginia","737"
"CHARLOTTE CO PBLC SCHS","Virginia","5100750","CHARLOTTE COUNTY","51037","51","6","250 LEGRANDE AVE","CHARLOTTE COURT HOUSE","VA ","23923","0790","PO BOX 790","CHARLOTTE COURT HOUSE","VA ","23923","0790","4345425151","1-Local school district","37.053400","-78.636400","020","Prekindergarten","12th Grade","Virginia","2004"
"CHARLOTTESVILLE CTY PBLC SCHS","Virginia","5100780","CHARLOTTESVILLE CITY","51540","51","10","1562 DAIRY RD","CHARLOTTESVILLE","VA ","22903","1304","1562 DAIRY RD","CHARLOTTESVILLE","VA ","22903","1304","4342452400","1-Local school district","38.055300","-78.484800","104","Prekindergarten","12th Grade","Virginia","4340"
"CHARLOTTESVILLE-ALBEMARLE TECH","Virginia","5100003","ALBEMARLE COUNTY","51003","51","1","1000 EAST RIO RD","CHARLOTTESVILLE","VA ","22901","1803","1000 E RIO RD","CHARLOTTESVILLE","VA ","22901","1803","4349734461","4-Regional education services agency","38.062600","-78.464100","301","†","†","Virginia","†"
"CHESAPEAKE BAY GOV SCH","Virginia","5100034","ESSEX COUNTY","51057","51","1","109 NORTH CROSS ST","TAPPAHANNOCK","VA ","22560","","PO BOX 756","TAPPAHANNOCK","VA ","22560","","8044430267","4-Regional education services agency","37.931000","-76.861100","269","†","†","Virginia","†"
"CHESAPEAKE CITY PBLC SCHS","Virginia","5100810","CHESAPEAKE CITY","51550","51","47","312 CEDAR RD","CHESAPEAKE","VA ","23322","","312 CEDAR RD","CHESAPEAKE","VA ","23322","5204","7575470153","1-Local school district","36.714400","-76.248400","136","Prekindergarten","12th Grade","Virginia","39737"
"CHESTERFIELD CO PBLC SCHS","Virginia","5100840","CHESTERFIELD COUNTY","51041","51","62","9900 KRAUSE RD","CHESTERFIELD","VA ","23832","0001","PO BOX 10","CHESTERFIELD","VA ","23832","0001","8047481405","1-Local school district","37.375900","-77.503100","021","Prekindergarten","12th Grade","Virginia","59186"
"CLARKE CO PBLC SCHS","Virginia","5100870","CLARKE COUNTY","51043","51","4","309 WEST MAIN ST","BERRYVILLE","VA ","22611","1230","309 W MAIN ST","BERRYVILLE","VA ","22611","1230","5409556100","1-Local school district","39.154900","-77.986700","022","Prekindergarten","12th Grade","Virginia","2006"
"COLONIAL BEACH PBLC SCHS","Virginia","5100930","WESTMORELAND COUNTY","51193","51","2","16 NORTH IRVING AVE","COLONIAL BEACH","VA ","22443","2324","16 N. IRVING AVE","COLONIAL BEACH","VA ","22443","2324","8042240906","1-Local school district","38.250900","-76.962200","202","Prekindergarten","12th Grade","Virginia","592"
"COLONIAL HEIGHTS CITY PBLC SCHS","Virginia","5100960","COLONIAL HEIGHTS CITY","51570","51","6","512 BLVD","COLONIAL HEIGHTS","VA ","23834","3798","512 BOULEVARD","COLONIAL HEIGHTS","VA ","23834","3798","8045243400","1-Local school district","37.242600","-77.408500","106","Prekindergarten","12th Grade","Virginia","2812"
"COMMONWEALTH CTR FOR CHILDREN & ADOLESCENTS","Virginia","5100071","STAUNTON CITY","51790","51","1","1355 RICHMOND RD","STAUNTON","VA ","24401","","PO BOX 4000","STAUNTON","VA ","24402","","5403322126","5-State-operated institution","38.131800","-79.035400","959","Prekindergarten","12th Grade","Virginia","0"
"COMMONWEALTH GOVERNOR'S SCHOOL","Virginia","5100035","SPOTSYLVANIA COUNTY","51177","51","1","12301 SPOTSWOOD FURNANCE RD","FREDERICKSBURG","VA ","22553","","12301 SPOTSWOOD FURNANCE RD.","FREDERICKSBURG","VA ","22553","","5405481278","4-Regional education services agency","38.243200","-77.620000","270","†","†","Virginia","†"
"COOP CTRS FOR EXCEPTIONAL CHILDREN","Virginia","5100014","GALAX CITY","51640","51","1","200 MAROON TIDE DR","GALAX","VA ","24333","4299","200 MAROON TIDE DRIVE","GALAX","VA ","24333","4299","2762368811","4-Regional education services agency","36.655100","-80.923200","280","†","†","Virginia","†"
"COVINGTON CITY PBLC SCHS","Virginia","5100990","COVINGTON CITY","51580","51","3","340 EAST WALNUT ST","COVINGTON","VA ","24426","1860","340 E WALNUT ST","COVINGTON","VA ","24426","1860","5409651400","1-Local school district","37.786700","-79.986500","107","Prekindergarten","12th Grade","Virginia","979"
"CRAIG CO PBLC SCHS","Virginia","5101020","CRAIG COUNTY","51045","51","2","6 ALLEGHANY CIRCLE","NEW CASTLE","VA ","24127","0245","PO BOX 245","NEW CASTLE","VA ","24127","0245","5408645191","1-Local school district","37.518800","-80.083900","023","Prekindergarten","12th Grade","Virginia","700"
"CROSSROADS ALTERNATIVE/BRISTOL CITY","Virginia","5100086","BRISTOL CITY","51520","51","1","222 OAK ST","BRISTOL","VA ","24201","","C/O BRISTOL CITY PUBLIC SCHLS","BRISTOL","VA ","24201","","5406698181","4-Regional education services agency","36.614500","-82.179200","411","†","†","Virginia","†"
"CULPEPER CO PBLC SCHS","Virginia","5101050","CULPEPER COUNTY","51047","51","11","450 RADIO LN","CULPEPER","VA ","22701","1542","450 RADIO LANE","CULPEPER","VA ","22701","1542","5408253677","1-Local school district","38.486700","-77.992200","024","Prekindergarten","12th Grade","Virginia","8080"
"CUMBERLAND CO PBLC SCHS","Virginia","5101080","CUMBERLAND COUNTY","51049","51","3","1541 ANDERSON HWY","CUMBERLAND","VA ","23040","0170","PO BOX 170","CUMBERLAND","VA ","23040","0170","8044924212","1-Local school district","37.492800","-78.248900","025","Prekindergarten","12th Grade","Virginia","1435"
"DANVILLE CITY PBLC SCHS","Virginia","5101110","DANVILLE CITY","51590","51","14","341 MAIN ST","DANVILLE","VA ","24541","","PO BOX 9600","DANVILLE","VA ","24543","9600","4347996400","1-Local school district","36.564000","-79.405700","108","Prekindergarten","12th Grade","Virginia","6314"
"DEPARTMENT OF CORRECTIONS","Virginia","5100254","RICHMOND CITY","51760","51","61","6900 ATMORE DR","RICHMOND","VA ","23261","","6900 ATMORE DRIVE","RICHMOND","VA ","23261","","8048743379","5-State-operated institution","37.503900","-77.523600","930","†","†","Virginia","†"
"DEPARTMENT OF JUVENILE JUSTICE","Virginia","5100070","RICHMOND CITY","51760","51","1","600 EAST MAIN ST","RICHMOND","VA ","23219","3678","600 EAST MAIN STREET","RICHMOND","VA ","23219","3678","8043710700","5-State-operated institution","37.539800","-77.438500","917","6th Grade","12th Grade","Virginia","509"
"DICKENSON CO PBLC SCHS","Virginia","5101140","DICKENSON COUNTY","51051","51","7","309 VOLUNTEER ST","CLINTWOOD","VA ","24228","1127","P.O. BOX 1127","CLINTWOOD","VA ","24228","1127","2769264643","1-Local school district","37.150400","-82.457600","026","Prekindergarten","12th Grade","Virginia","2344"
"DINWIDDIE CO PBLC SCHS","Virginia","5101170","DINWIDDIE COUNTY","51053","51","7","14016 BOYDTON PLANK RD","DINWIDDIE","VA ","23841","0007","P.O. BOX 7","DINWIDDIE","VA ","23841","0007","8044694190","1-Local school district","37.078400","-77.586400","027","Kindergarten","12th Grade","Virginia","4418"
"DOE SOP EDUC PROGRAMS","Virginia","5100042","RICHMOND CITY","51760","51","24","JAMES MONROE BLDG.","RICHMOND","VA ","23219","2120","PO BOX 2120","RICHMOND","VA ","23218","2120","8042253161","5-State-operated institution","37.543300","-77.442500","901","†","†","Virginia","†"
"EASTERN ST HOSP","Virginia","5100046","JAMES CITY COUNTY","51095","51","1","4601 IRONBOUND RD B11","WILLIAMSBURG","VA ","23187","","PO BOX 8791","WILLIAMSBURG","VA ","23187","","7572534250","5-State-operated institution","37.289400","-76.740100","921","Prekindergarten","12th Grade","Virginia","0"
"EMPORIA","Virginia","5101190","EMPORIA CITY","51595","51","0","105 RUFFIN ST","EMPORIA","VA ","23847","1156","105 RUFFIN STREET","EMPORIA","VA ","23847","1156","4346343748","2-Local school district component of supervisory union","36.699300","-77.536500","138","†","†","Virginia","†"
"ENTERPRISE ACADEMY/NEWPORT NEWS CITY","Virginia","5100073","NEWPORT NEWS CITY","51700","51","1","813 DILIGENCE DR","NEWPORT NEWS","VA ","23606","","813 DILIGENCE DR STE 110","NEWPORT NEWS","VA ","23606","","7575914971","4-Regional education services agency","37.084800","-76.464600","402","†","†","Virginia","†"
"ESSEX CO PBLC SCHS","Virginia","5101200","ESSEX COUNTY","51057","51","3","109 NORTH CROSS ST","TAPPAHANNOCK","VA ","22560","0756","P.O. BOX 756","TAPPAHANNOCK","VA ","22560","0756","8044434366","1-Local school district","37.930300","-76.860700","028","Prekindergarten","12th Grade","Virginia","1553"
"FAIRFAX CITY PBLC SCHS","Virginia","5101230","FAIRFAX CITY","51600","51","0","10455 ARMSTRONG ST","FAIRFAX","VA ","22030","3627","10455 ARMSTRONG ST.","FAIRFAX","VA ","22030","3627","7033857911","1-Local school district","38.841400","-77.307600","134","†","†","Virginia","†"
"FAIRFAX CO PBLC SCHS","Virginia","5101260","FAIRFAX COUNTY","51059","51","218","GATEHOUSE ADM CTR","FALLS CHURCH","VA ","22042","","GATEHOUSE ADM CTR","FALLS CHURCH","VA ","22042","","5714231010","1-Local school district","38.868200","-77.224200","029","Prekindergarten","12th Grade","Virginia","183417"
"FAIRFAX-FALLS CHURCH COMM SVCS BD","Virginia","5100105","FAIRFAX COUNTY","51059","51","0","12011 GOVERNMENT CTR PARKWAY","FAIRFAX","VA ","22035","","12011 GOVERNMENT CTR PKWY","FAIRFAX","VA ","22035","","7033245834","5-State-operated institution","38.855100","-77.361500","902","†","†","Virginia","†"
"FALLS CHURCH CITY PBLC SCHS","Virginia","5101290","FALLS CHURCH CITY","51610","51","4","800 WEST BROAD ST","FALLS CHURCH","VA ","22046","3432","800 W BROAD ST SUITE 203","FALLS CHURCH","VA ","22046","3432","7032485601","1-Local school district","38.888200","-77.180200","109","Prekindergarten","12th Grade","Virginia","2426"
"FAUQUIER CO PBLC SCHS","Virginia","5101320","FAUQUIER COUNTY","51061","51","20","320 HOSPITAL DR","WARRENTON","VA ","20186","3037","320 HOSPITAL DRIVE","WARRENTON","VA ","20186","3037","5404227011","1-Local school district","38.714600","-77.809100","030","Prekindergarten","12th Grade","Virginia","11145"
"FLOYD CO PBLC SCHS","Virginia","5101350","FLOYD COUNTY","51063","51","5","140 HARRIS HART RD NE","FLOYD","VA ","24091","9710","140 HARRIS HART RD NE","FLOYD","VA ","24091","9710","5407459400","1-Local school district","36.915900","-80.316100","031","Prekindergarten","12th Grade","Virginia","2095"
"FLUVANNA CO PBLC SCHS","Virginia","5101380","FLUVANNA COUNTY","51065","51","5","14455 JAMES MADISON HWY","PALMYRA","VA ","22963","0419","14455 JAMES MADISON HIGHWAY","PALMYRA","VA ","22963","0419","4345898208","1-Local school district","37.873700","-78.260700","032","Prekindergarten","12th Grade","Virginia","3689"
"FRANKLIN CITY PBLC SCHS","Virginia","5101410","FRANKLIN CITY","51620","51","3","207 WEST SECOND AVE","FRANKLIN","VA ","23851","2100","207 W SECOND AVE","FRANKLIN","VA ","23851","2100","7575698111","1-Local school district","36.677200","-76.923800","135","Prekindergarten","12th Grade","Virginia","1266"
"FRANKLIN CO PBLC SCHS","Virginia","5101440","FRANKLIN COUNTY","51067","51","16","25 BERNARD RD","ROCKY MOUNT","VA ","24151","6614","25 BERNARD ROAD","ROCKY MOUNT","VA ","24151","6614","5404835138","1-Local school district","37.016000","-79.870300","033","Prekindergarten","12th Grade","Virginia","7400"
"FREDERICK CO PBLC SCHS","Virginia","5101470","WINCHESTER CITY","51840","51","18","1415 AMHERST ST","WINCHESTER","VA ","22601","2546","P O BOX 3508","WINCHESTER","VA ","22604","2546","5406623888","1-Local school district","39.191100","-78.186600","034","Prekindergarten","12th Grade","Virginia","13144"
"FREDERICKSBURG CITY PBLC SCHS","Virginia","5101510","FREDERICKSBURG CITY","51630","51","5","817 PRINCESS ANNE ST","FREDERICKSBURG","VA ","22401","5819","817 PRINCESS ANNE STREET","FREDERICKSBURG","VA ","22401","5819","5403721130","1-Local school district","38.301600","-77.459600","110","Prekindergarten","12th Grade","Virginia","3457"
"GALAX CITY PBLC SCHS","Virginia","5101560","GALAX CITY","51640","51","3","223 LONG ST","GALAX","VA ","24333","4222","223 LONG ST","GALAX","VA ","24333","4222","2762362911","1-Local school district","36.653600","-80.920600","111","Prekindergarten","12th Grade","Virginia","1338"
"GILES CO PBLC SCHS","Virginia","5101590","GILES COUNTY","51071","51","6","151 SCHOOL RD","PEARISBURG","VA ","24134","9725","151 SCHOOL RD","PEARISBURG","VA ","24134","9725","5409211421","1-Local school district","37.330900","-80.743700","035","Prekindergarten","12th Grade","Virginia","2455"
"GLOUCESTER CO PBLC SCHS","Virginia","5101620","GLOUCESTER COUNTY","51073","51","8","6489 MAIN ST","GLOUCESTER","VA ","23061","2320","6489 MAIN STREET","GLOUCESTER","VA ","23061","2320","8046935300","1-Local school district","37.415100","-76.530200","036","Prekindergarten","12th Grade","Virginia","5639"
"GOOCHLAND CO PBLC SCHS","Virginia","5101650","GOOCHLAND COUNTY","51075","51","5","2938I RIVER RD WEST","GOOCHLAND","VA ","23063","0169","PO BOX 169","GOOCHLAND","VA ","23063","0169","8045565630","1-Local school district","37.682600","-77.885200","037","Prekindergarten","12th Grade","Virginia","2451"
"GOV SCH GLOBAL ECONOMICS/TECH","Virginia","5100029","CHARLOTTE COUNTY","51037","51","1","200 DANIEL RD","KEYSVILLE","VA ","23947","","200 DANIEL RD","KEYSVILLE","VA ","23947","","4347362086","4-Regional education services agency","37.036900","-78.457100","266","†","†","Virginia","†"
"GOVERNOR'S SCHOOL FOR THE ARTS","Virginia","5102175","NORFOLK CITY","51710","51","1","1542 WEST 49TH ST","NORFOLK","VA ","23508","0556","OLD DOMINION UNIVERSITY","NORFOLK","VA ","23529","0556","7574514711","4-Regional education services agency","36.887400","-76.312200","262","†","†","Virginia","†"
"GRAYSON CO PBLC SCHS","Virginia","5101690","GRAYSON COUNTY","51077","51","8","412 EAST MAIN ST","INDEPENDENCE","VA ","24348","0888","PO BOX 888","INDEPENDENCE","VA ","24348","0888","2767732832","1-Local school district","36.622600","-81.148100","038","Prekindergarten","12th Grade","Virginia","1812"
"GREENE CO PBLC SCHS","Virginia","5101710","GREENE COUNTY","51079","51","7","40 CELT RD","STANARDSVILLE","VA ","22973","1140","P.O. BOX 1140","STANARDSVILLE","VA ","22973","1140","4349855254","1-Local school district","38.296800","-78.441100","039","Prekindergarten","12th Grade","Virginia","3099"
"GREENSVILLE CO PBLC SCHS","Virginia","5101740","EMPORIA CITY","51595","51","4","105 RUFFIN ST","EMPORIA","VA ","23847","1156","105 RUFFIN STREET","EMPORIA","VA ","23847","1156","4346343748","3-Supervisory union administrative center","36.699300","-77.536500","040","Prekindergarten","12th Grade","Virginia","2591"
"HALIFAX CO PBLC SCHS","Virginia","5101770","HALIFAX COUNTY","51083","51","12","MARY BETHUNE OFC COMPLEX","HALIFAX","VA ","24558","1849","PO BOX 1849","HALIFAX","VA ","24558","1849","4344762171","1-Local school district","36.768400","-78.923800","041","Prekindergarten","12th Grade","Virginia","5576"
"HAMPTON CITY PBLC SCHS","Virginia","5101800","HAMPTON CITY","51650","51","31","1 FRANKLIN ST","HAMPTON","VA ","23669","3570","1 FRANKLIN STREET","HAMPTON","VA ","23669","3570","7577272000","1-Local school district","37.025100","-76.347800","112","Prekindergarten","12th Grade","Virginia","21157"
