"Agency Name","State Name [District] Latest available year","Agency ID - NCES Assigned [District] Latest available year","County Name [District] 2013-14","County Number [District] 2013-14","ANSI/FIPS State Code [District] Latest available year","Total Number Operational Schools [Public School] 2013-14","Location Address [District] 2013-14","Location City [District] 2013-14","Location State Abbr [District] 2013-14","Location ZIP [District] 2013-14","Location ZIP4 [District] 2013-14","Mailing Address [District] 2013-14","Mailing City [District] 2013-14","Mailing State Abbr [District] 2013-14","Mailing ZIP [District] 2013-14","Mailing ZIP4 [District] 2013-14","Phone Number [District] 2013-14","Agency Type [District] 2013-14","Latitude [District] 2013-14","Longitude [District] 2013-14","State Agency ID [District] 2013-14","Lowest Grade Offered [District] 2013-14","Highest Grade Offered [District] 2013-14","State Name [District] 2013-14","Total Students (UG, PK-12) [District] 2013-14"
"CONVERSE COUNTY SCHOOL DISTRICT #2","Wyoming","5602150","CONVERSE COUNTY","56009","56","5","120 BOXELDER TRAIL","GLENROCK","WY ","82637","1300","P.O. BOX 1300","GLENROCK","WY ","82637","1300","3074365331","1-Local school district","42.860100","-105.847300","0502000","Kindergarten","12th Grade","Wyoming","690"
"CROOK COUNTY SCHOOL DISTRICT #1","Wyoming","5602370","CROOK COUNTY","56011","56","6","108 NORTH 4TH","SUNDANCE","WY ","82729","0830","P.O. BOX 830","SUNDANCE","WY ","82729","0830","3072832299","1-Local school district","44.405500","-104.377800","0601000","Kindergarten","12th Grade","Wyoming","1114"
"FREMONT COUNTY SCHOOL DISTRICT # 1","Wyoming","5602870","FREMONT COUNTY","56013","56","6","400 BALDWIN CREEK RD","LANDER","WY ","82520","","400 BALDWIN CREEK RD","LANDER","WY ","82520","","3073324711","1-Local school district","42.839000","-108.751600","0701000","Kindergarten","12th Grade","Wyoming","1689"
"FREMONT COUNTY SCHOOL DISTRICT # 2","Wyoming","5602670","FREMONT COUNTY","56013","56","3","314 HELMER","DUBOIS","WY ","82513","0188","P.O. BOX 188","DUBOIS","WY ","82513","0188","3074555545","1-Local school district","43.534800","-109.635800","0702000","Kindergarten","12th Grade","Wyoming","151"
"FREMONT COUNTY SCHOOL DISTRICT # 6","Wyoming","5602830","FREMONT COUNTY","56013","56","3","223 NORTH CHERRY ST","PAVILLION","WY ","82523","0010","P.O. BOX 10","PAVILLION","WY ","82523","0010","3078567970","1-Local school district","43.244800","-108.689100","0706000","Prekindergarten","12th Grade","Wyoming","374"
"FREMONT COUNTY SCHOOL DISTRICT #14","Wyoming","5604450","FREMONT COUNTY","56013","56","3","638 BLUE SKY HWY","ETHETE","WY ","82520","0340","638 BLUE SKY HIGHWAY","ETHETE","WY ","82520","0340","3073323904","1-Local school district","43.015700","-108.775000","0714000","Prekindergarten","12th Grade","Wyoming","649"
"FREMONT COUNTY SCHOOL DISTRICT #21","Wyoming","5602820","FREMONT COUNTY","56013","56","3","90 ETHETE RD","FT. WASHAKIE","WY ","82514","9602","90 ETHETE RD","FT. WASHAKIE","WY ","82514","9602","3073325983","1-Local school district","43.014700","-108.819600","0721000","Prekindergarten","12th Grade","Wyoming","498"
"FREMONT COUNTY SCHOOL DISTRICT #24","Wyoming","5605700","FREMONT COUNTY","56013","56","3","112 WEST 3RD ST","SHOSHONI","WY ","82649","0327","112 WEST 3RD ST","SHOSHONI","WY ","82649","0327","3078762583","1-Local school district","43.236300","-108.111600","0724000","Prekindergarten","12th Grade","Wyoming","369"
"FREMONT COUNTY SCHOOL DISTRICT #25","Wyoming","5605220","FREMONT COUNTY","56013","56","6","121 NORTH 5TH ST WEST","RIVERTON","WY ","82501","9407","121 NORTH 5TH ST WEST","RIVERTON","WY ","82501","9407","3078569407","1-Local school district","43.024700","-108.396300","0725000","Kindergarten","12th Grade","Wyoming","2642"
"FREMONT COUNTY SCHOOL DISTRICT #38","Wyoming","5600960","FREMONT COUNTY","56013","56","2","445 LITTLE WIND RIVER BOTTOM","ARAPAHOE","WY ","82510","9148","445 LITTLE WIND RIVER BOTTOM","ARAPAHOE","WY ","82510","9148","3078569333","1-Local school district","42.963100","-108.491500","0738000","Prekindergarten","12th Grade","Wyoming","446"
"GOSHEN COUNTY SCHOOL DISTRICT #1","Wyoming","5602990","GOSHEN COUNTY","56015","56","11","626 WEST 25TH AVE","TORRINGTON","WY ","82240","1821","626 WEST 25TH AVENUE","TORRINGTON","WY ","82240","1821","3075322171","1-Local school district","42.069000","-104.191700","0801000","Kindergarten","12th Grade","Wyoming","1703"
"HOT SPRINGS COUNTY SCHOOL DISTRICT #1","Wyoming","5603310","HOT SPRINGS COUNTY","56017","56","3","415 SPRINGVIEW ST","THERMOPOLIS","WY ","82443","2244","415 SPRINGVIEW ST","THERMOPOLIS","WY ","82443","2244","3078646515","1-Local school district","43.649700","-108.208900","0901000","Kindergarten","12th Grade","Wyoming","616"
"JOHNSON COUNTY SCHOOL DISTRICT #1","Wyoming","5603770","JOHNSON COUNTY","56019","56","5","601 WEST LOTT ST","BUFFALO","WY ","82834","1629","601 WEST LOTT ST","BUFFALO","WY ","82834","1629","3076849571","1-Local school district","44.349700","-106.707400","1001000","Kindergarten","12th Grade","Wyoming","1277"
"LARAMIE COUNTY SCHOOL DISTRICT #1","Wyoming","5601980","LARAMIE COUNTY","56021","56","35","2810 HOUSE AVE","CHEYENNE","WY ","82001","2860","2810 HOUSE AVENUE","CHEYENNE","WY ","82001","2860","3077712100","1-Local school district","41.144600","-104.818900","1101000","Prekindergarten","12th Grade","Wyoming","13635"
"LARAMIE COUNTY SCHOOL DISTRICT #2","Wyoming","5604120","LARAMIE COUNTY","56021","56","6","311 EAST 8TH ST","PINE BLUFFS","WY ","82082","0489","P.O. BOX 489","PINE BLUFFS","WY ","82082","0489","3072454050","1-Local school district","41.176700","-104.065000","1102000","Kindergarten","12th Grade","Wyoming","958"
"LINCOLN COUNTY SCHOOL DISTRICT #1","Wyoming","5604030","LINCOLN COUNTY","56023","56","4","11 ADAVILLE DR","DIAMONDVILLE","WY ","83116","0335","P.O. BOX 335","DIAMONDVILLE","WY ","83116","0335","3078779095","1-Local school district","41.783900","-110.536000","1201000","Kindergarten","12th Grade","Wyoming","624"
"LINCOLN COUNTY SCHOOL DISTRICT #2","Wyoming","5604060","LINCOLN COUNTY","56023","56","9","222 EAST 4TH AVE","AFTON","WY ","83110","0219","P.O. BOX 219","AFTON","WY ","83110","0219","3078853811","1-Local school district","42.724800","-110.927100","1202000","Kindergarten","12th Grade","Wyoming","2627"
"NATRONA COUNTY SCHOOL DISTRICT #1","Wyoming","5604510","NATRONA COUNTY","56025","56","35","970 NORTH GLENN RD","CASPER","WY ","82601","1635","970 NORTH GLENN RD","CASPER","WY ","82601","1635","3072535200","1-Local school district","42.861600","-106.340600","1301000","Prekindergarten","12th Grade","Wyoming","13116"
"NIOBRARA COUNTY SCHOOL DISTRICT #1","Wyoming","5604230","NIOBRARA COUNTY","56027","56","4","619 WEST 5TH","LUSK","WY ","82225","0629","P.O. BOX 629","LUSK","WY ","82225","0629","3073343793","1-Local school district","42.759700","-104.458600","1401000","Kindergarten","12th Grade","Wyoming","1001"
"NORMATIVE SERVICES - ADMINISTRATION OFFICE","Wyoming","5600014","SHERIDAN COUNTY","56033","56","1","5 LN LN","SHERIDAN","WY ","82801","3075","P.O. BOX 3075","SHERIDAN","WY ","82801","3075","3076746878","5-State-operated institution","44.778400","-107.017200","1770000","6th Grade","12th Grade","Wyoming","0"
"NORTHEAST WYOMING BOCES","Wyoming","5680180","CAMPBELL COUNTY","56005","56","1","410 NORTH MILLER AVE","GILLETTE","WY ","82716","","410 NORTH MILLER AVENUE","GILLETTE","WY ","82716","","3076820231","5-State-operated institution","44.290400","-105.495600","0350000","1st Grade","12th Grade","Wyoming","0"
"NORTHWEST WYOMING BOCES","Wyoming","5600016","HOT SPRINGS COUNTY","56017","56","1","250 EAST ARAPAHOE","THERMOPOLIS","WY ","82443","0112","P.O. BOX 112","THERMOPOLIS","WY ","82443","0112","3078642171","5-State-operated institution","43.647500","-108.197400","0950000","1st Grade","12th Grade","Wyoming","0"
"PARK COUNTY SCHOOL DISTRICT # 1","Wyoming","5605160","PARK COUNTY","56029","56","7","160 NORTH EVARTS","POWELL","WY ","82435","2730","160 NORTH EVARTS","POWELL","WY ","82435","2730","3077646186","1-Local school district","44.753700","-108.753200","1501000","Kindergarten","12th Grade","Wyoming","1738"
"PARK COUNTY SCHOOL DISTRICT # 6","Wyoming","5602070","PARK COUNTY","56029","56","7","919 CODY AVE","CODY","WY ","82414","4115","919 CODY AVENUE","CODY","WY ","82414","4115","3075874253","1-Local school district","44.522800","-109.069300","1506000","Kindergarten","12th Grade","Wyoming","2119"
"PARK COUNTY SCHOOL DISTRICT #16","Wyoming","5604380","PARK COUNTY","56029","56","1","2107 IDAHO","MEETEETSE","WY ","82433","0218","P.O. BOX 218","MEETEETSE","WY ","82433","0218","3078682501","1-Local school district","44.153700","-108.872400","1516000","Kindergarten","12th Grade","Wyoming","112"
"PLATTE COUNTY SCHOOL DISTRICT #1","Wyoming","5605090","PLATTE COUNTY","56031","56","10","1350 OAK ST","WHEATLAND","WY ","82201","2234","1350 OAK ST","WHEATLAND","WY ","82201","2234","3073223175","1-Local school district","42.059600","-104.959600","1601000","Kindergarten","12th Grade","Wyoming","1037"
"PLATTE COUNTY SCHOOL DISTRICT #2","Wyoming","5603180","PLATTE COUNTY","56031","56","3","555 SOUTH WYOMING AVE","GUERNSEY","WY ","82214","0189","P.O. BOX 189","GUERNSEY","WY ","82214","0189","3078362735","1-Local school district","42.264300","-104.741600","1602000","Kindergarten","12th Grade","Wyoming","212"
"RED TOP MEADOWS - ADMINISTRATION OFFICE","Wyoming","5600015","TETON COUNTY","56039","56","1","7905 SOUTH FALL CREEK RD","WILSON","WY ","83014","0290","P.O. BOX 290","WILSON","WY ","83014","0290","3077339098","5-State-operated institution","43.434100","-110.860500","2070000","6th Grade","12th Grade","Wyoming","0"
"REGION V BOCES","Wyoming","5680250","TETON COUNTY","56039","56","1","3850 NORTH WILDERNESS DR","WILSON","WY ","83014","0240","P.O. BOX 240","WILSON","WY ","83014","0240","3077338210","5-State-operated institution","43.535600","-110.830500","2050000","1st Grade","12th Grade","Wyoming","0"
"SAINT JOSEPH'S CHILDREN'S HOME -ADMINISTRATION OFFICE","Wyoming","5600010","GOSHEN COUNTY","56015","56","1","1419 MAIN ST","TORRINGTON","WY ","82240","1117","P.O. BOX 1117","TORRINGTON","WY ","82240","1117","3075324197","5-State-operated institution","42.059300","-104.184300","0870000","Kindergarten","12th Grade","Wyoming","0"
"SAINT STEPHEN'S INDIAN SCHOOL ADMIN OFFICE","Wyoming","5680254","FREMONT COUNTY","56013","56","1","128 MISSION RD","ST. STEPHENS","WY ","82524","0345","P.O. BOX 345","ST. STEPHENS","WY ","82524","0345","3078564147","5-State-operated institution","43.001300","-108.414700","0741000","Kindergarten","12th Grade","Wyoming","0"
"SE WYOMING JUVENILE CENTER - ADMIN OFFICE","Wyoming","5600012","LARAMIE COUNTY","56021","56","1","3304 EAST I80 SERVICE RD","CHEYENNE","WY ","82009","","3304 EAST I-80 SERVICE RD","CHEYENNE","WY ","82009","","3076338040","5-State-operated institution","41.159300","-104.651300","1171000","6th Grade","12th Grade","Wyoming","–"
"SHERIDAN COUNTY SCHOOL DISTRICT #1","Wyoming","5605690","SHERIDAN COUNTY","56033","56","7","1127 DAYTON ST","RANCHESTER","WY ","82839","0819","P.O. BOX 819","RANCHESTER","WY ","82839","0819","3076559541","1-Local school district","44.906000","-107.174700","1701000","Kindergarten","12th Grade","Wyoming","965"
"SHERIDAN COUNTY SCHOOL DISTRICT #2","Wyoming","5605695","SHERIDAN COUNTY","56033","56","10","201 NORTH CONNOR ST","SHERIDAN","WY ","82801","0919","P.O. BOX 919","SHERIDAN","WY ","82801","0919","3076747405","1-Local school district","44.799000","-106.951700","1702000","Kindergarten","12th Grade","Wyoming","3318"
"SHERIDAN COUNTY SCHOOL DISTRICT #3","Wyoming","5605680","SHERIDAN COUNTY","56033","56","4","1600 MEADE AVE","CLEARMONT","WY ","82835","0125","P.O. BOX 125","CLEARMONT","WY ","82835","0125","3077584412","1-Local school district","44.637600","-106.380600","1703000","Kindergarten","12th Grade","Wyoming","96"
"SUBLETTE COUNTY SCHOOL DISTRICT #1","Wyoming","5604860","SUBLETTE COUNTY","56035","56","4","101 EAST HENNICK","PINEDALE","WY ","82941","0549","P.O. BOX 549","PINEDALE","WY ","82941","0549","3073672139","1-Local school district","42.870700","-109.858900","1801000","Kindergarten","12th Grade","Wyoming","1034"
"SUBLETTE COUNTY SCHOOL DISTRICT #9","Wyoming","5601260","SUBLETTE COUNTY","56035","56","4","115 SOUTH NICHOLS ST","BIG PINEY","WY ","83113","0769","P.O. BOX 769","BIG PINEY","WY ","83113","0769","3072763322","1-Local school district","42.538200","-110.114700","1809000","Kindergarten","12th Grade","Wyoming","650"
"SWEETWATER COUNTY SCHOOL DISTRICT #1","Wyoming","5605302","SWEETWATER COUNTY","56037","56","17","3550 FOOTHILL BLVD","ROCK SPRINGS","WY ","82902","1089","P.O. BOX 1089","ROCK SPRINGS","WY ","82902","1089","3073523400","1-Local school district","41.587900","-109.253000","1901000","Kindergarten","12th Grade","Wyoming","5607"
"SWEETWATER COUNTY SCHOOL DISTRICT #2","Wyoming","5605762","SWEETWATER COUNTY","56037","56","11","320 MONROE AVE","GREEN RIVER","WY ","82935","4223","320 MONROE AVENUE","GREEN RIVER","WY ","82935","4223","3078725500","1-Local school district","41.510800","-109.465700","1902000","Kindergarten","12th Grade","Wyoming","2729"
"TETON COUNTY SCHOOL DISTRICT #1","Wyoming","5605830","TETON COUNTY","56039","56","9","1235 GREGORY LN","JACKSON","WY ","83001","0568","P.O. BOX 568","JACKSON","WY ","83001","0568","3077332704","1-Local school district","43.462300","-110.797800","2001000","Kindergarten","12th Grade","Wyoming","2597"
"UINTA COUNTY SCHOOL DISTRICT #1","Wyoming","5602760","UINTA COUNTY","56041","56","8","537 10TH ST","EVANSTON","WY ","82931","6002","P.O. BOX 6002","EVANSTON","WY ","82931","6002","3077897571","1-Local school district","41.265200","-110.968900","2101000","Kindergarten","12th Grade","Wyoming","2854"
"UINTA COUNTY SCHOOL DISTRICT #4","Wyoming","5604500","UINTA COUNTY","56041","56","4","129 WEST SECOND ST","MOUNTAIN VIEW","WY ","82939","0130","P.O. BOX 130","MOUNTAIN VIEW","WY ","82939","0130","3077823377","1-Local school district","41.269900","-110.339000","2104000","Kindergarten","12th Grade","Wyoming","775"
"UINTA COUNTY SCHOOL DISTRICT #6","Wyoming","5604260","UINTA COUNTY","56041","56","3","127 NORTH FRANKLIN","LYMAN","WY ","82937","1090","P.O. BOX 1090","LYMAN","WY ","82937","1090","3077864100","1-Local school district","41.327900","-110.290600","2106000","Kindergarten","12th Grade","Wyoming","742"
"WASHAKIE COUNTY SCHOOL DISTRICT #1","Wyoming","5606240","WASHAKIE COUNTY","56043","56","5","1900 HOWELL AVE","WORLAND","WY ","82401","3711","1900 HOWELL AVENUE","WORLAND","WY ","82401","3711","3073479286","1-Local school district","44.011600","-107.943700","2201000","Kindergarten","12th Grade","Wyoming","1386"
"WASHAKIE COUNTY SCHOOL DISTRICT #2","Wyoming","5605820","WASHAKIE COUNTY","56043","56","1","242 CEDAR ST","TEN SLEEP","WY ","82442","0105","P.O. BOX 105","TEN SLEEP","WY ","82442","0105","3073662233","1-Local school district","44.036000","-107.447900","2202000","Kindergarten","12th Grade","Wyoming","94"
"WESTON COUNTY SCHOOL DISTRICT #1","Wyoming","5604830","WESTON COUNTY","56045","56","4","116 CASPER AVE","NEWCASTLE","WY ","82701","2705","116 CASPER AVENUE","NEWCASTLE","WY ","82701","2705","3077464451","1-Local school district","43.851100","-104.208200","2301000","Kindergarten","12th Grade","Wyoming","777"
"WESTON COUNTY SCHOOL DISTRICT #7","Wyoming","5606090","WESTON COUNTY","56045","56","3","804 WILLOW","UPTON","WY ","82730","0470","P.O. BOX 470","UPTON","WY ","82730","0470","3074682461","1-Local school district","44.101000","-104.623600","2307000","Kindergarten","12th Grade","Wyoming","260"
"WYOMING BEHAVIORAL INSTITUTE - ADMINISTRATION OFFICE","Wyoming","5680253","NATRONA COUNTY","56025","56","1","2521 EAST 15TH ST","CASPER","WY ","82609","","2521 EAST 15TH ST","CASPER","WY ","82609","","3072377444","5-State-operated institution","42.835300","-106.293200","1350000","1st Grade","12th Grade","Wyoming","0"
"WYOMING DEPARTMENT OF FAMILY SERVICES","Wyoming","5680251","LARAMIE COUNTY","56021","56","2","2300 CAPITOL AVE","CHEYENNE","WY ","82002","","2300 CAPITOL AVENUE","CHEYENNE","WY ","82002","","3077777734","5-State-operated institution","41.138600","-104.819200","7700049","Kindergarten","12th Grade","Wyoming","0"
"WYOMING DEPARTMENT OF HEALTH","Wyoming","5600005","LARAMIE COUNTY","56021","56","1","401 HATHAWAY BUILDING","CHEYENNE","WY ","82002","","401 HATHAWAY BUILDING","CHEYENNE","WY ","82002","","3077777656","5-State-operated institution","41.175900","-104.827300","7700048","6th Grade","12th Grade","Wyoming","0"
"YOUTH EMERGENCY SERVICES","Wyoming","5680252","CAMPBELL COUNTY","56005","56","1","706 EAST LONGMONT ST","GILLETTE","WY ","82716","","706 EAST LONGMONT ST","GILLETTE","WY ","82716","","3076860669","5-State-operated institution","44.296500","-105.494900","0370000","7th Grade","12th Grade","Wyoming","0"
