"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"AMHERST ELEMENTARY SCHOOL","Nebraska","AMHERST ELEMENTARY SCHOOL","310007000018","AMHERST PUBLIC SCHOOLS","3100070","BUFFALO COUNTY","31019","31","100 NORTH SYCAMORE","AMHERST","NE ","68812","0008","100 N SYCAMORE","AMHERST","NE ","68812","0008","3088263131","1-Regular school","40.838300","-99.265400","100119002","100119000","3103","Prekindergarten","6th Grade","201"
"AMHERST HIGH SCHOOL","Nebraska","AMHERST HIGH SCHOOL","310007000019","AMHERST PUBLIC SCHOOLS","3100070","BUFFALO COUNTY","31019","31","100 NORTH SYCAMORE","AMHERST","NE ","68812","0008","100 N SYCAMORE","AMHERST","NE ","68812","0008","3088263131","1-Regular school","40.838300","-99.265400","100119001","100119000","3103","7th Grade","12th Grade","139"
"ANDERSON GROVE ELEMENTARY SCH","Nebraska","ANDERSON GROVE ELEMENTARY SCH","317527001900","PAPILLION-LA VISTA PUBLIC SCHS","3175270","SARPY COUNTY","31153","31","11820 SOUTH 37TH ST","BELLEVUE","NE ","68123","1233","11820 S 37TH ST","BELLEVUE","NE ","68123","1233","4028980479","1-Regular school","41.132800","-95.967300","770027012","770027000","3102","Prekindergarten","6th Grade","274"
"ANSELMO-MERNA ELEMENTARY-MERNA","Nebraska","ANSELMO-MERNA ELEMENTARY-MERNA","310001000021","ANSELMO-MERNA PUBLIC SCHOOLS","3100010","CUSTER COUNTY","31041","31","750 NORTH CONWAY ST","MERNA","NE ","68856","0068","750 N CONWAY ST","MERNA","NE ","68856","0068","3086432224","1-Regular school","41.484900","-99.766800","210015002","210015000","3103","Prekindergarten","6th Grade","142"
"ANSELMO-MERNA HIGH SCHOOL","Nebraska","ANSELMO-MERNA HIGH SCHOOL","310001000022","ANSELMO-MERNA PUBLIC SCHOOLS","3100010","CUSTER COUNTY","31041","31","750 NORTH CONWAY ST","MERNA","NE ","68856","0068","750 N CONWAY ST","MERNA","NE ","68856","0068","3086432224","1-Regular school","41.484900","-99.766800","210015001","210015000","3103","7th Grade","12th Grade","99"
"ANSLEY ELEMENTARY SCHOOL","Nebraska","ANSLEY ELEMENTARY SCHOOL","310306000023","ANSLEY PUBLIC SCHOOLS","3103060","CUSTER COUNTY","31041","31","1124 CAMERON ST","ANSLEY","NE ","68814","0370","1124 CAMERON STREET","ANSLEY","NE ","68814","0370","3089351121","1-Regular school","41.291000","-99.378500","210044002","210044000","3103","Prekindergarten","6th Grade","100"
"ANSLEY HIGH SCHOOL","Nebraska","ANSLEY HIGH SCHOOL","310306000024","ANSLEY PUBLIC SCHOOLS","3103060","CUSTER COUNTY","31041","31","1124 CAMERON ST","ANSLEY","NE ","68814","0370","1124 CAMERON STREET","ANSLEY","NE ","68814","0370","3089351121","1-Regular school","41.291000","-99.378500","210044001","210044000","3103","7th Grade","12th Grade","68"
"ARAPAHOE ELEMENTARY SCHOOL","Nebraska","ARAPAHOE ELEMENTARY SCHOOL","310309000025","ARAPAHOE PUBLIC SCHOOLS","3103090","FURNAS COUNTY","31065","31","610 WALNUT","ARAPAHOE","NE ","68922","0360","610 WALNUT","ARAPAHOE","NE ","68922","0360","3089625459","1-Regular school","40.308900","-99.895800","330018002","330018000","3103","Prekindergarten","6th Grade","188"
"ARAPAHOE HIGH SCHOOL","Nebraska","ARAPAHOE HIGH SCHOOL","310309000026","ARAPAHOE PUBLIC SCHOOLS","3103090","FURNAS COUNTY","31065","31","610 WALNUT","ARAPAHOE","NE ","68922","0360","610 WALNUT","ARAPAHOE","NE ","68922","0360","3089625458","1-Regular school","40.308900","-99.895800","330018001","330018000","3103","7th Grade","12th Grade","135"
"ARCADIA ELEMENTARY SCHOOL","Nebraska","ARCADIA ELEMENTARY SCHOOL","310312000027","ARCADIA PUBLIC SCHOOLS","3103120","VALLEY COUNTY","31175","31","320 WEST OWENS ST","ARCADIA","NE ","68815","0248","320 W OWENS ST","ARCADIA","NE ","68815","0248","3087896522","1-Regular school","41.425700","-99.128400","880021002","880021000","3103","Prekindergarten","6th Grade","61"
"ARCADIA HIGH SCHOOL","Nebraska","ARCADIA HIGH SCHOOL","310312000028","ARCADIA PUBLIC SCHOOLS","3103120","VALLEY COUNTY","31175","31","320 WEST OWENS ST","ARCADIA","NE ","68815","0248","320 W OWENS ST","ARCADIA","NE ","68815","0248","3087896522","1-Regular school","41.425700","-99.128400","880021001","880021000","3103","7th Grade","12th Grade","63"
"ARLINGTON ELEMENTARY SCHOOL","Nebraska","ARLINGTON ELEMENTARY SCHOOL","310313000029","ARLINGTON PUBLIC SCHOOLS","3103130","WASHINGTON COUNTY","31177","31","705 NORTH 9TH","ARLINGTON","NE ","68002","0580","705 N 9TH","ARLINGTON","NE ","68002","0580","4024784121","1-Regular school","41.457800","-96.360900","890024002","890024000","3101","Prekindergarten","6th Grade","304"
"ARLINGTON HIGH SCHOOL","Nebraska","ARLINGTON HIGH SCHOOL","310313000030","ARLINGTON PUBLIC SCHOOLS","3103130","WASHINGTON COUNTY","31177","31","705 NORTH 9TH","ARLINGTON","NE ","68002","0580","705 N 9TH","ARLINGTON","NE ","68002","0580","4024784171","1-Regular school","41.457800","-96.360900","890024001","890024000","3101","7th Grade","12th Grade","278"
"ARNOLD ELEMENTARY SCHOOL","Nebraska","ARNOLD ELEMENTARY SCHOOL","317284001136","LINCOLN PUBLIC SCHOOLS","3172840","LANCASTER COUNTY","31109","31","5000 MIKE SCHOLL ST","LINCOLN","NE ","68524","2305","5000 MIKE SCHOLL STREET","LINCOLN","NE ","68524","2305","4024361120","1-Regular school","40.862300","-96.790300","550001023","550001000","3101","Prekindergarten","5th Grade","747"
"ARNOLD ELEMENTARY SCHOOL","Nebraska","ARNOLD ELEMENTARY SCHOOL","310007300031","ARNOLD PUBLIC SCHOOLS","3100073","CUSTER COUNTY","31041","31","405 NORTH HASKELL","ARNOLD","NE ","69120","0399","405 N HASKELL","ARNOLD","NE ","69120","0399","3088482226","1-Regular school","41.425800","-100.191200","210089002","210089000","3103","Prekindergarten","6th Grade","75"
"ARNOLD HIGH SCHOOL","Nebraska","ARNOLD HIGH SCHOOL","310007300032","ARNOLD PUBLIC SCHOOLS","3100073","CUSTER COUNTY","31041","31","405 NORTH HASKELL","ARNOLD","NE ","69120","0399","405 N HASKELL","ARNOLD","NE ","69120","0399","3088482226","1-Regular school","41.425800","-100.191200","210089001","210089000","3103","7th Grade","12th Grade","46"
"ARTHUR COUNTY HIGH SCHOOL","Nebraska","ARTHUR COUNTY HIGH SCHOOL","310321000033","ARTHUR COUNTY SCHOOLS","3103210","ARTHUR COUNTY","31005","31","111 ELM ST","ARTHUR","NE ","69121","0145","111 ELM ST","ARTHUR","NE ","69121","0145","3087642253","1-Regular school","41.568900","-101.689200","030500001","030500000","3103","7th Grade","12th Grade","38"
"ARTHUR ELEM SCH - LOWER","Nebraska","ARTHUR ELEM SCH - LOWER","310321000515","ARTHUR COUNTY SCHOOLS","3103210","ARTHUR COUNTY","31005","31","310 CEDAR","ARTHUR","NE ","69121","0145","310 CEDAR","ARTHUR","NE ","69121","0036","3087642233","1-Regular school","41.570900","-101.688000","030500002","030500000","3103","Prekindergarten","6th Grade","59"
"ARTS & HUMANITIES FOCUS PRGM","Nebraska","ARTS & HUMANITIES FOCUS PRGM","317284000681","LINCOLN PUBLIC SCHOOLS","3172840","LANCASTER COUNTY","31109","31","643 SOUTH 25TH","LINCOLN","NE ","68510","3099","643 S 25TH STE 9","LINCOLN","NE ","68510","3099","4024361785","4-Alternative/other school","40.807200","-96.685700","550001061","550001000","3101","†","†","†"
"ASHLAND PARK/ROBBINS ELEM SCH","Nebraska","ASHLAND PARK/ROBBINS ELEM SCH","317482000289","OMAHA PUBLIC SCHOOLS","3174820","DOUGLAS COUNTY","31055","31","5050 SOUTH 51ST ST","OMAHA","NE ","68117","1955","5050 S 51ST ST","OMAHA","NE ","68117","1955","4027346001","1-Regular school","41.207700","-95.993700","280001210","280001000","3102","Prekindergarten","6th Grade","806"
"ASHLAND-GREENWOOD ELEM SCHOOL","Nebraska","ASHLAND-GREENWOOD ELEM SCHOOL","310003400034","ASHLAND-GREENWOOD PUBLIC SCHS","3100034","SAUNDERS COUNTY","31155","31","1200 BOYD ST","ASHLAND","NE ","68003","1899","1200 BOYD ST","ASHLAND","NE ","68003","1899","4029447083","1-Regular school","41.041800","-96.366000","780001002","780001000","3101","Prekindergarten","5th Grade","417"
"ASHLAND-GREENWOOD HIGH SCHOOL","Nebraska","ASHLAND-GREENWOOD HIGH SCHOOL","310003400035","ASHLAND-GREENWOOD PUBLIC SCHS","3100034","SAUNDERS COUNTY","31155","31","1842 FURNAS ST","ASHLAND","NE ","68003","1899","1842 FURNAS ST","ASHLAND","NE ","68003","1899","4029442114","1-Regular school","41.045900","-96.374200","780001001","780001000","3101","9th Grade","12th Grade","260"
"ASHLAND-GREENWOOD MIDDLE SCH","Nebraska","ASHLAND-GREENWOOD MIDDLE SCH","310003401927","ASHLAND-GREENWOOD PUBLIC SCHS","3100034","SAUNDERS COUNTY","31155","31","1842 FURNAS ST","ASHLAND","NE ","68003","1899","1842 FURNAS ST","ASHLAND","NE ","68003","1899","4029442114","1-Regular school","41.045900","-96.374200","780001003","780001000","3101","6th Grade","8th Grade","185"
"ATKINSON ELEMENTARY SCHOOL","Nebraska","ATKINSON ELEMENTARY SCHOOL","310017200037","WEST HOLT PUBLIC SCHOOLS","3100172","HOLT COUNTY","31089","31","1000 NORTH MAIN","ATKINSON","NE ","68713","0457","1000 N MAIN","ATKINSON","NE ","68713","0457","4029255483","1-Regular school","42.541100","-98.978000","450239002","450239000","3103","Prekindergarten","6th Grade","198"
"AUBURN HIGH SCHOOL","Nebraska","AUBURN HIGH SCHOOL","310333000038","AUBURN PUBLIC SCHOOLS","3103330","NEMAHA COUNTY","31127","31","1829 CENTRAL AVE","AUBURN","NE ","68305","1713","1829 CENTRAL AVE","AUBURN","NE ","68305","1713","4022744328","1-Regular school","40.391700","-95.851000","640029001","640029000","3103","9th Grade","12th Grade","248"
"AUBURN MIDDLE SCHOOL","Nebraska","AUBURN MIDDLE SCHOOL","310333000039","AUBURN PUBLIC SCHOOLS","3103330","NEMAHA COUNTY","31127","31","1820 CENTRAL AVE","AUBURN","NE ","68305","1713","1820 CENTRAL AVE","AUBURN","NE ","68305","1713","4022744328","1-Regular school","40.392900","-95.849800","640029003","640029000","3103","6th Grade","8th Grade","185"
"AURORA ELEMENTARY SCHOOL","Nebraska","AURORA ELEMENTARY SCHOOL","310336000043","AURORA PUBLIC SCHOOLS","3103360","HAMILTON COUNTY","31081","31","300 H ST","AURORA","NE ","68818","1902","300 L ST","AURORA","NE ","68818","1902","4026943167","1-Regular school","40.863600","-98.015100","410504003","410504000","3103","Prekindergarten","5th Grade","536"
"AURORA HIGH SCHOOL","Nebraska","AURORA HIGH SCHOOL","310336000044","AURORA PUBLIC SCHOOLS","3103360","HAMILTON COUNTY","31081","31","300 M ST","AURORA","NE ","68818","1902","300 L ST","AURORA","NE ","68818","1902","4026946968","1-Regular school","40.867000","-98.014300","410504001","410504000","3103","9th Grade","12th Grade","387"
"AURORA MIDDLE SCHOOL","Nebraska","AURORA MIDDLE SCHOOL","310336000045","AURORA PUBLIC SCHOOLS","3103360","HAMILTON COUNTY","31081","31","300 L ST","AURORA","NE ","68818","1902","300 L ST","AURORA","NE ","68818","1902","4026946915","1-Regular school","40.866100","-98.014500","410504002","410504000","3103","6th Grade","8th Grade","254"
"AURORA PRESCHOOL","Nebraska","AURORA PRESCHOOL","310336002221","AURORA PUBLIC SCHOOLS","3103360","HAMILTON COUNTY","31081","31","409 J ST","AURORA","NE ","68818","1902","300 L STREET","AURORA","NE ","68818","1902","4026946707","1-Regular school","40.865400","-98.012600","410504004","410504000","3103","Prekindergarten","Prekindergarten","40"
"AVERY ELEMENTARY SCHOOL","Nebraska","AVERY ELEMENTARY SCHOOL","310381001499","BELLEVUE PUBLIC SCHOOLS","3103810","SARPY COUNTY","31153","31","2107 AVERY RD","BELLEVUE","NE ","68005","4617","2107 AVERY RD","BELLEVUE","NE ","68005","4617","4022934460","1-Regular school","41.164400","-95.921900","770001003","770001000","3101","Prekindergarten","6th Grade","334"
"AXTELL ELEMENTARY SCHOOL","Nebraska","AXTELL ELEMENTARY SCHOOL","310342000046","AXTELL COMMUNITY SCHOOLS","3103420","KEARNEY COUNTY","31099","31","500 MAIN ST","AXTELL","NE ","68924","0097","500 MAIN ST","AXTELL","NE ","68924","0097","3087432415","1-Regular school","40.480700","-99.125300","500501002","500501000","3103","Prekindergarten","4th Grade","115"
"AXTELL HIGH SCHOOL","Nebraska","AXTELL HIGH SCHOOL","310342000047","AXTELL COMMUNITY SCHOOLS","3103420","KEARNEY COUNTY","31099","31","500 MAIN ST","AXTELL","NE ","68924","0097","500 MAIN ST","AXTELL","NE ","68924","0097","3087432415","1-Regular school","40.480700","-99.125300","500501001","500501000","3103","9th Grade","12th Grade","81"
"AXTELL MIDDLE SCHOOL","Nebraska","AXTELL MIDDLE SCHOOL","310342002003","AXTELL COMMUNITY SCHOOLS","3103420","KEARNEY COUNTY","31099","31","500 MAIN ST","AXTELL","NE ","68924","0097","500 MAIN ST","AXTELL","NE ","68924","0097","3087432415","1-Regular school","40.480700","-99.125300","500501003","500501000","3103","5th Grade","8th Grade","77"
"BANCROFT ELEMENTARY","Nebraska","BANCROFT ELEMENTARY","317482001937","OMAHA PUBLIC SCHOOLS","3174820","DOUGLAS COUNTY","31055","31","2724 RIVERVIEW BLVD","OMAHA","NE ","68108","1699","2724 RIVERVIEW BLVD","OMAHA","NE ","68108","1699","4023447505","1-Regular school","41.232800","-95.926400","280001204","280001000","3102","Prekindergarten","6th Grade","763"
"BANCROFT-ROSALIE ELEMENTARY SCHOOL","Nebraska","BANCROFT-ROSALIE ELEMENTARY SCHOOL","310344000657","BANCROFT-ROSALIE COMM SCHOOLS","3103440","CUMING COUNTY","31039","31","708 MAIN ST","BANCROFT","NE ","68004","0129","708 MAIN ST","BANCROFT","NE ","68004","0129","4026483336","1-Regular school","42.009200","-96.571800","200020006","200020000","3101","Prekindergarten","6th Grade","156"
"BANCROFT-ROSALIE JR/SR HIGH SCHOOL","Nebraska","BANCROFT-ROSALIE JR/SR HIGH SCHOOL","310344000049","BANCROFT-ROSALIE COMM SCHOOLS","3103440","CUMING COUNTY","31039","31","708 MAIN ST","BANCROFT","NE ","68004","0129","708 MAIN ST","BANCROFT","NE ","68004","0129","4026483336","1-Regular school","42.009200","-96.571800","200020001","200020000","3101","7th Grade","12th Grade","107"
