"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ADRIAN ELEMENTARY SCHOOL","Oregon","ADRIAN ELEMENTARY SCHOOL","410102000755","ADRIAN SD 61","4101020","MALHEUR COUNTY","41045","41","207 OWYHEE ST","ADRIAN","OR ","97901","0108","PO BOX 108","ADRIAN","OR ","97901","0108","5413722337","1-Regular school","43.742300","-117.070000","00000000000000000707","00000000002113","4102","Kindergarten","8th Grade","162"
"ADRIAN HIGH SCHOOL","Oregon","ADRIAN HIGH SCHOOL","410102000756","ADRIAN SD 61","4101020","MALHEUR COUNTY","41045","41","305 OWYHEE ST","ADRIAN","OR ","97901","0108","PO BOX 108","ADRIAN","OR ","97901","0108","5413722335","1-Regular school","43.742300","-117.068600","00000000000000000708","00000000002113","4102","9th Grade","12th Grade","72"
"AGNES STEWART MIDDLE SCHOOL","Oregon","AGNES STEWART MIDDLE SCHOOL","411167000977","SPRINGFIELD SD 19","4111670","LANE COUNTY","41039","41","900 SOUTH 32ND ST","SPRINGFIELD","OR ","97478","4607","900 S 32ND ST","SPRINGFIELD","OR ","97478","4607","5419882520","1-Regular school","44.037200","-122.982300","00000000000000001353","00000000002083","4104","6th Grade","8th Grade","582"
"AIKEN ELEMENTARY SCHOOL","Oregon","AIKEN ELEMENTARY SCHOOL","410927000741","ONTARIO SD 8C","4109270","MALHEUR COUNTY","41045","41","1297 WEST IDAHO AVE","ONTARIO","OR ","97914","4534","1297 W IDAHO AVE","ONTARIO","OR ","97914","4534","5418895584","1-Regular school","44.029000","-116.984100","00000000000000000694","00000000002108","4102","Kindergarten","5th Grade","291"
"AINSWORTH ELEMENTARY SCHOOL","Oregon","AINSWORTH ELEMENTARY SCHOOL","411004000866","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","2425 SW VISTA AVE","PORTLAND","OR ","97201","2399","2425 SW VISTA AVE","PORTLAND","OR ","97201","2399","5039166288","1-Regular school","45.509900","-122.699600","00000000000000000823","00000000002180","4103","Kindergarten","5th Grade","570"
"AL KENNEDY ALTERNATIVE HIGH SCHOOL","Oregon","AL KENNEDY ALTERNATIVE HIGH SCHOOL","411158001390","SOUTH LANE SD 45J3","4111580","LANE COUNTY","41039","41","1310 SOUTH 8TH","COTTAGE GROVE","OR ","97424","0218","PO BOX 218","COTTAGE GROVE","OR ","97424","0218","5419421962","4-Alternative/other school","43.786400","-123.059600","00000000000000001791","00000000002087","4104","9th Grade","12th Grade","75"
"ALAMEDA ELEMENTARY SCHOOL","Oregon","ALAMEDA ELEMENTARY SCHOOL","410927000739","ONTARIO SD 8C","4109270","MALHEUR COUNTY","41045","41","1252 ALAMEDA DR","ONTARIO","OR ","97914","3243","1252 ALAMEDA DR","ONTARIO","OR ","97914","3243","5418895497","1-Regular school","44.017500","-116.982100","00000000000000000692","00000000002108","4102","Kindergarten","6th Grade","382"
"ALAMEDA ELEMENTARY SCHOOL","Oregon","ALAMEDA ELEMENTARY SCHOOL","411004000867","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","2732 NE FREMONT ST","PORTLAND","OR ","97212","2542","2732 NE FREMONT ST","PORTLAND","OR ","97212","2542","5039166036","1-Regular school","45.547500","-122.637400","00000000000000000824","00000000002180","4103","Kindergarten","5th Grade","773"
"ALBANY OPTIONS SCHOOL","Oregon","ALBANY OPTIONS SCHOOL","410112001577","GREATER ALBANY PUBLIC SD 8J","4101120","LINN COUNTY","41043","41","701 19TH AVE SE","ALBANY","OR ","97322","1748","701 19TH AVENUE SE","ALBANY","OR ","97322","1748","5419674563","4-Alternative/other school","44.623200","-123.092600","00000000000000003950","00000000002100","4104","9th Grade","12th Grade","‡"
"ALBERTA RIDER ELEMENTARY SCHOOL","Oregon","ALBERTA RIDER ELEMENTARY SCHOOL","411224001668","TIGARD-TUALATIN SD 23J","4112240","WASHINGTON COUNTY","41067","41","14850 SW 132ND TER","TIGARD","OR ","97224","6118","14850 SW 132ND TER","TIGARD","OR ","97224","6118","5034314900","1-Regular school","45.412100","-122.811100","00000000000000004364","00000000002242","4101","Kindergarten","5th Grade","624"
"ALDER CREEK MIDDLE SCHOOL","Oregon","ALDER CREEK MIDDLE SCHOOL","410883004189","NORTH CLACKAMAS SD 12","4108830","CLACKAMAS COUNTY","41005","41","13801 SE WEBSTER RD","MILWAUKIE","OR ","97267","1998","13801 SE WEBSTER RD","MILWAUKIE","OR ","97267","1998","5033535700","1-Regular school","45.423300","-122.594200","00000000000000003530","00000000001924","4105","6th Grade","8th Grade","1036"
"ALDER ELEMENTARY SCHOOL","Oregon","ALDER ELEMENTARY SCHOOL","411052000997","REYNOLDS SD 7","4110520","MULTNOMAH COUNTY","41051","41","17200 SE ALDER ST","PORTLAND","OR ","97233","4260","17200 SE ALDER ST","PORTLAND","OR ","97233","4260","5032554673","1-Regular school","45.517200","-122.486300","00000000000000000943","00000000002182","4103","Kindergarten","5th Grade","504"
"ALICE OTT MIDDLE SCHOOL","Oregon","ALICE OTT MIDDLE SCHOOL","410394001028","DAVID DOUGLAS SD 40","4103940","MULTNOMAH COUNTY","41051","41","12500 SE RAMONA ST","PORTLAND","OR ","97236","4699","12500 SE RAMONA ST","PORTLAND","OR ","97236","4699","5032566510","1-Regular school","45.478800","-122.534300","00000000000000000980","00000000002187","4103","6th Grade","8th Grade","742"
"ALLEN DALE ELEMENTARY SCHOOL","Oregon","ALLEN DALE ELEMENTARY SCHOOL","410591000457","GRANTS PASS SD 7","4105910","JOSEPHINE COUNTY","41033","41","2320 WILLIAMS HWY","GRANTS PASS","OR ","97527","5688","2320 WILLIAMS HWY","GRANTS PASS","OR ","97527","5688","5414745760","1-Regular school","42.410600","-123.348600","00000000000000000435","00000000002054","4102","Kindergarten","5th Grade","483"
"ALLIANCE CHARTER ACADEMY","Oregon","ALLIANCE CHARTER ACADEMY","410933001725","OREGON CITY SD 62","4109330","CLACKAMAS COUNTY","41005","41","16075 SOUTH FRONT AVE","OREGON CITY","OR ","97045","1237","16075 S FRONT AVE","OREGON CITY","OR ","97045","1237","5037858556","1-Regular school","45.373900","-122.579800","00000000000000004585","00000000001928","4105","1st Grade","12th Grade","356"
"ALLIANCE HIGH SCHOOL","Oregon","ALLIANCE HIGH SCHOOL","411004001652","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","4039 NE ALBERTA CT","PORTLAND","OR ","97211","8199","4039 NE ALBERTA CT","PORTLAND","OR ","97211","8199","5039165747","4-Alternative/other school","45.558600","-122.622100","00000000000000004507","00000000002180","4103","9th Grade","12th Grade","181"
"ALOHA HIGH SCHOOL","Oregon","ALOHA HIGH SCHOOL","410192001239","BEAVERTON SD 48J","4101920","WASHINGTON COUNTY","41067","41","18550 SW KINNAMAN RD","BEAVERTON","OR ","97007","2465","18550 SW KINNAMAN RD","BEAVERTON","OR ","97007","2465","5032594700","1-Regular school","45.484600","-122.868800","00000000000000001186","00000000002243","4101","9th Grade","12th Grade","2062"
"ALOHA-HUBER PARK SCHOOL","Oregon","ALOHA-HUBER PARK SCHOOL","410192001204","BEAVERTON SD 48J","4101920","WASHINGTON COUNTY","41067","41","5000 SW 173RD ST","BEAVERTON","OR ","97007","1333","5000 SW 173RD ST","BEAVERTON","OR ","97007","1333","5032596490","1-Regular school","45.484000","-122.853800","00000000000000001153","00000000002243","4101","Prekindergarten","8th Grade","945"
"ALPHA HIGH SCHOOL","Oregon","ALPHA HIGH SCHOOL","418018001318","MULTNOMAH ESD","4180180","MULTNOMAH COUNTY","41051","41","876 NE 8TH ST","GRESHAM","OR ","97030","5644","876 NE 8TH ST","GRESHAM","OR ","97030","5644","5032624050","4-Alternative/other school","45.502700","-122.421500","00000000000000000821","00000000002148","4103","7th Grade","12th Grade","66"
"ALSEA ELEMENTARY SCHOOL","Oregon","ALSEA ELEMENTARY SCHOOL","410120001502","ALSEA SD 7J","4101200","BENTON COUNTY","41003","41","301 3RD ST","ALSEA","OR ","97324","0120","PO BOX B","ALSEA","OR ","97324","0120","5414874305","1-Regular school","44.381000","-123.594700","00000000000000000016","00000000001899","4104","Kindergarten","6th Grade","83"
"ALSEA HIGH SCHOOL","Oregon","ALSEA HIGH SCHOOL","410120000019","ALSEA SD 7J","4101200","BENTON COUNTY","41003","41","301 SOUTH THIRD","ALSEA","OR ","97324","0120","PO BOX B","ALSEA","OR ","97324","0120","5414874305","1-Regular school","44.381000","-123.594700","00000000000000000017","00000000001899","4104","7th Grade","12th Grade","70"
"AMITY CREEK ELEMENTARY SCHOOL","Oregon","AMITY CREEK ELEMENTARY SCHOOL","410198000607","BEND-LAPINE ADMINISTRATIVE SD 1","4101980","DESCHUTES COUNTY","41017","41","437 NW WALL ST","BEND","OR ","97701","2605","437 NW WALL ST","BEND","OR ","97701","2605","5413552800","1-Regular school","44.055300","-121.317900","00000000000000001324","00000000001976","4102","Kindergarten","5th Grade","173"
"AMITY ELEMENTARY SCHOOL","Oregon","AMITY ELEMENTARY SCHOOL","410123001260","AMITY SD 4J","4101230","YAMHILL COUNTY","41071","41","300 RICE LN","AMITY","OR ","97101","2819","807 S TRADE ST","AMITY","OR ","97101","2819","5038353751","1-Regular school","45.122400","-123.203600","00000000000000001208","00000000002252","4101","Kindergarten","5th Grade","384"
"AMITY HIGH SCHOOL","Oregon","AMITY HIGH SCHOOL","410123001263","AMITY SD 4J","4101230","YAMHILL COUNTY","41071","41","503 OAK ST","AMITY","OR ","97101","2819","807 S TRADE ST","AMITY","OR ","97101","2819","5038352181","1-Regular school","45.116200","-123.202700","00000000000000001210","00000000002252","4101","9th Grade","12th Grade","283"
"AMITY MIDDLE SCHOOL","Oregon","AMITY MIDDLE SCHOOL","410123001320","AMITY SD 4J","4101230","YAMHILL COUNTY","41071","41","115 CHURCH ST","AMITY","OR ","97101","2819","807 S TRADE ST","AMITY","OR ","97101","2819","5038350518","1-Regular school","45.113500","-123.205200","00000000000000001209","00000000002252","4101","6th Grade","8th Grade","202"
"ANNEX CHARTER SCHOOL","Oregon","ANNEX CHARTER SCHOOL","410135000753","ANNEX SD 29","4101350","MALHEUR COUNTY","41045","41","402 ANNEX RD","ONTARIO","OR ","97914","8010","402 ANNEX RD","ONTARIO","OR ","97914","8010","5412623280","1-Regular school","44.236600","-116.987400","00000000000000000705","00000000002111","4102","Kindergarten","8th Grade","56"
"ANTONIA CRATER ELEMENTARY SCHOOL","Oregon","ANTONIA CRATER ELEMENTARY SCHOOL","410872001291","NEWBERG SD 29J","4108720","YAMHILL COUNTY","41071","41","203 WEST FOOTHILLS DR","NEWBERG","OR ","97132","9034","203 W FOOTHILLS DR","NEWBERG","OR ","97132","9034","5035544650","1-Regular school","45.325500","-122.979800","00000000000000001335","00000000002254","4101","Kindergarten","5th Grade","486"
"APPLEGATE ELEMENTARY SCHOOL","Oregon","APPLEGATE ELEMENTARY SCHOOL","410690000422","THREE RIVERS/JOSEPHINE COUNTY SD","4106900","JACKSON COUNTY","41029","41","14188 HWY 238","APPLEGATE","OR ","97530","0025","14188 HWY 238","APPLEGATE","OR ","97530","0025","5418466280","1-Regular school","42.254400","-123.152600","00000000000000000402","00000000002055","4102","Kindergarten","8th Grade","110"
"APPLEGATE ELEMENTARY SCHOOL","Oregon","APPLEGATE ELEMENTARY SCHOOL","410378000624","CROW-APPLEGATE-LORANE SD 66","4103780","LANE COUNTY","41039","41","85955 TERRITORIAL RD","EUGENE","OR ","97402","9206","85955 TERRITORIAL RD","EUGENE","OR ","97402","9206","5419352100","1-Regular school","43.990200","-123.336700","00000000000000000589","00000000002089","4104","Kindergarten","6th Grade","133"
"ARATA CREEK SCHOOL","Oregon","ARATA CREEK SCHOOL","418018001510","MULTNOMAH ESD","4180180","MULTNOMAH COUNTY","41051","41","2470 SW HALSEY","TROUTDALE","OR ","97060","1020","2470 SW HALSEY","TROUTDALE","OR ","97060","1020","5032624850","4-Alternative/other school","45.536400","-122.411200","00000000000000003168","00000000002148","4103","1st Grade","12th Grade","31"
"ARCHER GLEN ELEMENTARY SCHOOL","Oregon","ARCHER GLEN ELEMENTARY SCHOOL","411129000679","SHERWOOD SD 88J","4111290","WASHINGTON COUNTY","41067","41","16155 SW SUNSET BLVD","SHERWOOD","OR ","97140","8202","16155 SW SUNSET BLVD","SHERWOOD","OR ","97140","8202","5038255100","1-Regular school","45.350600","-122.843500","00000000000000001334","00000000002244","4101","Kindergarten","5th Grade","465"
"ARCO IRIS SPANISH IMMERSION SCHOOL","Oregon","ARCO IRIS SPANISH IMMERSION SCHOOL","410192001791","BEAVERTON SD 48J","4101920","WASHINGTON COUNTY","41067","41","1500 NW 185TH AVE","BEAVERTON","OR ","97006","1909","11815 SW TERRA LINDA ST","PORTLAND","OR ","97005","1909","5034730416","1-Regular school","45.530200","-122.866200","00000000000000004805","00000000002243","4101","1st Grade","7th Grade","184"
"ARDENWALD ELEMENTARY SCHOOL","Oregon","ARDENWALD ELEMENTARY SCHOOL","410883000070","NORTH CLACKAMAS SD 12","4108830","CLACKAMAS COUNTY","41005","41","8950 SE 36TH AVE","MILWAUKIE","OR ","97222","5602","8950 SE 36TH AVE","MILWAUKIE","OR ","97222","5602","5033535320","1-Regular school","45.457700","-122.625100","00000000000000004762","00000000001924","4105","Kindergarten","5th Grade","504"
"ARLETA ELEMENTARY SCHOOL","Oregon","ARLETA ELEMENTARY SCHOOL","411004000869","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","5109 SE 66TH AVE","PORTLAND","OR ","97206","4599","5109 SE 66TH AVE","PORTLAND","OR ","97206","4599","5039166330","1-Regular school","45.486100","-122.596600","00000000000000000826","00000000002180","4103","Kindergarten","8th Grade","474"
"ARLINGTON COMMUNITY CHARTER SCHOOL","Oregon","ARLINGTON COMMUNITY CHARTER SCHOOL","410147000343","ARLINGTON SD 3","4101470","GILLIAM COUNTY","41021","41","1200 MAIN ST","ARLINGTON","OR ","97812","0010","PO BOX 10","ARLINGTON","OR ","97812","0010","5414542632","1-Regular school","45.712200","-120.199900","00000000000000000323","00000000002005","4102","Kindergarten","12th Grade","154"
"ARMADILLO TECHNICAL INSTITUTE","Oregon","ARMADILLO TECHNICAL INSTITUTE","410963001489","PHOENIX-TALENT SD 4","4109630","JACKSON COUNTY","41029","41","106 ROSE ST","PHOENIX","OR ","97535","1560","PO BOX 1560","PHOENIX","OR ","97535","1560","5415353287","1-Regular school","42.271600","-122.818200","00000000000000003247","00000000002039","4102","6th Grade","12th Grade","78"
"ARMAND LARIVE MIDDLE SCHOOL","Oregon","ARMAND LARIVE MIDDLE SCHOOL","410630001096","HERMISTON SD 8","4106300","UMATILLA COUNTY","41059","41","1497 SW 9TH ST","HERMISTON","OR ","97838","1888","1497 SW 9TH ST","HERMISTON","OR ","97838","1888","5416676200","1-Regular school","45.826800","-119.305800","00000000000000001039","00000000002206","4102","6th Grade","8th Grade","650"
"ARTHUR ACADEMY","Oregon","ARTHUR ACADEMY","410394004181","DAVID DOUGLAS SD 40","4103940","MULTNOMAH COUNTY","41051","41","13717 SE DIVISION ST","PORTLAND","OR ","97236","2841","13717 SE DIVISION ST","PORTLAND","OR ","97236","2841","5032523753","1-Regular school","45.504400","-122.522200","00000000000000003580","00000000002187","4103","Kindergarten","5th Grade","157"
"ARTS AND COMMUNICATION MAGNET ACADEMY","Oregon","ARTS AND COMMUNICATION MAGNET ACADEMY","410192000213","BEAVERTON SD 48J","4101920","WASHINGTON COUNTY","41067","41","11375 SW CENTER ST","BEAVERTON","OR ","97005","2206","11375 SW CENTER ST","BEAVERTON","OR ","97005","2206","5036723700","1-Regular school","45.494600","-122.793900","00000000000000001304","00000000002243","4101","6th Grade","12th Grade","713"
"ARTS AND TECHNOLOGY ACADEMY AT JEFFERSON","Oregon","ARTS AND TECHNOLOGY ACADEMY AT JEFFERSON","410474001737","EUGENE SD 4J","4104740","LANE COUNTY","41039","41","1650 WEST 22ND AVE","EUGENE","OR ","97405","1699","1650 W 22ND AVE","EUGENE","OR ","97405","1699","5417905700","1-Regular school","44.042900","-123.115300","00000000000000004554","00000000002082","4104","6th Grade","8th Grade","260"
"ARTS AND TECHNOLOGY HIGH SCHOOL","Oregon","ARTS AND TECHNOLOGY HIGH SCHOOL","411317001786","WEST LINN-WILSONVILLE SD 3J","4113170","CLACKAMAS COUNTY","41005","41","29796 SW TOWN CENTER LOOP","WILSONVILLE","OR ","97070","","29796 SW TOWN CENTER LOOP","WILSONVILLE","OR ","97070","","5036736510","4-Alternative/other school","45.304000","-122.758500","00000000000000004773","00000000001922","4105","9th Grade","12th Grade","96"
"ASH CREEK ELEMENTARY SCHOOL","Oregon","ASH CREEK ELEMENTARY SCHOOL","410284001461","CENTRAL SD 13J","4102840","POLK COUNTY","41053","41","1360 NORTH 16TH ST","MONMOUTH","OR ","97361","9801","1360 N 16TH ST","MONMOUTH","OR ","97361","9801","5036069016","1-Regular school","44.861800","-123.212400","00000000000000003464","00000000002191","4105","Kindergarten","5th Grade","‡"
"ASHLAND HIGH SCHOOL","Oregon","ASHLAND HIGH SCHOOL","410156000401","ASHLAND SD 5","4101560","JACKSON COUNTY","41029","41","201 SOUTH MOUNTAIN AVE","ASHLAND","OR ","97520","2194","201 S MOUNTAIN AVE","ASHLAND","OR ","97520","2194","5414828771","1-Regular school","42.190900","-122.700300","00000000000000000381","00000000002041","4102","9th Grade","12th Grade","994"
"ASHLAND MIDDLE SCHOOL","Oregon","ASHLAND MIDDLE SCHOOL","410156000400","ASHLAND SD 5","4101560","JACKSON COUNTY","41029","41","100 WALKER AVE","ASHLAND","OR ","97520","1399","100 WALKER AVE","ASHLAND","OR ","97520","1399","5414821611","1-Regular school","42.192500","-122.687200","00000000000000000380","00000000002041","4102","6th Grade","8th Grade","583"
"ASHWOOD ELEMENTARY SCHOOL","Oregon","ASHWOOD ELEMENTARY SCHOOL","410159000448","ASHWOOD SD 8","4101590","JEFFERSON COUNTY","41031","41","18624 NE MAIN","ASHWOOD","OR ","97711","0002","PO BOX 2","ASHWOOD","OR ","97711","0002","5414893297","1-Regular school","44.768800","-120.760900","00000000000000000427","00000000002051","4102","Kindergarten","6th Grade","4"
"ASTOR ELEMENTARY SCHOOL","Oregon","ASTOR ELEMENTARY SCHOOL","410162000152","ASTORIA SD 1","4101620","CLATSOP COUNTY","41007","41","3550 FRANKLIN AVE","ASTORIA","OR ","97103","2599","3550 FRANKLIN AVE","ASTORIA","OR ","97103","2599","5033256672","1-Regular school","46.191800","-123.803700","00000000000000000143","00000000001933","4101","Kindergarten","2nd Grade","496"
"ASTOR ELEMENTARY SCHOOL","Oregon","ASTOR ELEMENTARY SCHOOL","411004000870","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","5601 NORTH YALE ST","PORTLAND","OR ","97203","5299","5601 N YALE ST","PORTLAND","OR ","97203","5299","5039166244","1-Regular school","45.579000","-122.729500","00000000000000000827","00000000002180","4103","Kindergarten","8th Grade","498"
"ASTORIA MIDDLE SCHOOL","Oregon","ASTORIA MIDDLE SCHOOL","410162000153","ASTORIA SD 1","4101620","CLATSOP COUNTY","41007","41","1100 KLASKANINE AVE","ASTORIA","OR ","97103","5300","1100 KLASKANINE AVE","ASTORIA","OR ","97103","5300","5033254331","1-Regular school","46.179300","-123.831000","00000000000000000144","00000000001933","4101","6th Grade","8th Grade","430"
"ASTORIA SENIOR HIGH SCHOOL","Oregon","ASTORIA SENIOR HIGH SCHOOL","410162000155","ASTORIA SD 1","4101620","CLATSOP COUNTY","41007","41","1001 WEST MARINE DR","ASTORIA","OR ","97103","5829","1001 W MARINE DR","ASTORIA","OR ","97103","5829","5033253911","1-Regular school","46.176300","-123.848900","00000000000000000146","00000000001933","4101","9th Grade","12th Grade","582"
"ATHENA ELEMENTARY SCHOOL","Oregon","ATHENA ELEMENTARY SCHOOL","410166001112","ATHENA-WESTON SD 29RJ","4101660","UMATILLA COUNTY","41059","41","375 SOUTH 5TH ST","ATHENA","OR ","97813","6065","375 S 5TH ST","ATHENA","OR ","97813","6065","5415663581","1-Regular school","45.808500","-118.484700","00000000000000001053","00000000002208","4102","Kindergarten","3rd Grade","183"
"ATHEY CREEK MIDDLE SCHOOL","Oregon","ATHEY CREEK MIDDLE SCHOOL","411317000056","WEST LINN-WILSONVILLE SD 3J","4113170","CLACKAMAS COUNTY","41005","41","2900 SW BORLAND RD","TUALATIN","OR ","97062","7803","2900 SW BORLAND RD","TUALATIN","OR ","97062","7803","5036737400","1-Regular school","45.378300","-122.705700","00000000000000001287","00000000001922","4105","6th Grade","8th Grade","637"
"ATKINSON ELEMENTARY SCHOOL","Oregon","ATKINSON ELEMENTARY SCHOOL","411004000871","PORTLAND SD 1J","4110040","MULTNOMAH COUNTY","41051","41","5800 SE DIVISION ST","PORTLAND","OR ","97206","1499","5800 SE DIVISION ST","PORTLAND","OR ","97206","1499","5039166333","1-Regular school","45.504800","-122.604500","00000000000000000828","00000000002180","4103","Kindergarten","5th Grade","439"
"AUBURN ELEMENTARY SCHOOL","Oregon","AUBURN ELEMENTARY SCHOOL","411082000774","SALEM-KEIZER SD 24J","4110820","MARION COUNTY","41047","41","4612 AUBURN RD NE","SALEM","OR ","97301","4914","4612 AUBURN RD NE","SALEM","OR ","97301","4914","5033993128","1-Regular school","44.935600","-122.971000","00000000000000000728","00000000002142","4105","Kindergarten","5th Grade","665"
"AUMSVILLE ELEMENTARY SCHOOL","Oregon","AUMSVILLE ELEMENTARY SCHOOL","410278000767","CASCADE SD 5","4102780","MARION COUNTY","41047","41","572 NORTH 11TH ST","AUMSVILLE","OR ","97325","0177","572 N 11TH ST","AUMSVILLE","OR ","97325","0177","5037498492","1-Regular school","44.848700","-122.876300","00000000000000000719","00000000002139","4105","Kindergarten","5th Grade","583"
