"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"BARNES COUNTY NORTH  ELEMENTARY SCHOOL","North Dakota","BARNES COUNTY NORTH  ELEMENTARY SCHOOL","380006000701","BARNES COUNTY NORTH 7","3800060","BARNES COUNTY","38003","38","2192 101ST AVE SE","WIMBLEDON","ND ","58492","0255","PO BOX 255","WIMBLEDON","ND ","58492","0255","7016466202","1-Regular school","47.096600","-98.361800","94631","02007","3800","Prekindergarten","6th Grade","167"
"BARNES COUNTY NORTH HIGH SCHOOL","North Dakota","BARNES COUNTY NORTH HIGH SCHOOL","380006000702","BARNES COUNTY NORTH 7","3800060","BARNES COUNTY","38003","38","2192 101ST AVE SE","WIMBLEDON","ND ","58492","0255","PO BOX 255","WIMBLEDON","ND ","58492","0255","7016466202","1-Regular school","47.096600","-98.361800","94633","02007","3800","7th Grade","12th Grade","127"
"BEACH HIGH SCHOOL","North Dakota","BEACH HIGH SCHOOL","380238000023","BEACH 3","3802380","GOLDEN VALLEY COUNTY","38033","38","600 NORTH CENTRAL AVE","BEACH","ND ","58621","0368","PO BOX 368","BEACH","ND ","58621","0368","7018724161","1-Regular school","46.922400","-104.005500","08503","17003","3800","7th Grade","12th Grade","162"
"BECEP CENTER","North Dakota","BECEP CENTER","380001400044","BISMARCK 1","3800014","BURLEIGH COUNTY","38015","38","720 NORTH 14TH ST","BISMARCK","ND ","58501","4324","720 N 14TH ST","BISMARCK","ND ","58501","4324","7013234400","1-Regular school","46.812500","-100.771700","91601","08001","3800","Prekindergarten","Kindergarten","340"
"BEL AIR ELEMENTARY SCHOOL","North Dakota","BEL AIR ELEMENTARY SCHOOL","381303000432","MINOT 1","3813030","WARD COUNTY","38101","38","501 25TH ST NW","MINOT","ND ","58703","1899","501 25TH ST NW","MINOT","ND ","58703","1899","7018574590","1-Regular school","48.242300","-101.330800","08691","51001","3800","Kindergarten","5th Grade","351"
"BELFIELD ELEMENTARY SCHOOL","North Dakota","BELFIELD ELEMENTARY SCHOOL","380621000180","BELFIELD 13","3806210","STARK COUNTY","38089","38","302 NE 3RD ST","BELFIELD","ND ","58622","0097","PO BOX 97","BELFIELD","ND ","58622","0097","7015754275","1-Regular school","46.888200","-103.195500","08841","45013","3800","Prekindergarten","6th Grade","121"
"BELFIELD HIGH SCHOOL","North Dakota","BELFIELD HIGH SCHOOL","380621000181","BELFIELD 13","3806210","STARK COUNTY","38089","38","302 NE 3RD ST","BELFIELD","ND ","58622","0097","PO BOX 97","BELFIELD","ND ","58622","0097","7015754275","1-Regular school","46.888200","-103.195500","08843","45013","3800","7th Grade","12th Grade","105"
"BELL ELEMENTARY SCHOOL","North Dakota","BELL ELEMENTARY SCHOOL","381303000028","MINOT 1","3813030","WARD COUNTY","38101","38","5901 HWY 52 SOUTH","MINOT","ND ","58701","2315","5901 HWY 52 S","MINOT","ND ","58701","2315","7014201880","1-Regular school","48.178200","-101.206600","08861","51001","3800","Prekindergarten","6th Grade","146"
"BEN FRANKLIN ELEMENTARY SCHOOL","North Dakota","BEN FRANKLIN ELEMENTARY SCHOOL","380813000252","GRAND FORKS 1","3808130","GRAND FORKS COUNTY","38035","38","1016 SOUTH 20TH ST","GRAND FORKS","ND ","58201","4185","1016 S 20TH ST","GRAND FORKS","ND ","58201","4185","7017462250","1-Regular school","47.912000","-97.056300","08961","18001","3800","Prekindergarten","5th Grade","345"
"BEN FRANKLIN MIDDLE SCHOOL","North Dakota","BEN FRANKLIN MIDDLE SCHOOL","380678000193","FARGO 1","3806780","CASS COUNTY","38017","38","1420 8TH ST NORTH","FARGO","ND ","58102","2613","1420 8TH ST N","FARGO","ND ","58102","2613","7014463600","1-Regular school","46.896100","-96.791300","07132","09001","3800","6th Grade","8th Grade","655"
"BENNETT ELEMENTARY SCHOOL","North Dakota","BENNETT ELEMENTARY SCHOOL","380678000160","FARGO 1","3806780","CASS COUNTY","38017","38","2000 SOUTH 58TH AVE","FARGO","ND ","58104","7261","2000 S 58TH AVE","FARGO","ND ","58104","7261","7014464000","1-Regular school","46.794600","-96.811200","08981","09001","3800","Kindergarten","5th Grade","581"
"BERTHOLD ELEMENTARY SCHOOL","North Dakota","BERTHOLD ELEMENTARY SCHOOL","380005800029","LEWIS AND CLARK 161","3800058","WARD COUNTY","38101","38","401 4TH AVE NE","BERTHOLD","ND ","58718","0185","PO BOX 185","BERTHOLD","ND ","58718","0185","7014533484","1-Regular school","48.317200","-101.732100","09161","51161","3800","Prekindergarten","8th Grade","171"
"BERTHOLD HIGH SCHOOL","North Dakota","BERTHOLD HIGH SCHOOL","380005800030","LEWIS AND CLARK 161","3800058","WARD COUNTY","38101","38","401 4TH AVE NE","BERTHOLD","ND ","58718","0185","PO BOX 185","BERTHOLD","ND ","58718","0185","7014533484","1-Regular school","48.317200","-101.732100","09163","51161","3800","9th Grade","12th Grade","93"
"BEULAH ELEMENTARY SCHOOL","North Dakota","BEULAH ELEMENTARY SCHOOL","380003200031","BEULAH 27","3800032","MERCER COUNTY","38057","38","200 7TH ST NW","BEULAH","ND ","58523","6543","204 5TH ST NW","BEULAH","ND ","58523","6543","7018732298","1-Regular school","47.271000","-101.780300","09281","29027","3800","Prekindergarten","4th Grade","271"
"BEULAH HIGH SCHOOL","North Dakota","BEULAH HIGH SCHOOL","380003200032","BEULAH 27","3800032","MERCER COUNTY","38057","38","204 5TH ST NW","BEULAH","ND ","58523","6543","204 5TH ST NW","BEULAH","ND ","58523","6543","7018732261","1-Regular school","47.269300","-101.780400","09243","29027","3800","9th Grade","12th Grade","229"
"BEULAH MIDDLE SCHOOL","North Dakota","BEULAH MIDDLE SCHOOL","380003200738","BEULAH 27","3800032","MERCER COUNTY","38057","38","1700 CENTRAL AVE NORTH","BEULAH","ND ","58523","6543","204 5TH ST NW","BEULAH","ND ","58523","6543","7018734325","1-Regular school","47.280100","-101.779700","09262","29027","3800","5th Grade","8th Grade","208"
"BISMARCK CAREER ACAD","North Dakota","BISMARCK CAREER ACAD","380039800849","BISMARCK CAREER ACADEMY","3800398","BURLEIGH COUNTY","38015","38","1221 COLLEGE DR","BISMARCK","ND ","58501","5587","PO BOX 5587","BISMARCK","ND ","58506","5587","7013234340","3-Vocational school","46.821900","-100.811600","09691","08508","3800","9th Grade","12th Grade","†"
"BISMARCK HIGH SCHOOL","North Dakota","BISMARCK HIGH SCHOOL","380001400045","BISMARCK 1","3800014","BURLEIGH COUNTY","38015","38","800 NORTH 8TH ST","BISMARCK","ND ","58501","3997","800 N 8TH ST","BISMARCK","ND ","58501","3997","7013234800","1-Regular school","46.813000","-100.780500","09703","08001","3800","9th Grade","12th Grade","1612"
"BISMARCK SPEC ED UNIT","North Dakota","BISMARCK SPEC ED UNIT","388072000760","BISMARCK SPECIAL ED UNIT","3880720","BURLEIGH COUNTY","38015","38","806 NORTH WASHINGTON ST","BISMARCK","ND ","58501","3623","806 N WASHINGTON ST","BISMARCK","ND ","58501","3623","7013234028","2-Special education school","46.813500","-100.794900","00001","08711","3800","†","†","†"
"BISMARCK TECH CENTER","North Dakota","BISMARCK TECH CENTER","388075000046","BISMARCK TECHNICAL CENTER","3880750","BURLEIGH COUNTY","38015","38","1200 COLLEGE DR","BISMARCK","ND ","58501","5587","PO BOX 5587","BISMARCK","ND ","58506","5587","7013234340","3-Vocational school","46.821500","-100.811500","09751","08500","3800","9th Grade","12th Grade","†"
"BM HANSON ELEMENTARY SCHOOL","North Dakota","BM HANSON ELEMENTARY SCHOOL","380889000287","HARVEY 38","3808890","WELLS COUNTY","38103","38","811 BURKE AVE","HARVEY","ND ","58341","1644","811 BURKE AVE","HARVEY","ND ","58341","1644","7013242265","1-Regular school","47.768700","-99.932000","34781","52038","3800","Kindergarten","8th Grade","301"
"BOB CALLIES ELEMENTARY SCHOOL","North Dakota","BOB CALLIES ELEMENTARY SCHOOL","380759000233","GARRISON 51","3807590","MCLEAN COUNTY","38055","38","205 2ND AVE NE","GARRISON","ND ","58540","0369","PO BOX 369","GARRISON","ND ","58540","0369","7014632213","1-Regular school","47.653900","-101.413800","09901","28051","3800","Prekindergarten","6th Grade","224"
"BOTTINEAU ELEMENTARY SCHOOL","North Dakota","BOTTINEAU ELEMENTARY SCHOOL","380306000067","BOTTINEAU 1","3803060","BOTTINEAU COUNTY","38009","38","301 BRANDER ST","BOTTINEAU","ND ","58318","1144","301 BRANDER ST","BOTTINEAU","ND ","58318","1144","7012283718","1-Regular school","48.829400","-100.442800","10351","05001","3800","Prekindergarten","6th Grade","387"
"BOTTINEAU JUNIOR-SENIOR HIGH SCHOOL","North Dakota","BOTTINEAU JUNIOR-SENIOR HIGH SCHOOL","380306000068","BOTTINEAU 1","3803060","BOTTINEAU COUNTY","38009","38","301 BRANDER ST","BOTTINEAU","ND ","58318","1144","301 BRANDER ST","BOTTINEAU","ND ","58318","1144","7012282266","1-Regular school","48.829400","-100.442800","10333","05001","3800","7th Grade","12th Grade","254"
"BOWBELLS ELEMENTARY SCHOOL","North Dakota","BOWBELLS ELEMENTARY SCHOOL","380309000069","BOWBELLS 14","3803090","BURKE COUNTY","38013","38","200 MADISON AVE","BOWBELLS","ND ","58721","0279","PO BOX 279","BOWBELLS","ND ","58721","0279","7013772396","1-Regular school","48.805800","-102.247200","10371","07014","3800","Kindergarten","6th Grade","31"
"BOWBELLS HIGH SCHOOL","North Dakota","BOWBELLS HIGH SCHOOL","380309000070","BOWBELLS 14","3803090","BURKE COUNTY","38013","38","200 MADISON AVE","BOWBELLS","ND ","58721","0279","PO BOX 279","BOWBELLS","ND ","58721","0279","7013772396","1-Regular school","48.805800","-102.247200","10373","07014","3800","7th Grade","12th Grade","29"
"BOWMAN CO ELEMENTARY SCHOOL","North Dakota","BOWMAN CO ELEMENTARY SCHOOL","380320000074","BOWMAN CO 1","3803200","BOWMAN COUNTY","38011","38","102 8TH AVE SW","BOWMAN","ND ","58623","0128","DRAWER H","BOWMAN","ND ","58623","0128","7015233283","1-Regular school","46.181100","-103.407600","10431","06001","3800","Prekindergarten","8th Grade","307"
"BOWMAN CO HIGH SCHOOL","North Dakota","BOWMAN CO HIGH SCHOOL","380320000075","BOWMAN CO 1","3803200","BOWMAN COUNTY","38011","38","102 8TH AVE SW","BOWMAN","ND ","58623","0128","DRAWER H","BOWMAN","ND ","58623","0128","7015233283","1-Regular school","46.181100","-103.407600","10433","06001","3800","9th Grade","12th Grade","143"
"BRAVE CENTER ACADEMY","North Dakota","BRAVE CENTER ACADEMY","381182000858","MANDAN 1","3811820","MORTON COUNTY","38059","38","901 DIVISION ST NW","MANDAN","ND ","58554","1641","901 DIVISION ST NW","MANDAN","ND ","58554","1641","7017516500","1-Regular school","46.835100","-100.903800","10573","30001","3800","9th Grade","12th Grade","32"
"BURKE CENTRAL ELEMENTARY SCHOOL","North Dakota","BURKE CENTRAL ELEMENTARY SCHOOL","380359000080","BURKE CENTRAL 36","3803590","BURKE COUNTY","38013","38","101 4TH AVE WEST","LIGNITE","ND ","58752","0091","PO BOX 91","LIGNITE","ND ","58752","0091","7019332821","1-Regular school","48.874700","-102.564700","52621","07036","3800","Prekindergarten","6th Grade","68"
"BURKE CENTRAL HIGH SCHOOL","North Dakota","BURKE CENTRAL HIGH SCHOOL","380359000082","BURKE CENTRAL 36","3803590","BURKE COUNTY","38013","38","101 4TH AVE WEST","LIGNITE","ND ","58752","0091","PO BOX 91","LIGNITE","ND ","58752","0091","7019332821","1-Regular school","48.874700","-102.564700","52623","07036","3800","7th Grade","12th Grade","56"
"BURLEIGH COUNTY SPEC ED UNIT","North Dakota","BURLEIGH COUNTY SPEC ED UNIT","388012000762","BURLEIGH CO SPECIAL ED UNIT","3880120","BURLEIGH COUNTY","38015","38","4007 STATE ST","BISMARCK","ND ","58503","0689","4007 STATE ST STE 101","BISMARCK","ND ","58503","0689","7012586299","2-Special education school","46.850100","-100.771300","00001","08702","3800","†","†","†"
"BURLINGTON-DES LACS ELEMENTARY SCHOOL","North Dakota","BURLINGTON-DES LACS ELEMENTARY SCHOOL","381873000646","UNITED 7","3818730","WARD COUNTY","38101","38","301 WALLACE ST","BURLINGTON","ND ","58722","0158","PO BOX 158","BURLINGTON","ND ","58722","0158","7018397135","1-Regular school","48.272700","-101.428200","88191","51007","3800","Prekindergarten","8th Grade","443"
"CANNON BALL ELEMENTARY SCHOOL","North Dakota","CANNON BALL ELEMENTARY SCHOOL","381698000585","SOLEN 3","3816980","SIOUX COUNTY","38085","38","7080 8TH AVE","CANNON BALL","ND ","58528","0218","PO BOX 218","CANNON BALL","ND ","58528","0218","7018543341","1-Regular school","46.378000","-100.599100","12781","43003","3800","Prekindergarten","6th Grade","120"
"CARL BEN EIELSON ELEMENTARY SCHOOL","North Dakota","CARL BEN EIELSON ELEMENTARY SCHOOL","380813000253","GRAND FORKS 1","3808130","GRAND FORKS COUNTY","38035","38","1238 LOUISIANA ST","GRAND FORKS AFB","ND ","58204","1230","1238 LOUISIANA ST","GRAND FORKS AF","ND ","58204","1230","7017875000","1-Regular school","47.954600","-97.367500","12901","18001","3800","Prekindergarten","3rd Grade","217"
"CARL BEN EIELSON MIDDLE SCHOOL","North Dakota","CARL BEN EIELSON MIDDLE SCHOOL","380678000186","FARGO 1","3806780","CASS COUNTY","38017","38","1601 13TH AVE SOUTH","FARGO","ND ","58103","3957","1601 13TH AVE S","FARGO","ND ","58103","3957","7014461700","1-Regular school","46.862800","-96.806500","12922","09001","3800","6th Grade","8th Grade","793"
"CARRINGTON ELEMENTARY SCHOOL","North Dakota","CARRINGTON ELEMENTARY SCHOOL","380005300087","CARRINGTON 49","3800053","FOSTER COUNTY","38031","38","232 9TH AVE NORTH","CARRINGTON","ND ","58421","1244","232 9TH AVE N","CARRINGTON","ND ","58421","1244","7016522739","1-Regular school","47.452100","-99.124400","13031","16049","3800","Prekindergarten","6th Grade","271"
"CARRINGTON HIGH SCHOOL","North Dakota","CARRINGTON HIGH SCHOOL","380005300088","CARRINGTON 49","3800053","FOSTER COUNTY","38031","38","100 3RD AVE SOUTH","CARRINGTON","ND ","58421","0048","PO BOX 48","CARRINGTON","ND ","58421","0048","7016523136","1-Regular school","47.448500","-99.115200","13043","16049","3800","7th Grade","12th Grade","253"
"CAVALIER ELEMENTARY SCHOOL","North Dakota","CAVALIER ELEMENTARY SCHOOL","380001800094","CAVALIER 6","3800018","PEMBINA COUNTY","38067","38","300 MAIN ST EAST","CAVALIER","ND ","58220","0410","PO BOX 410","CAVALIER","ND ","58220","0410","7012658417","1-Regular school","48.794500","-97.617900","13231","34006","3800","Prekindergarten","8th Grade","299"
"CAVALIER HIGH SCHOOL","North Dakota","CAVALIER HIGH SCHOOL","380001800089","CAVALIER 6","3800018","PEMBINA COUNTY","38067","38","300 MAIN ST EAST","CAVALIER","ND ","58220","0410","PO BOX 410","CAVALIER","ND ","58220","0410","7012658417","1-Regular school","48.794500","-97.617800","13233","34006","3800","9th Grade","12th Grade","106"
"CENTENNIAL ELEMENTARY SCHOOL","North Dakota","CENTENNIAL ELEMENTARY SCHOOL","380678000823","FARGO 1","3806780","CASS COUNTY","38017","38","4201 25TH ST SOUTH","FARGO","ND ","58104","6801","4201 25TH ST S","FARGO","ND ","58104","6801","7014464300","1-Regular school","46.816100","-96.821400","27891","09001","3800","Kindergarten","5th Grade","636"
"CENTENNIAL ELEMENTARY SCHOOL","North Dakota","CENTENNIAL ELEMENTARY SCHOOL","380001400821","BISMARCK 1","3800014","BURLEIGH COUNTY","38015","38","2800 ITHICA DR","BISMARCK","ND ","58503","0900","2800 ITHICA DR","BISMARCK","ND ","58503","0900","7013234290","1-Regular school","46.836500","-100.804200","13481","08001","3800","Kindergarten","5th Grade","450"
"CENTER-STANTON ELEMENTARY SCHOOL","North Dakota","CENTER-STANTON ELEMENTARY SCHOOL","380005200096","CENTER-STANTON 1","3800052","OLIVER COUNTY","38065","38","315 LINCOLN AVE","CENTER","ND ","58530","0248","PO BOX 248","CENTER","ND ","58530","0248","7017948778","1-Regular school","47.118700","-101.297300","13501","33001","3800","Prekindergarten","6th Grade","133"
"CENTER-STANTON HIGH SCHOOL","North Dakota","CENTER-STANTON HIGH SCHOOL","380005200097","CENTER-STANTON 1","3800052","OLIVER COUNTY","38065","38","315 LINCOLN AVE","CENTER","ND ","58530","0248","PO BOX 248","CENTER","ND ","58530","0248","7017948778","1-Regular school","47.118700","-101.297300","13503","33001","3800","7th Grade","12th Grade","95"
"CENTRAL CAMPUS SCHOOL","North Dakota","CENTRAL CAMPUS SCHOOL","381303000433","MINOT 1","3813030","WARD COUNTY","38101","38","215 1ST ST SE","MINOT","ND ","58701","3919","215 1ST ST SE","MINOT","ND ","58701","3919","7018574660","1-Regular school","48.234100","-101.291100","57503","51001","3800","9th Grade","10th Grade","1044"
"CENTRAL CASS ELEMENTARY SCHOOL","North Dakota","CENTRAL CASS ELEMENTARY SCHOOL","380409000099","CENTRAL CASS 17","3804090","CASS COUNTY","38017","38","802 5TH ST NORTH","CASSELTON","ND ","58012","3346","802 5TH ST N","CASSELTON","ND ","58012","3346","7013475352","1-Regular school","46.905900","-97.208600","13541","09017","3800","Prekindergarten","5th Grade","429"
"CENTRAL CASS HIGH SCHOOL","North Dakota","CENTRAL CASS HIGH SCHOOL","380409000100","CENTRAL CASS 17","3804090","CASS COUNTY","38017","38","802 5TH ST NORTH","CASSELTON","ND ","58012","3346","802 5TH ST N","CASSELTON","ND ","58012","3346","7013475352","1-Regular school","46.905900","-97.208600","13543","09017","3800","9th Grade","12th Grade","237"
"CENTRAL CASS MIDDLE SCHOOL","North Dakota","CENTRAL CASS MIDDLE SCHOOL","380409000163","CENTRAL CASS 17","3804090","CASS COUNTY","38017","38","802 5TH ST NORTH","CASSELTON","ND ","58012","3346","802 5TH ST N","CASSELTON","ND ","58012","3346","7013475352","1-Regular school","46.905900","-97.208600","13542","09017","3800","6th Grade","8th Grade","167"
"CENTRAL ELEMENTARY SCHOOL","North Dakota","CENTRAL ELEMENTARY SCHOOL","381902000660","WAHPETON 37","3819020","RICHLAND COUNTY","38077","38","212 3RD AVE NORTH","WAHPETON","ND ","58075","0010","PO BOX 10","WAHPETON","ND ","58074","0010","7016428328","1-Regular school","46.266500","-96.603400","13621","39037","3800","1st Grade","5th Grade","471"
"CENTRAL ELEMENTARY SCHOOL","North Dakota","CENTRAL ELEMENTARY SCHOOL","380003900633","TIOGA 15","3800039","WILLIAMS COUNTY","38105","38","321 NORTH BENSON ST","TIOGA","ND ","58852","0069","PO BOX 69","TIOGA","ND ","58852","0069","7016643441","1-Regular school","48.398700","-102.938800","13601","53015","3800","Prekindergarten","6th Grade","282"
"CENTRAL HIGH SCHOOL","North Dakota","CENTRAL HIGH SCHOOL","380813000254","GRAND FORKS 1","3808130","GRAND FORKS COUNTY","38035","38","115 NORTH 4TH ST","GRAND FORKS","ND ","58203","3709","115 N 4TH ST","GRAND FORKS","ND ","58203","3709","7017462375","1-Regular school","47.925200","-97.033900","32393","18001","3800","9th Grade","12th Grade","951"
"CENTRAL MIDDLE SCHOOL","North Dakota","CENTRAL MIDDLE SCHOOL","380504000127","DEVILS LAKE 1","3805040","RAMSEY COUNTY","38071","38","325 7TH ST NE","DEVILS LAKE","ND ","58301","2488","325 7TH ST NE","DEVILS LAKE","ND ","58301","2488","7016627664","1-Regular school","48.115300","-98.860600","18332","36001","3800","5th Grade","8th Grade","478"
"CENTRAL VALLEY ELEMENTARY SCHOOL","North Dakota","CENTRAL VALLEY ELEMENTARY SCHOOL","380414000103","CENTRAL VALLEY 3","3804140","TRAILL COUNTY","38097","38","1556 HWY 81 NE","BUXTON","ND ","58218","9268","1556 HWY 81 NE","BUXTON","ND ","58218","9268","7018472220","1-Regular school","47.636000","-97.067800","13691","49003","3800","Prekindergarten","6th Grade","130"
"CENTRAL VALLEY HIGH SCHOOL","North Dakota","CENTRAL VALLEY HIGH SCHOOL","380414000104","CENTRAL VALLEY 3","3804140","TRAILL COUNTY","38097","38","1556 HWY 81 NE","BUXTON","ND ","58218","9268","1556 HWY 81 NE","BUXTON","ND ","58218","9268","7018472220","1-Regular school","47.636000","-97.067800","13693","49003","3800","7th Grade","12th Grade","114"
"CENTURY ELEMENTARY SCHOOL","North Dakota","CENTURY ELEMENTARY SCHOOL","380806000143","GRAFTON 3","3808060","WALSH COUNTY","38099","38","830 WEST 15TH ST","GRAFTON","ND ","58237","2055","830 W 15TH ST","GRAFTON","ND ","58237","2055","7013521930","1-Regular school","48.407700","-97.424200","13661","50003","3800","Prekindergarten","4th Grade","402"
"CENTURY ELEMENTARY SCHOOL","North Dakota","CENTURY ELEMENTARY SCHOOL","380813000824","GRAND FORKS 1","3808130","GRAND FORKS COUNTY","38035","38","3351 17TH AVE SOUTH","GRAND FORKS","ND ","58201","8401","3351 17TH AVE S","GRAND FORKS","ND ","58201","8401","7017462440","1-Regular school","47.902900","-97.076400","13641","18001","3800","Prekindergarten","5th Grade","616"
"CENTURY HIGH SCHOOL","North Dakota","CENTURY HIGH SCHOOL","380001400047","BISMARCK 1","3800014","BURLEIGH COUNTY","38015","38","1000 EAST CENTURY AVE","BISMARCK","ND ","58503","0599","1000 E CENTURY AVE","BISMARCK","ND ","58503","0599","7013234900","1-Regular school","46.839400","-100.777300","13653","08001","3800","9th Grade","12th Grade","1545"
"CHENEY MIDDLE SCHOOL","North Dakota","CHENEY MIDDLE SCHOOL","381941000680","WEST FARGO 6","3819410","CASS COUNTY","38017","38","825 17TH AVE EAST","WEST FARGO","ND ","58078","4274","825 17TH AVE E","WEST FARGO","ND ","58078","4274","7013562090","1-Regular school","46.853900","-96.884400","50902","09006","3800","6th Grade","8th Grade","1091"
"CLARA BARTON HAWTHORNE ELEMENTARY SCHOOL","North Dakota","CLARA BARTON HAWTHORNE ELEMENTARY SCHOOL","380678000195","FARGO 1","3806780","CASS COUNTY","38017","38","1417 6TH ST SOUTH","FARGO","ND ","58103","4298","1417 6TH ST S","FARGO","ND ","58103","4298","7014464400","1-Regular school","46.858700","-96.789600","14181","09001","3800","Kindergarten","5th Grade","401"
