"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ABRAHAM LINCOLN SCHOOL NO. 14","New Jersey","ABRAHAM LINCOLN SCHOOL NO. 14","340459005508","ELIZABETH PUBLIC SCHOOLS","3404590","UNION COUNTY","34039","34","50 GROVE ST","ELIZABETH","NJ ","07202","2327","50 GROVE ST","ELIZABETH","NJ ","07202","2327","9084365828","1-Regular school","40.660000","-74.227900","170","391320","3408","Kindergarten","8th Grade","783"
"ABSEGAMI HIGH SCHOOL","New Jersey","ABSEGAMI HIGH SCHOOL","340606000122","GREATER EGG HARBOR REGIONAL HIGH SCHOOL DISTRICT","3406060","ATLANTIC COUNTY","34001","34","201 SOUTH WRANGLEBORO RD","GALLOWAY","NJ ","08205","","201 S  WRANGLEBORO ROAD","GALLOWAY","NJ ","08205","","6096521372","1-Regular school","39.480600","-74.516300","040","011790","3402","9th Grade","12th Grade","1537"
"ACADEMY CHARTER HIGH SCHOOL","New Jersey","ACADEMY CHARTER HIGH SCHOOL","340004800335","ACADEMY CHARTER HIGH SCHOOL","3400048","MONMOUTH COUNTY","34025","34","1725 MAIN ST","LAKE COMO","NJ ","07719","","1725 MAIN STREET","LAKE COMO","NJ ","07719","","7326818377","1-Regular school","40.172700","-74.027800","910","806010","3404","9th Grade","12th Grade","207"
"ACADEMY FOR ALLIED HEALTH SCIENCES","New Jersey","ACADEMY FOR ALLIED HEALTH SCIENCES","341804000584","UNION COUNTY VOCATIONAL-TECHNICAL SCHOOL DISTRICT","3418040","UNION COUNTY","34039","34","1776 RARITAN RD","SCOTCH PLAINS","NJ ","07076","","1776 RARITAN ROAD","SCOTCH PLAINS","NJ ","07076","","9088896831","3-Vocational school","40.618100","-74.358200","020","395260","3412","9th Grade","12th Grade","262"
"ACADEMY FOR INDEPENDENT STUDIES","New Jersey","ACADEMY FOR INDEPENDENT STUDIES","340757003205","HUDSON COUNTY SCHOOLS OF TECHNOLOGY","3407570","HUDSON COUNTY","34017","34","2000 85TH ST","NORTH BERGEN","NJ ","07047","4715","2000 85TH STREET","NORTH BERGEN","NJ ","07047","4715","2016626774","3-Vocational school","40.809600","-74.014200","300","172295","3408","9th Grade","12th Grade","140"
"ACADEMY FOR INFORMATION TECHNOLOGY","New Jersey","ACADEMY FOR INFORMATION TECHNOLOGY","341804006134","UNION COUNTY VOCATIONAL-TECHNICAL SCHOOL DISTRICT","3418040","UNION COUNTY","34039","34","1776 RARITAN RD","SCOTCH PLAINS","NJ ","07076","","1776 RARITAN ROAD","SCOTCH PLAINS","NJ ","07076","","9088898288","3-Vocational school","40.617200","-74.357300","030","395260","3412","9th Grade","12th Grade","263"
"ACADEMY FOR LAW AND PUBLIC SAFETY","New Jersey","ACADEMY FOR LAW AND PUBLIC SAFETY","341072000521","MORRIS COUNTY VOCATIONAL SCHOOL DISTRICT","3410720","MORRIS COUNTY","34027","34","BUTLER HIGH SCHOOL ANNEX","BUTLER","NJ ","07405","1404","BUTLER HIGH SCHOOL ANNEX","BUTLER","NJ ","07405","1404","9734922000","3-Vocational school","40.997700","-74.340200","010","273365","3411","9th Grade","12th Grade","60"
"ACADEMY FOR MATHEMATICS SCIENCE AND ENGINEERING","New Jersey","ACADEMY FOR MATHEMATICS SCIENCE AND ENGINEERING","341072000522","MORRIS COUNTY VOCATIONAL SCHOOL DISTRICT","3410720","MORRIS COUNTY","34027","34","520 WEST MAIN ST","ROCKAWAY","NJ ","07866","3799","520 WEST MAIN STREET","ROCKAWAY","NJ ","07866","3799","9736642301","3-Vocational school","40.890300","-74.529200","020","273365","3411","9th Grade","12th Grade","94"
"ACADEMY FOR PERFORMING ARTS","New Jersey","ACADEMY FOR PERFORMING ARTS","341804003009","UNION COUNTY VOCATIONAL-TECHNICAL SCHOOL DISTRICT","3418040","UNION COUNTY","34039","34","1776 RARITAN RD","SCOTCH PLAINS","NJ ","07076","","1776 RARITAN ROAD","SCOTCH PLAINS","NJ ","07076","","9088898288","3-Vocational school","40.617000","-74.358000","035","395260","3412","9th Grade","12th Grade","186"
"ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL","New Jersey","ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL","340074103050","ACADEMY FOR URBAN LEADERSHIP","3400741","MIDDLESEX COUNTY","34023","34","612 AMBOY AVE","PERTH AMBOY","NJ ","08861","","612 AMBOY AVE","PERTH AMBOY","NJ ","08861","","8482033742","1-Regular school","40.520900","-74.275800","901","806032","3406","9th Grade","12th Grade","398"
"ACADEMY HIGH SCHOOL","New Jersey","ACADEMY HIGH SCHOOL","341269002929","PATERSON PUBLIC SCHOOLS","3412690","PASSAIC COUNTY","34031","34","151 ELLISON ST","PATERSON","NJ ","07505","","151 ELLISON STREET","PATERSON","NJ ","07505","","9733210761","1-Regular school","40.917600","-74.171000","025","314010","3409","9th Grade","12th Grade","96"
"ACADEMY I","New Jersey","ACADEMY I","340783000142","JERSEY CITY PUBLIC SCHOOLS","3407830","HUDSON COUNTY","34017","34","209 BERGEN AVE","JERSEY CITY","NJ ","07305","","209 BERGEN AVENUE","JERSEY CITY","NJ ","07305","","2019156500","1-Regular school","40.709500","-74.085200","095","172390","3410","6th Grade","8th Grade","461"
"ACADEMY LEARNING CENTER","New Jersey","ACADEMY LEARNING CENTER","348018005951","MIDDLESEX REGIONAL EDUCATIONAL SERVICES COMMISSION","3480180","MIDDLESEX COUNTY","34023","34","145 PERGOLA AVE","MONROE TOWNSHIP","NJ ","08831","","145 PERGOLA AVENUE","MONROE TOWNSHIP","NJ ","08831","","7326059100","2-Special education school","40.353100","-74.410400","030","233145","3412","Prekindergarten","12th Grade","118"
"ACADEMY OF ALLIED HEALTH AND SCIENCE","New Jersey","ACADEMY OF ALLIED HEALTH AND SCIENCE","341750000163","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","3417500","MONMOUTH COUNTY","34025","34","2325 HECK AVE","NEPTUNE","NJ ","07753","4432","2325 HECK AVENUE","NEPTUNE","NJ ","07753","4432","7327750058","3-Vocational school","40.214700","-74.038100","025","253260","3404","9th Grade","12th Grade","282"
"ACADEMY OF LAW & PUBLIC SAFETY","New Jersey","ACADEMY OF LAW & PUBLIC SAFETY","341750003219","MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT","3417500","MONMOUTH COUNTY","34025","34","255 WEST END AVE","LONG BRANCH","NJ ","07740","","255 WEST END AVENUE","LONG BRANCH","NJ ","07740","","7322292446","3-Vocational school","40.288100","-73.992200","301","253260","3406","11th Grade","12th Grade","58"
"ACADEMY OF TECHNOLOGY DESIGN","New Jersey","ACADEMY OF TECHNOLOGY DESIGN","340757003198","HUDSON COUNTY SCHOOLS OF TECHNOLOGY","3407570","HUDSON COUNTY","34017","34","525 MONTGOMERY ST","JERSEY CITY","NJ ","07302","3237","525 MONTGOMERY STREET","JERSEY CITY","NJ ","07302","3237","2016316331","3-Vocational school","40.721300","-74.058900","304","172295","3410","9th Grade","12th Grade","127"
"ACADEMY STREET ELEMENTARY SCHOOL","New Jersey","ACADEMY STREET ELEMENTARY SCHOOL","340393004214","DOVER PUBLIC SCHOOL DISTRICT","3403930","MORRIS COUNTY","34027","34","14 ACADEMY ST","DOVER","NJ ","07801","4906","14 ACADEMY STREET","DOVER","NJ ","07801","4906","9739892030","1-Regular school","40.878700","-74.559800","050","271110","3407","Kindergarten","6th Grade","561"
"ADAMSVILLE ELEMENTARY SCHOOL","New Jersey","ADAMSVILLE ELEMENTARY SCHOOL","340228005166","BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT","3402280","SOMERSET COUNTY","34035","34","400 UNION AVE","BRIDGEWATER","NJ ","08807","","400 UNION AVE","BRIDGEWATER","NJ ","08807","","9085266440","1-Regular school","40.569800","-74.581600","030","350555","3407","Prekindergarten","4th Grade","514"
"ADELPHIA ELEMENTARY SCHOOL","New Jersey","ADELPHIA ELEMENTARY SCHOOL","340756000721","HOWELL TOWNSHIP PUBLIC SCHOOLS","3407560","MONMOUTH COUNTY","34025","34","495 ADELPHIA RD","FREEHOLD","NJ ","07728","","495 ADELPHIA ROAD","FREEHOLD","NJ ","07728","","7329191553","1-Regular school","40.206800","-74.219800","003","252290","3404","Kindergarten","5th Grade","332"
"ADLAI E. STEVENSON","New Jersey","ADLAI E. STEVENSON","340501002086","FAIRFIELD PUBLIC SCHOOLS","3405010","ESSEX COUNTY","34013","34","15 KNOLL RD","FAIRFIELD","NJ ","07006","1299","15 KNOLL ROAD","FAIRFIELD","NJ ","07006","1299","9732272120","1-Regular school","40.834200","-74.313500","005","131465","3411","Prekindergarten","3rd Grade","350"
"ADMIRAL WILLIAM F. HALSEY JR. LEADERSHIP ACADEMY","New Jersey","ADMIRAL WILLIAM F. HALSEY JR. LEADERSHIP ACADEMY","340459003039","ELIZABETH PUBLIC SCHOOLS","3404590","UNION COUNTY","34039","34","641 SOUTH ST","ELIZABETH","NJ ","07202","","641 SOUTH STREET","ELIZABETH","NJ ","07202","","9084366600","1-Regular school","40.658100","-74.212900","402","391320","3408","9th Grade","12th Grade","1110"
"ALAN B. SHEPARD ELEMENTARY SCHOOL","New Jersey","ALAN B. SHEPARD ELEMENTARY SCHOOL","340927003498","OLD BRIDGE TOWNSHIP SCHOOL DISTRICT","3409270","MIDDLESEX COUNTY","34023","34","33 BUSHNELL RD","OLD BRIDGE","NJ ","08857","2320","33 BUSHNELL RD","OLD BRIDGE","NJ ","08857","2320","7323604499","1-Regular school","40.398700","-74.313800","082","233845","3412","Kindergarten","5th Grade","250"
"ALBERT E GRICE MIDDLE SCHOOL","New Jersey","ALBERT E GRICE MIDDLE SCHOOL","340654003094","HAMILTON TOWNSHIP","3406540","MERCER COUNTY","34021","34","901 WHITEHORSE HAMILTON SQ","HAMILTON","NJ ","08610","1426","901 WHITEHORSE HAMILTON SQ","HAMILTON","NJ ","08610","1426","6096314152","1-Regular school","40.202100","-74.691500","070","211950","3404","6th Grade","8th Grade","924"
"ALBERT PAYSON TERHUNE ELEMENTARY","New Jersey","ALBERT PAYSON TERHUNE ELEMENTARY","341728004970","WAYNE TOWNSHIP PUBLIC SCHOOLS","3417280","PASSAIC COUNTY","34031","34","40 GEOFFREY WAY","WAYNE","NJ ","07470","4029","40 GEOFFREY WAY","WAYNE","NJ ","07470","4029","9736333150","1-Regular school","40.969800","-74.256800","078","315570","3411","Prekindergarten","5th Grade","411"
"ALBIO SIRES ELEMENTARY SCHOOL","New Jersey","ALBIO SIRES ELEMENTARY SCHOOL","341758002946","WEST NEW YORK BOARD OF EDUCATION","3417580","HUDSON COUNTY","34017","34","6300 PALISADE AVE","WEST NEW YORK","NJ ","07093","2318","6300 PALISADE AVE","WEST NEW YORK","NJ ","07093","2318","2015534070","1-Regular school","40.790800","-74.011700","080","175670","3408","Prekindergarten","6th Grade","696"
"ALDER AVENUE MIDDLE SCHOOL","New Jersey","ALDER AVENUE MIDDLE SCHOOL","340456002953","EGG HARBOR TOWNSHIP SCHOOL DISTRICT","3404560","ATLANTIC COUNTY","34001","34","25 ALDER AVE","EGG HARBOR TOWNSHIP","NJ ","08234","5315","25 ALDER AVENUE","EGG HARBOR TOWNSHIP","NJ ","08234","5315","6093833366","1-Regular school","39.414600","-74.643900","038","011310","3402","6th Grade","8th Grade","911"
"ALDRICH ELEMENTARY SCHOOL","New Jersey","ALDRICH ELEMENTARY SCHOOL","340756003860","HOWELL TOWNSHIP PUBLIC SCHOOLS","3407560","MONMOUTH COUNTY","34025","34","615 ALDRICH RD","HOWELL","NJ ","07731","1936","615 ALDRICH ROAD","HOWELL","NJ ","07731","1936","7327512483","1-Regular school","40.149700","-74.245200","005","252290","3404","Kindergarten","5th Grade","539"
"ALETTA CRICHTON SCHOOL","New Jersey","ALETTA CRICHTON SCHOOL","341281001218","PEMBERTON TOWNSHIP SCHOOLS","3412810","BURLINGTON COUNTY","34005","34","TWO LEARNING WAY","BROWNS MILLS","NJ ","08015","","TWO LEARNING WAY","BROWNS MILLS","NJ ","08015","","6098938141","1-Regular school","39.954300","-74.591300","125","054050","3403","Prekindergarten","2nd Grade","360"
"ALEXANDER BATCHO INTERMEDIATE SCHOOL","New Jersey","ALEXANDER BATCHO INTERMEDIATE SCHOOL","340963005240","MANVILLE BOARD OF EDUCATION","3409630","SOMERSET COUNTY","34035","34","100 NORTH 13TH AVE","MANVILLE","NJ ","08835","","100 NORTH 13TH AVE","MANVILLE","NJ ","08835","","9082318521","1-Regular school","40.543500","-74.599100","065","353000","3412","6th Grade","8th Grade","297"
"ALEXANDER D. SULLIVAN SCHOOL","New Jersey","ALEXANDER D. SULLIVAN SCHOOL","340783002830","JERSEY CITY PUBLIC SCHOOLS","3407830","HUDSON COUNTY","34017","34","171 SEAVIEW AVE","JERSEY CITY","NJ ","07305","2412","171 SEAVIEW AVE","JERSEY CITY","NJ ","07305","2412","2019156530","1-Regular school","40.693100","-74.097400","320","172390","3410","Prekindergarten","5th Grade","793"
"ALEXANDER DENBO SCHOOL","New Jersey","ALEXANDER DENBO SCHOOL","341281001220","PEMBERTON TOWNSHIP SCHOOLS","3412810","BURLINGTON COUNTY","34005","34","ONE LEARNING WAY","BROWNS MILLS","NJ ","08015","","ONE LEARNING WAY","BROWNS MILLS","NJ ","08015","","6098938141","1-Regular school","39.956000","-74.592300","130","054050","3403","3rd Grade","5th Grade","359"
"ALEXANDER ELEMENTARY SCHOOL","New Jersey","ALEXANDER ELEMENTARY SCHOOL","340654003100","HAMILTON TOWNSHIP","3406540","MERCER COUNTY","34021","34","20 ROBERT FROST DR","HAMILTON","NJ ","08690","2331","20 ROBERT FROST DRIVE","HAMILTON","NJ ","08690","2331","6096314148","1-Regular school","40.217600","-74.654500","085","211950","3404","Kindergarten","5th Grade","322"
"ALEXANDER HAMILTON","New Jersey","ALEXANDER HAMILTON","341081004368","MORRIS SCHOOL DISTRICT","3410810","MORRIS COUNTY","34027","34","24 MILLS ST","MORRISTOWN","NJ ","07960","","24 MILLS STREET","MORRISTOWN","NJ ","07960","","9732922190","1-Regular school","40.801500","-74.490900","060","273385","3411","3rd Grade","5th Grade","302"
"ALEXANDER HAMILTON ACADEMY","New Jersey","ALEXANDER HAMILTON ACADEMY","341269000353","PATERSON PUBLIC SCHOOLS","3412690","PASSAIC COUNTY","34031","34","11 27 16TH AVE","PATERSON","NJ ","07501","","11  27 16TH AVENUE","PATERSON","NJ ","07501","","9733210320","1-Regular school","40.915500","-74.165100","043","314010","3409","Kindergarten","8th Grade","525"
"ALEXANDER HAMILTON PREPARATORY ACADEMY","New Jersey","ALEXANDER HAMILTON PREPARATORY ACADEMY","340459003043","ELIZABETH PUBLIC SCHOOLS","3404590","UNION COUNTY","34039","34","310 CHERRY ST","ELIZABETH","NJ ","07208","","310 CHERRY ST","ELIZABETH","NJ ","07208","","9084366100","1-Regular school","40.667900","-74.221400","405","391320","3408","9th Grade","12th Grade","950"
"ALEXANDER HAMILTON SCHOOL","New Jersey","ALEXANDER HAMILTON SCHOOL","340597000482","GLEN ROCK PUBLIC SCHOOL DISTRICT","3405970","BERGEN COUNTY","34003","34","380 HARRISTOWN RD","GLEN ROCK","NJ ","07452","2812","380 HARRISTOWN ROAD","GLEN ROCK","NJ ","07452","2812","2014457700","1-Regular school","40.951800","-74.130700","065","031760","3405","Kindergarten","5th Grade","256"
"ALEXANDER STREET SCHOOL","New Jersey","ALEXANDER STREET SCHOOL","341134002224","THE NEWARK PUBLIC SCHOOLS","3411340","ESSEX COUNTY","34013","34","43 ALEXANDER ST","NEWARK","NJ ","07106","1904","43 ALEXANDER ST","NEWARK","NJ ","07106","1904","9733742390","1-Regular school","40.743900","-74.225000","180","133570","3410","1st Grade","8th Grade","385"
"ALEXANDRIA MIDDLE SCHOOL","New Jersey","ALEXANDRIA MIDDLE SCHOOL","340069002954","ALEXANDRIA TOWNSHIP SCHOOL DISTRICT","3400690","HUNTERDON COUNTY","34019","34","557 COUNTY RD 513","PITTSTOWN","NJ ","08867","9508","557 COUNTY ROAD 513","PITTSTOWN","NJ ","08867","9508","9089966811","1-Regular school","40.572900","-75.011700","005","190020","3407","4th Grade","8th Grade","307"
"ALFRED C. MACKINNON MIDDLE SCHOOL","New Jersey","ALFRED C. MACKINNON MIDDLE SCHOOL","341788004558","WHARTON BOROUGH BOARD OF EDUCATION","3417880","MORRIS COUNTY","34027","34","137 EAST CENTRAL AVE","WHARTON","NJ ","07885","2431","137 EAST CENTRAL AVENUE","WHARTON","NJ ","07885","2431","9733611253","1-Regular school","40.895100","-74.576100","030","275770","3407","6th Grade","8th Grade","280"
"ALFRED CRAMER COLLEGE PREPARATORY LAB SCHOOL","New Jersey","ALFRED CRAMER COLLEGE PREPARATORY LAB SCHOOL","340264001366","CAMDEN CITY PUBLIC SCHOOLS","3402640","CAMDEN COUNTY","34007","34","2800 MICKLE ST","CAMDEN","NJ ","08105","2274","2800 MICKLE STREET","CAMDEN","NJ ","08105","2274","8569668910","1-Regular school","39.945200","-75.083900","170","070680","3401","Prekindergarten","6th Grade","535"
"ALFRED S. FAUST","New Jersey","ALFRED S. FAUST","340429000352","EAST RUTHERFORD SCHOOL DISTRICT","3404290","BERGEN COUNTY","34003","34","100 UHLAND ST","EAST RUTHERFORD","NJ ","07073","","100 UHLAND STREET","EAST RUTHERFORD","NJ ","07073","","2018043110","1-Regular school","40.835100","-74.098900","040","031230","3409","5th Grade","8th Grade","306"
"ALFRED VAIL SCHOOL","New Jersey","ALFRED VAIL SCHOOL","341081004370","MORRIS SCHOOL DISTRICT","3410810","MORRIS COUNTY","34027","34","125 SPEEDWELL AVE","MORRIS PLAINS","NJ ","07950","","125 SPEEDWELL AVENUE","MORRIS PLAINS","NJ ","07950","","9732922080","1-Regular school","40.818000","-74.480800","065","273385","3411","Kindergarten","2nd Grade","331"
"ALFRED ZAMPELLA SCHOOL","New Jersey","ALFRED ZAMPELLA SCHOOL","340783002812","JERSEY CITY PUBLIC SCHOOLS","3407830","HUDSON COUNTY","34017","34","201 NORTH ST","JERSEY CITY","NJ ","07307","3336","201 NORTH ST","JERSEY CITY","NJ ","07307","3336","2017144350","1-Regular school","40.754100","-74.050400","240","172390","3408","Prekindergarten","8th Grade","1059"
"ALICE COSTELLO ELEMENTARY SCHOOL","New Jersey","ALICE COSTELLO ELEMENTARY SCHOOL","340237001340","BROOKLAWN PUBLIC SCHOOL DISTRICT","3402370","CAMDEN COUNTY","34007","34","301 HAAKON RD","BROOKLAWN","NJ ","08030","2795","301 HAAKON RD.","BROOKLAWN","NJ ","08030","2795","8564564039","1-Regular school","39.878200","-75.118500","010","070580","3401","Prekindergarten","8th Grade","342"
"ALINE BINGHAM ELEMENTARY SCHOOL","New Jersey","ALINE BINGHAM ELEMENTARY SCHOOL","341443001650","RUNNEMEDE PUBLIC SCHOOL DISTRICT","3414430","CAMDEN COUNTY","34007","34","FIRST AND ORCHARD AVE","RUNNEMEDE","NJ ","08078","1659","FIRST & ORCHARD AVE","RUNNEMEDE","NJ ","08078","1659","8569393192","1-Regular school","39.849400","-75.079100","020","074590","3401","Prekindergarten","3rd Grade","194"
"ALLAMUCHY TOWNSHIP SCHOOL","New Jersey","ALLAMUCHY TOWNSHIP SCHOOL","340072005788","ALLAMUCHY TOWNSHIP SCHOOL DISTRICT","3400720","WARREN COUNTY","34041","34","20 JOHNSONBURG RD","ALLAMUCHY","NJ ","07820","0394","PO BOX J","ALLAMUCHY","NJ ","07820","0394","9088521894","1-Regular school","40.924700","-74.811800","010","410030","3405","2nd Grade","8th Grade","342"
"ALLEN W. ROBERTS SCHOOL","New Jersey","ALLEN W. ROBERTS SCHOOL","341131005594","NEW PROVIDENCE BOARD OF EDUCATION","3411310","UNION COUNTY","34039","34","80 JONES DR","NEW PROVIDENCE","NJ ","07974","1121","80 JONES DR","NEW PROVIDENCE","NJ ","07974","1121","9084644707","1-Regular school","40.692100","-74.415000","055","393560","3407","Prekindergarten","6th Grade","648"
"ALLENTOWN HIGH SCHOOL","New Jersey","ALLENTOWN HIGH SCHOOL","341656004124","UPPER FREEHOLD REGIONAL SCHOOL DISTRICT","3416560","MONMOUTH COUNTY","34025","34","27 HIGH ST","ALLENTOWN","NJ ","08501","0278","27 HIGH STREET","ALLENTOWN","NJ ","08501","0278","6092597292","1-Regular school","40.172500","-74.589300","050","255310","3404","9th Grade","12th Grade","1252"
"ALLENWOOD ELEMENTARY SCHOOL","New Jersey","ALLENWOOD ELEMENTARY SCHOOL","341689004134","WALL TOWNSHIP PUBLIC SCHOOLS","3416890","MONMOUTH COUNTY","34025","34","3301 ALLENWOOD LAKEWOOD RD","WALL","NJ ","07719","1199","3301 ALLENWOOD  LAKEWOOD RD","WALL","NJ ","07719","1199","7325562150","1-Regular school","40.141700","-74.103200","060","255420","3404","Kindergarten","5th Grade","364"
"ALLOWAY TOWNSHIP SCHOOL","New Jersey","ALLOWAY TOWNSHIP SCHOOL","340081005028","ALLOWAY TWP SCHOOL DISTRICT","3400810","SALEM COUNTY","34033","34","43 CEDAR ST","ALLOWAY","NJ ","08001","0327","43 CEDAR ST","ALLOWAY","NJ ","08001","0327","8569351622","1-Regular school","39.558400","-75.364300","020","330060","3402","Prekindergarten","8th Grade","385"
"ALMOND ROAD PRESCHOOL","New Jersey","ALMOND ROAD PRESCHOOL","341680003165","CITY OF VINELAND BOARD OF EDUCATION","3416800","CUMBERLAND COUNTY","34011","34","860 NORTH ORCHARD RD","VINELAND","NJ ","08360","2606","860 N ORCHARD RD","VINELAND","NJ ","08360","2606","8567946700","1-Regular school","39.497900","-75.054700","300","115390","3402","Prekindergarten","Prekindergarten","207"
