"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"BELFAST AREA HIGH SCHOOL","Maine","BELFAST AREA HIGH SCHOOL","231479100440","RSU 20","2314791","WALDO COUNTY","23027","23","98 WALDO AVE","BELFAST","ME ","04915","","98 WALDO AVENUE","BELFAST","ME ","04915","","2073381790","1-Regular school","44.430500","-69.016900","1601","3166","2302","9th Grade","12th Grade","523"
"BELGRADE CENTRAL SCHOOL","Maine","BELGRADE CENTRAL SCHOOL","231477900701","RSU 18","2314779","KENNEBEC COUNTY","23011","23","158 DEPOT RD","BELGRADE","ME ","04917","","158 DEPOT ROAD","BELGRADE","ME ","04917","","2074952321","1-Regular school","44.453600","-69.834100","1656","3164","2302","Prekindergarten","5th Grade","305"
"BENTON ELEMENTARY SCHOOL","Maine","BENTON ELEMENTARY SCHOOL","231433001037","RSU 49/MSAD 49","2314330","KENNEBEC COUNTY","23011","23","68 SCHOOL DR","BENTON","ME ","04901","3031","68 SCHOOL DRIVE","BENTON","ME ","04901","3031","2074534240","1-Regular school","44.588800","-69.578200","1674","1243","2302","1st Grade","6th Grade","632"
"BERWICK ELEMENTARY SCHOOLS","Maine","BERWICK ELEMENTARY SCHOOLS","231470023135","RSU 60/MSAD 60","2314700","YORK COUNTY","23031","23","NO PHYSICAL LOCATION AVAILABLE","BERWICK","ME ","03901","","PO BOX 1156","BERWICK","ME ","03901","","2076984465","1-Regular school","43.262800","-70.840200","2643","1254","2301","Prekindergarten","5th Grade","670"
"BIDDEFORD HIGH SCHOOL","Maine","BIDDEFORD HIGH SCHOOL","230315000072","BIDDEFORD PUBLIC SCHOOLS","2303150","YORK COUNTY","23031","23","20 MAPLEWOOD AVE","BIDDEFORD","ME ","04005","2109","20 MAPLEWOOD AVENUE","BIDDEFORD","ME ","04005","2109","2072821596","1-Regular school","43.495800","-70.471900","1174","1016","2301","9th Grade","12th Grade","787"
"BIDDEFORD INTERMEDIATE SCHOOL","Maine","BIDDEFORD INTERMEDIATE SCHOOL","230315000622","BIDDEFORD PUBLIC SCHOOLS","2303150","YORK COUNTY","23031","23","335 HILL ST","BIDDEFORD","ME ","04005","","335 HILL STREET","BIDDEFORD","ME ","04005","","2072825957","1-Regular school","43.469300","-70.473700","1910","1016","2301","4th Grade","5th Grade","363"
"BIDDEFORD MIDDLE SCHOOL","Maine","BIDDEFORD MIDDLE SCHOOL","230315001017","BIDDEFORD PUBLIC SCHOOLS","2303150","YORK COUNTY","23031","23","25 TIGER DR","BIDDEFORD","ME ","04005","3931","25 TIGER DRIVE","BIDDEFORD","ME ","04005","3931","2072826400","1-Regular school","43.473400","-70.467000","1176","1016","2301","6th Grade","8th Grade","577"
"BIDDEFORD PRIMARY SCHOOL","Maine","BIDDEFORD PRIMARY SCHOOL","230315001042","BIDDEFORD PUBLIC SCHOOLS","2303150","YORK COUNTY","23031","23","320 HILL ST","BIDDEFORD","ME ","04005","3925","320 HILL STREET","BIDDEFORD","ME ","04005","3925","2072828285","1-Regular school","43.475200","-70.469700","1177","1016","2301","1st Grade","3rd Grade","533"
"BIDDEFORD REGIONAL CTR OF TECH","Maine","BIDDEFORD REGIONAL CTR OF TECH","230315000064","BIDDEFORD PUBLIC SCHOOLS","2303150","YORK COUNTY","23031","23","10 MAPLEWOOD AVE","BIDDEFORD","ME ","04005","2199","10 MAPLEWOOD AVENUE","BIDDEFORD","ME ","04005","2199","2072821501","3-Vocational school","43.496400","-70.471000","1178","1016","2301","9th Grade","12th Grade","†"
"BLOOMFIELD ELEMENTARY SCHOOL","Maine","BLOOMFIELD ELEMENTARY SCHOOL","231459000948","RSU 54/MSAD 54","2314590","SOMERSET COUNTY","23025","23","140 ACADEMY CIRCLE","SKOWHEGAN","ME ","04976","9801","140 ACADEMY CIRCLE","SKOWHEGAN","ME ","04976","9801","2074746221","1-Regular school","44.760400","-69.719000","1708","1248","2302","1st Grade","3rd Grade","323"
"BLUE HILL CONSOLIDATED SCHOOL","Maine","BLUE HILL CONSOLIDATED SCHOOL","230321000079","BLUE HILL PUBLIC SCHOOLS","2303210","HANCOCK COUNTY","23009","23","60 HIGH ST","BLUE HILL","ME ","04614","0837","60 HIGH STREET","BLUE HILL","ME ","04614","0837","2073742202","1-Regular school","44.414800","-68.592400","1179","1017","2302","Kindergarten","8th Grade","232"
"BLUE POINT SCHOOL","Maine","BLUE POINT SCHOOL","231053000319","SCARBOROUGH PUBLIC SCHOOLS","2310530","CUMBERLAND COUNTY","23005","23","174 PINE POINT RD","SCARBOROUGH","ME ","04074","","174 PINE POINT ROAD","SCARBOROUGH","ME ","04074","","2077305300","1-Regular school","43.558000","-70.364900","1391","1149","2301","Kindergarten","2nd Grade","230"
"BONNY EAGLE HIGH SCHOOL","Maine","BONNY EAGLE HIGH SCHOOL","231179000531","RSU 06/MSAD 06","2311790","CUMBERLAND COUNTY","23005","23","700 SACO RD","STANDISH","ME ","04084","6240","700 SACO ROAD","STANDISH","ME ","04084","6240","2079293840","1-Regular school","43.697000","-70.598700","1500","1200","2301","9th Grade","12th Grade","1169"
"BONNY EAGLE MIDDLE SCHOOL","Maine","BONNY EAGLE MIDDLE SCHOOL","231179000532","RSU 06/MSAD 06","2311790","YORK COUNTY","23031","23","92 SOKOKIS TRAIL","BUXTON","ME ","04093","9549","92 SOKOKIS TRAIL","BUXTON","ME ","04093","9549","2079293833","1-Regular school","43.694900","-70.596600","1495","1200","2301","6th Grade","8th Grade","893"
"BOOTHBAY REGION ELEM SCHOOL","Maine","BOOTHBAY REGION ELEM SCHOOL","230329000080","BOOTHBAY-BOOTHBAY HBR CSD","2303290","LINCOLN COUNTY","23015","23","238 TOWNSEND AVE","BOOTHBAY HARBOR","ME ","04538","1839","238 TOWNSEND AVENUE","BOOTHBAY HARBOR","ME ","04538","1839","2076335097","1-Regular school","43.864300","-69.629300","1832","1281","2301","Prekindergarten","8th Grade","365"
"BOOTHBAY REGION HIGH SCHOOL","Maine","BOOTHBAY REGION HIGH SCHOOL","230329000081","BOOTHBAY-BOOTHBAY HBR CSD","2303290","LINCOLN COUNTY","23015","23","236 TOWNSEND AVE","BOOTHBAY HARBOR","ME ","04538","1839","236 TOWNSEND AVENUE","BOOTHBAY HARBOR","ME ","04538","1839","2076332421","1-Regular school","43.864500","-69.630700","1831","1281","2301","9th Grade","12th Grade","177"
"BOWDOIN CENTRAL SCHOOL","Maine","BOWDOIN CENTRAL SCHOOL","231476800815","RSU 75/MSAD 75","2314768","SAGADAHOC COUNTY","23023","23","1460 MAIN ST","BOWDOIN","ME ","04287","9616","1460 MAIN STREET","BOWDOIN","ME ","04287","9616","2076665779","1-Regular school","44.030300","-69.938300","1800","1266","2301","Kindergarten","5th Grade","212"
"BOWDOINHAM COMMUNITY SCHOOL","Maine","BOWDOINHAM COMMUNITY SCHOOL","231476800816","RSU 75/MSAD 75","2314768","SAGADAHOC COUNTY","23023","23","23 CEMETERY RD","BOWDOINHAM","ME ","04008","4416","23 CEMETERY ROAD","BOWDOINHAM","ME ","04008","4416","2076665546","1-Regular school","44.012300","-69.895200","1801","1266","2301","Kindergarten","5th Grade","180"
"BRADFORD ELEMENTARY SCHOOL","Maine","BRADFORD ELEMENTARY SCHOOL","231444000714","RSU 64/MSAD 64","2314440","PENOBSCOT COUNTY","23019","23","641 MAIN RD","BRADFORD","ME ","04410","9801","641 MAIN ROAD","BRADFORD","ME ","04410","9801","2073271112","1-Regular school","45.080100","-68.942000","1762","1258","2302","Kindergarten","2nd Grade","102"
"BREWER COMMUNITY SCHOOL","Maine","BREWER COMMUNITY SCHOOL","230351023130","BREWER PUBLIC SCHOOLS","2303510","PENOBSCOT COUNTY","23019","23","92 PENDLETON ST","BREWER","ME ","04412","","92 PENDLETON STREET","BREWER","ME ","04412","","2074045700","1-Regular school","44.776300","-68.772400","2633","1021","2302","Prekindergarten","8th Grade","971"
"BREWER HIGH SCHOOL","Maine","BREWER HIGH SCHOOL","230351000084","BREWER PUBLIC SCHOOLS","2303510","PENOBSCOT COUNTY","23019","23","79 PARKWAY SOUTH","BREWER","ME ","04412","1627","79 PARKWAY SOUTH","BREWER","ME ","04412","1627","2079894140","1-Regular school","44.781800","-68.755700","1186","1021","2302","9th Grade","12th Grade","379"
"BRISTOL CONSOLIDATED SCHOOL","Maine","BRISTOL CONSOLIDATED SCHOOL","230360000090","BRISTOL PUBLIC SCHOOLS","2303600","LINCOLN COUNTY","23015","23","2153 BRISTOL RD","PEMAQUID","ME ","04558","9801","2153 BRISTOL ROAD","PEMAQUID","ME ","04558","9801","2076772678","1-Regular school","43.901300","-69.504200","1188","1023","2301","Prekindergarten","8th Grade","182"
"BROOKLIN SCHOOL","Maine","BROOKLIN SCHOOL","230361000254","BROOKLIN PUBLIC SCHOOLS","2303610","HANCOCK COUNTY","23009","23","1 SCHOOL ST  120","BROOKLIN","ME ","04616","0120","1 SCHOOL STREET PO BOX 120","BROOKLIN","ME ","04616","0120","2073592133","1-Regular school","44.268000","-68.567700","1189","1024","2302","Prekindergarten","8th Grade","62"
"BROOKSVILLE ELEMENTARY SCHOOL","Maine","BROOKSVILLE ELEMENTARY SCHOOL","230364000094","BROOKSVILLE PUBLIC SCHOOLS","2303640","HANCOCK COUNTY","23009","23","1527 COASTAL RD","BROOKSVILLE","ME ","04617","9719","1527 COASTAL ROAD","BROOKSVILLE","ME ","04617","9719","2073268500","1-Regular school","44.392800","-68.758100","1190","1025","2302","Prekindergarten","8th Grade","54"
"BROWNVILLE ELEMENTARY SCHOOL","Maine","BROWNVILLE ELEMENTARY SCHOOL","231158000989","RSU 41/MSAD 41","2311580","PISCATAQUIS COUNTY","23021","23","774 MAIN RD","BROWNVILLE","ME ","04414","9733","774 MAIN ROAD","BROWNVILLE","ME ","04414","9733","2079658184","1-Regular school","45.322400","-69.041900","1631","1235","2302","Kindergarten","5th Grade","108"
"BRUCE M WHITTIER MIDDLE SCHOOL","Maine","BRUCE M WHITTIER MIDDLE SCHOOL","231477500438","RSU 16","2314775","ANDROSCOGGIN COUNTY","23001","23","1457 MAINE ST","POLAND","ME ","04274","","1457 MAINE STREET","POLAND","ME ","04274","","2079983462","1-Regular school","44.073100","-70.413400","1342","3163","2302","7th Grade","8th Grade","250"
"BRUNSWICK HIGH SCHOOL","Maine","BRUNSWICK HIGH SCHOOL","230378000268","BRUNSWICK PUBLIC SCHOOLS","2303780","CUMBERLAND COUNTY","23005","23","116 MAQUOIT RD","BRUNSWICK","ME ","04011","7452","116 MAQUOIT ROAD","BRUNSWICK","ME ","04011","7452","2073191910","1-Regular school","43.883400","-69.987700","1196","1026","2301","9th Grade","12th Grade","819"
"BRUNSWICK JR HIGH SCHOOL","Maine","BRUNSWICK JR HIGH SCHOOL","230378000096","BRUNSWICK PUBLIC SCHOOLS","2303780","CUMBERLAND COUNTY","23005","23","65 COLUMBIA AVE","BRUNSWICK","ME ","04011","2901","65 COLUMBIA AVENUE","BRUNSWICK","ME ","04011","2901","2073191930","1-Regular school","43.901900","-69.977600","1195","1026","2301","6th Grade","8th Grade","503"
"BUCKFIELD JR-SR HIGH SCHOOL","Maine","BUCKFIELD JR-SR HIGH SCHOOL","231479501053","RSU 10","2314795","OXFORD COUNTY","23017","23","160 MORRILL ST","BUCKFIELD","ME ","04220","","160 MORRILL STREET","BUCKFIELD","ME ","04220","","2073362151","1-Regular school","44.298800","-70.359800","1622","3159","2302","7th Grade","12th Grade","263"
"BUCKSPORT HIGH SCHOOL","Maine","BUCKSPORT HIGH SCHOOL","231479600102","RSU 25","2314796","HANCOCK COUNTY","23009","23","102 BROADWAY","BUCKSPORT","ME ","04416","","102 BROADWAY","BUCKSPORT","ME ","04416","","2074696650","1-Regular school","44.575600","-68.780400","1199","3170","2302","9th Grade","12th Grade","318"
"BUCKSPORT MIDDLE SCHOOL","Maine","BUCKSPORT MIDDLE SCHOOL","231479600685","RSU 25","2314796","HANCOCK COUNTY","23009","23","100 MILES LN","BUCKSPORT","ME ","04416","","100 MILES LANE","BUCKSPORT","ME ","04416","","2074696647","1-Regular school","44.579500","-68.780300","1857","3170","2302","5th Grade","8th Grade","326"
"BURCHARD A DUNN SCHOOL","Maine","BURCHARD A DUNN SCHOOL","231071000420","RSU 15/MSAD 15","2310710","CUMBERLAND COUNTY","23005","23","667 MORSE RD","NEW GLOUCESTER","ME ","04260","","667 MORSE ROAD","NEW GLOUCESTER","ME ","04260","","2076575050","1-Regular school","43.900800","-70.259600","1532","1209","2301","3rd Grade","4th Grade","379"
"BUXTON CENTER ELEMENTARY SCHOOL","Maine","BUXTON CENTER ELEMENTARY SCHOOL","231179023123","RSU 06/MSAD 06","2311790","YORK COUNTY","23031","23","912 LONG PLAINS RD","BUXTON","ME ","04093","","912 LONG PLAINS ROAD","BUXTON","ME ","04093","","2079293836","1-Regular school","43.649500","-70.542900","2610","1200","2301","Kindergarten","5th Grade","602"
"C K BURNS SCHOOL","Maine","C K BURNS SCHOOL","231478400306","RSU 23","2314784","YORK COUNTY","23031","23","135 MIDDLE ST","SACO","ME ","04072","","135 MIDDLE STREET","SACO","ME ","04072","","2072845081","1-Regular school","43.500900","-70.439000","1375","3168","2301","3rd Grade","5th Grade","608"
"CALAIS ELEMENTARY SCHOOL","Maine","CALAIS ELEMENTARY SCHOOL","230387000105","CALAIS PUBLIC SCHOOLS","2303870","WASHINGTON COUNTY","23029","23","53 GARFIELD ST","CALAIS","ME ","04619","","53 GARFIELD STREET","CALAIS","ME ","04619","","2074542000","1-Regular school","45.183200","-67.281400","1201","1028","2302","Prekindergarten","6th Grade","250"
"CALAIS MIDDLE/HIGH SCHOOL","Maine","CALAIS MIDDLE/HIGH SCHOOL","230387000106","CALAIS PUBLIC SCHOOLS","2303870","WASHINGTON COUNTY","23029","23","34 BLUE DEVIL HILL","CALAIS","ME ","04619","9703","34 BLUE DEVIL HILL SUITE 2","CALAIS","ME ","04619","9703","2074542591","1-Regular school","45.163900","-67.241800","1203","1028","2302","7th Grade","12th Grade","186"
"CAMDEN HILLS REGIONAL H S","Maine","CAMDEN HILLS REGIONAL H S","230005300504","FIVE TOWN CSD","2300053","KNOX COUNTY","23013","23","25 KEELSON DR","ROCKPORT","ME ","04856","","25 KEELSON DRIVE","ROCKPORT","ME ","04856","","2072367800","1-Regular school","44.189000","-69.100500","1852","1294","2301","9th Grade","12th Grade","667"
"CAMDEN-ROCKPORT ELEMENTARY SCHOOL","Maine","CAMDEN-ROCKPORT ELEMENTARY SCHOOL","231113000413","RSU 28/MSAD 28","2311130","KNOX COUNTY","23013","23","11 CHILDREN'S WAY","ROCKPORT","ME ","04856","0009","11 CHILDREN'S WAY","ROCKPORT","ME ","04856","0009","2072367807","1-Regular school","44.186500","-69.096800","1580","1222","2301","Kindergarten","4th Grade","364"
"CAMDEN-ROCKPORT MIDDLE SCHOOL","Maine","CAMDEN-ROCKPORT MIDDLE SCHOOL","231113000412","RSU 28/MSAD 28","2311130","KNOX COUNTY","23013","23","34 KNOWLTON ST","CAMDEN","ME ","04843","1537","34 KNOWLTON STREET","CAMDEN","ME ","04843","1537","2072367805","1-Regular school","44.212300","-69.072000","1579","1222","2301","5th Grade","8th Grade","375"
