"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ACADEMY AT PALUMBO","Pennsylvania","ACADEMY AT PALUMBO","421899000962","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","1100 CATHARINE ST","PHILADELPHIA","PA ","19147","2622","1100 CATHARINE ST","PHILADELPHIA","PA ","19147","2622","2153517618","1-Regular school","39.940100","-75.161000","7904","126515001","4201","9th Grade","12th Grade","814"
"ACADEMY CS","Pennsylvania","ACADEMY CS","420013300866","ACADEMY CS","4200133","ALLEGHENY COUNTY","42003","42","900 AGNEW RD","PITTSBURGH","PA ","15227","","900 AGNEW RD","PITTSBURGH","PA ","15227","","4128855200","1-Regular school","40.400400","-79.966300","7846","102020003","4214","8th Grade","12th Grade","188"
"ACADEMY PARK HS","Pennsylvania","ACADEMY PARK HS","422240006516","SOUTHEAST DELCO SD","4222400","DELAWARE COUNTY","42045","42","300 CALCON HOOK RD","SHARON HILL","PA ","19079","1531","300 CALCON HOOK RD","SHARON HILL","PA ","19079","1531","6105224330","1-Regular school","39.907800","-75.267900","6516","125238402","4201","9th Grade","12th Grade","1174"
"ACHIEVEMENT HOUSE CS","Pennsylvania","ACHIEVEMENT HOUSE CS","420012800843","ACHIEVEMENT HOUSE CS","4200128","CHESTER COUNTY","42029","42","600 EAGLEVIEW BLVD","EXTON","PA ","19341","2635","600 EAGLEVIEW BOULEVARD","EXTON","PA ","19341","2635","4846156200","1-Regular school","40.065100","-75.679000","7824","125230001","4206","7th Grade","12th Grade","930"
"ACMETONIA PRIMARY SCH","Pennsylvania","ACMETONIA PRIMARY SCH","420219005296","ALLEGHENY VALLEY SD","4202190","ALLEGHENY COUNTY","42003","42","300 PEARL ST","CHESWICK","PA ","15024","1066","300 PEARL STREET","CHESWICK","PA ","15024","1066","7242746500","1-Regular school","40.545400","-79.817000","5296","103020603","4214","Kindergarten","3rd Grade","301"
"ACT ACADEMY CYBER CS","Pennsylvania","ACT ACADEMY CYBER CS","420086807433","ACT ACADEMY CYBER CS","4200868","PHILADELPHIA COUNTY","42101","42","2111 EASTBURN AVE","PHILADELPHIA","PA ","19138","","2111 EASTBURN AVENUE","PHILADELPHIA","PA ","19138","","2672976231","1-Regular school","40.056100","-75.155900","8217","126514368","4202","9th Grade","12th Grade","157"
"AD PRIMA CS","Pennsylvania","AD PRIMA CS","420012900846","AD PRIMA CS","4200129","PHILADELPHIA COUNTY","42101","42","3556 FRANKFORD AVE","PHILADELPHIA","PA ","19134","","ADMINISTRATIVE OFFICE","BALA CYNWYD","PA ","19004","","6106179121","1-Regular school","39.998100","-75.102000","7825","126510015","4201","Kindergarten","8th Grade","539"
"ADAIRE ALEXANDER SCH","Pennsylvania","ADAIRE ALEXANDER SCH","421899006524","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","1300 EAST PALMER ST","PHILADELPHIA","PA ","19125","3321","1300 E PALMER ST","PHILADELPHIA","PA ","19125","3321","2152914712","1-Regular school","39.972400","-75.130300","7256","126515001","4201","Kindergarten","8th Grade","378"
"ADAMSTOWN EL SCH","Pennsylvania","ADAMSTOWN EL SCH","420627002510","COCALICO SD","4206270","LANCASTER COUNTY","42071","42","256 WEST MAIN ST","ADAMSTOWN","PA ","19501","0395","256 WEST MAIN STREET","ADAMSTOWN","PA ","19501","0395","7174841601","1-Regular school","40.240800","-76.062500","2510","113361303","4216","Kindergarten","5th Grade","419"
"ADMIRAL PEARY AVTS","Pennsylvania","ADMIRAL PEARY AVTS","428012007053","ADMIRAL PEARY AVTS","4280120","CAMBRIA COUNTY","42021","42","948 BEN FRANKLIN HWY","EBENSBURG","PA ","15931","7618","948 BEN FRANKLIN HIGHWAY","EBENSBURG","PA ","15931","7618","8144726490","3-Vocational school","40.488300","-78.741300","6661","108110307","4212","9th Grade","12th Grade","–"
"AFTON EL SCH","Pennsylvania","AFTON EL SCH","421884000303","PENNSBURY SD","4218840","BUCKS COUNTY","42017","42","1673 QUARRY RD","YARDLEY","PA ","19067","3911","1673 QUARRY RD","YARDLEY","PA ","19067","3911","2153218540","1-Regular school","40.244600","-74.876400","7519","122098202","4208","Kindergarten","5th Grade","523"
"AGORA CYBER CS","Pennsylvania","AGORA CYBER CS","420014000896","AGORA CYBER CS","4200140","CHESTER COUNTY","42029","42","995 OLD EAGLE SCH RD","WAYNE","PA ","19087","","995 OLD EAGLE SCH RD SUITE 315","WAYNE","PA ","19087","","6102548218","1-Regular school","40.075600","-75.410300","7858","126510020","4206","Kindergarten","12th Grade","9490"
"AKRON EL SCH","Pennsylvania","AKRON EL SCH","420927002564","EPHRATA AREA SD","4209270","LANCASTER COUNTY","42071","42","125 SOUTH 11TH ST","AKRON","PA ","17501","1509","125 S 11TH ST","AKRON","PA ","17501","1509","7178590400","1-Regular school","40.153700","-76.198500","2564","113362603","4216","Kindergarten","4th Grade","351"
"ALBERT GALLATIN AREA SHS","Pennsylvania","ALBERT GALLATIN AREA SHS","420210006001","ALBERT GALLATIN AREA SD","4202100","FAYETTE COUNTY","42051","42","1119 TWP DR","UNIONTOWN","PA ","15401","9167","1119 TWP DR","UNIONTOWN","PA ","15401","9167","7245642024","1-Regular school","39.827100","-79.784700","6001","101260303","4209","9th Grade","12th Grade","1152"
"ALBERT GALLATIN NORTH MS","Pennsylvania","ALBERT GALLATIN NORTH MS","420210000407","ALBERT GALLATIN AREA SD","4202100","FAYETTE COUNTY","42051","42","113 COLLEGE AVE","MCCLELLANDTOWN","PA ","15458","","113 COLLEGE AVENUE","MCCLELLANDTOWN","PA ","15458","","7247375423","1-Regular school","39.895900","-79.882300","7607","101260303","4209","6th Grade","8th Grade","412"
"ALBERT GALLATIN SOUTH MS","Pennsylvania","ALBERT GALLATIN SOUTH MS","420210000408","ALBERT GALLATIN AREA SD","4202100","FAYETTE COUNTY","42051","42","224 NEW GENEVA RD","POINT MARION","PA ","15474","9721","224 NEW GENEVA ROAD","POINT MARION","PA ","15474","9721","7247255241","1-Regular school","39.779900","-79.919700","7608","101260303","4209","6th Grade","8th Grade","415"
"ALBURTIS EL SCH","Pennsylvania","ALBURTIS EL SCH","420855002799","EAST PENN SD","4208550","LEHIGH COUNTY","42077","42","222 WEST THIRD ST","ALBURTIS","PA ","18011","","222 WEST THIRD STREET","ALBURTIS","PA ","18011","","6109651633","1-Regular school","40.507800","-75.606500","2799","121392303","4215","Kindergarten","5th Grade","326"
"ALDAN MAGNET SCHOOL","Pennsylvania","ALDAN MAGNET SCHOOL","422639006509","WILLIAM PENN SD","4226390","DELAWARE COUNTY","42045","42","1 NORTH WOODLAWN AVE","ALDAN","PA ","19018","3836","1 NORTH WOODLAWN AVE","ALDAN","PA ","19018","3836","6106263410","1-Regular school","39.922500","-75.288300","6509","125239652","4207","Kindergarten","6th Grade","207"
"ALIQUIPPA EL SCH","Pennsylvania","ALIQUIPPA EL SCH","420213000615","ALIQUIPPA SD","4202130","BEAVER COUNTY","42007","42","800 TWENTYFIRST ST","ALIQUIPPA","PA ","15001","2790","800 TWENTY-FIRST STREET","ALIQUIPPA","PA ","15001","2790","7248577500","1-Regular school","40.608600","-80.278300","8085","127040503","4212","Kindergarten","6th Grade","696"
"ALIQUIPPA JSHS","Pennsylvania","ALIQUIPPA JSHS","420213007336","ALIQUIPPA SD","4202130","BEAVER COUNTY","42007","42","800 21ST ST","ALIQUIPPA","PA ","15001","","800 21ST STREET","ALIQUIPPA","PA ","15001","","7248577500","1-Regular school","40.608900","-80.279100","8086","127040503","4212","7th Grade","12th Grade","474"
"ALLARD EL SCH","Pennsylvania","ALLARD EL SCH","421583005127","MOON AREA SD","4215830","ALLEGHENY COUNTY","42003","42","170 SHAFER RD","MOON TOWNSHIP","PA ","15108","1093","170 SHAFER RD","MOON TOWNSHIP","PA ","15108","1093","4122622500","1-Regular school","40.528600","-80.221700","5127","103026343","4218","Kindergarten","4th Grade","187"
"ALLEGHENY VALLEY EL SCH","Pennsylvania","ALLEGHENY VALLEY EL SCH","422482007476","WARREN COUNTY SD","4224820","WARREN COUNTY","42123","42","100 NORTH MAIN ST","CLARENDON","PA ","16313","","100 NORTH MAIN ST","CLARENDON","PA ","16313","","8147234991","1-Regular school","41.779700","-79.093400","8290","105628302","4205","Kindergarten","5th Grade","228"
"ALLEGHENY-CLARION VALLEY ELEM","Pennsylvania","ALLEGHENY-CLARION VALLEY ELEM","420231000208","ALLEGHENY-CLARION VALLEY SD","4202310","CLARION COUNTY","42031","42","776 ROUTE 58","FOXBURG","PA ","16036","0347","PO BOX 347","FOXBURG","PA ","16036","0347","7246593555","1-Regular school","41.146600","-79.675500","7467","106160303","4205","Kindergarten","6th Grade","338"
"ALLEGHENY-CLARION VALLEY HS","Pennsylvania","ALLEGHENY-CLARION VALLEY HS","420231004664","ALLEGHENY-CLARION VALLEY SD","4202310","CLARION COUNTY","42031","42","762 ROUTE 58","FOXBURG","PA ","16036","0345","PO BOX 345","FOXBURG","PA ","16036","0345","7246594661","1-Regular school","41.144400","-79.675200","4664","106160303","4205","7th Grade","12th Grade","365"
"ALLEN DR ETHEL SCH","Pennsylvania","ALLEN DR ETHEL SCH","421899005292","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","3200 WEST LEHIGH AVE","PHILADELPHIA","PA ","19132","1834","3200 W LEHIGH AVE","PHILADELPHIA","PA ","19132","1834","2152274404","1-Regular school","39.997400","-75.183700","5292","126515001","4202","Prekindergarten","8th Grade","622"
"ALLEN ETHAN SCH","Pennsylvania","ALLEN ETHAN SCH","421899003758","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","6329 BATTERSBY ST","PHILADELPHIA","PA ","19149","3123","6329 BATTERSBY ST","PHILADELPHIA","PA ","19149","3123","2155372530","1-Regular school","40.029800","-75.061800","3758","126515001","4201","Kindergarten","8th Grade","833"
"ALLEN MS","Pennsylvania","ALLEN MS","422583001741","WEST SHORE SD","4225830","CUMBERLAND COUNTY","42041","42","4225 GETTYSBURG RD","CAMP HILL","PA ","17011","6630","4225 GETTYSBURG RD","CAMP HILL","PA ","17011","6630","7177611500","1-Regular school","40.215900","-76.950000","1741","115219002","4204","6th Grade","8th Grade","534"
"ALLIANCE FOR PROGRESS CS","Pennsylvania","ALLIANCE FOR PROGRESS CS","420003900398","ALLIANCE FOR PROGRESS CS","4200039","PHILADELPHIA COUNTY","42101","42","182139 CECIL B MOORE AVE","PHILADELPHIA","PA ","19121","","1821-39 CECIL B MOORE AVENUE","PHILADELPHIA","PA ","19121","","2152324892","1-Regular school","39.979900","-75.165400","7543","126512990","4202","Kindergarten","8th Grade","432"
"ALLISON PARK EL SCH","Pennsylvania","ALLISON PARK EL SCH","420573004234","CHARTIERS-HOUSTON SD","4205730","WASHINGTON COUNTY","42125","42","803 MCGOVERN RD","HOUSTON","PA ","15342","1097","803 MCGOVERN RD","HOUSTON","PA ","15342","1097","7247454700","1-Regular school","40.232000","-80.226600","4234","101631903","4218","Kindergarten","6th Grade","603"
"ALLOWAY CREEK INTRMD SCH","Pennsylvania","ALLOWAY CREEK INTRMD SCH","421398000774","LITTLESTOWN AREA SD","4213980","ADAMS COUNTY","42001","42","162 NEWARK ST","LITTLESTOWN","PA ","17340","","162 NEWARK STREET","LITTLESTOWN","PA ","17340","","7173594146","1-Regular school","39.752300","-77.088700","7784","112015203","4204","4th Grade","5th Grade","307"
"ALTOONA AREA HS","Pennsylvania","ALTOONA AREA HS","420234000913","ALTOONA AREA SD","4202340","BLAIR COUNTY","42013","42","1415 6TH AVE","ALTOONA","PA ","16602","2427","1415 6TH AVE","ALTOONA","PA ","16602","2427","8149406986","1-Regular school","40.510000","-78.398200","0913","108070502","4209","7th Grade","12th Grade","1658"
"ALTOONA AREA JR HS","Pennsylvania","ALTOONA AREA JR HS","420234006850","ALTOONA AREA SD","4202340","BLAIR COUNTY","42013","42","1400 7TH AVE","ALTOONA","PA ","16602","","1400 7TH AVE","ALTOONA","PA ","16602","","8143817512","1-Regular school","40.510900","-78.398900","7986","108070502","4209","7th Grade","9th Grade","1873"
"AMANDA E STOUT EL SCH","Pennsylvania","AMANDA E STOUT EL SCH","422004000840","READING SD","4220040","BERKS COUNTY","42011","42","321 SOUTH 10TH ST","READING","PA ","19602","1916","321 S 10TH ST","READING","PA ","19602","1916","6103715815","1-Regular school","40.330000","-75.917700","0840","114067002","4216","Prekindergarten","5th Grade","924"
"AMBRIDGE AREA HS","Pennsylvania","AMBRIDGE AREA HS","420244006555","AMBRIDGE AREA SD","4202440","BEAVER COUNTY","42007","42","909 DUSS AVE","AMBRIDGE","PA ","15003","2060","909 DUSS AVENUE","AMBRIDGE","PA ","15003","2060","7242662833","1-Regular school","40.591700","-80.226200","6555","127040703","4212","9th Grade","12th Grade","785"
"AMBRIDGE AREA JHS","Pennsylvania","AMBRIDGE AREA JHS","420244000633","AMBRIDGE AREA SD","4202440","BEAVER COUNTY","42007","42","401 FIRST ST","FREEDOM","PA ","15042","2464","401 FIRST STREET","FREEDOM","PA ","15042","2464","7242662833","1-Regular school","40.667800","-80.212300","0633","127040703","4212","7th Grade","8th Grade","396"
"AMITY EL CTR","Pennsylvania","AMITY EL CTR","420729007519","DANIEL BOONE AREA SD","4207290","BERKS COUNTY","42011","42","200 BOONE DR","DOUGLASSVILLE","PA ","19518","","200 BOONE DRIVE","DOUGLASSVILLE","PA ","19518","","6106896240","1-Regular school","40.298100","-75.734600","8285","114061503","4207","Kindergarten","5th Grade","743"
"AMOS K HUTCHINSON EL SCH","Pennsylvania","AMOS K HUTCHINSON EL SCH","421092009982","GREENSBURG SALEM SD","4210920","WESTMORELAND COUNTY","42129","42","810 WELTY ST","GREENSBURG","PA ","15601","4116","810 WELTY ST","GREENSBURG","PA ","15601","4116","7248322885","1-Regular school","40.289700","-79.547800","7329","107653203","4218","Kindergarten","5th Grade","697"
"AMOSLAND EL SCH","Pennsylvania","AMOSLAND EL SCH","422037001925","RIDLEY SD","4220370","DELAWARE COUNTY","42045","42","549 AMOSLAND RD","MORTON","PA ","19070","1301","549 AMOSLAND RD","MORTON","PA ","19070","1301","6105341900","1-Regular school","39.900400","-75.316400","1925","125237702","4207","Kindergarten","5th Grade","515"
"AMY AT MARTIN","Pennsylvania","AMY AT MARTIN","421899006823","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","3380 RICHMOND ST","PHILADELPHIA","PA ","19134","6006","3380 RICHMOND ST","PHILADELPHIA","PA ","19134","6006","2152914172","1-Regular school","39.985600","-75.097200","6823","126515001","4201","6th Grade","8th Grade","387"
"AMY NW","Pennsylvania","AMY NW","421899007224","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","6000 RIDGE AVE","PHILADELPHIA","PA ","19128","3824","6000 RIDGE AVE","PHILADELPHIA","PA ","19128","3824","2159515200","1-Regular school","40.031600","-75.213200","7024","126515001","4202","6th Grade","8th Grade","284"
"ANDERSON ADD B SCH","Pennsylvania","ANDERSON ADD B SCH","421899003804","PHILADELPHIA CITY SD","4218990","PHILADELPHIA COUNTY","42101","42","1034 SOUTH 60TH ST","PHILADELPHIA","PA ","19143","2343","1034 S 60TH ST","PHILADELPHIA","PA ","19143","2343","2154712903","1-Regular school","39.946900","-75.245600","3804","126515001","4201","Prekindergarten","8th Grade","542"
"ANDREW MAIER EL SCH","Pennsylvania","ANDREW MAIER EL SCH","420978000791","FLEETWOOD AREA SD","4209780","BERKS COUNTY","42011","42","355 ANDREW MAIER BLVD","BLANDON","PA ","19510","9514","355 ANDREW MAIER BLVD","BLANDON","PA ","19510","9514","6109262502","1-Regular school","40.441000","-75.883500","0791","114062503","4206","Kindergarten","4th Grade","252"
"ANNVILLE CLEONA HS","Pennsylvania","ANNVILLE CLEONA HS","420249002725","ANNVILLE-CLEONA SD","4202490","LEBANON COUNTY","42075","42","500 SOUTH WHITE OAK ST","ANNVILLE","PA ","17003","2298","500 S WHITE OAK ST","ANNVILLE","PA ","17003","2298","7178677700","1-Regular school","40.323200","-76.510400","2725","113380303","4215","9th Grade","12th Grade","520"
"ANNVILLE EL SCH","Pennsylvania","ANNVILLE EL SCH","420249002724","ANNVILLE-CLEONA SD","4202490","LEBANON COUNTY","42075","42","205 SOUTH WHITE OAK ST","ANNVILLE","PA ","17003","1899","205 S WHITE OAK ST","ANNVILLE","PA ","17003","1899","7178677620","1-Regular school","40.327100","-76.514200","2724","113380303","4215","3rd Grade","6th Grade","436"
"ANNVILLE-CLEONA MS","Pennsylvania","ANNVILLE-CLEONA MS","420249007417","ANNVILLE-CLEONA SD","4202490","LEBANON COUNTY","42075","42","500 SOUTH WHITE OAK ST","ANNVILLE","PA ","17003","2298","500 S WHITE OAK ST","ANNVILLE","PA ","17003","2298","7178677700","1-Regular school","40.323600","-76.507900","8178","113380303","4215","7th Grade","8th Grade","229"
"ANTIETAM MS/HS","Pennsylvania","ANTIETAM MS/HS","420248000820","ANTIETAM SD","4202480","BERKS COUNTY","42011","42","100 ANTIETAM RD","READING","PA ","19606","1018","100 ANTIETAM RD","READING","PA ","19606","1018","6107793545","1-Regular school","40.347900","-75.867400","0820","114060503","4206","7th Grade","12th Grade","464"
"ANTONIA PANTOJA COMMUNITY CHARTER SCHOOL","Pennsylvania","ANTONIA PANTOJA COMMUNITY CHARTER SCHOOL","420081306909","ANTONIA PANTOJA COMMUNITY CHARTER SCHOOL","4200813","PHILADELPHIA COUNTY","42101","42","4101 NORTH AMERICAN ST","PHILADELPHIA","PA ","19140","","4101 NORTH AMERICAN STREET","PHILADELPHIA","PA ","19140","","2154551300","1-Regular school","40.012200","-75.131100","8031","104510394","4201","Kindergarten","8th Grade","721"
"APOLLO-RIDGE ELEM SCH","Pennsylvania","APOLLO-RIDGE ELEM SCH","420255000779","APOLLO-RIDGE SD","4202550","ARMSTRONG COUNTY","42005","42","1831 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","1831 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","7244786000","1-Regular school","40.604500","-79.475400","7787","128030603","4203","Kindergarten","5th Grade","565"
"APOLLO-RIDGE HS","Pennsylvania","APOLLO-RIDGE HS","420255002320","APOLLO-RIDGE SD","4202550","ARMSTRONG COUNTY","42005","42","1825 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","1825 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","7244786000","1-Regular school","40.608500","-79.474600","2320","128030603","4203","9th Grade","12th Grade","406"
"APOLLO-RIDGE MS","Pennsylvania","APOLLO-RIDGE MS","420255006570","APOLLO-RIDGE SD","4202550","ARMSTRONG COUNTY","42005","42","1829 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","1829 STATE ROUTE 56","SPRING CHURCH","PA ","15686","","7244786000","1-Regular school","40.608500","-79.474500","6570","128030603","4203","6th Grade","8th Grade","312"
"APPLEMAN EL SCH","Pennsylvania","APPLEMAN EL SCH","420339001594","BENTON AREA SD","4203390","COLUMBIA COUNTY","42037","42","525 PARK ST","BENTON","PA ","17814","7603","525 PARK STREET","BENTON","PA ","17814","7603","5709256971","1-Regular school","41.199100","-76.379300","1594","116191004","4211","Kindergarten","6th Grade","395"
"ARCOLA INTRMD SCH","Pennsylvania","ARCOLA INTRMD SCH","421425006716","METHACTON SD","4214250","MONTGOMERY COUNTY","42091","42","4000A EAGLEVILLE RD","EAGLEVILLE","PA ","19403","1834","4000A EAGLEVILLE ROAD","EAGLEVILLE","PA ","19403","1834","6104895000","1-Regular school","40.148600","-75.423900","6716","123465303","4206","7th Grade","8th Grade","811"
"ARDMORE AVENUE SCH","Pennsylvania","ARDMORE AVENUE SCH","422639001887","WILLIAM PENN SD","4226390","DELAWARE COUNTY","42045","42","161 ARDMORE AVE","LANSDOWNE","PA ","19050","1546","161 ARDMORE AVE","LANSDOWNE","PA ","19050","1546","6106237900","1-Regular school","39.942400","-75.280500","1887","125239652","4201","Kindergarten","6th Grade","520"
"ARENDTSVILLE EL SCH","Pennsylvania","ARENDTSVILLE EL SCH","422430000018","UPPER ADAMS SD","4224300","ADAMS COUNTY","42001","42","136 FOHL ST","ARENDTSVILLE","PA ","17303","0340","136 FOHL ST","ARENDTSVILLE","PA ","17303","0340","7176774300","1-Regular school","39.919300","-77.298700","0018","112018523","4204","4th Grade","6th Grade","206"
"ARISE ACADEMY CHARTER HIGH SCHOOL","Pennsylvania","ARISE ACADEMY CHARTER HIGH SCHOOL","420082307133","ARISE ACADEMY CHARTER HIGH SCHOOL","4200823","PHILADELPHIA COUNTY","42101","42","1118 MARKET ST","PHILADELPHIA","PA ","19107","","1118 MARKET STREET","PHILADELPHIA","PA ","19107","","2152249400","1-Regular school","39.949800","-75.143200","8122","168518013","4201","9th Grade","12th Grade","100"
"ARLINGTON HEIGHTS EL SCH","Pennsylvania","ARLINGTON HEIGHTS EL SCH","422286007149","STROUDSBURG AREA SD","4222860","MONROE COUNTY","42089","42","1100 NORTH 9TH ST","STROUDSBURG","PA ","18360","1102","1100 N 9TH ST","STROUDSBURG","PA ","18360","1102","5704216952","1-Regular school","40.989500","-75.217800","7123","120456003","4210","Kindergarten","2nd Grade","256"
"ARMSTRONG MS","Pennsylvania","ARMSTRONG MS","420423005305","BRISTOL TOWNSHIP SD","4204230","BUCKS COUNTY","42017","42","475 WISTAR RD","FAIRLESS HILLS","PA ","19030","4101","475 WISTAR RD","FAIRLESS HILLS","PA ","19030","4101","2159454940","1-Regular school","40.165900","-74.855400","5305","122091352","4208","7th Grade","8th Grade","473"
"ARONIMINK EL SCH","Pennsylvania","ARONIMINK EL SCH","422432001959","UPPER DARBY SD","4224320","DELAWARE COUNTY","42045","42","4611 BOND AVE","DREXEL HILL","PA ","19026","4507","4611 BOND AVE","DREXEL HILL","PA ","19026","4507","6108534510","1-Regular school","39.953100","-75.315900","1959","125239452","4207","1st Grade","5th Grade","277"
