"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ARP ELEMENTARY","Wyoming","ARP ELEMENTARY","560198000097","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","1216 REINER CT","CHEYENNE","WY ","82007","2617","1216 REINER CT","CHEYENNE","WY ","82007","2617","3077712365","1-Regular school","41.114900","-104.787400","1101002","1101000","5600","Kindergarten","6th Grade","366"
"ARVADA ELEMENTARY","Wyoming","ARVADA ELEMENTARY","560568000309","SHERIDAN COUNTY SCHOOL DISTRICT #3","5605680","SHERIDAN COUNTY","56033","56","1601 MEADE AVE","ARVADA","WY ","82835","0125","P.O. BOX 125","CLEARMONT","WY ","82835","0125","3077584412","1-Regular school","44.637700","-106.380600","1703001","1703000","5600","Kindergarten","6th Grade","8"
"ARVADA-CLEARMONT HIGH SCHOOL","Wyoming","ARVADA-CLEARMONT HIGH SCHOOL","560568000308","SHERIDAN COUNTY SCHOOL DISTRICT #3","5605680","SHERIDAN COUNTY","56033","56","1601 MEADE AVE","CLEARMONT","WY ","82835","0125","P.O. BOX 125","CLEARMONT","WY ","82835","0125","3077584412","1-Regular school","44.637300","-106.381800","1703055","1703000","5600","9th Grade","12th Grade","31"
"ARVADA-CLEARMONT JUNIOR HIGH","Wyoming","ARVADA-CLEARMONT JUNIOR HIGH","560568000522","SHERIDAN COUNTY SCHOOL DISTRICT #3","5605680","SHERIDAN COUNTY","56033","56","1601 MEADE AVE","CLEARMONT","WY ","82835","","P.O. BOX 125","CLEARMONT","WY ","82835","0125","3077584412","1-Regular school","44.637300","-106.381800","1703051","1703000","5600","7th Grade","8th Grade","17"
"ASHGROVE ELEMENTARY","Wyoming","ASHGROVE ELEMENTARY","560522000288","FREMONT COUNTY SCHOOL DISTRICT #25","5605220","FREMONT COUNTY","56013","56","510 NORTH FIRST ST","RIVERTON","WY ","82501","3426","121 NORTH 5TH ST WEST","RIVERTON","WY ","82501","3453","3078562626","1-Regular school","43.029600","-108.391100","0725001","0725000","5600","Kindergarten","2nd Grade","223"
"ASPEN ELEMENTARY","Wyoming","ASPEN ELEMENTARY","560276000462","UINTA COUNTY SCHOOL DISTRICT #1","5602760","UINTA COUNTY","56041","56","225 BROKEN CIRCLE DR","EVANSTON","WY ","82931","6002","P.O. BOX 6002","EVANSTON","WY ","82931","6002","3077893106","1-Regular school","41.254700","-110.949000","2101006","2101000","5600","Kindergarten","5th Grade","322"
"ASPEN PARK ELEMENTARY","Wyoming","ASPEN PARK ELEMENTARY","560522000292","FREMONT COUNTY SCHOOL DISTRICT #25","5605220","FREMONT COUNTY","56013","56","1620 EAST SUNSET AVE","RIVERTON","WY ","82501","3872","121 NORTH 5TH ST WEST","RIVERTON","WY ","82501","3453","3078562625","1-Regular school","43.034400","-108.371100","0725005","0725000","5600","Kindergarten","2nd Grade","297"
"BAGGS ELEMENTARY","Wyoming","BAGGS ELEMENTARY","560198000098","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","3705 CHEYENNE ST","CHEYENNE","WY ","82001","1880","3705 CHEYENNE ST","CHEYENNE","WY ","82001","1880","3077712385","1-Regular school","41.147100","-104.764500","1101003","1101000","5600","Kindergarten","6th Grade","352"
"BAIN ELEMENTARY","Wyoming","BAIN ELEMENTARY","560198000099","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","903 ADAMS AVE","CHEYENNE","WY ","82001","6672","903 ADAMS AVE","CHEYENNE","WY ","82001","6672","3077712525","1-Regular school","41.134300","-104.759700","1101004","1101000","5600","Kindergarten","6th Grade","319"
"BAIROIL ELEMENTARY","Wyoming","BAIROIL ELEMENTARY","560103000030","CARBON COUNTY SCHOOL DISTRICT #1","5601030","SWEETWATER COUNTY","56037","56","101 BLUEBELL AVE","BAIROIL","WY ","82322","0027","P.O. BOX 27","BAIROIL","WY ","82322","0027","3073289215","1-Regular school","42.242500","-107.552200","0401002","0401000","5600","Kindergarten","5th Grade","8"
"BALDWIN CREEK ELEMENTARY","Wyoming","BALDWIN CREEK ELEMENTARY","560287000539","FREMONT COUNTY SCHOOL DISTRICT # 1","5602870","FREMONT COUNTY","56013","56","350 SMITH ST","LANDER","WY ","82520","2645","350 SMITH ST","LANDER","WY ","82520","2645","3073326967","1-Regular school","42.837900","-108.748100","0701009","0701000","5600","4th Grade","5th Grade","267"
"BAR NUNN ELEMENTARY","Wyoming","BAR NUNN ELEMENTARY","560451000445","NATRONA COUNTY SCHOOL DISTRICT #1","5604510","NATRONA COUNTY","56025","56","2050 SIEBKE DR","CASPER","WY ","82601","9477","2050 SIEBKE DRIVE","CASPER","WY ","82601","9477","3072534000","1-Regular school","42.915600","-106.348700","1301033","1301000","5600","Prekindergarten","6th Grade","267"
"BEAR LODGE HIGH SCHOOL","Wyoming","BEAR LODGE HIGH SCHOOL","560237000530","CROOK COUNTY SCHOOL DISTRICT #1","5602370","CROOK COUNTY","56011","56","405 MAIN","SUNDANCE","WY ","82729","1160","P.O. BOX 1160","SUNDANCE","WY ","82729","1160","3072832144","4-Alternative/other school","44.405300","-104.378700","0601058","0601000","5600","8th Grade","12th Grade","14"
"BEITEL ELEMENTARY","Wyoming","BEITEL ELEMENTARY","560073000005","ALBANY COUNTY SCHOOL DISTRICT #1","5600730","ALBANY COUNTY","56001","56","811 SOUTH 17TH ST","LARAMIE","WY ","82070","4215","811 SOUTH 17TH ST","LARAMIE","WY ","82070","4215","3077214436","1-Regular school","41.305800","-105.574300","0101002","0101000","5600","Kindergarten","5th Grade","263"
"BIG HORN BASIN CHILDREN'S CENTER","Wyoming","BIG HORN BASIN CHILDREN'S CENTER","560001600045","NORTHWEST WYOMING BOCES","5600016","HOT SPRINGS COUNTY","56017","56","250 EAST ARAPAHOE","THERMOPOLIS","WY ","82443","0112","P.O. BOX 112","THERMOPOLIS","WY ","82443","0112","3078642171","2-Special education school","43.647700","-108.197600","0950002","0950000","5600","Kindergarten","8th Grade","–"
"BIG HORN ELEMENTARY","Wyoming","BIG HORN ELEMENTARY","560569000395","SHERIDAN COUNTY SCHOOL DISTRICT #1","5605690","SHERIDAN COUNTY","56033","56","333 US HWY 335","BIG HORN","WY ","82833","0490","P.O. BOX 490","BIG HORN","WY ","82833","0490","3076723497","1-Regular school","44.681800","-106.996100","1701001","1701000","5600","Kindergarten","5th Grade","195"
"BIG HORN HIGH SCHOOL","Wyoming","BIG HORN HIGH SCHOOL","560569000311","SHERIDAN COUNTY SCHOOL DISTRICT #1","5605690","SHERIDAN COUNTY","56033","56","333 US HWY 335","BIG HORN","WY ","82833","0490","P.O. BOX 490","BIG HORN","WY ","82833","0490","3076748190","1-Regular school","44.681800","-106.996100","1701055","1701000","5600","9th Grade","12th Grade","155"
"BIG HORN MIDDLE SCHOOL","Wyoming","BIG HORN MIDDLE SCHOOL","560569000446","SHERIDAN COUNTY SCHOOL DISTRICT #1","5605690","SHERIDAN COUNTY","56033","56","333 US HWY 335","BIG HORN","WY ","82833","0490","P.O. BOX 490","BIG HORN","WY ","82833","0490","3076748190","1-Regular school","44.681800","-106.996100","1701050","1701000","5600","6th Grade","8th Grade","123"
"BIG PINEY ELEMENTARY","Wyoming","BIG PINEY ELEMENTARY","560126000043","SUBLETTE COUNTY SCHOOL DISTRICT #9","5601260","SUBLETTE COUNTY","56035","56","630 BUDD AVE","BIG PINEY","WY ","83113","0769","P.O. BOX 769","BIG PINEY","WY ","83113","0769","3072763313","1-Regular school","42.559000","-110.114000","1809001","1809000","5600","Kindergarten","5th Grade","247"
"BIG PINEY HIGH SCHOOL","Wyoming","BIG PINEY HIGH SCHOOL","560126000041","SUBLETTE COUNTY SCHOOL DISTRICT #9","5601260","SUBLETTE COUNTY","56035","56","916 PINEY DR","BIG PINEY","WY ","83113","0769","P.O. BOX 769","BIG PINEY","WY ","83113","0769","3072763324","1-Regular school","42.539400","-110.116300","1809055","1809000","5600","9th Grade","12th Grade","189"
"BIG PINEY MIDDLE SCHOOL","Wyoming","BIG PINEY MIDDLE SCHOOL","560126000042","SUBLETTE COUNTY SCHOOL DISTRICT #9","5601260","SUBLETTE COUNTY","56035","56","201 SOUTH NICHOLS ST","BIG PINEY","WY ","83113","0769","P.O. BOX 769","BIG PINEY","WY ","83113","0769","3072763315","1-Regular school","42.537300","-110.115500","1809050","1809000","5600","6th Grade","8th Grade","154"
"BONDURANT ELEMENTARY","Wyoming","BONDURANT ELEMENTARY","560486000269","SUBLETTE COUNTY SCHOOL DISTRICT #1","5604860","SUBLETTE COUNTY","56035","56","14224 US HWY 191 SOUTH","PINEDALE","WY ","82941","0549","P.O. BOX 549","PINEDALE","WY ","82941","0549","3073672828","1-Regular school","42.866700","-109.861300","1801001","1801000","5600","Kindergarten","5th Grade","4"
"BOXELDER ELEMENTARY","Wyoming","BOXELDER ELEMENTARY","560215000413","CONVERSE COUNTY SCHOOL DISTRICT #2","5602150","CONVERSE COUNTY","56009","56","1866 BOXELDER RD","GLENROCK","WY ","82637","","1866 BOXELDER RD","GLENROCK","WY ","82637","","3074368953","1-Regular school","42.628300","-105.866700","0502001","0502000","5600","Kindergarten","6th Grade","3"
"BUFFALO HIGH SCHOOL","Wyoming","BUFFALO HIGH SCHOOL","560377000187","JOHNSON COUNTY SCHOOL DISTRICT #1","5603770","JOHNSON COUNTY","56019","56","29891 OLD HWY 87","BUFFALO","WY ","82834","2139","29891 OLD HWY 87","BUFFALO","WY ","82834","2139","3076842269","1-Regular school","44.332700","-106.690900","1001055","1001000","5600","9th Grade","12th Grade","337"
"BUFFALO RIDGE ELEMENTARY","Wyoming","BUFFALO RIDGE ELEMENTARY","560147000546","CAMPBELL COUNTY SCHOOL DISTRICT #1","5601470","CAMPBELL COUNTY","56005","56","4501 TANNER DR","GILLETTE","WY ","82717","3033","PO BOX 3033","GILLETTE","WY ","82717","3033","3076863058","1-Regular school","44.257600","-105.499700","0301025","0301000","5600","Kindergarten","6th Grade","447"
"BUFFALO RIDGE ELEMENTARY","Wyoming","BUFFALO RIDGE ELEMENTARY","560198000100","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","5331 PINERIDGE AVE","CHEYENNE","WY ","82009","5208","5331 PINERIDGE AVE","CHEYENNE","WY ","82009","5208","3077712595","1-Regular school","41.166200","-104.777000","1101005","1101000","5600","Kindergarten","6th Grade","287"
"BURLINGTON ELEMENTARY","Wyoming","BURLINGTON ELEMENTARY","560142000049","BIG HORN COUNTY SCHOOL DISTRICT #1","5601420","BIG HORN COUNTY","56003","56","109 SCHOOL AVE","BURLINGTON","WY ","82411","0009","P.O. BOX 9","BURLINGTON","WY ","82411","0009","3077623334","1-Regular school","44.451100","-108.433700","0201001","0201000","5600","Prekindergarten","5th Grade","121"
"BURLINGTON HIGH SCHOOL","Wyoming","BURLINGTON HIGH SCHOOL","560142000478","BIG HORN COUNTY SCHOOL DISTRICT #1","5601420","BIG HORN COUNTY","56003","56","109 SCHOOL AVE","BURLINGTON","WY ","82411","0009","P.O. BOX 9","BURLINGTON","WY ","82411","0009","3077623334","1-Regular school","44.451100","-108.433700","0201055","0201000","5600","9th Grade","12th Grade","84"
"BURLINGTON MIDDLE SCHOOL","Wyoming","BURLINGTON MIDDLE SCHOOL","560142000477","BIG HORN COUNTY SCHOOL DISTRICT #1","5601420","BIG HORN COUNTY","56003","56","109 SCHOOL AVE","BURLINGTON","WY ","82411","0009","P.O. BOX 9","BURLINGTON","WY ","82411","0009","3077623334","1-Regular school","44.451100","-108.433700","0201050","0201000","5600","6th Grade","8th Grade","49"
"BURNS ELEMENTARY","Wyoming","BURNS ELEMENTARY","560412000504","LARAMIE COUNTY SCHOOL DISTRICT #2","5604120","LARAMIE COUNTY","56021","56","630 EAST 4TH","BURNS","WY ","82053","0010","P.O. BOX 10","BURNS","WY ","82053","0010","3072454150","1-Regular school","41.188200","-104.358200","1102005","1102000","5600","Kindergarten","6th Grade","233"
"BURNS JR & SR HIGH SCHOOL","Wyoming","BURNS JR & SR HIGH SCHOOL","560412000209","LARAMIE COUNTY SCHOOL DISTRICT #2","5604120","LARAMIE COUNTY","56021","56","305 EAST COUNTY RD 213","BURNS","WY ","82053","0160","P.O. BOX 160","BURNS","WY ","82053","0160","3072454100","1-Regular school","41.192700","-104.358400","1102056","1102000","5600","7th Grade","12th Grade","263"
"C Y JUNIOR HIGH SCHOOL","Wyoming","C Y JUNIOR HIGH SCHOOL","560451000232","NATRONA COUNTY SCHOOL DISTRICT #1","5604510","NATRONA COUNTY","56025","56","2900 CYCLONE DR","CASPER","WY ","82604","3144","2900 CYCLONE DR","CASPER","WY ","82604","3144","3072532700","1-Regular school","42.812800","-106.359400","1301050","1301000","5600","6th Grade","9th Grade","757"
"C-BAR-V RANCH","Wyoming","C-BAR-V RANCH","568025000048","REGION V BOCES","5680250","TETON COUNTY","56039","56","3850 NORTH WILDERNESS DR","WILSON","WY ","83014","0240","P.O. BOX 240","WILSON","WY ","83014","0240","3077338210","2-Special education school","43.535600","-110.830600","2050002","2050000","5600","1st Grade","12th Grade","0"
"CAMPBELL COUNTY HIGH SCHOOL","Wyoming","CAMPBELL COUNTY HIGH SCHOOL","560147000057","CAMPBELL COUNTY SCHOOL DISTRICT #1","5601470","CAMPBELL COUNTY","56005","56","1000 CAMEL DR","GILLETTE","WY ","82717","3033","P.O. BOX 3033","GILLETTE","WY ","82717","3033","3076827247","1-Regular school","44.282300","-105.487900","0301055","0301000","5600","10th Grade","12th Grade","1518"
"CAREY JUNIOR HIGH SCHOOL","Wyoming","CAREY JUNIOR HIGH SCHOOL","560198000093","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","1780 EAST PERSHING BLVD","CHEYENNE","WY ","82001","4103","1780 EAST PERSHING BLVD","CHEYENNE","WY ","82001","4103","3077712580","1-Regular school","41.146500","-104.799200","1101050","1101000","5600","7th Grade","8th Grade","719"
"CARPENTER ELEMENTARY","Wyoming","CARPENTER ELEMENTARY","560412000211","LARAMIE COUNTY SCHOOL DISTRICT #2","5604120","LARAMIE COUNTY","56021","56","4816 MONROE AVE","CARPENTER","WY ","82054","0368","P.O. BOX L","CARPENTER","WY ","82054","0368","3072454180","1-Regular school","41.045300","-104.365900","1102002","1102000","5600","Kindergarten","6th Grade","96"
"CASPER CLASSICAL ACADEMY","Wyoming","CASPER CLASSICAL ACADEMY","560451000183","NATRONA COUNTY SCHOOL DISTRICT #1","5604510","NATRONA COUNTY","56025","56","900 SOUTH BEVERLY","CASPER","WY ","82601","","900 SOUTH BEVERLY","CASPER","WY ","82601","","3072533160","1-Regular school","42.841500","-106.300800","1301038","1301000","5600","6th Grade","9th Grade","360"
"CATHEDRAL HOME FOR CHILDREN","Wyoming","CATHEDRAL HOME FOR CHILDREN","560000900145","CATHEDRAL HOME FOR CHILDREN - ADMINISTRATION OFFICE","5600009","ALBANY COUNTY","56001","56","4989 NORTH 3RD ST","LARAMIE","WY ","82073","0520","P.O. BOX 520","LARAMIE","WY ","82073","0520","3077458997","4-Alternative/other school","41.328000","-105.591800","0170001","0170000","5600","4th Grade","12th Grade","–"
"CENTENNIAL ELEMENTARY","Wyoming","CENTENNIAL ELEMENTARY","560073000007","ALBANY COUNTY SCHOOL DISTRICT #1","5600730","ALBANY COUNTY","56001","56","2771 HWY 130","CENTENNIAL","WY ","82055","0326","P.O. BOX 326","CENTENNIAL","WY ","82055","0326","3077459585","1-Regular school","41.298500","-106.142000","0101005","0101000","5600","Kindergarten","6th Grade","22"
"CENTENNIAL JUNIOR HIGH SCHOOL","Wyoming","CENTENNIAL JUNIOR HIGH SCHOOL","560451000470","NATRONA COUNTY SCHOOL DISTRICT #1","5604510","NATRONA COUNTY","56025","56","1421 WATERFORD","CASPER","WY ","82609","4401","1421 WATERFORD","CASPER","WY ","82609","4401","3072532900","1-Regular school","42.834500","-106.263500","1301054","1301000","5600","6th Grade","9th Grade","628"
"CENTRAL HIGH SCHOOL","Wyoming","CENTRAL HIGH SCHOOL","560198000090","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","5500 EDUCATION DR","CHEYENNE","WY ","82009","4008","5500 EDUCATION DRIVE","CHEYENNE","WY ","82009","4008","3077712680","1-Regular school","41.170900","-104.836800","1101055","1101000","5600","9th Grade","12th Grade","1189"
"CHUGWATER ELEMENTARY","Wyoming","CHUGWATER ELEMENTARY","560509000271","PLATTE COUNTY SCHOOL DISTRICT #1","5605090","PLATTE COUNTY","56031","56","406 5TH ST","WHEATLAND","WY ","82201","0068","1350 OAK ST","WHEATLAND","WY ","82201","0068","3074223501","1-Regular school","41.762000","-104.821300","1601001","1601000","5600","Kindergarten","6th Grade","32"
"CHUGWATER HIGH SCHOOL","Wyoming","CHUGWATER HIGH SCHOOL","560509000391","PLATTE COUNTY SCHOOL DISTRICT #1","5605090","PLATTE COUNTY","56031","56","406 5TH ST","WHEATLAND","WY ","82201","0068","1350 OAK ST","WHEATLAND","WY ","82201","0068","3074223501","1-Regular school","41.762000","-104.821300","1601055","1601000","5600","9th Grade","12th Grade","14"
"CHUGWATER JUNIOR HIGH SCHOOL","Wyoming","CHUGWATER JUNIOR HIGH SCHOOL","560509000509","PLATTE COUNTY SCHOOL DISTRICT #1","5605090","PLATTE COUNTY","56031","56","406 5TH ST","WHEATLAND","WY ","82201","0068","1350 OAK ST","WHEATLAND","WY ","82201","0068","3074223501","1-Regular school","41.762000","-104.821300","1601051","1601000","5600","7th Grade","8th Grade","6"
"CLARK ELEMENTARY","Wyoming","CLARK ELEMENTARY","560276000155","UINTA COUNTY SCHOOL DISTRICT #1","5602760","UINTA COUNTY","56041","56","1248 MORSE LEE ST","EVANSTON","WY ","82931","6002","P.O. BOX 6002","EVANSTON","WY ","82931","6002","3077892833","1-Regular school","41.266500","-110.972100","2101002","2101000","5600","Kindergarten","5th Grade","243"
"CLARK ELEMENTARY","Wyoming","CLARK ELEMENTARY","560516000280","PARK COUNTY SCHOOL DISTRICT # 1","5605160","PARK COUNTY","56029","56","363 RD 1AB","POWELL","WY ","82435","2730","160 NORTH EVARTS","POWELL","WY ","82435","2730","3076453241","1-Regular school","44.909000","-109.179300","1501001","1501000","5600","Kindergarten","5th Grade","11"
"CLAWSON ELEMENTARY","Wyoming","CLAWSON ELEMENTARY","560198000114","LARAMIE COUNTY SCHOOL DISTRICT #1","5601980","LARAMIE COUNTY","56021","56","376 RD 228A","HORSE CREEK","WY ","82061","","376 RD 228A","HORSE CREEK","WY ","82061","","3077712291","1-Regular school","41.413300","-105.183200","1101019","1101000","5600","Kindergarten","6th Grade","10"
"CLEAR CREEK MIDDLE SCHOOL","Wyoming","CLEAR CREEK MIDDLE SCHOOL","560377000191","JOHNSON COUNTY SCHOOL DISTRICT #1","5603770","JOHNSON COUNTY","56019","56","361 WEST GATCHELL","BUFFALO","WY ","82834","1809","361 WEST GATCHELL","BUFFALO","WY ","82834","1809","3076845594","1-Regular school","44.341700","-106.702600","1001050","1001000","5600","6th Grade","8th Grade","247"
"CLEARMONT ELEMENTARY","Wyoming","CLEARMONT ELEMENTARY","560568000310","SHERIDAN COUNTY SCHOOL DISTRICT #3","5605680","SHERIDAN COUNTY","56033","56","1601 MEADE AVE","CLEARMONT","WY ","82835","0125","P.O. BOX 125","CLEARMONT","WY ","82835","0125","3077584412","1-Regular school","44.637300","-106.381800","1703002","1703000","5600","Kindergarten","6th Grade","40"
"CLOUD PEAK ELEMENTARY SCHOOL","Wyoming","CLOUD PEAK ELEMENTARY SCHOOL","560377000417","JOHNSON COUNTY SCHOOL DISTRICT #1","5603770","JOHNSON COUNTY","56019","56","100 CONRAD","BUFFALO","WY ","82834","1868","100 CONRAD","BUFFALO","WY ","82834","1868","3076840153","1-Regular school","44.337600","-106.703000","1001002","1001000","5600","3rd Grade","5th Grade","263"
"CLOUD PEAK MIDDLE SCHOOL","Wyoming","CLOUD PEAK MIDDLE SCHOOL","560109000476","BIG HORN COUNTY SCHOOL DISTRICT #4","5601090","BIG HORN COUNTY","56003","56","170 SCHOOL AVE","MANDERSON","WY ","82432","0097","P.O. BOX 97","MANDERSON","WY ","82432","0097","3075682846","1-Regular school","44.270000","-107.962800","0204051","0204000","5600","6th Grade","8th Grade","66"
"CODY HIGH SCHOOL","Wyoming","CODY HIGH SCHOOL","560207000121","PARK COUNTY SCHOOL DISTRICT # 6","5602070","PARK COUNTY","56029","56","1225 10TH ST","CODY","WY ","82414","3531","919 CODY AVE","CODY","WY ","82414","3531","3075874251","1-Regular school","44.524200","-109.068700","1506055","1506000","5600","9th Grade","12th Grade","686"
"CODY MIDDLE SCHOOL","Wyoming","CODY MIDDLE SCHOOL","560207000351","PARK COUNTY SCHOOL DISTRICT # 6","5602070","PARK COUNTY","56029","56","2901 COUGAR AVE","CODY","WY ","82414","8400","919 CODY AVE","CODY","WY ","82414","8400","3075874273","1-Regular school","44.530600","-109.034900","1506050","1506000","5600","6th Grade","8th Grade","456"
"COKEVILLE ELEMENTARY","Wyoming","COKEVILLE ELEMENTARY","560406000205","LINCOLN COUNTY SCHOOL DISTRICT #2","5604060","LINCOLN COUNTY","56023","56","250 NORTH SAGE","COKEVILLE","WY ","83114","0400","P.O. BOX 400","COKEVILLE","WY ","83114","0400","3072793233","1-Regular school","42.086800","-110.954500","1202002","1202000","5600","Kindergarten","6th Grade","132"
"COKEVILLE HIGH SCHOOL","Wyoming","COKEVILLE HIGH SCHOOL","560406000381","LINCOLN COUNTY SCHOOL DISTRICT #2","5604060","LINCOLN COUNTY","56023","56","300 PINE","COKEVILLE","WY ","83114","0020","P.O. BOX 220","COKEVILLE","WY ","83114","0020","3072793273","1-Regular school","42.082700","-110.955400","1202055","1202000","5600","7th Grade","12th Grade","103"
