"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ALCOA ELEMENTARY","Tennessee","ALCOA ELEMENTARY","470006000234","ALCOA","4700060","BLOUNT COUNTY","47009","47","1200 SPRINGBROOK RD","ALCOA","TN ","37701","2056","1200 SPRINGBROOK RD","ALCOA","TN ","37701","2056","8659823120","1-Regular school","35.792600","-83.974500","0005","051","4702","Prekindergarten","4th Grade","740"
"ALCOA HIGH SCHOOL","Tennessee","ALCOA HIGH SCHOOL","470006000235","ALCOA","4700060","BLOUNT COUNTY","47009","47","532 FARADAY ST","ALCOA","TN ","37701","2072","532 FARADAY ST","ALCOA","TN ","37701","2072","8659824631","1-Regular school","35.792200","-83.979900","0010","051","4702","9th Grade","12th Grade","534"
"ALCOA MIDDLE SCHOOL","Tennessee","ALCOA MIDDLE SCHOOL","470006000236","ALCOA","4700060","BLOUNT COUNTY","47009","47","1325 SPRINGBROOK RD","ALCOA","TN ","37701","2056","1325 SPRINGBROOK RD","ALCOA","TN ","37701","2056","8659825211","1-Regular school","35.791900","-83.978700","0006","051","4702","5th Grade","8th Grade","595"
"ALCY ELEMENTARY","Tennessee","ALCY ELEMENTARY","470014801013","SHELBY CO","4700148","SHELBY COUNTY","47157","47","1750 ALCY RD","MEMPHIS","TN ","38114","","1750 ALCY RD","MEMPHIS","TN ","38114","","9014167800","1-Regular school","35.079100","-90.004300","2015","792","4709","Kindergarten","5th Grade","315"
"ALEX GREEN IMPACT SCHOOL","Tennessee","ALEX GREEN IMPACT SCHOOL","470318001254","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","3921 LLOYD RD","WHITES CREEK","TN ","37189","","3921 LLOYD RD","WHITES CREEK","TN ","37189","","6158765105","1-Regular school","36.253500","-86.832600","0005","190","4705","Prekindergarten","4th Grade","377"
"ALEXANDER MICROSOCIETY MAGNET ELEMENTARY SCHOOL","Tennessee","ALEXANDER MICROSOCIETY MAGNET ELEMENTARY SCHOOL","470258000648","MADISON COUNTY","4702580","MADISON COUNTY","47113","47","900 NORTH HIGHLAND AV","JACKSON","TN ","38301","4400","900 N HIGHLAND AV","JACKSON","TN ","38301","4400","7314221841","1-Regular school","35.629300","-88.816900","0006","570","4708","Prekindergarten","5th Grade","317"
"ALGOOD ELEMENTARY","Tennessee","ALGOOD ELEMENTARY","470348002195","PUTNAM COUNTY","4703480","PUTNAM COUNTY","47141","47","2525 OLD WALTON RD","ALGOOD","TN ","38506","","2525 OLD WALTON RD","ALGOOD","TN ","38506","","9316156141","1-Regular school","36.176000","-85.452700","0005","710","4706","Kindergarten","4th Grade","567"
"ALGOOD MIDDLE SCHOOL","Tennessee","ALGOOD MIDDLE SCHOOL","470348001901","PUTNAM COUNTY","4703480","PUTNAM COUNTY","47141","47","540 DRY VALLEY RD","COOKEVILLE","TN ","38506","4935","540 DRY VALLEY RD","COOKEVILLE","TN ","38506","4935","9315376141","1-Regular school","36.176200","-85.452900","0008","710","4706","5th Grade","8th Grade","815"
"ALLARDT ELEMENTARY","Tennessee","ALLARDT ELEMENTARY","470123000373","FENTRESS COUNTY","4701230","FENTRESS COUNTY","47049","47","220 PORTLAND AV","ALLARDT","TN ","38504","0129","BOX 129","ALLARDT","TN ","38504","0129","9318799515","1-Regular school","36.378000","-84.880000","0005","250","4706","Prekindergarten","8th Grade","393"
"ALLEN ELEMENTARY","Tennessee","ALLEN ELEMENTARY","470159000489","HAMILTON COUNTY","4701590","HAMILTON COUNTY","47065","47","9811 DALLAS HOLLOW RD","SODDY DAISY","TN ","37379","3911","9811 DALLAS HOLLOW RD","SODDY DAISY","TN ","37379","3911","4238434713","1-Regular school","35.237500","-85.151500","0005","330","4703","Prekindergarten","5th Grade","597"
"ALLENDALE ELEMENTARY SCHOOL","Tennessee","ALLENDALE ELEMENTARY SCHOOL","470453002244","WILLIAMSON COUNTY","4704530","WILLIAMSON COUNTY","47187","47","2100 PRESCOTT WAY","SPRING HILL","TN ","37174","","2100 PRESCOTT WAY","SPRING HILL","TN ","37174","","6154725130","1-Regular school","35.756200","-86.894400","0004","940","4707","Kindergarten","5th Grade","804"
"ALLONS ELEMENTARY","Tennessee","ALLONS ELEMENTARY","470333001414","OVERTON COUNTY","4703330","OVERTON COUNTY","47133","47","321 OLD CELINA HW","ALLONS","TN ","38541","6903","321 OLD CELINA HW","ALLONS","TN ","38541","6903","9318235921","1-Regular school","36.435600","-85.345400","0005","670","4706","Prekindergarten","8th Grade","363"
"ALPHA ELEMENTARY","Tennessee","ALPHA ELEMENTARY","470000100477","HAMBLEN COUNTY","4700001","HAMBLEN COUNTY","47063","47","5620 OLD US 11E HW","MORRISTOWN","TN ","37814","1034","5620 OLD US 11E HW","MORRISTOWN","TN ","37814","1034","4235863332","1-Regular school","36.180600","-83.386200","0005","320","4701","Kindergarten","5th Grade","608"
"ALPINE CREST ELEMENTARY","Tennessee","ALPINE CREST ELEMENTARY","470159000490","HAMILTON COUNTY","4701590","HAMILTON COUNTY","47065","47","4700 STAGG RD","CHATTANOOGA","TN ","37415","2300","4700 STAGG RD","CHATTANOOGA","TN ","37415","2300","4238741921","1-Regular school","35.130500","-85.271400","0010","330","4703","Kindergarten","5th Grade","304"
"ALTON ELEMENTARY","Tennessee","ALTON ELEMENTARY","470014801014","SHELBY CO","4700148","SHELBY COUNTY","47157","47","2020 ALTON ST","MEMPHIS","TN ","38106","","2020 ALTON ST","MEMPHIS","TN ","38106","","9014167430","1-Regular school","35.092200","-90.043300","2020","792","4709","Prekindergarten","5th Grade","326"
"ALTRURIA ELEMENTARY","Tennessee","ALTRURIA ELEMENTARY","470014801566","SHELBY CO","4700148","SHELBY COUNTY","47157","47","6641 DEERMONT","BARTLETT","TN ","38134","","6641 DEERMONT","BARTLETT","TN ","38134","","9013732600","1-Regular school","35.214700","-89.842300","0003","792","4708","Prekindergarten","5th Grade","819"
"ALVIN C. YORK INSTITUTE","Tennessee","ALVIN C. YORK INSTITUTE","470014402133","ALVIN C YORK INSTITUTE","4700144","FENTRESS COUNTY","47049","47","701 NORTH MAIN","JAMESTOWN","TN ","38556","","701 NORTH MAIN P. O. BOX 70","JAMESTOWN","TN ","38556","","9318798101","1-Regular school","36.443700","-84.938100","0005","961","4706","9th Grade","12th Grade","620"
"AMERICAN WAY MIDDLE","Tennessee","AMERICAN WAY MIDDLE","470014802040","SHELBY CO","4700148","SHELBY COUNTY","47157","47","3805 AMERICAN WAY","MEMPHIS","TN ","38118","","3805 AMERICAN WAY","MEMPHIS","TN ","38118","","9014161250","1-Regular school","35.074800","-89.936400","2023","792","4709","6th Grade","8th Grade","696"
"AMHERST ELEMENTARY SCHOOL","Tennessee","AMHERST ELEMENTARY SCHOOL","470222002065","KNOX COUNTY","4702220","KNOX COUNTY","47093","47","5101 SCHAAD RD","KNOXVILLE","TN ","37931","","5101 SCHAAD RD","KNOXVILLE","TN ","37931","","8655607001","1-Regular school","35.978300","-84.058600","0002","470","4702","Kindergarten","5th Grade","798"
"AMQUI ELEMENTARY","Tennessee","AMQUI ELEMENTARY","470318001255","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","319 ANDERSON LA","MADISON","TN ","37115","2800","319 ANDERSON LA","MADISON","TN ","37115","2800","6156123678","1-Regular school","36.274000","-86.703700","0010","190","4705","Prekindergarten","4th Grade","638"
"ANDERSON COUNTY CAREER  TECHNICAL CENTER","Tennessee","ANDERSON COUNTY CAREER  TECHNICAL CENTER","470009000003","ANDERSON COUNTY","4700090","ANDERSON COUNTY","47001","47","140 MAVERICK CR","CLINTON","TN ","37716","6748","140 MAVERICK CR","CLINTON","TN ","37716","6748","8654574205","3-Vocational school","36.158800","-84.095900","0003","010","4703","9th Grade","12th Grade","–"
"ANDERSON COUNTY HEAD START / PRESCHOOL","Tennessee","ANDERSON COUNTY HEAD START / PRESCHOOL","470009002163","ANDERSON COUNTY","4700090","ANDERSON COUNTY","47001","47","708 NORTH MAIN ST","CLINTON","TN ","37716","","708 N. MAIN ST","CLINTON","TN ","37716","","8654632833","1-Regular school","36.111300","-84.132100","7001","010","4703","Prekindergarten","Prekindergarten","–"
"ANDERSON COUNTY HIGH SCHOOL","Tennessee","ANDERSON COUNTY HIGH SCHOOL","470009001871","ANDERSON COUNTY","4700090","ANDERSON COUNTY","47001","47","130 MAVERICK CR","CLINTON","TN ","37716","6749","130 MAVERICK CR","CLINTON","TN ","37716","6749","8654574716","1-Regular school","36.160500","-84.094900","0002","010","4703","9th Grade","12th Grade","1069"
"ANDERSON EARLY CHILDHOOD","Tennessee","ANDERSON EARLY CHILDHOOD","470177000591","HAYWOOD COUNTY","4701770","HAYWOOD COUNTY","47075","47","620 WEST MAIN","BROWNSVILLE","TN ","38012","2535","620 WEST MAIN","BROWNSVILLE","TN ","38012","2535","7317729053","1-Regular school","35.593800","-89.272100","0005","380","4708","Prekindergarten","Kindergarten","436"
"ANDERSON ELEMENTARY","Tennessee","ANDERSON ELEMENTARY","470036000107","BRISTOL","4700360","SULLIVAN COUNTY","47163","47","901 NINTH ST","BRISTOL","TN ","37620","3539","901 NINTH ST","BRISTOL","TN ","37620","3539","4236529444","1-Regular school","36.586300","-82.189300","0005","821","4701","Prekindergarten","6th Grade","413"
"ANDERSONVILLE ELEMENTARY","Tennessee","ANDERSONVILLE ELEMENTARY","470009000004","ANDERSON COUNTY","4700090","ANDERSON COUNTY","47001","47","1951 MOUNTAIN RD","ANDERSONVILLE","TN ","37705","4115","1951 MOUNTAIN RD","ANDERSONVILLE","TN ","37705","4115","8654947695","1-Regular school","36.197000","-84.036800","0005","010","4703","Prekindergarten","5th Grade","343"
"ANDREW JACKSON ELEMENTARY","Tennessee","ANDREW JACKSON ELEMENTARY","470318001256","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","110 SHUTE LA","OLD HICKORY","TN ","37138","2058","110 SHUTE LA","OLD HICKORY","TN ","37138","2058","6158477317","1-Regular school","36.231500","-86.622500","0015","190","4705","Prekindergarten","4th Grade","536"
"ANDREW JACKSON ELEMENTARY MAGNET SCHOOL","Tennessee","ANDREW JACKSON ELEMENTARY MAGNET SCHOOL","470258002259","MADISON COUNTY","4702580","MADISON COUNTY","47113","47","211 OLD HICKORY BL","JACKSOM","TN ","38305","","211 OLD HICKORY BL","JACKSOM","TN ","38305","","7316688023","1-Regular school","35.655600","-88.838900","0146","570","4708","Kindergarten","5th Grade","531"
"ANTIOCH HIGH SCHOOL","Tennessee","ANTIOCH HIGH SCHOOL","470318001257","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","1900 HOBSON PK","ANTIOCH","TN ","37013","3710","1900 HOBSON PK","ANTIOCH","TN ","37013","3710","6156415400","1-Regular school","36.047400","-86.599000","0020","190","4705","9th Grade","12th Grade","1965"
"ANTIOCH MIDDLE SCHOOL","Tennessee","ANTIOCH MIDDLE SCHOOL","470318001052","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","5050 BLUE HOLE RD","ANTIOCH","TN ","37013","","5050 BLUE HOLE RD","ANTIOCH","TN ","37013","","6153335642","1-Regular school","36.055200","-86.671700","0023","190","4705","5th Grade","8th Grade","697"
"APISON ELEMENTARY SCHOOL","Tennessee","APISON ELEMENTARY SCHOOL","470159000491","HAMILTON COUNTY","4701590","HAMILTON COUNTY","47065","47","10433 EAST BRAINERD RD","APISON","TN ","37302","","10433 EAST BRAINERD RD","APISON","TN ","37302","","4232364322","1-Regular school","34.998500","-85.058000","0013","330","4703","Prekindergarten","5th Grade","635"
"APOLLO MIDDLE SCHOOL","Tennessee","APOLLO MIDDLE SCHOOL","470318001258","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","631 RICHARDS RD","ANTIOCH","TN ","37013","2800","631 RICHARDS RD","ANTIOCH","TN ","37013","2800","6153335025","1-Regular school","36.066600","-86.664100","0025","190","4705","5th Grade","8th Grade","812"
"APPLING MIDDLE SCHOOL","Tennessee","APPLING MIDDLE SCHOOL","470014800415","SHELBY CO","4700148","SHELBY COUNTY","47157","47","3700 APPLING RD","BARTLETT","TN ","38133","","3700 APPLING RD","BARTLETT","TN ","38133","","9013731410","1-Regular school","35.228300","-89.808200","0007","792","4708","6th Grade","8th Grade","596"
"ARLINGTON ELEMENTARY","Tennessee","ARLINGTON ELEMENTARY","470014801567","SHELBY CO","4700148","SHELBY COUNTY","47157","47","11825 DOUGLASS ST","ARLINGTON","TN ","38002","","11825 DOUGLASS ST","ARLINGTON","TN ","38002","","9018676000","1-Regular school","35.285700","-89.667600","0005","792","4708","Kindergarten","5th Grade","939"
"ARLINGTON ELEMENTARY SCHOOL","Tennessee","ARLINGTON ELEMENTARY SCHOOL","470258001336","MADISON COUNTY","4702580","MADISON COUNTY","47113","47","701 ARLINGTON AV","JACKSON","TN ","38301","","701 ARLINGTON AV","JACKSON","TN ","38301","","7312659784","1-Regular school","35.628200","-88.833100","0014","570","4708","Prekindergarten","5th Grade","666"
"ARLINGTON HIGH SCHOOL","Tennessee","ARLINGTON HIGH SCHOOL","470014802075","SHELBY CO","4700148","SHELBY COUNTY","47157","47","5475 AIRLINE RD","ARLINGTON","TN ","38002","","5475 AIRLINE RD","ARLINGTON","TN ","38002","","9018671541","1-Regular school","35.275700","-89.669600","0001","792","4708","9th Grade","12th Grade","2186"
"ARLINGTON MIDDLE SCHOOL","Tennessee","ARLINGTON MIDDLE SCHOOL","470014801358","SHELBY CO","4700148","SHELBY COUNTY","47157","47","5470 LAMB RD","ARLINGTON","TN ","38002","","5470 LAMB RD","ARLINGTON","TN ","38002","","9018671541","1-Regular school","35.276300","-89.690900","0006","792","4708","6th Grade","8th Grade","1255"
"ARNOLD MEMORIAL ELEMENTARY SCHOOL","Tennessee","ARNOLD MEMORIAL ELEMENTARY SCHOOL","470069000263","CLEVELAND","4700690","BRADLEY COUNTY","47011","47","473 8TH NORTH WEST ST","CLEVELAND","TN ","37311","1871","473 8TH N W ST","CLEVELAND","TN ","37311","1871","4234722241","1-Regular school","35.164700","-84.877800","0010","061","4704","Prekindergarten","5th Grade","411"
"ARROW ACADEMY OF EXCELLENCE","Tennessee","ARROW ACADEMY OF EXCELLENCE","470014802317","SHELBY CO","4700148","SHELBY COUNTY","47157","47","645 SEMMES ST","MEMPHIS","TN ","38111","","645 SEMMES ST","MEMPHIS","TN ","38111","","9013457777","1-Regular school","35.114300","-89.961400","8150","792","4709","Kindergarten","3rd Grade","29"
"ASHLAND CITY ELEMENTARY","Tennessee","ASHLAND CITY ELEMENTARY","470057000227","CHEATHAM COUNTY","4700570","CHEATHAM COUNTY","47021","47","108 ELIZABETH ST","ASHLAND CITY","TN ","37015","1101","108 ELIZABETH ST","ASHLAND CITY","TN ","37015","1101","6157924296","1-Regular school","36.271500","-87.062800","0005","110","4705","Prekindergarten","4th Grade","531"
"ASPIRE HANLEY #1","Tennessee","ASPIRE HANLEY #1","470014702356","ACHIEVEMENT SCHOOL DISTRICT","4700147","SHELBY COUNTY","47157","47","680 HANLEY ST","MEMPHIS","TN ","38114","","680 HANLEY ST","MEMPHIS","TN ","38114","","9012059443","1-Regular school","35.113500","-89.976700","8024","985","4709","Prekindergarten","5th Grade","328"
"ASPIRE HANLEY #2","Tennessee","ASPIRE HANLEY #2","470014702324","ACHIEVEMENT SCHOOL DISTRICT","4700147","SHELBY COUNTY","47157","47","680 HANLEY ST","MEMPHIS","TN ","38114","","680 HANLEY ST","MEMPHIS","TN ","38114","","9012059443","1-Regular school","35.113500","-89.976700","8025","985","4709","Prekindergarten","5th Grade","307"
"ATHENS CITY MIDDLE SCHOOL","Tennessee","ATHENS CITY MIDDLE SCHOOL","470012000025","ATHENS","4700120","MCMINN COUNTY","47107","47","200 KEITH LA","ATHENS","TN ","37303","4148","200 KEITH LA","ATHENS","TN ","37303","4148","4237451177","1-Regular school","35.435200","-84.606100","0005","541","4703","6th Grade","8th Grade","506"
"ATOKA ELEMENTARY SCHOOL","Tennessee","ATOKA ELEMENTARY SCHOOL","470408002159","TIPTON COUNTY","4704080","TIPTON COUNTY","47167","47","870 ROSEMARK RD","ATOKA","TN ","38004","","870 ROSEMARK RD","ATOKA","TN ","38004","","9018375650","1-Regular school","35.422700","-89.766800","0004","840","4708","Prekindergarten","5th Grade","930"
"AUBURN ELEMENTARY","Tennessee","AUBURN ELEMENTARY","470045000139","CANNON COUNTY","4700450","CANNON COUNTY","47015","47","150 VANTREASE AV","AUBURNTOWN","TN ","37016","6013","150 VANTREASE AV","AUBURNTOWN","TN ","37016","6013","6154644342","1-Regular school","35.945500","-86.097100","0005","080","4706","Kindergarten","8th Grade","143"
"AURORA COLLEGIATE ACADEMY","Tennessee","AURORA COLLEGIATE ACADEMY","470014802290","SHELBY CO","4700148","SHELBY COUNTY","47157","47","894 ISABELLA","MEMPHIS","TN ","38122","","894 ISABELLA","MEMPHIS","TN ","38122","","9012744019","1-Regular school","35.156300","-89.934400","8256","792","4709","Kindergarten","2nd Grade","118"
"AUSTIN EAST HIGH/MAGNET","Tennessee","AUSTIN EAST HIGH/MAGNET","470222000767","KNOX COUNTY","4702220","KNOX COUNTY","47093","47","2800 M L KING JR AV","KNOXVILLE","TN ","37914","4699","2800 M L KING JR AV","KNOXVILLE","TN ","37914","4699","8655943792","1-Regular school","35.990100","-83.887000","0009","470","4702","9th Grade","12th Grade","562"
"AUSTIN PEAY ELEMENTARY SCHOOL","Tennessee","AUSTIN PEAY ELEMENTARY SCHOOL","470408002094","TIPTON COUNTY","4704080","TIPTON COUNTY","47167","47","474 ACADEMIC DR","COVINGTON","TN ","38019","","474 ACADEMIC DR","COVINGTON","TN ","38019","","9014755121","1-Regular school","35.457600","-89.645000","0002","840","4708","Prekindergarten","5th Grade","652"
"AVERY TRACE MIDDLE SCHOOL","Tennessee","AVERY TRACE MIDDLE SCHOOL","470348000497","PUTNAM COUNTY","4703480","PUTNAM COUNTY","47141","47","230 CAVALIER DR","COOKEVILLE","TN ","38501","3624","230 CAVALIER DR","COOKEVILLE","TN ","38501","3624","9315202200","1-Regular school","36.160400","-85.481500","0065","710","4706","5th Grade","8th Grade","690"
"AVOCA ELEMENTARY","Tennessee","AVOCA ELEMENTARY","470036000108","BRISTOL","4700360","SULLIVAN COUNTY","47163","47","2440 VOLUNTEER PW","BRISTOL","TN ","37620","6803","2440 VOLUNTEER PW","BRISTOL","TN ","37620","6803","4236529445","1-Regular school","36.532900","-82.246200","0007","821","4701","Kindergarten","6th Grade","480"
"AVON LENOX SCHOOL","Tennessee","AVON LENOX SCHOOL","470014801015","SHELBY CO","4700148","SHELBY COUNTY","47157","47","310 NORTH AVON","MEMPHIS","TN ","38117","","310 NORTH AVON","MEMPHIS","TN ","38117","","9014162124","2-Special education school","35.139400","-89.901900","2025","792","4708","Kindergarten","12th Grade","103"
"B T WASHINGTON HIGH SCHOOL","Tennessee","B T WASHINGTON HIGH SCHOOL","470014801016","SHELBY CO","4700148","SHELBY COUNTY","47157","47","715 SOUTH LAUDERDALE","MEMPHIS","TN ","38126","","715 SOUTH LAUDERDALE","MEMPHIS","TN ","38126","","9014167240","1-Regular school","35.126800","-90.044300","2030","792","4709","9th Grade","12th Grade","395"
"BAILEY STATION ELEMENTARY SCHOOL","Tennessee","BAILEY STATION ELEMENTARY SCHOOL","470014802076","SHELBY CO","4700148","SHELBY COUNTY","47157","47","3435 BAILEY STATION RD","COLLIERVILLE","TN ","38017","","3435 BAILEY STATION RD","COLLIERVILLE","TN ","38017","","9018536380","1-Regular school","35.055100","-89.723700","0008","792","4708","Kindergarten","5th Grade","857"
"BAILEY STEM MAGNET MIDDLE","Tennessee","BAILEY STEM MAGNET MIDDLE","470318001647","DAVIDSON COUNTY","4703180","DAVIDSON COUNTY","47037","47","2000 GREENWOOD AV","NASHVILLE","TN ","37206","","2000 GREENWOOD AV","NASHVILLE","TN ","37206","","6152626670","1-Regular school","36.188400","-86.732900","0030","190","4705","5th Grade","8th Grade","445"
"BAILEYTON ELEMENTARY","Tennessee","BAILEYTON ELEMENTARY","470147000441","GREENE COUNTY","4701470","GREENE COUNTY","47059","47","6535 HORTON HW","GREENEVILLE","TN ","37745","7640","6535 HORTON HW","GREENEVILLE","TN ","37745","7640","4232346411","1-Regular school","36.333800","-82.839200","0005","300","4701","Prekindergarten","8th Grade","307"
"BALL CAMP ELEMENTARY","Tennessee","BALL CAMP ELEMENTARY","470222000719","KNOX COUNTY","4702220","KNOX COUNTY","47093","47","9801 MIDDLEBROOK PK","KNOXVILLE","TN ","37931","4637","9801 MIDDLEBROOK PK","KNOXVILLE","TN ","37931","4637","8655397888","1-Regular school","35.953600","-84.122000","0010","470","4702","Kindergarten","5th Grade","581"
"BALMORAL RIDGEWAY ELEMENTARY","Tennessee","BALMORAL RIDGEWAY ELEMENTARY","470014801141","SHELBY CO","4700148","SHELBY COUNTY","47157","47","5905 GROSVENOR AV","MEMPHIS","TN ","38119","","5905 GROSVENOR AV","MEMPHIS","TN ","38119","","9014162128","1-Regular school","35.079700","-89.866700","2610","792","4709","Kindergarten","5th Grade","320"
"BARFIELD ELEMENTARY","Tennessee","BARFIELD ELEMENTARY","470369000955","RUTHERFORD COUNTY","4703690","RUTHERFORD COUNTY","47149","47","350 BARFIELD CRESCENT RD","MURFREESBORO","TN ","37128","","350 BARFIELD- CRESCENT RD","MURFREESBORO","TN ","37128","","6159043810","1-Regular school","35.788100","-86.408200","0003","750","4704","Prekindergarten","5th Grade","945"
"BARGER ACADEMY","Tennessee","BARGER ACADEMY","470159000731","HAMILTON COUNTY","4701590","HAMILTON COUNTY","47065","47","4808 BRAINERD RD","CHATTANOOGA","TN ","37411","","4808 BRAINERD RD","CHATTANOOGA","TN ","37411","","4234930348","1-Regular school","35.012600","-85.229700","0097","330","4703","Kindergarten","5th Grade","403"
"BARGERTON ELEMENTARY","Tennessee","BARGERTON ELEMENTARY","470180000600","HENDERSON COUNTY","4701800","HENDERSON COUNTY","47077","47","6141 POPLAR SPRINGS","LEXINGTON","TN ","38351","","6141 POPLAR SPRINGS","LEXINGTON","TN ","38351","","7319687484","1-Regular school","35.732100","-88.490400","0005","390","4707","Prekindergarten","8th Grade","287"
