"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ACADEMY 21","Michigan","ACADEMY 21","260858008255","CENTER LINE PUBLIC SCHOOLS","2608580","MACOMB COUNTY","26099","26","26400 ARSENAL AVE","CENTER LINE","MI ","48015","","26400 ARSENAL AVENUE","CENTER LINE","MI ","48015","","5865102000","4-Alternative/other school","42.487700","-83.021900","00896","50010","2609","6th Grade","12th Grade","171"
"ACADEMY FOR BUSINESS AND TECHNOLOGY ELEMENTARY","Michigan","ACADEMY FOR BUSINESS AND TECHNOLOGY ELEMENTARY","260016601667","ACADEMY FOR BUSINESS AND TECHNOLOGY","2600166","WAYNE COUNTY","26163","26","5277 CALHOUN ST","DEARBORN","MI ","48126","3203","5277 CALHOUN ST","DEARBORN","MI ","48126","3203","3135812223","1-Regular school","42.326200","-83.175100","09332","82921","2612","Kindergarten","5th Grade","328"
"ACADEMY FOR BUSINESS AND TECHNOLOGY HIGH SCHOOL","Michigan","ACADEMY FOR BUSINESS AND TECHNOLOGY HIGH SCHOOL","260016601035","ACADEMY FOR BUSINESS AND TECHNOLOGY","2600166","WAYNE COUNTY","26163","26","19625 WOOD ST","MELVINDALE","MI ","48122","2201","19625 WOOD ST","MELVINDALE","MI ","48122","2201","3133823422","1-Regular school","42.274600","-83.196700","08435","82921","2613","6th Grade","12th Grade","332"
"ACADEMY OF INTERNATIONAL STUDIES","Michigan","ACADEMY OF INTERNATIONAL STUDIES","260100208304","ACADEMY OF INTERNATIONAL STUDIES","2601002","WAYNE COUNTY","26163","26","3056 HANLEY ST","HAMTRAMCK","MI ","48212","3572","3056 HANLEY ST","HAMTRAMCK","MI ","48212","3572","3133470026","1-Regular school","42.393300","-83.052000","01168","82738","2614","Kindergarten","6th Grade","128"
"ACADEMY OF SCIENCE MATH AND TECHNOLOGY EARLY COLLE","Michigan","ACADEMY OF SCIENCE MATH AND TECHNOLOGY EARLY COLLE","262313008413","MASON COUNTY CENTRAL SCHOOLS","2623130","MASON COUNTY","26105","26","2130 WEST US 10","LUDINGTON","MI ","49431","8319","2130 W. US 10","LUDINGTON","MI ","49431","8319","2318435935","1-Regular school","43.955600","-86.331800","01355","53010","2602","11th Grade","12th Grade","60"
"ACADEMY OF SOUTHFIELD","Michigan","ACADEMY OF SOUTHFIELD","260010800690","ACADEMY OF SOUTHFIELD","2600108","OAKLAND COUNTY","26125","26","18330 GEORGE WASHINGTON DR","SOUTHFIELD","MI ","48075","2785","18330 GEORGE WASHINGTON DR","SOUTHFIELD","MI ","48075","2785","2485576121","1-Regular school","42.471800","-83.224800","08292","63903","2614","Kindergarten","8th Grade","318"
"ACADEMY OF THE AMERICAS","Michigan","ACADEMY OF THE AMERICAS","261200000032","DETROIT CITY SCHOOL DISTRICT","2612000","WAYNE COUNTY","26163","26","5680 KONKEL ST","DETROIT","MI ","48210","3267","5680 KONKEL ST","DETROIT","MI ","48210","3267","3135967640","1-Regular school","42.327100","-83.110500","07793","82010","2613","Prekindergarten","8th Grade","678"
"ACADEMY OF WARREN","Michigan","ACADEMY OF WARREN","260030801884","ACADEMY OF WARREN","2600308","MACOMB COUNTY","26099","26","13943 EAST 8 MILE RD","WARREN","MI ","48089","3351","13943 EAST 8 MILE RD","WARREN","MI ","48089","3351","5865528010","1-Regular school","42.451200","-82.981300","09602","50911","2609","Kindergarten","8th Grade","605"
"ACADEMY OF WATERFORD","Michigan","ACADEMY OF WATERFORD","260029001645","ACADEMY OF WATERFORD","2600290","OAKLAND COUNTY","26125","26","3000 SASHABAW RD","WATERFORD","MI ","48329","4040","3000 SASHABAW RD","WATERFORD","MI ","48329","4040","2486741649","1-Regular school","42.682600","-83.373000","09293","63916","2611","Kindergarten","8th Grade","177"
"ACADEMY WEST ALTERNATIVE EDUCATION","Michigan","ACADEMY WEST ALTERNATIVE EDUCATION","263597008491","WESTWOOD HEIGHTS SCHOOLS","2635970","GENESEE COUNTY","26049","26","3400 NORTH JENNINGS RD","FLINT","MI ","48504","1757","3223 WEST CARPENTER RD","FLINT","MI ","48504","1247","8105914319","4-Alternative/other school","43.057800","-83.751100","01915","25210","2605","9th Grade","12th Grade","448"
"ACE ACADEMY (SDA) - LINCOLN CENTER","Michigan","ACE ACADEMY (SDA) - LINCOLN CENTER","260094307776","ACE ACADEMY (SDA)","2600943","WAYNE COUNTY","26163","26","1961 LINCOLN ST","HIGHLAND PARK","MI ","48203","","1961 LINCOLN ST","HIGHLAND PARK","MI ","48203","","3138688368","4-Alternative/other school","42.398000","-83.107000","09850","82998","2613","6th Grade","12th Grade","139"
"ACHIEVE CHARTER ACADEMY","Michigan","ACHIEVE CHARTER ACADEMY","260096307974","ACHIEVE CHARTER ACADEMY","2600963","WAYNE COUNTY","26163","26","3250 DENTON RD","CANTON","MI ","48188","2110","3250 DENTON RD","CANTON","MI ","48188","2110","7343970960","1-Regular school","42.280900","-83.525000","00110","82717","2611","Kindergarten","8th Grade","744"
"ACKERSON LAKE COMMUNITY EDUCATION","Michigan","ACKERSON LAKE COMMUNITY EDUCATION","262496001591","NAPOLEON COMMUNITY SCHOOLS","2624960","JACKSON COUNTY","26075","26","4126 BROOKLYN RD","JACKSON","MI ","49201","8501","P.O. BOX 308","NAPOLEON","MI ","49261","0308","5177640761","4-Alternative/other school","42.197800","-84.343600","07973","38130","2607","9th Grade","12th Grade","47"
"ADA ELEMENTARY SCHOOL","Michigan","ADA ELEMENTARY SCHOOL","261461005152","FOREST HILLS PUBLIC SCHOOLS","2614610","KENT COUNTY","26081","26","731 ADA DR SE","ADA","MI ","49301","7502","731 ADA DR SE","ADA","MI ","49301","7502","6164938940","1-Regular school","42.952000","-85.493600","00014","41110","2603","Prekindergarten","4th Grade","371"
"ADA VISTA ELEMENTARY SCHOOL","Michigan","ADA VISTA ELEMENTARY SCHOOL","261461001312","FOREST HILLS PUBLIC SCHOOLS","2614610","KENT COUNTY","26081","26","7192 BRADFIELD AVE SE","ADA","MI ","49301","9130","7192 BRADFIELD AVE SE","ADA","MI ","49301","9130","6164938970","1-Regular school","42.954000","-85.493000","09069","41110","2603","Kindergarten","4th Grade","488"
"ADAMS ELEMENTARY SCHOOL","Michigan","ADAMS ELEMENTARY SCHOOL","263666008300","ZEELAND PUBLIC SCHOOLS","2636660","OTTAWA COUNTY","26139","26","7447 ADAMS ST","ZEELAND","MI ","49464","9659","7447 ADAMS ST","ZEELAND","MI ","49464","9659","6167483476","1-Regular school","42.783300","-85.966600","01146","70350","2602","Kindergarten","5th Grade","287"
"ADAMS ELEMENTARY SCHOOL","Michigan","ADAMS ELEMENTARY SCHOOL","262382006050","MIDLAND PUBLIC SCHOOLS","2623820","MIDLAND COUNTY","26111","26","1005 ADAMS DR","MIDLAND","MI ","48642","3051","1005 ADAMS DR","MIDLAND","MI ","48642","3051","9899236037","1-Regular school","43.646300","-84.216100","00016","56010","2604","Kindergarten","5th Grade","444"
"ADAMS ELEMENTARY SCHOOL","Michigan","ADAMS ELEMENTARY SCHOOL","263531007134","WATERFORD SCHOOL DISTRICT","2635310","OAKLAND COUNTY","26125","26","3810 CLINTONVILLE RD","WATERFORD","MI ","48329","2417","3810 CLINTONVILLE RD","WATERFORD","MI ","48329","2417","2486738900","1-Regular school","42.695200","-83.347900","01891","63300","2611","Prekindergarten","5th Grade","404"
"ADAMS ELEMENTARY SCHOOL","Michigan","ADAMS ELEMENTARY SCHOOL","260001003860","SIGEL TOWNSHIP S/D #3F","2600010","HURON COUNTY","26063","26","4151 SECTION LINE RD","BAD AXE","MI ","48413","9155","4151 SECTION LINE RD","BAD AXE","MI ","48413","9155","9892698944","1-Regular school","43.842600","-82.855900","05411","32610","2610","Kindergarten","8th Grade","10"
"ADAMS STEM ACADEMY","Michigan","ADAMS STEM ACADEMY","263663007284","YPSILANTI COMMUNITY SCHOOLS","2636630","WASHTENAW COUNTY","26161","26","503 OAK ST","YPSILANTI","MI ","48198","3885","503 OAK ST","YPSILANTI","MI ","48198","3885","7342212400","1-Regular school","42.248700","-83.602000","02825","81020","2612","Kindergarten","6th Grade","384"
"ADAMS UPPER ELEMENTARY SCHOOL","Michigan","ADAMS UPPER ELEMENTARY SCHOOL","260001503879","WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT","2600015","WAYNE COUNTY","26163","26","33475 PALMER RD","WESTLAND","MI ","48186","4614","33475 PALMER RD","WESTLAND","MI ","48186","4614","7344192380","1-Regular school","42.293800","-83.369300","00017","82160","2613","3rd Grade","6th Grade","847"
"ADDAMS ELEMENTARY","Michigan","ADDAMS ELEMENTARY","263030002070","SCHOOL DISTRICT OF THE CITY OF ROYAL OAK","2630300","OAKLAND COUNTY","26125","26","2222 WEST WEBSTER RD","ROYAL OAK","MI ","48073","3852","2222 WEST WEBSTER RD","ROYAL OAK","MI ","48073","3852","2482883100","1-Regular school","42.511200","-83.171300","09741","63040","2609","Prekindergarten","5th Grade","458"
"ADDISON ELEMENTARY SCHOOL","Michigan","ADDISON ELEMENTARY SCHOOL","260192007996","ADDISON COMMUNITY SCHOOLS","2601920","LENAWEE COUNTY","26091","26","219 NORTH COMSTOCK ST","ADDISON","MI ","49220","9753","219 NORTH COMSTOCK ST","ADDISON","MI ","49220","9753","5175476124","1-Regular school","41.984800","-84.343900","09983","46020","2607","Kindergarten","5th Grade","400"
"ADDISON HIGH SCHOOL","Michigan","ADDISON HIGH SCHOOL","260192003923","ADDISON COMMUNITY SCHOOLS","2601920","LENAWEE COUNTY","26091","26","219 NORTH COMSTOCK ST","ADDISON","MI ","49220","9753","219 NORTH COMSTOCK ST","ADDISON","MI ","49220","9753","5175476121","1-Regular school","41.988400","-84.344000","00023","46020","2607","9th Grade","12th Grade","273"
"ADDISON MIDDLE SCHOOL","Michigan","ADDISON MIDDLE SCHOOL","260192008311","ADDISON COMMUNITY SCHOOLS","2601920","LENAWEE COUNTY","26091","26","219 NORTH COMSTOCK ST","ADDISON","MI ","49220","9753","219 N COMSTOCK ST","ADDISON","MI ","49220","9753","5175476121","1-Regular school","41.984800","-84.343900","01315","46020","2607","6th Grade","8th Grade","201"
"ADLAI STEVENSON ELEMENTARY SCHOOL","Michigan","ADLAI STEVENSON ELEMENTARY SCHOOL","263231006771","SOUTHFIELD PUBLIC SCHOOL DISTRICT","2632310","OAKLAND COUNTY","26125","26","27777 LAHSER RD","SOUTHFIELD","MI ","48034","4751","27777 LAHSER RD","SOUTHFIELD","MI ","48034","4751","2487468840","1-Regular school","42.492900","-83.263400","00024","63060","2614","Kindergarten","5th Grade","307"
"ADLAI STEVENSON HIGH SCHOOL","Michigan","ADLAI STEVENSON HIGH SCHOOL","263447007009","UTICA COMMUNITY SCHOOLS","2634470","MACOMB COUNTY","26099","26","39701 DODGE PARK RD","STERLING HEIGHTS","MI ","48313","5131","39701 DODGE PARK RD","STERLING HEIGHTS","MI ","48313","5131","5867971900","1-Regular school","42.586600","-83.012900","04931","50210","2609","10th Grade","12th Grade","1983"
"ADLAI STEVENSON MIDDLE SCHOOL","Michigan","ADLAI STEVENSON MIDDLE SCHOOL","260001503905","WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT","2600015","WAYNE COUNTY","26163","26","38501 PALMER RD","WESTLAND","MI ","48186","3936","38501 PALMER RD","WESTLAND","MI ","48186","3936","7344192350","1-Regular school","42.294000","-83.418100","04926","82160","2613","7th Grade","8th Grade","842"
"ADRIAN ADULT AND ALTERNATIVE EDUCATION","Michigan","ADRIAN ADULT AND ALTERNATIVE EDUCATION","260195002061","ADRIAN SCHOOL DISTRICT OF THE CITY OF","2601950","LENAWEE COUNTY","26091","26","726 ELM ST","ADRIAN","MI ","49221","2703","726 ELM ST","ADRIAN","MI ","49221","2779","5172631332","4-Alternative/other school","41.902000","-84.023500","07431","46010","2607","3rd Grade","12th Grade","69"
"ADRIAN HIGH SCHOOL","Michigan","ADRIAN HIGH SCHOOL","260195003927","ADRIAN SCHOOL DISTRICT OF THE CITY OF","2601950","LENAWEE COUNTY","26091","26","785 RIVERSIDE AVE","ADRIAN","MI ","49221","1467","785 RIVERSIDE AVE","ADRIAN","MI ","49221","1467","5172632181","1-Regular school","41.910900","-84.047300","00027","46010","2607","9th Grade","12th Grade","826"
"ADRIAN MIDDLE SCHOOL 5/6 BUILDING","Michigan","ADRIAN MIDDLE SCHOOL 5/6 BUILDING","260195003928","ADRIAN SCHOOL DISTRICT OF THE CITY OF","2601950","LENAWEE COUNTY","26091","26","340 EAST CHURCH ST","ADRIAN","MI ","49221","2904","340 EAST CHURCH ST","ADRIAN","MI ","49221","2904","5172658122","1-Regular school","41.895700","-84.032400","00028","46010","2607","5th Grade","7th Grade","455"
"ADRIAN MIDDLE SCHOOL 7/8 BUILDING","Michigan","ADRIAN MIDDLE SCHOOL 7/8 BUILDING","260195003936","ADRIAN SCHOOL DISTRICT OF THE CITY OF","2601950","LENAWEE COUNTY","26091","26","615 SPRINGBROOK AVE","ADRIAN","MI ","49221","1638","615 SPRINGBROOK AVE","ADRIAN","MI ","49221","1638","5172630543","1-Regular school","41.907900","-84.041300","06301","46010","2607","6th Grade","8th Grade","477"
"ADULT WORK CENTER","Michigan","ADULT WORK CENTER","268044001584","TRAVERSE BAY AREA ISD","2680440","GRAND TRAVERSE COUNTY","26055","26","880 PARSONS RD","TRAVERSE CITY","MI ","49686","3622","880 PARSONS RD","TRAVERSE CITY","MI ","49686","3622","2319226357","2-Special education school","44.745900","-85.563900","07492","28000","2601","Ungraded","Ungraded","59"
"ADVANCED TECHNOLOGY ACADEMY","Michigan","ADVANCED TECHNOLOGY ACADEMY","260025507882","ADVANCED TECHNOLOGY ACADEMY","2600255","WAYNE COUNTY","26163","26","4801 OAKMAN BLVD","DEARBORN","MI ","48126","3755","4801 OAKMAN BLVD","DEARBORN","MI ","48126","3755","3136254700","1-Regular school","42.322300","-83.168400","09910","63914","2612","Prekindergarten","12th Grade","1443"
"ADVANCEPATH ACADEMY","Michigan","ADVANCEPATH ACADEMY","263447001237","UTICA COMMUNITY SCHOOLS","2634470","MACOMB COUNTY","26099","26","7600 18 MILE RD","STERLING HEIGHTS","MI ","48314","4239","7600 18 MILE RD","STERLING HEIGHTS","MI ","48314","4239","5867977000","1-Regular school","42.594300","-83.033300","08783","50210","2610","9th Grade","12th Grade","150"
"AGBU ALEX-MARIE MANOOGIAN SCHOOL","Michigan","AGBU ALEX-MARIE MANOOGIAN SCHOOL","260010600688","AGBU ALEX-MARIE MANOOGIAN SCHOOL","2600106","OAKLAND COUNTY","26125","26","22001 NORTHWESTERN HWY","SOUTHFIELD","MI ","48075","4081","22001 NORTHWESTERN HWY","SOUTHFIELD","MI ","48075","4081","2485692988","1-Regular school","42.455100","-83.219200","08265","63901","2614","Kindergarten","12th Grade","381"
"AIRPORT SENIOR HIGH SCHOOL","Michigan","AIRPORT SENIOR HIGH SCHOOL","260198003939","AIRPORT COMMUNITY SCHOOLS","2601980","MONROE COUNTY","26115","26","11330 GRAFTON RD","CARLETON","MI ","48117","9392","11330 GRAFTON RD","CARLETON","MI ","48117","9392","7346546208","1-Regular school","42.040100","-83.376700","01086","58020","2607","9th Grade","12th Grade","767"
"AIRPORT VIRTUAL ACADEMY","Michigan","AIRPORT VIRTUAL ACADEMY","260198008428","AIRPORT COMMUNITY SCHOOLS","2601980","MONROE COUNTY","26115","26","11270 GRAFTON RD","CARLETON","MI ","48117","9392","11270 GRAFTON RD","CARLETON","MI ","48117","9392","7346544027","4-Alternative/other school","42.039100","-83.379800","01798","58020","2607","6th Grade","12th Grade","86"
"AISHA SHULE/WEB DUBOIS PREP. ACADEMY SCHOOL","Michigan","AISHA SHULE/WEB DUBOIS PREP. ACADEMY SCHOOL","260012400774","AISHA SHULE/WEB DUBOIS PREP. ACADEMY SCHOOL","2600124","WAYNE COUNTY","26163","26","20119 WISCONSIN ST","DETROIT","MI ","48221","1132","20119 WISCONSIN ST","DETROIT","MI ","48221","1132","3133456050","1-Regular school","42.442100","-83.158600","08047","82903","2614","6th Grade","12th Grade","114"
"AKRON-FAIRGROVE ELEM. SCHOOL","Michigan","AKRON-FAIRGROVE ELEM. SCHOOL","260201003945","AKRON-FAIRGROVE SCHOOLS","2602010","TUSCOLA COUNTY","26157","26","4335 LYNN ST","AKRON","MI ","48701","2514","4335 LYNN ST","AKRON","MI ","48701","2514","9896915141","1-Regular school","43.567600","-83.517900","00033","79010","2610","Kindergarten","5th Grade","119"
"AKRON-FAIRGROVE JR/SR HIGH SCHOOL","Michigan","AKRON-FAIRGROVE JR/SR HIGH SCHOOL","260201003946","AKRON-FAIRGROVE SCHOOLS","2602010","TUSCOLA COUNTY","26157","26","2800 NORTH THOMAS RD","FAIRGROVE","MI ","48733","9787","P.O. BOX 217","FAIRGROVE","MI ","48733","0217","9896936112","1-Regular school","43.546000","-83.541600","00034","79010","2610","6th Grade","12th Grade","166"
"ALAIEDON ELEMENTARY SCHOOL","Michigan","ALAIEDON ELEMENTARY SCHOOL","262307005992","MASON PUBLIC SCHOOLS (INGHAM)","2623070","INGHAM COUNTY","26065","26","1723 OKEMOS RD","MASON","MI ","48854","9401","1723 OKEMOS RD","MASON","MI ","48854","9401","5176766499","1-Regular school","42.632200","-84.434200","00037","33130","2608","Kindergarten","5th Grade","426"
"ALAMO ELEMENTARY SCHOOL","Michigan","ALAMO ELEMENTARY SCHOOL","262706000015","OTSEGO PUBLIC SCHOOLS","2627060","KALAMAZOO COUNTY","26077","26","8184 NORTH 6TH ST","KALAMAZOO","MI ","49009","8808","8184 NORTH 6TH ST","KALAMAZOO","MI ","49009","8808","2696926150","1-Regular school","42.378500","-85.707100","04851","03020","2606","Kindergarten","5th Grade","226"
"ALANSON PUBLIC SCHOOL","Michigan","ALANSON PUBLIC SCHOOL","262181005875","ALANSON PUBLIC SCHOOLS","2621810","EMMET COUNTY","26047","26","7400 NORTH ST","ALANSON","MI ","49706","9247","7400 NORTH ST","ALANSON","MI ","49706","9247","2315482261","1-Regular school","45.444200","-84.789600","02241","24030","2601","Prekindergarten","12th Grade","257"
"ALBA SCHOOL","Michigan","ALBA SCHOOL","260204003949","ALBA PUBLIC SCHOOLS","2602040","ANTRIM COUNTY","26009","26","5935 ELM ST","ALBA","MI ","49611","0010","P.O. BOX 10","ALBA","MI ","49611","0010","2315842000","1-Regular school","44.977200","-84.970000","06938","05010","2601","Prekindergarten","12th Grade","162"
"ALBERT SCHWEITZER ELEMENTARY SCHOOL","Michigan","ALBERT SCHWEITZER ELEMENTARY SCHOOL","260001503880","WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT","2600015","WAYNE COUNTY","26163","26","2601 TREADWELL ST","WESTLAND","MI ","48186","3972","2601 TREADWELL ST","WESTLAND","MI ","48186","3972","7344192750","1-Regular school","42.289000","-83.401000","00043","82160","2613","Kindergarten","4th Grade","394"
"ALBION HIGH SCHOOL","Michigan","ALBION HIGH SCHOOL","260207003954","ALBION PUBLIC SCHOOLS","2602070","CALHOUN COUNTY","26025","26","225 WATSON ST","ALBION","MI ","49224","1194","225 WATSON ST","ALBION","MI ","49224","1194","5176299421","1-Regular school","42.259600","-84.750800","04936","13010","2603","7th Grade","8th Grade","86"
"ALCONA COMMUNITY HIGH SCHOOL","Michigan","ALCONA COMMUNITY HIGH SCHOOL","260216003955","ALCONA COMMUNITY SCHOOLS","2602160","ALCONA COUNTY","26001","26","51 NORTH BARLOW RD","LINCOLN","MI ","48742","0249","P.O. BOX 249","LINCOLN","MI ","48742","0249","9897368534","1-Regular school","44.656800","-83.405900","00044","01010","2601","7th Grade","12th Grade","372"
"ALCONA ELEMENTARY SCHOOL","Michigan","ALCONA ELEMENTARY SCHOOL","260216007445","ALCONA COMMUNITY SCHOOLS","2602160","ALCONA COUNTY","26001","26","181 NORTH BARLOW RD","LINCOLN","MI ","48742","0249","P.O. BOX 249","LINCOLN","MI ","48742","0249","9897368146","1-Regular school","44.661400","-83.406500","04937","01010","2601","Kindergarten","6th Grade","376"
"ALCOTT SCHOOL","Michigan","ALCOTT SCHOOL","262874006426","PONTIAC CITY SCHOOL DISTRICT","2628740","OAKLAND COUNTY","26125","26","460 WEST KENNETT RD","PONTIAC","MI ","48340","1642","460 WEST KENNETT RD","PONTIAC","MI ","48340","1642","2484517910","1-Regular school","42.665900","-83.317600","00045","63030","2614","Kindergarten","6th Grade","473"
"ALEXANDER ELEMENTARY SCHOOL","Michigan","ALEXANDER ELEMENTARY SCHOOL","260195003929","ADRIAN SCHOOL DISTRICT OF THE CITY OF","2601950","LENAWEE COUNTY","26091","26","520 CHERRY ST","ADRIAN","MI ","49221","1651","520 CHERRY ST","ADRIAN","MI ","49221","1651","5172639533","1-Regular school","41.907100","-84.043000","00046","46010","2607","Kindergarten","4th Grade","378"
"ALEXANDER HAMILTON ELEMENTARY SCHOOL","Michigan","ALEXANDER HAMILTON ELEMENTARY SCHOOL","260001503881","WAYNE-WESTLAND COMMUNITY SCHOOL DISTRICT","2600015","WAYNE COUNTY","26163","26","1031 SOUTH SCHUMAN ST","WESTLAND","MI ","48186","4542","1031 SOUTH SCHUMAN ST","WESTLAND","MI ","48186","4542","7344192650","1-Regular school","42.302400","-83.370600","00048","82160","2613","Kindergarten","4th Grade","449"
"ALFRED E. UPTON ELEMENTARY SCHOOL","Michigan","ALFRED E. UPTON ELEMENTARY SCHOOL","263030006647","SCHOOL DISTRICT OF THE CITY OF ROYAL OAK","2630300","OAKLAND COUNTY","26125","26","4400 MANDALAY AVE","ROYAL OAK","MI ","48073","1622","4400 MANDALAY AVE","ROYAL OAK","MI ","48073","1622","2485494968","1-Regular school","42.529300","-83.185900","04264","63040","2609","Kindergarten","5th Grade","289"
