"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ANACONDA HIGH SCHOOL","Montana","ANACONDA HIGH SCHOOL","300203000015","ANACONDA H S","3002030","DEER LODGE COUNTY","30023","30","1410 WEST PARK AVE","ANACONDA","MT ","59711","","1410 WEST PARK AVE.","ANACONDA","MT ","59711","","4065636361","1-Regular school","46.133300","-112.971600","0326","0237","3000","9th Grade","12th Grade","314"
"ANDERSON 7-8","Montana","ANDERSON 7-8","300207000976","ANDERSON ELEM","3002070","GALLATIN COUNTY","30031","30","10040 COTTONWOOD RD","BOZEMAN","MT ","59718","","10040 COTTONWOOD ROAD","BOZEMAN","MT ","59718","","4065871305","1-Regular school","45.600000","-111.102900","1703","0366","3000","7th Grade","8th Grade","44"
"ANDERSON SCHOOL","Montana","ANDERSON SCHOOL","300207000016","ANDERSON ELEM","3002070","GALLATIN COUNTY","30031","30","10040 COTTONWOOD RD","BOZEMAN","MT ","59718","","10040 COTTONWOOD ROAD","BOZEMAN","MT ","59718","","4065871305","1-Regular school","45.600000","-111.102900","0488","0366","3000","Prekindergarten","6th Grade","160"
"ANNA JEFFRIES ELEMENTARY","Montana","ANNA JEFFRIES ELEMENTARY","300000300233","CUT BANK ELEM","3000003","GLACIER COUNTY","30035","30","105 2ND ST NW","CUT BANK","MT ","59427","","101 3RD AVENUE SE","CUT BANK","MT ","59427","","4068732411","1-Regular school","48.640000","-112.329300","0545","0402","3000","4th Grade","5th Grade","93"
"ARLEE 7-8","Montana","ARLEE 7-8","300222000900","ARLEE ELEM","3002220","LAKE COUNTY","30047","30","72220 FYANT ST","ARLEE","MT ","59821","","72220 FYANT STREET","ARLEE","MT ","59821","","4067263216","1-Regular school","47.163800","-114.082200","1640","0474","3000","7th Grade","8th Grade","77"
"ARLEE ELEMENTARY","Montana","ARLEE ELEMENTARY","300222000019","ARLEE ELEM","3002220","LAKE COUNTY","30047","30","72220 FYANT ST","ARLEE","MT ","59821","","72220 FYANT STREET","ARLEE","MT ","59821","","4067263216","1-Regular school","47.163800","-114.082200","0628","0474","3000","Prekindergarten","6th Grade","266"
"ARLEE HIGH SCHOOL","Montana","ARLEE HIGH SCHOOL","300225000020","ARLEE H S","3002250","LAKE COUNTY","30047","30","72220 FYANT ST","ARLEE","MT ","59821","","72220 FYANT STREET","ARLEE","MT ","59821","","4067263216","1-Regular school","47.163800","-114.082200","0629","0475","3000","9th Grade","12th Grade","113"
"ARROWHEAD 7-8","Montana","ARROWHEAD 7-8","300230000199","ARROWHEAD ELEM","3002300","PARK COUNTY","30067","30","1489 EAST RIVER RD","PRAY","MT ","59065","","PO BOX 37","PRAY","MT ","59065","","4063334359","1-Regular school","45.395100","-110.672200","1821","1215","3000","7th Grade","8th Grade","6"
"ARROWHEAD SCHOOL","Montana","ARROWHEAD SCHOOL","300230000022","ARROWHEAD ELEM","3002300","PARK COUNTY","30067","30","1489 EAST RIVER RD","PRAY","MT ","59065","","PO BOX 37","PRAY","MT ","59065","","4063334359","1-Regular school","45.395100","-110.672200","1564","1215","3000","Prekindergarten","6th Grade","31"
"ARROWHEAD SCHOOL","Montana","ARROWHEAD SCHOOL","300387000059","BILLINGS ELEM","3003870","YELLOWSTONE COUNTY","30111","30","2510 38TH ST WEST","BILLINGS","MT ","59102","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062816201","1-Regular school","45.795100","-108.613200","1585","0965","3000","Prekindergarten","5th Grade","451"
"ASHLAND 7-8","Montana","ASHLAND 7-8","300000801051","ASHLAND ELEM","3000008","ROSEBUD COUNTY","30087","30","8 OLD MISSION RD","ASHLAND","MT ","59003","","BOX 17","ASHLAND","MT ","59003","","4067842568","1-Regular school","45.595500","-106.273600","1763","0800","3000","7th Grade","8th Grade","14"
"ASHLAND SCHOOL","Montana","ASHLAND SCHOOL","300000800023","ASHLAND ELEM","3000008","ROSEBUD COUNTY","30087","30","8 OLD MISSION RD","ASHLAND","MT ","59003","","BOX 17","ASHLAND","MT ","59003","","4067842568","1-Regular school","45.595500","-106.273600","1043","0800","3000","Prekindergarten","6th Grade","62"
"AUCHARD CREEK SCHOOL","Montana","AUCHARD CREEK SCHOOL","300249000026","AUCHARD CREEK ELEM","3002490","LEWIS AND CLARK COUNTY","30049","30","9605 HWY 287","WOLF CREEK","MT ","59648","8637","9605 HWY 287","WOLF CREEK","MT ","59648","8637","4065623528","1-Regular school","47.198000","-112.095300","0671","0498","3000","Prekindergarten","8th Grade","10"
"AUGUSTA 7-8","Montana","AUGUSTA 7-8","300243000997","AUGUSTA ELEM","3002430","LEWIS AND CLARK COUNTY","30049","30","410 BROADWAY","AUGUSTA","MT ","59410","","PO BOX 307","AUGUSTA","MT ","59410","","4065623384","1-Regular school","47.491300","-112.398000","1722","0502","3000","7th Grade","8th Grade","11"
"AUGUSTA ELEMENTARY SCHOOL","Montana","AUGUSTA ELEMENTARY SCHOOL","300243000024","AUGUSTA ELEM","3002430","LEWIS AND CLARK COUNTY","30049","30","410 BROADWAY","AUGUSTA","MT ","59410","","PO BOX 307","AUGUSTA","MT ","59410","","4065623384","1-Regular school","47.491300","-112.398000","0676","0502","3000","Prekindergarten","8th Grade","55"
"AUGUSTA HIGH SCHOOL","Montana","AUGUSTA HIGH SCHOOL","300245000025","AUGUSTA H S","3002450","LEWIS AND CLARK COUNTY","30049","30","410 BROADWAY","AUGUSTA","MT ","59410","","PO BOX 307","AUGUSTA","MT ","59410","","4065623384","1-Regular school","47.491300","-112.398000","0677","0503","3000","9th Grade","12th Grade","26"
"AVON SCHOOL","Montana","AVON SCHOOL","300255000027","AVON ELEM","3002550","POWELL COUNTY","30077","30","603 MAIN ST EAST","AVON","MT ","59713","","PO BOX 246","AVON","MT ","59713","","4064926191","1-Regular school","46.598500","-112.590700","0948","0720","3000","Prekindergarten","8th Grade","20"
"AYERS SCHOOL","Montana","AYERS SCHOOL","300257000028","AYERS ELEM","3002570","FERGUS COUNTY","30027","30","106007 HWY 87 WEST","GRASS RANGE","MT ","59032","","BOX 100","GRASS RANGE","MT ","59032","","4064282340","1-Regular school","47.023800","-108.799800","1580","1218","3000","Prekindergarten","8th Grade","7"
"B A WINANS SCHOOL","Montana","B A WINANS SCHOOL","301688000523","LIVINGSTON ELEM","3016880","PARK COUNTY","30067","30","1015 WEST CLARK","LIVINGSTON","MT ","59047","","132 SOUTH B STREET","LIVINGSTON","MT ","59047","","4062220192","1-Regular school","45.661600","-110.557400","0822","0612","3000","Prekindergarten","2nd Grade","328"
"BABB SCHOOL","Montana","BABB SCHOOL","300514000129","BROWNING ELEM","3005140","GLACIER COUNTY","30035","30","4063 HWY 89 NORTH","BABB","MT ","59411","","PO BOX 610","BROWNING","MT ","59417","","4067325539","1-Regular school","48.948000","-113.405200","0537","0400","3000","Prekindergarten","6th Grade","30"
"BAINVILLE 7-8","Montana","BAINVILLE 7-8","300264001047","BAINVILLE K-12 SCHOOLS","3002640","ROOSEVELT COUNTY","30085","30","409 TUBMAN","BAINVILLE","MT ","59212","","BOX 177","BAINVILLE","MT ","59212","","4067692321","1-Regular school","48.139500","-104.226000","1760","0785","3000","7th Grade","8th Grade","24"
"BAINVILLE HIGH SCHOOL","Montana","BAINVILLE HIGH SCHOOL","300264000030","BAINVILLE K-12 SCHOOLS","3002640","ROOSEVELT COUNTY","30085","30","409 TUBMAN","BAINVILLE","MT ","59212","","BOX 177","BAINVILLE","MT ","59212","","4067692321","1-Regular school","48.139500","-104.226000","1028","0785","3000","9th Grade","12th Grade","44"
"BAINVILLE SCHOOL","Montana","BAINVILLE SCHOOL","300264000029","BAINVILLE K-12 SCHOOLS","3002640","ROOSEVELT COUNTY","30085","30","409 TUBMAN","BAINVILLE","MT ","59212","","BOX 177","BAINVILLE","MT ","59212","","4067692321","1-Regular school","48.139500","-104.226000","1027","0785","3000","Prekindergarten","6th Grade","99"
"BAKER 7-8","Montana","BAKER 7-8","300273000031","BAKER K-12 SCHOOLS","3002730","FALLON COUNTY","30025","30","1015 SOUTH 3RD WEST","BAKER","MT ","59313","","BOX 659","BAKER","MT ","59313","","4067783329","1-Regular school","46.356600","-104.280400","0332","0244","3000","7th Grade","8th Grade","71"
"BAKER HIGH SCHOOL","Montana","BAKER HIGH SCHOOL","300273000035","BAKER K-12 SCHOOLS","3002730","FALLON COUNTY","30025","30","1015 SOUTH 3RD WEST","BAKER","MT ","59313","","BOX 659","BAKER","MT ","59313","","4067783329","1-Regular school","46.356600","-104.280400","0335","0244","3000","9th Grade","12th Grade","132"
"BARBARA GILLIGAN 7-8","Montana","BARBARA GILLIGAN 7-8","300501001046","BROCKTON ELEM","3005010","ROOSEVELT COUNTY","30085","30","540 5TH ST","BROCKTON","MT ","59213","","PO BOX 198","BROCKTON","MT ","59213","","4067863311","1-Regular school","48.151500","-104.914600","1759","0782","3000","7th Grade","8th Grade","19"
"BARBARA GILLIGAN SCHOOL","Montana","BARBARA GILLIGAN SCHOOL","300501000124","BROCKTON ELEM","3005010","ROOSEVELT COUNTY","30085","30","530 5TH ST","BROCKTON","MT ","59213","","PO BOX 198","BROCKTON","MT ","59213","","4067863318","1-Regular school","48.152100","-104.914600","1025","0782","3000","Prekindergarten","6th Grade","87"
"BASIN SCHOOL","Montana","BASIN SCHOOL","300282000036","BASIN ELEM","3002820","JEFFERSON COUNTY","30043","30","30 NORTH QUARTZ","BASIN","MT ","59631","","PO BOX 128","BASIN","MT ","59631","","4062253211","1-Regular school","46.273200","-112.265500","0609","0455","3000","Prekindergarten","6th Grade","23"
"BEAR PAW SCHOOL","Montana","BEAR PAW SCHOOL","300300000039","BEAR PAW ELEM","3003000","BLAINE COUNTY","30005","30","29815 CLEAR CREEK RD","CHINOOK","MT ","59523","","29815 CLEAR CREEK ROAD","CHINOOK","MT ","59523","","4063954436","1-Regular school","48.569700","-109.269600","0074","0048","3000","Prekindergarten","8th Grade","4"
"BEARTOOTH SCHOOL","Montana","BEARTOOTH SCHOOL","300387001092","BILLINGS ELEM","3003870","YELLOWSTONE COUNTY","30111","30","1345 ELAINE ST","BILLINGS","MT ","59105","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062816202","1-Regular school","45.831900","-108.451800","1559","0965","3000","Prekindergarten","6th Grade","522"
"BEAVERHEAD CO HIGH SCHOOL","Montana","BEAVERHEAD CO HIGH SCHOOL","300309000041","BEAVERHEAD COUNTY H S","3003090","BEAVERHEAD COUNTY","30001","30","104 NORTH PACIFIC ST","DILLON","MT ","59725","","104 NORTH PACIFIC STREET","DILLON","MT ","59725","","4066832361","1-Regular school","45.216600","-112.632900","0023","0006","3000","9th Grade","12th Grade","349"
"BELFRY 7-8","Montana","BELFRY 7-8","300327000939","BELFRY K-12 SCHOOLS","3003270","CARBON COUNTY","30009","30","200 WISCONSIN","BELFRY","MT ","59008","","PO BOX 210","BELFRY","MT ","59008","","4066643319","1-Regular school","45.142400","-109.004900","1675","0076","3000","7th Grade","8th Grade","3"
"BELFRY HIGH SCHOOL","Montana","BELFRY HIGH SCHOOL","300327000043","BELFRY K-12 SCHOOLS","3003270","CARBON COUNTY","30009","30","200 WISCONSIN","BELFRY","MT ","59008","","PO BOX 210","BELFRY","MT ","59008","","4066643319","1-Regular school","45.142400","-109.004900","0103","0076","3000","9th Grade","12th Grade","8"
"BELFRY SCHOOL","Montana","BELFRY SCHOOL","300327000042","BELFRY K-12 SCHOOLS","3003270","CARBON COUNTY","30009","30","200 WISCONSIN","BELFRY","MT ","59008","","PO BOX 210","BELFRY","MT ","59008","","4066643319","1-Regular school","45.142400","-109.004900","0102","0076","3000","Prekindergarten","6th Grade","23"
"BELGRADE HIGH SCHOOL","Montana","BELGRADE HIGH SCHOOL","300333000046","BELGRADE H S","3003330","GALLATIN COUNTY","30031","30","303 NORTH HOFFMAN","BELGRADE","MT ","59714","","PO BOX 166","BELGRADE","MT ","59714","","4069242567","1-Regular school","45.782700","-111.178600","0491","0369","3000","9th Grade","12th Grade","854"
"BELGRADE MIDDLE SCHOOL","Montana","BELGRADE MIDDLE SCHOOL","300329000044","BELGRADE ELEM","3003290","GALLATIN COUNTY","30031","30","410 TRIPLE CROWN RD","BELGRADE","MT ","59714","","PO BOX 166","BELGRADE","MT ","59714","","4069242259","1-Regular school","45.784400","-111.181700","1575","0368","3000","5th Grade","8th Grade","913"
"BELT 7-8","Montana","BELT 7-8","300342000943","BELT ELEM","3003420","CASCADE COUNTY","30013","30","1 CHURCH ST","BELT","MT ","59412","","PO BOX 197","BELT","MT ","59412","","4062773351","1-Regular school","47.389400","-110.928000","1678","0112","3000","7th Grade","8th Grade","39"
"BELT HIGH SCHOOL","Montana","BELT HIGH SCHOOL","300345000048","BELT H S","3003450","CASCADE COUNTY","30013","30","1 CHURCH ST","BELT","MT ","59412","","PO BOX 197","BELT","MT ","59412","","4062773351","1-Regular school","47.389400","-110.928000","0169","0113","3000","9th Grade","12th Grade","92"
"BELT SCHOOL","Montana","BELT SCHOOL","300342000047","BELT ELEM","3003420","CASCADE COUNTY","30013","30","1 CHURCH ST","BELT","MT ","59412","","PO BOX 197","BELT","MT ","59412","","4062773351","1-Regular school","47.389400","-110.928000","0168","0112","3000","Prekindergarten","6th Grade","172"
"BENCH SCHOOL","Montana","BENCH SCHOOL","300387000061","BILLINGS ELEM","3003870","YELLOWSTONE COUNTY","30111","30","505 MILTON RD","BILLINGS","MT ","59105","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062816203","1-Regular school","45.815400","-108.473700","1272","0965","3000","Prekindergarten","6th Grade","401"
"BENTON LAKE SCHOOL","Montana","BENTON LAKE SCHOOL","300348000084","BENTON LAKE ELEM","3003480","CHOUTEAU COUNTY","30015","30","17557 BOOTLEGGER TRAIL","FLOWEREE","MT ","59440","","17557 BOOTLEGGER TRAIL","FLOWEREE","MT ","59440","","4064529023","1-Regular school","47.789700","-111.325300","0233","0171","3000","Prekindergarten","8th Grade","6"
"BIDDLE SCHOOL","Montana","BIDDLE SCHOOL","300360000051","BIDDLE ELEM","3003600","POWDER RIVER COUNTY","30075","30","HWY 59 NORTH IN BIDDLE","BIDDLE","MT ","59314","0397","BOX 397","BIDDLE","MT ","59314","0397","4064275290","1-Regular school","45.092200","-105.342500","0913","0692","3000","Prekindergarten","8th Grade","6"
"BIG SANDY 7-8","Montana","BIG SANDY 7-8","300376000868","BIG SANDY ELEM","3003760","CHOUTEAU COUNTY","30015","30","398 FIRST AVE","BIG SANDY","MT ","59520","","PO BOX 570","BIG SANDY","MT ","59520","","4063782502","1-Regular school","48.179500","-110.116100","1607","0137","3000","7th Grade","8th Grade","28"
"BIG SANDY HIGH SCHOOL","Montana","BIG SANDY HIGH SCHOOL","300375000054","BIG SANDY H S","3003750","CHOUTEAU COUNTY","30015","30","398 FIRST AVE","BIG SANDY","MT ","59520","","PO BOX 570","BIG SANDY","MT ","59520","","4063782502","1-Regular school","48.179500","-110.116100","0195","0138","3000","9th Grade","12th Grade","49"
"BIG SKY ELEMENTARY","Montana","BIG SKY ELEMENTARY","300387000901","BILLINGS ELEM","3003870","YELLOWSTONE COUNTY","30111","30","3231 GRANGER AVE EAST","BILLINGS","MT ","59102","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062816204","1-Regular school","45.759100","-108.598900","1638","0965","3000","Prekindergarten","6th Grade","492"
"BIG SKY HIGH SCHOOL","Montana","BIG SKY HIGH SCHOOL","301854000824","MISSOULA H S","3018540","MISSOULA COUNTY","30063","30","3100 SOUTH AVE WEST","MISSOULA","MT ","59804","","215 SOUTH 6TH WEST","MISSOULA","MT ","59801","","4067282401","1-Regular school","46.850900","-114.057700","1592","0584","3000","9th Grade","12th Grade","1060"
"BIG SKY SCHOOL","Montana","BIG SKY SCHOOL","300514000812","BROWNING ELEM","3005140","GLACIER COUNTY","30035","30","1657 MERRIWEATHER RD","CUT BANK","MT ","59427","","PO BOX 610","BROWNING","MT ","59417","","4063363790","1-Regular school","48.840300","-112.756000","1588","0400","3000","Prekindergarten","8th Grade","15"
"BIG STONE SCHOOL","Montana","BIG STONE SCHOOL","302513000922","CENTERVILLE ELEM","3025130","CASCADE COUNTY","30013","30","251 GOONHILL RD","SAND COULEE","MT ","59472","","693 STOCKETT RD BOX 100","SAND COULEE","MT ","59472","","4067365167","1-Regular school","47.400600","-111.206500","1654","0104","3000","Prekindergarten","8th Grade","22"
"BIG TIMBER 7-8","Montana","BIG TIMBER 7-8","300380001064","BIG TIMBER ELEM","3003800","SWEET GRASS COUNTY","30097","30","5TH AND ANDERSON","BIG TIMBER","MT ","59011","","PO BOX 887","BIG TIMBER","MT ","59011","","4069325939","1-Regular school","45.832500","-109.949900","1776","0865","3000","7th Grade","8th Grade","68"
"BIG TIMBER SCHOOL","Montana","BIG TIMBER SCHOOL","300380000056","BIG TIMBER ELEM","3003800","SWEET GRASS COUNTY","30097","30","5TH AND ANDERSON","BIG TIMBER","MT ","59011","","PO BOX 887","BIG TIMBER","MT ","59011","","4069325939","1-Regular school","45.832500","-109.949900","1129","0865","3000","Prekindergarten","6th Grade","238"
"BIGFORK 7-8","Montana","BIGFORK 7-8","300382000966","BIGFORK ELEM","3003820","FLATHEAD COUNTY","30029","30","600 COMMERCE ST","BIGFORK","MT ","59911","","PO BOX 188","BIGFORK","MT ","59911","","4068377412","1-Regular school","48.064500","-114.078000","1660","0330","3000","7th Grade","8th Grade","123"
"BIGFORK ELEMENTARY","Montana","BIGFORK ELEMENTARY","300382000057","BIGFORK ELEM","3003820","FLATHEAD COUNTY","30029","30","600 COMMERCE ST","BIGFORK","MT ","59911","","PO BOX 188","BIGFORK","MT ","59911","","4068377412","1-Regular school","48.064500","-114.078000","0442","0330","3000","Prekindergarten","6th Grade","418"
"BIGFORK HIGH SCHOOL","Montana","BIGFORK HIGH SCHOOL","300384000058","BIGFORK H S","3003840","FLATHEAD COUNTY","30029","30","600 COMMERCE ST","BIGFORK","MT ","59911","","PO BOX 188","BIGFORK","MT ","59911","","4068377420","1-Regular school","48.064500","-114.078000","0443","0331","3000","9th Grade","12th Grade","280"
"BILLINGS SR HIGH SCHOOL","Montana","BILLINGS SR HIGH SCHOOL","300390000090","BILLINGS H S","3003900","YELLOWSTONE COUNTY","30111","30","425 GRAND AVE","BILLINGS","MT ","59101","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062815400","1-Regular school","45.784800","-108.525900","1250","0966","3000","9th Grade","12th Grade","1726"
"BILLINGS WEST HIGH SCHOOL","Montana","BILLINGS WEST HIGH SCHOOL","300390000091","BILLINGS H S","3003900","YELLOWSTONE COUNTY","30111","30","2201 ST JOHNS AVE","BILLINGS","MT ","59102","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062815600","1-Regular school","45.772400","-108.572600","1251","0966","3000","9th Grade","12th Grade","1883"
"BIRNEY SCHOOL","Montana","BIRNEY SCHOOL","300399000093","BIRNEY ELEM","3003990","ROSEBUD COUNTY","30087","30","205 COMMERCIAL ST","BIRNEY","MT ","59012","","PO BOX 521","BIRNEY","MT ","59012","","4069846247","1-Regular school","45.293900","-106.492600","1032","0789","3000","Prekindergarten","8th Grade","9"
"BISSELL 7-8","Montana","BISSELL 7-8","301095000969","OLNEY-BISSELL ELEM","3010950","FLATHEAD COUNTY","30029","30","5955 FARM TO MARKET RD","WHITEFISH","MT ","59937","","5955 FARM TO MARKET ROAD","WHITEFISH","MT ","59937","","4068622828","1-Regular school","48.369500","-114.458000","1698","0342","3000","7th Grade","8th Grade","10"
"BISSELL SCHOOL","Montana","BISSELL SCHOOL","301095000296","OLNEY-BISSELL ELEM","3010950","FLATHEAD COUNTY","30029","30","5955 FARM TO MARKET RD","WHITEFISH","MT ","59937","","5955 FARM TO MARKET ROAD","WHITEFISH","MT ","59937","","4068622828","1-Regular school","48.369500","-114.458000","0457","0342","3000","Prekindergarten","6th Grade","68"
"BITTERROOT SCHOOL","Montana","BITTERROOT SCHOOL","300387000062","BILLINGS ELEM","3003870","YELLOWSTONE COUNTY","30111","30","1801 BENCH BLVD","BILLINGS","MT ","59105","","415 NORTH 30TH STREET","BILLINGS","MT ","59101","","4062816205","1-Regular school","45.831400","-108.465300","1471","0965","3000","Prekindergarten","6th Grade","352"
"BLOOMFIELD SCHOOL","Montana","BLOOMFIELD SCHOOL","300420000098","BLOOMFIELD ELEM","3004200","DAWSON COUNTY","30021","30","2285 FAS 470","BLOOMFIELD","MT ","59315","","207 WEST BELL","GLENDIVE","MT ","59330","","4065837575","1-Regular school","47.413400","-104.920000","0294","0215","3000","Prekindergarten","8th Grade","4"
"BLUE CREEK SCHOOL","Montana","BLUE CREEK SCHOOL","300423000099","BLUE CREEK ELEM","3004230","YELLOWSTONE COUNTY","30111","30","3652 BLUE CREEK RD","BILLINGS","MT ","59101","","3652 BLUE CREEK ROAD","BILLINGS","MT ","59101","","4062590653","1-Regular school","45.700600","-108.506100","1278","0968","3000","Prekindergarten","6th Grade","199"
"BO PEEP SCHOOL","Montana","BO PEEP SCHOOL","300679000185","CIRCLE ELEM","3006790","MCCONE COUNTY","30055","30","1105 F AVE","CIRCLE","MT ","59215","","BOX 99","CIRCLE","MT ","59215","","4064852140","1-Regular school","47.416400","-105.592100","1406","0547","3000","Prekindergarten","3rd Grade","77"
"BONNER 7-8","Montana","BONNER 7-8","300426001012","BONNER ELEM","3004260","MISSOULA COUNTY","30063","30","9045 HWY 200 EAST","BONNER","MT ","59823","","PO BOX 1004","BONNER","MT ","59823","","4062586151","1-Regular school","46.869400","-113.872300","1734","0590","3000","7th Grade","8th Grade","79"
"BONNER SCHOOL","Montana","BONNER SCHOOL","300426000100","BONNER ELEM","3004260","MISSOULA COUNTY","30063","30","9045 HWY 200 EAST","BONNER","MT ","59823","","PO BOX 1004","BONNER","MT ","59823","","4062586151","1-Regular school","46.869400","-113.872300","0794","0590","3000","Prekindergarten","6th Grade","286"
"BOULDER 7-8","Montana","BOULDER 7-8","300438000989","BOULDER ELEM","3004380","JEFFERSON COUNTY","30043","30","205 SOUTH WASHINGTON","BOULDER","MT ","59632","","PO BOX 1346","BOULDER","MT ","59632","","4062253316","1-Regular school","46.235500","-112.122200","1714","0456","3000","7th Grade","8th Grade","55"
