"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ADAMS ELEMENTARY","Washington","ADAMS ELEMENTARY","530948002611","WAPATO SCHOOL DISTRICT","5309480","YAKIMA COUNTY","53077","53","1309 SOUTH CAMAS AVE","WAPATO","WA ","98951","9790","1309 S CAMAS AVE","WAPATO","WA ","98951","9790","5098774180","1-Regular school","46.435900","-120.415900","4518","39207","5304","Prekindergarten","5th Grade","344"
"ADAMS ELEMENTARY","Washington","ADAMS ELEMENTARY","530111000187","CENTRAL VALLEY SCHOOL DISTRICT","5301110","SPOKANE COUNTY","53063","53","14707 EAST 8TH AVE","VERADALE","WA ","99037","9660","14707 E 8TH AVENUE","SPOKANE VALLEY","WA ","99037","9660","5092284000","1-Regular school","47.650100","-117.207100","3259","32356","5305","Prekindergarten","5th Grade","463"
"ADAMS ELEMENTARY","Washington","ADAMS ELEMENTARY","530825001361","SPOKANE SCHOOL DISTRICT","5308250","SPOKANE COUNTY","53063","53","2909E 37 AVE","SPOKANE","WA ","99223","4500","2909-E 37 AVE","SPOKANE","WA ","99223","4500","5093542000","1-Regular school","47.621300","-117.367700","2156","32081","5305","Prekindergarten","6th Grade","331"
"ADAMS ELEMENTARY SCHOOL","Washington","ADAMS ELEMENTARY SCHOOL","531011001685","YAKIMA SCHOOL DISTRICT","5310110","YAKIMA COUNTY","53077","53","723 SOUTH 8TH ST","YAKIMA","WA ","98901","3322","723 S 8TH ST","YAKIMA","WA ","98901","3322","5095735101","1-Regular school","46.594900","-120.490300","2592","39007","5304","Prekindergarten","5th Grade","661"
"ADAMS ELEMENTARY SCHOOL","Washington","ADAMS ELEMENTARY SCHOOL","530771001127","SEATTLE PUBLIC SCHOOLS","5307710","KING COUNTY","53033","53","6110 28 AV NW","SEATTLE","WA ","98107","5314","6110 28 AV NW","SEATTLE","WA ","98107","5314","2062521300","1-Regular school","47.673500","-122.391900","2138","17001","5307","Kindergarten","5th Grade","500"
"ADELAIDE ELEMENTARY SCHOOL","Washington","ADELAIDE ELEMENTARY SCHOOL","530282000430","FEDERAL WAY SCHOOL DISTRICT","5302820","KING COUNTY","53033","53","1635 SW 304TH ST","FEDERAL WAY","WA ","98023","3431","1635 SW 304TH ST","FEDERAL WAY","WA ","98023","3431","2539452300","1-Regular school","47.328800","-122.356800","3519","17210","5309","Prekindergarten","5th Grade","415"
"ADNA ELEMENTARY SCHOOL","Washington","ADNA ELEMENTARY SCHOOL","530006000012","ADNA SCHOOL DISTRICT","5300060","LEWIS COUNTY","53041","53","220 DIECKMAN RD","CHEHALIS","WA ","98532","0028","P.O. BOX 28","ADNA","WA ","98522","0028","3607487029","1-Regular school","46.638400","-123.059400","2227","21226","5303","Prekindergarten","5th Grade","235"
"ADNA MIDDLE/HIGH SCHOOL","Washington","ADNA MIDDLE/HIGH SCHOOL","530006000013","ADNA SCHOOL DISTRICT","5300060","LEWIS COUNTY","53041","53","121 ADNA SCHOOL RD","CHEHALIS","WA ","98532","0148","P.O. BOX 148","ADNA","WA ","98522","0148","3607488552","1-Regular school","46.630300","-123.056800","2441","21226","5303","6th Grade","12th Grade","358"
"ADULT JAIL","Washington","ADULT JAIL","531011003399","YAKIMA SCHOOL DISTRICT","5310110","YAKIMA COUNTY","53077","53","111 NORTH FRONT ST","YAKIMA","WA ","98901","","104 NORTH 4TH AVENUE","YAKIMA","WA ","98902","","5095735581","4-Alternative/other school","46.604000","-120.508000","5263","39007","5304","7th Grade","12th Grade","8"
"AHTANUM VALLEY ELEMENTARY","Washington","AHTANUM VALLEY ELEMENTARY","530972001649","WEST VALLEY SCHOOL DISTRICT (YAKIMA)","5309720","YAKIMA COUNTY","53077","53","3006 SOUTH WILEY RD","YAKIMA","WA ","98908","9743","3006 S WILEY RD","YAKIMA","WA ","98908","9743","5099652031","1-Regular school","46.549600","-120.650500","2822","39208","5304","Kindergarten","5th Grade","240"
"AIM HIGH SCHOOL","Washington","AIM HIGH SCHOOL","530802002068","SNOHOMISH SCHOOL DISTRICT","5308020","SNOHOMISH COUNTY","53061","53","525 13TH ST","SNOHOMISH","WA ","98290","","1601 AVENUE D","SNOHOMISH","WA ","98290","","3605633401","4-Alternative/other school","47.927600","-122.087400","4265","31201","5301","9th Grade","12th Grade","156"
"AKI KUROSE MIDDLE SCHOOL","Washington","AKI KUROSE MIDDLE SCHOOL","530771001249","SEATTLE PUBLIC SCHOOLS","5307710","KING COUNTY","53033","53","3928 SOUTH GRAHAM ST","SEATTLE","WA ","98118","3172","3928 S GRAHAM ST","SEATTLE","WA ","98118","3172","2062527700","1-Regular school","47.546500","-122.282500","3774","17001","5309","6th Grade","8th Grade","729"
"ALBERT EINSTEIN MIDDLE SCHOOL","Washington","ALBERT EINSTEIN MIDDLE SCHOOL","530792001297","SHORELINE SCHOOL DISTRICT","5307920","KING COUNTY","53033","53","19343 3RD AVE N.W.","SHORELINE","WA ","98177","3012","19343 3RD AVENUE N.W.","SHORELINE","WA ","98177","3012","2063934730","1-Regular school","47.769700","-122.362900","3674","17412","5307","7th Grade","8th Grade","744"
"ALCOTT ELEMENTARY","Washington","ALCOTT ELEMENTARY","530423002062","LAKE WASHINGTON SCHOOL DISTRICT","5304230","KING COUNTY","53033","53","4213 228TH AVE NE","REDMOND","WA ","98053","8333","4213 - 228TH AVE NE","REDMOND","WA ","98053","8333","4259362490","1-Regular school","47.646800","-122.037600","4256","17414","5301","Kindergarten","6th Grade","620"
"ALDERWOOD ELEMENTARY SCHOOL","Washington","ALDERWOOD ELEMENTARY SCHOOL","530042000098","BELLINGHAM SCHOOL DISTRICT","5300420","WHATCOM COUNTY","53073","53","3400 HOLLYWOOD AVE","BELLINGHAM","WA ","98225","1198","3400 HOLLYWOOD AVE","BELLINGHAM","WA ","98225","1198","3606766404","1-Regular school","48.778800","-122.527100","3200","37501","5301","Prekindergarten","5th Grade","306"
"ALDERWOOD MIDDLE SCHOOL","Washington","ALDERWOOD MIDDLE SCHOOL","530240000329","EDMONDS SCHOOL DISTRICT","5302400","SNOHOMISH COUNTY","53061","53","20000 28TH AVE WEST","LYNNWOOD","WA ","98036","6998","20000 28TH AVE W","LYNNWOOD","WA ","98036","6998","4254317579","1-Regular school","47.816300","-122.272900","3560","31015","5302","7th Grade","8th Grade","702"
"ALFARETTA HOUSE","Washington","ALFARETTA HOUSE","530141002839","CLOVER PARK SCHOOL DISTRICT","5301410","PIERCE COUNTY","53053","53","6423 ALFARETTA ST","LAKEWOOD","WA ","98499","1341","10903 GRAVELLY LAKE DR SW","LAKEWOOD","WA ","98499","1341","2535897455","2-Special education school","47.165400","-122.522900","1825","27400","5310","11th Grade","12th Grade","130"
"ALKI ELEMENTARY SCHOOL","Washington","ALKI ELEMENTARY SCHOOL","530771001129","SEATTLE PUBLIC SCHOOLS","5307710","KING COUNTY","53033","53","3010 59 AV SW","SEATTLE","WA ","98116","2820","3010 59 AV SW","SEATTLE","WA ","98116","2820","2062529050","1-Regular school","47.577400","-122.407800","2181","17001","5307","Prekindergarten","5th Grade","385"
"ALKI MIDDLE SCHOOL","Washington","ALKI MIDDLE SCHOOL","530927000578","VANCOUVER SCHOOL DISTRICT","5309270","CLARK COUNTY","53011","53","1800 NW BLISS RD","VANCOUVER","WA ","98685","1823","1800 NW BLISS RD","VANCOUVER","WA ","98685","1823","3603133200","1-Regular school","45.722300","-122.688800","4406","06037","5303","6th Grade","8th Grade","711"
"ALLEN CREEK ELEMENTARY SCHOOL","Washington","ALLEN CREEK ELEMENTARY SCHOOL","530486001191","MARYSVILLE SCHOOL DISTRICT","5304860","SNOHOMISH COUNTY","53061","53","6505 60TH NE","MARYSVILLE","WA ","98270","3498","6505 60TH DR NE","MARYSVILLE","WA ","98270","3498","3606530660","1-Regular school","48.054700","-122.147800","4454","31025","5302","Prekindergarten","5th Grade","516"
"ALLEN ELEMENTARY","Washington","ALLEN ELEMENTARY","530078000154","BURLINGTON-EDISON SCHOOL DISTRICT","5300780","SKAGIT COUNTY","53057","53","17145 COOK RD","BOW","WA ","98232","9797","17145 COOK ROAD","BOW","WA ","98232","9797","3607573352","1-Regular school","48.509300","-122.374100","3603","29100","5302","Kindergarten","8th Grade","451"
"ALMIRA COULEE HARTLINE HIGH SCHOOL","Washington","ALMIRA COULEE HARTLINE HIGH SCHOOL","530344000514","COULEE-HARTLINE SCHOOL DISTRICT","5303440","GRANT COUNTY","53025","53","413 NORTH 4TH ST","COULEE CITY","WA ","99115","0098","413 N. 4TH STREET","COULEE CITY","WA ","99115","0098","5096325231","1-Regular school","47.614400","-119.292900","2968","13151","5304","9th Grade","12th Grade","93"
"ALMIRA ELEMENTARY SCHOOL","Washington","ALMIRA ELEMENTARY SCHOOL","530009000179","ALMIRA SCHOOL DISTRICT","5300090","LINCOLN COUNTY","53043","53","310 SOUTH 3RD ST","ALMIRA","WA ","99103","9711","PO BOX 217","ALMIRA","WA ","99103","0217","5096392414","1-Regular school","47.707300","-118.941200","2860","22017","5305","Kindergarten","8th Grade","93"
"ALPAC ELEMENTARY SCHOOL","Washington","ALPAC ELEMENTARY SCHOOL","530030000029","AUBURN SCHOOL DISTRICT","5300300","KING COUNTY","53033","53","310 MILWAUKEE BLVD NORTH","PACIFIC","WA ","98047","1122","310 MILWAUKEE BLVD N","PACIFIC","WA ","98047","1122","2539314376","1-Regular school","47.271000","-122.249000","3825","17408","5308","Prekindergarten","5th Grade","492"
"ALTERNATIVE BANCROFT SCHOOL","Washington","ALTERNATIVE BANCROFT SCHOOL","530825002364","SPOKANE SCHOOL DISTRICT","5308250","SPOKANE COUNTY","53063","53","1025 WEST SPOFFORD AVE","SPOKANE","WA ","99205","4535","1025 W SPOFFORD AVE","SPOKANE","WA ","99205","4560","5093547100","4-Alternative/other school","47.671700","-117.427500","1567","32081","5305","3rd Grade","12th Grade","77"
"ALTERNATIVE EDUCATION PROGRAM","Washington","ALTERNATIVE EDUCATION PROGRAM","530945001604","WALLA WALLA PUBLIC SCHOOLS","5309450","WALLA WALLA COUNTY","53071","53","421 SOUTH 4TH AVE","WALLA WALLA","WA ","99362","2907","421 S. 4TH AVE","WALLA WALLA","WA ","99362","2907","5095273083","4-Alternative/other school","46.059700","-118.337500","2407","36140","5305","9th Grade","12th Grade","103"
"ALTERNATIVE HIGH SCHOOL","Washington","ALTERNATIVE HIGH SCHOOL","530108000389","CENTRAL KITSAP SCHOOL DISTRICT","5301080","KITSAP COUNTY","53035","53","10120 FRONTIER PLACENW","SILVERDALE","WA ","98383","9408","10120 FRONTIER PLACE NW","SILVERDALE","WA ","98383","0008","3606622570","4-Alternative/other school","47.653900","-122.702600","3936","18401","5306","10th Grade","12th Grade","168"
"ALTERNATIVE NORTHEAST COMMUNITY CENTER PRESCHOOL","Washington","ALTERNATIVE NORTHEAST COMMUNITY CENTER PRESCHOOL","530825002362","SPOKANE SCHOOL DISTRICT","5308250","SPOKANE COUNTY","53063","53","4001 NORTH COOK","SPOKANE","WA ","99207","5880","4001 N COOK","SPOKANE","WA ","99207","5880","5095338816","1-Regular school","47.694700","-117.374900","1566","32081","5305","Prekindergarten","Prekindergarten","16"
"ALTERNATIVE SCHOOL","Washington","ALTERNATIVE SCHOOL","530502001170","METHOW VALLEY SCHOOL DISTRICT","5305020","OKANOGAN COUNTY","53047","53","220 HWY 20","TWISP","WA ","98856","9713","18 TWIN LAKES RD.","WINTHROP","WA ","98862","9713","5099978006","4-Alternative/other school","48.364800","-120.122500","1621","24350","5304","9th Grade","12th Grade","21"
"ALTERNATIVE SPCL NEEDS DIV OCC","Washington","ALTERNATIVE SPCL NEEDS DIV OCC","530870003051","TACOMA SCHOOL DISTRICT","5308700","PIERCE COUNTY","53053","53","601 SOUTH 8TH ST","TACOMA","WA ","98405","4614","601 S 8TH ST","TACOMA","WA ","98405","4614","2535711040","2-Special education school","47.256300","-122.445800","1514","27010","5306","9th Grade","12th Grade","–"
"ALTERNATIVE TAMARACK SCHOOL","Washington","ALTERNATIVE TAMARACK SCHOOL","530825000074","SPOKANE SCHOOL DISTRICT","5308250","SPOKANE COUNTY","53063","53","W 2901 FT GEORGE WRIGHT","SPOKANE","WA ","99224","5253","W 2901 FT GEORGE WRIGHT","SPOKANE","WA ","99224","5253","5093548100","4-Alternative/other school","47.678300","-117.455700","1604","32081","5305","7th Grade","12th Grade","4"
"AMBOY MIDDLE SCHOOL","Washington","AMBOY MIDDLE SCHOOL","530038000048","BATTLE GROUND SCHOOL DISTRICT","5300380","CLARK COUNTY","53011","53","22115 NE CHELATCHIE RD","AMBOY","WA ","98601","0200","PO BOX 200","BATTLE GROUND","WA ","98604","0200","3608856050","1-Regular school","45.913800","-122.444600","2671","06119","5303","5th Grade","8th Grade","644"
"AMERICAN ACADEMY","Washington","AMERICAN ACADEMY","530528003359","MOUNT ADAMS SCHOOL DISTRICT","5305280","YAKIMA COUNTY","53077","53","621 SIGNAL PEAK RD","WHITE SWAN","WA ","98952","","621 SIGNAL PEAK RD.","WHITE SWAN","WA ","98952","","5098742646","1-Regular school","46.377000","-120.730800","5233","39209","5304","9th Grade","12th Grade","–"
"AMISTAD ELEMENTARY SCHOOL","Washington","AMISTAD ELEMENTARY SCHOOL","530393000701","KENNEWICK SCHOOL DISTRICT","5303930","BENTON COUNTY","53005","53","930 WEST 4TH AVE","KENNEWICK","WA ","99336","6061","930 WEST 4TH AVENUE","KENNEWICK","WA ","99336","6061","5095853410","1-Regular school","46.207600","-119.131100","4418","03017","5304","Prekindergarten","5th Grade","572"
"ANACORTES HIGH SCHOOL","Washington","ANACORTES HIGH SCHOOL","530015000016","ANACORTES SCHOOL DISTRICT","5300150","SKAGIT COUNTY","53057","53","1600 20TH ST","ANACORTES","WA ","98221","2396","1600 20TH STREET","ANACORTES","WA ","98221","2396","3602932166","1-Regular school","48.507100","-122.622600","2467","29103","5302","9th Grade","12th Grade","852"
"ANACORTES MIDDLE SCHOOL","Washington","ANACORTES MIDDLE SCHOOL","530015000015","ANACORTES SCHOOL DISTRICT","5300150","SKAGIT COUNTY","53057","53","2202 M AVE","ANACORTES","WA ","98221","3799","2202 M AVENUE","ANACORTES","WA ","98221","3799","3602931230","1-Regular school","48.503600","-122.618200","2707","29103","5302","7th Grade","8th Grade","393"
"ANDERSON ISLAND ELEMENTARY","Washington","ANDERSON ISLAND ELEMENTARY","530846001430","STEILACOOM HIST. SCHOOL DISTRICT","5308460","PIERCE COUNTY","53053","53","13005 CAMUS RD","ANDERSON ISLAND","WA ","98303","","510 CHAMBERS","STEILACOOM","WA ","98388","","2068844901","1-Regular school","47.163000","-122.712400","2040","27001","5310","Kindergarten","5th Grade","35"
"ANGELO GIAUDRONE MIDDLE SCHOOL","Washington","ANGELO GIAUDRONE MIDDLE SCHOOL","530870003155","TACOMA SCHOOL DISTRICT","5308700","PIERCE COUNTY","53053","53","4902 SOUTH ALASKA ST","TACOMA","WA ","98408","","4902 S ALASKA ST","TACOMA","WA ","98408","","2535715811","1-Regular school","47.211900","-122.459400","4575","27010","5306","6th Grade","8th Grade","648"
"APOLLO ELEMENTARY","Washington","APOLLO ELEMENTARY","530375000570","ISSAQUAH SCHOOL DISTRICT","5303750","KING COUNTY","53033","53","15025 SE 117TH ST","RENTON","WA ","98059","6017","15025 SE 117TH ST","RENTON","WA ","98059","6017","4258377500","1-Regular school","47.497300","-122.139000","3746","17411","5308","Prekindergarten","5th Grade","620"
"APOLO HIGH SCHOOL","Washington","APOLO HIGH SCHOOL","530993002804","WINLOCK SCHOOL DISTRICT","5309930","LEWIS COUNTY","53041","53","241 NORTH MILITARY RD","WINLOCK","WA ","98596","9664","241 NORTH MILITARY ROAD","WINLOCK","WA ","98596","9664","3607853537","4-Alternative/other school","46.490100","-122.892300","1829","21232","5303","6th Grade","12th Grade","35"
"APP AT LINCOLN","Washington","APP AT LINCOLN","530771003390","SEATTLE PUBLIC SCHOOLS","5307710","KING COUNTY","53033","53","4400 INTERLAKE AVE NORTH","SEATTLE","WA ","98103","","4400 INTERLAKE AVENUE N","SEATTLE","WA ","98103","","2062525914","1-Regular school","47.659900","-122.339900","5292","17001","5307","Kindergarten","5th Grade","588"
"APPLE VALLEY ELEMENTARY","Washington","APPLE VALLEY ELEMENTARY","530972001650","WEST VALLEY SCHOOL DISTRICT (YAKIMA)","5309720","YAKIMA COUNTY","53077","53","7 NORTH 88TH AVE","YAKIMA","WA ","98908","1408","7 N 88TH AVENUE","YAKIMA","WA ","98908","1408","5099652060","1-Regular school","46.597600","-120.624100","3699","39208","5304","Kindergarten","5th Grade","347"
"ARBOR HEIGHTS ELEMENTARY SCHOOL","Washington","ARBOR HEIGHTS ELEMENTARY SCHOOL","530771001135","SEATTLE PUBLIC SCHOOLS","5307710","KING COUNTY","53033","53","3701 SW 104 ST","SEATTLE","WA ","98146","1151","3701 SW 104 ST","SEATTLE","WA ","98146","1151","2062529250","1-Regular school","47.509500","-122.377900","2730","17001","5307","Kindergarten","5th Grade","358"
"ARCADIA ELEMENTARY","Washington","ARCADIA ELEMENTARY","530207000306","DEER PARK SCHOOL DISTRICT","5302070","SPOKANE COUNTY","53063","53","E. 1120 D ST","DEER PARK","WA ","99006","0610","""E. 1120 """"D"""" STREET""","DEER PARK","WA ","99006","0610","5094645700","1-Regular school","47.950100","-117.458100","2173","32414","5305","3rd Grade","5th Grade","447"
"ARDMORE ELEMENTARY SCHOOL","Washington","ARDMORE ELEMENTARY SCHOOL","530039000058","BELLEVUE SCHOOL DISTRICT","5300390","KING COUNTY","53033","53","16616 NE 32ND ST","BELLEVUE","WA ","98008","2006","16616 NE 32ND ST.","BELLEVUE","WA ","98008","2006","4254564700","1-Regular school","47.639600","-122.117500","3633","17405","5309","Kindergarten","5th Grade","367"
"ARLINGTON","Washington","ARLINGTON","530870001453","TACOMA SCHOOL DISTRICT","5308700","PIERCE COUNTY","53053","53","3002 SOUTH 72ND ST","TACOMA","WA ","98409","","3002 S 72ND ST","TACOMA","WA ","98409","","2535713200","1-Regular school","47.191500","-122.474100","2940","27010","5306","Prekindergarten","5th Grade","278"
"ARLINGTON ELEMENTARY","Washington","ARLINGTON ELEMENTARY","530825001362","SPOKANE SCHOOL DISTRICT","5308250","SPOKANE COUNTY","53063","53","6363 NORTH SMITH ST","SPOKANE","WA ","99217","7626","6363 N SMITH ST","SPOKANE","WA ","99217","7626","5093542100","1-Regular school","47.715800","-117.373200","2381","32081","5305","Kindergarten","6th Grade","555"
"ARLINGTON HIGH SCHOOL","Washington","ARLINGTON HIGH SCHOOL","530024000023","ARLINGTON SCHOOL DISTRICT","5300240","SNOHOMISH COUNTY","53061","53","18821 CROWN RIDGE BLVD","ARLINGTON","WA ","98223","4015","18821 CROWN RIDGE BLVD","ARLINGTON","WA ","98223","4015","3606186300","1-Regular school","48.166200","-122.115000","2523","31016","5302","9th Grade","12th Grade","1625"
"ARLINGTON SPECIAL EDUC SCHOOL","Washington","ARLINGTON SPECIAL EDUC SCHOOL","530024003065","ARLINGTON SCHOOL DISTRICT","5300240","SNOHOMISH COUNTY","53061","53","315 NORTH FRENCH AVE","ARLINGTON","WA ","98223","3498","315 N FRENCH AVE","ARLINGTON","WA ","98223","3498","3606186200","1-Regular school","48.195700","-122.122000","2277","31016","5302","Prekindergarten","12th Grade","35"
"ARMIN JAHR ELEMENTARY","Washington","ARMIN JAHR ELEMENTARY","530066000135","BREMERTON SCHOOL DISTRICT","5300660","KITSAP COUNTY","53035","53","800 DIBB ST","BREMERTON","WA ","98310","2777","800 DIBB STREET","BREMERTON","WA ","98310","2777","3604734100","1-Regular school","47.593800","-122.636200","3641","18100","5306","Kindergarten","5th Grade","447"
"ARROWHEAD ELEMENTARY","Washington","ARROWHEAD ELEMENTARY","530591000875","NORTHSHORE SCHOOL DISTRICT","5305910","KING COUNTY","53033","53","6725 NE ARROWHEAD DR","KENMORE","WA ","98028","4343","6725 NE ARROWHEAD DR","KENMORE","WA ","98028","4343","4254084000","1-Regular school","47.737300","-122.251500","3107","17417","5301","Kindergarten","6th Grade","401"
"ARTHUR JACOBSEN ELEMENTARY","Washington","ARTHUR JACOBSEN ELEMENTARY","530030003174","AUBURN SCHOOL DISTRICT","5300300","KING COUNTY","53033","53","29205 132ND AVE SE","AUBURN","WA ","98092","","29205 132ND AVE SE","AUBURN","WA ","98092","","2536302441","1-Regular school","47.344800","-122.164400","5082","17408","5308","Kindergarten","5th Grade","524"
"ARTONDALE ELEMENTARY SCHOOL","Washington","ARTONDALE ELEMENTARY SCHOOL","530669000980","PENINSULA SCHOOL DISTRICT","5306690","PIERCE COUNTY","53053","53","6219 40TH ST NW","GIG HARBOR","WA ","98335","7299","6219 40TH STREET NW","GIG HARBOR","WA ","98335","7299","2535301100","1-Regular school","47.294500","-122.621400","3299","27401","5306","Prekindergarten","5th Grade","421"
"ARTS & ACADEMICS ACADEMY","Washington","ARTS & ACADEMICS ACADEMY","530354003182","HIGHLINE SCHOOL DISTRICT","5303540","KING COUNTY","53033","53","830 SW 116TH ST","SEATTLE","WA ","98146","","830 SW 116TH ST","SEATTLE","WA ","98146","","2066316250","1-Regular school","47.500100","-122.345400","5102","17401","5307","9th Grade","12th Grade","258"
"ARTZ FOX ELEMENTARY","Washington","ARTZ FOX ELEMENTARY","530465000723","MABTON SCHOOL DISTRICT","5304650","YAKIMA COUNTY","53077","53","805 WASHINGTON ST","MABTON","WA ","98935","0040","P.O. BOX 40","MABTON","WA ","98935","0040","5098944941","1-Regular school","46.215300","-119.990300","3070","39120","5304","Kindergarten","6th Grade","519"
"ASOTIN ELEMENTARY","Washington","ASOTIN ELEMENTARY","530028000027","ASOTIN-ANATONE SCHOOL DISTRICT","5300280","ASOTIN COUNTY","53003","53","314 1ST ST","ASOTIN","WA ","99402","0489","PO BOX 489","ASOTIN","WA ","99402","0489","5092434147","1-Regular school","46.340500","-117.051200","2507","02420","5305","Prekindergarten","6th Grade","289"
