"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ACEQUIA MADRE ELEMENTARY","New Mexico","ACEQUIA MADRE ELEMENTARY","350237000534","SANTA FE PUBLIC SCHOOLS","3502370","SANTA FE COUNTY","35049","35","700 ACEQUIA MADRE ST","SANTA FE","NM ","87501","2815","700 ACEQUIA MADRE ST","SANTA FE","NM ","87501","2815","5054672003","1-Regular school","35.680500","-105.929600","008","071","3503","Kindergarten","6th Grade","167"
"ACOMA ELEMENTARY","New Mexico","ACOMA ELEMENTARY","350006000018","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","11800 PRINCESS JEAN","ALBUQUERQUE","NM ","87112","4426","11800 PRINCESS JEAN","ALBUQUERQUE","NM ","87112","4426","5058803744","1-Regular school","35.096900","-106.516900","204","001","3501","Kindergarten","5th Grade","162"
"ADOBE ACRES ELEMENTARY","New Mexico","ADOBE ACRES ELEMENTARY","350006000020","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","1724 CAM D VALLE SW","ALBUQUERQUE","NM ","87105","","1724 CAM D VALLE SW","ALBUQUERQUE","NM ","87105","","5058803744","1-Regular school","35.021600","-106.686000","206","001","3501","Prekindergarten","5th Grade","609"
"AGUA FRIA ELEMENTARY","New Mexico","AGUA FRIA ELEMENTARY","350237000535","SANTA FE PUBLIC SCHOOLS","3502370","SANTA FE COUNTY","35049","35","3160 AGIA FRIA ST","SANTA FE","NM ","87501","8440","3160 AGIA FRIA ST","SANTA FE","NM ","87501","8440","5054672003","1-Regular school","35.659400","-106.004000","011","071","3503","Kindergarten","6th Grade","574"
"ALAMEDA ELEMENTARY","New Mexico","ALAMEDA ELEMENTARY","350006000021","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","412 ALAMEDA RD NW","ALBUQUERQUE","NM ","88001","","412 ALAMEDA RD","ALBUQUERQUE","NM ","88001","","5058980070","1-Regular school","35.190000","-106.618900","207","001","3501","Kindergarten","5th Grade","260"
"ALAMEDA ELEMENTARY","New Mexico","ALAMEDA ELEMENTARY","350150000376","LAS CRUCES PUBLIC SCHOOLS","3501500","BERNALILLO COUNTY","35001","35","505 SOUTH MAIN","LAS CRUCES","NM ","87114","","505 S MAINSUITE 249","LAS CRUCES","NM ","87114","","5055275800","1-Regular school","35.190900","-106.618800","010","017","3501","Prekindergarten","5th Grade","529"
"ALAMOGORDO HIGH","New Mexico","ALAMOGORDO HIGH","350003000001","ALAMOGORDO PUBLIC SCHOOLS","3500030","OTERO COUNTY","35035","35","103 CUBA AVE","ALAMOGORDO","NM ","88310","","103 CUBA AVE","ALAMOGORDO","NM ","88310","5918","5054393270","1-Regular school","32.890500","-105.946400","015","046","3502","9th Grade","12th Grade","1432"
"ALAMOSA ELEMENTARY","New Mexico","ALAMOSA ELEMENTARY","350006000022","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","6500 SUNSET GRDN SW","ALBUQUERQUE","NM ","87105","3299","6500 SUNSET GRDN SW","ALBUQUERQUE","NM ","87105","3299","5058803744","1-Regular school","35.071700","-106.705300","210","001","3501","Prekindergarten","5th Grade","653"
"ALBUQUERQUE HIGH","New Mexico","ALBUQUERQUE HIGH","350006000024","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","800 ODELIA RD NE","ALBUQUERQUE","NM ","87102","1619","800 ODELIA RD NE","ALBUQUERQUE","NM ","87102","1619","5058436400","1-Regular school","35.097000","-106.633500","590","001","3501","9th Grade","12th Grade","1731"
"ALBUQUERQUE INSTITUTE OF MATH & SCIENCE","New Mexico","ALBUQUERQUE INSTITUTE OF MATH & SCIENCE","350013000921","ALBUQUERQUE INSTITUTE OF MATH & SCIENCE","3500130","BERNALILLO COUNTY","35001","35","933 BRADBURY SE","ALBUQUERQUE","NM ","87106","","933 BRADBURY SE","ALBUQUERQUE","NM ","87106","","5055594249","1-Regular school","35.071000","-106.633200","001","524","3501","6th Grade","12th Grade","340"
"ALCALDE ELEMENTARY","New Mexico","ALCALDE ELEMENTARY","350090000260","ESPANOLA PUBLIC SCHOOLS","3500900","RIO ARRIBA COUNTY","35039","35","HWY 389 AND COUNTY RD 41","ESPANOLA","NM ","87532","","714 CALLE DON DIEGO","ESPANOLA","NM ","87532","","5058524253","1-Regular school","36.089800","-106.052800","015","055","3503","Kindergarten","6th Grade","139"
"ALDO LEOPOLD CHARTER","New Mexico","ALDO LEOPOLD CHARTER","350013800938","ALDO LEOPOLD CHARTER","3500138","GRANT COUNTY","35017","35","1422 HWY 180 EAST","SILVER CITY","NM ","88061","","1422 HWY 180 EAST","SILVER CITY","NM ","88061","","5755382547","1-Regular school","32.785100","-108.261300","001","532","3502","6th Grade","12th Grade","144"
"ALGODONES ELEMENTARY","New Mexico","ALGODONES ELEMENTARY","350021000147","BERNALILLO PUBLIC SCHOOLS","3500210","SANDOVAL COUNTY","35043","35","1300 HWY 313","ALGODONES","NM ","87001","","224 N. CAMINO DEL PUEBLO","ALGODONES","NM ","87001","0749","5058672803","1-Regular school","35.378800","-106.483100","016","061","3503","Prekindergarten","5th Grade","178"
"ALICE KING COMMUNITY SCHOOL","New Mexico","ALICE KING COMMUNITY SCHOOL","350006000924","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","7109 CAPITOL DR NE","ALBUQUERQUE","NM ","87109","","7109 CAPITOL DR NE","ALBUQUERQUE","NM ","87109","","5058803744","1-Regular school","35.160700","-106.549400","116","001","3501","Kindergarten","8th Grade","328"
"ALMA D'ARTE CHARTER","New Mexico","ALMA D'ARTE CHARTER","350011600900","ALMA D'ARTE CHARTER","3500116","DOñA ANA COUNTY","35013","35","402 WEST COURT AVE","LAS CRUCES","NM ","88005","","402 WEST COURT AVE","LAS CRUCES","NM ","88005","","5755410145","1-Regular school","32.311400","-106.783100","001","511","3502","9th Grade","12th Grade","188"
"ALTA VISTA ELEMENTARY","New Mexico","ALTA VISTA ELEMENTARY","350216000804","QUESTA INDEPENDENT SCHOOLS","3502160","TAOS COUNTY","35055","35","HWY 38 AND WEST GALLEGOS","QUESTA","NM ","87556","","NO STREET ADDRESS","QUESTA","NM ","87556","0829","5055860421","1-Regular school","36.706500","-105.590900","001","079","3503","Prekindergarten","3rd Grade","99"
"ALTA VISTA INTERMEDIATE","New Mexico","ALTA VISTA INTERMEDIATE","350216000495","QUESTA INDEPENDENT SCHOOLS","3502160","TAOS COUNTY","35055","35","1 WILDCAT RD","QUESTA","NM ","87556","","NO STREET ADDRESS","QUESTA","NM ","87556","0829","5055860421","1-Regular school","36.721200","-105.600100","003","079","3503","4th Grade","6th Grade","68"
"ALTA VISTA MIDDLE","New Mexico","ALTA VISTA MIDDLE","350030000162","CARLSBAD MUNICIPAL SCHOOLS","3500300","EDDY COUNTY","35015","35","301 SOUTH ALTA VISTA","CARLSBAD","NM ","88220","3716","301 S. ALTA VISTA","CARLSBAD","NM ","88220","3716","5052343300","1-Regular school","32.417900","-104.247400","018","020","3502","6th Grade","8th Grade","594"
"ALVARADO ELEMENTARY","New Mexico","ALVARADO ELEMENTARY","350006000025","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","1100 SOLAR RD NW","ALBUQUERQUE","NM ","87107","5754","1100 SOLAR ROAD NW","ALBUQUERQUE","NM ","87107","5754","5058803744","1-Regular school","35.151500","-106.654200","213","001","3501","Kindergarten","5th Grade","372"
"ALVIS ELEMENTARY","New Mexico","ALVIS ELEMENTARY","350051000200","CLAYTON MUNICIPAL SCHOOLS","3500510","UNION COUNTY","35059","35","4TH AND ASPEN","CLAYTON","NM ","88415","","4TH & ASPEN","CLAYTON","NM ","88415","","5053749611","1-Regular school","36.445200","-103.176000","037","084","3503","Prekindergarten","4th Grade","232"
"AMY BIEHL CHARTER HIGH SCHOOL","New Mexico","AMY BIEHL CHARTER HIGH SCHOOL","350013100810","AMY BIEHL CHARTER HIGH SCHOOL","3500131","BERNALILLO COUNTY","35001","35","123 4TH ST SW","ALBUQUERQUE","NM ","87102","","123 4TH STREET SW","ALBUQUERQUE","NM ","87102","","5052999409","1-Regular school","35.083800","-106.652100","001","525","3501","9th Grade","12th Grade","300"
"AMY BIEHL COMMUNITY SCHOOL AT RANCHO VIEJO","New Mexico","AMY BIEHL COMMUNITY SCHOOL AT RANCHO VIEJO","350237001061","SANTA FE PUBLIC SCHOOLS","3502370","SANTA FE COUNTY","35049","35","310 AVIENDA DEL SUR","SANTA FE","NM ","87507","","310 AVIENDA DEL SUR","SANTA FE","NM ","87507","","5054672100","1-Regular school","35.591300","-106.059200","141","071","3503","Kindergarten","6th Grade","495"
"ANANSI CHARTER SCHOOL","New Mexico","ANANSI CHARTER SCHOOL","350252000844","TAOS MUNICIPAL SCHOOLS","3502520","TAOS COUNTY","35055","35","57 NM 230","EL PRADO","NM ","87529","","PO BOX 1709","EL PRADO","NM ","87529","","5057585202","1-Regular school","36.503200","-105.595200","006","076","3503","Kindergarten","5th Grade","118"
"ANIMAS 7-12 SCHOOL","New Mexico","ANIMAS 7-12 SCHOOL","350009000619","ANIMAS PUBLIC SCHOOLS","3500090","HIDALGO COUNTY","35023","35","1 PANTHER DR","ANIMAS","NM ","88020","","NO STREET ADDRESS","ANIMAS","NM ","88020","0090","5055482299","1-Regular school","31.948400","-108.813200","017","030","3502","7th Grade","12th Grade","87"
"ANIMAS ELEMENTARY","New Mexico","ANIMAS ELEMENTARY","350009000618","ANIMAS PUBLIC SCHOOLS","3500090","HIDALGO COUNTY","35023","35","1 PANTHER DR","ANIMAS","NM ","88020","","NO STREET ADDRESS","ANIMAS","NM ","88020","0110","5055482299","1-Regular school","31.948400","-108.813200","016","030","3502","Prekindergarten","4th Grade","73"
"ANIMAS ELEMENTARY","New Mexico","ANIMAS ELEMENTARY","350099000280","FARMINGTON MUNICIPAL SCHOOLS","3500990","SAN JUAN COUNTY","35045","35","1612 HUTTON AVE","FARMINGTON","NM ","87401","7614","1612 HUTTON AVE","FARMINGTON","NM ","87401","7614","5053249840","1-Regular school","36.745000","-108.169900","015","065","3503","Kindergarten","5th Grade","433"
"ANIMAS MIDDLE","New Mexico","ANIMAS MIDDLE","350009030019","ANIMAS PUBLIC SCHOOLS","3500090","HIDALGO COUNTY","35023","35","1 PANTHER DR","ANIMAS","NM ","88020","","NO STREET ADDRESS","ANIMAS","NM ","88020","0068","5055482299","1-Regular school","31.948400","-108.813200","020","030","3502","5th Grade","6th Grade","20"
"ANN PARISH ELEMENTARY","New Mexico","ANN PARISH ELEMENTARY","350168000703","LOS LUNAS PUBLIC SCHOOLS","3501680","VALENCIA COUNTY","35061","35","112 MEADOW LAKE","LOS LUNAS","NM ","87031","","NO STREET ADDRESS","LOS LUNAS","NM ","87031","1300","5058668231","1-Regular school","34.795300","-106.656100","150","086","3501","Prekindergarten","6th Grade","455"
"ANTHONY CHARTER SCHOOL","New Mexico","ANTHONY CHARTER SCHOOL","350016101048","ANTHONY CHARTER SCHOOL","3500161","DOñA ANA COUNTY","35013","35","780 LANDERS RD","ANTHONY","NM ","88021","","PO BOX 355","ANTHONY","NM ","88021","","5758850600","1-Regular school","32.013900","-106.600300","011","556","3502","7th Grade","12th Grade","68"
"ANTHONY ELEMENTARY","New Mexico","ANTHONY ELEMENTARY","350108000625","GADSDEN INDEPENDENT SCHOOLS","3501080","DOñA ANA COUNTY","35013","35","609 CHURCH ST","ANTHONY","NM ","88021","","NO STREET ADDRESS","ANTHONY","NM ","88021","","5058826203","1-Regular school","32.003000","-106.601100","016","019","3502","Prekindergarten","6th Grade","436"
"ANTON CHICO MIDDLE","New Mexico","ANTON CHICO MIDDLE","350240000324","SANTA ROSA CONSOLIDATED SCHOOLS","3502400","GUADALUPE COUNTY","35019","35","1089 HWY 386","ANTON CHICO","NM ","87711","","NO STREET ADDRESS","ANTON CHICO","NM ","87711","","5054723171","1-Regular school","35.198200","-105.141000","020","025","3502","6th Grade","8th Grade","42"
"APACHE ELEMENTARY","New Mexico","APACHE ELEMENTARY","350099000281","FARMINGTON MUNICIPAL SCHOOLS","3500990","SAN JUAN COUNTY","35045","35","700 WEST APACHE","FARMINGTON","NM ","87401","5526","700 WEST APACHE","FARMINGTON","NM ","87401","5526","5053249840","1-Regular school","36.734500","-108.212900","017","065","3503","Kindergarten","5th Grade","498"
"APACHE ELEMENTARY","New Mexico","APACHE ELEMENTARY","350006000026","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","12800 COPPER ST NE","ALBUQUERQUE","NM ","87105","","12800 COPPER STREET NE","ALBUQUERQUE","NM ","87105","","5058803744","1-Regular school","35.078500","-106.502600","214","001","3501","Prekindergarten","5th Grade","422"
"ARMIJO ELEMENTARY","New Mexico","ARMIJO ELEMENTARY","350006000027","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","1440 GATEWOOD SW","ALBUQUERQUE","NM ","87105","3717","1440 GATEWOOD SW","ALBUQUERQUE","NM ","87105","3717","5058803744","1-Regular school","35.060200","-106.674900","215","001","3501","Kindergarten","5th Grade","455"
"ARREY ELEMENTARY","New Mexico","ARREY ELEMENTARY","350261000591","T OR C MUNICIPAL SCHOOLS","3502610","SIERRA COUNTY","35051","35","7 ARREY CEMETERY RD","ARREY","NM ","87930","","NO STREET ADDRESS","ARREY","NM ","87930","","5058948150","1-Regular school","32.846600","-107.320500","016","073","3502","Prekindergarten","5th Grade","123"
"ARROYO DEL NORTE ELEMENTARY","New Mexico","ARROYO DEL NORTE ELEMENTARY","350252000790","TAOS MUNICIPAL SCHOOLS","3502520","TAOS COUNTY","35055","35","405 HONDO SECO RD","ARROYO SECO","NM ","87514","","405 HONDO SECO ROAD","ARROYO SECO","NM ","87514","","5057585202","1-Regular school","36.525200","-105.620200","004","076","3503","Kindergarten","5th Grade","134"
"ARROYO DEL OSO ELEMENTARY","New Mexico","ARROYO DEL OSO ELEMENTARY","350006000028","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","6504 HARPER NE","ALBUQUERQUE","NM ","87109","3604","6504 HARPER NE","ALBUQUERQUE","NM ","87109","3604","5058803744","1-Regular school","35.152000","-106.575300","329","001","3501","Prekindergarten","5th Grade","435"
"ARTESIA HIGH","New Mexico","ARTESIA HIGH","350012000127","ARTESIA PUBLIC SCHOOLS","3500120","EDDY COUNTY","35015","35","1006 WEST RICHARDSON","ARTESIA","NM ","88210","1859","1006 W. RICHARDSON","ARTESIA","NM ","88210","1859","5057463585","1-Regular school","32.840900","-104.408800","014","022","3502","10th Grade","12th Grade","728"
"ARTESIA PARK JUNIOR HIGH","New Mexico","ARTESIA PARK JUNIOR HIGH","350012000130","ARTESIA PUBLIC SCHOOLS","3500120","EDDY COUNTY","35015","35","15TH AND CANNON","ARTESIA","NM ","88210","","15TH AND CANNON","ARTESIA","NM ","88210","","5057463585","1-Regular school","32.852900","-104.416300","187","022","3502","8th Grade","9th Grade","582"
"ARTESIA ZIA INTERMEDIATE","New Mexico","ARTESIA ZIA INTERMEDIATE","350012000134","ARTESIA PUBLIC SCHOOLS","3500120","EDDY COUNTY","35015","35","1100 BULLOCK AVE","ARTESIA","NM ","88210","2342","1100 BULLOCK AVE","ARTESIA","NM ","88210","2342","5057463585","1-Regular school","32.833900","-104.410400","189","022","3502","6th Grade","7th Grade","570"
"ARTS ACADEMY AT BELLA VISTA","New Mexico","ARTS ACADEMY AT BELLA VISTA","350057000209","CLOVIS MUNICIPAL SCHOOLS","3500570","CURRY COUNTY","35009","35","2900 CESAR CHAVEZ DR","CLOVIS","NM ","88101","5197","2900 CESAR CHAVEZ DR","CLOVIS","NM ","88101","5197","5057694300","1-Regular school","34.411000","-103.241400","042","012","3503","Kindergarten","6th Grade","433"
"ASPEN COMMUNITY MAGNET SCHOOL","New Mexico","ASPEN COMMUNITY MAGNET SCHOOL","350237001059","SANTA FE PUBLIC SCHOOLS","3502370","SANTA FE COUNTY","35049","35","450 LA MADERA","SANTA FE","NM ","87501","","450 LA MADERA","SANTA FE","NM ","87501","","5054674500","1-Regular school","35.684600","-105.961200","054","071","3503","Kindergarten","8th Grade","592"
"ASPEN ELEMENTARY","New Mexico","ASPEN ELEMENTARY","350165000427","LOS ALAMOS PUBLIC SCHOOLS","3501650","LOS ALAMOS COUNTY","35028","35","2182 33RD ST","LOS ALAMOS","NM ","87544","2008","2182 33RD STREET","LOS ALAMOS","NM ","87544","2008","5056632230","1-Regular school","35.895500","-106.311200","017","041","3503","Kindergarten","8th Grade","409"
"ATALAYA ELEMENTARY","New Mexico","ATALAYA ELEMENTARY","350237000537","SANTA FE PUBLIC SCHOOLS","3502370","SANTA FE COUNTY","35049","35","721 CAMINO CABRA","SANTA FE","NM ","87501","5964","721 CAMINO CABRA","SANTA FE","NM ","87501","5964","5054672003","1-Regular school","35.672000","-105.912300","033","071","3503","Kindergarten","6th Grade","194"
"ATRISCO ELEMENTARY","New Mexico","ATRISCO ELEMENTARY","350006000029","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","1201 ATRISCO SW","ALBUQUERQUE","NM ","87105","3550","1201 ATRISCO SW","ALBUQUERQUE","NM ","87105","3550","5058803744","1-Regular school","35.062400","-106.692800","216","001","3501","Prekindergarten","5th Grade","391"
"ATRISCO HERITAGE ACADEMY HS","New Mexico","ATRISCO HERITAGE ACADEMY HS","350006001037","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","10800 DENNIS CHAVEZ BLVD SW","ALBUQUERQUE","NM ","87121","","10800 DENNIS CHAVEZ BLVD","ALBUQUERQUE","NM ","87121","","5058803744","1-Regular school","35.022000","-106.750000","576","001","3501","9th Grade","12th Grade","2388"
"AZTEC HIGH","New Mexico","AZTEC HIGH","350015000135","AZTEC MUNICIPAL SCHOOLS","3500150","SAN JUAN COUNTY","35045","35","500 EAST CHACO","AZTEC","NM ","87410","2170","500 E. CHACO","AZTEC","NM ","87410","2170","5053349474","1-Regular school","36.820600","-107.990400","018","064","3503","9th Grade","12th Grade","970"
"AZTEC YOUTH ACADEMY","New Mexico","AZTEC YOUTH ACADEMY","350001100973","JUVENILE JUSTICE","3500011","DOñA ANA COUNTY","35013","35","10015 ROBERT LARNSON","LAS CRUCES","NM ","88001","","300 SAN MATEO NE SUITE 827","ALBUQUERQUE","NM ","88001","","5055265900","1-Regular school","32.269400","-106.939800","004","099","3502","9th Grade","12th Grade","29"
"B.T. WASHINGTON ELEMENTARY","New Mexico","B.T. WASHINGTON ELEMENTARY","350126000357","HOBBS MUNICIPAL SCHOOLS","3501260","LEA COUNTY","35025","35","1200 EAST HUMBLE","HOBBS","NM ","88240","7039","1200 EAST HUMBLE","HOBBS","NM ","88240","7039","5054330100","1-Regular school","32.694100","-103.121900","172","033","3502","Prekindergarten","Kindergarten","269"
"BANDELIER ELEMENTARY","New Mexico","BANDELIER ELEMENTARY","350006000030","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","3309 PERSHING SE","ALBUQUERQUE","NM ","87106","1515","3309 PERSHING SE","ALBUQUERQUE","NM ","87106","1515","5058803744","1-Regular school","35.070600","-106.607400","222","001","3501","Kindergarten","5th Grade","583"
"BARCELONA ELEMENTARY","New Mexico","BARCELONA ELEMENTARY","350006000031","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","2311 BARCELONA SW","ALBUQUERQUE","NM ","87105","5606","2311 BARCELONA SW","ALBUQUERQUE","NM ","87105","5606","5058803744","1-Regular school","35.030600","-106.692900","225","001","3501","Prekindergarten","6th Grade","550"
"BARRANCA MESA ELEMENTARY","New Mexico","BARRANCA MESA ELEMENTARY","350165000428","LOS ALAMOS PUBLIC SCHOOLS","3501650","LOS ALAMOS COUNTY","35028","35","57 LOMA DEL ESCOLAR","LOS ALAMOS","NM ","87544","2599","57 LOMA DEL ESCOLAR","LOS ALAMOS","NM ","87544","2599","5056632230","1-Regular school","35.903000","-106.281900","021","041","3503","Prekindergarten","6th Grade","405"
"BARRY ELEMENTARY","New Mexico","BARRY ELEMENTARY","350057000208","CLOVIS MUNICIPAL SCHOOLS","3500570","CURRY COUNTY","35009","35","3401 THORNTON ST","CLOVIS","NM ","88101","3449","3401 THORNTON STREET","CLOVIS","NM ","88101","3449","5057694300","1-Regular school","34.432800","-103.213300","040","012","3503","Kindergarten","6th Grade","205"
"BATAAN CHARTER SCHOOL","New Mexico","BATAAN CHARTER SCHOOL","350006001022","ALBUQUERQUE PUBLIC SCHOOLS","3500060","BERNALILLO COUNTY","35001","35","8001 MOUTAIN RD PI NE","ALBUQUERQUE","NM ","87110","","NO STREET ADDRESS","ALBUQUERQUE","NM ","87509","","5058803744","1-Regular school","35.092300","-106.557500","007","001","3501","8th Grade","12th Grade","106"
"BATAAN ELEMENTARY","New Mexico","BATAAN ELEMENTARY","350069000941","DEMING PUBLIC SCHOOLS","3500690","LUNA COUNTY","35029","35","2200 HWY 418 SW","DEMING","NM ","88030","","2200 HWY 418 SW","DEMING","NM ","88030","","5055468841","1-Regular school","32.250000","-107.787100","005","042","3502","Kindergarten","5th Grade","487"
"BAYARD ELEMENTARY","New Mexico","BAYARD ELEMENTARY","350060000225","COBRE CONSOLIDATED SCHOOLS","3500600","GRANT COUNTY","35017","35","100 PARK ST","BAYARD","NM ","88023","","NO STREET ADDRESS","BAYARD","NM ","88023","","5055374011","1-Regular school","32.757400","-108.132800","023","024","3502","Kindergarten","6th Grade","200"
