"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"A-C CENTRAL MIDDLE SCHOOL","Illinois","A-C CENTRAL MIDDLE SCHOOL","170010500245","A-C CENTRAL CUSD 262","1700105","CASS COUNTY","17017","17","501 EAST BUCHANAN ST","ASHLAND","IL ","62612","7624","PO BOX 260","ASHLAND","IL ","62612","0260","2174763312","1-Regular school","39.892400","-90.002800","4600926201002","46-009-2620-26","1718","5th Grade","8th Grade","150"
"ABBOTT MIDDLE SCHOOL","Illinois","ABBOTT MIDDLE SCHOOL","171371001664","SD U-46","1713710","KANE COUNTY","17089","17","949 VAN ST","ELGIN","IL ","60123","6131","949 VAN ST","ELGIN","IL ","60123","6131","8478885160","1-Regular school","42.032900","-88.302500","3104504601003","31-045-0460-22","1708","7th Grade","8th Grade","538"
"ABE LINCOLN ELEM SCHOOL","Illinois","ABE LINCOLN ELEM SCHOOL","171020001235","CICERO SD 99","1710200","COOK COUNTY","17031","17","3545 SOUTH 61ST AVE","CICERO","IL ","60804","4145","3545 S 61ST AVE","CICERO","IL ","60804","4145","7086528889","1-Regular school","41.827300","-87.774900","0601609902006","06-016-0990-02","1703","Prekindergarten","6th Grade","948"
"ABINGDON-AVON HIGH SCH","Illinois","ABINGDON-AVON HIGH SCH","170141306274","ABINGDON-AVON CUSD 276","1701413","KNOX COUNTY","17095","17","600 WEST MARTIN ST","ABINGDON","IL ","61410","1402","600 W MARTIN ST","ABINGDON","IL ","61410","1402","3094622338","1-Regular school","40.799900","-90.406800","3304827600001","33-048-2760-26","1717","9th Grade","12th Grade","278"
"ABINGDON-AVON MIDDLE SCH","Illinois","ABINGDON-AVON MIDDLE SCH","170141306247","ABINGDON-AVON CUSD 276","1701413","FULTON COUNTY","17057","17","320 EAST WOODS ST","AVON","IL ","61415","9423","320 E WOODS ST","AVON","IL ","61415","9423","3094653621","1-Regular school","40.664300","-90.432200","3304827601001","33-048-2760-26","1717","6th Grade","8th Grade","204"
"ABLE PROGRAM","Illinois","ABLE PROGRAM","170138305899","EXC CHILDREN HAVE OPPORTUNITIES","1701383","COOK COUNTY","17031","17","333 EAST 142ND ST","DOLTON","IL ","60419","1109","333 E 142ND ST","DOLTON","IL ","60419","1109","7085974250","2-Special education school","41.637100","-87.613200","0701615006105","07-016-1500-61","1702","Kindergarten","11th Grade","45"
"ABRAHAM LINCOLN ELEM SCHOOL","Illinois","ABRAHAM LINCOLN ELEM SCHOOL","172925003060","OAK PARK ESD 97","1729250","COOK COUNTY","17031","17","1111 SOUTH GROVE AVE","OAK PARK","IL ","60304","1908","1111 S GROVE AVE","OAK PARK","IL ","60304","1908","7085243110","1-Regular school","41.868200","-87.795500","0601609702007","06-016-0970-02","1707","Kindergarten","5th Grade","628"
"ABRAHAM LINCOLN ELEM SCHOOL","Illinois","ABRAHAM LINCOLN ELEM SCHOOL","171680001981","GLEN ELLYN SD 41","1716800","DUPAGE COUNTY","17043","17","380 GREENFIELD AVE","GLEN ELLYN","IL ","60137","5310","380 GREENFIELD AVE","GLEN ELLYN","IL ","60137","5310","6307906400","1-Regular school","41.867200","-88.073500","1902204102001","19-022-0410-02","1706","Prekindergarten","5th Grade","584"
"ABRAHAM LINCOLN ELEM SCHOOL","Illinois","ABRAHAM LINCOLN ELEM SCHOOL","170561000231","BELLEVILLE SD 118","1705610","ST. CLAIR COUNTY","17163","17","820 ROYAL HEIGHTS RD","BELLEVILLE","IL ","62226","5704","820 ROYAL HEIGHTS RD","BELLEVILLE","IL ","62226","5704","6182332414","1-Regular school","38.546100","-90.008800","5008211802001","50-082-1180-02","1712","Kindergarten","6th Grade","472"
"ABRAHAM LINCOLN MIDDLE SCHOOL","Illinois","ABRAHAM LINCOLN MIDDLE SCHOOL","173451003558","ROCKFORD SD 205","1734510","WINNEBAGO COUNTY","17201","17","1500 CHARLES ST","ROCKFORD","IL ","61104","2310","1500 CHARLES ST","ROCKFORD","IL ","61104","2310","8152292400","1-Regular school","42.264400","-89.071000","0410120501009","04-101-2050-25","1717","6th Grade","8th Grade","698"
"ACADEMIC BEHAVIOR&COMMUNITY ACAD","Illinois","ACADEMIC BEHAVIOR&COMMUNITY ACAD","170016206156","ADAMS/PIKE ROE","1700162","ADAMS COUNTY","17001","17","1416 MAINE ST","QUINCY","IL ","62301","4261","1416 MAINE ST","QUINCY","IL ","62301","4261","2172220281","4-Alternative/other school","39.931600","-91.393100","0100000009306","01-000-0000-00","1718","7th Grade","12th Grade","27"
"ACADEMY FOR GLOBAL CITIZENSHIP","Illinois","ACADEMY FOR GLOBAL CITIZENSHIP","170993006035","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","4647 WEST 47TH ST","CHICAGO","IL ","60632","4847","4647 W 47TH ST","CHICAGO","IL ","60632","4847","7735821100","1-Regular school","41.807400","-87.740000","150162990229C","15-016-2990-25","1703","Kindergarten","6th Grade","347"
"ACADEMY FOR LEARNING","Illinois","ACADEMY FOR LEARNING","170138305900","EXC CHILDREN HAVE OPPORTUNITIES","1701383","COOK COUNTY","17031","17","306 EAST 144TH ST","DOLTON","IL ","60419","1119","306 E 144TH ST","DOLTON","IL ","60419","1119","7088411063","2-Special education school","41.633500","-87.614000","0701615006102","07-016-1500-61","1702","9th Grade","12th Grade","25"
"ACADEMY FOR SECONDARY EDUCATION","Illinois","ACADEMY FOR SECONDARY EDUCATION","170018602819","HANCOCK/MCDONOUGH ROE","1700186","MCDONOUGH COUNTY","17109","17","341 SOUTH JOHNSON ST","MACOMB","IL ","61455","2138","341 S JOHNSON ST","MACOMB","IL ","61455","2138","3098374821","4-Alternative/other school","40.455500","-90.674300","2600000009202","26-000-0000-00","1718","9th Grade","12th Grade","14"
"ACE TECHNICAL CHARTER HIGH SCHOOL","Illinois","ACE TECHNICAL CHARTER HIGH SCHOOL","170993005051","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","5410 SOUTH STATE ST","CHICAGO","IL ","60609","6342","5410 S STATE ST","CHICAGO","IL ","60609","6342","7735488705","1-Regular school","41.795700","-87.626300","150162990009C","15-016-2990-25","1707","9th Grade","12th Grade","473"
"ADAMS CO JUVENILE DETENTION CNTR","Illinois","ADAMS CO JUVENILE DETENTION CNTR","173300005082","QUINCY SD 172","1733000","ADAMS COUNTY","17001","17","200 NORTH 52ND ST","QUINCY","IL ","62305","9114","200 N 52ND ST","QUINCY","IL ","62305","9114","2172238700","4-Alternative/other school","39.932100","-91.333200","0100117203005","01-001-1720-22","1718","7th Grade","12th Grade","10"
"ADAMS COUNTY RSSP","Illinois","ADAMS COUNTY RSSP","170016206022","ADAMS/PIKE ROE","1700162","ADAMS COUNTY","17001","17","1416 MAINE ST","QUINCY","IL ","62301","4261","1416 MAINE ST","QUINCY","IL ","62301","4261","2172231065","4-Alternative/other school","39.931600","-91.393100","0100000009305","01-000-0000-00","1718","7th Grade","12th Grade","53"
"ADAMS ELEM SCHOOL","Illinois","ADAMS ELEM SCHOOL","172298002536","LINCOLN ESD 27","1722980","LOGAN COUNTY","17107","17","1311 NICHOLSON RD","LINCOLN","IL ","62656","1202","1311 NICHOLSON RD","LINCOLN","IL ","62656","1202","2177323253","1-Regular school","40.162600","-89.359300","3805402702003","38-054-0270-02","1718","Prekindergarten","2nd Grade","104"
"ADAMS ELEMENTARY SCHOOL","Illinois","ADAMS ELEMENTARY SCHOOL","173300005055","QUINCY SD 172","1733000","ADAMS COUNTY","17001","17","2001 JEFFERSON ST","QUINCY","IL ","62301","5654","2001 JEFFERSON ST","QUINCY","IL ","62301","5654","2172222530","1-Regular school","39.921300","-91.383400","0100117202004","01-001-1720-22","1718","Kindergarten","3rd Grade","391"
"ADAMS SCHOOL","Illinois","ADAMS SCHOOL","172460002662","MARION CUSD 2","1724600","WILLIAMSON COUNTY","17199","17","400 LINE ST","CREAL SPRINGS","IL ","62922","3731","15470 LAKE OF EGYPT RD","CREAL SPRINGS","IL ","62922","3731","6189962181","1-Regular school","37.622800","-88.836600","2110000202003","21-100-0020-26","1712","Prekindergarten","8th Grade","254"
"ADDAMS ELEM SCHOOL","Illinois","ADDAMS ELEM SCHOOL","170993000884","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","10810 SOUTH AVE H","CHICAGO","IL ","60617","6726","10810 S AVENUE H","CHICAGO","IL ","60617","6726","7735356210","1-Regular school","41.698600","-87.533500","1501629902051","15-016-2990-25","1702","Prekindergarten","8th Grade","860"
"ADDISON TRAIL HIGH SCHOOL","Illinois","ADDISON TRAIL HIGH SCHOOL","171394001737","DUPAGE HSD 88","1713940","DUPAGE COUNTY","17043","17","213 NORTH LOMBARD RD","ADDISON","IL ","60101","1906","213 N LOMBARD RD","ADDISON","IL ","60101","1906","6306283302","1-Regular school","41.931300","-88.020900","1902208800001","19-022-0880-16","1708","9th Grade","12th Grade","1989"
"ADLAI E STEVENSON HIGH SCHOOL","Illinois","ADLAI E STEVENSON HIGH SCHOOL","173258003385","ADLAI E STEVENSON HSD 125","1732580","LAKE COUNTY","17097","17","1 STEVENSON DR","LINCOLNSHIRE","IL ","60069","2824","1 STEVENSON DR","LINCOLNSHIRE","IL ","60069","2824","8474154000","1-Regular school","42.199700","-87.945100","3404912500001","34-049-1250-13","1710","9th Grade","12th Grade","3761"
"ADLAI STEVENSON ELEM SCHOOL","Illinois","ADLAI STEVENSON ELEM SCHOOL","173474003631","SCHAUMBURG CCSD 54","1734740","COOK COUNTY","17031","17","1414 ARMSTRONG LN","ELK GROVE VILLAGE","IL ","60007","3158","1414 ARMSTRONG LN","ELK GROVE VILLAGE","IL ","60007","3158","8473575200","1-Regular school","41.998300","-88.039900","0501605402028","05-016-0540-04","1708","Kindergarten","6th Grade","462"
"ADLER PARK SCHOOL","Illinois","ADLER PARK SCHOOL","172280005318","LIBERTYVILLE SD 70","1722800","LAKE COUNTY","17097","17","1740 NORTH MILWAUKEE AVE","LIBERTYVILLE","IL ","60048","1317","1740 N MILWAUKEE AVE","LIBERTYVILLE","IL ","60048","1317","8473627275","1-Regular school","42.303800","-87.957400","3404907002007","34-049-0700-02","1710","Prekindergarten","5th Grade","268"
"ADM RICHARD E BYRD ELEM SCHOOL","Illinois","ADM RICHARD E BYRD ELEM SCHOOL","171377001713","COMM CONS SD 59","1713770","COOK COUNTY","17031","17","265 WELLINGTON AVE","ELK GROVE VILLAGE","IL ","60007","3405","265 WELLINGTON AVE","ELK GROVE VILLAGE","IL ","60007","3405","8475934388","1-Regular school","41.996700","-88.009300","0501605902002","05-016-0590-04","1708","Prekindergarten","5th Grade","361"
"ADOLPH LINK ELEM SCHOOL","Illinois","ADOLPH LINK ELEM SCHOOL","173474003632","SCHAUMBURG CCSD 54","1734740","COOK COUNTY","17031","17","900 WEST GLENN TRL","ELK GROVE VILLAGE","IL ","60007","3025","900 W GLENN TRL","ELK GROVE VILLAGE","IL ","60007","3025","8473575300","1-Regular school","42.006400","-88.039100","0501605402023","05-016-0540-04","1708","Kindergarten","6th Grade","598"
"AGASSIZ ELEM SCHOOL","Illinois","AGASSIZ ELEM SCHOOL","170993000763","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","2851 NORTH SEMINARY AVE","CHICAGO","IL ","60657","4363","2851 N SEMINARY AVE","CHICAGO","IL ","60657","4363","7735345725","1-Regular school","41.933900","-87.656100","1501629902052","15-016-2990-25","1705","Prekindergarten","8th Grade","482"
"AIR FORCE ACAD HIGH SCHOOL","Illinois","AIR FORCE ACAD HIGH SCHOOL","170993006055","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","3630 SOUTH WELLS ST","CHICAGO","IL ","60609","1833","3630 S WELLS ST","CHICAGO","IL ","60609","1833","7735351590","1-Regular school","41.828200","-87.633300","1501629900848","15-016-2990-25","1703","9th Grade","12th Grade","364"
"AKIN COMM CONS ELEM SCHOOL","Illinois","AKIN COMM CONS ELEM SCHOOL","170321000014","AKIN CCSD 91","1703210","FRANKLIN COUNTY","17055","17","21962 AKIN BLACKTOP","AKIN","IL ","62890","1304","21962 AKIN BLACKTOP","AKIN","IL ","62890","1304","6186272180","1-Regular school","37.987000","-88.751100","2102809102001","21-028-0910-04","1712","Prekindergarten","8th Grade","101"
"ALAN B SHEPARD ELEM SCHOOL","Illinois","ALAN B SHEPARD ELEM SCHOOL","170675000350","BOURBONNAIS SD 53","1706750","KANKAKEE COUNTY","17091","17","325 NORTH CONVENT ST","BOURBONNAIS","IL ","60914","2015","325 N CONVENT ST","BOURBONNAIS","IL ","60914","2015","8159295100","1-Regular school","41.161500","-87.877700","3204605302003","32-046-0530-02","1702","Kindergarten","4th Grade","471"
"ALAN B SHEPARD MIDDLE SCHOOL","Illinois","ALAN B SHEPARD MIDDLE SCHOOL","171198001437","DEERFIELD SD 109","1711980","LAKE COUNTY","17097","17","440 GROVE AVE","DEERFIELD","IL ","60015","4219","440 GROVE AVE","DEERFIELD","IL ","60015","4219","8479480620","1-Regular school","42.161100","-87.851800","3404910901005","34-049-1090-02","1710","6th Grade","8th Grade","524"
"ALBANY PARK MULTICULTURAL ELEM","Illinois","ALBANY PARK MULTICULTURAL ELEM","170993004962","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","4929 NORTH SAWYER AVE","CHICAGO","IL ","60625","5008","4929 N SAWYER AVE","CHICAGO","IL ","60625","5008","7735345108","1-Regular school","41.973000","-87.713600","1501629902850","15-016-2990-25","1705","7th Grade","8th Grade","281"
"ALBERS ELEM SCHOOL","Illinois","ALBERS ELEM SCHOOL","170327000015","ALBERS SD 63","1703270","CLINTON COUNTY","17027","17","206 NORTH BROADWAY","ALBERS","IL ","62215","1017","PO BOX 104","ALBERS","IL ","62215","0104","6182485146","1-Regular school","38.544600","-89.613500","1301406302001","13-014-0630-02","1715","Prekindergarten","8th Grade","190"
"ALBERT CASSENS ELEMENTARY","Illinois","ALBERT CASSENS ELEMENTARY","171353006020","EDWARDSVILLE CUSD 7","1713530","MADISON COUNTY","17119","17","1014 GLEN CROSSING RD","GLEN CARBON","IL ","62034","8517","1014 GLEN CROSSING RD","GLEN CARBON","IL ","62034","8517","6186556150","1-Regular school","38.752200","-89.933500","4105700702012","41-057-0070-26","1713","3rd Grade","5th Grade","562"
"ALBERT EINSTEIN ELEM SCHOOL","Illinois","ALBERT EINSTEIN ELEM SCHOOL","173474003633","SCHAUMBURG CCSD 54","1734740","COOK COUNTY","17031","17","1100 LAURIE LN","HANOVER PARK","IL ","60133","2343","1100 LAURIE LN","HANOVER PARK","IL ","60133","2343","6307362500","1-Regular school","42.015200","-88.136100","0501605402026","05-016-0540-04","1708","Kindergarten","6th Grade","469"
"ALBION GRADE SCHOOL","Illinois","ALBION GRADE SCHOOL","171350001634","EDWARDS COUNTY CUSD 1","1713500","EDWARDS COUNTY","17047","17","361 WEST MAIN ST","ALBION","IL ","62806","1011","361 W MAIN ST","ALBION","IL ","62806","1011","6184452327","1-Regular school","38.375700","-88.067600","2002400102001","20-024-0010-26","1715","Prekindergarten","8th Grade","481"
"ALCOTT ELEM SCHOOL","Illinois","ALCOTT ELEM SCHOOL","170993000804","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","2625 NORTH ORCHARD ST","CHICAGO","IL ","60614","1573","2625 N ORCHARD ST","CHICAGO","IL ","60614","1573","7735345460","1-Regular school","41.929400","-87.646200","1501629902053","15-016-2990-25","1705","Prekindergarten","8th Grade","509"
"ALCOTT HUMANITIES HIGH SCHOOL","Illinois","ALCOTT HUMANITIES HIGH SCHOOL","170993006072","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","2957 NORTH HOYNE AVE","CHICAGO","IL ","60618","8208","2957 N HOYNE AVE","CHICAGO","IL ","60618","8208","7735345979","1-Regular school","41.935600","-87.680500","1501629900849","15-016-2990-25","1705","9th Grade","12th Grade","280"
"ALDEN HEBRON ELEM SCHOOL","Illinois","ALDEN HEBRON ELEM SCHOOL","170330004512","ALDEN HEBRON SD 19","1703300","MCHENRY COUNTY","17111","17","11915 PRICE RD","HEBRON","IL ","60034","9540","11915 PRICE RD","HEBRON","IL ","60034","9540","8156482886","1-Regular school","42.465600","-88.431000","4406301902001","44-063-0190-24","1714","Prekindergarten","5th Grade","239"
"ALDEN-HEBRON HIGH SCHOOL","Illinois","ALDEN-HEBRON HIGH SCHOOL","170330000017","ALDEN HEBRON SD 19","1703300","MCHENRY COUNTY","17111","17","9604 ILLINOIS ST","HEBRON","IL ","60034","9618","9604 ILLINOIS ST","HEBRON","IL ","60034","9618","8156482442","1-Regular school","42.464500","-88.429500","4406301900002","44-063-0190-24","1714","9th Grade","12th Grade","122"
"ALDEN-HEBRON MIDDLE SCHOOL","Illinois","ALDEN-HEBRON MIDDLE SCHOOL","170330000016","ALDEN HEBRON SD 19","1703300","MCHENRY COUNTY","17111","17","9604 ILLINOIS ST","HEBRON","IL ","60034","9618","9604 ILLINOIS ST","HEBRON","IL ","60034","9618","8156482442","1-Regular school","42.464500","-88.429500","4406301901001","44-063-0190-24","1714","6th Grade","8th Grade","85"
"ALDRIDGE ELEM SCHOOL","Illinois","ALDRIDGE ELEM SCHOOL","170993001168","CITY OF CHICAGO SD 299","1709930","COOK COUNTY","17031","17","630 EAST 131ST ST","CHICAGO","IL ","60827","1309","630 E 131ST ST","CHICAGO","IL ","60827","1309","7735355614","1-Regular school","41.657800","-87.607000","1501629902054","15-016-2990-25","1702","Prekindergarten","8th Grade","249"
"ALEX M MARTINO JR HIGH SCHOOL","Illinois","ALEX M MARTINO JR HIGH SCHOOL","172814002970","NEW LENOX SD 122","1728140","WILL COUNTY","17197","17","731 EAST JOLIET HWY","NEW LENOX","IL ","60451","1917","731 E JOLIET HWY","NEW LENOX","IL ","60451","1917","8154857593","1-Regular school","41.506200","-87.947000","5609912201005","56-099-1220-02","1701","7th Grade","8th Grade","615"
"ALEXANDER ELEM SCHOOL","Illinois","ALEXANDER ELEM SCHOOL","171575004637","FRANKLIN CUSD 1","1715750","MORGAN COUNTY","17137","17","107 NORTH SCHOOL AVE","ALEXANDER","IL ","62601","0140","PO BOX 140","ALEXANDER","IL ","62601","0140","2174783011","1-Regular school","39.725300","-90.038700","4606900102004","46-069-0010-26","1718","2nd Grade","5th Grade","86"
"ALGONQUIN LAKES ELEM SCH","Illinois","ALGONQUIN LAKES ELEM SCH","170855004800","CUSD 300","1708550","KANE COUNTY","17089","17","1401 COMPTON DR","ALGONQUIN","IL ","60102","5003","1401 COMPTON DR","ALGONQUIN","IL ","60102","5003","8475327500","1-Regular school","42.149200","-88.272700","3104530002001","31-045-3000-26","1706","Kindergarten","5th Grade","583"
"ALGONQUIN MIDDLE SCHOOL","Illinois","ALGONQUIN MIDDLE SCHOOL","171212001460","CCSD 62","1712120","COOK COUNTY","17031","17","767 EAST ALGONQUIN RD","DES PLAINES","IL ","60016","6251","767 E ALGONQUIN RD","DES PLAINES","IL ","60016","6251","8478241205","1-Regular school","42.030300","-87.905400","0501606201001","05-016-0620-04","1709","6th Grade","8th Grade","665"
"ALGONQUIN MIDDLE SCHOOL","Illinois","ALGONQUIN MIDDLE SCHOOL","170855000477","CUSD 300","1708550","MCHENRY COUNTY","17111","17","520 LONGWOOD DR","ALGONQUIN","IL ","60102","3051","520 LONGWOOD DR","ALGONQUIN","IL ","60102","3051","8475327100","1-Regular school","42.158400","-88.283100","3104530001004","31-045-3000-26","1706","6th Grade","8th Grade","474"
"ALGONQUIN PRIMARY CNTR","Illinois","ALGONQUIN PRIMARY CNTR","173081003201","PARK FOREST SD 163","1730810","COOK COUNTY","17031","17","170 ALGONQUIN ST","PARK FOREST","IL ","60466","1425","170 ALGONQUIN ST","PARK FOREST","IL ","60466","1425","7086689425","1-Regular school","41.494200","-87.666500","0701616302001","07-016-1630-02","1702","Prekindergarten","2nd Grade","214"
"ALGONQUIN ROAD ELEM SCHOOL","Illinois","ALGONQUIN ROAD ELEM SCHOOL","171566001878","FOX RIVER GROVE CONS SD 3","1715660","MCHENRY COUNTY","17111","17","975 ALGONQUIN RD","FOX RIVER GROVE","IL ","60021","1820","975 ALGONQUIN RD","FOX RIVER GROVE","IL ","60021","1820","8475165101","1-Regular school","42.190000","-88.227600","4406300302001","44-063-0030-03","1706","Prekindergarten","4th Grade","256"
