"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"CAPTAIN SAMUEL DOUGLASS ACADEMY","New Hampshire","CAPTAIN SAMUEL DOUGLASS ACADEMY","330207000670","BROOKLINE SCHOOL DISTRICT","3302070","HILLSBOROUGH COUNTY","33011","33","24 TOWNSEND HILL RD","BROOKLINE","NH ","03033","0480","PO BOX 480","BROOKLINE","NH ","03033","0480","6036730122","1-Regular school","42.705700","-71.662700","54107107127765","071","3302","4th Grade","6th Grade","301"
"CARPENTER ELEMENTARY SCHOOL","New Hampshire","CARPENTER ELEMENTARY SCHOOL","330333000144","GOVERNOR WENTWORTH REG SCHOOL DISTRICT","3303330","CARROLL COUNTY","33003","33","102 SOUTH MAIN ST","WOLFEBORO","NH ","03894","0659","PO BOX 659","WOLFEBORO","NH ","03894","0659","6035693457","1-Regular school","43.581700","-71.200100","14920858322430","208","3301","Kindergarten","3rd Grade","243"
"CENTER WOODS SCHOOL","New Hampshire","CENTER WOODS SCHOOL","330693000025","WEARE SCHOOL DISTRICT","3306930","HILLSBOROUGH COUNTY","33011","33","14 CENTER RD","WEARE","NH ","03281","4605","14 CENTER RD.","WEARE","NH ","03281","4605","6035294500","1-Regular school","43.102700","-71.735100","52455555526810","555","3302","Prekindergarten","4th Grade","524"
"CHAMBERLAIN STREET SCHOOL","New Hampshire","CHAMBERLAIN STREET SCHOOL","330594000388","ROCHESTER SCHOOL DISTRICT","3305940","STRAFFORD COUNTY","33017","33","65 CHAMBERLAIN ST","ROCHESTER","NH ","03867","3300","65 CHAMBERLAIN ST.","ROCHESTER","NH ","03867","3300","6033325258","1-Regular school","43.305100","-70.958100","85446146122695","461","3301","Kindergarten","5th Grade","377"
"CHARLESTOWN MIDDLE SCHOOL","New Hampshire","CHARLESTOWN MIDDLE SCHOOL","330299000114","FALL MOUNTAIN REGIONAL SCHOOL DISTRICT","3302990","SULLIVAN COUNTY","33019","33","307 MAIN ST","CHARLESTOWN","NH ","03603","0325","PO BOX 325","CHARLESTOWN","NH ","03603","0325","6038267711","1-Regular school","43.232600","-72.422900","96017408922975","174","3302","6th Grade","8th Grade","143"
"CHARLESTOWN PRIMARY SCHOOL","New Hampshire","CHARLESTOWN PRIMARY SCHOOL","330299000115","FALL MOUNTAIN REGIONAL SCHOOL DISTRICT","3302990","SULLIVAN COUNTY","33019","33","84 EAST ST EXT.","CHARLESTOWN","NH ","03603","0325","PO BOX 325","CHARLESTOWN","NH ","03603","0325","6038263694","1-Regular school","43.228600","-72.420400","96017408922985","174","3302","Prekindergarten","5th Grade","227"
"CHARLOTTE AVE ELEMENTARY SCHOOL","New Hampshire","CHARLOTTE AVE ELEMENTARY SCHOOL","330498000315","NASHUA SCHOOL DISTRICT","3304980","HILLSBOROUGH COUNTY","33011","33","48 CHARLOTTE AVE","NASHUA","NH ","03064","1499","48 CHARLOTTE AVE.","NASHUA","NH ","03064","1499","6035944334","1-Regular school","42.774500","-71.482600","54237137121930","371","3302","Kindergarten","5th Grade","493"
"CHESTER ACADEMY","New Hampshire","CHESTER ACADEMY","330225000035","CHESTER SCHOOL DISTRICT","3302250","ROCKINGHAM COUNTY","33015","33","22 MURPHY DR","CHESTER","NH ","03036","8108","22 MURPHY DR.","CHESTER","NH ","03036","8108","6038873621","1-Regular school","42.958500","-71.255400","78209309320500","093","3301","Prekindergarten","8th Grade","541"
"CHESTERFIELD CENTRAL SCHOOL","New Hampshire","CHESTERFIELD CENTRAL SCHOOL","330228000036","CHESTERFIELD SCHOOL DISTRICT","3302280","CHESHIRE COUNTY","33005","33","535 OLD CHESTERFIELD RD","CHESTERFIELD","NH ","03443","0205","PO BOX 205","CHESTERFIELD","NH ","03443","0205","6033638301","1-Regular school","42.886400","-72.469200","22909509521140","095","3302","Kindergarten","8th Grade","291"
"CHICHESTER CENTRAL SCHOOL","New Hampshire","CHICHESTER CENTRAL SCHOOL","330231000037","CHICHESTER SCHOOL DISTRICT","3302310","MERRIMACK COUNTY","33013","33","219 MAIN ST","CHICHESTER","NH ","03258","6513","219 MAIN ST.","CHICHESTER","NH ","03258","6513","6037985651","1-Regular school","43.253000","-71.378700","65309909922590","099","3302","Kindergarten","8th Grade","244"
