"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ABBEY LANE SCHOOL","New York","ABBEY LANE SCHOOL","361716001518","LEVITTOWN UNION FREE SCHOOL DISTRICT","3617160","NASSAU COUNTY","36059","36","239 GARDINERS AVE","LEVITTOWN","NY ","11756","3750","239 GARDINERS AVE","LEVITTOWN","NY ","11756","3750","5165208495","1-Regular school","40.717900","-73.515400","280205030002","280205030000","3602","Kindergarten","5th Grade","672"
"ABBOTT SCHOOL","New York","ABBOTT SCHOOL","360230004429","ABBOTT UNION FREE SCHOOL DISTRICT","3602300","WESTCHESTER COUNTY","36119","36","100 NORTH BROADWAY","IRVINGTON","NY ","10533","1254","100 N BROADWAY","IRVINGTON","NY ","10533","1254","9145917151","2-Special education school","41.042500","-73.863500","660413020002","660413020000","3617","†","†","†"
"ABRAHAM LINCOLN ELEMENTARY SCHOOL","New York","ABRAHAM LINCOLN ELEMENTARY SCHOOL","361563001352","JAMESTOWN CITY SCHOOL DISTRICT","3615630","CHAUTAUQUA COUNTY","36013","36","301 FRONT ST","JAMESTOWN","NY ","14701","6286","301 FRONT ST","JAMESTOWN","NY ","14701","6286","7164834412","1-Regular school","42.091900","-79.253800","061700010011","061700010000","3623","Prekindergarten","4th Grade","497"
"ABRAHAM LINCOLN HIGH SCHOOL","New York","ABRAHAM LINCOLN HIGH SCHOOL","360015201906","NEW YORK CITY GEOGRAPHIC DISTRICT #21","3600152","KINGS COUNTY","36047","36","2800 OCEAN PARKWAY","BROOKLYN","NY ","11235","7962","2800 OCEAN PKWY","BROOKLYN","NY ","11235","7962","7183337400","1-Regular school","40.582400","-73.968100","332100011410","332100010000","3608","9th Grade","12th Grade","2284"
"ABRAHAM WING SCHOOL","New York","ABRAHAM WING SCHOOL","360231000002","GLENS FALLS COMMON SCHOOL DISTRICT","3602310","WARREN COUNTY","36113","36","120 LAWRENCE ST","GLENS FALLS","NY ","12801","3758","120 LAWRENCE ST","GLENS FALLS","NY ","12801","3758","5187923231","1-Regular school","43.314300","-73.632100","630918080001","630918080000","3621","Kindergarten","6th Grade","183"
"ABRAM LANSING SCHOOL","New York","ABRAM LANSING SCHOOL","360798000568","COHOES CITY SCHOOL DISTRICT","3607980","ALBANY COUNTY","36001","36","26 JAMES ST","COHOES","NY ","12047","3299","26 JAMES ST","COHOES","NY ","12047","3299","5182375044","1-Regular school","42.768400","-73.707900","010500010005","010500010000","3620","Prekindergarten","5th Grade","389"
"ACAD FOR COLLEGE PREP AND CAREER EXP","New York","ACAD FOR COLLEGE PREP AND CAREER EXP","360009505916","NEW YORK CITY GEOGRAPHIC DISTRICT #17","3600095","KINGS COUNTY","36047","36","911 FLATBUSH AVE","BROOKLYN","NY ","11226","","911 FLATBUSH AVE","BROOKLYN","NY ","11226","","7185642566","1-Regular school","40.649600","-73.958200","331700011382","331700010000","3609","6th Grade","12th Grade","527"
"ACADEMIC LEADERSHIP CHARTER SCHOOL","New York","ACADEMIC LEADERSHIP CHARTER SCHOOL","360100106154","ACADEMIC LEADERSHIP CHARTER SCHOOL","3601001","BRONX COUNTY","36005","36","677 EAST 141ST ST","BRONX","NY ","10454","","677 E 141ST ST","BRONX","NY ","10454","","7185854215","1-Regular school","40.808100","-73.912500","320700860957","320700860957","3615","Kindergarten","5th Grade","351"
"ACADEMY CHARTER SCHOOL","New York","ACADEMY CHARTER SCHOOL","360099706131","ACADEMY CHARTER SCHOOL","3600997","NASSAU COUNTY","36059","36","117 NORTH FRANKLIN AVE","HEMPSTEAD","NY ","11550","","117 N FRANKLIN AVE","HEMPSTEAD","NY ","11550","","5164082200","1-Regular school","40.710100","-73.628500","280201860934","280201860934","3604","Kindergarten","6th Grade","482"
"ACADEMY FOR CAREERS IN TELEVISION AND FILM","New York","ACADEMY FOR CAREERS IN TELEVISION AND FILM","360010206070","NEW YORK CITY GEOGRAPHIC DISTRICT #30","3600102","QUEENS COUNTY","36081","36","150 51ST AVE","LONG ISLAND CITY","NY ","11101","","1-50 51ST AVE","LONG ISLAND CITY","NY ","11101","","7186093330","1-Regular school","40.741100","-73.949700","343000011301","343000010000","3612","9th Grade","12th Grade","470"
"ACADEMY FOR CONSERVATION AND THE ENVIRONMENT","New York","ACADEMY FOR CONSERVATION AND THE ENVIRONMENT","360009606054","NEW YORK CITY GEOGRAPHIC DISTRICT #18","3600096","KINGS COUNTY","36047","36","6565 FLATLANDS AVE","BROOKLYN","NY ","11236","","6565 FLATLANDS AVE","BROOKLYN","NY ","11236","","7189684101","1-Regular school","40.633600","-73.917500","331800011637","331800010000","3608","9th Grade","12th Grade","277"
"ACADEMY FOR ENVIRONMENTAL LEADERSHIP","New York","ACADEMY FOR ENVIRONMENTAL LEADERSHIP","360009705866","NEW YORK CITY GEOGRAPHIC DISTRICT #32","3600097","KINGS COUNTY","36047","36","400 IRVING AVE","BROOKLYN","NY ","11237","","400 IRVING AVE","BROOKLYN","NY ","11237","","7183817100","1-Regular school","40.696800","-73.911100","333200011403","333200010000","3607","9th Grade","12th Grade","355"
"ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE)","New York","ACADEMY FOR EXCELLENCE THROUGH THE ARTS (THE)","360010006067","NEW YORK CITY GEOGRAPHIC DISTRICT #28","3600100","QUEENS COUNTY","36081","36","10855 69TH ST","FOREST HILLS","NY ","11375","","108-55 69TH ST","FOREST HILLS","NY ","11375","","7184591358","1-Regular school","40.725200","-73.845000","342800010303","342800010000","3606","Prekindergarten","3rd Grade","203"
"ACADEMY FOR HEALTH CAREERS","New York","ACADEMY FOR HEALTH CAREERS","360009506200","NEW YORK CITY GEOGRAPHIC DISTRICT #17","3600095","KINGS COUNTY","36047","36","150 ALBANY AVE","BROOKLYN","NY ","11213","","150 ALBANY AVE","BROOKLYN","NY ","11213","","7187730128","1-Regular school","40.675300","-73.939000","331700011751","331700010000","3609","9th Grade","12th Grade","318"
"ACADEMY FOR LANGUAGE AND TECHNOLOGY","New York","ACADEMY FOR LANGUAGE AND TECHNOLOGY","360008605981","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","3600086","BRONX COUNTY","36005","36","1700 MACOMBS RD","BRONX","NY ","10453","","1700 MACOMBS RD","BRONX","NY ","10453","","7187310219","1-Regular school","40.849500","-73.915700","320900011365","320900010000","3615","9th Grade","12th Grade","303"
"ACADEMY FOR NEW AMERICANS","New York","ACADEMY FOR NEW AMERICANS","360010202535","NEW YORK CITY GEOGRAPHIC DISTRICT #30","3600102","QUEENS COUNTY","36081","36","3014 30TH ST","ASTORIA","NY ","11102","","30-14 30TH ST","ASTORIA","NY ","11102","","7189325876","1-Regular school","40.767000","-73.923100","343000010235","343000010000","3612","6th Grade","8th Grade","148"
"ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE","New York","ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE","360008706297","NEW YORK CITY GEOGRAPHIC DISTRICT #10","3600087","BRONX COUNTY","36005","36","120 EAST 184TH ST","BRONX","NY ","10468","","120 E 184TH ST","BRONX","NY ","10468","","7182203139","1-Regular school","40.859600","-73.900400","321000010363","321000010000","3615","6th Grade","8th Grade","403"
"ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP","New York","ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP","360008805810","NEW YORK CITY GEOGRAPHIC DISTRICT #11","3600088","BRONX COUNTY","36005","36","921 EAST 228TH ST","BRONX","NY ","10466","","921 E 228TH ST","BRONX","NY ","10466","","7186963840","1-Regular school","40.887900","-73.852900","321100011270","321100010000","3616","8th Grade","12th Grade","439"
"ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL","New York","ACADEMY FOR SOCIAL ACTION-A COLLEGE BOARD SCHOOL","360008105945","NEW YORK CITY GEOGRAPHIC DISTRICT # 5","3600081","NEW YORK COUNTY","36061","36","509 WEST 129TH ST","NEW YORK","NY ","10027","","509 W 129TH ST","NEW YORK","NY ","10027","","2122343102","1-Regular school","40.815600","-73.955700","310500011367","310500010000","3613","6th Grade","12th Grade","311"
"ACADEMY FOR SOFTWARE ENGINEERING","New York","ACADEMY FOR SOFTWARE ENGINEERING","360007706363","NEW YORK CITY GEOGRAPHIC DISTRICT # 2","3600077","NEW YORK COUNTY","36061","36","40 IRVING PLACE","NEW YORK","NY ","10003","","40 IRVING PL","NEW YORK","NY ","10003","","2122533299","1-Regular school","40.735600","-73.987400","310200011546","310200010000","3612","9th Grade","10th Grade","239"
"ACADEMY FOR YOUNG WRITERS","New York","ACADEMY FOR YOUNG WRITERS","360012005884","NEW YORK CITY GEOGRAPHIC DISTRICT #19","3600120","KINGS COUNTY","36047","36","1065 ELTON ST","BROOKLYN","NY ","11208","","1065 ELTON ST","BROOKLYN","NY ","11208","","7183881194","1-Regular school","40.657100","-73.873900","331900011404","331900010000","3608","6th Grade","12th Grade","504"
"ACADEMY OF AMERICAN STUDIES","New York","ACADEMY OF AMERICAN STUDIES","360010202562","NEW YORK CITY GEOGRAPHIC DISTRICT #30","3600102","QUEENS COUNTY","36081","36","2801 41ST AVE","LONG ISLAND CITY","NY ","11101","","28-01 41ST AVE","LONG ISLAND CITY","NY ","11101","","7183618786","1-Regular school","40.751500","-73.937000","343000011575","343000010000","3612","9th Grade","12th Grade","813"
"ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY","New York","ACADEMY OF APPLIED MATHEMATICS AND TECHNOLOGY","360008405920","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","3600084","BRONX COUNTY","36005","36","345 BROOK AVE","BRONX","NY ","10454","","345 BROOK AVE","BRONX","NY ","10454","","7182923883","1-Regular school","40.813600","-73.926000","320700010343","320700010000","3615","6th Grade","8th Grade","296"
"ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC","New York","ACADEMY OF ENVIRONMENTAL SCIENCE SECONDARY HIGH SC","360007902927","NEW YORK CITY GEOGRAPHIC DISTRICT # 4","3600079","NEW YORK COUNTY","36061","36","410 EAST 100TH STBLDG 99","NEW YORK","NY ","10029","6604","410 E 100TH ST-BLDG 99","NEW YORK","NY ","10029","6604","2128605854","1-Regular school","40.785200","-73.942300","310400011635","310400010000","3613","10th Grade","12th Grade","20"
"ACADEMY OF FINANCE AND ENTERPRISE","New York","ACADEMY OF FINANCE AND ENTERPRISE","360009805828","NEW YORK CITY GEOGRAPHIC DISTRICT #24","3600098","QUEENS COUNTY","36081","36","3020 THOMSON AVE","LONG ISLAND CITY","NY ","11101","","30-20 THOMSON AVE","LONG ISLAND CITY","NY ","11101","","7183893623","1-Regular school","40.744600","-73.936900","342400011264","342400010000","3612","9th Grade","12th Grade","467"
"ACADEMY OF HOSPITALITY AND TOURISM","New York","ACADEMY OF HOSPITALITY AND TOURISM","360009505885","NEW YORK CITY GEOGRAPHIC DISTRICT #17","3600095","KINGS COUNTY","36047","36","911 FLATBUSH AVE","BROOKLYN","NY ","11226","","911 FLATBUSH AVE","BROOKLYN","NY ","11226","","7185642580","1-Regular school","40.649600","-73.958200","331700011408","331700010000","3609","9th Grade","12th Grade","313"
"ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP","New York","ACADEMY OF INDEPENDENT LEARNING AND LEADERSHIP","360009002477","NEW YORK CITY GEOGRAPHIC DISTRICT #12","3600090","BRONX COUNTY","36005","36","2055 MAPES AVE","BRONX","NY ","10460","1228","2055 MAPES AVE","BRONX","NY ","10460","1228","7189335976","1-Regular school","40.845900","-73.886400","321200010129","321200010000","3615","6th Grade","8th Grade","514"
"ACADEMY OF INNOVATIVE TECHNOLOGY","New York","ACADEMY OF INNOVATIVE TECHNOLOGY","360012006046","NEW YORK CITY GEOGRAPHIC DISTRICT #19","3600120","KINGS COUNTY","36047","36","999 JAMAICA AVE","BROOKLYN","NY ","11208","","999 JAMAICA AVE","BROOKLYN","NY ","11208","","7188272469","1-Regular school","40.693000","-73.869100","331900011618","331900010000","3607","9th Grade","12th Grade","431"
"ACADEMY OF PUBLIC RELATIONS","New York","ACADEMY OF PUBLIC RELATIONS","360008405786","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","3600084","BRONX COUNTY","36005","36","778 FOREST AVE","BRONX","NY ","10456","","778 FOREST AVE","BRONX","NY ","10456","","7186658866","1-Regular school","40.819000","-73.905500","320700010298","320700010000","3615","6th Grade","8th Grade","353"
"ACADEMY OF TALENTED SCHOLARS (THE)","New York","ACADEMY OF TALENTED SCHOLARS (THE)","360015106120","NEW YORK CITY GEOGRAPHIC DISTRICT #20","3600151","KINGS COUNTY","36047","36","50 AVE P","BROOKLYN","NY ","11218","","50 AVE P","BROOKLYN","NY ","11218","","7186212730","1-Regular school","40.607300","-73.986500","332000010682","332000010000","3610","Kindergarten","5th Grade","342"
"ACADEMY OF THE ARTS (THE)","New York","ACADEMY OF THE ARTS (THE)","360008505656","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","3600085","BRONX COUNTY","36005","36","888 REV J A POLITE AVE","BRONX","NY ","10459","","888 REV J A POLITE AVE","BRONX","NY ","10459","","7188603401","1-Regular school","40.820200","-73.898600","320800010335","320800010000","3615","Prekindergarten","5th Grade","278"
"ACADEMY OF THE CITY CHARTER SCHOOL","New York","ACADEMY OF THE CITY CHARTER SCHOOL","360105306289","ACADEMY OF THE CITY CHARTER SCHOOL","3601053","QUEENS COUNTY","36081","36","3129 60TH ST","WOODSIDE","NY ","11377","","31-29 60TH ST","WOODSIDE","NY ","11377","","7184879857","1-Regular school","40.756600","-73.902600","343000860998","343000860998","3614","Kindergarten","3rd Grade","271"
"ACADEMY OF URBAN PLANNING","New York","ACADEMY OF URBAN PLANNING","360009705552","NEW YORK CITY GEOGRAPHIC DISTRICT #32","3600097","KINGS COUNTY","36047","36","400 IRVING AVE","BROOKLYN","NY ","11237","","400 IRVING AVE","BROOKLYN","NY ","11237","","7183817100","1-Regular school","40.696800","-73.911100","333200011552","333200010000","3607","9th Grade","12th Grade","311"
"ACADEMY STREET ELEMENTARY SCHOOL","New York","ACADEMY STREET ELEMENTARY SCHOOL","360411000172","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT","3604110","SUFFOLK COUNTY","36103","36","150 ACADEMY ST","BAYPORT","NY ","11705","1798","150 ACADEMY ST","BAYPORT","NY ","11705","1798","6314727850","1-Regular school","40.740500","-73.059100","580505020005","580505020000","3602","Kindergarten","5th Grade","425"
"ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCH","New York","ACADEY OF MEDICAL TECHNOLOGY - A COLLEGE BOARD SCH","360012306079","NEW YORK CITY GEOGRAPHIC DISTRICT #27","3600123","QUEENS COUNTY","36081","36","8 21 BAY 25TH ST","FAR ROCKAWAY","NY ","11691","","8-21 BAY 25TH ST","FAR ROCKAWAY","NY ","11691","","7184713571","1-Regular school","40.601800","-73.763500","342700011309","342700010000","3605","6th Grade","12th Grade","625"
"ACADIA MIDDLE SCHOOL","New York","ACADIA MIDDLE SCHOOL","362667001421","SHENENDEHOWA CENTRAL SCHOOL DISTRICT","3626670","SARATOGA COUNTY","36091","36","970ROUTE 146","CLIFTON PARK","NY ","12065","3685","970 RT 146","CLIFTON PARK","NY ","12065","3685","5188810450","1-Regular school","42.866200","-73.808500","520302060011","520302060000","3620","6th Grade","8th Grade","813"
"ACCION ACADEMY","New York","ACCION ACADEMY","360009005692","NEW YORK CITY GEOGRAPHIC DISTRICT #12","3600090","BRONX COUNTY","36005","36","1825 PROSPECT AVE","BRONX","NY ","10457","","1825 PROSPECT AVE","BRONX","NY ","10457","","7182940514","1-Regular school","40.842500","-73.891000","321200010341","321200010000","3615","6th Grade","8th Grade","177"
"ACCOMPSETT ELEMENTARY SCHOOL","New York","ACCOMPSETT ELEMENTARY SCHOOL","362706003675","SMITHTOWN CENTRAL SCHOOL DISTRICT","3627060","SUFFOLK COUNTY","36103","36","1 LINCOLN ST","SMITHTOWN","NY ","11787","1695","1 LINCOLN ST","SMITHTOWN","NY ","11787","1695","6313824155","1-Regular school","40.862900","-73.238000","580801060013","580801060000","3601","Kindergarten","5th Grade","620"
"ACCOMPSETT MIDDLE SCHOOL","New York","ACCOMPSETT MIDDLE SCHOOL","362706005840","SMITHTOWN CENTRAL SCHOOL DISTRICT","3627060","SUFFOLK COUNTY","36103","36","MEADOW RD","SMITHTOWN","NY ","11787","1697","MEADOW RD","SMITHTOWN","NY ","11787","1697","6313822305","1-Regular school","40.863800","-73.239600","580801060019","580801060000","3601","6th Grade","8th Grade","737"
"ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","New York","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","360102806237","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","3601028","KINGS COUNTY","36047","36","350 LINWOOD ST","BROOKLYN","NY ","11208","","350 LINWOOD ST","BROOKLYN","NY ","11208","","7182352647","1-Regular school","40.677000","-73.883900","331900860933","331900860933","3607","Kindergarten","4th Grade","432"
"ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","New York","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","360110906421","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","3601109","KINGS COUNTY","36047","36","982 HEGEMAN AVE","BROOKLYN","NY ","11208","","982 HEGEMAN AVE","BROOKLYN","NY ","11208","","3478380205","1-Regular school","40.666500","-73.876200","331900860993","331900860993","3608","Kindergarten","1st Grade","181"
"ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL","New York","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL","360096906014","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL","3600969","KINGS COUNTY","36047","36","2021 BERGEN STRM 149","BROOKLYN","NY ","11233","","2021 BERGEN ST-RM 149","BROOKLYN","NY ","11233","","3474712600","1-Regular school","40.674100","-73.913500","332300860912","332300860912","3608","Kindergarten","6th Grade","608"
"ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL","New York","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL","360016605902","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL","3600166","KINGS COUNTY","36047","36","1300 GREENE AVE","BROOKLYN","NY ","11237","","1300 GREENE AVE","BROOKLYN","NY ","11237","","7184431213","1-Regular school","40.697900","-73.919100","333200860906","333200860906","3607","Kindergarten","11th Grade","941"
"ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","New York","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","360014705821","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","3600147","KINGS COUNTY","36047","36","1485 PACIFIC ST","BROOKLYN","NY ","11213","","790 E NEW YORK AVE","BROOKLYN","NY ","11203","","7187740762","1-Regular school","40.677300","-73.942200","331700860879","331700860879","3608","Kindergarten","12th Grade","942"
"ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","New York","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","360014905824","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","3600149","KINGS COUNTY","36047","36","557 PENNSYLVANIA AVE","BROOKLYN","NY ","11207","","557 PENNSYLVANIA AVE","BROOKLYN","NY ","11207","","7184854924","1-Regular school","40.663800","-73.893300","331900860880","331900860880","3608","Kindergarten","9th Grade","775"
"ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL","New York","ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL","360017005867","ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL","3600170","KINGS COUNTY","36047","36","510 WAVERLY AVE","BROOKLYN","NY ","11238","2702","510 WAVERLY AVE","BROOKLYN","NY ","11238","2702","7186224786","1-Regular school","40.682400","-73.965900","331300860902","331300860902","3608","Kindergarten","12th Grade","849"
"ACORN COMMUNITY HIGH SCHOOL","New York","ACORN COMMUNITY HIGH SCHOOL","360009102478","NEW YORK CITY GEOGRAPHIC DISTRICT #13","3600091","KINGS COUNTY","36047","36","561 GRAND AVE","BROOKLYN","NY ","11238","","561 GRAND AVE","BROOKLYN","NY ","11238","","7187892258","1-Regular school","40.678600","-73.961700","331300011499","331300010000","3609","9th Grade","12th Grade","629"
