"School Name","State Name [Public School] Latest available year","School Name [Public School] 2013-14","School ID - NCES Assigned [Public School] Latest available year","Agency Name [Public School] 2013-14","Agency ID - NCES Assigned [Public School] Latest available year","County Name [Public School] 2013-14","County Number [Public School] 2013-14","ANSI/FIPS State Code [Public School] Latest available year","Location Address [Public School] 2013-14","Location City [Public School] 2013-14","Location State Abbr [Public School] 2013-14","Location ZIP [Public School] 2013-14","Location ZIP4 [Public School] 2013-14","Mailing Address [Public School] 2013-14","Mailing City [Public School] 2013-14","Mailing State Abbr [Public School] 2013-14","Mailing ZIP [Public School] 2013-14","Mailing ZIP4 [Public School] 2013-14","Phone Number [Public School] 2013-14","School Type [Public School] 2013-14","Latitude [Public School] 2013-14","Longitude [Public School] 2013-14","State School ID [Public School] 2013-14","State Agency ID [Public School] 2013-14","Congressional Code [Public School] 2013-14","Lowest Grade Offered [Public School] 2013-14","Highest Grade Offered [Public School] 2013-14","Total Students [Public School] 2013-14"
"ACADEMIE LAFAYETTE","Missouri","ACADEMIE LAFAYETTE","290001702753","ACADEMIE LAFAYETTE","2900017","JACKSON COUNTY","29095","29","6903 OAK","KANSAS CITY","MO ","64113","2530","6903 OAK","KANSAS CITY","MO ","64113","2530","8163617735","1-Regular school","39.002300","-94.583700","6940048914","048914","2905","Kindergarten","8th Grade","830"
"ACADEMY FOR INTEGRATED ARTS","Missouri","ACADEMY FOR INTEGRATED ARTS","290060403209","ACADEMY FOR INTEGRATED ARTS","2900604","JACKSON COUNTY","29095","29","5604 TROOST","KANSAS CITY","MO ","64110","2824","5604 TROOST","KANSAS CITY","MO ","64110","2824","8164441720","1-Regular school","39.024900","-94.574300","6995048927","048927","2905","Kindergarten","3rd Grade","101"
"ACKERMAN SCH.","Missouri","ACKERMAN SCH.","292676001588","SPECL. SCH. DST. ST. LOUIS CO.","2926760","ST. LOUIS COUNTY","29189","29","1550 DERHAKE RD","FLORISSANT","MO ","63033","6416","1550 DERHAKE RD","FLORISSANT","MO ","63033","6416","3149897200","2-Special education school","38.778500","-90.296100","4029096119","096119","2901","Kindergarten","8th Grade","127"
"ADAIR CO. ELEM.","Missouri","ADAIR CO. ELEM.","290579000124","ADAIR CO. R-II","2905790","ADAIR COUNTY","29001","29","205 WEST DEWEY","BRASHEAR","MO ","63533","2429","205 W DEWEY","BRASHEAR","MO ","63533","2429","6603235272","1-Regular school","40.149700","-92.380200","4020001092","001092","2906","Kindergarten","6th Grade","95"
"ADAIR CO. ELEM.","Missouri","ADAIR CO. ELEM.","292298001314","ADAIR CO. R-I","2922980","ADAIR COUNTY","29001","29","600 ROMBAUER AVE","NOVINGER","MO ","63559","2477","600 ROMBAUER AVE","NOVINGER","MO ","63559","2477","6604886412","1-Regular school","40.235300","-92.703700","4020001090","001090","2906","Kindergarten","6th Grade","143"
"ADAIR CO. HIGH","Missouri","ADAIR CO. HIGH","292298001315","ADAIR CO. R-I","2922980","ADAIR COUNTY","29001","29","600 ROMBAUER AVE","NOVINGER","MO ","63559","2477","600 ROMBAUER AVE","NOVINGER","MO ","63559","2477","6604886411","1-Regular school","40.234500","-92.703700","1050001090","001090","2906","7th Grade","12th Grade","136"
"ADAMS ELEM.","Missouri","ADAMS ELEM.","292928002789","ST. LOUIS CITY","2929280","ST. LOUIS CITY","29510","29","1311 TOWER GROVE AVE","ST LOUIS","MO ","63110","3837","1311 TOWER GROVE AVE","ST LOUIS","MO ","63110","3837","3145353910","1-Regular school","38.624700","-90.256700","4000115115","115115","2901","Prekindergarten","6th Grade","349"
"ADAMS PRIMARY SCHOOL","Missouri","ADAMS PRIMARY SCHOOL","290738003131","CARROLLTON R-VII","2907380","CARROLL COUNTY","29033","29","306 NORTH JEFFERSON","CARROLLTON","MO ","64633","1763","306 N JEFFERSON","CARROLLTON","MO ","64633","1763","6605422926","1-Regular school","39.361500","-93.494200","4000017125","017125","2906","Prekindergarten","1st Grade","156"
"ADRIAN ELEM.","Missouri","ADRIAN ELEM.","290285000001","ADRIAN R-III","2902850","BATES COUNTY","29013","29","601 NORTH HOUSTON","ADRIAN","MO ","64720","0098","PO BOX 98","ADRIAN","MO ","64720","0098","8162972158","1-Regular school","38.399400","-94.346900","4020007123","007123","2904","Prekindergarten","5th Grade","336"
"ADRIAN SR. HIGH","Missouri","ADRIAN SR. HIGH","290285000002","ADRIAN R-III","2902850","BATES COUNTY","29013","29","601 NORTH HOUSTON","ADRIAN","MO ","64720","0098","PO BOX 98","ADRIAN","MO ","64720","0098","8162974460","1-Regular school","38.399400","-94.346900","1050007123","007123","2904","6th Grade","12th Grade","390"
"ADVANCE ELEM.","Missouri","ADVANCE ELEM.","290288000003","ADVANCE R-IV","2902880","STODDARD COUNTY","29207","29","33790 STATE HWY 91 NORTH","ADVANCE","MO ","63730","0370","PO BOX 370","ADVANCE","MO ","63730","0370","5737223564","1-Regular school","37.109600","-89.908000","4020103129","103129","2908","Prekindergarten","6th Grade","236"
"ADVANCE HIGH","Missouri","ADVANCE HIGH","290288000004","ADVANCE R-IV","2902880","STODDARD COUNTY","29207","29","201 EAST SCHOOL ST","ADVANCE","MO ","63730","0370","PO BOX 370","ADVANCE","MO ","63730","0370","5737223584","1-Regular school","37.109500","-89.906600","1050103129","103129","2908","7th Grade","12th Grade","169"
"AFFTON HIGH","Missouri","AFFTON HIGH","290291000009","AFFTON 101","2902910","ST. LOUIS COUNTY","29189","29","8309 MACKENZIE RD","ST LOUIS","MO ","63123","3455","8309 MACKENZIE RD","ST LOUIS","MO ","63123","3455","3146386330","1-Regular school","38.559600","-90.324400","1050096098","096098","2902","9th Grade","12th Grade","785"
"AFRICAN CENT COLLEGE PREP ACAD","Missouri","AFRICAN CENT COLLEGE PREP ACAD","291640003097","KANSAS CITY 33","2916400","JACKSON COUNTY","29095","29","3500 EAST MEYER BLVD","KANSAS CITY","MO ","64131","1212","3500 E MEYER  BLVD","KANSAS CITY","MO ","64131","1212","8164181075","1-Regular school","39.009800","-94.544900","1670048078","048078","2905","7th Grade","12th Grade","438"
"AIRPORT ELEM.","Missouri","AIRPORT ELEM.","291201000449","FERGUSON-FLORISSANT R-II","2912010","ST. LOUIS COUNTY","29189","29","8249 AIRPORT RD","BERKELEY","MO ","63134","1913","8249 AIRPORT RD","BERKELEY","MO ","63134","1913","3145243872","1-Regular school","38.750700","-90.326700","4010096089","096089","2901","Kindergarten","6th Grade","285"
"ALBANY HIGH","Missouri","ALBANY HIGH","290297000010","ALBANY R-III","2902970","GENTRY COUNTY","29075","29","101 WEST JEFFERSON ST","ALBANY","MO ","64402","1237","101 W JEFFERSON ST","ALBANY","MO ","64402","1237","6607263911","1-Regular school","40.251000","-94.332300","1050038046","038046","2906","9th Grade","12th Grade","135"
"ALBANY MIDDLE","Missouri","ALBANY MIDDLE","290297001478","ALBANY R-III","2902970","GENTRY COUNTY","29075","29","101 WEST JEFFERSON ST","ALBANY","MO ","64402","1237","101 W JEFFERSON ST","ALBANY","MO ","64402","1237","6607263912","1-Regular school","40.251000","-94.332300","3000038046","038046","2906","6th Grade","8th Grade","100"
"ALEXANDER DONIPHAN ELEM.","Missouri","ALEXANDER DONIPHAN ELEM.","291854001004","LIBERTY 53","2918540","CLAY COUNTY","29047","29","1900 CLAY DR","LIBERTY","MO ","64068","3244","1900 CLAY DR","LIBERTY","MO ","64068","3244","8167365400","1-Regular school","39.226800","-94.452200","4020024090","024090","2906","Kindergarten","5th Grade","385"
"ALEXANDER ELEM.","Missouri","ALEXANDER ELEM.","292836001749","SLATER","2928360","SALINE COUNTY","29195","29","515 NORTH ELM","SLATER","MO ","65349","1405","515 N ELM","SLATER","MO ","65349","1405","6605293132","1-Regular school","39.223600","-93.065200","4020097130","097130","2905","Prekindergarten","8th Grade","242"
"ALFRED L. RENNER ELEM.","Missouri","ALFRED L. RENNER ELEM.","292355001366","PARK HILL","2923550","PLATTE COUNTY","29165","29","7401 NW BARRY RD","KANSAS CITY","MO ","64153","1725","7401 NW BARRY RD","KANSAS CITY","MO ","64153","1725","8163594350","1-Regular school","39.244500","-94.665800","4080083005","083005","2906","Kindergarten","5th Grade","383"
"ALGOA CORRECTIONAL CENTER","Missouri","ALGOA CORRECTIONAL CENTER","290003002980","DEPARTMENT OF CORRECTIONS","2900030","COLE COUNTY","29051","29","8501 NO MORE VICTIMS RD","JEFFERSON CITY","MO ","65101","4567","8501 NO MORE VICTIMS RD.","JEFFERSON CITY","MO ","65101","4567","5737513911","4-Alternative/other school","38.547900","-92.050500","1049002017","002017","2903","†","†","†"
"ALLEN VILLAGE HIGH SCHOOL","Missouri","ALLEN VILLAGE HIGH SCHOOL","290002503233","ALLEN VILLAGE","2900025","JACKSON COUNTY","29095","29","706 WEST 42ND ST","KANSAS CITY","MO ","64111","3120","706 W 42ND ST","KANSAS CITY","MO ","64111","3120","8169310177","1-Regular school","39.052800","-94.595200","1980048909","048909","2905","9th Grade","12th Grade","98"
"ALLEN VILLAGE SCHOOL","Missouri","ALLEN VILLAGE SCHOOL","290002502748","ALLEN VILLAGE","2900025","JACKSON COUNTY","29095","29","706 WEST 42ND ST","KANSAS CITY","MO ","64111","3120","706 W 42ND ST","KANSAS CITY","MO ","64111","3120","8169310177","1-Regular school","39.052900","-94.594800","6915048909","048909","2905","Kindergarten","8th Grade","505"
"ALMA SCHRADER ELEM.","Missouri","ALMA SCHRADER ELEM.","290712000184","CAPE GIRARDEAU 63","2907120","CAPE GIRARDEAU COUNTY","29031","29","1360 RANDOL","CAPE GIRARDEAU","MO ","63701","2834","1360 RANDOL","CAPE GIRARDEAU","MO ","63701","2834","5733355310","1-Regular school","37.328100","-89.554100","4020016096","016096","2908","Kindergarten","4th Grade","412"
"ALPHA HART LEWIS","Missouri","ALPHA HART LEWIS","290100003152","COLUMBIA 93","2901000","BOONE COUNTY","29019","29","5801 ARBOR POINTE PARKWAY","COLUMBIA","MO ","65202","0089","5801 ARBOR POINTE PKWY","COLUMBIA","MO ","65202","0089","5732143200","1-Regular school","39.015000","-92.284000","4030010093","010093","2904","Prekindergarten","5th Grade","641"
"ALTA VISTA CHARTER SCHOOL","Missouri","ALTA VISTA CHARTER SCHOOL","290002902741","ALTA VISTA CHARTER SCH.","2900029","JACKSON COUNTY","29095","29","1722 HOLLY ST","KANSAS CITY","MO ","64108","2217","1722 HOLLY ST","KANSAS CITY","MO ","64108","2217","8164712582","1-Regular school","39.092400","-94.598100","1925048902","048902","2905","9th Grade","12th Grade","277"
"ALTA VISTA ELEMENTARY SCHOOL","Missouri","ALTA VISTA ELEMENTARY SCHOOL","290002903216","ALTA VISTA CHARTER SCH.","2900029","JACKSON COUNTY","29095","29","3201 SOUTHWEST TRAFFIC WAY","KANSAS CITY","MO ","64111","2764","3201 SOUTHWEST TRAFFIC WAY","KANSAS CITY","MO ","64111","2764","8166044146","1-Regular school","39.069500","-94.594500","6905048902","048902","2905","Kindergarten","1st Grade","120"
"ALTA VISTA MIDDLE SCHOOL","Missouri","ALTA VISTA MIDDLE SCHOOL","290002903166","ALTA VISTA CHARTER SCH.","2900029","JACKSON COUNTY","29095","29","1711 BROADWAY","KANSAS CITY","MO ","64108","1209","1711 BROADWAY","KANSAS CITY","MO ","64108","1209","8164724120","1-Regular school","39.092400","-94.588400","3925048902","048902","2905","6th Grade","8th Grade","189"
"ALTENBURG ELEM.","Missouri","ALTENBURG ELEM.","290304000014","ALTENBURG 48","2903040","PERRY COUNTY","29157","29","8432 MAIN ST","ALTENBURG","MO ","63732","0127","PO BOX 127","ALTENBURG","MO ","63732","0127","5738245857","1-Regular school","37.629600","-89.592000","4020079078","079078","2908","Prekindergarten","8th Grade","105"
"ALTERNATIVE RESOURCE CTR.","Missouri","ALTERNATIVE RESOURCE CTR.","290000901287","DIVISION OF YOUTH SERVICE","2900009","JACKSON COUNTY","29095","29","3100 MAIN ST","KANSAS CITY","MO ","64111","2513","3100 MAIN ST STE 206","KANSAS CITY","MO ","64111","2513","8167594662","4-Alternative/other school","39.071000","-94.585600","1084347347","347347","2905","6th Grade","12th Grade","11"
"ALTON ELEMENTARY","Missouri","ALTON ELEMENTARY","290306000015","ALTON R-IV","2903060","OREGON COUNTY","29149","29","SCHOOL ST","ALTON","MO ","65606","9677","ROUTE 2 BOX 2181","ALTON","MO ","65606","9677","4177787217","1-Regular school","36.690800","-91.399600","4020075087","075087","2908","Kindergarten","6th Grade","376"
"ALTON HIGH","Missouri","ALTON HIGH","290306000016","ALTON R-IV","2903060","OREGON COUNTY","29149","29","SCHOOL ST","ALTON","MO ","65606","9677","ROUTE 2 BOX 2180","ALTON","MO ","65606","9677","4177787215","1-Regular school","36.690800","-91.399600","1050075087","075087","2908","7th Grade","12th Grade","334"
"AMAZONIA ELEM.","Missouri","AMAZONIA ELEM.","292757001688","SAVANNAH R-III","2927570","ANDREW COUNTY","29003","29","845 6TH ST","AMAZONIA","MO ","64421","0038","845 6TH ST","AMAZONIA","MO ","64421","0038","8164752161","1-Regular school","39.892400","-94.893800","4010002097","002097","2906","Kindergarten","5th Grade","96"
"AMES VISUAL/PERF. ARTS","Missouri","AMES VISUAL/PERF. ARTS","292928002570","ST. LOUIS CITY","2929280","ST. LOUIS CITY","29510","29","2900 HADLEY","ST LOUIS","MO ","63107","3911","2900 HADLEY","ST LOUIS","MO ","63107","3911","3142417165","1-Regular school","38.652800","-90.195400","4250115115","115115","2901","Prekindergarten","5th Grade","397"
"ANDERSON ELEM.","Missouri","ANDERSON ELEM.","292061001100","MCDONALD CO. R-I","2920610","MCDONALD COUNTY","29119","29","512 CHAPMAN ST","ANDERSON","MO ","64831","0373","512 CHAPMAN ST","ANDERSON","MO ","64831","0373","4178453488","1-Regular school","36.646400","-94.439700","4020060077","060077","2907","Prekindergarten","6th Grade","646"
"ANDERSON MIDDLE","Missouri","ANDERSON MIDDLE","292061003007","MCDONALD CO. R-I","2920610","MCDONALD COUNTY","29119","29","135 MUSTANG DR","ANDERSON","MO ","64831","7317","135 MUSTANG DR","ANDERSON","MO ","64831","7317","4178451805","1-Regular school","36.646000","-94.423000","3000060077","060077","2907","7th Grade","8th Grade","175"
"ANN HAWKINS GENTRY MIDDLE","Missouri","ANN HAWKINS GENTRY MIDDLE","290100000841","COLUMBIA 93","2901000","BOONE COUNTY","29019","29","4200 BETHEL ST","COLUMBIA","MO ","65203","4412","4200 BETHEL ST","COLUMBIA","MO ","65203","4412","5732143240","1-Regular school","38.904900","-92.343200","3000010093","010093","2904","6th Grade","8th Grade","833"
"ANTIOCH MIDDLE","Missouri","ANTIOCH MIDDLE","292280001258","NORTH KANSAS CITY 74","2922800","CLAY COUNTY","29047","29","2100 NE 65TH ST","GLADSTONE","MO ","64118","3734","2100 NE 65TH ST","GLADSTONE","MO ","64118","3734","8164136200","1-Regular school","39.211000","-94.554100","3000024093","024093","2905","6th Grade","8th Grade","882"
"ANTONIA ELEM.","Missouri","ANTONIA ELEM.","291230000497","FOX C-6","2912300","JEFFERSON COUNTY","29099","29","3901 HWY M","IMPERIAL","MO ","63052","2954","3901 HWY M","IMPERIAL","MO ","63052","2954","6369422181","1-Regular school","38.367000","-90.476700","4010050012","050012","2903","Kindergarten","5th Grade","551"
"ANTONIA MIDDLE SCHOOL","Missouri","ANTONIA MIDDLE SCHOOL","291230003151","FOX C-6","2912300","JEFFERSON COUNTY","29099","29","6798 ST LUKE'S CHURCH RD","BARNHART","MO ","63012","1181","6798 ST. LUKE'S CHURCH ROAD","BARNHART","MO ","63012","1181","6362826970","1-Regular school","38.354300","-90.444200","2200050012","050012","2903","6th Grade","8th Grade","442"
"APPLETON CITY ELEM.","Missouri","APPLETON CITY ELEM.","290312000017","APPLETON CITY R-II","2903120","ST. CLAIR COUNTY","29185","29","408 WEST 4TH","APPLETON CITY","MO ","64724","0126","408 W 4TH","APPLETON CITY","MO ","64724","0126","6604762108","1-Regular school","38.190800","-94.031100","4010093120","093120","2904","Kindergarten","5th Grade","144"
"APPLETON CITY HIGH","Missouri","APPLETON CITY HIGH","290312000019","APPLETON CITY R-II","2903120","ST. CLAIR COUNTY","29185","29","408 WEST 4TH","APPLETON CITY","MO ","64724","0126","408 W 4TH","APPLETON CITY","MO ","64724","0126","6604762118","1-Regular school","38.190800","-94.031100","1050093120","093120","2904","6th Grade","12th Grade","181"
"ARCADIA VALLEY CAREER TECH CTR","Missouri","ARCADIA VALLEY CAREER TECH CTR","290315000020","ARCADIA VALLEY R-II","2903150","IRON COUNTY","29093","29","650 PARK DR","IRONTON","MO ","63650","1418","650 PARK DR","IRONTON","MO ","63650","1418","5735469700","3-Vocational school","37.593800","-90.632700","1100047062","047062","2908","9th Grade","12th Grade","–"
"ARCADIA VALLEY ELEM.","Missouri","ARCADIA VALLEY ELEM.","290315000021","ARCADIA VALLEY R-II","2903150","IRON COUNTY","29093","29","700 PARK DR","IRONTON","MO ","63650","1414","700 PARK DR","IRONTON","MO ","63650","1414","5735469700","1-Regular school","37.593800","-90.635200","4020047062","047062","2908","Prekindergarten","4th Grade","360"
"ARCADIA VALLEY HIGH","Missouri","ARCADIA VALLEY HIGH","290315000022","ARCADIA VALLEY R-II","2903150","IRON COUNTY","29093","29","520 PARK DR","IRONTON","MO ","63650","1418","520 PARK DR","IRONTON","MO ","63650","1418","5735469700","1-Regular school","37.593800","-90.633100","1050047062","047062","2908","9th Grade","12th Grade","353"
"ARCADIA VALLEY MIDDLE","Missouri","ARCADIA VALLEY MIDDLE","290315000023","ARCADIA VALLEY R-II","2903150","IRON COUNTY","29093","29","550 PARK DR","IRONTON","MO ","63650","1418","550 PARK DR","IRONTON","MO ","63650","1418","5735469700","1-Regular school","37.593500","-90.631100","3000047062","047062","2908","5th Grade","8th Grade","304"
"ARCHIE HIGH","Missouri","ARCHIE HIGH","290320000025","ARCHIE R-V","2903200","CASS COUNTY","29037","29","302 WEST STATE RTE A","ARCHIE","MO ","64725","8217","302 W STATE RTE A","ARCHIE","MO ","64725","8217","8162935312","1-Regular school","38.484100","-94.356300","1050019139","019139","2904","7th Grade","12th Grade","284"
"ARMSTRONG ELEM.","Missouri","ARMSTRONG ELEM.","291383000613","HAZELWOOD","2913830","ST. LOUIS COUNTY","29189","29","6255 HOWDERSHELL RD","HAZELWOOD","MO ","63042","1119","6255 HOWDERSHELL RD","HAZELWOOD","MO ","63042","1119","3149534000","1-Regular school","38.784200","-90.379900","4320096088","096088","2901","Kindergarten","5th Grade","419"
"ARROWPOINT ELEM.","Missouri","ARROWPOINT ELEM.","291383002858","HAZELWOOD","2913830","ST. LOUIS COUNTY","29189","29","2017 ARROWPOINT DR","ST LOUIS","MO ","63138","1519","2017 ARROWPOINT DR","ST LOUIS","MO ","63138","1519","3149535300","1-Regular school","38.812300","-90.227400","4340096088","096088","2901","Prekindergarten","5th Grade","574"
"ASH GROVE ELEM.","Missouri","ASH GROVE ELEM.","290327000027","ASH GROVE R-IV","2903270","GREENE COUNTY","29077","29","100 NORTH MAPLE LN","ASH GROVE","MO ","65604","9113","100 N MAPLE LN","ASH GROVE","MO ","65604","9113","4177512533","1-Regular school","37.315000","-93.577600","4020039135","039135","2907","Prekindergarten","3rd Grade","166"
"ASH GROVE HIGH","Missouri","ASH GROVE HIGH","290327000028","ASH GROVE R-IV","2903270","GREENE COUNTY","29077","29","100 NORTH MAPLE LN","ASH GROVE","MO ","65604","9113","100 N MAPLE LN","ASH GROVE","MO ","65604","9113","4177512330","1-Regular school","37.315000","-93.577600","1050039135","039135","2907","7th Grade","12th Grade","378"
"ASHLAND ELEM. AND BR.","Missouri","ASHLAND ELEM. AND BR.","292928001877","ST. LOUIS CITY","2929280","ST. LOUIS CITY","29510","29","3921 NORTH NEWSTEAD","ST LOUIS","MO ","63115","2748","3921 N NEWSTEAD","ST LOUIS","MO ","63115","2748","3143854767","1-Regular school","38.671600","-90.235800","4060115115","115115","2901","Prekindergarten","6th Grade","388"
"ATHENA ELEM.","Missouri","ATHENA ELEM.","291050000347","DESOTO 73","2910500","JEFFERSON COUNTY","29099","29","3775 ATHENA SCHOOL RD","DESOTO","MO ","63020","4588","3775 ATHENA SCHOOL RD","DESOTO","MO ","63020","4588","6365861020","1-Regular school","38.122800","-90.474900","4010050014","050014","2908","Kindergarten","6th Grade","664"
"ATLANTA ELEM.","Missouri","ATLANTA ELEM.","290348000029","ATLANTA C-3","2903480","MACON COUNTY","29121","29","600 SOUTH ATTERBERRY","ATLANTA","MO ","63530","0367","PO BOX 367","ATLANTA","MO ","63530","0367","6602394211","1-Regular school","39.894200","-92.479100","4020061150","061150","2906","Kindergarten","6th Grade","107"
"ATLANTA HIGH","Missouri","ATLANTA HIGH","290348000030","ATLANTA C-3","2903480","MACON COUNTY","29121","29","600 SOUTH ATTERBERRY","ATLANTA","MO ","63530","0367","PO BOX 367","ATLANTA","MO ","63530","0367","6602394211","1-Regular school","39.894100","-92.478900","1050061150","061150","2906","7th Grade","12th Grade","83"
"ATTUCKS ELEM.","Missouri","ATTUCKS ELEM.","291640000800","KANSAS CITY 33","2916400","JACKSON COUNTY","29095","29","2400 PROSPECT","KANSAS CITY","MO ","64127","3938","2400 PROSPECT","KANSAS CITY","MO ","64127","3938","8164183905","1-Regular school","39.082500","-94.552800","4060048078","048078","2905","Prekindergarten","6th Grade","341"
"AUGUSTA ELEM.","Missouri","AUGUSTA ELEM.","293111002156","WASHINGTON","2931110","ST. CHARLES COUNTY","29183","29","5541 LOCUST ST","AUGUSTA","MO ","63332","0038","5541 LOCUST ST","AUGUSTA","MO ","63332","0038","6362312400","1-Regular school","38.574400","-90.881600","4020036139","036139","2903","Kindergarten","6th Grade","138"
"AURORA HIGH","Missouri","AURORA HIGH","290402000031","AURORA R-VIII","2904020","LAWRENCE COUNTY","29109","29","305 WEST PROSPECT ST","AURORA","MO ","65605","2850","305 W PROSPECT ST","AURORA","MO ","65605","2850","4176783355","1-Regular school","36.954600","-93.715700","1050055110","055110","2907","9th Grade","12th Grade","592"
"AURORA JR. HIGH","Missouri","AURORA JR. HIGH","290402001517","AURORA R-VIII","2904020","LAWRENCE COUNTY","29109","29","500 WEST OLIVE","AURORA","MO ","65605","1434","500 W OLIVE","AURORA","MO ","65605","1434","4176783630","1-Regular school","36.964300","-93.727100","2050055110","055110","2907","7th Grade","8th Grade","353"
"AUTUMN HILL SCHOOL","Missouri","AUTUMN HILL SCHOOL","290002203064","MO SCHLS FOR THE SEV DISABLED","2900022","FRANKLIN COUNTY","29071","29","300 AUTUMN HILL DR","UNION","MO ","63084","1053","300 AUTUMN HILL DR","UNION","MO ","63084","1053","6365835959","2-Special education school","38.448500","-91.020300","9040201201","201201","2903","Kindergarten","12th Grade","30"
"AUXVASSE ELEM.","Missouri","AUXVASSE ELEM.","292274001252","NORTH CALLAWAY CO. R-I","2922740","CALLAWAY COUNTY","29027","29","650 EAST HARRISON","AUXVASSE","MO ","65231","0008","PO BOX 8","AUXVASSE","MO ","65231","0008","5733862217","1-Regular school","39.016700","-91.891500","4020014126","014126","2903","Prekindergarten","8th Grade","355"
